GENE_ID	locusLine	bin_1_37_0EXP_0229Kronos_MM1S-KB-1hr-1_Input_hs_i80.bam
NM_202004	chr1(.):145408190-145422545	0.1727
NM_006472	chr1(.):145433461-145447628	0.2166
NM_001039888	chr1(.):145465507-145480647	0.2375
NM_003846	chr1(.):145511164-145528732	0.2108
NM_005105	chr1(.):145502637-145516444	0.2447
NM_001184795	chr1(.):145511559-145528732	0.2108
NM_003637	chr1(.):145519989-145548868	0.1734
NM_144698	chr1(.):145544208-145573526	0.1707
NR_002328	chr1(.):145504819-145521076	0.2493
NM_001161334	chr1(.):149749244-149788928	0.1678
NM_001034077	chr1(.):149799220-149809616	0.2108
NM_001005464	chr1(.):149807258-149817765	0.2495
NM_001040874	chr1(.):149808784-149819318	0.2535
NM_001123375	chr1(.):149779779-149790236	0.2312
NM_000566	chr1(.):149749249-149769074	0.1516
NM_016074	chr1(.):149866154-149877348	0.1749
NM_003528	chr1(.):149851009-149863232	0.2854
NM_003517	chr1(.):149853524-149863961	0.3086
NM_175065	chr1(.):149854018-149864466	0.3029
NR_036461	chr1(.):149816758-149827340	0.2729
NM_001040874	chr1(.):149817627-149828161	0.2703
NM_001005464	chr1(.):149819180-149829687	0.2583
NM_001034077	chr1(.):149827329-149837725	0.2365
NM_019032	chr1(.):150516897-150538412	0.2047
NM_207046	chr1(.):150589598-150606609	0.2314
NR_036211	chr1(.):150519404-150529490	0.1463
NM_001197320	chr1(.):150542026-150557214	0.2364
NM_020452	chr1(.):154295275-154328780	0.1946
NM_001005855	chr1(.):154293035-154315322	0.2052
NM_080429	chr1(.):154288591-154302801	0.2285
NM_006556	chr1(.):154892207-154914484	0.208
NM_001130041	chr1(.):154929773-154951959	0.2613
NM_001130040	chr1(.):154929773-154948223	0.2723
NM_201398	chr1(.):154950769-154970587	0.1791
NM_015872	chr1(.):154970111-154995999	0.1941
NM_001184892	chr1(.):154950769-154966488	0.1784
NM_018655	chr1(.):154961061-154971791	0.177
NM_001143687	chr1(.):155001281-155028406	0.1936
NR_024163	chr1(.):154942117-154956725	0.284
NM_144622	chr1(.):154986002-155011257	0.1616
NM_138300	chr1(.):154924501-154939258	0.2431
NR_036212	chr1(.):154943168-154953259	0.2989
NM_006912	chr1(.):155862600-155886177	0.1658
NM_001162384	chr1(.):155911629-155953336	0.2086
NM_181885	chr1(.):155906479-155917625	0.2182
NM_004723	chr1(.):155911629-155952966	0.2088
NM_014949	chr1(.):155877835-155909188	0.2196
NR_002974	chr1(.):155884699-155894833	0.1915
NR_003005	chr1(.):155890748-155900877	0.2064
NM_003145	chr1(.):155973838-155995758	0.1924
NM_014655	chr1(.):156158729-156187587	0.2315
NM_007221	chr1(.):156177783-156214833	0.2216
NM_022367	chr1(.):156118321-156152542	0.2407
NM_001193302	chr1(.):156118368-156152542	0.2406
NM_001193301	chr1(.):156114734-156152542	0.2402
NM_005920	chr1(.):156428518-156475529	0.2182
NM_004494	chr1(.):156706898-156726543	0.2303
NM_001126051	chr1(.):156706898-156727024	0.2298
NM_001126050	chr1(.):156706898-156727240	0.2278
NM_030980	chr1(.):156687412-156702705	0.2339
NM_001878	chr1(.):156664407-156680375	0.1633
NM_001142560	chr1(.):156693262-156711752	0.2494
NM_145729	chr1(.):156702093-156715923	0.1873
NM_001039711	chr1(.):161085768-161107478	0.2268
NM_016406	chr1(.):161118533-161133646	0.2304
NM_004550	chr1(.):161164104-161189184	0.2287
NM_000309	chr1(.):161131180-161146010	0.2005
NM_001643	chr1(.):161187082-161198418	0.2351
NM_001185094	chr1(.):161082907-161095984	0.2211
NM_003779	chr1(.):161136100-161152314	0.2207
NM_012475	chr1(.):161124253-161140516	0.2369
NM_001039712	chr1(.):161085768-161107256	0.2269
NM_005600	chr1(.):161082861-161095984	0.2208
NM_001185093	chr1(.):161082906-161095984	0.2211
NM_032174	chr1(.):161190832-161205407	0.2008
NM_001166159	chr1(.):161166936-161189184	0.2293
NM_005099	chr1(.):161154537-161173845	0.244
NM_004106	chr1(.):161180086-161194038	0.2055
NM_022371	chr1(.):179046111-179070129	0.2291
NM_001195216	chr1(.):197698138-197749623	0.177
NR_034150	chr1(.):203262885-203279453	0.2666
NM_006763	chr1(.):203269663-203283729	0.2293
NM_002023	chr1(.):203304751-203325289	0.1955
NM_002646	chr1(.):204386757-204464474	0.1632
NM_002393	chr1(.):204480510-204532248	0.2012
NM_001007544	chr1(.):206233871-206293647	0.1919
NM_148964	chr1(.):206312458-206337104	0.1283
NM_006893	chr1(.):206759973-206790904	0.1786
NM_182665	chr1(.):206725491-206767616	0.2135
NM_181441	chr1(.):228289379-228302013	0.2276
NR_037415	chr1(.):228279963-228290042	0.2106
NM_001024227	chr1(.):228265850-228291913	0.2298
NM_001024226	chr1(.):228265360-228291913	0.2277
NM_024319	chr1(.):228283427-228296022	0.2106
NM_001159390	chr1(.):228322928-228341655	0.1483
NM_182972	chr1(.):234735014-234750271	0.2673
NR_033927	chr1(.):234760056-234775526	0.1506
NM_030645	chr1(.):249099650-249125154	0.2167
NM_024836	chr1(.):249127529-249148714	0.1945
NM_001136036	chr1(.):249139202-249158125	0.1973
NM_001193328	chr1(.):249139202-249158315	0.1988
NR_036070	chr1(.):249115575-249125642	0.258
NM_020458	chr2(.):47163312-47308275	0.13
NR_033872	chr2(.):70184394-70319147	0.1146
NM_001099289	chr2(.):109740996-110267207	0.0983
NM_001012514	chr2(.):231724620-231748963	0.0857
NM_145693	chr2(.):11881739-11972533	0.1339
NM_005813	chr2(.):37472645-37549222	0.1437
NR_036586	chr2(.):65123973-65164581	0.1699
NM_004027	chr2(.):99056320-99212496	0.1571
NM_001566	chr2(.):99056320-99203284	0.1583
NM_004226	chr2(.):196993306-197041336	0.1368
NM_001228	chr2(.):202093165-202157434	0.1417
NM_003879	chr2(.):201975889-202034003	0.1409
NM_001127184	chr2(.):201975815-202011323	0.157
NM_173822	chr2(.):201833440-201941392	0.1164
NM_033358	chr2(.):202093165-202151638	0.1446
NM_022730	chr2(.):232646161-232678434	0.0715
NM_002997	chr2(.):20395557-20429927	0.1615
NM_001006946	chr2(.):20395557-20430194	0.1616
NM_012413	chr2(.):37566752-37605465	0.1642
NM_138370	chr2(.):42270160-42290668	0.1057
NM_006887	chr2(.):43444540-43458745	0.2039
NR_027251	chr2(.):43449349-43460994	0.1694
NM_001171508	chr2(.):47124008-47173994	0.1317
NM_001193493	chr2(.):65210578-65256000	0.1313
NM_003038	chr2(.):65211494-65256000	0.131
NM_006196	chr2(.):70309584-70321334	0.1735
NR_024444	chr2(.):70346167-70357448	0.1321
NR_026984	chr2(.):86242338-86255991	0.1291
NR_026875	chr2(.):97158382-97178846	0.1148
NM_212481	chr2(.):97197463-97223371	0.1634
NM_006186	chr2(.):157175943-157194287	0.0983
NM_004288	chr2(.):158266130-158305604	0.1482
NM_002491	chr2(.):201931461-201955473	0.129
NM_001127183	chr2(.):201978386-202033841	0.143
NM_033356	chr2(.):202120222-202157434	0.1306
NM_001080125	chr2(.):202117753-202157434	0.132
NM_017431	chr2(.):219682105-219701512	0.0996
NM_025216	chr2(.):219740254-219763651	0.1724
NM_006522	chr2(.):219719545-219743954	0.1023
NM_001099285	chr2(.):232568234-232583250	0.0906
NM_002601	chr2(.):232592146-232650974	0.0636
NR_036052	chr2(.):232573023-232583105	0.0828
NR_031717	chr2(.):232751951-232762008	0.0532
NM_003549	chr3(.):50325261-50341899	0.1578
NM_014674	chr3(.):5224358-5266650	0.1496
NM_003571	chr3(.):133113789-133199056	0.1304
NM_001135095	chr3(.):171753343-172123492	0.176
NM_022763	chr3(.):171752417-172123492	0.1762
NM_181361	chr3(.):178249223-178567217	0.1454
NM_001134382	chr3(.):12933718-13119617	0.1173
NM_014869	chr3(.):12933718-13013960	0.1052
NM_144636	chr3(.):14148576-14171371	0.1502
NM_181042	chr3(.):52574367-52718739	0.1061
NM_018313	chr3(.):52574367-52724866	0.1091
NM_007114	chr3(.):69063977-69106484	0.1108
NM_002213	chr3(.):124476794-124611144	0.1215
NM_001134422	chr3(.):133287433-133314118	0.1694
NM_001134423	chr3(.):133288300-133314118	0.1706
NM_001080412	chr3(.):141038054-141173632	0.1553
NM_001190242	chr3(.):159969773-160106554	0.1424
NM_001190241	chr3(.):159969773-160122320	0.1511
NM_024665	chr3(.):176733541-176920048	0.1841
NM_005832	chr3(.):178271617-178567217	0.145
NM_130446	chr3(.):183200318-183278499	0.2244
NM_173216	chr3(.):186643314-186801341	0.187
NM_003032	chr3(.):186734664-186801341	0.202
NM_024334	chr3(.):14161439-14190180	0.1418
NM_001295	chr3(.):46238199-46254832	0.1583
NM_001837	chr3(.):46278871-46313197	0.1148
NM_003212	chr3(.):46614075-46628952	0.0913
NM_001174136	chr3(.):46611044-46628952	0.0942
NM_024512	chr3(.):46551877-46613011	0.1295
NM_031440	chr3(.):46534484-46547439	0.1325
NM_199074	chr3(.):49052907-49065926	0.1692
NM_199073	chr3(.):49053617-49065926	0.1707
NM_017730	chr3(.):49062141-49136504	0.1182
NM_177939	chr3(.):49022340-49049581	0.1246
NM_018031	chr3(.):49039636-49058386	0.1384
NM_000884	chr3(.):49056761-49071875	0.1792
NM_018114	chr3(.):49047434-49063467	0.1554
NM_199070	chr3(.):49054073-49065926	0.1716
NM_001009996	chr3(.):49047434-49061017	0.1576
NR_029690	chr3(.):49053050-49063142	0.1689
NR_029948	chr3(.):49052580-49062667	0.1682
NM_153215	chr3(.):50311517-50330545	0.1299
NM_006764	chr3(.):50320162-50335026	0.1343
NM_153282	chr3(.):50332319-50346004	0.131
NM_153281	chr3(.):50332319-50354812	0.1121
NM_007275	chr3(.):50357340-50370668	0.1645
NM_012191	chr3(.):50328832-50341712	0.1672
NM_003773	chr3(.):50350220-50365281	0.1404
NM_006545	chr3(.):50379918-50393486	0.1398
NM_007182	chr3(.):50362216-50383367	0.162
NM_007022	chr3(.):50383296-50396496	0.1385
NM_007024	chr3(.):50387179-50401939	0.1356
NM_015896	chr3(.):50373536-50388156	0.1686
NM_170712	chr3(.):50362216-50380664	0.1638
NM_170713	chr3(.):50362216-50379895	0.1649
NM_001010983	chr3(.):52723503-52745048	0.1592
NM_206825	chr3(.):52714935-52733510	0.1609
NR_003687	chr3(.):52719753-52729846	0.1802
NM_014041	chr3(.):52734856-52747197	0.1721
NR_003057	chr3(.):52721751-52731828	0.1621
NM_152932	chr3(.):52723503-52742622	0.1594
NR_003047	chr3(.):52718255-52728331	0.162
NM_001193533	chr3(.):52739795-52809965	0.1208
NM_198195	chr3(.):69098880-69134524	0.1316
NM_006407	chr3(.):69129089-69160239	0.1509
NM_198271	chr3(.):69151038-69176746	0.1228
NR_036087	chr3(.):69093108-69103186	0.1402
NM_006100	chr3(.):98446571-98518236	0.1497
NM_145037	chr3(.):101493028-101552075	0.1376
NM_001134456	chr3(.):101493285-101552075	0.1375
NM_001005474	chr3(.):101541833-101584869	0.1338
NR_031687	chr3(.):125504246-125514395	0.1099
NM_001127196	chr3(.):128881657-128907810	0.1265
NM_020701	chr3(.):128841258-128885073	0.1073
NM_020187	chr3(.):128992683-129029135	0.1289
NM_001006109	chr3(.):128992816-129029135	0.1287
NM_006026	chr3(.):129028613-129040120	0.1961
NR_026991	chr3(.):129030113-129048412	0.1599
NR_034008	chr3(.):156802669-156823924	0.2647
NR_034007	chr3(.):156794455-156845791	0.2152
NM_173084	chr3(.):160148290-160172626	0.1655
NR_029663	chr3(.):160117375-160127473	0.2034
NM_005496	chr3(.):160113346-160157741	0.1931
NM_001002800	chr3(.):160112429-160157741	0.1944
NR_029525	chr3(.):160117532-160127613	0.2011
NR_027622	chr3(.):169656771-169689522	0.2078
NM_182610	chr3(.):169624481-169661948	0.1756
NM_003262	chr3(.):169679579-169721161	0.1758
NM_198565	chr3(.):196361655-196393874	0.187
NM_014687	chr3(.):197393258-197468773	0.1941
NM_001145642	chr3(.):197393313-197481568	0.1935
NR_027840	chr3(.):197472260-197516317	0.176
NM_032288	chr3(.):197471623-197516317	0.1745
NR_030627	chr3(.):197396366-197406447	0.2131
NM_001011537	chr3(.):197471423-197516317	0.1742
NM_198281	chr4(.):90160428-90234161	0.1532
NM_006527	chr4(.):1689526-1719030	0.1267
NM_015173	chr4(.):37887719-38145794	0.1115
NM_004310	chr4(.):40193526-40251281	0.1469
NM_024900	chr4(.):129725778-129790787	0.1187
NM_199320	chr4(.):129725778-129801379	0.1196
NM_002039	chr4(.):144252982-144400718	0.1312
NM_002199	chr4(.):185303875-185400726	0.1454
NM_001013622	chr4(.):1636607-1690718	0.0841
NM_001174070	chr4(.):1636607-1690988	0.0841
NM_001127266	chr4(.):1712678-1728084	0.1547
NM_006342	chr4(.):1718265-1751897	0.1117
NR_031688	chr4(.):9552788-9562937	0.1011
NM_001076	chr4(.):69398132-69439240	0.1054
NM_001077	chr4(.):69397902-69439245	0.1053
NM_001076	chr4(.):69507314-69541374	0.0909
NM_031889	chr4(.):71489460-71517536	0.1018
NM_144646	chr4(.):71516257-71537348	0.1525
NM_020368	chr4(.):71549195-71561268	0.1251
NM_014961	chr4(.):71582695-71664274	0.1038
NM_001130709	chr4(.):71565653-71660614	0.1048
NM_025212	chr4(.):105388342-105417467	0.1223
NM_001131005	chr5(.):88009057-88204922	0.1265
NM_002397	chr5(.):88009057-88184283	0.1279
NM_001193349	chr5(.):88009057-88124744	0.1243
NM_024669	chr5(.):55390506-55534186	0.1281
NR_015436	chr5(.):87831596-87985620	0.1043
NM_152624	chr5(.):112307432-112361667	0.1197
NM_001077654	chr5(.):118599417-118735294	0.1279
NM_003060	chr5(.):131700400-131736306	0.1182
NM_001020825	chr5(.):142652495-142788254	0.1242
NM_001018076	chr5(.):142652495-142789045	0.1241
NM_001018075	chr5(.):142652495-142820077	0.1227
NM_005990	chr5(.):171464073-171620346	0.1115
NM_022455	chr5(.):176555832-176732214	0.1103
NM_172349	chr5(.):176555079-176732214	0.1102
NM_002406	chr5(.):180212540-180235048	0.1361
NM_001114619	chr5(.):180212540-180235902	0.1375
NM_001114618	chr5(.):180212540-180241817	0.1405
NM_001114617	chr5(.):180212540-180242137	0.14
NM_001193376	chr5(.):1248286-1300162	0.0824
NM_030782	chr5(.):1312999-1350002	0.1877
NM_001145161	chr5(.):6443735-6501834	0.1445
NM_001171805	chr5(.):6709717-6762161	0.1252
NM_001171806	chr5(.):6741100-6762161	0.1104
NM_006713	chr5(.):32580604-32609185	0.1581
NR_024384	chr5(.):87955262-87974146	0.1477
NR_024383	chr5(.):87955262-87979262	0.1383
NR_030741	chr5(.):87957670-87967757	0.1201
NM_005669	chr5(.):112207080-112263031	0.1268
NR_036052	chr5(.):118305280-118315362	0.1023
NM_014350	chr5(.):118686595-118735294	0.112
NR_037500	chr5(.):131696181-131706291	0.1144
NM_002198	chr5(.):131812300-131831465	0.1378
NM_001013717	chr5(.):131741672-131803059	0.1681
NM_000879	chr5(.):131872135-131884214	0.0992
NM_016480	chr5(.):138672518-138710409	0.1161
NM_194296	chr5(.):138727455-138744776	0.147
NM_152686	chr5(.):138740891-138780214	0.1296
NM_152685	chr5(.):138697884-138724039	0.116
NM_001033112	chr5(.):138673133-138710409	0.1164
NM_001161546	chr5(.):138722634-138735885	0.1905
NM_016459	chr5(.):138718256-138730605	0.2293
NM_000024	chr5(.):148201155-148213197	0.1802
NM_001155	chr5(.):150475266-150542443	0.1404
NM_001193544	chr5(.):150475266-150526216	0.1349
NM_001171183	chr5(.):171616175-171635458	0.0994
NM_001031677	chr5(.):176723198-176735744	0.1923
NM_006480	chr5(.):176779843-176804599	0.1446
NM_006816	chr5(.):176753562-176783885	0.1171
NM_031300	chr5(.):176729205-176744292	0.1609
NM_001142935	chr5(.):176727500-176744292	0.1765
NM_013237	chr5(.):176725834-176738950	0.1971
NR_027183	chr5(.):180251958-180267726	0.1418
NM_152283	chr5(.):180269610-180293286	0.1263
NR_027908	chr6(.):33548882-33566115	0.1276
NR_028361	chr6(.):33546475-33561803	0.1505
NM_181356	chr6(.):44791469-45350670	0.0986
NM_003599	chr6(.):44792449-45350575	0.0986
NM_012288	chr6(.):52357199-52446862	0.1651
NM_001195286	chr6(.):386738-416443	0.1578
NM_001718	chr6(.):7722010-7886961	0.1257
NR_037616	chr6(.):7876482-8069647	0.1417
NM_001173977	chr6(.):25274655-25625758	0.1226
NM_014641	chr6(.):30662583-30690458	0.1339
NM_172166	chr6(.):31702724-31735455	0.1312
NM_004348	chr6(.):45384913-45523819	0.1237
NM_001024630	chr6(.):45291053-45523819	0.1151
NM_001123226	chr6(.):74166453-74216179	0.12
NM_016021	chr6(.):90031343-90067619	0.1338
NM_001455	chr6(.):108877068-109010971	0.1326
NM_201559	chr6(.):108876025-109010971	0.1324
NM_024630	chr6(.):157797556-158099977	0.058
NM_020185	chr6(.):287100-356355	0.2836
NM_001145549	chr6(.):7876482-7915310	0.2032
NM_030810	chr6(.):7876482-7916047	0.2028
NM_032744	chr6(.):11708887-11784280	0.1247
NM_021065	chr6(.):26194011-26204471	0.164
NM_003530	chr6(.):26192011-26204464	0.1588
NM_138720	chr6(.):26153348-26176576	0.1649
NM_003523	chr6(.):26179023-26189458	0.1422
NM_003539	chr6(.):26183937-26194304	0.1576
NM_003545	chr6(.):26199872-26210249	0.15
NM_005321	chr6(.):26151558-26162343	0.1732
NM_003522	chr6(.):26194786-26205216	0.1777
NM_003518	chr6(.):26211427-26221872	0.1333
NM_021052	chr6(.):26212147-26222711	0.1358
NM_003532	chr6(.):26220382-26230844	0.1371
NM_003524	chr6(.):26246878-26257303	0.1686
NM_003547	chr6(.):26241838-26252205	0.1422
NM_003540	chr6(.):26235653-26246021	0.1159
NM_021018	chr6(.):26245369-26255835	0.1716
NM_005320	chr6(.):26229439-26240216	0.1388
NM_001145008	chr6(.):26397464-26420444	0.111
NM_001197240	chr6(.):26378328-26400100	0.1514
NM_001197247	chr6(.):26360397-26383540	0.1435
NM_001197238	chr6(.):26378323-26400100	0.1513
NM_007047	chr6(.):26360397-26383548	0.1435
NM_001197237	chr6(.):26378438-26400100	0.1515
NM_001197248	chr6(.):26360469-26383540	0.1426
NM_001197246	chr6(.):26363405-26383540	0.128
NM_021064	chr6(.):27095816-27106314	0.1529
NM_080593	chr6(.):27101071-27119637	0.1647
NM_080596	chr6(.):27109907-27120346	0.1609
NR_036096	chr6(.):27110404-27120467	0.1641
NM_021058	chr6(.):27095094-27105575	0.1506
NM_003495	chr6(.):27102087-27112457	0.1461
NM_021066	chr6(.):27777079-27787518	0.1515
NM_003536	chr6(.):27772841-27783314	0.1877
NM_003509	chr6(.):27770976-27781445	0.166
NM_003519	chr6(.):27770256-27780709	0.1608
NM_003521	chr6(.):27777821-27788267	0.155
NM_003520	chr6(.):27801439-27811888	0.1711
NM_003511	chr6(.):27828106-27838576	0.1376
NM_003533	chr6(.):27834622-27845099	0.1076
NM_003510	chr6(.):27800657-27811117	0.1731
NM_003541	chr6(.):27793951-27804305	0.1253
NM_005322	chr6(.):27829569-27840359	0.138
NM_021968	chr6(.):27786902-27797258	0.1185
NM_003546	chr6(.):27835925-27846289	0.0988
NM_003587	chr6(.):30615895-30645830	0.1177
NM_133471	chr6(.):30639165-30660672	0.1404
NM_001134870	chr6(.):30639165-30660093	0.14
NM_007243	chr6(.):30650825-30663769	0.1436
NM_005803	chr6(.):30690510-30715453	0.1478
NM_003897	chr6(.):30705975-30717327	0.1491
NM_178014	chr6(.):30683156-30698195	0.1837
NM_004847	chr6(.):31577993-31589798	0.157
NM_001623	chr6(.):31578032-31589798	0.1575
NM_032955	chr6(.):31578788-31589798	0.1628
NM_080702	chr6(.):31601804-31625477	0.123
NM_001098534	chr6(.):31601804-31625170	0.1239
NM_021246	chr6(.):31678132-31690581	0.0942
NM_138275	chr6(.):31686160-31697851	0.151
NR_033488	chr6(.):31649725-31675850	0.116
NM_001320	chr6(.):31628656-31642843	0.1492
NM_013974	chr6(.):31689816-31703039	0.1644
NM_025262	chr6(.):31639460-31653150	0.1174
NM_001288	chr6(.):31693357-31709341	0.1996
NM_019101	chr6(.):31618670-31630987	0.1582
NM_021184	chr6(.):31621074-31633549	0.1468
NM_001003693	chr6(.):31669683-31683372	0.1125
NM_021221	chr6(.):31633727-31645227	0.1265
NM_021160	chr6(.):31649725-31676137	0.116
NR_002971	chr6(.):31585855-31595987	0.1739
NR_024541	chr6(.):31674752-31686842	0.0985
NM_080686	chr6(.):31583449-31610554	0.1346
NM_025261	chr6(.):31681424-31694510	0.0934
NM_033177	chr6(.):31624005-31638179	0.1612
NM_001199240	chr6(.):31624005-31638407	0.1607
NM_001199238	chr6(.):31624005-31638639	0.1602
NM_001199237	chr6(.):31624005-31639060	0.1587
NM_001039651	chr6(.):31725772-31737624	0.1118
NM_025258	chr6(.):31728370-31750108	0.1071
NR_002742	chr6(.):31799852-31809916	0.1598
NM_000434	chr6(.):31821828-31835709	0.1439
NM_021177	chr6(.):31760173-31779743	0.1381
NR_002745	chr6(.):31798039-31808103	0.1594
NM_001178045	chr6(.):31825969-31850448	0.1277
NM_001040438	chr6(.):31797692-31812541	0.1492
NM_005345	chr6(.):31778290-31790719	0.141
NM_005527	chr6(.):31772395-31787835	0.1439
NM_001178044	chr6(.):31825969-31851823	0.1265
NM_006295	chr6(.):31740296-31768712	0.1248
NM_005346	chr6(.):31790511-31803031	0.1719
NM_006120	chr6(.):32911390-32925899	0.1363
NM_002119	chr6(.):32966959-32982389	0.1207
NM_002118	chr6(.):32897405-32913847	0.1481
NM_005104	chr6(.):32931436-32954282	0.17
NM_001113182	chr6(.):32933664-32954282	0.1792
NM_001199455	chr6(.):32934371-32954282	0.1802
NM_001199456	chr6(.):32935860-32954282	0.1779
NM_001188	chr6(.):33535322-33553070	0.1526
NM_002224	chr6(.):33584155-33669348	0.1084
NM_000322	chr6(.):42659332-42695358	0.1035
NM_003192	chr6(.):42707233-42718884	0.1204
NR_037141	chr6(.):42690313-42700932	0.1026
NM_015349	chr6(.):42783793-42841296	0.1111
NM_001402	chr6(.):74220472-74235755	0.1973
NM_002043	chr6(.):89962238-90029967	0.1201
NM_182907	chr6(.):106541814-106562811	0.1873
NM_001198	chr6(.):106529194-106562814	0.1958
NM_001145207	chr6(.):135351994-135381036	0.1386
NM_006620	chr6(.):135276516-135381036	0.1274
NR_037435	chr6(.):135295475-135305570	0.1234
NR_037463	chr6(.):157945163-157955232	0.0578
NM_030796	chr7(.):55533305-55645200	0.1567
NM_012301	chr7(.):77641373-79087890	0.0938
NM_001913	chr7(.):101454291-101932250	0.1023
NM_181500	chr7(.):101454302-101932250	0.1023
NM_001164458	chr7(.):149939300-150025758	0.1565
NM_002541	chr7(.):44641120-44753669	0.1214
NM_001003941	chr7(.):44641120-44721195	0.1323
NM_017621	chr7(.):102091666-102110321	0.117
NM_001098627	chr7(.):128575771-128595088	0.2078
NM_001098630	chr7(.):128572993-128595088	0.2157
NM_032643	chr7(.):128573270-128595088	0.2133
NM_173680	chr7(.):150071405-150100719	0.2008
NM_003751	chr7(.):2389473-2425377	0.1094
NM_018641	chr7(.):2438258-2479216	0.1162
NR_029597	chr7(.):25984538-25994606	0.1501
NM_019082	chr7(.):44600402-44619137	0.1489
NM_182547	chr7(.):44613761-44626827	0.1505
NM_001163636	chr7(.):74067029-74180022	0.1092
NM_020979	chr7(.):101923404-101967178	0.1287
NR_036245	chr7(.):101931368-101941453	0.1434
NM_032831	chr7(.):102068995-102102268	0.1338
NM_024653	chr7(.):102031803-102072129	0.1429
NM_006234	chr7(.):102108547-102124381	0.1641
NM_152892	chr7(.):102100389-102118612	0.1353
NR_027374	chr7(.):104530074-104572092	0.1251
NM_001166346	chr7(.):114557208-114568720	0.2019
NM_199072	chr7(.):114557208-114664970	0.1735
NM_018396	chr7(.):128111782-128147978	0.1893
NM_199349	chr7(.):128525000-128555773	0.1613
NM_013400	chr7(.):150060878-150076133	0.2434
NM_014374	chr7(.):150063257-150076133	0.256
NM_001142928	chr7(.):150015295-150040245	0.1717
NM_002889	chr7(.):150030406-150043763	0.1335
NM_138434	chr7(.):150021937-150034811	0.143
NR_027237	chr7(.):150097839-150114558	0.2409
NM_175571	chr7(.):150142961-150181483	0.1619
NR_034033	chr7(.):150125741-150150228	0.2152
NM_004103	chr8(.):27163998-27321903	0.1431
NM_173176	chr8(.):27178053-27321903	0.141
NM_173175	chr8(.):27178080-27321903	0.141
NM_001024678	chr8(.):145742760-145757416	0.1146
NM_001001795	chr8(.):145746602-145759458	0.0991
NM_001386	chr8(.):26430420-26520693	0.1131
NM_001197293	chr8(.):26366708-26520693	0.1165
NM_023034	chr8(.):38127560-38244790	0.1195
NM_024094	chr8(.):120841180-120873170	0.1155
NM_022783	chr8(.):120880899-121068157	0.1264
NM_173685	chr8(.):126099082-126384367	0.1232
NM_003033	chr8(.):134462090-134589183	0.1283
NM_003970	chr8(.):1988157-2098380	0.1311
NM_171982	chr8(.):27137403-27173834	0.1319
NM_144652	chr8(.):38239019-38271061	0.1302
NM_017778	chr8(.):38168934-38244790	0.1214
NM_201378	chr8(.):144984320-145052697	0.1115
NM_032789	chr8(.):145046319-145065635	0.152
NM_000445	chr8(.):144984320-145055913	0.1145
