REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	MM5.jin.bam	enhancerRank	isStretch	OVERLAP_GENES	PROXIMAL_GENES	CLOSEST_GENE	enhancerRank	isStretch
7_MACS_peak_22193_lociStitched	chr3	53194229	53215529	7	16589	29498.37	66	1	PRKCD	RFT1	PRKCD	66	1
11_MACS_peak_4120_lociStitched	chr10	45913032	45937858	11	16429	43338.7482	67	1	ALOX5		ALOX5	67	1
15_MACS_peak_5013_lociStitched	chr10	126373755	126398010	15	16348	32761.2285	68	1	FAM53B		FAM53B	68	1
10_MACS_peak_33247_lociStitched	chr9	112904601	112924950	10	16230	24341.4738	69	1	PALM2-AKAP2,AKAP2	C9orf152	AKAP2	69	1
6_MACS_peak_21354_lociStitched	chr22	50963341	50988088	6	16094	38855.2647	70	1	KLHDC7B,SCO2,TYMP,ODF3B	ADM2,MIOX,NCAPH2,LOC100144603,SBF1,LMF2,C22orf41,CPT1B,CHKB	ODF3B	70	1
6_MACS_peak_23498_lociStitched	chr3	186703255	186721997	6	15919	62605.7768	71	1	ST6GAL1	ST6GAL1	ST6GAL1	71	1
7_MACS_peak_13954_lociStitched	chr17	75131481	75151679	7	15834	37390.5376	72	1	SEC14L1	C17orf86,SCARNA16,SEC14L1	SEC14L1	72	1
9_MACS_peak_20405_lociStitched	chr21	44829506	44852032	9	15750	53440.6824	73	1	SIK1	C21orf125,C21orf84	SIK1	73	1
17_MACS_peak_27660_lociStitched	chr6	36702157	36727718	17	15739	20505.0342	74	1	CPNE5		CDKN1A	74	1
5_MACS_peak_5738_lociStitched	chr11	65183550	65201782	5	15667	80614.6112	75	1	NEAT1	FRMD8,MIR612,SLC25A45	NEAT1	75	1
13_MACS_peak_9816_lociStitched	chr14	81930649	81957363	13	15629	27699.7466	76	1	SEL1L		SEL1L	76	1
9_MACS_peak_13973_lociStitched	chr17	75429734	75451500	9	15568	30931.6626	77	1	SEPT9	SEPT9,MIR4316	SEPT9	77	1
4_MACS_peak_29639_lociStitched	chr7	50343607	50361274	4	15556	37153.701	78	1	IKZF1		IKZF1	78	1
8_MACS_peak_25100_lociStitched	chr4	185365818	185383642	8	15489	26511.4176	79	1	IRF2		IRF2	79	1
6_MACS_peak_24241_lociStitched	chr4	77116666	77138462	6	15433	29930.2672	80	1	SCARB2	FAM47E,NUP54	SCARB2	80	1
5_MACS_peak_4257_lociStitched	chr10	63800685	63816405	5	15425	60278.34	81	1	ARID5B		ARID5B	81	1
10_MACS_peak_33487_lociStitched	chr9	130725183	130749540	10	15257	29518.2483	82	1	FAM102A	ST6GALNAC4,PIP5KL1,DPM2,FAM102A	FAM102A	82	1
5_MACS_peak_24385_lociStitched	chr4	90210732	90229701	5	15117	26915.1141	83	1	GPRIN3		GPRIN3	83	1
8_MACS_peak_18783_lociStitched	chr2	202082894	202102018	8	15084	26310.7992	84	1	CASP10,CASP8	CASP8	CASP8	84	1
6_MACS_peak_3786_lociStitched	chr10	11204712	11222907	6	15072	27561.786	85	1	CELF2		CELF2	85	1
4_MACS_peak_4842_lociStitched	chr10	112167294	112185118	4	15029	30600.2432	86	1			DUSP5	86	1
4_MACS_peak_3508_lociStitched	chr1	234734123	234749686	4	14971	60305.0687	87	1	IRF2BP2	NCRNA00184	IRF2BP2	87	1
5_MACS_peak_21510_lociStitched	chr3	13365446	13382912	5	14942	36358.9722	88	1	NUP210		NUP210	88	1
7_MACS_peak_15788_lociStitched	chr19	39887686	39904662	7	14923	42339.8416	89	1	MED29,ZFP36,PLEKHG2	SUPT5H,PAF1,RPS16	ZFP36	89	1
9_MACS_peak_25632_lociStitched	chr5	71586192	71604441	9	14838	25716.4908	90	1	MRPS27	PTCD2	MRPS27	90	1
3_MACS_peak_6843_lociStitched	chr12	26266162	26280995	3	14672	56260.0857	91	1	BHLHE41		BHLHE41	91	1
8_MACS_peak_652_lociStitched	chr1	31214192	31231588	8	14659	22115.5348	92	1	LAPTM5	LOC100129196,MATN1	LAPTM5	92	1
7_MACS_peak_2974_lociStitched	chr1	203236548	203261304	7	14578	57453.7248	93	1		BTG2,CHIT1,LOC730227	LOC730227	93	1
8_MACS_peak_13919_lociStitched	chr17	74475392	74498648	8	14501	27842.0832	94	1	RHBDF2	AANAT,PRCD,UBE2O,CYGB	RHBDF2	94	1
6_MACS_peak_25786_lociStitched	chr5	88170592	88186289	6	14433	27234.295	95	1	MEF2C		MEF2C	95	1
7_MACS_peak_5228_lociStitched	chr11	7531714	7550380	7	14374	27442.7532	96	1	OLFML1,PPFIBP2		PPFIBP2	96	1
6_MACS_peak_15297_lociStitched	chr19	12885396	12905366	6	14259	39764.264	97	1	JUNB,HOOK2	ASNA1,BEST2,RNASEH2A,MAST1,C19orf43,PRDX2,RTBDN	JUNB	97	1
2_MACS_peak_30533_lociStitched	chr7	139462624	139478623	2	14244	50985.6132	98	1	TBXAS1,HIPK2		HIPK2	98	1
9_MACS_peak_26697_lociStitched	chr5	173205631	173223197	9	14243	30561.3268	99	1			CPEB4	99	1
11_MACS_peak_21700_lociStitched	chr3	31792893	31815076	11	14225	28460.789	100	1	OSBPL10		ZNF860	100	1
5_MACS_peak_31978_lociStitched	chr8	126434473	126452439	5	14181	77338.2402	101	1	TRIB1		TRIB1	101	1
9_MACS_peak_15392_lociStitched	chr19	15391879	15413154	9	14170	20313.37	102	1		EPHX3,BRD4	BRD4	102	1
5_MACS_peak_14696_lociStitched	chr18	60871174	60886061	5	14088	39956.708	103	1	BCL2		BCL2	103	1
10_MACS_peak_13156_lociStitched	chr17	38247775	38270176	10	14088	31027.6251	104	1	THRA,NR1D1	MSL1,CASC3,MED24	NR1D1	104	1
7_MACS_peak_11646_lociStitched	chr16	11821659	11837622	7	14083	23902.9962	105	1	TXNDC11		TXNDC11	105	1
11_MACS_peak_21916_lociStitched	chr3	45592662	45613808	11	14055	27445.3934	106	1		LIMD1	LIMD1	106	1
4_MACS_peak_28376_lociStitched	chr6	109213054	109228255	4	13956	25668.4086	107	1	ARMC2		ARMC2	107	1
12_MACS_peak_17211_lociStitched	chr2	64863063	64886028	12	13928	27688.9005	108	1	SERTAD2	LOC339807	SERTAD2	108	1
4_MACS_peak_26742_lociStitched	chr5	176236770	176252076	4	13927	28637.526	109	1	UNC5A		UNC5A	109	1
4_MACS_peak_8008_lociStitched	chr12	109020460	109036369	4	13889	36929.5617	110	1	SELPLG	TMEM119	SELPLG	110	1
4_MACS_peak_19951_lociStitched	chr20	56038837	56058258	4	13805	36156.0757	111	1		CTCFL	CTCFL	111	1
11_MACS_peak_13171_lociStitched	chr17	38463627	38487239	11	13757	20875.3692	112	1	RARA	CDC6,RARA,GJD3	RARA	112	1
7_MACS_peak_29575_lociStitched	chr7	47511909	47529043	7	13686	30438.551	113	1	TNS3		TNS3	113	1
8_MACS_peak_14028_lociStitched	chr17	76710678	76726789	8	13683	19333.2	114	1	CYTH1		CYTH1	114	1
9_MACS_peak_21670_lociStitched	chr3	30670042	30692183	9	13677	23024.4259	115	1	TGFBR2		TGFBR2	115	1
7_MACS_peak_5028_lociStitched	chr10	126402342	126423684	7	13640	37480.8204	116	1	FAM53B		FAM53B	116	1
5_MACS_peak_26884_lociStitched	chr6	388992	404766	5	13599	32819.3844	117	1	IRF4		IRF4	117	1
7_MACS_peak_14790_lociStitched	chr19	905864	928497	7	13593	45107.569	118	1	KISS1R,ARID3A,C19orf22	CFD,MED16	KISS1R	118	1
6_MACS_peak_15334_lociStitched	chr19	13943793	13962376	6	13581	46147.1639	119	1	LOC284454,MIR24-2,MIR23A,MIR27A	ZSWIM4,MIR181C,MIR181D,NANOS3	MIR23A	119	1
9_MACS_peak_9619_lociStitched	chr14	70102015	70125152	9	13522	25001.8422	120	1	KIAA0247		KIAA0247	120	1
8_MACS_peak_25777_lociStitched	chr5	88114616	88132833	8	13521	20568.8147	121	1	MEF2C		MEF2C	121	1
6_MACS_peak_14513_lociStitched	chr18	46443658	46462401	6	13520	19335.2788	122	1	SMAD7		SMAD7	122	1
4_MACS_peak_20010_lociStitched	chr20	61272999	61291241	4	13484	25097.3436	123	1	SLCO4A1	NTSR1,LOC100127888	SLCO4A1	123	1
8_MACS_peak_13535_lociStitched	chr17	55429889	55447970	8	13468	31168.0278	124	1	MSI2		MSI2	124	1
5_MACS_peak_2869_lociStitched	chr1	192595594	192609619	5	13374	28647.465	125	1	RGS13		RGS13	125	1
15_MACS_peak_28331_lociStitched	chr6	108970840	108999436	15	13366	24057.8148	126	1	FOXO3		NCRNA00222	126	1
9_MACS_peak_28180_lociStitched	chr6	90054910	90074216	9	13308	39318.5996	127	1	UBE2J1	GABRR2,RRAGD	UBE2J1	127	1
13_MACS_peak_25872_lociStitched	chr5	95243859	95268122	13	13254	21943.4572	128	1	ELL2		ELL2	128	1
8_MACS_peak_18405_lociStitched	chr2	172170186	172192096	8	13242	27087.333	129	1	METTL8		TLK1	129	1
2_MACS_peak_19789_lociStitched	chr20	45976307	45990265	2	13194	35563.5882	130	1	ZMYND8	LOC100131496	ZMYND8	130	1
7_MACS_peak_24805_lociStitched	chr4	144267378	144285048	7	13122	22622.901	131	1	GAB1		GAB1	131	1
2_MACS_peak_6755_lociStitched	chr12	12866258	12879721	2	13119	49524.9918	132	1	CDKN1B,APOLD1	MIR613,GPR19	CDKN1B	132	1
5_MACS_peak_14682_lociStitched	chr18	60817299	60831803	5	13085	48076.4088	133	1	BCL2		BCL2	133	1
5_MACS_peak_16498_lociStitched	chr2	11883220	11898173	5	13058	29451.4288	134	1	LPIN1		LPIN1	134	1
5_MACS_peak_4849_lociStitched	chr10	112255771	112273247	5	13052	30881.8396	135	1	DUSP5		DUSP5	135	1
3_MACS_peak_26711_lociStitched	chr5	173309617	173323352	3	13043	25310.858	136	1	CPEB4		CPEB4	136	1
7_MACS_peak_22731_lociStitched	chr3	121709992	121725104	7	13015	27132.0848	137	1	ILDR1	CD86	ILDR1	137	1
14_MACS_peak_21928_lociStitched	chr3	45634403	45656026	14	13010	22799.2912	138	1	LIMD1		LIMD1	138	1
9_MACS_peak_4404_lociStitched	chr10	74076513	74096837	9	12979	28140.6104	139	1	DNAJB12	DDIT4	DNAJB12	139	1
5_MACS_peak_26284_lociStitched	chr5	131820848	131837058	5	12942	32862.533	140	1	IRF1	IL5	IRF1	140	1
16_MACS_peak_6660_lociStitched	chr12	7052169	7074343	16	12784	17858.9396	141	1	C12orf57,PTPN6,MIR200C,MIR141	LRRC23,ENO2,ATN1,EMG1,SCARNA12,PHB2	PTPN6	141	1
5_MACS_peak_12973_lociStitched	chr17	29635231	29649387	5	12777	26531.1752	142	1	NF1,EVI2B,EVI2A	OMG	EVI2B	142	1
4_MACS_peak_14459_lociStitched	chr18	42300613	42317339	4	12756	29130.0016	143	1	SETBP1		SETBP1	143	1
3_MACS_peak_15901_lociStitched	chr19	42438367	42456022	3	12756	43803.8205	144	1		ARHGEF1,RABAC1,ATP1A3	RABAC1	144	1
10_MACS_peak_30520_lociStitched	chr7	139421262	139439389	10	12731	29150.0287	145	1	HIPK2	TBXAS1	HIPK2	145	1
4_MACS_peak_17031_lociStitched	chr2	54795120	54809532	4	12613	20861.37	146	1	SPTBN1	RPL23AP32	SPTBN1	146	1
10_MACS_peak_11807_lociStitched	chr16	21512265	21532215	10	12593	21404.355	147	1	LOC100271836,SLC7A5P2		LOC100271836	147	1
5_MACS_peak_27130_lociStitched	chr6	13295420	13308727	5	12571	25596.0145	148	1	TBC1D7		TBC1D7	148	1
6_MACS_peak_23989_lociStitched	chr4	38664287	38678073	6	12567	28477.7402	149	1	KLF3,FLJ13197		FLJ13197	149	1
2_MACS_peak_32114_lociStitched	chr8	134575179	134588964	2	12553	27557.5935	150	1	ST3GAL1		ST3GAL1	150	1
3_MACS_peak_4131_lociStitched	chr10	45948346	45961294	3	12505	21089.7024	151	1	MARCH8		MARCH8	151	1
3_MACS_peak_5088_lociStitched	chr11	307044	321366	3	12502	42136.7562	152	1	IFITM2,IFITM1,IFITM3	NLRP6,ATHL1,B4GALNT4,IFITM5	IFITM1	152	1
5_MACS_peak_3063_lociStitched	chr1	205275666	205291366	5	12501	29976.01	153	1	NUAK2	KLHDC8A	NUAK2	153	1
5_MACS_peak_9705_lociStitched	chr14	74225085	74242370	5	12501	19452.539	154	1	C14orf43	PNMA1	C14orf43	154	1
8_MACS_peak_9919_lociStitched	chr14	91781445	91800785	8	12489	21591.176	155	1	CCDC88C		GPR68	155	1
6_MACS_peak_26099_lociStitched	chr5	118668013	118684953	6	12322	25184.698	156	1	TNFAIP8	TNFAIP8	TNFAIP8	156	1
11_MACS_peak_3985_lociStitched	chr10	24737810	24756635	11	12164	17573.1375	157	1	KIAA1217		MIR603	157	1
8_MACS_peak_3442_lociStitched	chr1	230255287	230270685	8	12104	28954.3992	158	1	GALNT2		GALNT2	158	1
8_MACS_peak_21077_lociStitched	chr22	39897202	39917505	8	12103	22396.2393	159	1	SMCR7L,ATF4	MGAT3,CACNA1I,RPS19BP1	SMCR7L	159	1
4_MACS_peak_27252_lociStitched	chr6	25403490	25416036	4	12090	20462.526	160	1	LRRC16A		LRRC16A	160	1
9_MACS_peak_16329_lociStitched	chr19	57779767	57795520	9	12036	28747.6497	161	1	ZNF460	AURKC,ZNF805,ZNF543	ZNF460	161	1
5_MACS_peak_26113_lociStitched	chr5	119428646	119445129	5	12024	26732.1294	162	1			PRR16	162	1
5_MACS_peak_30423_lociStitched	chr7	134842073	134858279	5	11937	32039.262	163	1	TMEM140,C7orf49	WDR91	C7orf49	163	1
4_MACS_peak_18268_lociStitched	chr2	158289561	158302043	4	11923	71589.2628	164	1	CYTIP		CYTIP	164	1
6_MACS_peak_21158_lociStitched	chr22	42141490	42154533	6	11902	22962.2015	165	1	MEI1	CCDC134	CCDC134	165	1
8_MACS_peak_27918_lociStitched	chr6	50244700	50261337	8	11877	17751.679	166	1			DEFB112	166	1
10_MACS_peak_31084_lociStitched	chr8	33407925	33425434	10	11871	28185.9882	167	1	RNF122	C8orf41,DUSP26	RNF122	167	1
1_MACS_peak_16893_lociStitched	chr2	43444736	43456576	1	11841	35901.248	168	1	LOC100129726,ZFP36L2		ZFP36L2	168	1
5_MACS_peak_33475_lociStitched	chr9	130660832	130680206	5	11830	31647.429	169	1	ST6GALNAC6,ST6GALNAC4	ENG,AK1,PIP5KL1,DPM2,FAM102A	ST6GALNAC6	169	1
6_MACS_peak_733_lociStitched	chr1	36614281	36633489	6	11807	31685.5168	170	1	MAP7D1,TRAPPC3	COL8A2	MAP7D1	170	1
11_MACS_peak_20635_lociStitched	chr22	23197161	23214541	11	11783	16288.536	171	1		MIR650,IGLL5	IGLL5	171	1
6_MACS_peak_20730_lociStitched	chr22	24551509	24565566	6	11780	26133.3687	172	1	CABIN1	SUSD2	SUSD2	172	1
4_MACS_peak_25859_lociStitched	chr5	95193219	95207296	4	11674	27792.2211	173	1	C5orf27	GLRX	C5orf27	173	1
4_MACS_peak_20741_lociStitched	chr22	24819778	24833761	4	11652	29754.4257	174	1	ADORA2A,C22orf45		ADORA2A	174	1
6_MACS_peak_18016_lociStitched	chr2	127413231	127428304	6	11645	24045.9569	175	1	GYPC		GYPC	175	1
7_MACS_peak_24928_lociStitched	chr4	153470995	153484523	7	11615	21184.848	176	1		DKFZP434I0714,FBXW7	DKFZP434I0714	176	1
5_MACS_peak_16454_lociStitched	chr2	9679223	9697075	5	11574	30139.5316	177	1	ADAM17		ADAM17	177	1
4_MACS_peak_29582_lociStitched	chr7	47533399	47545180	4	11562	26821.8027	178	1	TNS3		TNS3	178	1
6_MACS_peak_30084_lociStitched	chr7	101936269	101952362	6	11531	19927.9619	179	1	SH2B2,MIR4285	SPDYE6	MIR4285	179	1
1_MACS_peak_1388_lociStitched	chr1	81769272	81780783	1	11512	23209.6293	180	1			LPHN2	180	1
9_MACS_peak_11071_lociStitched	chr15	81584122	81599976	9	11512	18818.698	181	1	IL16	STARD5	IL16	181	1
6_MACS_peak_21381_lociStitched	chr3	3137175	3153646	6	11491	34905.3432	182	1	IL5RA	TRNT1	IL5RA	182	1
6_MACS_peak_14938_lociStitched	chr19	2616387	2632218	6	11463	28747.5129	183	1	GNG7		GNG7	183	1
9_MACS_peak_7356_lociStitched	chr12	57105502	57120175	9	11434	19388.9022	184	1	NACA	HSD17B6,PTGES3,PRIM1	NACA	184	1
7_MACS_peak_21741_lociStitched	chr3	31986238	32002865	7	11401	17952.1719	185	1	OSBPL10	ZNF860	ZNF860	185	1
4_MACS_peak_1263_lociStitched	chr1	66736956	66750405	4	11376	25185.9423	186	1	PDE4B	PDE4B	PDE4B	186	1
6_MACS_peak_21463_lociStitched	chr3	10227487	10242073	6	11334	24591.996	187	1	IRAK2	VHL,TATDN2	IRAK2	187	1
8_MACS_peak_5287_lociStitched	chr11	14344295	14361948	8	11315	15834.741	188	1	RRAS2		RRAS2	188	1
8_MACS_peak_25908_lociStitched	chr5	95661718	95680455	8	11289	19400.2898	189	1			PCSK1	189	1
7_MACS_peak_8238_lociStitched	chr12	122227111	122245098	7	11275	41096.6976	190	1	SETD1B,RHOF,LOC338799		RHOF	190	1
7_MACS_peak_13555_lociStitched	chr17	55675029	55690385	7	11243	25027.2088	191	1	MSI2		MRPS23	191	1
11_MACS_peak_27466_lociStitched	chr6	31779670	31804880	11	11161	24045.298	192	1	HSPA1A,HSPA1B,C6orf48,SNORD48,SNORD52,HSPA1L	C6orf26,C6orf27,VARS,LSM2,NEU1,SLC44A4	HSPA1B	192	1
7_MACS_peak_34150_lociStitched	chrX	48768913	48785974	7	11155	23484.4665	193	1	SLC35A2,PIM2,OTUD5	PQBP1,TIMM17B,KCND1	PIM2	193	1
6_MACS_peak_147_lociStitched	chr1	8478942	8491374	6	11142	28295.232	194	1	RERE		RERE	194	1
4_MACS_peak_3058_lociStitched	chr1	205242740	205258569	4	11105	28859.4328	195	1		TMCC2,NUAK2	NUAK2	195	1
5_MACS_peak_34157_lociStitched	chrX	48789963	48804087	5	11076	24961.3452	196	1	OTUD5	PQBP1,TIMM17B,SLC35A2,PIM2,KCND1	OTUD5	196	1
4_MACS_peak_1966_lociStitched	chr1	144923401	144936232	4	11069	20058.7023	197	1	PDE4DIP		PDE4DIP	197	1
4_MACS_peak_31990_lociStitched	chr8	126648007	126661918	4	11063	26219.4528	198	1			TRIB1	198	1
3_MACS_peak_15442_lociStitched	chr19	16471681	16484567	3	11056	30999.8502	199	1	EPS15L1	KLF2	KLF2	199	1
5_MACS_peak_13714_lociStitched	chr17	62192546	62210181	5	11050	28371.188	200	1	ERN1	SNORD104,SNORA76	ERN1	200	1
5_MACS_peak_29537_lociStitched	chr7	45013646	45027076	5	11037	21641.102	201	1	MYO1G,C7orf40,SNORA9	CCM2	MYO1G	201	1
4_MACS_peak_22134_lociStitched	chr3	50637072	50649974	4	11003	21044.4522	202	1	CISH	HEMK1,MAPKAPK3,C3orf18	CISH	202	1
2_MACS_peak_14680_lociStitched	chr18	60798456	60811259	2	10981	30656.7835	203	1	BCL2		BCL2	203	1
6_MACS_peak_9783_lociStitched	chr14	77490020	77508755	6	10981	29200.371	204	1	C14orf4		C14orf4	204	1
3_MACS_peak_30986_lociStitched	chr8	27217145	27228622	3	10977	19508.6046	205	1	PTK2B	TRIM35	PTK2B	205	1
