GENE_ID	locusLine	bin_1_19_0EX5_0229Kronos_MM1S-KB-24hr-1_H3K27Ac_hs-dm_i39.bam
NM_001042693	chr1(.):53094065-53127737	1.2767
NM_001001933	chr1(.):75589118-75632218	1.4758
NM_006769	chr1(.):87789150-87819607	1.2831
NM_004974	chr1(.):111140775-111153345	0.0262
NM_002232	chr1(.):111209309-111222655	1.0411
NR_034126	chr1(.):112136628-112155940	1.8432
NM_007158	chr1(.):115254536-115305624	0.2809
NM_002524	chr1(.):115242077-115264515	0.9473
NM_001172626	chr1(.):115210719-115243239	0.7396
NM_001007553	chr1(.):115254537-115305624	0.2809
NM_001130523	chr1(.):115254537-115305671	0.2808
NM_017709	chr1(.):118143603-118176011	4.5299
NM_001123068	chr1(.):143762143-143772881	0.0678
NR_027469	chr1(.):143713512-143749587	1.6233
NR_027468	chr1(.):143713512-143749457	1.6289
NM_032305	chr1(.):145451235-145475387	2.9168
NM_202004	chr1(.):145408190-145422545	0.0759
NM_006472	chr1(.):145433461-145447628	4.7323
NM_001039888	chr1(.):145465507-145480647	0.3517
NM_005105	chr1(.):145502637-145516444	1.5399
NR_027468	chr1(.):147901021-147936980	0.8797
NM_001161334	chr1(.):149749244-149788928	0.5189
NM_001034077	chr1(.):149799220-149809616	1.4787
NM_001005464	chr1(.):149807258-149817765	3.7812
NM_001040874	chr1(.):149808784-149819318	3.784
NM_001123375	chr1(.):149779779-149790236	1.5876
NM_000566	chr1(.):149749249-149769074	0.1776
NM_005850	chr1(.):149890210-149904702	1.2457
NM_016074	chr1(.):149866154-149877348	0.26
NM_003528	chr1(.):149851009-149863232	4.9117
NM_003517	chr1(.):149853524-149863961	5.74
NM_175065	chr1(.):149854018-149864466	5.7285
NM_014849	chr1(.):149869871-149894434	0.1559
NM_181873	chr1(.):149895542-149913266	1.2509
NM_001145862	chr1(.):149895542-149913791	1.2181
NR_036461	chr1(.):149816758-149827340	3.6631
NM_001040874	chr1(.):149817627-149828161	3.6811
NM_001005464	chr1(.):149819180-149829687	3.6793
NM_001034077	chr1(.):149827329-149837725	1.531
NM_004698	chr1(.):150288927-150330704	0.2362
NM_019032	chr1(.):150516897-150538412	5.2619
NM_207046	chr1(.):150589598-150606609	1.0771
NR_036211	chr1(.):150519404-150529490	0.0831
NM_001197320	chr1(.):150542026-150557214	1.6269
NM_020452	chr1(.):154295275-154328780	1.1597
NM_001005855	chr1(.):154293035-154315322	1.6042
NM_080429	chr1(.):154288591-154302801	2.3358
NM_006556	chr1(.):154892207-154914484	2.9774
NM_001130041	chr1(.):154929773-154951959	3.134
NM_001130040	chr1(.):154929773-154948223	3.2721
NM_201398	chr1(.):154950769-154970587	0.4352
NM_015872	chr1(.):154970111-154995999	1.6684
NM_001184892	chr1(.):154950769-154966488	0.5063
NM_018655	chr1(.):154961061-154971791	0.2857
NM_001143687	chr1(.):155001281-155028406	0.274
NR_024163	chr1(.):154942117-154956725	3.1634
NM_144622	chr1(.):154986002-155011257	0.4536
NM_138300	chr1(.):154924501-154939258	5.1134
NR_036212	chr1(.):154943168-154953259	3.9512
NM_006912	chr1(.):155862600-155886177	0.2361
NM_001162384	chr1(.):155911629-155953336	2.9022
NM_181885	chr1(.):155906479-155917625	2.1951
NM_004723	chr1(.):155911629-155952966	2.9219
NM_014949	chr1(.):155877835-155909188	0.5063
NR_002974	chr1(.):155884699-155894833	0.1154
NR_003005	chr1(.):155890748-155900877	0.1271
NM_003145	chr1(.):155973838-155995758	0.3816
NM_014655	chr1(.):156158729-156187587	0.7784
NM_007221	chr1(.):156177783-156214833	0.9294
NM_022367	chr1(.):156118321-156152542	3.4079
NM_001193302	chr1(.):156118368-156152542	3.4113
NM_001193301	chr1(.):156114734-156152542	3.1998
NM_005920	chr1(.):156428518-156475529	1.546
NM_004494	chr1(.):156706898-156726543	2.3465
NM_001126051	chr1(.):156706898-156727024	2.2921
NM_001126050	chr1(.):156706898-156727240	2.2694
NM_030980	chr1(.):156687412-156702705	0.5204
NM_001878	chr1(.):156664407-156680375	0.0804
NM_001142560	chr1(.):156693262-156711752	0.9971
NM_145729	chr1(.):156702093-156715923	1.0086
NM_004833	chr1(.):159027274-159051647	2.1525
NM_001778	chr1(.):160643535-160686585	3.2814
NM_003037	chr1(.):160574890-160622081	0.268
NM_021181	chr1(.):160704076-160729601	1.7749
NM_152366	chr1(.):161063180-161075138	0.5288
NM_030916	chr1(.):161035780-161064385	0.9803
NM_007122	chr1(.):161004040-161020757	4.3633
NM_001113205	chr1(.):161002421-161013774	0.483
NR_033385	chr1(.):161063150-161075138	0.5278
NM_181720	chr1(.):161011731-161044760	3.0037
NM_016946	chr1(.):160960000-160996133	0.6521
NM_001039711	chr1(.):161085768-161107478	0.8521
NM_016406	chr1(.):161118533-161133646	1.9587
NM_004550	chr1(.):161164104-161189184	0.8424
NM_000309	chr1(.):161131180-161146010	1.2983
NM_001643	chr1(.):161187082-161198418	1.2463
NM_001185094	chr1(.):161082907-161095984	0.508
NM_003779	chr1(.):161136100-161152314	2.0115
NM_012475	chr1(.):161124253-161140516	1.3861
NM_001039712	chr1(.):161085768-161107256	0.8604
NM_005600	chr1(.):161082861-161095984	0.5067
NM_001185093	chr1(.):161082906-161095984	0.5079
NM_032174	chr1(.):161190832-161205407	0.7315
NM_001166159	chr1(.):161166936-161189184	0.926
NM_005099	chr1(.):161154537-161173845	2.8767
NM_004106	chr1(.):161180086-161194038	0.7263
NM_007240	chr1(.):161714580-161731952	0.5279
NM_022100	chr1(.):174977093-174997591	0.3473
NR_033186	chr1(.):178506930-178523024	0.509
NM_022371	chr1(.):179046111-179070129	1.7867
NM_015602	chr1(.):179846419-179894211	0.9966
NM_016545	chr1(.):181052637-181064979	1.3744
NM_002922	chr1(.):192539856-192554159	2.5075
NM_001195216	chr1(.):197698138-197749623	1.3326
NM_080923	chr1(.):198603136-198667334	0.6979
NR_034150	chr1(.):203262885-203279453	10.4703
NM_003465	chr1(.):203180206-203203860	0.0568
NM_006763	chr1(.):203269663-203283729	6.3204
NM_002023	chr1(.):203304751-203325289	0.1305
NR_003019	chr1(.):203693708-203703833	0.0756
NM_001136190	chr1(.):203729283-203750480	2.2947
NM_001174108	chr1(.):203761650-203774590	0.6324
NM_002646	chr1(.):204386757-204464474	0.2222
NM_002393	chr1(.):204480510-204532248	2.8785
NM_030952	chr1(.):205266190-205295883	0.7994
NM_000707	chr1(.):206219282-206236482	0.1273
NM_001007544	chr1(.):206233871-206293647	2.9308
NM_148964	chr1(.):206312458-206337104	0.0924
NM_006893	chr1(.):206759973-206790904	0.2049
NM_182665	chr1(.):206725491-206767616	1.9796
NM_001185157	chr1(.):207065787-207082484	0.0686
NM_002644	chr1(.):207096866-207124811	0.2719
NM_001170631	chr1(.):207126311-207148970	0.0527
NM_152485	chr1(.):209950661-209962890	0.4324
NM_025228	chr1(.):209924393-209960668	2.0317
NM_001136224	chr1(.):211427707-211494725	0.6078
NM_018254	chr1(.):211428288-211494725	0.6125
NM_001136225	chr1(.):211427707-211491655	0.6324
NM_000120	chr1(.):226008001-226038262	0.4465
NM_020997	chr1(.):226068981-226081836	2.4898
NM_014698	chr1(.):226028232-226075420	1.8352
NM_013328	chr1(.):226102579-226116965	0.6912
NR_002315	chr1(.):226245427-226264703	1.568
NM_002107	chr1(.):226245420-226264703	1.5674
NM_182972	chr1(.):234735014-234750271	6.0257
NR_033927	chr1(.):234760056-234775526	0.0697
NM_031844	chr1(.):245008601-245032827	1.4014
NM_198076	chr1(.):244993638-245013359	2.5852
NR_026778	chr1(.):244998939-245015243	0.6562
NM_020458	chr2(.):47163312-47308275	0.7023
NR_033872	chr2(.):70184394-70319147	0.822
NR_015395	chr2(.):112119590-112257692	0.9683
NR_024373	chr2(.):112181885-112257692	1.7124
NM_020760	chr2(.):197058976-197462335	0.272
NM_001012514	chr2(.):231724620-231748963	3.5255
NM_145693	chr2(.):11881739-11972533	1.1803
NM_183360	chr2(.):25595111-25901503	0.4181
NM_170672	chr2(.):33656415-33794798	0.9421
NM_005813	chr2(.):37472645-37549222	1.8078
NM_019063	chr2(.):42391489-42564688	0.1714
NM_014755	chr2(.):64853754-64886046	1.8627
NR_036586	chr2(.):65123973-65164581	3.2164
NM_002398	chr2(.):66657531-66804891	0.3594
NR_024204	chr2(.):87749973-87826030	1.2513
NM_004836	chr2(.):88851258-88932094	0.6221
NM_144563	chr2(.):88986175-89055452	1.2911
NM_020151	chr2(.):96845602-96879573	0.4138
NM_004027	chr2(.):99056320-99212496	2.1497
NM_001566	chr2(.):99056320-99203284	2.2798
NM_003581	chr2(.):106356519-106515730	0.3254
NR_027020	chr2(.):132900163-133020542	0.0881
NM_002410	chr2(.):135006829-135211468	0.3305
NM_001077269	chr2(.):175419301-175552627	0.822
NR_024415	chr2(.):192537797-192558248	2.9915
NM_001031716	chr2(.):192537860-192558248	3.0007
NM_004226	chr2(.):196993306-197041336	1.2683
NM_153697	chr2(.):197959194-198180521	0.6085
NM_001195144	chr2(.):197846385-198180521	0.4239
NM_006226	chr2(.):198664425-199019608	0.185
NM_001228	chr2(.):202093165-202157434	2.2181
NM_003879	chr2(.):201975889-202034003	3.0195
NM_001127184	chr2(.):201975815-202011323	4.6701
NM_173822	chr2(.):201833440-201941392	0.1703
NM_033358	chr2(.):202093165-202151638	2.4319
NM_001167608	chr2(.):227695670-227868923	0.5932
NM_001137551	chr2(.):238595806-238695290	0.3932
NM_001137550	chr2(.):238531223-238695290	0.2761
NM_002997	chr2(.):20395557-20429927	3.8636
NM_001006946	chr2(.):20395557-20430194	3.8344
NM_178553	chr2(.):27354714-27367332	0.4774
NM_001166239	chr2(.):27318461-27346773	0.0962
NM_001166240	chr2(.):27317220-27346995	0.1031
NM_013388	chr2(.):27348624-27362542	0.4635
NM_001166241	chr2(.):27317220-27338970	0.0878
NM_032604	chr2(.):27341656-27358680	0.441
NM_175769	chr2(.):27366944-27380819	1.6824
NM_080592	chr2(.):27429898-27445046	1.0481
NM_001170795	chr2(.):27430218-27445046	1.0705
NM_021095	chr2(.):27417454-27440175	0.6137
NM_015376	chr2(.):33733941-33794798	0.3433
NM_001139488	chr2(.):33696320-33794798	1.3022
NM_012413	chr2(.):37566752-37605465	7.703
NM_138370	chr2(.):42270160-42290668	0.0422
NM_006887	chr2(.):43444540-43458745	8.2918
NR_027251	chr2(.):43449349-43460994	3.7713
NM_001171508	chr2(.):47124008-47173994	0.6201
NM_002354	chr2(.):47591286-47619167	0.0427
NR_033837	chr2(.):64407212-64437619	0.588
NR_034023	chr2(.):64829445-64848616	0.1376
NM_001193493	chr2(.):65210578-65256000	0.5813
NM_003038	chr2(.):65211494-65256000	0.5914
NM_015147	chr2(.):65278494-65319142	0.2729
NM_014882	chr2(.):68996932-69058957	0.2523
NM_001166277	chr2(.):68956912-69058957	0.4607
NM_006196	chr2(.):70309584-70321334	8.2615
NR_024444	chr2(.):70346167-70357448	1.7412
NM_015425	chr2(.):86248450-86338278	1.6496
NR_026984	chr2(.):86242338-86255991	0.0894
NR_015424	chr2(.):89060418-89111109	0.142
NM_001193304	chr2(.):96910945-96936751	0.7744
NM_001037228	chr2(.):96900976-96912701	1.8452
NM_004804	chr2(.):96926883-96944900	0.3814
NR_026875	chr2(.):97158382-97178846	0.1914
NM_212481	chr2(.):97197463-97223371	2.1842
NR_031608	chr2(.):133009538-133019653	0.1858
NR_024275	chr2(.):135201959-135217192	0.0706
NM_004288	chr2(.):158266130-158305604	2.0978
NM_003387	chr2(.):175419301-175504307	1.2605
NM_000885	chr2(.):182316618-182407468	0.4979
NM_002491	chr2(.):201931461-201955473	0.4811
NM_001127183	chr2(.):201978386-202033841	3.1609
NM_032974	chr2(.):202042620-202099110	1.2642
NM_001230	chr2(.):202042620-202091383	1.1043
NM_033356	chr2(.):202120222-202157434	2.8621
NM_001080125	chr2(.):202117753-202157434	2.7656
NM_006139	chr2(.):204566197-204607557	2.4329
NM_018000	chr2(.):216802313-216883346	0.516
NM_017431	chr2(.):219682105-219701512	0.0434
NM_025216	chr2(.):219740254-219763651	3.377
NM_006522	chr2(.):219719545-219743954	0.1007
NM_018218	chr2(.):234379164-234479236	0.4267
NM_004735	chr2(.):238595806-238679558	0.4621
NM_014674	chr3(.):5224358-5266650	2.2402
NM_001195099	chr3(.):15703743-15803058	0.079
NM_001195098	chr3(.):15703743-15844691	0.4471
NM_015199	chr3(.):15703743-15906053	0.4181
NM_003571	chr3(.):133113789-133199056	2.488
NM_207294	chr3(.):152012193-152188569	0.2174
NM_021038	chr3(.):151980828-152188568	0.3667
NM_207015	chr3(.):174572110-175528428	0.2943
NM_001135095	chr3(.):171753343-172123492	0.6662
NM_022763	chr3(.):171752417-172123492	0.6655
NM_181361	chr3(.):178249223-178567217	0.1583
NM_001134382	chr3(.):12933718-13119617	0.7578
NM_024923	chr3(.):13352736-13466809	0.5799
NM_014869	chr3(.):12933718-13013960	0.0648
NM_001184958	chr3(.):14711605-14819543	0.9611
NM_001024847	chr3(.):30642993-30740633	0.6082
NM_001123396	chr3(.):46390234-46405868	3.0713
NM_001123041	chr3(.):46390234-46407413	2.803
NM_181042	chr3(.):52574367-52718739	0.0697
NM_018313	chr3(.):52574367-52724866	0.1167
NM_001128615	chr3(.):56756445-57118336	0.2487
NM_007114	chr3(.):69063977-69106484	0.2318
NM_024548	chr3(.):101438493-101491181	0.5625
NM_199420	chr3(.):121145272-121269853	0.2044
NM_002213	chr3(.):124476794-124611144	0.6368
NM_001134422	chr3(.):133287433-133314118	1.4353
NM_001134423	chr3(.):133288300-133314118	1.4812
NM_006506	chr3(.):141200925-141336197	0.1345
NM_001080412	chr3(.):141038054-141173632	5.2075
NM_016275	chr3(.):150316065-150353234	1.4827
NM_001190242	chr3(.):159969773-160106554	0.1108
NM_001190241	chr3(.):159969773-160122320	0.4419
NM_024665	chr3(.):176733541-176920048	0.8255
NM_005832	chr3(.):178271617-178567217	0.0905
NM_130446	chr3(.):183200318-183278499	3.095
NM_173216	chr3(.):186643314-186801341	1.4442
NM_003032	chr3(.):186734664-186801341	1.4869
NM_005524	chr3(.):193848933-193861396	1.0722
NM_018184	chr3(.):5158929-5227601	0.4258
NM_016474	chr3(.):14688252-14719166	0.4508
NM_194293	chr3(.):39219706-39239077	0.1319
NM_001198621	chr3(.):39219705-39239085	0.1319
NM_001295	chr3(.):46238199-46254832	6.9745
NM_001837	chr3(.):46278871-46313197	0.0536
NM_001100168	chr3(.):46406632-46422697	0.5114
NM_003212	chr3(.):46614075-46628952	0.0265
NM_001174136	chr3(.):46611044-46628952	0.0305
NM_024512	chr3(.):46551877-46613011	2.0404
NM_031440	chr3(.):46534484-46547439	0.1277
NM_001010983	chr3(.):52723503-52745048	2.607
NM_206825	chr3(.):52714935-52733510	0.7516
NR_003687	chr3(.):52719753-52729846	0.6179
NM_014041	chr3(.):52734856-52747197	4.1977
NR_003057	chr3(.):52721751-52731828	0.527
NM_152932	chr3(.):52723503-52742622	2.4962
NR_003047	chr3(.):52718255-52728331	0.8258
NM_001193533	chr3(.):52739795-52809965	0.828
NM_198195	chr3(.):69098880-69134524	1.1167
NM_006407	chr3(.):69129089-69160239	2.4548
NM_198271	chr3(.):69151038-69176746	0.1904
NR_036087	chr3(.):69093108-69103186	0.7814
NM_006100	chr3(.):98446571-98518236	2.1323
NM_145037	chr3(.):101493028-101552075	0.9684
NM_001134456	chr3(.):101493285-101552075	0.9723
NM_001005474	chr3(.):101541833-101584869	0.3771
NM_022135	chr3(.):119355907-119384404	1.3579
NM_005694	chr3(.):119383371-119401243	0.5885
NM_015900	chr3(.):119311721-119353658	0.0443
NM_001012659	chr3(.):121281777-121314469	1.1297
NM_016298	chr3(.):121307169-121354139	0.8052
NR_031687	chr3(.):125504246-125514395	0.062
NR_027898	chr3(.):129926662-129997649	0.0477
NR_027037	chr3(.):151975404-151992415	1.5421
NR_034008	chr3(.):156802669-156823924	3.9082
NR_034007	chr3(.):156794455-156845791	1.6991
NM_173084	chr3(.):160148290-160172626	0.609
NR_029663	chr3(.):160117375-160127473	5.0646
NM_005496	chr3(.):160113346-160157741	1.5181
NM_001002800	chr3(.):160112429-160157741	1.4904
NR_029525	chr3(.):160117532-160127613	4.8511
NM_018657	chr3(.):169485852-169512504	0.9897
NM_032487	chr3(.):169479710-169492683	2.6794
NM_001172780	chr3(.):169508428-169535574	0.1597
NM_001080460	chr3(.):169534709-169560560	0.0759
NR_001566	chr3(.):169477397-169487848	1.1107
NM_001185119	chr3(.):169487052-169512504	1.0337
NR_027622	chr3(.):169656771-169689522	3.8005
NM_182610	chr3(.):169624481-169661948	1.8286
NM_003262	chr3(.):169679579-169721161	0.5241
NM_005781	chr3(.):195585235-195640880	0.7244
NM_001010938	chr3(.):195585235-195627432	0.2204
NM_198565	chr3(.):196361655-196393874	0.8939
NM_003215	chr4(.):48132799-48276814	0.6439
NM_201431	chr4(.):74433861-74491340	1.6789
NM_177532	chr4(.):74433861-74491134	1.6846
NM_020859	chr4(.):77351252-77709405	0.223
NM_198281	chr4(.):90160428-90234161	4.0353
NM_001008388	chr4(.):103785134-103818963	0.3694
NM_018699	chr4(.):121610928-121849013	0.4968
NM_015173	chr4(.):37887719-38145794	0.5274
NM_001098634	chr4(.):40420271-40636883	0.3777
NM_004310	chr4(.):40193526-40251281	2.8058
NM_025009	chr4(.):56810036-56904527	0.4491
NM_001136570	chr4(.):77167852-77209929	0.0654
NM_002039	chr4(.):144252982-144400718	0.8129
NM_153343	chr4(.):185004858-185144114	0.0388
NM_002199	chr4(.):185303875-185400726	3.528
NR_031688	chr4(.):9552788-9562937	0.0792
NM_017581	chr4(.):40332468-40361973	0.0396
NM_001076	chr4(.):69398132-69439240	0.8777
NM_001077	chr4(.):69397902-69439245	0.874
NM_001076	chr4(.):69507314-69541374	0.2418
NM_031889	chr4(.):71489460-71517536	0.1225
NM_144646	chr4(.):71516257-71537348	4.0244
NM_020368	chr4(.):71549195-71561268	1.3144
NM_014961	chr4(.):71582695-71664274	0.093
NM_001130709	chr4(.):71565653-71660614	0.2052
NM_017426	chr4(.):77030816-77074655	0.1306
NM_005506	chr4(.):77074893-77140035	0.8246
NM_003998	chr4(.):103417485-103543459	0.4778
NM_181891	chr4(.):103712132-103753708	0.8708
NM_181890	chr4(.):103712132-103795032	0.5923
NM_181892	chr4(.):103712132-103753340	0.8785
NM_003340	chr4(.):103712132-103754105	0.8626
NM_181893	chr4(.):103712132-103795003	0.5925
NM_181889	chr4(.):103712132-103754307	0.8584
NM_025212	chr4(.):105388342-105417467	2.9498
NM_001104631	chr5(.):58259865-59194621	0.1722
NM_006203	chr5(.):58259865-58887324	0.1455
NM_001165899	chr5(.):58259865-59788925	0.1192
NM_001197218	chr5(.):58259865-59069438	0.1914
NM_002372	chr5(.):109020155-109208429	0.8309
NM_001131005	chr5(.):88009057-88204922	1.1573
NM_002397	chr5(.):88009057-88184283	1.1347
NM_001193349	chr5(.):88009057-88124744	0.7206
NM_024669	chr5(.):55390506-55534186	0.6736
NR_015436	chr5(.):87831596-87985620	0.4981
NR_027435	chr5(.):90671163-90721532	1.3647
NM_152624	chr5(.):112307432-112361667	0.2057
NM_001077654	chr5(.):118599417-118735294	0.7409
NM_001038702	chr5(.):130594701-130735382	0.4589
NM_003060	chr5(.):131700400-131736306	0.1793
NM_001020825	chr5(.):142652495-142788254	0.4412
NM_001018076	chr5(.):142652495-142789045	0.439
NM_001018075	chr5(.):142652495-142820077	0.38
NM_138379	chr5(.):156341292-156395266	0.6316
NM_005990	chr5(.):171464073-171620346	0.42
NM_002406	chr5(.):180212540-180235048	1.9207
NM_001114619	chr5(.):180212540-180235902	1.907
NM_001114618	chr5(.):180212540-180241817	2.3615
NM_001114617	chr5(.):180212540-180242137	2.3367
NM_052909	chr5(.):135372-195087	0.6357
NM_145265	chr5(.):199874-223297	0.8723
NM_001080478	chr5(.):186625-200468	2.6366
NM_004168	chr5(.):213355-261814	0.5083
NM_001193376	chr5(.):1248286-1300162	0.0285
NM_030782	chr5(.):1312999-1350002	3.3039
NM_001145161	chr5(.):6443735-6501834	1.9455
NM_006713	chr5(.):32580604-32609185	2.6095
NR_034127	chr5(.):43060288-43072073	2.639
NM_001014279	chr5(.):43034181-43045447	3.3012
NR_034085	chr5(.):43011149-43023913	1.2015
NR_015447	chr5(.):43037235-43050370	2.8211
NR_034086	chr5(.):43009830-43023913	1.4849
NR_036243	chr5(.):86405695-86415771	1.0576
NR_024384	chr5(.):87955262-87974146	3.5652
NR_024383	chr5(.):87955262-87979262	2.8513
NR_030741	chr5(.):87957670-87967757	0.5931
NM_020801	chr5(.):90659540-90684149	2.776
NM_005668	chr5(.):100137638-100243987	0.7824
NM_175052	chr5(.):100216014-100243970	2.1799
NR_033175	chr5(.):109213882-109226200	0.05
NM_005669	chr5(.):112207080-112263031	0.6505
NM_014350	chr5(.):118686595-118735294	0.1436
NM_000588	chr5(.):131391346-131403896	0.1019
NM_000758	chr5(.):131404484-131416859	0.0516
NR_037500	chr5(.):131696181-131706291	0.3798
NM_002198	chr5(.):131812300-131831465	1.3227
NM_001013717	chr5(.):131741672-131803059	4.6959
NM_000879	chr5(.):131872135-131884214	0.0399
NM_016480	chr5(.):138672518-138710409	0.1817
NM_194296	chr5(.):138727455-138744776	0.8815
NM_152686	chr5(.):138740891-138780214	0.5767
NM_152685	chr5(.):138697884-138724039	0.4729
NM_001033112	chr5(.):138673133-138710409	0.1834
NM_001161546	chr5(.):138722634-138735885	2.6061
NM_016459	chr5(.):138718256-138730605	3.3221
NM_016463	chr5(.):139023300-139067680	2.2933
NM_000024	chr5(.):148201155-148213197	3.8478
NM_001155	chr5(.):150475266-150542443	0.835
NM_001193544	chr5(.):150475266-150526216	0.6112
NR_028472	chr5(.):156346099-156357013	0.7122
NM_004219	chr5(.):159843864-159860746	0.446
NM_006425	chr5(.):159823647-159851168	0.4102
NR_036095	chr5(.):159896408-159906490	0.5702
NR_029701	chr5(.):159907358-159917457	0.1036
NM_001171183	chr5(.):171616175-171635458	0.0414
NM_004417	chr5(.):172190092-172203203	2.45
NM_030627	chr5(.):173310330-173392313	1.0591
NR_027183	chr5(.):180251958-180267726	1.5628
NM_152283	chr5(.):180269610-180293286	0.3854
NM_022758	chr6(.):34550065-34669625	0.4408
NM_181356	chr6(.):44791469-45350670	0.0607
NM_003599	chr6(.):44792449-45350575	0.0608
NM_012288	chr6(.):52357199-52446862	2.1164
NM_033515	chr6(.):129893239-130036370	0.4919
NM_000904	chr6(.):2995066-3024994	0.3112
NM_001168344	chr6(.):7102829-7257213	0.4049
NM_001003699	chr6(.):7103085-7257213	0.4054
NM_001718	chr6(.):7722010-7886961	0.1477
NR_037616	chr6(.):7876482-8069647	1.6009
NM_002114	chr6(.):12007723-12170232	0.3677
NM_001080480	chr6(.):20095934-20217670	0.3346
NM_001173977	chr6(.):25274655-25625758	0.8384
NM_014641	chr6(.):30662583-30690458	0.7846
NM_001090	chr6(.):30534169-30564309	0.1604
NM_172166	chr6(.):31702724-31735455	1.5267
NM_004348	chr6(.):45384913-45523819	0.4534
NM_001024630	chr6(.):45291053-45523819	0.3199
NM_001123226	chr6(.):74166453-74216179	0.5363
NM_016021	chr6(.):90031343-90067619	2.0744
NM_001170794	chr6(.):90631246-91011627	0.2431
