#13_0EWZ_0229Kronos_MM1S-KB-1hr-1_H3K27Ac_hs-dm_i22_peaks Enhancers
#Created from /data/projects/IRF4_mm_trn_data/p300_internal_ChIP/rose/13_0EWZ_0229Kronos_MM1S-KB-1hr-1_H3K27Ac_hs-dm_i22_ROSE/13_0EWZ_0229Kronos_MM1S-KB-1hr-1_H3K27Ac_hs-dm_i22_peaks_6KB_STITCHED_ENHANCER_REGION_MAP.txt
#Ranked by X13_0EWZ_0229Kronos_MM1S.KB.1hr.1_H3K27Ac_hs.dm_i22.bam
#Using cutoff of 19648.3232 for Super-Enhancers
#Created on Jul 18 2024 
REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	X13_0EWZ_0229Kronos_MM1S.KB.1hr.1_H3K27Ac_hs.dm_i22.bam	X37_0EXP_0229Kronos_MM1S.KB.1hr.1_Input_hs_i80.bam	enhancerRank	isSuperStretch
2_MACS_peak_18076_lociStitched	chr4	90205068	90230177	2	22856	89192.1898	4956.5166	38	1
3_MACS_peak_7905_lociStitched	chr15	68568863	68599445	3	25568	57570.615	5241.7548	39	1
2_MACS_peak_22697_lociStitched	chr7	150063762	150084708	2	20158	106181.5578	5554.8792	40	1
5_MACS_peak_15225_lociStitched	chr21	45552574	45580706	5	18138	118416.0276	6450.6676	41	1
7_MACS_peak_10297_lociStitched	chr17	62150221	62186665	7	24726	53733.0336	6461.5212	42	1
4_MACS_peak_15919_lociStitched	chr3	5222657	5256288	4	24114	54388.0532	5522.2102	43	1
3_MACS_peak_7324_lociStitched	chr14	106145145	106169178	3	19858	92555.8896	2470.5924	44	1
7_MACS_peak_17309_lociStitched	chr3	183224594	183260949	7	22302	72564.58	8754.284	45	1
6_MACS_peak_15607_lociStitched	chr22	37611201	37642124	6	23311	55407.8314	5411.525	46	1
5_MACS_peak_1193_lociStitched	chr1	118195116	118219363	5	18804	95496.8095	2873.2695	47	1
2_MACS_peak_12361_lociStitched	chr2	20404830	20426251	2	21176	74716.448	4012.1533	48	1
5_MACS_peak_9770_lociStitched	chr17	32690742	32719642	5	21725	67932.34	5881.15	49	1
3_MACS_peak_11833_lociStitched	chr19	39880682	39904105	3	18276	93991.8144	4129.4749	50	1
4_MACS_peak_2549_lociStitched	chr10	11278973	11304333	4	22112	54569.648	5049.176	51	1
4_MACS_peak_8945_lociStitched	chr16	56963466	56985916	4	21112	66335.26	4501.225	52	1
8_MACS_peak_10405_lociStitched	chr17	72733645	72773559	8	22806	41690.173	6027.014	53	1
2_MACS_peak_10726_lociStitched	chr18	9101706	9123262	2	21466	54159.45	3843.4348	54	1
3_MACS_peak_10220_lociStitched	chr17	56405504	56431043	3	18954	80948.4144	5202.2943	55	1
2_MACS_peak_15399_lociStitched	chr22	24178223	24192227	2	11770	116960.0076	3148.0992	56	1
2_MACS_peak_3820_lociStitched	chr11	22677457	22703649	2	20588	62460.0624	3881.6544	57	1
3_MACS_peak_15156_lociStitched	chr21	41324759	41344782	3	19922	70977.5304	5912.7919	58	1
6_MACS_peak_21903_lociStitched	chr7	55616414	55642757	6	21565	47232.999	4860.2835	59	1
3_MACS_peak_1517_lociStitched	chr1	156450393	156476076	3	20456	64274.2758	6993.4809	60	1
1_MACS_peak_24982_lociStitched	chrX	19470043	19470969	1	927	128066.3556	52.5968	61	0
2_MACS_peak_11217_lociStitched	chr19	2081562	2098274	2	14673	101196.1736	4916.6704	62	1
2_MACS_peak_19429_lociStitched	chr5	131744997	131767494	2	19441	66847.5858	4337.4216	63	1
1_MACS_peak_420_lociStitched	chr1	31213663	31231492	1	17830	78659.7651	3745.8729	64	1
6_MACS_peak_13077_lociStitched	chr2	97190741	97220594	6	17812	79155.2295	5027.2452	65	1
4_MACS_peak_12526_lociStitched	chr2	37559899	37586416	4	19704	60485.277	4340.8329	66	1
2_MACS_peak_210_lociStitched	chr1	17221404	17233111	2	7044	121244.7162	3981.5507	67	1
1_MACS_peak_17774_lociStitched	chr4	40191282	40209793	1	18512	63211.3628	3668.8802	68	1
5_MACS_peak_23549_lociStitched	chr8	120916702	120947594	5	19746	48969.9984	4568.9268	69	1
4_MACS_peak_15979_lociStitched	chr3	13035641	13061600	4	17109	74016.8967	4745.3052	70	1
5_MACS_peak_11565_lociStitched	chr19	16243642	16272800	5	18506	59345.2774	4831.4806	71	1
1_MACS_peak_10728_lociStitched	chr18	9132645	9152419	1	19775	38090.6562	3705.6476	72	1
5_MACS_peak_4794_lociStitched	chr11	128585504	128609843	5	19505	43299.081	4417.5285	73	1
1_MACS_peak_5030_lociStitched	chr12	12866401	12880581	1	14181	88108.848	2636.062	74	1
2_MACS_peak_1363_lociStitched	chr1	150532142	150553040	2	16611	72394.8516	6396.8778	75	1
1_MACS_peak_12323_lociStitched	chr2	11883577	11898177	1	14601	82744.04	3121.48	76	1
1_MACS_peak_14817_lociStitched	chr20	52194671	52213787	1	19117	30214.7496	2888.4276	77	1
2_MACS_peak_9911_lociStitched	chr17	38465698	38483984	2	17477	53612.7234	3604.1706	78	1
1_MACS_peak_4175_lociStitched	chr11	65263573	65279009	1	15437	71439.3516	3544.1056	79	1
3_MACS_peak_10545_lociStitched	chr17	76711063	76733667	3	18418	38476.5288	3835.8988	80	1
5_MACS_peak_9164_lociStitched	chr16	78775830	78804903	5	19158	19577.7582	2945.0949	81	0
3_MACS_peak_19163_lociStitched	chr5	88111436	88130810	3	18756	29735.2152	3508.6314	82	1
4_MACS_peak_1339_lociStitched	chr1	149802838	149834015	4	15911	70425.7253	8424.0254	83	1
1_MACS_peak_11242_lociStitched	chr19	2606679	2612138	1	5460	106998.0377	1452.6399	84	0
2_MACS_peak_1434_lociStitched	chr1	154374548	154394444	2	16442	61412.9832	4844.676	85	1
1_MACS_peak_13853_lociStitched	chr2	201979953	201994806	1	14854	72638.5965	3251.3217	86	1
6_MACS_peak_18553_lociStitched	chr4	185317566	185350027	6	18005	41903.9049	4846.4273	87	1
4_MACS_peak_2018_lociStitched	chr1	206728010	206754312	4	17951	43629.7576	5881.1272	88	1
7_MACS_peak_7225_lociStitched	chr14	95946005	95985978	7	18606	25810.5661	3305.7671	89	1
4_MACS_peak_11589_lociStitched	chr19	16694080	16717001	4	14255	75121.2854	4148.701	90	1
1_MACS_peak_6628_lociStitched	chr13	114556480	114568124	1	11645	87603.634	2993.6724	91	1
3_MACS_peak_8550_lociStitched	chr16	12052494	12071980	3	12377	84584.8288	3604.91	92	1
4_MACS_peak_9806_lociStitched	chr17	34409070	34432849	4	16895	51550.4941	4810.4917	93	1
1_MACS_peak_10029_lociStitched	chr17	43298145	43308471	1	10327	91117.6566	2379.1104	94	1
1_MACS_peak_20196_lociStitched	chr6	25402996	25415096	1	12101	83534.77	2681.36	95	1
5_MACS_peak_20956_lociStitched	chr6	108927079	108950509	5	18296	21044.826	2832.687	96	0
3_MACS_peak_2339_lociStitched	chr1	234734133	234749810	3	11734	85599.5554	4110.5094	97	1
3_MACS_peak_22981_lociStitched	chr8	27216572	27239155	3	17497	36649.9507	3834.5934	98	1
1_MACS_peak_3392_lociStitched	chr10	112112806	112119245	1	6440	100467.717	1864.7344	99	0
3_MACS_peak_24472_lociStitched	chr9	112904065	112925142	3	17902	25319.8001	4171.1383	100	1
3_MACS_peak_7984_lociStitched	chr15	75065426	75083737	3	16951	41435.9619	3211.7494	101	1
1_MACS_peak_15460_lociStitched	chr22	29186029	29199412	1	13384	73159.5078	2823.813	102	1
4_MACS_peak_11891_lociStitched	chr19	42037829	42062041	4	16957	38998.2684	3982.874	103	1
5_MACS_peak_14310_lociStitched	chr20	5570485	5592515	5	17527	25957.949	3242.816	104	1
4_MACS_peak_7118_lociStitched	chr14	81930709	81955830	4	17223	31833.3312	2499.5395	105	1
5_MACS_peak_7559_lociStitched	chr15	40834310	40862585	5	15691	50906.31	4846.335	106	1
4_MACS_peak_3703_lociStitched	chr11	10323653	10345072	4	15797	44594.358	3767.6021	107	1
5_MACS_peak_17202_lociStitched	chr3	171802350	171826957	5	16045	42058.2844	5804.7913	108	1
1_MACS_peak_2244_lociStitched	chr1	226840074	226852632	1	12559	70652.5638	3675.7266	109	1
6_MACS_peak_24647_lociStitched	chr9	130532101	130566578	6	16273	34725.2344	5399.0982	110	1
2_MACS_peak_5855_lociStitched	chr12	108952959	108970562	2	13863	57774.8063	3832.1731	111	1
2_MACS_peak_15376_lociStitched	chr22	23190160	23209826	2	15786	32789.1218	1905.6354	112	1
2_MACS_peak_13250_lociStitched	chr2	112455763	112465461	2	9553	79705.9224	2253.8152	113	1
2_MACS_peak_10502_lociStitched	chr17	75131289	75145955	2	12113	67353.605	2880.4024	114	1
2_MACS_peak_18689_lociStitched	chr5	6475744	6487176	2	10115	76361.1872	2207.5192	115	1
4_MACS_peak_284_lociStitched	chr1	24512325	24533646	4	13665	55856.7558	3933.7245	116	1
3_MACS_peak_1493_lociStitched	chr1	155936899	155951932	3	14876	43057.5186	3884.5272	117	1
2_MACS_peak_10723_lociStitched	chr18	9060649	9074455	2	11664	68026.3038	2969.6706	118	1
6_MACS_peak_21767_lociStitched	chr7	38383694	38408506	6	16006	19973.66	4528.19	119	0
7_MACS_peak_21208_lociStitched	chr6	138247042	138286568	7	15603	31344.118	5917.0422	120	1
3_MACS_peak_16932_lociStitched	chr3	133181752	133200455	3	13772	52302.9395	3538.6076	121	1
3_MACS_peak_7542_lociStitched	chr15	40387779	40408972	3	14654	43343.9236	4113.5613	122	1
4_MACS_peak_18651_lociStitched	chr5	1327002	1346291	4	13273	56468.5475	3852.0133	123	1
3_MACS_peak_1955_lociStitched	chr1	203267033	203281515	3	13117	57618.0852	3994.1356	124	1
3_MACS_peak_16607_lociStitched	chr3	98479753	98495822	3	14561	41613.8893	2816.8957	125	1
2_MACS_peak_21826_lociStitched	chr7	44661740	44680120	2	14644	41003.942	3473.82	126	1
1_MACS_peak_11057_lociStitched	chr18	60822027	60831149	1	9123	77734.9474	2219.3826	127	1
5_MACS_peak_8180_lociStitched	chr15	89646685	89674994	5	14271	46053.0812	4608.7052	128	1
5_MACS_peak_8663_lociStitched	chr16	22195063	22219356	5	14831	38232.3234	4581.6598	129	1
2_MACS_peak_5118_lociStitched	chr12	26265823	26280374	2	13870	47749.1065	2681.7493	130	1
3_MACS_peak_16885_lociStitched	chr3	129026483	129048429	3	14186	43641.8156	3746.1822	131	1
3_MACS_peak_21899_lociStitched	chr7	55569592	55585987	3	14485	37498.644	2739.6045	132	1
2_MACS_peak_12857_lociStitched	chr2	70310168	70323291	2	8161	79314.0997	2372.6384	133	1
2_MACS_peak_20834_lociStitched	chr6	90057232	90071217	2	13908	43987.0205	2301.931	134	1
4_MACS_peak_19864_lociStitched	chr5	176717220	176740598	4	14313	40378.4816	4219.729	135	1
3_MACS_peak_16504_lociStitched	chr3	69128403	69146028	3	14994	27026.175	3144.3	136	1
4_MACS_peak_12793_lociStitched	chr2	65157111	65178609	4	12776	55133.7708	4230.8064	137	1
4_MACS_peak_13786_lociStitched	chr2	197024512	197048511	4	14720	32048.2646	4168.6263	138	1
5_MACS_peak_19660_lociStitched	chr5	150513145	150538087	5	15034	24782.3712	4142.8662	139	1
3_MACS_peak_19910_lociStitched	chr5	180228372	180249198	3	14163	38703.0384	3382.1424	140	1
3_MACS_peak_5285_lociStitched	chr12	48201012	48218841	3	14008	37362.4524	3014.8839	141	1
4_MACS_peak_3089_lociStitched	chr10	81001235	81020435	4	13837	37895.04	3100.8	142	1
5_MACS_peak_20360_lociStitched	chr6	31783208	31805286	5	14463	28198.0216	3576.636	143	1
1_MACS_peak_12592_lociStitched	chr2	43444242	43456949	1	12708	48511.5139	2592.228	144	1
2_MACS_peak_208_lociStitched	chr1	17065980	17075542	2	4114	86278.8822	3536.0276	145	0
4_MACS_peak_8168_lociStitched	chr15	89163778	89184306	4	14042	33536.5936	3419.9648	146	1
1_MACS_peak_4888_lociStitched	chr12	4224471	4229715	1	5245	82051.2948	1572.1512	147	0
1_MACS_peak_22087_lociStitched	chr7	78114289	78128228	1	13940	32739.9232	2331.9947	148	1
1_MACS_peak_207_lociStitched	chr1	16991933	16994570	1	2638	85233.114	1580.0904	149	0
4_MACS_peak_21341_lociStitched	chr6	157976669	157999819	4	13318	38301.675	1995.53	150	1
6_MACS_peak_20190_lociStitched	chr6	25366272	25389739	6	14072	28838.5963	4353.1285	151	1
3_MACS_peak_6066_lociStitched	chr12	123371180	123387178	3	13917	28177.2774	1361.4298	152	1
2_MACS_peak_16273_lociStitched	chr3	46578350	46589450	2	6971	75804.12	1941.39	153	1
6_MACS_peak_5463_lociStitched	chr12	57093648	57120183	6	14244	22345.1235	3876.7635	154	0
3_MACS_peak_14865_lociStitched	chr20	55957911	55975427	3	13298	37037.582	2890.14	155	1
5_MACS_peak_1488_lociStitched	chr1	155900760	155922736	5	14033	27241.4496	5001.7376	156	1
4_MACS_peak_15702_lociStitched	chr22	39910181	39929555	4	13027	40774.5204	3799.2414	157	1
3_MACS_peak_900_lociStitched	chr1	75596272	75611574	3	14033	22524.544	2131.5686	158	1
4_MACS_peak_14697_lociStitched	chr20	43583438	43609241	4	14055	22363.4601	4066.5528	159	0
3_MACS_peak_5064_lociStitched	chr12	15101099	15116290	3	13976	19500.6867	2644.7531	160	0
4_MACS_peak_15694_lociStitched	chr22	39823045	39845736	4	12082	47451.4192	3803.0116	161	1
1_MACS_peak_15648_lociStitched	chr22	38782291	38795756	1	13466	28719.4985	2190.7555	162	1
2_MACS_peak_2011_lociStitched	chr1	206282060	206295357	2	10094	61097.0556	3595.5088	163	1
3_MACS_peak_17973_lociStitched	chr4	77608707	77624337	3	13860	19823.529	2622.714	164	0
1_MACS_peak_14680_lociStitched	chr20	42695455	42700464	1	5010	77121.0685	1120.0124	165	0
4_MACS_peak_1977_lociStitched	chr1	204474826	204491869	4	11318	53114.5095	4345.965	166	1
1_MACS_peak_14635_lociStitched	chr20	37498387	37505730	1	7344	71382.7716	1982.61	167	1
5_MACS_peak_11222_lociStitched	chr19	2254612	2274678	5	13195	33947.6588	4589.0942	168	1
3_MACS_peak_14914_lociStitched	chr20	61272865	61291141	3	11782	47565.1176	2591.5368	169	1
5_MACS_peak_3407_lociStitched	chr10	112611989	112633118	5	13617	24934.3329	3298.2369	170	1
1_MACS_peak_21902_lociStitched	chr7	55598839	55605960	1	7122	71808.164	1852.8842	171	1
5_MACS_peak_13999_lociStitched	chr2	219743435	219763122	5	12975	35186.5751	3388.1327	172	1
4_MACS_peak_10496_lociStitched	chr17	75079033	75093072	4	12596	39282.5259	2973.4602	173	1
4_MACS_peak_20210_lociStitched	chr6	26183523	26207228	4	13172	32938.0975	4219.49	174	1
3_MACS_peak_20353_lociStitched	chr6	31694529	31709328	3	11950	44826.171	3081.1518	175	1
2_MACS_peak_8998_lociStitched	chr16	66549388	66560111	2	9847	59094.453	2406.2412	176	1
4_MACS_peak_16099_lociStitched	chr3	30682851	30703552	4	13630	19489.9915	3351.4919	177	0
2_MACS_peak_15645_lociStitched	chr22	38700822	38714846	2	13229	26431.0328	2656.1456	178	1
6_MACS_peak_23605_lociStitched	chr8	126285472	126308289	6	12967	31113.2612	3668.9736	179	1
3_MACS_peak_4318_lociStitched	chr11	71413877	71426819	3	10506	53609.6466	2404.6236	180	1
3_MACS_peak_19826_lociStitched	chr5	173328297	173343905	3	13519	16883.1736	2516.0096	181	0
5_MACS_peak_7087_lociStitched	chr14	77488062	77507709	5	12995	27317.1888	1622.8422	182	1
5_MACS_peak_24733_lociStitched	chr9	134127217	134152225	5	12973	29076.8016	4086.3072	183	1
1_MACS_peak_350_lociStitched	chr1	27018358	27030692	1	12335	36224.958	2276.8564	184	1
4_MACS_peak_10550_lociStitched	chr17	76763470	76779695	4	13000	26928.6325	2638.185	185	1
4_MACS_peak_18921_lociStitched	chr5	55437276	55453510	4	12685	31771.5614	2896.1456	186	1
2_MACS_peak_2787_lociStitched	chr10	43890646	43905966	2	11955	39874.896	2137.14	187	1
3_MACS_peak_3332_lociStitched	chr10	104531400	104543105	3	10208	54327.587	2452.1975	188	1
2_MACS_peak_19434_lociStitched	chr5	131821684	131837644	2	12981	25068.372	2733.948	189	1
6_MACS_peak_4123_lociStitched	chr11	63992617	64019859	6	12849	28775.7246	4437.7218	190	1
2_MACS_peak_7445_lociStitched	chr15	31546748	31560731	2	9552	57535.8501	2602.2363	191	1
2_MACS_peak_4639_lociStitched	chr11	115091018	115102238	2	7854	65061.414	1914.132	192	1
5_MACS_peak_8763_lociStitched	chr16	29815535	29833707	5	12249	34890.24	2809.3912	193	1
7_MACS_peak_16251_lociStitched	chr3	46319892	46347292	7	13025	23355.76	4463.46	194	0
4_MACS_peak_3105_lociStitched	chr10	81946560	81966089	4	12382	33062.597	3196.8973	195	1
1_MACS_peak_10304_lociStitched	chr17	62197312	62210139	1	12828	23899.2664	2444.8262	196	1
3_MACS_peak_10387_lociStitched	chr17	70582640	70601708	3	12653	28178.6904	3733.5144	197	1
4_MACS_peak_9485_lociStitched	chr17	7736938	7762354	4	12703	27538.236	4008.1032	198	1
3_MACS_peak_17381_lociStitched	chr3	186703368	186719704	3	11471	42754.5792	4008.8544	199	1
1_MACS_peak_558_lociStitched	chr1	40029965	40042826	1	12862	22088.7675	2621.0718	200	0
5_MACS_peak_582_lociStitched	chr1	40839245	40858505	5	12747	24887.772	3443.688	201	1
4_MACS_peak_12637_lociStitched	chr2	47193826	47214988	4	11765	38671.4388	3368.9904	202	1
4_MACS_peak_24663_lociStitched	chr9	130828871	130845742	4	12644	25024.7543	2905.1862	203	1
1_MACS_peak_20388_lociStitched	chr6	32935066	32942746	1	7681	63032.064	1837.056	204	1
5_MACS_peak_11199_lociStitched	chr19	1846894	1865637	5	11248	41440.773	3448.712	205	1
3_MACS_peak_25058_lociStitched	chrX	39953168	39969420	3	12404	23326.4956	806.0992	206	1
1_MACS_peak_1958_lociStitched	chr1	203288485	203298039	1	9555	53710.6772	3077.3434	207	1
4_MACS_peak_13860_lociStitched	chr2	202083442	202101876	4	12677	19423.9058	3259.1312	208	0
3_MACS_peak_4599_lociStitched	chr11	111237885	111251256	3	11881	32270.9085	2240.9796	209	1
1_MACS_peak_4893_lociStitched	chr12	4377636	4388077	1	10442	46016.6193	1869.9831	210	1
2_MACS_peak_9732_lociStitched	chr17	29636413	29649173	2	12647	18398.644	2354.22	211	0
3_MACS_peak_23336_lociStitched	chr8	81046514	81061919	3	12685	16144.44	2665.065	212	0
4_MACS_peak_12048_lociStitched	chr19	48880260	48902374	4	11053	40592.4584	3308.2544	213	1
4_MACS_peak_14170_lociStitched	chr2	238599836	238613376	4	12417	19566.654	1302.548	214	0
1_MACS_peak_19166_lociStitched	chr5	88175087	88186724	1	11638	32429.9916	2003.8914	215	1
4_MACS_peak_17111_lociStitched	chr3	156804766	156824441	4	10668	45569.2675	5373.2425	216	1
1_MACS_peak_22314_lociStitched	chr7	104651435	104657936	1	6502	64229.2299	1377.5619	217	0
2_MACS_peak_20078_lociStitched	chr6	11827924	11836630	2	8593	55808.9424	1907.4846	218	1
3_MACS_peak_12576_lociStitched	chr2	42323395	42334457	3	9645	49470.3702	1917.0446	219	1
2_MACS_peak_19431_lociStitched	chr5	131789742	131804200	2	11780	30468.7892	3199.5554	220	1
3_MACS_peak_7979_lociStitched	chr15	74906293	74924376	3	11853	29404.7663	3412.2621	221	1
5_MACS_peak_25495_lociStitched	chrX	128902491	128921183	5	12058	24473.4356	2097.2424	222	1
2_MACS_peak_11243_lociStitched	chr19	2618285	2628885	2	7665	60550.38	2812.18	223	1
2_MACS_peak_13708_lociStitched	chr2	182168462	182180112	2	11469	32057.305	1901.28	224	1
2_MACS_peak_4767_lociStitched	chr11	126056982	126068953	2	6724	63379.2624	2164.3568	225	0
2_MACS_peak_3804_lociStitched	chr11	19451291	19465782	2	11444	33253.9468	2843.1342	226	1
3_MACS_peak_18796_lociStitched	chr5	32581076	32592508	3	10830	38583	2066.9056	227	1
1_MACS_peak_8679_lociStitched	chr16	23344405	23350494	1	6090	64865.5081	1868.1052	228	0
2_MACS_peak_15461_lociStitched	chr22	29207173	29221444	2	10986	37445.6769	2674.3854	229	1
6_MACS_peak_7535_lociStitched	chr15	40329803	40358230	6	12039	23398.2637	4698.9831	230	0
2_MACS_peak_9421_lociStitched	chr17	4842072	4854526	2	10221	43195.4536	2279.082	231	1
1_MACS_peak_19940_lociStitched	chr6	389080	400889	1	11810	25179.1498	2352.3528	232	1
5_MACS_peak_19156_lociStitched	chr5	87954655	87976781	5	10699	39722.8078	3186.144	233	1
2_MACS_peak_1527_lociStitched	chr1	156709547	156722889	2	11397	31907.393	3625.0214	234	1
1_MACS_peak_4005_lociStitched	chr11	58340008	58348032	1	8025	56165.5928	1815.0288	235	1
3_MACS_peak_14978_lociStitched	chr21	19152066	19167696	3	11801	25033.008	2904.054	236	1
2_MACS_peak_14692_lociStitched	chr20	43270442	43282146	2	11079	34451.8944	2434.432	237	1
2_MACS_peak_21875_lociStitched	chr7	50343516	50357866	2	12130	17159.73	2461.025	238	0
1_MACS_peak_7766_lociStitched	chr15	56656325	56666336	1	10012	43592.8995	1926.1164	239	1
3_MACS_peak_15441_lociStitched	chr22	26974889	26992126	3	11527	28177.3239	2968.2114	240	1
3_MACS_peak_25142_lociStitched	chrX	48790442	48805700	3	10757	36079.0668	1580.7288	241	1
5_MACS_peak_5207_lociStitched	chr12	33037741	33060417	5	12076	16154.3824	3269.8792	242	0
2_MACS_peak_24297_lociStitched	chr9	94181153	94192698	2	11341	29287.356	2247.8115	243	1
5_MACS_peak_7358_lociStitched	chr15	21976594	22002433	5	11830	21474.7929	3826.7559	244	0
3_MACS_peak_22307_lociStitched	chr7	104576334	104586744	3	7840	56042.235	2367.234	245	1
2_MACS_peak_18545_lociStitched	chr4	185201325	185210918	2	8413	52650.2212	1992.4661	246	1
3_MACS_peak_25632_lociStitched	chrX	153233107	153252438	3	10620	35592.2372	1594.8075	247	1
1_MACS_peak_19585_lociStitched	chr5	142774844	142785961	1	11118	29589.0072	2100.0013	248	1
5_MACS_peak_5456_lociStitched	chr12	57021996	57040861	5	11528	23422.784	3429.657	249	1
2_MACS_peak_13864_lociStitched	chr2	202116267	202128333	2	9983	41028.0198	2438.5386	250	1
3_MACS_peak_19801_lociStitched	chr5	171601117	171616132	3	11226	27492.465	2663.661	251	1
3_MACS_peak_9887_lociStitched	chr17	37925160	37937797	3	11502	22358.6441	2109.1153	252	1
2_MACS_peak_8943_lociStitched	chr16	56943577	56952609	2	6841	58414.46	1814.5288	253	1
4_MACS_peak_2528_lociStitched	chr10	7511883	7535425	4	10899	32353.7706	3766.72	254	1
4_MACS_peak_12174_lociStitched	chr19	56145597	56167976	4	11136	29155.3612	3793.2405	255	1
2_MACS_peak_11163_lociStitched	chr19	1015176	1029446	2	11096	28293.129	2938.193	256	1
1_MACS_peak_4346_lociStitched	chr11	72862098	72869561	1	7464	55150.0774	1973.2172	257	1
1_MACS_peak_19509_lociStitched	chr5	138720017	138730458	1	10442	34997.1879	2593.5444	258	1
3_MACS_peak_18792_lociStitched	chr5	32530538	32543811	3	11070	26972.0633	2722.2923	259	1
