GENE_ID	locusLine	bin_1_35_0EXN_0229Kronos_MM1S-No-Treatment-1_Input_hs_i77.bam
NM_001135095	chr3(.):171753343-172123492	0.1809
NM_022763	chr3(.):171752417-172123492	0.1813
NM_181361	chr3(.):178249223-178567217	0.1534
NM_001134382	chr3(.):12933718-13119617	0.1202
NM_024923	chr3(.):13352736-13466809	0.1224
NM_014869	chr3(.):12933718-13013960	0.1012
NM_152653	chr3(.):23239783-23637296	0.1131
NM_001024847	chr3(.):30642993-30740633	0.1431
NM_181042	chr3(.):52574367-52718739	0.1103
NM_018313	chr3(.):52574367-52724866	0.1138
NM_015009	chr3(.):73426651-73679072	0.1004
NM_199420	chr3(.):121145272-121269853	0.1114
NM_002213	chr3(.):124476794-124611144	0.1338
NM_032343	chr3(.):126418117-126684244	0.0987
NM_001001487	chr3(.):130608433-130740555	0.1125
NM_001199181	chr3(.):130564368-130727046	0.1175
NM_001199180	chr3(.):130564368-130740555	0.1173
NM_001199179	chr3(.):130607834-130727046	0.1124
NM_001001485	chr3(.):130607858-130740555	0.1127
NM_001199184	chr3(.):130607904-130727046	0.1123
NM_014382	chr3(.):130608291-130727046	0.1121
NM_001080412	chr3(.):141038054-141173632	0.1896
NM_001193283	chr3(.):156539147-156648045	0.1617
NM_001004316	chr3(.):156539095-156768918	0.1642
NM_016625	chr3(.):157822891-158267576	0.145
NM_002740	chr3(.):169935219-170028770	0.1677
NM_014932	chr3(.):173111243-174006116	0.1377
NM_024665	chr3(.):176733541-176920048	0.1953
NM_005832	chr3(.):178271617-178567217	0.1501
NM_130446	chr3(.):183200318-183278499	0.2618
NM_173216	chr3(.):186643314-186801341	0.2034
NM_003032	chr3(.):186734664-186801341	0.2096
NM_005524	chr3(.):193848933-193861396	0.2151
NM_001647	chr3(.):195290572-195316076	0.1665
NM_015931	chr3(.):8656319-8698737	0.1043
NM_194293	chr3(.):39219706-39239077	0.1341
NM_001198621	chr3(.):39219705-39239085	0.1341
NM_003212	chr3(.):46614075-46628952	0.0927
NM_001174136	chr3(.):46611044-46628952	0.0938
NM_024512	chr3(.):46551877-46613011	0.1424
NM_031440	chr3(.):46534484-46547439	0.1537
NM_001010983	chr3(.):52723503-52745048	0.1698
NM_206825	chr3(.):52714935-52733510	0.1559
NR_003687	chr3(.):52719753-52729846	0.1683
NM_014041	chr3(.):52734856-52747197	0.192
NR_003057	chr3(.):52721751-52731828	0.1481
NM_152932	chr3(.):52723503-52742622	0.158
NR_003047	chr3(.):52718255-52728331	0.17
NM_001193533	chr3(.):52739795-52809965	0.1319
NM_006100	chr3(.):98446571-98518236	0.1676
NM_173799	chr3(.):114007832-114034135	0.1528
NR_030293	chr3(.):114030321-114040416	0.0948
NM_022135	chr3(.):119355907-119384404	0.156
NM_005694	chr3(.):119383371-119401243	0.1525
NM_015900	chr3(.):119311721-119353658	0.1223
NM_001012659	chr3(.):121281777-121314469	0.121
NM_016298	chr3(.):121307169-121354139	0.1375
NR_031687	chr3(.):125504246-125514395	0.1119
NM_020187	chr3(.):128992683-129029135	0.1486
NM_001006109	chr3(.):128992816-129029135	0.1488
NM_006026	chr3(.):129028613-129040120	0.2321
NR_026991	chr3(.):129030113-129048412	0.1985
NR_027898	chr3(.):129926662-129997649	0.1019
NR_003284	chr3(.):156522059-156534810	0.2066
NR_034008	chr3(.):156802669-156823924	0.3033
NR_034007	chr3(.):156794455-156845791	0.2479
NM_020307	chr3(.):156860585-156883482	0.2593
NR_027622	chr3(.):169656771-169689522	0.246
NM_182610	chr3(.):169624481-169661948	0.1909
NM_003262	chr3(.):169679579-169721161	0.1908
NM_014373	chr3(.):169750734-169808183	0.192
NR_024480	chr3(.):194013988-194035593	0.2166
NM_001080513	chr3(.):194055493-194077057	0.1568
NM_006241	chr3(.):195236220-195275224	0.2086
NM_198565	chr3(.):196361655-196393874	0.2027
NM_014687	chr3(.):197393258-197468773	0.2028
NM_001145642	chr3(.):197393313-197481568	0.2035
NR_027840	chr3(.):197472260-197516317	0.1713
NM_032288	chr3(.):197471623-197516317	0.1718
NR_030627	chr3(.):197396366-197406447	0.1954
NM_001011537	chr3(.):197471423-197516317	0.1718
NM_020859	chr4(.):77351252-77709405	0.1302
NM_198281	chr4(.):90160428-90234161	0.1688
NM_018699	chr4(.):121610928-121849013	0.1227
NM_021069	chr4(.):186501597-186882870	0.1123
NM_001145670	chr4(.):186501597-186738410	0.1137
NM_001145671	chr4(.):186501597-186737225	0.1137
NM_001145672	chr4(.):186501597-186737048	0.1137
NM_003603	chr4(.):186501597-186738392	0.1137
NM_001145673	chr4(.):186501597-186702066	0.1143
NM_001039127	chr4(.):48276-161490	0.1226
NM_004310	chr4(.):40193526-40251281	0.1638
NM_001010874	chr4(.):65139176-65280178	0.0902
NM_001025616	chr4(.):86391283-86928823	0.0948
NM_005327	chr4(.):108905869-108961331	0.1492
NM_002039	chr4(.):144252982-144400718	0.1395
NM_152543	chr4(.):159809683-159961333	0.1117
NM_153343	chr4(.):185004858-185144114	0.1004
NM_002199	chr4(.):185303875-185400726	0.1724
NM_001145674	chr4(.):186501597-186583123	0.1183
NM_182524	chr4(.):48226-93099	0.1861
NM_017581	chr4(.):40332468-40361973	0.0961
NM_031889	chr4(.):71489460-71517536	0.1241
NM_144646	chr4(.):71516257-71537348	0.173
NM_020368	chr4(.):71549195-71561268	0.1421
NM_014961	chr4(.):71582695-71664274	0.1084
NM_001130709	chr4(.):71565653-71660614	0.111
NM_152545	chr4(.):82343218-82398061	0.1317
NM_014395	chr4(.):100732980-100796346	0.157
NM_021970	chr4(.):100794494-100820703	0.1426
NM_003998	chr4(.):103417485-103543459	0.1268
NM_001104631	chr5(.):58259865-59194621	0.1057
NM_006203	chr5(.):58259865-58887324	0.1027
NM_001165899	chr5(.):58259865-59788925	0.1001
NM_001197218	chr5(.):58259865-59069438	0.1066
NM_001131005	chr5(.):88009057-88204922	0.1455
NM_002397	chr5(.):88009057-88184283	0.15
NM_001193349	chr5(.):88009057-88124744	0.1494
NM_001131055	chr5(.):175080039-175118245	0.1292
NM_001178055	chr5(.):49956732-50147356	0.0965
NM_024615	chr5(.):49957771-50147356	0.0965
NM_024669	chr5(.):55390506-55534186	0.1382
NM_022913	chr5(.):56464774-56565506	0.1134
NM_001127235	chr5(.):56466274-56565506	0.1139
NM_001992	chr5(.):76006867-76036595	0.144
NR_027435	chr5(.):90671163-90721532	0.1161
NM_020747	chr5(.):123967609-124085805	0.1117
NM_001038702	chr5(.):130594701-130735382	0.132
NM_003060	chr5(.):131700400-131736306	0.13
NM_001037332	chr5(.):156688186-156827606	0.1153
NM_001037333	chr5(.):156688090-156827606	0.1153
NM_014376	chr5(.):156691361-156827606	0.1146
NM_001193376	chr5(.):1248286-1300162	0.0928
NM_030782	chr5(.):1312999-1350002	0.2145
NM_001145161	chr5(.):6443735-6501834	0.1496
NM_006713	chr5(.):32580604-32609185	0.1591
NM_001127236	chr5(.):56504900-56565506	0.1103
NR_028375	chr5(.):76002762-76013686	0.1407
NR_036243	chr5(.):86405695-86415771	0.1404
NM_020801	chr5(.):90659540-90684149	0.1464
NM_000588	chr5(.):131391346-131403896	0.1549
NM_000758	chr5(.):131404484-131416859	0.1397
NM_002198	chr5(.):131812300-131831465	0.1699
NM_001013717	chr5(.):131741672-131803059	0.2022
NM_005732	chr5(.):131887615-131985313	0.1267
NM_000879	chr5(.):131872135-131884214	0.1082
NM_016480	chr5(.):138672518-138710409	0.1359
NM_194296	chr5(.):138727455-138744776	0.1757
NM_152686	chr5(.):138740891-138780214	0.1509
NM_152685	chr5(.):138697884-138724039	0.1367
NM_001033112	chr5(.):138673133-138710409	0.1352
NM_001161546	chr5(.):138722634-138735885	0.193
NM_016459	chr5(.):138718256-138730605	0.2202
NR_033244	chr5(.):141270190-141281260	0.1021
NM_032420	chr5(.):141227672-141262944	0.1547
NM_002587	chr5(.):141237216-141262944	0.1654
NM_000024	chr5(.):148201155-148213197	0.1767
NM_004219	chr5(.):159843864-159860746	0.1394
NM_006425	chr5(.):159823647-159851168	0.1246
NR_036095	chr5(.):159896408-159906490	0.1218
NR_029701	chr5(.):159907358-159917457	0.0979
NM_004417	chr5(.):172190092-172203203	0.2084
NM_022304	chr5(.):175103463-175116558	0.0985
NM_181356	chr6(.):44791469-45350670	0.1007
NM_003599	chr6(.):44792449-45350575	0.1006
NM_012288	chr6(.):52357199-52446862	0.1803
NM_033515	chr6(.):129893239-130036370	0.1362
NR_037616	chr6(.):7876482-8069647	0.1632
NM_001173977	chr6(.):25274655-25625758	0.1309
NM_004348	chr6(.):45384913-45523819	0.1335
NM_001024630	chr6(.):45291053-45523819	0.1205
NM_001172420	chr6(.):52280804-52365583	0.132
NM_018100	chr6(.):52279993-52365583	0.1333
NM_016021	chr6(.):90031343-90067619	0.1612
NM_001170794	chr6(.):90631246-91011627	0.1232
NM_021813	chr6(.):90631246-91011562	0.1232
NM_001455	chr6(.):108877068-109010971	0.1653
NM_201559	chr6(.):108876025-109010971	0.1655
NM_001143676	chr6(.):134485383-134644196	0.1277
NR_026805	chr6(.):135813938-136016976	0.1123
NM_006734	chr6(.):143067603-143271338	0.072
NM_020185	chr6(.):287100-356355	0.3198
NR_027712	chr6(.):7981334-7995577	0.1376
NM_001145549	chr6(.):7876482-7915310	0.2507
NM_030810	chr6(.):7876482-7916047	0.2531
NM_032744	chr6(.):11708887-11784280	0.1395
NM_005319	chr6(.):26050967-26061699	0.1788
NM_003537	chr6(.):26026816-26037288	0.1664
NM_003544	chr6(.):26022123-26032480	0.1635
NM_021062	chr6(.):26038454-26048885	0.2058
NM_003531	chr6(.):26040638-26051097	0.2019
NM_005325	chr6(.):26012259-26023040	0.1303
NM_003538	chr6(.):26016906-26027278	0.1675
NM_003513	chr6(.):26028319-26038796	0.1491
NM_003529	chr6(.):26015717-26026186	0.1494
NM_001145008	chr6(.):26397464-26420444	0.1244
NM_001197240	chr6(.):26378328-26400100	0.1582
NM_001197247	chr6(.):26360397-26383540	0.175
NM_001197238	chr6(.):26378323-26400100	0.1582
NM_007047	chr6(.):26360397-26383548	0.175
NM_001197237	chr6(.):26378438-26400100	0.1573
NM_001197248	chr6(.):26360469-26383540	0.1753
NM_001197246	chr6(.):26363405-26383540	0.1539
NM_006120	chr6(.):32911390-32925899	0.1662
NM_002119	chr6(.):32966959-32982389	0.1131
NM_002118	chr6(.):32897405-32913847	0.1608
NM_005104	chr6(.):32931436-32954282	0.1802
NM_001113182	chr6(.):32933664-32954282	0.1871
NM_001199455	chr6(.):32934371-32954282	0.1892
NM_001199456	chr6(.):32935860-32954282	0.1906
NM_002648	chr6(.):37132921-37148204	0.1576
NM_133367	chr6(.):52221925-52277575	0.1571
NM_002043	chr6(.):89962238-90029967	0.1355
NM_182907	chr6(.):106541814-106562811	0.2256
NM_001259	chr7(.):92229234-92468231	0.1357
NM_001145306	chr7(.):92229234-92470941	0.1353
NM_001029835	chr7(.):45062232-45121069	0.1247
NM_001167935	chr7(.):45034786-45121069	0.1295
NR_030770	chr7(.):45034344-45121069	0.1304
NM_030796	chr7(.):55533305-55645200	0.1661
NM_001135556	chr7(.):95396817-95732736	0.1038
NM_001193584	chr7(.):107783070-108101841	0.1596
NM_001145354	chr7(.):130789854-131186398	0.1677
NM_004717	chr7(.):137069384-137536609	0.1469
NM_001164458	chr7(.):149939300-150025758	0.161
NM_182762	chr7(.):20169278-20262013	0.1337
NM_002214	chr7(.):20365724-20460382	0.1276
NM_145321	chr7(.):24831163-25024760	0.1333
NM_175061	chr7(.):27865192-28225437	0.1043
NM_002541	chr7(.):44641120-44753669	0.1349
NM_001003941	chr7(.):44641120-44721195	0.1482
NM_022748	chr7(.):47309751-47584199	0.1201
NM_012395	chr7(.):90333711-90844904	0.1149
NM_017621	chr7(.):102091666-102110321	0.1485
NM_182931	chr7(.):104649636-104759532	0.129
NM_022444	chr7(.):122748587-122845025	0.1646
NM_003344	chr7(.):129467994-129597789	0.1858
NR_015431	chr7(.):130623918-130798562	0.1818
NR_024153	chr7(.):130623918-130796789	0.1809
NM_144648	chr7(.):133807104-133953933	0.1665
NM_178563	chr7(.):134666258-134825530	0.1591
NM_194071	chr7(.):137554724-137691846	0.1848
NM_018238	chr7(.):141246077-141359209	0.1745
NM_001195278	chr7(.):140769031-141185179	0.1632
NM_173680	chr7(.):150071405-150100719	0.2256
NM_053043	chr7(.):155432202-155579179	0.1572
NM_022458	chr7(.):156468569-156690902	0.1447
NM_138400	chr7(.):156737416-156770876	0.1565
NM_207342	chr7(.):22454062-22544901	0.1365
NM_001164460	chr7(.):22473037-22544901	0.1396
NR_029597	chr7(.):25984538-25994606	0.198
NR_034097	chr7(.):28215075-28285996	0.0991
NM_022373	chr7(.):35667269-35739772	0.1112
NR_003697	chr7(.):45017626-45031259	0.1338
NR_002952	chr7(.):45019976-45030109	0.143
NM_033054	chr7(.):44997259-45023704	0.1229
NM_001170905	chr7(.):63768185-63815017	0.0873
NR_028039	chr7(.):99793277-99874855	0.1279
NR_028038	chr7(.):99801558-99874855	0.1296
NM_024070	chr7(.):99811870-99824111	0.1921
NM_012447	chr7(.):99770537-99817010	0.1342
NM_152742	chr7(.):99762228-99779990	0.1287
NM_024637	chr7(.):99751864-99771373	0.1319
NM_020979	chr7(.):101923404-101967178	0.1435
NR_036245	chr7(.):101931368-101941453	0.1652
NM_032831	chr7(.):102068995-102102268	0.1626
NM_024653	chr7(.):102031803-102072129	0.1499
NM_001146210	chr7(.):101981191-102001889	0.1687
NM_006234	chr7(.):102108547-102124381	0.184
NM_152892	chr7(.):102100389-102118612	0.1413
NR_027374	chr7(.):104530074-104572092	0.1449
NR_024586	chr7(.):104645988-104659588	0.1887
NM_002769	chr7(.):142452318-142465927	0.2049
NM_004445	chr7(.):142547791-142573847	0.1843
NM_002770	chr7(.):142474907-142486378	0.1857
NR_001296	chr7(.):142473756-142487399	0.1879
NM_013400	chr7(.):150060878-150076133	0.2883
NM_014374	chr7(.):150063257-150076133	0.2957
NM_001142928	chr7(.):150015295-150040245	0.1735
NM_002889	chr7(.):150030406-150043763	0.1355
NM_138434	chr7(.):150021937-150034811	0.137
NR_027237	chr7(.):150097839-150114558	0.255
NM_175571	chr7(.):150142961-150181483	0.164
NR_034033	chr7(.):150125741-150150228	0.222
NM_080838	chr8(.):134198311-134245053	0.1428
NM_003882	chr8(.):134198311-134246571	0.1463
NM_001002814	chr8(.):37711464-37762015	0.1499
NM_012154	chr8(.):141536263-141650646	0.0998
NM_173683	chr8(.):10748656-11063875	0.1211
NM_001715	chr8(.):11346520-11427108	0.1263
NM_014479	chr8(.):24236797-24268526	0.1228
NM_001386	chr8(.):26430420-26520693	0.1196
NM_001197293	chr8(.):26366708-26520693	0.1168
NM_001010906	chr8(.):27874480-27946388	0.1472
NM_024787	chr8(.):33400272-33429643	0.1546
NM_005079	chr8(.):80942104-81088836	0.1487
NM_022783	chr8(.):120880899-121068157	0.1492
NM_058229	chr8(.):124510357-124558446	0.1221
NM_148177	chr8(.):124510357-124549383	0.1177
NM_014751	chr8(.):125558027-125745730	0.1071
NM_173685	chr8(.):126099082-126384367	0.1387
NM_003033	chr8(.):134462090-134589183	0.1387
NM_003970	chr8(.):1988157-2098380	0.143
NM_018091	chr8(.):27945583-28053669	0.1141
NR_026765	chr8(.):29573775-29610625	0.1401
NM_025115	chr8(.):33351235-33375656	0.1194
NM_001102401	chr8(.):33351235-33375703	0.1192
NM_024025	chr8(.):33443853-33462439	0.1088
NM_018310	chr8(.):37696397-37712431	0.1136
NM_152413	chr8(.):37786799-37802647	0.1144
NM_003068	chr8(.):49825238-49838988	0.1129
NM_025195	chr8(.):126437562-126455644	0.1853
NM_002839	chr9(.):8309245-10617723	0.0886
NM_004938	chr9(.):90107755-90328549	0.0922
NM_001193331	chr9(.):97483950-97700955	0.11
NM_032823	chr9(.):97483950-97854500	0.1049
NM_001135920	chr9(.):5624326-5774454	0.1242
NM_020829	chr9(.):5651582-5781556	0.1224
NM_001206	chr9(.):72994512-73034573	0.1173
NM_001193329	chr9(.):97516930-97854500	0.1053
NM_007203	chr9(.):112537576-112939791	0.1336
NM_001004065	chr9(.):112805877-112939791	0.158
NM_015404	chr9(.):117159359-117272736	0.1382
NM_001083885	chr9(.):117159359-117270495	0.1385
NM_018249	chr9(.):123146146-123347437	0.1166
NM_005047	chr9(.):123573331-123610206	0.1245
NM_001006618	chr9(.):128278748-128474513	0.1198
NM_001006617	chr9(.):128194672-128474513	0.1158
NM_001011703	chr9(.):129084127-129164912	0.1124
NM_014636	chr9(.):129672052-129990445	0.1263
NM_001190729	chr9(.):129672052-129984724	0.1263
NM_001190728	chr9(.):129719503-129984724	0.1286
NM_001190730	chr9(.):129672052-129945810	0.1266
NM_033446	chr9(.):129084127-129274319	0.1111
NM_015033	chr9(.):132644465-132810473	0.1206
NR_033912	chr9(.):93820575-93842414	0.118
NM_005384	chr9(.):94166326-94191144	0.157
NM_173200	chr9(.):102584008-102634173	0.1263
NM_006981	chr9(.):102579136-102634173	0.1298
NM_173199	chr9(.):102579136-102601341	0.1384
NM_001136562	chr9(.):112882780-112939791	0.1696
NM_005658	chr9(.):123659670-123694173	0.1445
NM_015651	chr9(.):123612930-123644606	0.1559
NM_001190945	chr9(.):123659670-123696451	0.1442
NM_001190947	chr9(.):123659670-123681850	0.1424
NR_024408	chr9(.):123600319-123621651	0.136
NM_173689	chr9(.):126113447-126146032	0.103
NM_001136557	chr9(.):132810984-132907448	0.1091
