REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	H929_jia.bam	enhancerRank	isSuperStretch	OVERLAP_GENES	PROXIMAL_GENES	CLOSEST_GENE	enhancerRank	isSuperStretch
3_MACS_peak_2054_lociStitched	chr1	155929545	155960053	3	25628	166613.3404	36	1	ARHGEF2	RXFP4,RIT1,SNORA42,SCARNA4,KIAA0907,SSR2	ARHGEF2	36	1
6_MACS_peak_32152_lociStitched	chr8	81032226	81084673	6	38567	117906.1007	37	1	TPD52	TPD52	TPD52	37	1
1_MACS_peak_17153_lociStitched	chr2	20403114	20425865	1	22752	166926.3621	38	1	SDC1		SDC1	38	1
2_MACS_peak_30350_lociStitched	chr7	83926607	83969447	2	42782	82882.548	39	1			SEMA3A	39	1
4_MACS_peak_27237_lociStitched	chr5	173309853	173356880	4	42493	79701.3596	40	1	CPEB4		CPEB4	40	1
4_MACS_peak_7434_lociStitched	chr12	53573067	53616734	4	35808	118992.575	41	1	ZNF740,CSAD,ITGB7,RARG	MFSD5,ESPL1	ITGB7	41	1
7_MACS_peak_15017_lociStitched	chr18	46439206	46480207	7	33314	124356.033	42	1	SMAD7		SMAD7	42	1
2_MACS_peak_28694_lociStitched	chr6	106530977	106560378	2	29135	137088.0427	43	1	PRDM1		PRDM1	43	1
7_MACS_peak_27287_lociStitched	chr5	176829437	176883742	7	31558	125949.5865	44	1	GRK6,PRR7,F12,DBN1	RGS14,SLC34A1,PFN3,PDLIM7	GRK6	44	1
7_MACS_peak_11855_lociStitched	chr16	11794059	11838081	7	35617	106863.405	45	1	TXNDC11	SNN	TXNDC11	45	1
12_MACS_peak_4682_lociStitched	chr10	112146713	112189340	12	32719	118413.5433	46	1			DUSP5	46	1
3_MACS_peak_2957_lociStitched	chr1	215712931	215750246	3	34762	102004.284	47	1	KCTD3		KCTD3	47	1
2_MACS_peak_22568_lociStitched	chr3	79561600	79601183	2	39545	66087.7768	48	1	ROBO1		ROBO1	48	1
4_MACS_peak_5808_lociStitched	chr11	65183158	65225559	4	26810	131616.9441	49	1	NEAT1,MIR612	FRMD8,MALAT1,SLC25A45	MIR612	49	1
6_MACS_peak_25681_lociStitched	chr5	26859132	26906694	6	35115	93630.5532	50	1	CDH9		CDH9	50	1
5_MACS_peak_32698_lociStitched	chr8	126285522	126328488	5	33979	98374.9536	51	1	NSMCE2		TRIB1	51	1
5_MACS_peak_34021_lociStitched	chr9	117124692	117161523	5	33339	97966.7769	52	1	AKNA	ORM1,ORM2	AKNA	52	1
5_MACS_peak_32619_lociStitched	chr8	120906918	120950402	5	35561	84676.3932	53	1	DEPDC6	DSCC1	DEPDC6	53	1
3_MACS_peak_31582_lociStitched	chr8	27218260	27255143	3	30078	112246.0339	54	1	PTK2B	TRIM35	PTK2B	54	1
2_MACS_peak_32070_lociStitched	chr8	71498585	71530574	2	26603	124635.5418	55	1	TRAM1		TRAM1	55	1
2_MACS_peak_25693_lociStitched	chr5	27446155	27477269	2	29058	110532.485	56	1			CDH9	56	1
7_MACS_peak_26511_lociStitched	chr5	118642399	118693729	7	33341	89042.151	57	1	TNFAIP8		TNFAIP8	57	1
2_MACS_peak_21060_lociStitched	chr22	23219750	23249185	2	27996	110604.956	58	1	IGLL5		IGLL5	58	1
6_MACS_peak_21355_lociStitched	chr22	38634809	38673649	6	31161	96497.98	59	1	TMEM184B	MAFF,CSNK1E	TMEM184B	59	1
2_MACS_peak_2551_lociStitched	chr1	184703830	184725893	2	21716	129004.5673	60	1	EDEM3		EDEM3	60	1
2_MACS_peak_14953_lociStitched	chr18	42283361	42314470	2	30705	91787.1045	61	1	SETBP1		SETBP1	61	1
5_MACS_peak_10259_lociStitched	chr14	106023104	106057873	5	31561	86199.3048	62	1		TMEM121	TMEM121	62	1
5_MACS_peak_17961_lociStitched	chr2	87753892	87800895	5	32470	78429.2058	63	1	NCRNA00152		NCRNA00152	63	1
2_MACS_peak_20312_lociStitched	chr20	52188014	52215876	2	27483	92635.5776	64	1	ZNF217		ZNF217	64	1
6_MACS_peak_2004_lociStitched	chr1	154820564	154864610	6	28283	87136.2018	65	1	KCNN3	PMVK	KCNN3	65	1
2_MACS_peak_24665_lociStitched	chr4	90205066	90230214	2	25101	100466.26	66	1	GPRIN3		GPRIN3	66	1
2_MACS_peak_20569_lociStitched	chr21	19151675	19176353	2	23138	104264.55	67	1	C21orf91		C21orf91	67	1
2_MACS_peak_25729_lociStitched	chr5	32568504	32598537	2	29299	75914.4141	68	1	SUB1		SUB1	68	1
3_MACS_peak_29722_lociStitched	chr7	29694572	29726535	3	30336	67796.7193	69	1	DPY19L2P3,LOC646762,LOC100271874		LOC646762	69	1
2_MACS_peak_3682_lociStitched	chr10	22257572	22295169	2	31688	56478.2134	70	1	DNAJC1		DNAJC1	70	1
7_MACS_peak_27729_lociStitched	chr6	26330627	26371037	7	29075	74863.566	71	1	BTN3A2	BTN2A2,BTN3A1,HIST1H4H	BTN3A2	71	1
6_MACS_peak_26638_lociStitched	chr5	131744212	131774794	6	24592	96119.226	72	1	C5orf56	SLC22A5,MIR3936	C5orf56	72	1
9_MACS_peak_24166_lociStitched	chr4	24162029	24209389	9	29627	67568.512	73	1			PPARGC1A	73	1
5_MACS_peak_10265_lociStitched	chr14	106143450	106176313	5	29726	66278.0984	74	1			TMEM121	74	1
8_MACS_peak_30584_lociStitched	chr7	101920960	101954800	8	26282	84951.936	75	1	CUX1,SH2B2,MIR4285	SPDYE6	MIR4285	75	1
3_MACS_peak_6403_lociStitched	chr11	111229413	111251951	3	22043	99827.5634	76	1	POU2AF1		POU2AF1	76	1
12_MACS_peak_26617_lociStitched	chr5	131400399	131453714	12	30393	55751.4955	77	1	CSF2	IL3	CSF2	77	1
3_MACS_peak_15816_lociStitched	chr19	13260004	13284701	3	20036	104974.5985	78	1	IER2,STX10	NACC1,LYL1,TRMT1	IER2	78	1
2_MACS_peak_987_lociStitched	chr1	51423645	51451459	2	23103	94378.4648	79	1	CDKN2C,FAF1		CDKN2C	79	1
3_MACS_peak_16397_lociStitched	chr19	42035589	42062857	3	24737	85613.3396	80	1		CEACAM21	CEACAM21	80	1
2_MACS_peak_23504_lociStitched	chr3	171800213	171827163	2	26660	74489.8	81	1	FNDC3B		FNDC3B	81	1
2_MACS_peak_6573_lociStitched	chr11	120364419	120385248	2	19757	102374.535	82	1			GRIK4	82	1
3_MACS_peak_13265_lociStitched	chr17	16872254	16896035	3	21700	95923.0416	83	1	TNFRSF13B		TNFRSF13B	83	1
3_MACS_peak_17379_lociStitched	chr2	38808301	38840229	3	26300	75937.5552	84	1	HNRPLL		HNRPLL	84	1
2_MACS_peak_6703_lociStitched	chr11	128584776	128607466	2	22459	92380.066	85	1	FLI1		FLI1	85	1
4_MACS_peak_21810_lociStitched	chr3	15828346	15861008	4	28457	54672.9218	86	1	ANKRD28	ANKRD28	ANKRD28	86	1
2_MACS_peak_10368_lociStitched	chr15	23657951	23685038	2	22772	86486.0823	87	1			MKRN3	87	1
5_MACS_peak_22803_lociStitched	chr3	112155054	112187762	5	26897	65317.876	88	1	BTLA		BTLA	88	1
8_MACS_peak_29832_lociStitched	chr7	38370492	38410286	8	27921	56547.274	89	1			TARP	89	1
1_MACS_peak_26261_lociStitched	chr5	88162855	88187150	1	24296	77090.4645	90	1	MEF2C	MEF2C	MEF2C	90	1
5_MACS_peak_6917_lociStitched	chr12	7045703	7081219	5	25429	70620.0144	91	1	ATN1,C12orf57,PTPN6,MIR200C,MIR141,EMG1,PHB2,SCARNA12	LRRC23,ENO2,LPCAT3	PTPN6	91	1
11_MACS_peak_34125_lociStitched	chr9	126074046	126117184	11	26504	64077.1852	92	1		CRB2,STRBP,MIR601	CRB2	92	1
5_MACS_peak_19907_lociStitched	chr20	32423888	32452651	5	27117	58561.468	93	1	CHMP4B		CHMP4B	93	1
6_MACS_peak_787_lociStitched	chr1	40029678	40072921	6	26039	64782.3383	94	1	PABPC4,SNORA55	PPIEL,HEYL	PABPC4	94	1
3_MACS_peak_10588_lociStitched	chr15	40385733	40409301	3	22518	82268.8176	95	1	BMF	BUB1B	BMF	95	1
5_MACS_peak_31671_lociStitched	chr8	33400561	33428406	5	24248	73594.335	96	1	RNF122	C8orf41,DUSP26	RNF122	96	1
9_MACS_peak_11462_lociStitched	chr15	93341832	93389285	9	24155	71858.0779	97	1		ASB9P1,LOC100507217	ASB9P1	97	1
1_MACS_peak_18864_lociStitched	chr2	182235837	182264523	1	28687	35570.64	98	1			ITGA4	98	1
2_MACS_peak_21063_lociStitched	chr22	23265911	23286220	2	20154	87675.9839	99	1		IGLL5	IGLL5	99	1
6_MACS_peak_4657_lociStitched	chr10	111640287	111683989	6	25765	60243.207	100	1	XPNPEP1		XPNPEP1	100	1
1_MACS_peak_18990_lociStitched	chr2	197021758	197044811	1	23054	74714.773	101	1	STK17B		STK17B	101	1
6_MACS_peak_30965_lociStitched	chr7	137659798	137694362	6	25400	61465.1612	102	1	CREB3L2		CREB3L2	102	1
3_MACS_peak_6476_lociStitched	chr11	115078653	115102373	3	18833	90762.208	103	1	CADM1		CADM1	103	1
3_MACS_peak_34829_lociStitched	chrX	45608859	45641991	3	27485	44764.6452	104	1		MIR221,MIR222	MIR222	104	1
4_MACS_peak_11004_lociStitched	chr15	68478516	68503955	4	22003	77876.4107	105	1	PIAS1,CALML4,CLN6		CALML4	105	1
3_MACS_peak_14080_lociStitched	chr17	56405617	56430964	3	18017	92100.8592	106	1	BZRAP1,MIR142,SUPT4H1	MPO	MIR142	106	1
2_MACS_peak_9939_lociStitched	chr14	81930542	81957700	2	24629	63910.9214	107	1	SEL1L		SEL1L	107	1
1_MACS_peak_2066_lociStitched	chr1	156114184	156130530	1	16347	95861.117	108	1	SEMA4A	LMNA,SLC25A44	SEMA4A	108	1
2_MACS_peak_18861_lociStitched	chr2	182165054	182186081	2	20548	80394.6318	109	1			ITGA4	109	1
5_MACS_peak_15694_lociStitched	chr19	10511720	10547505	5	24355	60591.162	110	1	PDE4A,CDC37,MIR1181	PDE4A,TYK2	PDE4A	110	1
2_MACS_peak_7311_lociStitched	chr12	48195680	48215131	2	18628	86162.0947	111	1	HDAC7	SLC48A1,RAPGEF3	HDAC7	111	1
6_MACS_peak_4152_lociStitched	chr10	74003801	74037852	6	22269	71398.1368	112	1	DDIT4	ANAPC16,ASCC1	DDIT4	112	1
1_MACS_peak_2093_lociStitched	chr1	156708900	156723451	1	14552	97183.2188	113	1	MRPL24,HDGF	C1orf66,PRCC,CRABP2,ISG20L2	MRPL24	113	1
7_MACS_peak_28876_lociStitched	chr6	119762712	119798646	7	26686	36329.274	114	1			MAN1A1	114	1
1_MACS_peak_2017_lociStitched	chr1	154969641	154980094	1	10454	101842.5337	115	1	ZBTB7B	CKS1B,MIR4258,FLAD1,LENEP,DCST1,ADAM15,PBXIP1,PYGO2,SHC1,DCST2	ZBTB7B	115	1
4_MACS_peak_2866_lociStitched	chr1	209275728	209308767	4	22337	64753.1361	116	1			LOC642587	116	1
5_MACS_peak_5267_lociStitched	chr11	17161834	17192630	5	24170	53545.0052	117	1	PIK3C2A		PIK3C2A	117	1
5_MACS_peak_25558_lociStitched	chr5	6708218	6739056	5	24193	52202.5664	118	1	PAPD7	PAPD7	PAPD7	118	1
4_MACS_peak_10484_lociStitched	chr15	31635208	31661230	4	22552	62416.3692	119	1	KLF13		KLF13	119	1
3_MACS_peak_5822_lociStitched	chr11	65335760	65357917	3	17481	83897.4805	120	1	SSSCA1,FAM89B,EHBP1L1	SCYL1,PCNXL3,SIPA1,LTBP3,KCNK7,MAP3K11	EHBP1L1	120	1
6_MACS_peak_27789_lociStitched	chr6	27773254	27808644	6	24087	51064.231	121	1	HIST1H2AI,HIST1H3H,HIST1H2BM,HIST1H4J,HIST1H2BN,HIST1H2BL,HIST1H2AJ,HIST1H4K,HIST1H2AK	HIST1H2AL,HIST1H1B,HIST1H3I,HIST1H4L,HIST1H3J	HIST1H4J	121	1
6_MACS_peak_2492_lociStitched	chr1	182568033	182602700	6	23806	52693.84	122	1	LOC284648,RGS16	RNASEL,RGS8	LOC284648	122	1
6_MACS_peak_20054_lociStitched	chr20	37498038	37523844	6	20035	72889.047	123	1	PPP1R16B	FAM83D	FAM83D	123	1
2_MACS_peak_2704_lociStitched	chr1	200976905	200996905	2	19543	74288	124	1	KIF21B		KIF21B	124	1
1_MACS_peak_3690_lociStitched	chr10	22595371	22617010	1	21640	64629.2013	125	1	COMMD3,BMI1	SPAG6	COMMD3	125	1
3_MACS_peak_33973_lociStitched	chr9	112902821	112925228	3	21903	62533.4556	126	1	PALM2-AKAP2,AKAP2	C9orf152	AKAP2	126	1
6_MACS_peak_14442_lociStitched	chr17	76108278	76141392	6	22144	60933.0714	127	1	TMC8,TMC6	C17orf99,SYNGR2,AFMID,TK1	TMC6	127	1
3_MACS_peak_19343_lociStitched	chr2	227635282	227667052	3	21341	64467.684	128	1	IRS1	RHBDD1	IRS1	128	1
5_MACS_peak_23915_lociStitched	chr4	2786931	2815094	5	22482	57196.2367	129	1	SH3BP2	SH3BP2,ADD1,TNIP2	SH3BP2	129	1
4_MACS_peak_2062_lociStitched	chr1	156066059	156100802	4	22220	58739.9901	130	1	LMNA	ROBLD3,RAB25,SEMA4A,UBQLN4,MEX3A	LMNA	130	1
2_MACS_peak_12879_lociStitched	chr16	87883451	87905893	2	21943	60301.654	131	1	SLC7A5		SLC7A5	131	1
4_MACS_peak_6961_lociStitched	chr12	9872107	9897378	4	23175	51413.8495	132	1	CLECL1	CLEC2D,CD69	CLECL1	132	1
3_MACS_peak_16609_lociStitched	chr19	48876813	48902135	3	19983	66956.4324	133	1	SYNGR4,GRIN2D,KDELR1	EMP3,GRWD1,TMEM143	KDELR1	133	1
4_MACS_peak_27765_lociStitched	chr6	27088242	27116344	4	21379	59500.3646	134	1	HIST1H2AG,HIST1H4I,HIST1H2AH,MIR3143,HIST1H2BJ,HIST1H2BK		HIST1H2AG	134	1
3_MACS_peak_16403_lociStitched	chr19	42363029	42389599	3	20363	64644.81	135	1	RPS19,CD79A,ARHGEF1	DMRTC2,LYPD4	CD79A	135	1
8_MACS_peak_16406_lociStitched	chr19	42431690	42464189	8	21076	60964.8741	136	1	RABAC1	ARHGEF1,ATP1A3	RABAC1	136	1
2_MACS_peak_23894_lociStitched	chr4	1901158	1928142	2	24979	28959.2288	137	1	WHSC1	SCARNA22,LETM1	WHSC1	137	1
2_MACS_peak_28460_lociStitched	chr6	79773936	79794871	2	19825	66512.5885	138	1	PHIP		PHIP	138	1
1_MACS_peak_7544_lociStitched	chr12	57105148	57120281	1	15134	82184.2964	139	1	NACA	HSD17B6,PTGES3,PRIM1	NACA	139	1
3_MACS_peak_22798_lociStitched	chr3	112002667	112025827	3	19248	67270.536	140	1	SLC9A10	CD200	SLC9A10	140	1
2_MACS_peak_6570_lociStitched	chr11	120195212	120218978	2	18980	67752.1128	141	1	TMEM136,ARHGEF12		ARHGEF12	141	1
5_MACS_peak_8372_lociStitched	chr12	125382708	125413699	5	19764	63878.6492	142	1	UBC	SCARB1	UBC	142	1
6_MACS_peak_23106_lociStitched	chr3	133180365	133211752	6	18460	68954.1003	143	1	BFSP2		BFSP2	143	1
1_MACS_peak_19070_lociStitched	chr2	201979249	201994849	1	15601	79020.24	144	1	CFLAR	NDUFB3,FAM126B	CFLAR	144	1
3_MACS_peak_16321_lociStitched	chr19	39880515	39904540	3	18802	66472.37	145	1	MED29,ZFP36,PLEKHG2,PAF1	SAMD4B,SUPT5H,RPS16	ZFP36	145	1
4_MACS_peak_26257_lociStitched	chr5	88100545	88127380	4	22982	40595.988	146	1	MEF2C		MEF2C	146	1
2_MACS_peak_9323_lociStitched	chr14	23018151	23040230	2	20573	56683.4167	147	1	DAD1	ABHD4	DAD1	147	1
6_MACS_peak_11546_lociStitched	chr15	101660621	101692323	6	19726	61143.6474	148	1			CHSY1	148	1
4_MACS_peak_8294_lociStitched	chr12	122227049	122251740	4	18207	67878.0281	149	1	SETD1B,RHOF,LOC338799	HPD	LOC338799	149	1
1_MACS_peak_6614_lociStitched	chr11	122925752	122942607	1	16856	71638.8065	150	1	HSPA8	LOC341056	HSPA8	150	1
2_MACS_peak_2052_lociStitched	chr1	155899779	155920480	2	18259	65988.5777	151	1	RXFP4,KIAA0907,ARHGEF2	RIT1,SNORA42,SCARNA4	RXFP4	151	1
2_MACS_peak_8645_lociStitched	chr13	35730664	35754947	2	22187	43243.1664	152	1	NBEA		NBEA	152	1
5_MACS_peak_2211_lociStitched	chr1	161409357	161442030	5	22386	41265.999	153	1		FCGR2A	FCGR2A	153	1
3_MACS_peak_5814_lociStitched	chr11	65254110	65278935	3	20709	51807.2925	154	1	MALAT1	MIR612,SCYL1,LTBP3	MALAT1	154	1
2_MACS_peak_20494_lociStitched	chr20	62357407	62372457	2	14836	76931.085	155	1	ZGPAT,LIME1,SLC2A4RG	TNFRSF6B,ARFRP1	LIME1	155	1
1_MACS_peak_20135_lociStitched	chr20	43269222	43282603	1	13382	80841.3115	156	1	ADA	LOC79015	ADA	156	1
4_MACS_peak_5776_lociStitched	chr11	64611732	64635228	4	19076	59529.4656	157	1	CDC42BPG,EHD1	MAP4K2,MEN1,MIR192,MIR194-2,ATG2A	CDC42BPG	157	1
7_MACS_peak_25460_lociStitched	chr4	190991213	191014057	7	21694	43047.2336	158	1	DUX4L6,DUX4L5,DUX2,DUX4L4,DUX4	DUX4L2,FRG2	DUX4L4	158	1
4_MACS_peak_1973_lociStitched	chr1	153928228	153951884	4	15592	73357.256	159	1	CREB3L4,CRTC2,SLC39A1,JTB	RPS27,GATAD2B,DENND4B,RAB13	SLC39A1	159	1
8_MACS_peak_15788_lociStitched	chr19	12885698	12918444	8	18671	61002.5234	160	1	JUNB,RNASEH2A,HOOK2,PRDX2	ASNA1,BEST2,MAST1,C19orf43,RTBDN	JUNB	160	1
5_MACS_peak_19794_lociStitched	chr20	25261452	25293004	5	20548	50663.0464	161	1	PYGB,ABHD12		PYGB	161	1
2_MACS_peak_31784_lociStitched	chr8	42738786	42757604	2	18574	61164.1454	162	1	HOOK3,RNF170	THAP1	RNF170	162	1
6_MACS_peak_13843_lociStitched	chr17	43504778	43531949	6	19851	54211.5792	163	1	SH3D20,PLEKHM1	ARHGAP27,MIR4315-1	SH3D20	163	1
7_MACS_peak_14915_lociStitched	chr18	34998665	35031415	7	21621	41923.275	164	1	CELF4		CELF4	164	1
7_MACS_peak_2111_lociStitched	chr1	157455878	157496280	7	20420	47484.4706	165	1	FCRL5		FCRL5	165	1
6_MACS_peak_16661_lociStitched	chr19	49945554	49978433	6	19683	51495.0898	166	1	ALDH16A1,FLT3LG,PIH1D1	LOC645971,RPL13AP5,SNORD32A,SNORD33,SNORD34,SNORD35A,RPS11,SNORD35B,FCGRT,PTH2,SLC17A7,MIR150	ALDH16A1	166	1
7_MACS_peak_18747_lociStitched	chr2	173443423	173473095	7	21656	37184.9504	167	1	PDK1		PDK1	167	1
3_MACS_peak_15413_lociStitched	chr19	2081586	2097874	3	15022	71444.0544	168	1	IZUMO4,MOBKL2A	MKNK2	MOBKL2A	168	1
4_MACS_peak_6220_lociStitched	chr11	93253551	93277491	4	21047	41224.68	169	1	C11orf75		C11orf75	169	1
3_MACS_peak_30597_lociStitched	chr7	102063868	102087243	3	16205	66733.2875	170	1	PRKRIP1,ORAI2	LRWD1,ALKBH4,POLR2J	ORAI2	170	1
3_MACS_peak_4161_lociStitched	chr10	74075271	74097689	3	17962	59253.0158	171	1	DNAJB12	DDIT4	DNAJB12	171	1
4_MACS_peak_14398_lociStitched	chr17	74474563	74503258	4	18144	58351.2825	172	1	RHBDF2	AANAT,PRCD,UBE2O,CYGB	RHBDF2	172	1
3_MACS_peak_27376_lociStitched	chr6	388004	412809	3	18028	58874.6675	173	1	IRF4		IRF4	173	1
9_MACS_peak_28211_lociStitched	chr6	45506022	45530435	9	22025	27689.2246	174	1	RUNX2		RUNX2	174	1
6_MACS_peak_34079_lociStitched	chr9	123630121	123667134	6	19018	51644.2389	175	1	PHF19,TRAF1	LOC253039,PSMD5	PHF19	175	1
3_MACS_peak_10070_lociStitched	chr14	94421496	94447142	3	20541	41233.6388	176	1	ASB2	FAM181A,C14orf48,OTUB2,C14orf86	ASB2	176	1
3_MACS_peak_21942_lociStitched	chr3	31473437	31504054	3	21882	27451.2022	177	1			STT3B	177	1
2_MACS_peak_3526_lociStitched	chr10	11203886	11224830	2	16183	63841.5008	178	1	CELF2		CELF2	178	1
1_MACS_peak_26379_lociStitched	chr5	100223360	100241612	1	18253	53567.7948	179	1	ST8SIA4		ST8SIA4	179	1
1_MACS_peak_24292_lociStitched	chr4	40191734	40210642	1	18909	48837.4732	180	1	RHOH		RHOH	180	1
5_MACS_peak_5855_lociStitched	chr11	65902145	65936958	5	19731	43140.2696	181	1	PACS1		PACS1	181	1
4_MACS_peak_24033_lociStitched	chr4	10093088	10120228	4	18109	52838.866	182	1	WDR1	MIR3138	WDR1	182	1
1_MACS_peak_13835_lociStitched	chr17	43296399	43309147	1	12749	73038.3912	183	1	FMNL1	LOC100133991,C17orf46	FMNL1	183	1
2_MACS_peak_21679_lociStitched	chr3	5222741	5242392	2	19053	45926.3521	184	1	EDEM1		EDEM1	184	1
8_MACS_peak_10580_lociStitched	chr15	40328095	40362984	8	18410	49800.5586	185	1	SRP14	BMF	SRP14	185	1
5_MACS_peak_27874_lociStitched	chr6	30683392	30712962	5	18943	46389.416	186	1	TUBB,MDC1,FLOT1,IER3	DHX16,KIAA1949,NRM	TUBB	186	1
6_MACS_peak_22121_lociStitched	chr3	46317590	46341863	6	21036	28399.41	187	1		CCR3	CCR3	187	1
2_MACS_peak_3251_lociStitched	chr1	234729412	234749134	2	16537	58349.5092	188	1	IRF2BP2	NCRNA00184	IRF2BP2	188	1
2_MACS_peak_35168_lociStitched	chrX	81333360	81359550	2	20918	27358.074	189	1			HMGN5	189	1
1_MACS_peak_12903_lociStitched	chr16	89032202	89046263	1	14062	66422.7579	190	1	CBFA2T3	CBFA2T3	CBFA2T3	190	1
6_MACS_peak_13008_lociStitched	chr17	2140071	2172158	6	17879	49407.5626	191	1	SMG6	SRR	SMG6	191	1
