#H929_H3K27ac_peaks Enhancers
#Created from /data/projects/IRF4_mm_trn_data/myeloma_public_data/rose/H929_H3K27ac_ROSE/H929_H3K27ac_peaks_6KB_STITCHED_ENHANCER_REGION_MAP.txt
#Ranked by H929_jia.bam
#Using cutoff of 17919.36 for Super-Enhancers
#Created on Jul 16 2024 
REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	H929_jia.bam	enhancerRank	isSuperStretch
5_MACS_peak_32349_lociStitched	chr8	98634581	98675116	5	39382	143611.4515	23	1
7_MACS_peak_16291_lociStitched	chr19	39137374	39186991	7	40920	134199.0999	24	1
2_MACS_peak_1883_lociStitched	chr1	150531292	150554189	2	22844	189088.0054	25	1
4_MACS_peak_2179_lociStitched	chr1	160673361	160719132	4	34905	156944.1819	26	1
6_MACS_peak_26644_lociStitched	chr5	131789423	131842687	6	40514	131913.6224	27	1
6_MACS_peak_14322_lociStitched	chr17	72732198	72782200	6	41178	122044.8816	28	1
5_MACS_peak_2105_lociStitched	chr1	157132958	157169896	5	29729	165711.2556	29	1
4_MACS_peak_28752_lociStitched	chr6	109186250	109228564	4	36532	142881.6838	30	1
4_MACS_peak_21161_lociStitched	chr22	29183513	29227412	4	39303	130634.6442	31	1
4_MACS_peak_8329_lociStitched	chr12	123344730	123387339	4	35516	142071.1887	32	1
4_MACS_peak_1989_lociStitched	chr1	154370039	154400837	4	27375	167482.6038	33	1
10_MACS_peak_2825_lociStitched	chr1	206849029	206916787	10	45891	82285.3152	34	1
5_MACS_peak_28564_lociStitched	chr6	90048565	90086102	5	34719	138725.4909	35	1
3_MACS_peak_2054_lociStitched	chr1	155929545	155960053	3	25628	166613.3404	36	1
6_MACS_peak_32152_lociStitched	chr8	81032226	81084673	6	38567	117906.1007	37	1
1_MACS_peak_17153_lociStitched	chr2	20403114	20425865	1	22752	166926.3621	38	1
2_MACS_peak_30350_lociStitched	chr7	83926607	83969447	2	42782	82882.548	39	1
4_MACS_peak_27237_lociStitched	chr5	173309853	173356880	4	42493	79701.3596	40	1
4_MACS_peak_7434_lociStitched	chr12	53573067	53616734	4	35808	118992.575	41	1
7_MACS_peak_15017_lociStitched	chr18	46439206	46480207	7	33314	124356.033	42	1
2_MACS_peak_28694_lociStitched	chr6	106530977	106560378	2	29135	137088.0427	43	1
7_MACS_peak_27287_lociStitched	chr5	176829437	176883742	7	31558	125949.5865	44	1
7_MACS_peak_11855_lociStitched	chr16	11794059	11838081	7	35617	106863.405	45	1
12_MACS_peak_4682_lociStitched	chr10	112146713	112189340	12	32719	118413.5433	46	1
3_MACS_peak_2957_lociStitched	chr1	215712931	215750246	3	34762	102004.284	47	1
2_MACS_peak_22568_lociStitched	chr3	79561600	79601183	2	39545	66087.7768	48	1
4_MACS_peak_5808_lociStitched	chr11	65183158	65225559	4	26810	131616.9441	49	1
6_MACS_peak_25681_lociStitched	chr5	26859132	26906694	6	35115	93630.5532	50	1
5_MACS_peak_32698_lociStitched	chr8	126285522	126328488	5	33979	98374.9536	51	1
5_MACS_peak_34021_lociStitched	chr9	117124692	117161523	5	33339	97966.7769	52	1
5_MACS_peak_32619_lociStitched	chr8	120906918	120950402	5	35561	84676.3932	53	1
3_MACS_peak_31582_lociStitched	chr8	27218260	27255143	3	30078	112246.0339	54	1
2_MACS_peak_32070_lociStitched	chr8	71498585	71530574	2	26603	124635.5418	55	1
2_MACS_peak_25693_lociStitched	chr5	27446155	27477269	2	29058	110532.485	56	1
7_MACS_peak_26511_lociStitched	chr5	118642399	118693729	7	33341	89042.151	57	1
2_MACS_peak_21060_lociStitched	chr22	23219750	23249185	2	27996	110604.956	58	1
6_MACS_peak_21355_lociStitched	chr22	38634809	38673649	6	31161	96497.98	59	1
2_MACS_peak_2551_lociStitched	chr1	184703830	184725893	2	21716	129004.5673	60	1
2_MACS_peak_14953_lociStitched	chr18	42283361	42314470	2	30705	91787.1045	61	1
5_MACS_peak_10259_lociStitched	chr14	106023104	106057873	5	31561	86199.3048	62	1
5_MACS_peak_17961_lociStitched	chr2	87753892	87800895	5	32470	78429.2058	63	1
2_MACS_peak_20312_lociStitched	chr20	52188014	52215876	2	27483	92635.5776	64	1
6_MACS_peak_2004_lociStitched	chr1	154820564	154864610	6	28283	87136.2018	65	1
2_MACS_peak_24665_lociStitched	chr4	90205066	90230214	2	25101	100466.26	66	1
2_MACS_peak_20569_lociStitched	chr21	19151675	19176353	2	23138	104264.55	67	1
2_MACS_peak_25729_lociStitched	chr5	32568504	32598537	2	29299	75914.4141	68	1
3_MACS_peak_29722_lociStitched	chr7	29694572	29726535	3	30336	67796.7193	69	1
2_MACS_peak_3682_lociStitched	chr10	22257572	22295169	2	31688	56478.2134	70	1
7_MACS_peak_27729_lociStitched	chr6	26330627	26371037	7	29075	74863.566	71	1
6_MACS_peak_26638_lociStitched	chr5	131744212	131774794	6	24592	96119.226	72	1
9_MACS_peak_24166_lociStitched	chr4	24162029	24209389	9	29627	67568.512	73	1
5_MACS_peak_10265_lociStitched	chr14	106143450	106176313	5	29726	66278.0984	74	1
8_MACS_peak_30584_lociStitched	chr7	101920960	101954800	8	26282	84951.936	75	1
3_MACS_peak_6403_lociStitched	chr11	111229413	111251951	3	22043	99827.5634	76	1
12_MACS_peak_26617_lociStitched	chr5	131400399	131453714	12	30393	55751.4955	77	1
3_MACS_peak_15816_lociStitched	chr19	13260004	13284701	3	20036	104974.5985	78	1
2_MACS_peak_987_lociStitched	chr1	51423645	51451459	2	23103	94378.4648	79	1
3_MACS_peak_16397_lociStitched	chr19	42035589	42062857	3	24737	85613.3396	80	1
2_MACS_peak_23504_lociStitched	chr3	171800213	171827163	2	26660	74489.8	81	1
2_MACS_peak_6573_lociStitched	chr11	120364419	120385248	2	19757	102374.535	82	1
3_MACS_peak_13265_lociStitched	chr17	16872254	16896035	3	21700	95923.0416	83	1
3_MACS_peak_17379_lociStitched	chr2	38808301	38840229	3	26300	75937.5552	84	1
2_MACS_peak_6703_lociStitched	chr11	128584776	128607466	2	22459	92380.066	85	1
4_MACS_peak_21810_lociStitched	chr3	15828346	15861008	4	28457	54672.9218	86	1
2_MACS_peak_10368_lociStitched	chr15	23657951	23685038	2	22772	86486.0823	87	1
5_MACS_peak_22803_lociStitched	chr3	112155054	112187762	5	26897	65317.876	88	1
8_MACS_peak_29832_lociStitched	chr7	38370492	38410286	8	27921	56547.274	89	1
1_MACS_peak_26261_lociStitched	chr5	88162855	88187150	1	24296	77090.4645	90	1
5_MACS_peak_6917_lociStitched	chr12	7045703	7081219	5	25429	70620.0144	91	1
11_MACS_peak_34125_lociStitched	chr9	126074046	126117184	11	26504	64077.1852	92	1
5_MACS_peak_19907_lociStitched	chr20	32423888	32452651	5	27117	58561.468	93	1
6_MACS_peak_787_lociStitched	chr1	40029678	40072921	6	26039	64782.3383	94	1
3_MACS_peak_10588_lociStitched	chr15	40385733	40409301	3	22518	82268.8176	95	1
5_MACS_peak_31671_lociStitched	chr8	33400561	33428406	5	24248	73594.335	96	1
9_MACS_peak_11462_lociStitched	chr15	93341832	93389285	9	24155	71858.0779	97	1
1_MACS_peak_18864_lociStitched	chr2	182235837	182264523	1	28687	35570.64	98	1
2_MACS_peak_21063_lociStitched	chr22	23265911	23286220	2	20154	87675.9839	99	1
6_MACS_peak_4657_lociStitched	chr10	111640287	111683989	6	25765	60243.207	100	1
1_MACS_peak_18990_lociStitched	chr2	197021758	197044811	1	23054	74714.773	101	1
6_MACS_peak_30965_lociStitched	chr7	137659798	137694362	6	25400	61465.1612	102	1
3_MACS_peak_6476_lociStitched	chr11	115078653	115102373	3	18833	90762.208	103	1
3_MACS_peak_34829_lociStitched	chrX	45608859	45641991	3	27485	44764.6452	104	1
4_MACS_peak_11004_lociStitched	chr15	68478516	68503955	4	22003	77876.4107	105	1
3_MACS_peak_14080_lociStitched	chr17	56405617	56430964	3	18017	92100.8592	106	1
2_MACS_peak_9939_lociStitched	chr14	81930542	81957700	2	24629	63910.9214	107	1
1_MACS_peak_2066_lociStitched	chr1	156114184	156130530	1	16347	95861.117	108	1
2_MACS_peak_18861_lociStitched	chr2	182165054	182186081	2	20548	80394.6318	109	1
5_MACS_peak_15694_lociStitched	chr19	10511720	10547505	5	24355	60591.162	110	1
2_MACS_peak_7311_lociStitched	chr12	48195680	48215131	2	18628	86162.0947	111	1
6_MACS_peak_4152_lociStitched	chr10	74003801	74037852	6	22269	71398.1368	112	1
1_MACS_peak_2093_lociStitched	chr1	156708900	156723451	1	14552	97183.2188	113	1
7_MACS_peak_28876_lociStitched	chr6	119762712	119798646	7	26686	36329.274	114	1
1_MACS_peak_2017_lociStitched	chr1	154969641	154980094	1	10454	101842.5337	115	1
4_MACS_peak_2866_lociStitched	chr1	209275728	209308767	4	22337	64753.1361	116	1
5_MACS_peak_5267_lociStitched	chr11	17161834	17192630	5	24170	53545.0052	117	1
5_MACS_peak_25558_lociStitched	chr5	6708218	6739056	5	24193	52202.5664	118	1
4_MACS_peak_10484_lociStitched	chr15	31635208	31661230	4	22552	62416.3692	119	1
3_MACS_peak_5822_lociStitched	chr11	65335760	65357917	3	17481	83897.4805	120	1
6_MACS_peak_27789_lociStitched	chr6	27773254	27808644	6	24087	51064.231	121	1
6_MACS_peak_2492_lociStitched	chr1	182568033	182602700	6	23806	52693.84	122	1
6_MACS_peak_20054_lociStitched	chr20	37498038	37523844	6	20035	72889.047	123	1
2_MACS_peak_2704_lociStitched	chr1	200976905	200996905	2	19543	74288	124	1
1_MACS_peak_3690_lociStitched	chr10	22595371	22617010	1	21640	64629.2013	125	1
3_MACS_peak_33973_lociStitched	chr9	112902821	112925228	3	21903	62533.4556	126	1
6_MACS_peak_14442_lociStitched	chr17	76108278	76141392	6	22144	60933.0714	127	1
3_MACS_peak_19343_lociStitched	chr2	227635282	227667052	3	21341	64467.684	128	1
5_MACS_peak_23915_lociStitched	chr4	2786931	2815094	5	22482	57196.2367	129	1
4_MACS_peak_2062_lociStitched	chr1	156066059	156100802	4	22220	58739.9901	130	1
2_MACS_peak_12879_lociStitched	chr16	87883451	87905893	2	21943	60301.654	131	1
4_MACS_peak_6961_lociStitched	chr12	9872107	9897378	4	23175	51413.8495	132	1
3_MACS_peak_16609_lociStitched	chr19	48876813	48902135	3	19983	66956.4324	133	1
4_MACS_peak_27765_lociStitched	chr6	27088242	27116344	4	21379	59500.3646	134	1
3_MACS_peak_16403_lociStitched	chr19	42363029	42389599	3	20363	64644.81	135	1
8_MACS_peak_16406_lociStitched	chr19	42431690	42464189	8	21076	60964.8741	136	1
2_MACS_peak_23894_lociStitched	chr4	1901158	1928142	2	24979	28959.2288	137	1
2_MACS_peak_28460_lociStitched	chr6	79773936	79794871	2	19825	66512.5885	138	1
1_MACS_peak_7544_lociStitched	chr12	57105148	57120281	1	15134	82184.2964	139	1
3_MACS_peak_22798_lociStitched	chr3	112002667	112025827	3	19248	67270.536	140	1
2_MACS_peak_6570_lociStitched	chr11	120195212	120218978	2	18980	67752.1128	141	1
5_MACS_peak_8372_lociStitched	chr12	125382708	125413699	5	19764	63878.6492	142	1
6_MACS_peak_23106_lociStitched	chr3	133180365	133211752	6	18460	68954.1003	143	1
1_MACS_peak_19070_lociStitched	chr2	201979249	201994849	1	15601	79020.24	144	1
3_MACS_peak_16321_lociStitched	chr19	39880515	39904540	3	18802	66472.37	145	1
4_MACS_peak_26257_lociStitched	chr5	88100545	88127380	4	22982	40595.988	146	1
2_MACS_peak_9323_lociStitched	chr14	23018151	23040230	2	20573	56683.4167	147	1
6_MACS_peak_11546_lociStitched	chr15	101660621	101692323	6	19726	61143.6474	148	1
4_MACS_peak_8294_lociStitched	chr12	122227049	122251740	4	18207	67878.0281	149	1
1_MACS_peak_6614_lociStitched	chr11	122925752	122942607	1	16856	71638.8065	150	1
2_MACS_peak_2052_lociStitched	chr1	155899779	155920480	2	18259	65988.5777	151	1
2_MACS_peak_8645_lociStitched	chr13	35730664	35754947	2	22187	43243.1664	152	1
5_MACS_peak_2211_lociStitched	chr1	161409357	161442030	5	22386	41265.999	153	1
3_MACS_peak_5814_lociStitched	chr11	65254110	65278935	3	20709	51807.2925	154	1
2_MACS_peak_20494_lociStitched	chr20	62357407	62372457	2	14836	76931.085	155	1
1_MACS_peak_20135_lociStitched	chr20	43269222	43282603	1	13382	80841.3115	156	1
4_MACS_peak_5776_lociStitched	chr11	64611732	64635228	4	19076	59529.4656	157	1
7_MACS_peak_25460_lociStitched	chr4	190991213	191014057	7	21694	43047.2336	158	1
4_MACS_peak_1973_lociStitched	chr1	153928228	153951884	4	15592	73357.256	159	1
8_MACS_peak_15788_lociStitched	chr19	12885698	12918444	8	18671	61002.5234	160	1
5_MACS_peak_19794_lociStitched	chr20	25261452	25293004	5	20548	50663.0464	161	1
2_MACS_peak_31784_lociStitched	chr8	42738786	42757604	2	18574	61164.1454	162	1
6_MACS_peak_13843_lociStitched	chr17	43504778	43531949	6	19851	54211.5792	163	1
7_MACS_peak_14915_lociStitched	chr18	34998665	35031415	7	21621	41923.275	164	1
7_MACS_peak_2111_lociStitched	chr1	157455878	157496280	7	20420	47484.4706	165	1
6_MACS_peak_16661_lociStitched	chr19	49945554	49978433	6	19683	51495.0898	166	1
7_MACS_peak_18747_lociStitched	chr2	173443423	173473095	7	21656	37184.9504	167	1
3_MACS_peak_15413_lociStitched	chr19	2081586	2097874	3	15022	71444.0544	168	1
4_MACS_peak_6220_lociStitched	chr11	93253551	93277491	4	21047	41224.68	169	1
3_MACS_peak_30597_lociStitched	chr7	102063868	102087243	3	16205	66733.2875	170	1
3_MACS_peak_4161_lociStitched	chr10	74075271	74097689	3	17962	59253.0158	171	1
4_MACS_peak_14398_lociStitched	chr17	74474563	74503258	4	18144	58351.2825	172	1
3_MACS_peak_27376_lociStitched	chr6	388004	412809	3	18028	58874.6675	173	1
9_MACS_peak_28211_lociStitched	chr6	45506022	45530435	9	22025	27689.2246	174	1
6_MACS_peak_34079_lociStitched	chr9	123630121	123667134	6	19018	51644.2389	175	1
3_MACS_peak_10070_lociStitched	chr14	94421496	94447142	3	20541	41233.6388	176	1
3_MACS_peak_21942_lociStitched	chr3	31473437	31504054	3	21882	27451.2022	177	1
2_MACS_peak_3526_lociStitched	chr10	11203886	11224830	2	16183	63841.5008	178	1
1_MACS_peak_26379_lociStitched	chr5	100223360	100241612	1	18253	53567.7948	179	1
1_MACS_peak_24292_lociStitched	chr4	40191734	40210642	1	18909	48837.4732	180	1
5_MACS_peak_5855_lociStitched	chr11	65902145	65936958	5	19731	43140.2696	181	1
4_MACS_peak_24033_lociStitched	chr4	10093088	10120228	4	18109	52838.866	182	1
1_MACS_peak_13835_lociStitched	chr17	43296399	43309147	1	12749	73038.3912	183	1
2_MACS_peak_21679_lociStitched	chr3	5222741	5242392	2	19053	45926.3521	184	1
8_MACS_peak_10580_lociStitched	chr15	40328095	40362984	8	18410	49800.5586	185	1
5_MACS_peak_27874_lociStitched	chr6	30683392	30712962	5	18943	46389.416	186	1
6_MACS_peak_22121_lociStitched	chr3	46317590	46341863	6	21036	28399.41	187	1
2_MACS_peak_3251_lociStitched	chr1	234729412	234749134	2	16537	58349.5092	188	1
2_MACS_peak_35168_lociStitched	chrX	81333360	81359550	2	20918	27358.074	189	1
1_MACS_peak_12903_lociStitched	chr16	89032202	89046263	1	14062	66422.7579	190	1
6_MACS_peak_13008_lociStitched	chr17	2140071	2172158	6	17879	49407.5626	191	1
5_MACS_peak_22301_lociStitched	chr3	52718440	52745771	5	18740	44052.1058	192	1
3_MACS_peak_30430_lociStitched	chr7	92436890	92466931	3	18293	46677.7058	193	1
5_MACS_peak_17384_lociStitched	chr2	38870718	38896551	5	18340	44784.0888	194	1
3_MACS_peak_1885_lociStitched	chr1	150580797	150603482	3	15501	59033.1755	195	1
2_MACS_peak_1986_lociStitched	chr1	154296395	154308364	2	9607	76042.6477	196	1
7_MACS_peak_29761_lociStitched	chr7	32766500	32798525	7	20342	27522.285	197	1
1_MACS_peak_29630_lociStitched	chr7	23502361	23518688	1	16328	55062.8075	198	1
7_MACS_peak_3136_lociStitched	chr1	228659384	228693958	7	16474	54364.1576	199	1
2_MACS_peak_20687_lociStitched	chr21	34599509	34617303	2	16398	54693.4178	200	1
5_MACS_peak_22112_lociStitched	chr3	46129539	46153831	5	18988	39073.682	201	1
6_MACS_peak_27915_lociStitched	chr6	31773395	31806616	6	19050	38403.476	202	1
3_MACS_peak_13144_lociStitched	chr17	7736622	7762869	3	17662	47360.0868	203	1
6_MACS_peak_13549_lociStitched	chr17	32688752	32719097	6	20105	27155.7405	204	1
1_MACS_peak_21108_lociStitched	chr22	24819312	24833582	1	14271	61572.196	205	1
2_MACS_peak_6666_lociStitched	chr11	126172954	126189685	2	14495	60449.103	206	1
3_MACS_peak_20180_lociStitched	chr20	45171951	45192246	3	18439	39209.94	207	1
6_MACS_peak_34894_lociStitched	chrX	48790623	48816964	6	19029	34419.7847	208	1
1_MACS_peak_25728_lociStitched	chr5	32529864	32544536	1	14673	58707.0736	209	1
5_MACS_peak_2385_lociStitched	chr1	174165627	174196455	5	18624	36876.4536	210	1
2_MACS_peak_13697_lociStitched	chr17	38466936	38484604	2	17614	43558.6872	211	1
3_MACS_peak_10313_lociStitched	chr15	21975928	22002064	3	18977	32894.7696	212	1
3_MACS_peak_33270_lociStitched	chr9	33444437	33462874	3	14885	56822.834	213	1
1_MACS_peak_535_lociStitched	chr1	27018306	27033704	1	15399	54487.3628	214	1
4_MACS_peak_12172_lociStitched	chr16	29815039	29837710	4	16784	47683.9143	215	1
3_MACS_peak_3474_lociStitched	chr10	5929705	5950179	3	16828	46635.6772	216	1
2_MACS_peak_27194_lociStitched	chr5	171599905	171616308	2	15095	55035.3456	217	1
4_MACS_peak_6540_lociStitched	chr11	118954903	118980525	4	15033	55194.9124	218	1
2_MACS_peak_18859_lociStitched	chr2	182128538	182147051	2	18346	35980.0155	219	1
4_MACS_peak_3716_lociStitched	chr10	24735154	24756561	4	18303	35963.76	220	1
1_MACS_peak_25680_lociStitched	chr5	26750146	26769589	1	19444	24214.3122	221	1
5_MACS_peak_35028_lociStitched	chrX	64905295	64927044	5	19182	26794.768	222	1
3_MACS_peak_2176_lociStitched	chr1	160633864	160656721	3	18063	36194.0595	223	1
6_MACS_peak_10362_lociStitched	chr15	23603456	23631966	6	16421	46585.34	224	1
5_MACS_peak_21534_lociStitched	chr22	45622006	45647749	5	17432	40089.5739	225	1
2_MACS_peak_20462_lociStitched	chr20	61272674	61291033	2	16122	47610.3947	226	1
4_MACS_peak_1530_lociStitched	chr1	110331260	110350602	4	15605	50153.806	227	1
4_MACS_peak_11118_lociStitched	chr15	75063110	75083753	4	15808	49124.1471	228	1
3_MACS_peak_1555_lociStitched	chr1	111170742	111191081	3	13312	59436.6597	229	1
4_MACS_peak_7683_lociStitched	chr12	69195273	69216459	4	17773	37092.4488	230	1
3_MACS_peak_10305_lociStitched	chr15	20969690	20995406	3	18440	31216.6524	231	1
5_MACS_peak_3500_lociStitched	chr10	7510926	7535653	5	17961	34622.7454	232	1
6_MACS_peak_22707_lociStitched	chr3	101393699	101427079	6	18194	32128.25	233	1
1_MACS_peak_4265_lociStitched	chr10	81000776	81011208	1	10433	66884.768	234	1
6_MACS_peak_28036_lociStitched	chr6	36081143	36116280	6	15691	48035.7927	235	1
4_MACS_peak_18776_lociStitched	chr2	175442756	175468323	4	16918	40516.0249	236	1
1_MACS_peak_23317_lociStitched	chr3	151985367	152002782	1	17416	36984.2355	237	1
2_MACS_peak_11867_lociStitched	chr16	12055510	12072507	2	14166	54206.8324	238	1
4_MACS_peak_13983_lociStitched	chr17	48223371	48249184	4	15261	49367.3625	239	1
3_MACS_peak_1396_lociStitched	chr1	93408722	93428770	3	18130	30657.4016	240	1
4_MACS_peak_5849_lociStitched	chr11	65811966	65839746	4	16359	43411.806	241	1
1_MACS_peak_7823_lociStitched	chr12	89737514	89749223	1	11710	62476.8822	242	1
3_MACS_peak_22406_lociStitched	chr3	61545604	61563159	3	15754	46325.8895	243	1
4_MACS_peak_21631_lociStitched	chr22	50962220	50984713	4	15217	48827.8044	244	1
2_MACS_peak_21092_lociStitched	chr22	24176492	24192289	2	14549	51780.9863	245	1
4_MACS_peak_25710_lociStitched	chr5	32153587	32175873	4	16434	41556.7042	246	1
7_MACS_peak_20735_lociStitched	chr21	36577795	36608850	7	18184	27949.5	247	1
5_MACS_peak_34494_lociStitched	chr9	141090494	141121955	5	18165	27647.9268	248	1
4_MACS_peak_27242_lociStitched	chr5	173483980	173508784	4	16808	38533.014	249	1
2_MACS_peak_34296_lociStitched	chr9	132244341	132261098	2	13015	56300.1686	250	1
1_MACS_peak_2316_lociStitched	chr1	167595854	167603740	1	7887	69380.2394	251	1
3_MACS_peak_34574_lociStitched	chrX	10064966	10091932	3	16781	37226.563	252	1
2_MACS_peak_15040_lociStitched	chr18	47832786	47849222	2	14310	50611.3748	253	1
2_MACS_peak_31493_lociStitched	chr8	22296702	22315412	2	13255	54825.913	254	1
3_MACS_peak_35672_lociStitched	chrX	153232131	153253061	3	13707	53053.364	255	1
2_MACS_peak_6749_lociStitched	chr11	132214548	132232622	2	14247	50795.1696	256	1
2_MACS_peak_2286_lociStitched	chr1	165720960	165740266	2	13318	54452.573	257	1
5_MACS_peak_18195_lociStitched	chr2	112219215	112242290	5	17776	28421.4775	258	1
5_MACS_peak_10088_lociStitched	chr14	95965655	95991866	5	17091	33094.0086	259	1
6_MACS_peak_5752_lociStitched	chr11	63992473	64020494	6	16261	38666.1779	260	1
2_MACS_peak_19072_lociStitched	chr2	202040755	202061639	2	15562	41928.8068	261	1
2_MACS_peak_10813_lociStitched	chr15	55567938	55583472	2	15397	42699.8592	262	1
3_MACS_peak_11362_lociStitched	chr15	89158368	89185049	3	16558	35144.2132	263	1
3_MACS_peak_23319_lociStitched	chr3	152037821	152055509	3	16097	37305.7608	264	1
3_MACS_peak_13072_lociStitched	chr17	4836965	4855625	3	13834	49217.616	265	1
1_MACS_peak_13498_lociStitched	chr17	29634456	29649500	1	15045	43319.198	266	1
6_MACS_peak_15407_lociStitched	chr19	2031843	2062880	6	15011	43262.4743	267	1
6_MACS_peak_4974_lociStitched	chr10	135477833	135495958	6	16676	32364	268	1
1_MACS_peak_6993_lociStitched	chr12	12865963	12880702	1	14740	44441.0328	269	1
5_MACS_peak_21414_lociStitched	chr22	39823152	39847600	5	15753	38398.0288	270	1
2_MACS_peak_11884_lociStitched	chr16	14394763	14408710	2	11940	55398.8787	271	1
5_MACS_peak_7539_lociStitched	chr12	57071245	57095015	5	13649	48875.874	272	1
2_MACS_peak_8333_lociStitched	chr12	123409247	123423417	2	13936	47425.573	273	1
5_MACS_peak_23367_lociStitched	chr3	156381000	156405461	5	17170	26072.9799	274	1
2_MACS_peak_32512_lociStitched	chr8	107668561	107683286	2	14335	45385.395	275	1
2_MACS_peak_17493_lociStitched	chr2	46788557	46805197	2	16478	32131.84	276	1
6_MACS_peak_12573_lociStitched	chr16	67998507	68028402	6	16790	29377.8165	277	1
3_MACS_peak_20195_lociStitched	chr20	45976853	45990285	3	12712	52199.4384	278	1
4_MACS_peak_491_lociStitched	chr1	25869408	25889701	4	15246	39729.6354	279	1
4_MACS_peak_31596_lociStitched	chr8	27929718	27951783	4	14014	45297.2385	281	1
1_MACS_peak_14391_lociStitched	chr17	74257428	74269412	1	11985	53516.9488	282	1
6_MACS_peak_13745_lociStitched	chr17	40705928	40740290	6	15539	36337.815	283	1
3_MACS_peak_1892_lociStitched	chr1	150846491	150863914	3	14126	44317.1428	284	1
2_MACS_peak_799_lociStitched	chr1	40239261	40257023	2	12998	49246.9212	285	1
4_MACS_peak_27869_lociStitched	chr6	30639901	30660127	4	14039	44559.9006	286	1
5_MACS_peak_22902_lociStitched	chr3	121526461	121557997	5	15893	33361.9344	287	1
3_MACS_peak_16604_lociStitched	chr19	48822905	48838328	3	14520	41762.3994	288	1
4_MACS_peak_4694_lociStitched	chr10	112201541	112226806	4	14420	41816.1015	289	1
4_MACS_peak_6805_lociStitched	chr12	1097713	1117661	4	15031	38172.4928	290	1
1_MACS_peak_16017_lociStitched	chr19	19049227	19062774	1	13548	45615.4584	291	1
4_MACS_peak_5085_lociStitched	chr11	3874122	3893304	4	14741	39278.9814	292	1
5_MACS_peak_5894_lociStitched	chr11	66862129	66889924	5	14419	41028.1995	293	1
1_MACS_peak_32460_lociStitched	chr8	103817563	103828978	1	11416	53478.1335	294	1
1_MACS_peak_22737_lociStitched	chr3	104228133	104243190	1	15058	36773.7111	295	1
4_MACS_peak_1961_lociStitched	chr1	153747480	153770455	4	12869	47932.7425	296	1
4_MACS_peak_10017_lociStitched	chr14	91782037	91802384	4	16062	29271.1942	297	1
2_MACS_peak_19521_lociStitched	chr2	241498215	241510712	2	12057	50892.7828	298	1
7_MACS_peak_5255_lociStitched	chr11	16957028	16995563	7	16151	28165.2315	299	1
2_MACS_peak_415_lociStitched	chr1	23849062	23866764	2	13290	45711.8746	300	1
6_MACS_peak_23845_lociStitched	chr3	197863333	197895129	6	16573	23316.0068	301	1
4_MACS_peak_27713_lociStitched	chr6	26183983	26207457	4	14503	39269.6546	302	1
2_MACS_peak_6021_lociStitched	chr11	72850484	72869475	2	13029	46598.2167	303	1
1_MACS_peak_7396_lociStitched	chr12	51711781	51724503	1	12723	47595.5464	304	1
