GENE_ID	locusLine	bin_1_37_0EXP_0229Kronos_MM1S-KB-1hr-1_Input_hs_i80.bam
NM_018655	chr1(.):154961061-154971791	0.177
NM_001143687	chr1(.):155001281-155028406	0.1936
NR_024163	chr1(.):154942117-154956725	0.284
NM_144622	chr1(.):154986002-155011257	0.1616
NM_138300	chr1(.):154924501-154939258	0.2431
NR_036212	chr1(.):154943168-154953259	0.2989
NM_001018017	chr1(.):155153299-155167700	0.1795
NM_198883	chr1(.):155173489-155188624	0.1867
NM_007112	chr1(.):155160378-155182690	0.1924
NR_030281	chr1(.):155159967-155170063	0.17
NM_001005742	chr1(.):155199238-155219653	0.1878
NM_003993	chr1(.):155227658-155248281	0.2198
NM_181871	chr1(.):155254083-155275792	0.1559
NM_198264	chr1(.):155211995-155230274	0.1937
NM_052837	chr1(.):155220771-155237195	0.2021
NM_020897	chr1(.):155242373-155264638	0.1832
NM_001171812	chr1(.):155199238-155216066	0.1921
NM_000157	chr1(.):155199238-155216069	0.1921
NM_001135821	chr1(.):155273704-155295457	0.2161
NM_002004	chr1(.):155273538-155295457	0.2154
NM_005698	chr1(.):155220769-155237195	0.2021
NM_000298	chr1(.):155254083-155276225	0.1569
NM_006912	chr1(.):155862600-155886177	0.1658
NM_001162384	chr1(.):155911629-155953336	0.2086
NM_181885	chr1(.):155906479-155917625	0.2182
NM_004723	chr1(.):155911629-155952966	0.2088
NM_014949	chr1(.):155877835-155909188	0.2196
NR_002974	chr1(.):155884699-155894833	0.1915
NR_003005	chr1(.):155890748-155900877	0.2064
NM_003145	chr1(.):155973838-155995758	0.1924
NM_014655	chr1(.):156158729-156187587	0.2315
NM_007221	chr1(.):156177783-156214833	0.2216
NM_022367	chr1(.):156118321-156152542	0.2407
NM_001193302	chr1(.):156118368-156152542	0.2406
NM_001193301	chr1(.):156114734-156152542	0.2402
NM_005920	chr1(.):156428518-156475529	0.2182
NM_004494	chr1(.):156706898-156726543	0.2303
NM_001126051	chr1(.):156706898-156727024	0.2298
NM_001126050	chr1(.):156706898-156727240	0.2278
NM_030980	chr1(.):156687412-156702705	0.2339
NM_001878	chr1(.):156664407-156680375	0.1633
NM_001142560	chr1(.):156693262-156711752	0.2494
NM_145729	chr1(.):156702093-156715923	0.1873
NR_001560	chr1(.):157093153-157103463	0.1899
NM_005240	chr1(.):157097975-157113177	0.2209
NM_001145312	chr1(.):157089458-157113383	0.21
NM_001778	chr1(.):160643535-160686585	0.2213
NM_021181	chr1(.):160704076-160729601	0.2105
NM_001039711	chr1(.):161085768-161107478	0.2268
NM_016406	chr1(.):161118533-161133646	0.2304
NM_004550	chr1(.):161164104-161189184	0.2287
NM_000309	chr1(.):161131180-161146010	0.2005
NM_001643	chr1(.):161187082-161198418	0.2351
NM_001185094	chr1(.):161082907-161095984	0.2211
NM_003779	chr1(.):161136100-161152314	0.2207
NM_012475	chr1(.):161124253-161140516	0.2369
NM_001039712	chr1(.):161085768-161107256	0.2269
NM_005600	chr1(.):161082861-161095984	0.2208
NM_001185093	chr1(.):161082906-161095984	0.2211
NM_032174	chr1(.):161190832-161205407	0.2008
NM_001166159	chr1(.):161166936-161189184	0.2293
NM_005099	chr1(.):161154537-161173845	0.244
NM_004106	chr1(.):161180086-161194038	0.2055
NM_022371	chr1(.):179046111-179070129	0.2291
NM_001195216	chr1(.):197698138-197749623	0.177
NR_034150	chr1(.):203262885-203279453	0.2666
NM_006763	chr1(.):203269663-203283729	0.2293
NM_002023	chr1(.):203304751-203325289	0.1955
NM_002646	chr1(.):204386757-204464474	0.1632
NM_002393	chr1(.):204480510-204532248	0.2012
NM_001007544	chr1(.):206233871-206293647	0.1919
NM_148964	chr1(.):206312458-206337104	0.1283
NM_006893	chr1(.):206759973-206790904	0.1786
NM_182665	chr1(.):206725491-206767616	0.2135
NR_026817	chr1(.):207986723-208000941	0.2325
NR_029832	chr1(.):207970196-207980284	0.197
NR_029518	chr1(.):207970787-207980868	0.2053
NM_021194	chr1(.):211743380-211757099	0.2367
NM_001748	chr1(.):223895118-223968720	0.1731
NM_001146068	chr1(.):223884294-223968720	0.1723
NM_001136018	chr1(.):225992796-226038262	0.1783
NM_000120	chr1(.):226008001-226038262	0.1851
NM_020997	chr1(.):226068981-226081836	0.1745
NM_014698	chr1(.):226028232-226075420	0.2015
NM_013328	chr1(.):226102579-226116965	0.1757
NM_181441	chr1(.):228289379-228302013	0.2276
NR_037415	chr1(.):228279963-228290042	0.2106
NM_001024227	chr1(.):228265850-228291913	0.2298
NM_001024226	chr1(.):228265360-228291913	0.2277
NM_024319	chr1(.):228283427-228296022	0.2106
NM_001159390	chr1(.):228322928-228341655	0.1483
NM_182972	chr1(.):234735014-234750271	0.2673
NR_033927	chr1(.):234760056-234775526	0.1506
NM_030645	chr1(.):249099650-249125154	0.2167
NM_024836	chr1(.):249127529-249148714	0.1945
NM_001136036	chr1(.):249139202-249158125	0.1973
NM_001193328	chr1(.):249139202-249158315	0.1988
NR_036070	chr1(.):249115575-249125642	0.258
NM_014600	chr2(.):31451879-31496260	0.1102
NM_001083590	chr2(.):27250773-27269565	0.1235
NM_020458	chr2(.):47163312-47308275	0.13
NR_033872	chr2(.):70184394-70319147	0.1146
NR_015395	chr2(.):112119590-112257692	0.1351
NR_024373	chr2(.):112181885-112257692	0.1498
NM_001099289	chr2(.):109740996-110267207	0.0983
NM_015488	chr2(.):219130114-219216516	0.125
NM_022152	chr2(.):219133916-219162280	0.1606
NM_001012514	chr2(.):231724620-231748963	0.0857
NM_145693	chr2(.):11881739-11972533	0.1339
NM_005813	chr2(.):37472645-37549222	0.1437
NM_006449	chr2(.):37865742-37904326	0.1228
NM_019063	chr2(.):42391489-42564688	0.114
NM_012249	chr2(.):46764866-46816827	0.14
NM_022893	chr2(.):60679328-60785633	0.1068
NM_018014	chr2(.):60673301-60785633	0.1093
NM_014755	chr2(.):64853754-64886046	0.1422
NR_036586	chr2(.):65123973-65164581	0.1699
NM_002398	chr2(.):66657531-66804891	0.0971
NR_027749	chr2(.):74705199-74726691	0.1272
NM_003896	chr2(.):86061270-86121157	0.1297
NM_004836	chr2(.):88851258-88932094	0.1341
NM_020151	chr2(.):96845602-96879573	0.1206
NM_004027	chr2(.):99056320-99212496	0.1571
NM_001566	chr2(.):99056320-99203284	0.1583
NM_002410	chr2(.):135006829-135211468	0.1174
NR_024415	chr2(.):192537797-192558248	0.1586
NM_001031716	chr2(.):192537860-192558248	0.159
NM_004226	chr2(.):196993306-197041336	0.1368
NM_153697	chr2(.):197959194-198180521	0.1204
NM_001195144	chr2(.):197846385-198180521	0.1162
NM_001228	chr2(.):202093165-202157434	0.1417
NM_003879	chr2(.):201975889-202034003	0.1409
NM_001127184	chr2(.):201975815-202011323	0.157
NM_173822	chr2(.):201833440-201941392	0.1164
NM_033358	chr2(.):202093165-202151638	0.1446
NM_001167608	chr2(.):227695670-227868923	0.111
NM_022730	chr2(.):232646161-232678434	0.0715
NM_005737	chr2(.):235396685-235410693	0.078
NM_001137551	chr2(.):238595806-238695290	0.0626
NM_001137550	chr2(.):238531223-238695290	0.0599
NM_017844	chr2(.):241413838-241502405	0.0518
NM_001195381	chr2(.):241539824-241575676	0.0476
NM_002166	chr2(.):8817112-8829583	0.1579
NM_002997	chr2(.):20395557-20429927	0.1615
NM_001006946	chr2(.):20395557-20430194	0.1616
NM_004040	chr2(.):20641834-20654201	0.133
NM_178553	chr2(.):27354714-27367332	0.1323
NM_007046	chr2(.):27296434-27314265	0.1373
NM_001166239	chr2(.):27318461-27346773	0.1328
NM_001166240	chr2(.):27317220-27346995	0.1327
NM_013388	chr2(.):27348624-27362542	0.1379
NM_006488	chr2(.):27304610-27328619	0.1279
NM_001035507	chr2(.):27269490-27287403	0.1407
NM_021831	chr2(.):27269490-27298490	0.1432
NM_001166241	chr2(.):27317220-27338970	0.1301
NM_032604	chr2(.):27341656-27358680	0.1542
NM_175769	chr2(.):27366944-27380819	0.1374
NM_001134693	chr2(.):27288341-27299567	0.1489
NM_080592	chr2(.):27429898-27445046	0.1263
NM_001170795	chr2(.):27430218-27445046	0.1253
NM_021095	chr2(.):27417454-27440175	0.122
NM_001145122	chr2(.):31390921-31445411	0.1049
NM_012413	chr2(.):37566752-37605465	0.1642
NM_138370	chr2(.):42270160-42290668	0.1057
NM_006887	chr2(.):43444540-43458745	0.2039
NR_027251	chr2(.):43449349-43460994	0.1694
NM_080653	chr2(.):46733985-46752096	0.1077
NM_173074	chr2(.):46803412-46849251	0.1154
NM_014171	chr2(.):46839324-46857881	0.1203
NM_001171507	chr2(.):47124008-47148251	0.1366
NM_001171506	chr2(.):47124008-47148007	0.1369
NM_001171508	chr2(.):47124008-47173994	0.1317
NR_034023	chr2(.):64829445-64848616	0.107
NM_001193493	chr2(.):65210578-65256000	0.1313
NM_003038	chr2(.):65211494-65256000	0.131
NM_181784	chr2(.):65532984-65664656	0.1164
NM_001128210	chr2(.):65532984-65598931	0.1083
NM_006196	chr2(.):70309584-70321334	0.1735
NR_024444	chr2(.):70346167-70357448	0.1321
NM_053050	chr2(.):74694108-74704927	0.1169
NM_032779	chr2(.):74694958-74715357	0.1311
NM_001146158	chr2(.):74683183-74697537	0.1447
NM_001015056	chr2(.):74647987-74672710	0.1203
NM_012477	chr2(.):74680576-74693010	0.1683
NM_001145054	chr2(.):74636302-74649844	0.1385
NM_001015055	chr2(.):74647987-74674060	0.1184
NM_031288	chr2(.):74677198-74690087	0.1412
NM_032118	chr2(.):74643884-74657882	0.1278
NM_016170	chr2(.):74736595-74749275	0.1078
NM_001009812	chr2(.):74719643-74735443	0.1535
NM_032673	chr2(.):74727169-74739821	0.168
NR_024606	chr2(.):74724743-74737192	0.1724
NM_001042437	chr2(.):86061271-86099793	0.1203
NM_015425	chr2(.):86248450-86338278	0.1394
NM_017952	chr2(.):86328304-86374280	0.131
NR_026984	chr2(.):86242338-86255991	0.1291
NM_001193304	chr2(.):96910945-96936751	0.1454
NM_001037228	chr2(.):96900976-96912701	0.1382
NM_004804	chr2(.):96926883-96944900	0.1369
NR_026875	chr2(.):97158382-97178846	0.1148
NM_212481	chr2(.):97197463-97223371	0.1634
NR_024275	chr2(.):135201959-135217192	0.1057
NM_006186	chr2(.):157175943-157194287	0.0983
NM_004288	chr2(.):158266130-158305604	0.1482
NM_002610	chr2(.):173415778-173468862	0.1229
NM_002491	chr2(.):201931461-201955473	0.129
NM_001127183	chr2(.):201978386-202033841	0.143
NM_032974	chr2(.):202042620-202099110	0.1528
NM_001230	chr2(.):202042620-202091383	0.1465
NM_033356	chr2(.):202120222-202157434	0.1306
NM_001080125	chr2(.):202117753-202157434	0.132
NM_001077194	chr2(.):219120737-219133582	0.1283
NM_001087	chr2(.):219123851-219139893	0.1432
NM_022572	chr2(.):219182901-219216516	0.1014
NM_017431	chr2(.):219682105-219701512	0.0996
NM_025216	chr2(.):219740254-219763651	0.1724
NM_006522	chr2(.):219719545-219743954	0.1023
NM_006000	chr2(.):220110000-220123638	0.1777
NM_001042410	chr2(.):220089609-220106391	0.1196
NR_026909	chr2(.):220105200-220120059	0.1542
NM_018089	chr2(.):220089478-220106391	0.119
NR_003063	chr2(.):220112964-220141910	0.1375
NM_005689	chr2(.):220069493-220088672	0.1207
NM_024085	chr2(.):220079101-220099361	0.1266
NM_006736	chr2(.):220139039-220156622	0.1361
NM_138802	chr2(.):220066537-220079370	0.1108
NM_024506	chr2(.):220096502-220115131	0.1149
NM_001008910	chr2(.):220105191-220120059	0.1542
NR_029688	chr2(.):220153832-220163922	0.1256
NM_005544	chr2(.):227591032-227668506	0.1003
NM_001099285	chr2(.):232568234-232583250	0.0906
NM_002601	chr2(.):232592146-232650974	0.0636
NR_036052	chr2(.):232573023-232583105	0.0828
NR_031717	chr2(.):232751951-232762008	0.0532
NM_004735	chr2(.):238595806-238679558	0.0637
NM_022817	chr2(.):239147678-239202207	0.0663
NR_026923	chr2(.):239135326-239147985	0.0739
NM_001142853	chr2(.):239141907-239153681	0.0675
NR_026926	chr2(.):239128753-239145318	0.0595
NM_023083	chr2(.):241521132-241543526	0.062
NM_001033575	chr2(.):241494470-241508431	0.0753
NM_018226	chr2(.):241503103-241523143	0.0677
NM_003549	chr3(.):50325261-50341899	0.1578
NM_014674	chr3(.):5224358-5266650	0.1496
NM_016128	chr3(.):128963452-129001616	0.137
NM_003571	chr3(.):133113789-133199056	0.1304
NM_207294	chr3(.):152012193-152188569	0.115
NM_021038	chr3(.):151980828-152188568	0.1191
NM_001135095	chr3(.):171753343-172123492	0.176
NM_022763	chr3(.):171752417-172123492	0.1762
NM_181361	chr3(.):178249223-178567217	0.1454
NM_001134382	chr3(.):12933718-13119617	0.1173
NM_014869	chr3(.):12933718-13013960	0.1052
NM_144636	chr3(.):14148576-14171371	0.1502
NM_003884	chr3(.):20076523-20200896	0.1046
NM_182666	chr3(.):23842438-23937807	0.1182
NM_001024847	chr3(.):30642993-30740633	0.1258
NM_001123396	chr3(.):46390234-46405868	0.1536
NM_001174051	chr3(.):50395230-50545892	0.1013
NM_181042	chr3(.):52574367-52718739	0.1061
NM_018313	chr3(.):52574367-52724866	0.1091
NM_015541	chr3(.):66424220-66555845	0.1129
NM_007114	chr3(.):69063977-69106484	0.1108
NM_001009899	chr3(.):113362232-113420493	0.1174
NM_001690	chr3(.):113460865-113535905	0.1136
NM_002213	chr3(.):124476794-124611144	0.1215
NM_001134422	chr3(.):133287433-133314118	0.1694
NM_001134423	chr3(.):133288300-133314118	0.1706
NM_006506	chr3(.):141200925-141336197	0.1217
NM_001080412	chr3(.):141038054-141173632	0.1553
NM_016275	chr3(.):150316065-150353234	0.1411
NM_001190242	chr3(.):159969773-160106554	0.1424
NM_001190241	chr3(.):159969773-160122320	0.1511
NM_024665	chr3(.):176733541-176920048	0.1841
NM_005832	chr3(.):178271617-178567217	0.145
NM_130446	chr3(.):183200318-183278499	0.2244
NM_173216	chr3(.):186643314-186801341	0.187
NM_003032	chr3(.):186734664-186801341	0.202
NM_005524	chr3(.):193848933-193861396	0.2107
NM_003670	chr3(.):5016096-5031865	0.1311
NM_024334	chr3(.):14161439-14190180	0.1418
NR_027694	chr3(.):20016452-20058765	0.0882
NM_001295	chr3(.):46238199-46254832	0.1583
NM_001837	chr3(.):46278871-46313197	0.1148
NM_003965	chr3(.):46443720-46456014	0.1118
NM_001100168	chr3(.):46406632-46422697	0.1384
NM_001130910	chr3(.):46444048-46456014	0.1111
NM_003212	chr3(.):46614075-46628952	0.0913
NM_001174136	chr3(.):46611044-46628952	0.0942
NM_024512	chr3(.):46551877-46613011	0.1295
NM_031440	chr3(.):46534484-46547439	0.1325
NM_199074	chr3(.):49052907-49065926	0.1692
NM_199073	chr3(.):49053617-49065926	0.1707
NM_017730	chr3(.):49062141-49136504	0.1182
NM_177939	chr3(.):49022340-49049581	0.1246
NM_018031	chr3(.):49039636-49058386	0.1384
NM_000884	chr3(.):49056761-49071875	0.1792
NM_018114	chr3(.):49047434-49063467	0.1554
NM_199070	chr3(.):49054073-49065926	0.1716
NM_001009996	chr3(.):49047434-49061017	0.1576
NR_029690	chr3(.):49053050-49063142	0.1689
NR_029948	chr3(.):49052580-49062667	0.1682
NM_153215	chr3(.):50311517-50330545	0.1299
NM_006764	chr3(.):50320162-50335026	0.1343
NM_153282	chr3(.):50332319-50346004	0.131
NM_153281	chr3(.):50332319-50354812	0.1121
NM_007275	chr3(.):50357340-50370668	0.1645
NM_012191	chr3(.):50328832-50341712	0.1672
NM_003773	chr3(.):50350220-50365281	0.1404
NM_006545	chr3(.):50379918-50393486	0.1398
NM_007182	chr3(.):50362216-50383367	0.162
NM_007022	chr3(.):50383296-50396496	0.1385
NM_007024	chr3(.):50387179-50401939	0.1356
NM_015896	chr3(.):50373536-50388156	0.1686
NM_170712	chr3(.):50362216-50380664	0.1638
NM_170713	chr3(.):50362216-50379895	0.1649
NM_001010983	chr3(.):52723503-52745048	0.1592
NM_206825	chr3(.):52714935-52733510	0.1609
NR_003687	chr3(.):52719753-52729846	0.1802
NM_014041	chr3(.):52734856-52747197	0.1721
NR_003057	chr3(.):52721751-52731828	0.1621
NM_152932	chr3(.):52723503-52742622	0.1594
NR_003047	chr3(.):52718255-52728331	0.162
NM_001193533	chr3(.):52739795-52809965	0.1208
NM_198195	chr3(.):69098880-69134524	0.1316
NM_006407	chr3(.):69129089-69160239	0.1509
NM_198271	chr3(.):69151038-69176746	0.1228
NR_036087	chr3(.):69093108-69103186	0.1402
NM_006100	chr3(.):98446571-98518236	0.1497
NM_145037	chr3(.):101493028-101552075	0.1376
NM_001134456	chr3(.):101493285-101552075	0.1375
NM_001005474	chr3(.):101541833-101584869	0.1338
NM_025146	chr3(.):113432840-113470096	0.1402
NR_031687	chr3(.):125504246-125514395	0.1099
NM_001127196	chr3(.):128881657-128907810	0.1265
NM_020701	chr3(.):128841258-128885073	0.1073
NM_020187	chr3(.):128992683-129029135	0.1289
NM_001006109	chr3(.):128992816-129029135	0.1287
NM_006026	chr3(.):129028613-129040120	0.1961
NR_026991	chr3(.):129030113-129048412	0.1599
NR_027037	chr3(.):151975404-151992415	0.1425
NR_034008	chr3(.):156802669-156823924	0.2647
NR_034007	chr3(.):156794455-156845791	0.2152
NM_173084	chr3(.):160148290-160172626	0.1655
NR_029663	chr3(.):160117375-160127473	0.2034
NM_005496	chr3(.):160113346-160157741	0.1931
NM_001002800	chr3(.):160112429-160157741	0.1944
NR_029525	chr3(.):160117532-160127613	0.2011
NR_027622	chr3(.):169656771-169689522	0.2078
NM_182610	chr3(.):169624481-169661948	0.1756
NM_003262	chr3(.):169679579-169721161	0.1758
NM_198565	chr3(.):196361655-196393874	0.187
NM_014687	chr3(.):197393258-197468773	0.1941
NM_001145642	chr3(.):197393313-197481568	0.1935
NR_027840	chr3(.):197472260-197516317	0.176
NM_032288	chr3(.):197471623-197516317	0.1745
NR_030627	chr3(.):197396366-197406447	0.2131
NM_001011537	chr3(.):197471423-197516317	0.1742
NM_003215	chr4(.):48132799-48276814	0.129
NM_020859	chr4(.):77351252-77709405	0.1171
NM_144571	chr4(.):78629540-78745544	0.1128
NM_198281	chr4(.):90160428-90234161	0.1532
NM_006527	chr4(.):1689526-1719030	0.1267
NM_147127	chr4(.):5559145-5715294	0.1044
NM_001166136	chr4(.):5559145-5716275	0.1044
NM_153717	chr4(.):5707923-5821031	0.1092
NM_005112	chr4(.):10070962-10123573	0.1233
NM_016531	chr4(.):38660789-38708129	0.1225
NM_015173	chr4(.):37887719-38145794	0.1115
NR_026804	chr4(.):38609321-38671249	0.1022
NM_001098634	chr4(.):40420271-40636883	0.1144
NM_004310	chr4(.):40193526-40251281	0.1469
NM_001166693	chr4(.):87851153-88067206	0.1147
NM_024900	chr4(.):129725778-129790787	0.1187
NM_199320	chr4(.):129725778-129801379	0.1196
NM_002039	chr4(.):144252982-144400718	0.1312
NM_002199	chr4(.):185303875-185400726	0.1454
NM_031953	chr4(.):186126283-186290120	0.129
NM_001013622	chr4(.):1636607-1690718	0.0841
NM_001174070	chr4(.):1636607-1690988	0.0841
NM_001127266	chr4(.):1712678-1728084	0.1547
NM_006342	chr4(.):1718265-1751897	0.1117
NR_031688	chr4(.):9552788-9562937	0.1011
NR_036090	chr4(.):10075234-10085316	0.1047
NM_017581	chr4(.):40332468-40361973	0.1017
NM_001076	chr4(.):69398132-69439240	0.1054
NM_001077	chr4(.):69397902-69439245	0.1053
NM_001076	chr4(.):69507314-69541374	0.0909
NM_031889	chr4(.):71489460-71517536	0.1018
NM_144646	chr4(.):71516257-71537348	0.1525
NM_020368	chr4(.):71549195-71561268	0.1251
NM_014961	chr4(.):71582695-71664274	0.1038
NM_001130709	chr4(.):71565653-71660614	0.1048
NM_020236	chr4(.):78778804-78878944	0.109
NM_144645	chr4(.):87792357-87818575	0.0996
NM_014395	chr4(.):100732980-100796346	0.1323
NM_021970	chr4(.):100794494-100820703	0.1189
NM_003998	chr4(.):103417485-103543459	0.1305
NM_025212	chr4(.):105388342-105417467	0.1223
NM_002372	chr5(.):109020155-109208429	0.1292
NM_001131005	chr5(.):88009057-88204922	0.1265
NM_002397	chr5(.):88009057-88184283	0.1279
NM_001193349	chr5(.):88009057-88124744	0.1243
NM_001131055	chr5(.):175080039-175118245	0.1214
