#19_0EX5_0229Kronos_MM1S-KB-24hr-1_H3K27Ac_hs-dm_i39_peaks Enhancers
#Created from /data/projects/IRF4_mm_trn_data/p300_internal_ChIP/rose/19_0EX5_0229Kronos_MM1S-KB-24hr-1_H3K27Ac_hs-dm_i39_ROSE/19_0EX5_0229Kronos_MM1S-KB-24hr-1_H3K27Ac_hs-dm_i39_peaks_6KB_STITCHED_ENHANCER_REGION_MAP.txt
#Ranked by X19_0EX5_0229Kronos_MM1S.KB.24hr.1_H3K27Ac_hs.dm_i39.bam
#Using cutoff of 31149.3378 for Super-Enhancers
#Created on Jul 18 2024 
REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	X19_0EX5_0229Kronos_MM1S.KB.24hr.1_H3K27Ac_hs.dm_i39.bam	X43_0EXV_0229Kronos_MM1S.KB.24hr.1_Input_hs_i87.bam	enhancerRank	isSuperStretch
1_MACS_peak_15478_lociStitched	chr21	41324428	41344368	1	19941	175370.306	6691.864	65	1
5_MACS_peak_10770_lociStitched	chr17	76710836	76746757	5	26107	86986.2936	7004.595	66	1
7_MACS_peak_5064_lociStitched	chr12	7045436	7085640	7	25685	94953.8072	7502.0664	67	1
6_MACS_peak_10333_lociStitched	chr17	46528044	46571109	6	26304	76289.6475	7605.279	68	1
7_MACS_peak_16573_lociStitched	chr3	46317833	46347638	7	24808	108156.384	5993.7855	69	1
2_MACS_peak_12571_lociStitched	chr2	20397478	20426470	2	22665	132470.2464	5375.1168	70	1
1_MACS_peak_5161_lociStitched	chr12	12866113	12882138	1	16026	188989.235	3733.825	71	1
2_MACS_peak_421_lociStitched	chr1	31213892	31233399	2	19223	164389.3904	5021.1018	72	1
4_MACS_peak_19052_lociStitched	chr4	185317483	185350328	4	21733	137876.741	5810.2805	73	1
1_MACS_peak_18153_lociStitched	chr4	40191010	40209894	1	18885	167008.2076	4968.3804	74	1
4_MACS_peak_21467_lociStitched	chr6	90053970	90086121	4	23743	107323.2531	6102.2598	75	1
2_MACS_peak_4443_lociStitched	chr11	72850493	72870202	2	14808	194378.0416	4247.2895	76	1
4_MACS_peak_11497_lociStitched	chr19	2594883	2628808	4	18569	168977.0325	8437.1475	77	1
3_MACS_peak_10456_lociStitched	chr17	56405010	56431003	3	19080	162063.7557	6266.9123	78	1
3_MACS_peak_1318_lociStitched	chr1	145427057	145458011	3	20639	148582.2954	8911.6566	79	1
4_MACS_peak_6274_lociStitched	chr12	123354935	123387441	4	24673	76580.8854	3461.889	80	1
4_MACS_peak_2059_lociStitched	chr1	204474556	204501089	4	18603	164706.2508	7506.1857	81	1
3_MACS_peak_14927_lociStitched	chr20	37486601	37506394	3	14484	190947.0296	4053.6064	82	1
2_MACS_peak_1418_lociStitched	chr1	150532224	150553309	2	17630	171878.5945	7270.108	83	1
3_MACS_peak_282_lociStitched	chr1	24512099	24533983	3	16496	176901.5024	4788.2192	84	1
3_MACS_peak_8843_lociStitched	chr16	12052284	12072665	3	15519	181861.7011	4312.6196	85	1
1_MACS_peak_13948_lociStitched	chr2	182168182	182180648	1	12467	197930.1616	3026.7448	86	1
2_MACS_peak_15111_lociStitched	chr20	52193756	52216281	2	22172	114625.22	4318.0425	87	1
3_MACS_peak_11473_lociStitched	chr19	2073477	2098356	3	17568	168527.8581	7155.2004	89	1
4_MACS_peak_22863_lociStitched	chr7	90329828	90367856	4	21949	119617.074	7240.5312	90	1
7_MACS_peak_13475_lociStitched	chr2	112186541	112224502	7	24038	73682.301	5952.2848	91	1
4_MACS_peak_14054_lociStitched	chr2	197023866	197049025	4	22264	108681.8482	5301.0013	92	1
7_MACS_peak_7546_lociStitched	chr14	95945672	95986076	7	24572	51131.262	3462.6228	93	1
4_MACS_peak_22046_lociStitched	chr6	157976074	158007229	4	19981	127526.7615	3025.1505	94	1
3_MACS_peak_13025_lociStitched	chr2	65156905	65178675	3	15394	168192.843	5370.659	95	1
2_MACS_peak_1563_lociStitched	chr1	156115471	156137026	2	20425	118427.481	6250.95	96	1
2_MACS_peak_9274_lociStitched	chr16	66548991	66560966	2	11784	186384.8875	3094.34	97	1
5_MACS_peak_7426_lociStitched	chr14	81930568	81956825	5	21199	100511.796	2602.0687	98	1
1_MACS_peak_20816_lociStitched	chr6	25402633	25415553	1	12921	179197.816	3824.32	99	1
7_MACS_peak_9303_lociStitched	chr16	67554806	67601645	7	22181	82071.2958	7484.8722	100	1
1_MACS_peak_14119_lociStitched	chr2	201979961	201995040	1	15080	163760.9558	3707.9261	101	1
2_MACS_peak_7848_lociStitched	chr15	40386543	40408980	2	17487	142890.0345	5207.6277	102	1
4_MACS_peak_19728_lociStitched	chr5	88595650	88617568	4	15878	154324.638	4767.165	103	1
3_MACS_peak_9219_lociStitched	chr16	56963199	56986159	3	21240	86414.552	5140.744	104	1
2_MACS_peak_16938_lociStitched	chr3	98476711	98497254	2	19504	114143.0709	4490.6998	105	1
4_MACS_peak_15538_lociStitched	chr21	45552529	45580787	4	18112	131659.6736	7491.1958	106	1
4_MACS_peak_11812_lociStitched	chr19	16243489	16272511	4	21291	80832.0744	5485.158	107	1
2_MACS_peak_3913_lociStitched	chr11	19449794	19466107	2	14590	159453.0498	4285.4251	108	1
2_MACS_peak_25286_lociStitched	chr9	112903311	112925394	2	21612	70707.5577	4878.1347	109	1
4_MACS_peak_2615_lociStitched	chr10	7511277	7535982	4	16738	140195.934	4125.735	110	1
4_MACS_peak_16278_lociStitched	chr3	13035585	13061703	4	17960	128124.4608	5696.3358	111	1
4_MACS_peak_2899_lociStitched	chr10	45913488	45934445	4	15510	146164.5965	4122.2419	112	1
3_MACS_peak_8970_lociStitched	chr16	23343191	23363483	3	12677	163628.6004	4161.8892	113	1
3_MACS_peak_23511_lociStitched	chr8	2027199	2050874	3	18230	114305.2675	4744.47	114	1
2_MACS_peak_16821_lociStitched	chr3	69128287	69155119	2	20387	77031.9888	4684.8672	115	1
1_MACS_peak_19723_lociStitched	chr5	88110330	88130795	1	20466	71566.105	4704.9035	116	1
3_MACS_peak_5464_lociStitched	chr12	48196318	48218914	3	17384	119948.6064	4164.4428	117	1
1_MACS_peak_19044_lociStitched	chr4	185200807	185211504	1	10698	169702.5565	3083.9451	118	1
3_MACS_peak_12068_lociStitched	chr19	39880468	39903982	3	18649	101867.3508	4636.9608	119	1
4_MACS_peak_1632_lociStitched	chr1	160633667	160655970	4	14900	142578.6184	5734.1013	120	1
3_MACS_peak_14593_lociStitched	chr20	5567123	5592251	3	20764	56178.6696	5018.0616	121	1
1_MACS_peak_19724_lociStitched	chr5	88170831	88187059	1	16229	126580.0228	4290.6832	122	1
4_MACS_peak_20981_lociStitched	chr6	31773542	31805529	4	20503	51668.6011	5172.2979	123	1
3_MACS_peak_1574_lociStitched	chr1	156450347	156476054	3	19873	70789.3659	6838.062	124	1
4_MACS_peak_1393_lociStitched	chr1	149802913	149834081	4	17703	108558.144	8437.1776	125	1
5_MACS_peak_13324_lociStitched	chr2	97190536	97220555	5	18660	91524.9291	5907.7392	126	1
6_MACS_peak_8608_lociStitched	chr15	101661389	101692432	6	18611	87882.733	5680.869	127	1
3_MACS_peak_10728_lociStitched	chr17	75131258	75147023	3	14790	131446.9935	3556.584	128	1
5_MACS_peak_10055_lociStitched	chr17	34408835	34432682	5	19198	74595.8007	5091.3345	129	1
2_MACS_peak_1499_lociStitched	chr1	154374796	154394633	2	16593	114183.7557	5947.1326	130	1
4_MACS_peak_1873_lociStitched	chr1	183856334	183885880	4	16316	117596.0346	6963.9922	131	1
2_MACS_peak_19301_lociStitched	chr5	32570727	32593357	2	17040	105924.241	4283.859	132	1
5_MACS_peak_17479_lociStitched	chr3	160116024	160140920	5	19444	64107.2	6072.1344	133	1
5_MACS_peak_13011_lociStitched	chr2	64862611	64896045	5	18963	73437.781	6185.29	134	1
3_MACS_peak_20813_lociStitched	chr6	25365943	25390452	3	18787	76122.5031	5313.5512	135	1
1_MACS_peak_22816_lociStitched	chr7	78113596	78128339	1	14744	127352.9826	3582.549	136	1
6_MACS_peak_15132_lociStitched	chr20	52530721	52566871	6	18722	76066.83	5798.46	137	1
2_MACS_peak_16571_lociStitched	chr3	46245378	46257468	2	11223	151481.655	3604.029	138	1
4_MACS_peak_15992_lociStitched	chr22	39823009	39846185	4	14132	129966.3728	4320.0064	140	1
5_MACS_peak_13277_lociStitched	chr2	88891738	88928516	5	19632	45983.5334	6859.097	141	1
4_MACS_peak_6911_lociStitched	chr13	115023317	115048805	4	18176	79453.7424	4536.864	142	1
3_MACS_peak_8070_lociStitched	chr15	56644857	56667117	3	14635	124023.816	4260.564	143	1
5_MACS_peak_7393_lociStitched	chr14	77487948	77510576	5	18174	72647.194	2172.288	144	1
5_MACS_peak_10636_lociStitched	chr17	72733353	72756911	5	18944	55457.8878	4400.6344	145	1
5_MACS_peak_8486_lociStitched	chr15	89646577	89675159	5	16909	91836.8242	5281.9536	146	1
1_MACS_peak_22639_lociStitched	chr7	55569172	55586521	1	17350	78363.6981	3448.9812	147	1
2_MACS_peak_3511_lociStitched	chr10	112112577	112122550	2	8237	155292.5749	2820.3644	148	1
2_MACS_peak_9994_lociStitched	chr17	29634890	29651089	2	15583	100456.4786	3325.6547	150	1
3_MACS_peak_19449_lociStitched	chr5	55436890	55453730	3	16654	81148.592	3357.896	151	1
6_MACS_peak_7841_lociStitched	chr15	40329818	40358692	6	16738	80971.3582	5012.5264	152	1
4_MACS_peak_7813_lociStitched	chr15	38360773	38380748	4	12224	129058.475	3731.33	153	1
1_MACS_peak_11305_lociStitched	chr18	60821853	60831638	1	9786	143384.4975	2798.51	154	1
2_MACS_peak_15280_lociStitched	chr21	19151751	19169545	2	16039	87615.8766	3747.4164	155	1
3_MACS_peak_12869_lociStitched	chr2	47526762	47550759	3	14847	103851.8169	4672.2159	156	1
3_MACS_peak_21608_lociStitched	chr6	109214006	109229015	3	14873	101821.056	3169.9008	157	1
3_MACS_peak_14285_lociStitched	chr2	219742937	219763407	3	16598	78318.22	3764.433	158	1
3_MACS_peak_16567_lociStitched	chr3	46130315	46153674	3	15839	89485.9931	4456.8972	159	1
5_MACS_peak_14124_lociStitched	chr2	202072799	202102140	5	17823	51346.75	5692.154	160	1
2_MACS_peak_22640_lociStitched	chr7	55595455	55606035	2	9661	140521.444	2711.654	161	1
2_MACS_peak_1552_lociStitched	chr1	155931001	155952170	2	15505	93010.2353	5300.7176	162	1
5_MACS_peak_22494_lociStitched	chr7	38383783	38408588	5	18024	39521.8065	5402.529	163	1
1_MACS_peak_6894_lociStitched	chr13	114555983	114568057	1	12075	124973.1444	3363.8164	164	1
1_MACS_peak_12804_lociStitched	chr2	43444121	43456980	1	12860	117879.7389	3177.4589	165	1
2_MACS_peak_26009_lociStitched	chrX	48790023	48805954	2	14978	94529.7747	1704.617	166	1
5_MACS_peak_14165_lociStitched	chr2	204548204	204574195	5	15379	91516.9101	5328.155	167	1
1_MACS_peak_12530_lociStitched	chr2	11883573	11898271	1	14699	98304.6334	3568.6744	168	1
2_MACS_peak_24109_lociStitched	chr8	81046393	81062875	2	16163	77315.4138	3416.7186	169	1
3_MACS_peak_16408_lociStitched	chr3	30682803	30703435	3	17578	45883.5048	3975.7864	170	1
5_MACS_peak_8954_lociStitched	chr16	22194935	22219362	5	17370	48680.5683	5332.4141	171	1
5_MACS_peak_5905_lociStitched	chr12	92930595	92951282	5	15770	81097.1774	4464.2546	172	1
4_MACS_peak_14995_lociStitched	chr20	43672187	43693644	4	15448	85160.6873	4085.4128	173	1
2_MACS_peak_14129_lociStitched	chr2	202115939	202129594	2	12409	116235.4565	3204.8285	174	1
1_MACS_peak_13493_lociStitched	chr2	112455509	112465893	1	10385	130529.9952	2913.7504	175	1
2_MACS_peak_25474_lociStitched	chr9	130828864	130846618	2	16663	60182.5092	3685.7304	176	1
4_MACS_peak_1037_lociStitched	chr1	93408780	93428773	4	17340	39282.2464	2081.2713	177	1
2_MACS_peak_902_lociStitched	chr1	75595719	75612811	2	16504	61681.6096	2594.5656	178	1
2_MACS_peak_22383_lociStitched	chr7	26002229	26011888	2	9566	133221.7575	2375.1481	179	1
1_MACS_peak_4282_lociStitched	chr11	65263416	65278834	1	15419	80170.5164	4024.098	180	1
4_MACS_peak_11422_lociStitched	chr19	1015214	1041760	4	16813	52991.1252	6028.5966	181	1
3_MACS_peak_20521_lociStitched	chr5	180228169	180249328	3	15241	80347.0707	3903.8355	182	1
2_MACS_peak_8392_lociStitched	chr15	81576053	81596581	2	14095	95761.0672	4645.4864	183	1
3_MACS_peak_12792_lociStitched	chr2	42343529	42361062	3	14146	93468.423	3699.463	184	1
4_MACS_peak_1921_lociStitched	chr1	192498561	192521260	4	14274	93692.3924	6076.5223	185	1
3_MACS_peak_17755_lociStitched	chr3	186703101	186720138	3	13062	106232.5098	5358.1365	186	1
7_MACS_peak_24390_lociStitched	chr8	126285190	126316037	7	16934	40801.3269	5379.7168	187	1
3_MACS_peak_16594_lociStitched	chr3	46578011	46591887	3	11353	117571.348	2610.0756	188	1
2_MACS_peak_19732_lociStitched	chr5	88634755	88651621	2	10396	124998.9858	3562.0992	189	1
2_MACS_peak_5899_lociStitched	chr12	92853915	92866388	2	11905	112955.488	2957.3483	190	1
5_MACS_peak_25540_lociStitched	chr9	134127059	134153374	5	15643	69074.2435	4884.064	191	1
5_MACS_peak_25711_lociStitched	chrX	10064867	10091049	5	15846	61446.5358	2437.5442	192	1
1_MACS_peak_15117_lociStitched	chr20	52267588	52279683	1	12096	109361.7805	2672.995	193	1
4_MACS_peak_11057_lociStitched	chr18	23746073	23772102	4	12978	102236.7062	4466.5764	194	1
1_MACS_peak_17618_lociStitched	chr3	178230013	178241559	1	11547	113877.0434	3395.6786	195	1
2_MACS_peak_3518_lociStitched	chr10	112215886	112226255	2	9896	124483.9926	2527.9622	196	1
4_MACS_peak_20261_lociStitched	chr5	150513056	150537863	4	16238	50765.0448	4998.6105	197	1
1_MACS_peak_12791_lociStitched	chr2	42322986	42334853	1	11868	110520.9311	3289.5324	198	1
5_MACS_peak_7671_lociStitched	chr15	21976574	22002723	5	16594	38295.2105	4126.3122	199	1
3_MACS_peak_2610_lociStitched	chr10	6953963	6973260	3	9538	127539.6621	3874.8376	200	1
1_MACS_peak_5197_lociStitched	chr12	15100865	15116577	1	15713	59441.6384	3565.0528	201	1
2_MACS_peak_18131_lociStitched	chr4	38307000	38322417	2	13230	96262.2063	3419.4906	202	1
5_MACS_peak_13261_lociStitched	chr2	87794919	87821485	5	16181	45560.69	4407.2994	204	1
3_MACS_peak_18328_lociStitched	chr4	74453902	74475579	3	13691	89330.917	3680.7546	205	1
3_MACS_peak_19927_lociStitched	chr5	118657914	118678883	3	14563	77629.3349	4451.7187	206	1
3_MACS_peak_22555_lociStitched	chr7	44656623	44680161	3	16084	46303.9536	4361.5914	207	1
5_MACS_peak_7663_lociStitched	chr15	20969796	20996055	5	16223	41350.0473	3972.9867	208	1
4_MACS_peak_15422_lociStitched	chr21	36236220	36263110	4	13966	87642.577	6391.753	209	1
5_MACS_peak_7860_lociStitched	chr15	40834166	40862701	5	16264	37728.977	4825.2685	210	1
3_MACS_peak_5891_lociStitched	chr12	92753964	92770172	3	9973	119999.1696	3392.3344	211	1
2_MACS_peak_6076_lociStitched	chr12	108952775	108970705	2	14896	66366.102	4197.413	212	1
3_MACS_peak_11832_lociStitched	chr19	16693870	16711778	3	12452	97747.2364	3891.4084	213	1
2_MACS_peak_580_lociStitched	chr1	40838998	40858502	2	14959	63415.3056	4050.9808	214	1
1_MACS_peak_2136_lociStitched	chr1	209275158	209284390	1	9233	121499.5824	2932.0832	215	1
5_MACS_peak_13283_lociStitched	chr2	89039070	89066787	5	13080	91080.8337	4764.5523	216	1
4_MACS_peak_14989_lociStitched	chr20	43583227	43609440	4	15418	52703.8578	5064.3516	217	1
5_MACS_peak_26406_lociStitched	chrX	128902273	128921528	5	15069	57485.8025	2131.5285	218	1
2_MACS_peak_21447_lociStitched	chr6	88625386	88640403	2	13699	79713.2394	2991.3864	219	1
1_MACS_peak_15772_lociStitched	chr22	29185678	29199746	1	14069	74162.2756	3107.6212	220	1
1_MACS_peak_13227_lociStitched	chr2	86219938	86229203	1	9266	118596.6325	2105.008	221	1
4_MACS_peak_20836_lociStitched	chr6	26183577	26207533	4	14606	66180.8456	4637.8816	222	1
2_MACS_peak_7748_lociStitched	chr15	31546373	31561148	2	10748	109301.0175	3058.425	223	1
1_MACS_peak_15952_lociStitched	chr22	38782121	38797313	1	15193	51988.5432	2922.9408	224	1
4_MACS_peak_4720_lociStitched	chr11	111234271	111251600	4	14504	65436.0369	3472.7316	226	1
2_MACS_peak_17524_lociStitched	chr3	169656512	169668467	2	10897	106025.3085	3557.808	228	1
2_MACS_peak_18440_lociStitched	chr4	84132237	84144686	2	10474	107839.4625	2756.2086	229	1
3_MACS_peak_2422_lociStitched	chr1	234734114	234750141	3	12287	93112.0619	4726.3623	230	1
3_MACS_peak_4420_lociStitched	chr11	71414068	71427090	3	12021	93951.1256	3094.0272	231	1
2_MACS_peak_18292_lociStitched	chr4	69431880	69443780	2	11090	101505.81	2357.39	232	1
3_MACS_peak_8477_lociStitched	chr15	89163980	89185490	3	15282	39236.391	3863.196	233	1
4_MACS_peak_2889_lociStitched	chr10	45453748	45475305	4	14946	49098.2232	4257.5075	234	1
2_MACS_peak_2326_lociStitched	chr1	226839675	226852478	2	12703	85206.5256	3912.5968	235	1
3_MACS_peak_15773_lociStitched	chr22	29207109	29225784	3	13115	79125.975	3636.0225	236	1
4_MACS_peak_17445_lociStitched	chr3	156804714	156824685	4	12892	83285.0613	5863.4856	237	1
1_MACS_peak_10128_lociStitched	chr17	37924690	37938549	1	13860	66085.2556	3085.0134	238	1
3_MACS_peak_10776_lociStitched	chr17	76763206	76779828	3	14136	61117.4318	3465.687	239	1
1_MACS_peak_20684_lociStitched	chr6	11827542	11836945	1	9404	111229.9676	2331.944	240	1
2_MACS_peak_5269_lociStitched	chr12	26265849	26280486	2	14063	61605.6693	3558.2547	241	1
4_MACS_peak_10709_lociStitched	chr17	74475767	74498407	4	13873	64723.232	4070.672	242	1
5_MACS_peak_10681_lociStitched	chr17	73850456	73875798	5	13917	63086.3748	3925.4758	243	1
2_MACS_peak_23125_lociStitched	chr7	114561537	114574564	2	11753	91599.3505	3568.0953	244	1
2_MACS_peak_19188_lociStitched	chr5	6475221	6487616	2	11376	93903.2805	2400.9115	245	1
5_MACS_peak_16323_lociStitched	chr3	15834668	15859330	5	13600	68064.6538	4086.4934	246	1
3_MACS_peak_10621_lociStitched	chr17	70581976	70601752	3	14058	59426.88	3634.8288	247	1
1_MACS_peak_10536_lociStitched	chr17	62196577	62210621	1	14045	57732.0752	3554.5364	248	1
4_MACS_peak_18367_lociStitched	chr4	77117699	77136613	4	14387	50462.552	3790.3656	249	1
2_MACS_peak_20184_lociStitched	chr5	142771392	142786022	2	14353	50027.285	2718.254	250	1
3_MACS_peak_25100_lociStitched	chr9	94180837	94196026	3	13756	62870.3088	3624.0954	251	1
2_MACS_peak_18156_lociStitched	chr4	40301970	40319897	2	12830	76754.4505	3963.6597	252	1
5_MACS_peak_7948_lociStitched	chr15	45001775	45029368	5	14237	53486.2712	5201.2805	253	1
4_MACS_peak_3194_lociStitched	chr10	81001091	81020601	4	14400	48109.709	3831.764	254	1
3_MACS_peak_10724_lociStitched	chr17	75078927	75093390	3	14148	53364.1311	3297.564	255	1
2_MACS_peak_14842_lociStitched	chr20	32988531	33006027	2	13714	60824.844	3054.8016	256	1
2_MACS_peak_4756_lociStitched	chr11	115090140	115102598	2	10554	98211.3972	2704.6318	257	1
2_MACS_peak_18379_lociStitched	chr4	77608412	77624763	2	14619	36693.2791	3021.6648	259	1
6_MACS_peak_13095_lociStitched	chr2	70334917	70360974	6	13468	64566.6403	4536.5237	260	1
2_MACS_peak_13743_lociStitched	chr2	158293531	158311394	2	11632	88052.0859	3570.8137	261	1
2_MACS_peak_19299_lociStitched	chr5	32530227	32544142	2	12932	71325.507	3374.3875	262	1
4_MACS_peak_12859_lociStitched	chr2	47193727	47215120	4	13879	54888.0201	3820.7898	263	1
6_MACS_peak_9048_lociStitched	chr16	29815334	29837314	6	14359	43612.716	4017.944	264	1
3_MACS_peak_5747_lociStitched	chr12	68751865	68770484	3	10880	94815.3956	3748.0047	265	1
2_MACS_peak_11997_lociStitched	chr19	35695224	35706386	2	9405	105179.526	2876.4474	266	1
