GENE_ID	locusLine	bin_1_17_0EX3_0229Kronos_MM1S-KB-6hr-1_H3K27Ac_hs-dm_i33.bam
NM_006472	chr1(.):145433461-145447628	3.2921
NM_001039888	chr1(.):145465507-145480647	0.4032
NM_005105	chr1(.):145502637-145516444	1.4345
NM_001161334	chr1(.):149749244-149788928	0.5213
NM_001034077	chr1(.):149799220-149809616	1.5342
NM_001005464	chr1(.):149807258-149817765	4.3556
NM_001040874	chr1(.):149808784-149819318	4.3453
NM_001123375	chr1(.):149779779-149790236	1.4719
NM_000566	chr1(.):149749249-149769074	0.24
NM_005850	chr1(.):149890210-149904702	1.173
NM_016074	chr1(.):149866154-149877348	0.3782
NM_003528	chr1(.):149851009-149863232	4.2089
NM_003517	chr1(.):149853524-149863961	4.9116
NM_175065	chr1(.):149854018-149864466	4.8998
NM_014849	chr1(.):149869871-149894434	0.2165
NM_181873	chr1(.):149895542-149913266	1.2318
NM_001145862	chr1(.):149895542-149913791	1.1988
NR_036461	chr1(.):149816758-149827340	4.1282
NM_001040874	chr1(.):149817627-149828161	4.1463
NM_001005464	chr1(.):149819180-149829687	4.1496
NM_001034077	chr1(.):149827329-149837725	1.4883
NM_019032	chr1(.):150516897-150538412	5.1937
NM_207046	chr1(.):150589598-150606609	0.9259
NR_036211	chr1(.):150519404-150529490	0.1284
NM_001197320	chr1(.):150542026-150557214	1.5719
NM_014437	chr1(.):153926587-153945188	1.8065
NM_130898	chr1(.):153935396-153951832	1.8942
NM_181715	chr1(.):153915151-153936043	1.3633
NM_006694	chr1(.):153941744-153955451	0.5789
NM_002870	chr1(.):153949127-153963806	0.8275
NM_014856	chr1(.):153896976-153924154	0.6302
NM_001030	chr1(.):153958238-153969631	0.5494
NM_020452	chr1(.):154295275-154328780	1.4004
NM_001005855	chr1(.):154293035-154315322	1.9199
NM_080429	chr1(.):154288591-154302801	2.8103
NM_006556	chr1(.):154892207-154914484	2.4253
NM_001130041	chr1(.):154929773-154951959	2.6124
NM_001130040	chr1(.):154929773-154948223	2.8879
NM_201398	chr1(.):154950769-154970587	0.469
NM_015872	chr1(.):154970111-154995999	1.5929
NM_207196	chr1(.):155018761-155040252	0.5293
NM_001184892	chr1(.):154950769-154966488	0.5354
NM_018655	chr1(.):154961061-154971791	0.2984
NM_001143687	chr1(.):155001281-155028406	0.383
NR_024163	chr1(.):154942117-154956725	2.5735
NM_144622	chr1(.):154986002-155011257	0.5019
NM_138300	chr1(.):154924501-154939258	3.6859
NR_036212	chr1(.):154943168-154953259	3.0544
NM_001018017	chr1(.):155153299-155167700	0.1884
NM_198883	chr1(.):155173489-155188624	0.4181
NM_007112	chr1(.):155160378-155182690	0.3272
NR_030281	chr1(.):155159967-155170063	0.1485
NM_001005742	chr1(.):155199238-155219653	0.5039
NM_003993	chr1(.):155227658-155248281	0.7089
NM_181871	chr1(.):155254083-155275792	0.1727
NM_198264	chr1(.):155211995-155230274	0.6707
NM_052837	chr1(.):155220771-155237195	0.5722
NM_020897	chr1(.):155242373-155264638	0.4189
NM_001171812	chr1(.):155199238-155216066	0.5844
NM_000157	chr1(.):155199238-155216069	0.5843
NM_001135821	chr1(.):155273704-155295457	1.0518
NM_002004	chr1(.):155273538-155295457	1.0443
NM_005698	chr1(.):155220769-155237195	0.5722
NM_000298	chr1(.):155254083-155276225	0.1709
NM_006912	chr1(.):155862600-155886177	0.2104
NM_001162384	chr1(.):155911629-155953336	2.488
NM_181885	chr1(.):155906479-155917625	1.694
NM_004723	chr1(.):155911629-155952966	2.5051
NM_014949	chr1(.):155877835-155909188	0.5024
NR_002974	chr1(.):155884699-155894833	0.1234
NR_003005	chr1(.):155890748-155900877	0.1196
NM_003145	chr1(.):155973838-155995758	0.4229
NM_014655	chr1(.):156158729-156187587	0.8521
NM_007221	chr1(.):156177783-156214833	0.9755
NM_022367	chr1(.):156118321-156152542	3.1069
NM_001193302	chr1(.):156118368-156152542	3.1094
NM_001193301	chr1(.):156114734-156152542	2.9068
NM_005920	chr1(.):156428518-156475529	1.7344
NM_198427	chr1(.):156606739-156628264	0.1686
NM_021817	chr1(.):156584085-156600517	0.0905
NM_021948	chr1(.):156606739-156634320	1.1809
NM_004494	chr1(.):156706898-156726543	1.9698
NM_001126051	chr1(.):156706898-156727024	1.9234
NM_001126050	chr1(.):156706898-156727240	1.9033
NM_030980	chr1(.):156687412-156702705	0.544
NM_001878	chr1(.):156664407-156680375	0.0951
NM_001142560	chr1(.):156693262-156711752	0.9958
NM_145729	chr1(.):156702093-156715923	0.9697
NM_006617	chr1(.):156633555-156652189	0.1895
NR_001560	chr1(.):157093153-157103463	0.1247
NM_005240	chr1(.):157097975-157113177	0.6345
NM_001145312	chr1(.):157089458-157113383	0.4438
NM_004833	chr1(.):159027274-159051647	1.7921
NM_001778	chr1(.):160643535-160686585	2.4063
NM_003037	chr1(.):160574890-160622081	0.1605
NM_021181	chr1(.):160704076-160729601	1.9065
NM_152366	chr1(.):161063180-161075138	0.5067
NM_030916	chr1(.):161035780-161064385	0.7958
NM_007122	chr1(.):161004040-161020757	2.6576
NM_001113205	chr1(.):161002421-161013774	0.4573
NR_033385	chr1(.):161063150-161075138	0.5057
NM_181720	chr1(.):161011731-161044760	2.0234
NM_016946	chr1(.):160960000-160996133	0.5
NM_001077470	chr1(.):161194455-161213000	0.665
NM_001039711	chr1(.):161085768-161107478	0.9319
NM_016406	chr1(.):161118533-161133646	1.7955
NM_004550	chr1(.):161164104-161189184	0.8443
NM_000309	chr1(.):161131180-161146010	1.3535
NM_001643	chr1(.):161187082-161198418	1.2226
NM_001185094	chr1(.):161082907-161095984	0.5259
NM_003779	chr1(.):161136100-161152314	2.8021
NM_012475	chr1(.):161124253-161140516	1.3473
NM_001039712	chr1(.):161085768-161107256	0.9412
NM_005600	chr1(.):161082861-161095984	0.5241
NM_001185093	chr1(.):161082906-161095984	0.5258
NM_032174	chr1(.):161190832-161205407	0.8141
NM_001166159	chr1(.):161166936-161189184	0.9134
NM_005099	chr1(.):161154537-161173845	2.3154
NM_004106	chr1(.):161180086-161194038	0.6367
NM_007240	chr1(.):161714580-161731952	0.5174
NR_030284	chr1(.):168339761-168349859	0.0743
NM_181093	chr1(.):169816803-169868076	0.5962
NR_033186	chr1(.):178506930-178523024	0.5051
NM_022371	chr1(.):179046111-179070129	1.5637
NM_016545	chr1(.):181052637-181064979	1.2839
NM_002922	chr1(.):192539856-192554159	1.385
NM_001195216	chr1(.):197698138-197749623	1.2788
NM_001031725	chr1(.):200608164-200644126	0.4824
NM_005298	chr1(.):200837165-200848251	0.0949
NM_018265	chr1(.):200855638-200889864	1.1231
NM_001142569	chr1(.):200858998-200889864	1.1445
NM_017596	chr1(.):200933519-200997828	0.5591
NR_034150	chr1(.):203262885-203279453	7.3804
NM_003465	chr1(.):203180206-203203860	0.1129
NM_006763	chr1(.):203269663-203283729	4.4482
NM_002023	chr1(.):203304751-203325289	0.1572
NM_002646	chr1(.):204386757-204464474	0.2317
NM_002393	chr1(.):204480510-204532248	1.2455
NM_014858	chr1(.):205192037-205247471	0.4297
NM_001123168	chr1(.):206133910-206160074	0.7827
NM_001007544	chr1(.):206233871-206293647	1.8512
NM_148964	chr1(.):206312458-206337104	0.0877
NM_006893	chr1(.):206759973-206790904	0.2279
NM_182665	chr1(.):206725491-206767616	1.7434
NM_000572	chr1(.):206935947-206950839	0.3335
NM_013371	chr1(.):206997221-207021325	0.2472
NM_153758	chr1(.):206967214-207021324	0.3646
NM_018724	chr1(.):207034153-207047568	0.0803
NR_026817	chr1(.):207986723-208000941	1.3187
NR_029832	chr1(.):207970196-207980284	0.6386
NR_029518	chr1(.):207970787-207980868	0.8688
NM_021194	chr1(.):211743380-211757099	2.2268
NM_001748	chr1(.):223895118-223968720	0.3916
NM_001146068	chr1(.):223884294-223968720	0.3594
NM_001136018	chr1(.):225992796-226038262	0.2932
NM_000120	chr1(.):226008001-226038262	0.3365
NM_020997	chr1(.):226068981-226081836	2.1929
NM_014698	chr1(.):226028232-226075420	1.4343
NM_001172425	chr1(.):226119297-226134083	2.5854
NM_152608	chr1(.):226165402-226192066	0.6958
NM_013328	chr1(.):226102579-226116965	0.7369
NM_181441	chr1(.):228289379-228302013	1.0477
NR_037415	chr1(.):228279963-228290042	0.2002
NM_001024227	chr1(.):228265850-228291913	1.0818
NM_001024226	chr1(.):228265360-228291913	1.0639
NM_024319	chr1(.):228283427-228296022	0.6637
NM_001159390	chr1(.):228322928-228341655	0.4825
NR_002834	chr1(.):228775656-228793159	0.2642
NM_182972	chr1(.):234735014-234750271	4.5711
NR_033927	chr1(.):234760056-234775526	0.0709
NM_030645	chr1(.):249099650-249125154	0.9213
NM_024836	chr1(.):249127529-249148714	0.9489
NM_001136036	chr1(.):249139202-249158125	0.7827
NM_001193328	chr1(.):249139202-249158315	0.7778
NR_036070	chr1(.):249115575-249125642	1.8394
NM_015535	chr2(.):201165603-201351986	0.3491
NM_001100422	chr2(.):201165984-201351986	0.3497
NM_001100423	chr2(.):201166355-201351986	0.3504
NM_014600	chr2(.):31451879-31496260	0.1069
NM_001083590	chr2(.):27250773-27269565	0.234
NM_020458	chr2(.):47163312-47308275	0.7589
NR_033872	chr2(.):70184394-70319147	0.6937
NR_015395	chr2(.):112119590-112257692	0.5471
NR_024373	chr2(.):112181885-112257692	0.9365
NM_001099289	chr2(.):109740996-110267207	0.1691
NM_020760	chr2(.):197058976-197462335	0.151
NM_015488	chr2(.):219130114-219216516	0.3494
NM_022152	chr2(.):219133916-219162280	0.9322
NM_001012514	chr2(.):231724620-231748963	2.4311
NM_001037131	chr2(.):236397735-237039120	0.0703
NM_145693	chr2(.):11881739-11972533	0.8487
NM_170672	chr2(.):33656415-33794798	0.7365
NM_005813	chr2(.):37472645-37549222	1.1277
NM_006449	chr2(.):37865742-37904326	0.7249
NM_005633	chr2(.):39203689-39352604	0.2462
NM_019063	chr2(.):42391489-42564688	0.1335
NM_012249	chr2(.):46764866-46816827	0.8489
NM_178313	chr2(.):54780530-54894445	0.4319
NM_003128	chr2(.):54678453-54903583	0.3023
NM_022893	chr2(.):60679328-60785633	0.1838
NM_018014	chr2(.):60673301-60785633	0.1919
NM_014755	chr2(.):64853754-64886046	1.3014
NR_036586	chr2(.):65123973-65164581	2.5772
NM_002398	chr2(.):66657531-66804891	0.3007
NR_027749	chr2(.):74705199-74726691	0.5904
NM_003896	chr2(.):86061270-86121157	0.5544
NM_004836	chr2(.):88851258-88932094	0.6058
NM_144563	chr2(.):88986175-89055452	0.9581
NM_020151	chr2(.):96845602-96879573	0.3372
NM_004027	chr2(.):99056320-99212496	1.5969
NM_001566	chr2(.):99056320-99203284	1.6915
NM_003581	chr2(.):106356519-106515730	0.3087
NM_001017927	chr2(.):120055019-120129258	0.4475
NM_002410	chr2(.):135006829-135211468	0.2489
NM_001077269	chr2(.):175419301-175552627	0.5384
NR_024415	chr2(.):192537797-192558248	1.5692
NM_001031716	chr2(.):192537860-192558248	1.574
NM_004226	chr2(.):196993306-197041336	0.7575
NM_153697	chr2(.):197959194-198180521	0.343
NM_001195144	chr2(.):197846385-198180521	0.2471
NM_001228	chr2(.):202093165-202157434	1.6783
NM_003879	chr2(.):201975889-202034003	2.7825
NM_001127184	chr2(.):201975815-202011323	4.3404
NM_173822	chr2(.):201833440-201941392	0.1535
NM_033358	chr2(.):202093165-202151638	1.8349
NM_001167608	chr2(.):227695670-227868923	0.3103
NM_022730	chr2(.):232646161-232678434	0.1418
NM_001017915	chr2(.):233920035-234121549	0.1225
NM_005737	chr2(.):235396685-235410693	0.4956
NM_001137551	chr2(.):238595806-238695290	0.251
NM_001137550	chr2(.):238531223-238695290	0.1771
NM_017844	chr2(.):241413838-241502405	0.1337
NM_001195381	chr2(.):241539824-241575676	0.02
NM_003108	chr2(.):5827798-5846517	1.5101
NM_002166	chr2(.):8817112-8829583	0.5817
NM_001037160	chr2(.):10191925-10225538	0.0517
NM_182626	chr2(.):10276508-10356856	0.0702
NM_001165931	chr2(.):10257694-10276546	1.5934
NM_001034	chr2(.):10257862-10276546	1.6077
NM_002997	chr2(.):20395557-20429927	3.9446
NM_001006946	chr2(.):20395557-20430194	3.9153
NM_004040	chr2(.):20641834-20654201	0.4992
NM_178553	chr2(.):27354714-27367332	0.4765
NM_007046	chr2(.):27296434-27314265	1.0874
NM_001166239	chr2(.):27318461-27346773	0.0987
NM_001166240	chr2(.):27317220-27346995	0.1073
NM_013388	chr2(.):27348624-27362542	0.4599
NM_006488	chr2(.):27304610-27328619	0.4625
NM_001035507	chr2(.):27269490-27287403	0.6092
NM_021831	chr2(.):27269490-27298490	0.5666
NM_001166241	chr2(.):27317220-27338970	0.0938
NM_032604	chr2(.):27341656-27358680	0.4354
NM_175769	chr2(.):27366944-27380819	1.0324
NM_001134693	chr2(.):27288341-27299567	0.5308
NM_080592	chr2(.):27429898-27445046	1.222
NM_001170795	chr2(.):27430218-27445046	1.246
NM_021095	chr2(.):27417454-27440175	0.7021
NM_001145122	chr2(.):31390921-31445411	0.2827
NM_015376	chr2(.):33733941-33794798	0.262
NM_001139488	chr2(.):33696320-33794798	1.0168
NM_012413	chr2(.):37566752-37605465	4.4449
NM_138370	chr2(.):42270160-42290668	0.0793
NM_006887	chr2(.):43444540-43458745	6.286
NR_027251	chr2(.):43449349-43460994	3.5354
NM_080653	chr2(.):46733985-46752096	0.0471
NM_173074	chr2(.):46803412-46849251	0.1768
NM_014171	chr2(.):46839324-46857881	0.3351
NM_001171507	chr2(.):47124008-47148251	0.2178
NM_001171506	chr2(.):47124008-47148007	0.2195
NM_001171508	chr2(.):47124008-47173994	0.6556
NR_002229	chr2(.):54751358-54761978	0.4751
NR_033837	chr2(.):64407212-64437619	0.469
NR_034023	chr2(.):64829445-64848616	0.1678
NM_001193493	chr2(.):65210578-65256000	0.7186
NM_003038	chr2(.):65211494-65256000	0.7312
NM_181784	chr2(.):65532984-65664656	0.3537
NM_001128210	chr2(.):65532984-65598931	0.1062
NM_014882	chr2(.):68996932-69058957	0.2505
NM_001166277	chr2(.):68956912-69058957	0.4389
NM_006196	chr2(.):70309584-70321334	6.7852
NR_024444	chr2(.):70346167-70357448	1.1396
NM_053050	chr2(.):74694108-74704927	0.9535
NM_032779	chr2(.):74694958-74715357	1.0701
NM_001146158	chr2(.):74683183-74697537	0.9627
NM_001015056	chr2(.):74647987-74672710	0.1958
NM_012477	chr2(.):74680576-74693010	1.1928
NM_001145054	chr2(.):74636302-74649844	0.3095
NM_001015055	chr2(.):74647987-74674060	0.1876
NM_031288	chr2(.):74677198-74690087	0.8316
NM_032118	chr2(.):74643884-74657882	0.2736
NM_016170	chr2(.):74736595-74749275	0.0674
NM_001009812	chr2(.):74719643-74735443	0.8511
NM_032673	chr2(.):74727169-74739821	1.024
NR_024606	chr2(.):74724743-74737192	1.0772
NM_001042437	chr2(.):86061271-86099793	0.44
NM_015425	chr2(.):86248450-86338278	1.0589
NM_017952	chr2(.):86328304-86374280	0.2245
NR_026984	chr2(.):86242338-86255991	0.1093
NR_015424	chr2(.):89060418-89111109	0.1469
NM_001193304	chr2(.):96910945-96936751	0.8362
NM_001037228	chr2(.):96900976-96912701	1.3383
NM_004804	chr2(.):96926883-96944900	0.3634
NR_026875	chr2(.):97158382-97178846	0.2216
NM_212481	chr2(.):97197463-97223371	1.8476
NM_002101	chr2(.):127408683-127459246	0.451
NR_024275	chr2(.):135201959-135217192	0.0686
NM_004288	chr2(.):158266130-158305604	1.7636
NM_000210	chr2(.):173287313-173376181	0.2455
NM_002610	chr2(.):173415778-173468862	0.8797
NM_003387	chr2(.):175419301-175504307	0.8063
NM_002491	chr2(.):201931461-201955473	0.3898
NM_001127183	chr2(.):201978386-202033841	2.9127
NM_032974	chr2(.):202042620-202099110	0.9726
NM_001230	chr2(.):202042620-202091383	0.8011
NM_033356	chr2(.):202120222-202157434	2.0457
NM_001080125	chr2(.):202117753-202157434	1.9925
NM_006139	chr2(.):204566197-204607557	1.4064
NM_001077194	chr2(.):219120737-219133582	0.2602
NM_001087	chr2(.):219123851-219139893	0.3544
NM_022572	chr2(.):219182901-219216516	0.0578
NM_017431	chr2(.):219682105-219701512	0.0565
NM_025216	chr2(.):219740254-219763651	2.3343
NM_006522	chr2(.):219719545-219743954	0.1106
NM_006000	chr2(.):220110000-220123638	1.1263
NM_001042410	chr2(.):220089609-220106391	0.4227
NR_026909	chr2(.):220105200-220120059	1.0801
NM_018089	chr2(.):220089478-220106391	0.4218
NR_003063	chr2(.):220112964-220141910	0.4374
NM_005689	chr2(.):220069493-220088672	0.538
NM_024085	chr2(.):220079101-220099361	0.5315
NM_006736	chr2(.):220139039-220156622	0.5425
NM_138802	chr2(.):220066537-220079370	0.5047
NM_024506	chr2(.):220096502-220115131	0.4476
NM_001008910	chr2(.):220105191-220120059	1.0795
NR_029688	chr2(.):220153832-220163922	0.1888
NM_005544	chr2(.):227591032-227668506	0.4288
NM_001099285	chr2(.):232568234-232583250	1.7623
NM_002601	chr2(.):232592146-232650974	0.0974
NR_036052	chr2(.):232573023-232583105	0.7735
NR_031717	chr2(.):232751951-232762008	0.0264
NM_005383	chr2(.):233892381-233904767	0.0339
NM_004735	chr2(.):238595806-238679558	0.2923
NM_022817	chr2(.):239147678-239202207	0.2673
NR_026923	chr2(.):239135326-239147985	0.0621
NM_001142853	chr2(.):239141907-239153681	0.136
NR_026926	chr2(.):239128753-239145318	0.0572
NM_023083	chr2(.):241521132-241543526	0.3586
NM_001033575	chr2(.):241494470-241508431	1.442
NM_018226	chr2(.):241503103-241523143	0.6883
NM_015303	chr3(.):184524930-184775402	0.1602
NM_014674	chr3(.):5224358-5266650	1.5142
NM_001195099	chr3(.):15703743-15803058	0.0693
NM_001195098	chr3(.):15703743-15844691	0.2346
NM_015199	chr3(.):15703743-15906053	0.234
NM_015576	chr3(.):55537335-56507391	0.0584
NM_016128	chr3(.):128963452-129001616	0.5351
NM_003571	chr3(.):133113789-133199056	1.2185
NM_207294	chr3(.):152012193-152188569	0.1525
NM_021038	chr3(.):151980828-152188568	0.2774
NM_001135095	chr3(.):171753343-172123492	0.5223
NM_022763	chr3(.):171752417-172123492	0.5219
NM_181361	chr3(.):178249223-178567217	0.107
NM_001134382	chr3(.):12933718-13119617	0.6472
NM_024923	chr3(.):13352736-13466809	0.6803
NM_014869	chr3(.):12933718-13013960	0.0841
NM_144636	chr3(.):14148576-14171371	0.9889
NM_001134381	chr3(.):17193653-17746512	0.0495
NM_014744	chr3(.):17193653-17787399	0.0799
NM_001134380	chr3(.):17193653-17789240	0.0808
NM_003884	chr3(.):20076523-20200896	0.2818
NM_182666	chr3(.):23842438-23937807	0.4066
NM_001024847	chr3(.):30642993-30740633	0.5416
NM_001123396	chr3(.):46390234-46405868	1.8194
NM_181042	chr3(.):52574367-52718739	0.0753
NM_018313	chr3(.):52574367-52724866	0.1248
NM_015541	chr3(.):66424220-66555845	0.2143
NM_007114	chr3(.):69063977-69106484	0.1841
NM_001185106	chr3(.):111388522-111570294	0.1098
NM_001134437	chr3(.):111446326-111700364	0.0692
NM_001009899	chr3(.):113362232-113420493	0.1529
NM_001690	chr3(.):113460865-113535905	0.3716
NM_002213	chr3(.):124476794-124611144	0.511
NM_001001487	chr3(.):130608433-130740555	0.1239
NM_001199181	chr3(.):130564368-130727046	0.2051
NM_001199180	chr3(.):130564368-130740555	0.194
NM_001199179	chr3(.):130607834-130727046	0.1308
NM_001001485	chr3(.):130607858-130740555	0.1236
NM_001199184	chr3(.):130607904-130727046	0.1308
NM_014382	chr3(.):130608291-130727046	0.1311
NM_001134422	chr3(.):133287433-133314118	0.9063
NM_001134423	chr3(.):133288300-133314118	0.9357
NM_006506	chr3(.):141200925-141336197	0.1399
NM_001080412	chr3(.):141038054-141173632	3.8007
NM_016275	chr3(.):150316065-150353234	0.9366
NM_005067	chr3(.):150453909-150486263	0.7222
NM_001190242	chr3(.):159969773-160106554	0.0828
NM_001190241	chr3(.):159969773-160122320	0.3738
NM_024665	chr3(.):176733541-176920048	0.6229
NM_005832	chr3(.):178271617-178567217	0.0808
NM_130446	chr3(.):183200318-183278499	2.0091
NM_173216	chr3(.):186643314-186801341	1.2891
NM_003032	chr3(.):186734664-186801341	1.4396
NM_005524	chr3(.):193848933-193861396	0.9987
NM_003670	chr3(.):5016096-5031865	0.83
NM_018184	chr3(.):5158929-5227601	0.2828
NM_024334	chr3(.):14161439-14190180	0.8196
NR_027694	chr3(.):20016452-20058765	0.0488
NM_014240	chr3(.):45631322-45727755	0.5257
NM_001295	chr3(.):46238199-46254832	3.6732
NM_001837	chr3(.):46278871-46313197	0.0774
NM_003965	chr3(.):46443720-46456014	0.1395
NM_001100168	chr3(.):46406632-46422697	0.2829
NM_001130910	chr3(.):46444048-46456014	0.1415
NM_003212	chr3(.):46614075-46628952	0.0444
NM_001174136	chr3(.):46611044-46628952	0.0423
NM_024512	chr3(.):46551877-46613011	1.2176
NM_031440	chr3(.):46534484-46547439	0.152
NM_199074	chr3(.):49052907-49065926	2.209
NM_199073	chr3(.):49053617-49065926	2.3312
