GENE_ID	locusLine	bin_1_KMS11_jia.bam
NM_001010926	chr1(.):2455183-2466684	0.4048
NR_026927	chr1(.):2476358-2489284	1.0751
NM_018216	chr1(.):2434974-2463035	0.2021
NM_001195741	chr1(.):2513188-2527908	0.248
NR_036638	chr1(.):2512898-2527908	0.2445
NM_177540	chr1(.):6610337-6644817	0.1972
NM_005341	chr1(.):6635062-6654340	0.2582
NM_014851	chr1(.):6645783-6667929	0.5995
NM_153812	chr1(.):6668755-6689093	0.657
NM_024654	chr1(.):6576406-6619658	0.1144
NM_001195752	chr1(.):6680209-6698642	0.2194
NM_001195753	chr1(.):6679924-6698642	0.2168
NM_001195563	chr1(.):6840383-6937107	0.2668
NM_025106	chr1(.):9347940-9434590	0.3034
NM_001066	chr1(.):12222059-12274277	0.2713
NM_001009611	chr1(.):12934032-12951025	0.2535
NM_023013	chr1(.):12846545-12861777	0.0871
NM_023014	chr1(.):12911940-12926764	0.1349
NM_001146344	chr1(.):12879467-12896264	0.3915
NM_001013631	chr1(.):12902260-12913578	0.1629
NM_001146181	chr1(.):12902235-12913237	0.1662
NM_001229	chr1(.):15813768-15855940	0.1722
NM_032996	chr1(.):15813768-15856285	0.1709
NM_024758	chr1(.):15894151-15916605	0.7539
NM_032341	chr1(.):15938952-15992552	0.1539
NM_014675	chr1(.):17243444-17304474	0.0724
NM_017707	chr1(.):23750055-23815750	0.078
NM_002167	chr1(.):23879408-23891322	0.4806
NM_001841	chr1(.):24195459-24244817	0.0752
NM_001191007	chr1(.):24287936-24311953	0.4801
NM_017761	chr1(.):24281300-24294949	1.1336
NM_001199013	chr1(.):24678488-24745262	0.2722
NM_001199012	chr1(.):24678488-24746587	0.2685
NM_001031680	chr1(.):25221001-25296501	0.4711
NM_004350	chr1(.):25221001-25261770	0.6578
NM_015484	chr1(.):25543766-25564013	0.4822
NM_001127691	chr1(.):25593980-25661936	0.0958
NM_020317	chr1(.):25563739-25578985	0.8867
NM_015627	chr1(.):25865075-25900377	1.5021
NM_020451	chr1(.):26121666-26149713	0.3345
NM_001099626	chr1(.):26142318-26164433	0.312
NM_019557	chr1(.):26141683-26164433	0.3044
NM_001099627	chr1(.):26141396-26164433	0.301
NR_024498	chr1(.):26141444-26155097	0.4608
NR_026685	chr1(.):26432655-26457026	0.9659
NM_152835	chr1(.):26433267-26457026	0.9892
NM_032588	chr1(.):26372797-26399121	0.1284
NM_024869	chr1(.):26480510-26494119	0.0764
NM_015871	chr1(.):26491387-26502364	0.2158
NM_017837	chr1(.):27109485-27129887	0.429
NM_006015	chr1(.):27017521-27113601	0.5213
NM_018066	chr1(.):27200872-27221869	0.1753
NM_032283	chr1(.):27148200-27187211	0.5204
NM_006142	chr1(.):27184632-27195947	1.323
NM_002713	chr1(.):28152292-28183183	0.1702
NR_002997	chr1(.):28155911-28166077	0.3958
NM_001039477	chr1(.):28194054-28218193	0.549
NM_002946	chr1(.):28213048-28246236	0.3504
NM_014280	chr1(.):28521789-28564542	0.248
NM_016311	chr1(.):28557610-28569611	0.716
NM_001164721	chr1(.):28468676-28525447	0.1893
NM_001164722	chr1(.):28468676-28525437	0.1893
NM_031459	chr1(.):28581005-28614002	0.2035
NR_003109	chr1(.):28874528-28910057	0.4611
NM_001269	chr1(.):28839744-28870708	0.2874
NM_006762	chr1(.):31200314-31235683	0.6584
NR_026850	chr1(.):32692260-32712311	0.0937
NM_019118	chr1(.):32676797-32692926	0.2041
NM_032648	chr1(.):32707817-32719461	0.859
NM_001042771	chr1(.):32734711-32756766	0.1247
NM_001099434	chr1(.):32669694-32686797	0.1547
NM_003757	chr1(.):32682970-32702205	0.1757
NM_005356	chr1(.):32711839-32756766	0.4825
NM_001160042	chr1(.):32666235-32679288	0.3417
NM_024296	chr1(.):32661201-32675991	0.3533
NM_178547	chr1(.):33082306-33121185	0.7922
NM_005610	chr1(.):33111748-33156812	0.3352
NM_001135256	chr1(.):33111958-33156812	0.3363
NM_001625	chr1(.):33471825-33507512	0.167
NM_005202	chr1(.):36555843-36570850	0.0792
NM_018067	chr1(.):36616802-36651441	0.8519
NM_014408	chr1(.):36597172-36620067	0.5601
NM_022756	chr1(.):37953175-37985364	0.1822
NM_025079	chr1(.):37935118-37954978	1.3127
NM_014747	chr1(.):41081351-41136324	0.3645
NM_001142588	chr1(.):41152241-41242275	0.1609
NM_001142590	chr1(.):41152679-41242275	0.1614
NM_004073	chr1(.):45261035-45276667	0.7799
NM_001013632	chr1(.):45266585-45277957	0.7357
NM_001136537	chr1(.):45269153-45284801	0.6026
NR_001456	chr1(.):45238513-45248584	0.9595
NR_001457	chr1(.):45239061-45249130	0.962
NM_153274	chr1(.):45244256-45258426	0.2597
NM_003738	chr1(.):45282937-45313616	0.1751
NM_001012	chr1(.):45236245-45249412	0.7556
NR_000024	chr1(.):45237163-45247261	0.9577
NR_000015	chr1(.):45236536-45246610	0.958
NM_001166292	chr1(.):45280515-45313616	0.1667
NM_001262	chr1(.):51429366-51445306	1.5773
NM_078626	chr1(.):51430641-51445309	1.7132
NM_001037339	chr1(.):66792792-66845262	0.0969
NM_005478	chr1(.):67258423-67271939	0.0611
NM_001077702	chr1(.):67385577-67459302	0.2518
NM_001077704	chr1(.):67390925-67459302	0.2421
NM_006769	chr1(.):87789150-87819607	0.505
NM_004974	chr1(.):111140775-111153345	0.0614
NM_002232	chr1(.):111209309-111222655	0.2703
NR_034126	chr1(.):112136628-112155940	0.388
NM_007158	chr1(.):115254536-115305624	0.1188
NM_002524	chr1(.):115242077-115264515	0.3049
NM_001172626	chr1(.):115210719-115243239	0.1722
NM_001130523	chr1(.):115254537-115305671	0.1187
NM_017709	chr1(.):118143603-118176011	0.5876
NM_032305	chr1(.):145451235-145475387	1.3867
NM_202004	chr1(.):145408190-145422545	0.1208
NM_006472	chr1(.):145433461-145447628	2.2002
NM_001039888	chr1(.):145465507-145480647	0.6649
NM_005105	chr1(.):145502637-145516444	1.2419
NM_001161334	chr1(.):149749244-149788928	0.5105
NM_001034077	chr1(.):149799220-149809616	2.3622
NM_001005464	chr1(.):149807258-149817765	4.5111
NM_001040874	chr1(.):149808784-149819318	4.5437
NM_001123375	chr1(.):149779779-149790236	1.3242
NM_000566	chr1(.):149749249-149769074	0.2842
NM_016074	chr1(.):149866154-149877348	0.2859
NM_003528	chr1(.):149851009-149863232	3.8728
NM_003517	chr1(.):149853524-149863961	4.4997
NM_175065	chr1(.):149854018-149864466	4.4685
NR_036461	chr1(.):149816758-149827340	4.6278
NM_001040874	chr1(.):149817627-149828161	4.5521
NM_001005464	chr1(.):149819180-149829687	4.5172
NM_001034077	chr1(.):149827329-149837725	2.3397
NM_019032	chr1(.):150516897-150538412	2.7708
NM_207046	chr1(.):150589598-150606609	0.8
NM_207047	chr1(.):150590753-150606609	0.8453
NR_036211	chr1(.):150519404-150529490	0.2621
NM_001197320	chr1(.):150542026-150557214	1.7301
NM_012432	chr1(.):150893814-150942220	0.1922
NM_001163258	chr1(.):150964300-150985854	0.5337
NM_181746	chr1(.):150932648-150952440	0.9705
NR_026977	chr1(.):150893824-150922797	0.2498
NM_003568	chr1(.):150949498-150973114	0.4164
NM_001163260	chr1(.):150964300-150984273	0.5649
NM_001040217	chr1(.):150964300-150984385	0.5625
NM_005620	chr1(.):151999981-152014511	2.4494
NM_002966	chr1(.):151950385-151971714	0.142
NM_001008536	chr1(.):152051619-152066540	0.1013
NM_052891	chr1(.):153265337-153288194	0.1089
NM_005621	chr1(.):153341183-153353075	0.0868
NM_020393	chr1(.):153297596-153326022	1.1033
NM_002965	chr1(.):153325329-153338503	0.1162
NM_002964	chr1(.):153357507-153368549	0.1036
NM_014437	chr1(.):153926587-153945188	1.1753
NM_130898	chr1(.):153935396-153951832	1.2468
NM_181715	chr1(.):153915151-153936043	1.0308
NM_006694	chr1(.):153941744-153955451	0.6098
NM_002870	chr1(.):153949127-153963806	0.9727
NM_014856	chr1(.):153896976-153924154	0.3846
NM_001030	chr1(.):153958238-153969631	0.7687
NM_006556	chr1(.):154892207-154914484	2.1548
NM_005227	chr1(.):155031212-155047029	2.082
NM_001130041	chr1(.):154929773-154951959	2.4713
NM_001130040	chr1(.):154929773-154948223	2.7813
NM_201398	chr1(.):154950769-154970587	0.7771
NM_015872	chr1(.):154970111-154995999	3.159
NM_207196	chr1(.):155018761-155040252	1.4954
NM_001184892	chr1(.):154950769-154966488	0.8681
NM_018655	chr1(.):154961061-154971791	0.6703
NM_001143687	chr1(.):155001281-155028406	0.6984
NR_024163	chr1(.):154942117-154956725	2.6859
NM_144622	chr1(.):154986002-155011257	0.3589
NM_138300	chr1(.):154924501-154939258	2.8139
NR_036212	chr1(.):154943168-154953259	2.695
NM_198883	chr1(.):155173489-155188624	0.67
NM_004428	chr1(.):155095348-155112386	0.9852
NM_007112	chr1(.):155160378-155182690	1.3571
NM_001122837	chr1(.):155103287-155116334	1.2896
NR_030281	chr1(.):155159967-155170063	2.039
NM_001005742	chr1(.):155199238-155219653	0.4944
NM_003993	chr1(.):155227658-155248281	1.0637
NM_181871	chr1(.):155254083-155275792	0.1577
NM_198264	chr1(.):155211995-155230274	0.7207
NM_052837	chr1(.):155220771-155237195	0.7061
NM_020897	chr1(.):155242373-155264638	0.6583
NM_001171812	chr1(.):155199238-155216066	0.5652
NM_000157	chr1(.):155199238-155216069	0.5651
NM_001135821	chr1(.):155273704-155295457	1.5462
NM_002004	chr1(.):155273538-155295457	1.5355
NM_005698	chr1(.):155220769-155237195	0.7063
NM_000298	chr1(.):155254083-155276225	0.1607
NR_034180	chr1(.):155397970-155409053	0.1639
NM_006912	chr1(.):155862600-155886177	0.2755
NM_001162384	chr1(.):155911629-155953336	2.6602
NM_181885	chr1(.):155906479-155917625	3.126
NM_004723	chr1(.):155911629-155952966	2.676
NM_014949	chr1(.):155877835-155909188	0.5633
NR_002974	chr1(.):155884699-155894833	0.1609
NR_003005	chr1(.):155890748-155900877	0.1679
NM_001093725	chr1(.):156036803-156056789	0.215
NM_003145	chr1(.):155973838-155995758	0.6776
NM_198406	chr1(.):156208208-156222792	0.2192
NM_014655	chr1(.):156158729-156187587	0.733
NM_007221	chr1(.):156177783-156214833	1.0457
NM_022367	chr1(.):156118321-156152542	0.5759
NM_001193302	chr1(.):156118368-156152542	0.576
NM_199173	chr1(.):156206950-156218112	0.2074
NM_024897	chr1(.):156208206-156222843	0.2203
NM_001193301	chr1(.):156114734-156152542	0.6248
NM_005920	chr1(.):156428518-156475529	4.703
NM_006365	chr1(.):156369054-156404184	0.1116
NM_198427	chr1(.):156606739-156628264	0.2324
NM_021817	chr1(.):156584085-156600517	0.178
NM_021948	chr1(.):156606739-156634320	2.7627
NM_004494	chr1(.):156706898-156726543	4.5914
NM_001126051	chr1(.):156706898-156727024	4.4863
NM_001126050	chr1(.):156706898-156727240	4.4396
NM_030980	chr1(.):156687412-156702705	1.7298
NM_001878	chr1(.):156664407-156680375	0.3694
NM_001142560	chr1(.):156693262-156711752	1.9213
NM_145729	chr1(.):156702093-156715923	1.5631
NM_006617	chr1(.):156633555-156652189	1.9736
NR_001560	chr1(.):157093153-157103463	0.3332
NM_005240	chr1(.):157097975-157113177	1.0474
NM_001145312	chr1(.):157089458-157113383	0.7485
NM_001004341	chr1(.):157056834-157074600	0.1256
NM_003564	chr1(.):159882902-159900284	0.8252
NM_001013661	chr1(.):159819105-159837447	0.1637
NM_012337	chr1(.):159837153-159874906	0.1924
NM_001146172	chr1(.):159916281-159929044	0.0932
NM_001778	chr1(.):160643535-160686585	1.21
NM_003037	chr1(.):160574890-160622081	0.1751
NM_021181	chr1(.):160704076-160729601	0.8784
NM_001039711	chr1(.):161085768-161107478	0.912
NM_016406	chr1(.):161118533-161133646	1.1848
NM_004550	chr1(.):161164104-161189184	0.38
NM_000309	chr1(.):161131180-161146010	0.6965
NM_001643	chr1(.):161187082-161198418	0.871
NM_003779	chr1(.):161136100-161152314	1.3531
NM_012475	chr1(.):161124253-161140516	0.8733
NM_001039712	chr1(.):161085768-161107256	0.9209
NM_032174	chr1(.):161190832-161205407	0.6839
NM_001166159	chr1(.):161166936-161189184	0.4126
NM_005099	chr1(.):161154537-161173845	1.0986
NM_004106	chr1(.):161180086-161194038	0.1524
NM_007240	chr1(.):161714580-161731952	0.4685
NM_003115	chr1(.):162526295-162574633	0.8885
NM_198053	chr1(.):167394876-167492847	0.8194
NM_003851	chr1(.):167505250-167528056	3.0491
NM_002021	chr1(.):171212662-171260113	0.5799
NM_001127181	chr1(.):173763687-173798777	0.5018
NM_001171182	chr1(.):173763687-173798270	0.5078
NM_001122770	chr1(.):173832492-173860774	0.7094
NR_003943	chr1(.):173830448-173840509	1.8679
NR_003942	chr1(.):173830772-173840853	1.8657
NR_003941	chr1(.):173831016-173841076	1.8717
NR_003940	chr1(.):173828970-173839041	1.7755
NR_003939	chr1(.):173829487-173839568	1.8114
NR_002579	chr1(.):173831811-173841883	1.8553
NR_003938	chr1(.):173828312-173838355	1.7349
NR_002750	chr1(.):173830105-173840166	1.8634
NR_002746	chr1(.):173828506-173838583	1.7531
NM_000488	chr1(.):173867941-173891516	0.0967
NR_003944	chr1(.):173829770-173839824	1.8356
NM_032522	chr1(.):173832492-173847778	1.231
NR_037605	chr1(.):173827385-173838079	1.5594
NR_002578	chr1(.):173828038-173842125	1.3797
NM_022371	chr1(.):179046111-179070129	1.5014
NM_021133	chr1(.):182537771-182561108	0.2055
NM_002928	chr1(.):182562757-182578548	0.9469
NM_001102450	chr1(.):182610791-182647067	0.1309
NR_036490	chr1(.):182579274-182590764	2.3472
NM_002927	chr1(.):192600281-192634389	0.0782
NM_002922	chr1(.):192539856-192554159	0.7685
NM_001195216	chr1(.):197698138-197749623	0.6642
NM_005298	chr1(.):200837165-200848251	0.3504
NM_018265	chr1(.):200855638-200889864	1.309
NM_001142569	chr1(.):200858998-200889864	1.2201
NM_017596	chr1(.):200933519-200997828	0.3939
NM_012396	chr1(.):201429621-201443299	0.0715
NR_026667	chr1(.):201484031-201494720	0.075
NR_034150	chr1(.):203262885-203279453	2.5497
NM_003465	chr1(.):203180206-203203860	0.0965
NM_006763	chr1(.):203269663-203283729	1.8832
NM_002023	chr1(.):203304751-203325289	0.1254
NM_014858	chr1(.):205192037-205247471	1.0406
NM_018203	chr1(.):205300647-205331039	0.2125
NM_030952	chr1(.):205266190-205295883	0.4319
NM_001004023	chr1(.):206803880-206827542	0.1261
NM_006893	chr1(.):206759973-206790904	0.2143
NM_182665	chr1(.):206725491-206767616	2.1464
NM_032960	chr1(.):206853288-206912626	0.4902
NM_000572	chr1(.):206935947-206950839	0.7893
NM_013371	chr1(.):206997221-207021325	0.2381
NM_153758	chr1(.):206967214-207021324	0.4449
NM_001136018	chr1(.):225992796-226038262	0.2233
NM_000120	chr1(.):226008001-226038262	0.1945
NM_020997	chr1(.):226068981-226081836	1.0373
NM_014698	chr1(.):226028232-226075420	0.6967
NM_001172425	chr1(.):226119297-226134083	2.3233
NM_013328	chr1(.):226102579-226116965	0.7573
NM_181441	chr1(.):228289379-228302013	0.9542
NR_037415	chr1(.):228279963-228290042	0.1418
NM_001024227	chr1(.):228265850-228291913	0.9141
NM_001024226	chr1(.):228265360-228291913	0.8979
NM_024319	chr1(.):228283427-228296022	0.4768
NM_001159390	chr1(.):228322928-228341655	0.4751
NM_033445	chr1(.):228640064-228650560	0.081
NM_001010858	chr1(.):228670067-228688889	0.8748
NM_175055	chr1(.):228640807-228651259	0.0795
NR_002834	chr1(.):228775656-228793159	0.5211
NM_002245	chr1(.):233744749-233813258	0.7992
NM_182972	chr1(.):234735014-234750271	3.4397
NR_033927	chr1(.):234760056-234775526	0.0772
NM_001145873	chr2(.):87006727-87040519	0.2528
NR_015395	chr2(.):112119590-112257692	0.2234
NR_024373	chr2(.):112181885-112257692	0.374
NM_001099289	chr2(.):109740996-110267207	0.0673
NM_015488	chr2(.):219130114-219216516	0.2892
NM_022152	chr2(.):219133916-219162280	0.6912
NM_001012514	chr2(.):231724620-231748963	1.1787
NM_005336	chr2(.):242161678-242260254	0.2336
NM_001037131	chr2(.):236397735-237039120	0.0748
NM_145693	chr2(.):11881739-11972533	0.5769
NM_170672	chr2(.):33656415-33794798	0.5071
NM_005813	chr2(.):37472645-37549222	0.6034
NM_019063	chr2(.):42391489-42564688	0.1179
NM_001083953	chr2(.):43452974-43828113	0.3568
NM_022065	chr2(.):43452974-43828185	0.3568
NM_022893	chr2(.):60679328-60785633	0.1737
NM_018014	chr2(.):60673301-60785633	0.1749
NR_036586	chr2(.):65123973-65164581	0.5293
NR_027749	chr2(.):74705199-74726691	0.3217
NM_003896	chr2(.):86061270-86121157	0.3369
NM_001198954	chr2(.):86725552-86953245	0.1731
NR_024204	chr2(.):87749973-87826030	0.4589
NM_004836	chr2(.):88851258-88932094	0.3185
NM_144563	chr2(.):88986175-89055452	0.3723
NM_004027	chr2(.):99056320-99212496	0.4175
NM_001566	chr2(.):99056320-99203284	0.4411
NM_003581	chr2(.):106356519-106515730	0.1894
NM_001142807	chr2(.):111485149-111880799	0.1043
NM_052905	chr2(.):153186750-153511348	0.1049
NM_001198759	chr2(.):160620138-160766267	0.221
NM_002349	chr2(.):160654867-160766267	0.2715
NM_001880	chr2(.):175934005-176037897	0.2377
NM_001077269	chr2(.):175419301-175552627	0.5033
NM_017694	chr2(.):191268080-191372041	0.1985
NM_004226	chr2(.):196993306-197041336	0.3719
NM_001228	chr2(.):202093165-202157434	0.6014
NM_003879	chr2(.):201975889-202034003	1.0195
NM_001127184	chr2(.):201975815-202011323	1.5679
NM_173822	chr2(.):201833440-201941392	0.1317
NM_033358	chr2(.):202093165-202151638	0.655
NM_001037631	chr2(.):204727508-204743683	1.1972
NR_037195	chr2(.):216471285-216713259	0.1776
NM_001167608	chr2(.):227695670-227868923	0.0975
NM_001080391	chr2(.):231275870-231415317	0.1589
NM_001130849	chr2(.):231573262-231690790	0.1372
NM_016289	chr2(.):231572556-231690790	0.1369
NM_003113	chr2(.):231275870-231386244	0.1846
NM_001137551	chr2(.):238595806-238695290	0.4817
NM_001137550	chr2(.):238531223-238695290	0.3246
NM_017844	chr2(.):241413838-241502405	0.1208
NM_001195381	chr2(.):241539824-241575676	0.0418
NM_005301	chr2(.):241559661-241575676	0.0413
NM_014808	chr2(.):242290663-242439256	0.1238
NM_003108	chr2(.):5827798-5846517	1.0472
NM_198256	chr2(.):11579500-11611297	0.1875
NM_033090	chr2(.):11677850-11737272	0.1669
NM_014668	chr2(.):11669241-11787912	0.1085
NM_148903	chr2(.):11675079-11733355	0.1687
NM_002997	chr2(.):20395557-20429927	2.4284
NM_001006946	chr2(.):20395557-20430194	2.4101
NM_004040	chr2(.):20641834-20654201	0.346
NM_015376	chr2(.):33733941-33794798	0.2693
NM_001139488	chr2(.):33696320-33794798	0.6616
NM_012413	chr2(.):37566752-37605465	2.7186
NM_006887	chr2(.):43444540-43458745	2.2645
NR_027251	chr2(.):43449349-43460994	1.8489
NM_002354	chr2(.):47591286-47619167	0.1039
NM_001135629	chr2(.):48662907-48747531	0.1797
NM_001193493	chr2(.):65210578-65256000	0.3674
NM_003038	chr2(.):65211494-65256000	0.3736
NM_181784	chr2(.):65532984-65664656	0.3243
NM_001128210	chr2(.):65532984-65598931	0.1321
NM_002664	chr2(.):68587321-68629585	0.2107
NM_173545	chr2(.):68689690-68812294	0.0922
NM_001024680	chr2(.):68684504-68699390	0.3591
NM_006636	chr2(.):74420689-74447424	0.7077
NM_212552	chr2(.):74357527-74380039	0.1793
NM_018221	chr2(.):74378210-74410995	0.2831
NM_053050	chr2(.):74694108-74704927	0.5129
NM_032779	chr2(.):74694958-74715357	0.5803
NM_001146158	chr2(.):74683183-74697537	0.5669
NM_001015056	chr2(.):74647987-74672710	0.1799
NM_012477	chr2(.):74680576-74693010	0.7143
NM_001145054	chr2(.):74636302-74649844	0.2499
NM_001015055	chr2(.):74647987-74674060	0.1735
NM_031288	chr2(.):74677198-74690087	0.4774
NM_032118	chr2(.):74643884-74657882	0.2453
NM_016170	chr2(.):74736595-74749275	0.0644
NM_001009812	chr2(.):74719643-74735443	0.3788
NM_032673	chr2(.):74727169-74739821	0.4689
NR_024606	chr2(.):74724743-74737192	0.4703
NM_001042437	chr2(.):86061271-86099793	0.2889
NM_015425	chr2(.):86248450-86338278	0.5401
NM_017952	chr2(.):86328304-86374280	0.2113
NR_026984	chr2(.):86242338-86255991	0.0912
NM_001198951	chr2(.):86825515-86856000	0.4846
NM_001198952	chr2(.):86838539-86856000	0.7937
NM_001768	chr2(.):87006727-87023837	0.0562
NM_172213	chr2(.):87037459-87094047	0.8889
NM_004931	chr2(.):87063688-87094047	1.4534
NR_015424	chr2(.):89060418-89111109	0.1766
NR_003503	chr2(.):91958367-91975153	0.5132
NR_026875	chr2(.):97158382-97178846	0.1745
NM_212481	chr2(.):97197463-97223371	0.8249
NM_001004720	chr2(.):106463203-106515730	0.0408
NM_001144013	chr2(.):107016135-107089801	0.078
NR_037450	chr2(.):134879695-134889763	0.2622
NM_004288	chr2(.):158266130-158305604	0.733
NM_003387	chr2(.):175419301-175504307	0.6869
NM_001002258	chr2(.):176035985-176051391	0.4196
NM_001190329	chr2(.):176035985-176051490	0.4174
NR_030630	chr2(.):176027360-176037437	0.628
NM_139266	chr2(.):191835262-191883976	0.5387
NM_007315	chr2(.):191828761-191883976	0.4878
NM_002491	chr2(.):201931461-201955473	0.3103
NM_001127183	chr2(.):201978386-202033841	1.0648
NM_032974	chr2(.):202042620-202099110	0.4695
NM_001230	chr2(.):202042620-202091383	0.4044
NM_033356	chr2(.):202120222-202157434	0.6842
NM_001080125	chr2(.):202117753-202157434	0.6804
NM_006139	chr2(.):204566197-204607557	0.7434
NM_152862	chr2(.):219076873-219124071	0.5097
NM_000634	chr2(.):219022567-219036716	0.0605
NM_001077194	chr2(.):219120737-219133582	0.1355
NM_005731	chr2(.):219077119-219124071	0.5122
NM_001087	chr2(.):219123851-219139893	0.2819
NM_022572	chr2(.):219182901-219216516	0.0884
NM_017431	chr2(.):219682105-219701512	0.0582
NM_025216	chr2(.):219740254-219763651	2.9115
NM_006522	chr2(.):219719545-219743954	0.2476
NM_005544	chr2(.):227591032-227668506	0.4744
NM_005683	chr2(.):231767042-231794941	0.2241
NM_001099285	chr2(.):232568234-232583250	1.9987
NR_036052	chr2(.):232573023-232583105	1.5447
NM_004735	chr2(.):238595806-238679558	0.5603
NM_022817	chr2(.):239147678-239202207	0.3954
NR_026923	chr2(.):239135326-239147985	0.0921
NM_001142853	chr2(.):239141907-239153681	0.5306
NR_026926	chr2(.):239128753-239145318	0.071
NM_023083	chr2(.):241521132-241543526	0.8063
NM_001033575	chr2(.):241494470-241508431	1.1634
NM_018226	chr2(.):241503103-241523143	1.0773
NM_203346	chr2(.):242161678-242217301	0.0619
NM_001008492	chr2(.):242250280-242298441	0.4246
NM_001008491	chr2(.):242249722-242298441	0.4281
NM_001195099	chr3(.):15703743-15803058	0.0541
NM_001195098	chr3(.):15703743-15844691	0.1228
NM_015199	chr3(.):15703743-15906053	0.1344
NM_015576	chr3(.):55537335-56507391	0.0811
NR_031662	chr3(.):99268152-99722059	0.1209
NM_181780	chr3(.):112177812-112223408	0.5036
NM_003571	chr3(.):133113789-133199056	0.7759
NM_207294	chr3(.):152012193-152188569	0.1605
NM_021038	chr3(.):151980828-152188568	0.2778
NM_001135095	chr3(.):171753343-172123492	0.1875
