GENE_ID	locusLine	bin_1_13_0EWZ_0229Kronos_MM1S-KB-1hr-1_H3K27Ac_hs-dm_i22.bam
NR_034007	chr3(.):156794455-156845791	0.9671
NM_173084	chr3(.):160148290-160172626	0.3987
NR_029663	chr3(.):160117375-160127473	3.1569
NM_005496	chr3(.):160113346-160157741	0.9905
NM_001002800	chr3(.):160112429-160157741	0.9734
NR_029525	chr3(.):160117532-160127613	2.8692
NR_027622	chr3(.):169656771-169689522	1.0306
NM_182610	chr3(.):169624481-169661948	0.5107
NM_003262	chr3(.):169679579-169721161	0.3269
NM_198565	chr3(.):196361655-196393874	0.752
NM_014687	chr3(.):197393258-197468773	0.7146
NM_001145642	chr3(.):197393313-197481568	0.7296
NR_027840	chr3(.):197472260-197516317	0.3117
NM_032288	chr3(.):197471623-197516317	0.3078
NR_030627	chr3(.):197396366-197406447	0.1545
NM_001011537	chr3(.):197471423-197516317	0.3073
NM_198281	chr4(.):90160428-90234161	1.3125
NM_006527	chr4(.):1689526-1719030	1.0241
NM_015173	chr4(.):37887719-38145794	0.2645
NM_004310	chr4(.):40193526-40251281	1.1628
NM_024900	chr4(.):129725778-129790787	0.4578
NM_199320	chr4(.):129725778-129801379	0.4067
NM_002039	chr4(.):144252982-144400718	0.3572
NM_002199	chr4(.):185303875-185400726	1.3409
NM_001013622	chr4(.):1636607-1690718	0.0629
NM_001174070	chr4(.):1636607-1690988	0.0629
NM_001127266	chr4(.):1712678-1728084	2.3966
NM_006342	chr4(.):1718265-1751897	0.3653
NR_031688	chr4(.):9552788-9562937	0.0913
NM_001076	chr4(.):69398132-69439240	0.2952
NM_001077	chr4(.):69397902-69439245	0.2946
NM_001076	chr4(.):69507314-69541374	0.1007
NM_031889	chr4(.):71489460-71517536	0.1044
NM_144646	chr4(.):71516257-71537348	0.9489
NM_020368	chr4(.):71549195-71561268	0.5036
NM_014961	chr4(.):71582695-71664274	0.0771
NM_001130709	chr4(.):71565653-71660614	0.1261
NM_025212	chr4(.):105388342-105417467	0.8649
NM_001131005	chr5(.):88009057-88204922	0.4411
NM_002397	chr5(.):88009057-88184283	0.4419
NM_001193349	chr5(.):88009057-88124744	0.3532
NM_024669	chr5(.):55390506-55534186	0.322
NR_015436	chr5(.):87831596-87985620	0.3083
NM_152624	chr5(.):112307432-112361667	0.1832
NM_001077654	chr5(.):118599417-118735294	0.3252
NM_003060	chr5(.):131700400-131736306	0.1793
NM_001020825	chr5(.):142652495-142788254	0.3036
NM_001018076	chr5(.):142652495-142789045	0.3023
NM_001018075	chr5(.):142652495-142820077	0.2649
NM_005990	chr5(.):171464073-171620346	0.2744
NM_022455	chr5(.):176555832-176732214	0.2772
NM_172349	chr5(.):176555079-176732214	0.2769
NM_002406	chr5(.):180212540-180235048	0.8332
NM_001114619	chr5(.):180212540-180235902	0.8307
NM_001114618	chr5(.):180212540-180241817	1.1621
NM_001114617	chr5(.):180212540-180242137	1.1509
NM_001193376	chr5(.):1248286-1300162	0.0683
NM_030782	chr5(.):1312999-1350002	6.0081
NM_001145161	chr5(.):6443735-6501834	1.7333
NM_001171805	chr5(.):6709717-6762161	0.5128
NM_001171806	chr5(.):6741100-6762161	0.083
NM_006713	chr5(.):32580604-32609185	1.4582
NR_024384	chr5(.):87955262-87974146	2.0232
NR_024383	chr5(.):87955262-87979262	1.6327
NR_030741	chr5(.):87957670-87967757	0.3045
NM_005669	chr5(.):112207080-112263031	0.3186
NR_036052	chr5(.):118305280-118315362	0.0433
NM_014350	chr5(.):118686595-118735294	0.1281
NR_037500	chr5(.):131696181-131706291	0.3827
NM_002198	chr5(.):131812300-131831465	0.6618
NM_001013717	chr5(.):131741672-131803059	1.6249
NM_000879	chr5(.):131872135-131884214	0.0716
NM_016480	chr5(.):138672518-138710409	0.1738
NM_194296	chr5(.):138727455-138744776	0.9633
NM_152686	chr5(.):138740891-138780214	0.487
NM_152685	chr5(.):138697884-138724039	0.2739
NM_001033112	chr5(.):138673133-138710409	0.1756
NM_001161546	chr5(.):138722634-138735885	2.5007
NM_016459	chr5(.):138718256-138730605	2.8633
NM_000024	chr5(.):148201155-148213197	1.3748
NM_001155	chr5(.):150475266-150542443	0.4728
NM_001193544	chr5(.):150475266-150526216	0.3776
NM_001171183	chr5(.):171616175-171635458	0.0561
NM_001031677	chr5(.):176723198-176735744	2.2145
NM_006480	chr5(.):176779843-176804599	0.3164
NM_006816	chr5(.):176753562-176783885	0.5269
NM_031300	chr5(.):176729205-176744292	1.7708
NM_001142935	chr5(.):176727500-176744292	2.0355
NM_013237	chr5(.):176725834-176738950	2.2686
NR_027183	chr5(.):180251958-180267726	1.1351
NM_152283	chr5(.):180269610-180293286	0.3912
NR_027908	chr6(.):33548882-33566115	0.1932
NR_028361	chr6(.):33546475-33561803	0.6743
NM_181356	chr6(.):44791469-45350670	0.074
NM_003599	chr6(.):44792449-45350575	0.074
NM_012288	chr6(.):52357199-52446862	1.1383
NM_001195286	chr6(.):386738-416443	0.9827
NM_001718	chr6(.):7722010-7886961	0.1537
NR_037616	chr6(.):7876482-8069647	1.5102
NM_001173977	chr6(.):25274655-25625758	0.4333
NM_014641	chr6(.):30662583-30690458	0.9112
NM_172166	chr6(.):31702724-31735455	1.1157
NM_004348	chr6(.):45384913-45523819	0.4058
NM_001024630	chr6(.):45291053-45523819	0.2946
NM_001123226	chr6(.):74166453-74216179	0.3217
NM_016021	chr6(.):90031343-90067619	1.1608
NM_001455	chr6(.):108877068-109010971	0.7752
NM_201559	chr6(.):108876025-109010971	0.7701
NM_024630	chr6(.):157797556-158099977	0.1886
NM_020185	chr6(.):287100-356355	2.2097
NM_001145549	chr6(.):7876482-7915310	5.648
NM_030810	chr6(.):7876482-7916047	5.5564
NM_032744	chr6(.):11708887-11784280	0.2859
NM_021065	chr6(.):26194011-26204471	1.8385
NM_003530	chr6(.):26192011-26204464	1.573
NM_138720	chr6(.):26153348-26176576	0.8283
NM_003523	chr6(.):26179023-26189458	0.5867
NM_003539	chr6(.):26183937-26194304	0.6454
NM_003545	chr6(.):26199872-26210249	0.9997
NM_005321	chr6(.):26151558-26162343	1.098
NM_003522	chr6(.):26194786-26205216	2.075
NM_003518	chr6(.):26211427-26221872	0.6145
NM_021052	chr6(.):26212147-26222711	0.608
NM_003532	chr6(.):26220382-26230844	0.412
NM_003524	chr6(.):26246878-26257303	1.2487
NM_003547	chr6(.):26241838-26252205	1.0702
NM_003540	chr6(.):26235653-26246021	0.0992
NM_021018	chr6(.):26245369-26255835	1.2437
NM_005320	chr6(.):26229439-26240216	0.6954
NM_001145008	chr6(.):26397464-26420444	0.2184
NM_001197240	chr6(.):26378328-26400100	0.2881
NM_001197247	chr6(.):26360397-26383540	1.2149
NM_001197238	chr6(.):26378323-26400100	0.2881
NM_007047	chr6(.):26360397-26383548	1.2155
NM_001197237	chr6(.):26378438-26400100	0.2878
NM_001197248	chr6(.):26360469-26383540	1.1923
NM_001197246	chr6(.):26363405-26383540	0.4448
NM_021064	chr6(.):27095816-27106314	1.12
NM_080593	chr6(.):27101071-27119637	1.109
NM_080596	chr6(.):27109907-27120346	1.0279
NR_036096	chr6(.):27110404-27120467	1.0622
NM_021058	chr6(.):27095094-27105575	1.1209
NM_003495	chr6(.):27102087-27112457	0.6378
NM_021066	chr6(.):27777079-27787518	0.898
NM_003536	chr6(.):27772841-27783314	1.3658
NM_003509	chr6(.):27770976-27781445	0.9709
NM_003519	chr6(.):27770256-27780709	0.9596
NM_003521	chr6(.):27777821-27788267	0.8548
NM_003520	chr6(.):27801439-27811888	1.9149
NM_003511	chr6(.):27828106-27838576	0.5311
NM_003533	chr6(.):27834622-27845099	0.1984
NM_003510	chr6(.):27800657-27811117	1.9085
NM_003541	chr6(.):27793951-27804305	0.6348
NM_005322	chr6(.):27829569-27840359	0.5529
NM_021968	chr6(.):27786902-27797258	0.5665
NM_003546	chr6(.):27835925-27846289	0.1012
NM_003587	chr6(.):30615895-30645830	0.1605
NM_133471	chr6(.):30639165-30660672	1.0371
NM_001134870	chr6(.):30639165-30660093	1.0641
NM_007243	chr6(.):30650825-30663769	1.0874
NM_005803	chr6(.):30690510-30715453	0.2847
NM_003897	chr6(.):30705975-30717327	0.3313
NM_178014	chr6(.):30683156-30698195	1.7044
NM_004847	chr6(.):31577993-31589798	0.8931
NM_001623	chr6(.):31578032-31589798	0.896
NM_032955	chr6(.):31578788-31589798	0.9529
NM_080702	chr6(.):31601804-31625477	0.6875
NM_001098534	chr6(.):31601804-31625170	0.6957
NM_021246	chr6(.):31678132-31690581	0.0801
NM_138275	chr6(.):31686160-31697851	0.522
NR_033488	chr6(.):31649725-31675850	0.4377
NM_001320	chr6(.):31628656-31642843	0.9133
NM_013974	chr6(.):31689816-31703039	0.9653
NM_025262	chr6(.):31639460-31653150	0.1494
NM_001288	chr6(.):31693357-31709341	2.8158
NM_019101	chr6(.):31618670-31630987	1.415
NM_021184	chr6(.):31621074-31633549	0.974
NM_001003693	chr6(.):31669683-31683372	0.6988
NM_021221	chr6(.):31633727-31645227	0.2799
NM_021160	chr6(.):31649725-31676137	0.4339
NR_002971	chr6(.):31585855-31595987	1.0314
NR_024541	chr6(.):31674752-31686842	0.0794
NM_080686	chr6(.):31583449-31610554	0.475
NM_025261	chr6(.):31681424-31694510	0.0846
NM_033177	chr6(.):31624005-31638179	1.0686
NM_001199240	chr6(.):31624005-31638407	1.0528
NM_001199238	chr6(.):31624005-31638639	1.0388
NM_001199237	chr6(.):31624005-31639060	1.012
NM_001039651	chr6(.):31725772-31737624	0.1145
NM_025258	chr6(.):31728370-31750108	0.541
NR_002742	chr6(.):31799852-31809916	1.2399
NM_000434	chr6(.):31821828-31835709	0.4491
NM_021177	chr6(.):31760173-31779743	1.1657
NR_002745	chr6(.):31798039-31808103	1.3167
NM_001178045	chr6(.):31825969-31850448	0.303
NM_001040438	chr6(.):31797692-31812541	0.956
NM_005345	chr6(.):31778290-31790719	0.6531
NM_005527	chr6(.):31772395-31787835	0.4508
NM_001178044	chr6(.):31825969-31851823	0.2916
NM_006295	chr6(.):31740296-31768712	1.2871
NM_005346	chr6(.):31790511-31803031	1.4278
NM_006120	chr6(.):32911390-32925899	0.2199
NM_002119	chr6(.):32966959-32982389	0.0783
NM_002118	chr6(.):32897405-32913847	0.2291
NM_005104	chr6(.):32931436-32954282	2.8836
NM_001113182	chr6(.):32933664-32954282	3.1845
NM_001199455	chr6(.):32934371-32954282	3.293
NM_001199456	chr6(.):32935860-32954282	3.4667
NM_001188	chr6(.):33535322-33553070	1.4145
NM_002224	chr6(.):33584155-33669348	0.2186
NM_000322	chr6(.):42659332-42695358	0.1139
NM_003192	chr6(.):42707233-42718884	0.8805
NR_037141	chr6(.):42690313-42700932	0.1583
NM_015349	chr6(.):42783793-42841296	0.0924
NM_001402	chr6(.):74220472-74235755	1.8902
NM_002043	chr6(.):89962238-90029967	0.2597
NM_182907	chr6(.):106541814-106562811	3.1387
NM_001198	chr6(.):106529194-106562814	3.1864
NM_001145207	chr6(.):135351994-135381036	0.27
NM_006620	chr6(.):135276516-135381036	0.4306
NR_037435	chr6(.):135295475-135305570	0.0896
NR_037463	chr6(.):157945163-157955232	0.0446
NM_030796	chr7(.):55533305-55645200	1.4932
NM_012301	chr7(.):77641373-79087890	0.0809
NM_001913	chr7(.):101454291-101932250	0.1327
NM_181500	chr7(.):101454302-101932250	0.1327
NM_001164458	chr7(.):149939300-150025758	0.2211
NM_002541	chr7(.):44641120-44753669	0.5294
NM_001003941	chr7(.):44641120-44721195	0.7091
NM_017621	chr7(.):102091666-102110321	0.6736
NM_001098627	chr7(.):128575771-128595088	1.5696
NM_001098630	chr7(.):128572993-128595088	1.4716
NM_032643	chr7(.):128573270-128595088	1.4601
NM_173680	chr7(.):150071405-150100719	2.0352
NM_003751	chr7(.):2389473-2425377	1.8407
NM_018641	chr7(.):2438258-2479216	0.6525
NR_029597	chr7(.):25984538-25994606	2.1157
NM_019082	chr7(.):44600402-44619137	0.3616
NM_182547	chr7(.):44613761-44626827	0.8339
NM_001163636	chr7(.):74067029-74180022	0.2623
NM_020979	chr7(.):101923404-101967178	1.2666
NR_036245	chr7(.):101931368-101941453	1.0197
NM_032831	chr7(.):102068995-102102268	2.0291
NM_024653	chr7(.):102031803-102072129	1.516
NM_006234	chr7(.):102108547-102124381	0.429
NM_152892	chr7(.):102100389-102118612	0.4715
NR_027374	chr7(.):104530074-104572092	0.3001
NM_001166346	chr7(.):114557208-114568720	1.3612
NM_199072	chr7(.):114557208-114664970	0.6091
NM_018396	chr7(.):128111782-128147978	0.7972
NM_199349	chr7(.):128525000-128555773	0.1148
NM_013400	chr7(.):150060878-150076133	4.5553
NM_014374	chr7(.):150063257-150076133	5.3491
NM_001142928	chr7(.):150015295-150040245	0.4755
NM_002889	chr7(.):150030406-150043763	0.0856
NM_138434	chr7(.):150021937-150034811	0.0998
NR_027237	chr7(.):150097839-150114558	2.9075
NM_175571	chr7(.):150142961-150181483	0.0942
NR_034033	chr7(.):150125741-150150228	1.018
NM_004103	chr8(.):27163998-27321903	0.5777
NM_173176	chr8(.):27178053-27321903	0.5739
NM_173175	chr8(.):27178080-27321903	0.574
NM_001024678	chr8(.):145742760-145757416	0.8303
NM_001001795	chr8(.):145746602-145759458	0.6624
NM_001386	chr8(.):26430420-26520693	0.3579
NM_001197293	chr8(.):26366708-26520693	0.3005
NM_023034	chr8(.):38127560-38244790	0.3572
NM_024094	chr8(.):120841180-120873170	0.2578
NM_022783	chr8(.):120880899-121068157	0.4814
NM_173685	chr8(.):126099082-126384367	0.2665
NM_003033	chr8(.):134462090-134589183	0.5446
NM_003970	chr8(.):1988157-2098380	1.9501
NM_171982	chr8(.):27137403-27173834	0.2941
NM_144652	chr8(.):38239019-38271061	0.6838
NM_017778	chr8(.):38168934-38244790	0.4987
NM_201378	chr8(.):144984320-145052697	0.5453
NM_032789	chr8(.):145046319-145065635	0.6679
