GENE_ID	locusLine	bin_1_15_0EX1_0229Kronos_MM1S-KB-3hr-1_H3K27Ac_hs-dm_i25.bam
NM_001166159	chr1(.):161166936-161189184	0.9371
NM_005099	chr1(.):161154537-161173845	1.6827
NM_004106	chr1(.):161180086-161194038	0.5879
NM_002922	chr1(.):192539856-192554159	1.9199
NM_001195216	chr1(.):197698138-197749623	1.0232
NR_034150	chr1(.):203262885-203279453	4.7723
NM_006763	chr1(.):203269663-203283729	3.0859
NM_002023	chr1(.):203304751-203325289	0.1146
NM_002646	chr1(.):204386757-204464474	0.1979
NM_002393	chr1(.):204480510-204532248	1.2111
NM_001007544	chr1(.):206233871-206293647	1.6904
NM_148964	chr1(.):206312458-206337104	0.0798
NM_006893	chr1(.):206759973-206790904	0.2929
NM_182665	chr1(.):206725491-206767616	1.8503
NM_000120	chr1(.):226008001-226038262	0.3118
NM_020997	chr1(.):226068981-226081836	1.5244
NM_014698	chr1(.):226028232-226075420	1.2233
NM_013328	chr1(.):226102579-226116965	0.7673
NM_182972	chr1(.):234735014-234750271	4.9406
NR_033927	chr1(.):234760056-234775526	0.0523
NM_020458	chr2(.):47163312-47308275	0.6906
NR_033872	chr2(.):70184394-70319147	0.7802
NM_001099289	chr2(.):109740996-110267207	0.1756
NM_001012514	chr2(.):231724620-231748963	2.0656
NM_145693	chr2(.):11881739-11972533	0.756
NM_005813	chr2(.):37472645-37549222	1.3762
NR_036586	chr2(.):65123973-65164581	2.043
NM_002398	chr2(.):66657531-66804891	0.2768
NM_144563	chr2(.):88986175-89055452	0.7713
NM_004027	chr2(.):99056320-99212496	1.3577
NM_001566	chr2(.):99056320-99203284	1.4375
NR_024415	chr2(.):192537797-192558248	1.7725
NM_001031716	chr2(.):192537860-192558248	1.778
NM_004226	chr2(.):196993306-197041336	0.6465
NM_001228	chr2(.):202093165-202157434	1.4666
NM_003879	chr2(.):201975889-202034003	2.8257
NM_001127184	chr2(.):201975815-202011323	4.4229
NM_173822	chr2(.):201833440-201941392	0.1835
NM_033358	chr2(.):202093165-202151638	1.6056
NM_022730	chr2(.):232646161-232678434	0.1461
NM_001037160	chr2(.):10191925-10225538	0.0561
NM_182626	chr2(.):10276508-10356856	0.0695
NM_001165931	chr2(.):10257694-10276546	1.8642
NM_001034	chr2(.):10257862-10276546	1.8806
NM_002997	chr2(.):20395557-20429927	2.7557
NM_001006946	chr2(.):20395557-20430194	2.735
NM_012413	chr2(.):37566752-37605465	4.0239
NM_138370	chr2(.):42270160-42290668	0.0686
NM_006887	chr2(.):43444540-43458745	4.7913
NR_027251	chr2(.):43449349-43460994	2.9538
NM_001171508	chr2(.):47124008-47173994	0.5546
NR_033837	chr2(.):64407212-64437619	0.3902
NM_001193493	chr2(.):65210578-65256000	0.746
NM_003038	chr2(.):65211494-65256000	0.7595
NM_014882	chr2(.):68996932-69058957	0.2422
NM_001166277	chr2(.):68956912-69058957	0.4491
NM_006196	chr2(.):70309584-70321334	7.8084
NR_024444	chr2(.):70346167-70357448	1.2161
NR_026984	chr2(.):86242338-86255991	0.118
NR_015424	chr2(.):89060418-89111109	0.15
NR_026875	chr2(.):97158382-97178846	0.2071
NM_212481	chr2(.):97197463-97223371	1.9367
NM_004288	chr2(.):158266130-158305604	1.7206
NM_002491	chr2(.):201931461-201955473	0.4914
NM_001127183	chr2(.):201978386-202033841	2.9584
NM_032974	chr2(.):202042620-202099110	0.9369
NM_001230	chr2(.):202042620-202091383	0.7472
NM_033356	chr2(.):202120222-202157434	1.774
NM_001080125	chr2(.):202117753-202157434	1.7031
NM_006139	chr2(.):204566197-204607557	1.3102
NM_017431	chr2(.):219682105-219701512	0.0438
NM_025216	chr2(.):219740254-219763651	1.6765
NM_006522	chr2(.):219719545-219743954	0.0754
NM_001099285	chr2(.):232568234-232583250	1.8709
NM_002601	chr2(.):232592146-232650974	0.0941
NR_036052	chr2(.):232573023-232583105	0.7998
NR_031717	chr2(.):232751951-232762008	0.0315
NM_014674	chr3(.):5224358-5266650	1.5424
NM_003571	chr3(.):133113789-133199056	0.952
NM_207294	chr3(.):152012193-152188569	0.1568
NM_021038	chr3(.):151980828-152188568	0.2979
NM_001135095	chr3(.):171753343-172123492	0.3805
NM_022763	chr3(.):171752417-172123492	0.38
NM_181361	chr3(.):178249223-178567217	0.0927
NM_001134382	chr3(.):12933718-13119617	0.5949
NM_014869	chr3(.):12933718-13013960	0.0755
NM_144636	chr3(.):14148576-14171371	1.8453
NM_003884	chr3(.):20076523-20200896	0.3146
NM_001123396	chr3(.):46390234-46405868	0.9473
NM_007114	chr3(.):69063977-69106484	0.2262
NM_002213	chr3(.):124476794-124611144	0.4667
NM_006506	chr3(.):141200925-141336197	0.1665
NM_001080412	chr3(.):141038054-141173632	3.7084
NM_016275	chr3(.):150316065-150353234	0.8428
NM_001190242	chr3(.):159969773-160106554	0.0826
NM_001190241	chr3(.):159969773-160122320	0.431
NM_024665	chr3(.):176733541-176920048	0.607
NM_005832	chr3(.):178271617-178567217	0.0822
NM_130446	chr3(.):183200318-183278499	1.8675
NM_173216	chr3(.):186643314-186801341	1.0853
NM_003032	chr3(.):186734664-186801341	1.2791
NM_018184	chr3(.):5158929-5227601	0.2841
NM_024334	chr3(.):14161439-14190180	1.5005
NR_027694	chr3(.):20016452-20058765	0.0492
NM_001295	chr3(.):46238199-46254832	3.8068
NM_001837	chr3(.):46278871-46313197	0.0637
NM_003212	chr3(.):46614075-46628952	0.0469
NM_001174136	chr3(.):46611044-46628952	0.0477
NM_024512	chr3(.):46551877-46613011	1.3912
NM_031440	chr3(.):46534484-46547439	0.1848
NM_199074	chr3(.):49052907-49065926	2.0376
NM_199073	chr3(.):49053617-49065926	2.1488
NM_017730	chr3(.):49062141-49136504	0.2693
NM_177939	chr3(.):49022340-49049581	0.5468
NM_018031	chr3(.):49039636-49058386	1.0016
NM_000884	chr3(.):49056761-49071875	1.6913
NM_018114	chr3(.):49047434-49063467	1.6435
NM_199070	chr3(.):49054073-49065926	2.227
NM_001009996	chr3(.):49047434-49061017	1.8729
NR_029690	chr3(.):49053050-49063142	2.5337
NR_029948	chr3(.):49052580-49062667	2.5131
NM_198195	chr3(.):69098880-69134524	0.7927
NM_006407	chr3(.):69129089-69160239	1.9143
NM_198271	chr3(.):69151038-69176746	0.2615
NR_036087	chr3(.):69093108-69103186	0.7554
NM_006100	chr3(.):98446571-98518236	1.3883
NM_145037	chr3(.):101493028-101552075	0.7103
NM_001134456	chr3(.):101493285-101552075	0.7132
NM_001005474	chr3(.):101541833-101584869	0.429
NM_020187	chr3(.):128992683-129029135	0.7135
NM_001006109	chr3(.):128992816-129029135	0.7156
NM_006026	chr3(.):129028613-129040120	2.9395
NR_026991	chr3(.):129030113-129048412	1.2986
NR_027037	chr3(.):151975404-151992415	1.4805
NR_034008	chr3(.):156802669-156823924	3.0422
NR_034007	chr3(.):156794455-156845791	1.3307
NM_173084	chr3(.):160148290-160172626	0.5956
NR_029663	chr3(.):160117375-160127473	4.8045
NM_005496	chr3(.):160113346-160157741	1.4268
NM_001002800	chr3(.):160112429-160157741	1.3993
NR_029525	chr3(.):160117532-160127613	4.377
NR_027622	chr3(.):169656771-169689522	1.764
NM_182610	chr3(.):169624481-169661948	0.7383
NM_003262	chr3(.):169679579-169721161	0.389
NM_198565	chr3(.):196361655-196393874	0.7567
NM_201431	chr4(.):74433861-74491340	0.7937
NM_177532	chr4(.):74433861-74491134	0.7965
NM_020859	chr4(.):77351252-77709405	0.1883
NM_144571	chr4(.):78629540-78745544	0.3237
NM_198281	chr4(.):90160428-90234161	2.8545
NM_006527	chr4(.):1689526-1719030	0.8798
NM_015173	chr4(.):37887719-38145794	0.391
NM_004310	chr4(.):40193526-40251281	2.0458
NM_024900	chr4(.):129725778-129790787	0.5878
NM_199320	chr4(.):129725778-129801379	0.5166
NM_002039	chr4(.):144252982-144400718	0.5542
NM_002199	chr4(.):185303875-185400726	2.2734
NM_001013622	chr4(.):1636607-1690718	0.0579
NM_001174070	chr4(.):1636607-1690988	0.058
NM_001127266	chr4(.):1712678-1728084	2.2923
NM_006342	chr4(.):1718265-1751897	0.4191
NR_031688	chr4(.):9552788-9562937	0.1036
NM_001076	chr4(.):69398132-69439240	0.6545
NM_001077	chr4(.):69397902-69439245	0.6524
NM_001076	chr4(.):69507314-69541374	0.102
NM_031889	chr4(.):71489460-71517536	0.0951
NM_144646	chr4(.):71516257-71537348	1.3323
NM_020368	chr4(.):71549195-71561268	0.7725
NM_014961	chr4(.):71582695-71664274	0.0822
NM_001130709	chr4(.):71565653-71660614	0.162
NM_020236	chr4(.):78778804-78878944	0.1525
NM_025212	chr4(.):105388342-105417467	1.9342
NM_002372	chr5(.):109020155-109208429	0.4737
NM_001131005	chr5(.):88009057-88204922	0.9294
NM_002397	chr5(.):88009057-88184283	0.9275
NM_001193349	chr5(.):88009057-88124744	0.7182
NM_024669	chr5(.):55390506-55534186	0.4854
NR_015436	chr5(.):87831596-87985620	0.4327
NM_152624	chr5(.):112307432-112361667	0.2234
NM_001077654	chr5(.):118599417-118735294	0.5115
NM_003060	chr5(.):131700400-131736306	0.1898
NM_001020825	chr5(.):142652495-142788254	0.4074
NM_001018076	chr5(.):142652495-142789045	0.4055
NM_001018075	chr5(.):142652495-142820077	0.3467
NM_005990	chr5(.):171464073-171620346	0.2871
NM_022455	chr5(.):176555832-176732214	0.3001
NM_172349	chr5(.):176555079-176732214	0.2992
NM_002406	chr5(.):180212540-180235048	1.0849
NM_001114619	chr5(.):180212540-180235902	1.0925
NM_001114618	chr5(.):180212540-180241817	1.6346
NM_001114617	chr5(.):180212540-180242137	1.6178
NM_001193376	chr5(.):1248286-1300162	0.0485
NM_030782	chr5(.):1312999-1350002	3.6411
NM_001145161	chr5(.):6443735-6501834	1.5314
NM_006713	chr5(.):32580604-32609185	1.7064
NM_002184	chr5(.):55225924-55295821	0.6099
NR_024384	chr5(.):87955262-87974146	3.0619
NR_024383	chr5(.):87955262-87979262	2.4668
NR_030741	chr5(.):87957670-87967757	0.4646
NM_005668	chr5(.):100137638-100243987	0.5352
NM_175052	chr5(.):100216014-100243970	1.5343
NR_033175	chr5(.):109213882-109226200	0.042
NM_005669	chr5(.):112207080-112263031	0.3786
NR_036052	chr5(.):118305280-118315362	0.0535
NM_014350	chr5(.):118686595-118735294	0.1549
NR_037500	chr5(.):131696181-131706291	0.4016
NM_002198	chr5(.):131812300-131831465	0.8231
NM_001013717	chr5(.):131741672-131803059	2.3982
NM_000879	chr5(.):131872135-131884214	0.0472
NM_016480	chr5(.):138672518-138710409	0.1663
NM_194296	chr5(.):138727455-138744776	1.1039
NM_152686	chr5(.):138740891-138780214	0.5834
NM_152685	chr5(.):138697884-138724039	0.3037
NM_001033112	chr5(.):138673133-138710409	0.1685
NM_001161546	chr5(.):138722634-138735885	3.0546
NM_016459	chr5(.):138718256-138730605	3.5356
NM_000024	chr5(.):148201155-148213197	2.2383
NM_001155	chr5(.):150475266-150542443	0.6134
NM_001193544	chr5(.):150475266-150526216	0.4597
NM_001171183	chr5(.):171616175-171635458	0.0676
NM_030627	chr5(.):173310330-173392313	0.8418
NM_001031677	chr5(.):176723198-176735744	2.7282
NM_006480	chr5(.):176779843-176804599	0.3687
NM_006816	chr5(.):176753562-176783885	0.4898
NM_031300	chr5(.):176729205-176744292	2.2769
NM_001142935	chr5(.):176727500-176744292	2.7157
NM_013237	chr5(.):176725834-176738950	2.7941
NR_027183	chr5(.):180251958-180267726	1.7703
NM_152283	chr5(.):180269610-180293286	0.4844
NM_181356	chr6(.):44791469-45350670	0.0684
NM_003599	chr6(.):44792449-45350575	0.0684
NM_012288	chr6(.):52357199-52446862	1.6648
NM_001195286	chr6(.):386738-416443	1.0656
NM_001168344	chr6(.):7102829-7257213	0.3598
NM_001003699	chr6(.):7103085-7257213	0.3604
NM_001718	chr6(.):7722010-7886961	0.1546
NR_037616	chr6(.):7876482-8069647	1.4615
NM_001173977	chr6(.):25274655-25625758	0.5921
NM_014641	chr6(.):30662583-30690458	1.2233
NM_172166	chr6(.):31702724-31735455	1.4363
NM_004348	chr6(.):45384913-45523819	0.4091
NM_001024630	chr6(.):45291053-45523819	0.2998
NM_001123226	chr6(.):74166453-74216179	0.4631
NM_016021	chr6(.):90031343-90067619	1.3799
NM_001455	chr6(.):108877068-109010971	1.6382
NM_201559	chr6(.):108876025-109010971	1.6263
NM_024630	chr6(.):157797556-158099977	0.1665
NM_020185	chr6(.):287100-356355	3.0473
NM_001145549	chr6(.):7876482-7915310	5.3616
NM_030810	chr6(.):7876482-7916047	5.2711
NM_032744	chr6(.):11708887-11784280	0.4737
NM_005319	chr6(.):26050967-26061699	1.9607
NM_003537	chr6(.):26026816-26037288	1.9626
NM_003544	chr6(.):26022123-26032480	1.4602
NM_021062	chr6(.):26038454-26048885	1.7494
NM_003531	chr6(.):26040638-26051097	1.7482
NM_005325	chr6(.):26012259-26023040	0.9261
NM_003538	chr6(.):26016906-26027278	1.4853
NM_003513	chr6(.):26028319-26038796	1.4649
NM_003529	chr6(.):26015717-26026186	1.0239
NM_021065	chr6(.):26194011-26204471	3.1556
NM_003530	chr6(.):26192011-26204464	2.6601
NM_138720	chr6(.):26153348-26176576	1.2822
NM_003523	chr6(.):26179023-26189458	0.8655
NM_003539	chr6(.):26183937-26194304	0.9602
NM_003545	chr6(.):26199872-26210249	1.857
NM_005321	chr6(.):26151558-26162343	1.4991
NM_003522	chr6(.):26194786-26205216	3.6492
NM_003518	chr6(.):26211427-26221872	1.009
NM_021052	chr6(.):26212147-26222711	0.9933
NM_003532	chr6(.):26220382-26230844	0.6592
NM_003524	chr6(.):26246878-26257303	2.695
NM_003547	chr6(.):26241838-26252205	2.4021
NM_003540	chr6(.):26235653-26246021	0.1147
NM_021018	chr6(.):26245369-26255835	2.6855
NM_005320	chr6(.):26229439-26240216	1.3438
NM_001145008	chr6(.):26397464-26420444	0.3353
NM_001197240	chr6(.):26378328-26400100	0.5025
NM_001197247	chr6(.):26360397-26383540	2.0189
NM_001197238	chr6(.):26378323-26400100	0.5027
NM_007047	chr6(.):26360397-26383548	2.0201
NM_001197237	chr6(.):26378438-26400100	0.5009
NM_001197248	chr6(.):26360469-26383540	1.9938
NM_001197246	chr6(.):26363405-26383540	0.7982
NM_021064	chr6(.):27095816-27106314	2.2836
NM_080593	chr6(.):27101071-27119637	1.7523
NM_080596	chr6(.):27109907-27120346	1.504
NR_036096	chr6(.):27110404-27120467	1.5591
NM_021058	chr6(.):27095094-27105575	2.2871
NM_003495	chr6(.):27102087-27112457	1.0712
NM_021066	chr6(.):27777079-27787518	1.4951
NM_003536	chr6(.):27772841-27783314	2.2607
NM_003509	chr6(.):27770976-27781445	1.5624
NM_003519	chr6(.):27770256-27780709	1.5359
NM_003521	chr6(.):27777821-27788267	1.4161
NM_003520	chr6(.):27801439-27811888	3.0617
NM_003511	chr6(.):27828106-27838576	0.9634
NM_003533	chr6(.):27834622-27845099	0.3611
NM_003510	chr6(.):27800657-27811117	3.0512
NM_003541	chr6(.):27793951-27804305	0.875
NM_005322	chr6(.):27829569-27840359	0.9985
NM_021968	chr6(.):27786902-27797258	0.8166
NM_003546	chr6(.):27835925-27846289	0.1491
NM_003587	chr6(.):30615895-30645830	0.1745
NM_001161376	chr6(.):30609815-30625987	0.5624
NM_133471	chr6(.):30639165-30660672	1.79
NM_001134870	chr6(.):30639165-30660093	1.8389
NM_007243	chr6(.):30650825-30663769	1.9229
NM_005803	chr6(.):30690510-30715453	0.3249
NM_003897	chr6(.):30705975-30717327	0.3922
NM_178014	chr6(.):30683156-30698195	2.2995
NM_004847	chr6(.):31577993-31589798	0.997
NM_001623	chr6(.):31578032-31589798	0.9999
NM_032955	chr6(.):31578788-31589798	1.0655
NM_080702	chr6(.):31601804-31625477	0.7197
NM_001098534	chr6(.):31601804-31625170	0.7288
NM_021246	chr6(.):31678132-31690581	0.0634
NM_138275	chr6(.):31686160-31697851	0.831
NR_033488	chr6(.):31649725-31675850	0.3778
NM_001320	chr6(.):31628656-31642843	1.1789
NM_013974	chr6(.):31689816-31703039	1.3758
NM_025262	chr6(.):31639460-31653150	0.1827
NM_001288	chr6(.):31693357-31709341	3.8054
NM_019101	chr6(.):31618670-31630987	1.6104
NM_021184	chr6(.):31621074-31633549	1.289
NM_001003693	chr6(.):31669683-31683372	0.6372
NM_021221	chr6(.):31633727-31645227	0.2911
NM_021160	chr6(.):31649725-31676137	0.3745
NR_002971	chr6(.):31585855-31595987	1.0782
NR_024541	chr6(.):31674752-31686842	0.0586
NM_080686	chr6(.):31583449-31610554	0.4633
NM_025261	chr6(.):31681424-31694510	0.0649
NM_033177	chr6(.):31624005-31638179	1.3737
NM_001199240	chr6(.):31624005-31638407	1.3559
NM_001199238	chr6(.):31624005-31638639	1.3353
NM_001199237	chr6(.):31624005-31639060	1.3014
NM_001039651	chr6(.):31725772-31737624	0.0988
NM_025258	chr6(.):31728370-31750108	0.5002
NR_002742	chr6(.):31799852-31809916	1.4382
NM_000434	chr6(.):31821828-31835709	0.4992
NM_021177	chr6(.):31760173-31779743	1.0628
NR_002745	chr6(.):31798039-31808103	1.5608
NM_001178045	chr6(.):31825969-31850448	0.3157
NM_001040438	chr6(.):31797692-31812541	1.1172
NM_005345	chr6(.):31778290-31790719	1.1667
NM_005527	chr6(.):31772395-31787835	0.5364
NM_001178044	chr6(.):31825969-31851823	0.304
NM_006295	chr6(.):31740296-31768712	1.2105
NM_005346	chr6(.):31790511-31803031	1.8742
NM_006120	chr6(.):32911390-32925899	0.2666
NM_002119	chr6(.):32966959-32982389	0.0675
NM_002118	chr6(.):32897405-32913847	0.2811
NM_005104	chr6(.):32931436-32954282	3.5476
NM_001113182	chr6(.):32933664-32954282	3.9242
NM_001199455	chr6(.):32934371-32954282	4.0581
NM_001199456	chr6(.):32935860-32954282	4.2816
NM_001164267	chr6(.):33241879-33262304	0.2974
NM_022551	chr6(.):33234851-33249281	1.0155
NM_172209	chr6(.):33262471-33287164	1.1956
NM_004761	chr6(.):33254430-33272176	0.7765
NM_172208	chr6(.):33266409-33287164	1.3647
NM_003782	chr6(.):33239916-33251602	0.353
NR_024517	chr6(.):33281334-33295793	1.827
NM_014260	chr6(.):33252377-33263711	0.4314
NM_005453	chr6(.):33277181-33290512	1.6633
NM_001145338	chr6(.):33277181-33290719	1.7249
NM_022553	chr6(.):33213048-33244662	0.7432
NM_001185181	chr6(.):33252411-33263709	0.4326
NR_001444	chr6(.):33327513-33339139	0.0473
NM_000322	chr6(.):42659332-42695358	0.0891
NM_003192	chr6(.):42707233-42718884	0.9229
NR_037141	chr6(.):42690313-42700932	0.1382
NM_015349	chr6(.):42783793-42841296	0.08
NM_001402	chr6(.):74220472-74235755	2.6127
NM_002043	chr6(.):89962238-90029967	0.2118
NM_182907	chr6(.):106541814-106562811	5.1999
NM_001198	chr6(.):106529194-106562814	5.3489
NM_001145207	chr6(.):135351994-135381036	0.2766
NM_006620	chr6(.):135276516-135381036	0.417
NR_037435	chr6(.):135295475-135305570	0.046
NM_006290	chr6(.):138183580-138209449	1.6901
NR_037463	chr6(.):157945163-157955232	0.0345
NM_030796	chr7(.):55533305-55645200	2.0588
NM_012301	chr7(.):77641373-79087890	0.115
NM_001164458	chr7(.):149939300-150025758	0.2788
NM_182762	chr7(.):20169278-20262013	0.6154
NM_002541	chr7(.):44641120-44753669	0.5391
NM_001003941	chr7(.):44641120-44721195	0.7286
NM_022748	chr7(.):47309751-47584199	0.3066
NM_006060	chr7(.):50339377-50477798	0.3611
NM_012395	chr7(.):90333711-90844904	0.2584
NM_017621	chr7(.):102091666-102110321	0.7157
NM_173680	chr7(.):150071405-150100719	3.0748
NR_029597	chr7(.):25984538-25994606	2.2448
NM_019082	chr7(.):44600402-44619137	0.3149
NM_182547	chr7(.):44613761-44626827	0.9589
NM_032831	chr7(.):102068995-102102268	2.8938
NM_024653	chr7(.):102031803-102072129	2.0347
NM_006234	chr7(.):102108547-102124381	0.4335
NM_152892	chr7(.):102100389-102118612	0.4558
NR_027374	chr7(.):104530074-104572092	0.2988
NM_002649	chr7(.):106500923-106552592	1.0978
NM_001166346	chr7(.):114557208-114568720	2.6389
NM_199072	chr7(.):114557208-114664970	0.9076
NM_001024613	chr7(.):121936447-121949565	1.1784
NR_036484	chr7(.):121938711-121955131	2.015
NM_013400	chr7(.):150060878-150076133	5.7935
NM_014374	chr7(.):150063257-150076133	6.7912
NM_001142928	chr7(.):150015295-150040245	0.7017
NM_002889	chr7(.):150030406-150043763	0.073
NM_138434	chr7(.):150021937-150034811	0.0875
NR_027237	chr7(.):150097839-150114558	4.4061
NM_175571	chr7(.):150142961-150181483	0.0998
NR_034033	chr7(.):150125741-150150228	1.3345
NM_004103	chr8(.):27163998-27321903	0.737
NM_173176	chr8(.):27178053-27321903	0.7496
NM_173175	chr8(.):27178080-27321903	0.7497
NM_001386	chr8(.):26430420-26520693	0.3272
NM_001197293	chr8(.):26366708-26520693	0.2932
NM_001010906	chr8(.):27874480-27946388	0.5921
NM_024094	chr8(.):120841180-120873170	0.3043
NM_022783	chr8(.):120880899-121068157	0.5687
NM_173685	chr8(.):126099082-126384367	0.2672
NM_003033	chr8(.):134462090-134589183	0.6143
NM_003970	chr8(.):1988157-2098380	1.3372
NM_171982	chr8(.):27137403-27173834	0.2725
NM_018091	chr8(.):27945583-28053669	0.119
NM_201378	chr8(.):144984320-145052697	0.5771
NM_032789	chr8(.):145046319-145065635	0.7532
NM_000445	chr8(.):144984320-145055913	0.5872
NM_201381	chr8(.):144984320-145023905	0.7378
NM_201382	chr8(.):144984320-145023110	0.7469
NM_201383	chr8(.):144984320-145021692	0.762
NM_201379	chr8(.):144984320-145033088	0.6726
