#MM4_jia_peaks Enhancers
#Created from /data/projects/IRF4_mm_trn_data/myeloma_public_data/rose/MM4_jia_ROSE/MM4_jia_peaks_0KB_STITCHED_ENHANCER_REGION_MAP.txt
#Ranked by MM4_jia.bam
#Using cutoff of 1535.7664 for Super-Enhancers
#Created on Jul 16 2024 
REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	MM4_jia.bam	enhancerRank	isSuperStretch
2_MACS_peak_4233_lociStitched	chr17	43388185	43390657	2	2426	2500.428	66	1
3_MACS_peak_8733_lociStitched	chr6	11833042	11835863	3	2534	2351.5856	67	1
4_MACS_peak_7647_lociStitched	chr3	197461026	197463799	4	2631	2181.7964	68	1
2_MACS_peak_4261_lociStitched	chr17	45281063	45283687	2	2532	2317.7792	69	1
2_MACS_peak_4282_lociStitched	chr17	46132560	46134931	2	2362	2531.0425	70	1
3_MACS_peak_9269_lociStitched	chr6	136609690	136611997	3	2050	2850.0678	71	1
2_MACS_peak_100_lociStitched	chr1	17221654	17223556	2	1796	3048.7158	72	1
1_MACS_peak_4136_lociStitched	chr17	27219511	27221663	1	2153	2742.724	73	1
6_MACS_peak_9294_lociStitched	chr6	139694187	139697385	6	2522	2314.0728	74	1
3_MACS_peak_5940_lociStitched	chr2	157197650	157199928	3	2148	2719.0208	75	1
1_MACS_peak_4325_lociStitched	chr17	49336800	49338424	1	1625	3129.1232	76	1
2_MACS_peak_3315_lociStitched	chr15	52969969	52972472	2	2485	2307.2654	77	1
1_MACS_peak_10307_lociStitched	chr8	126442581	126444944	1	2364	2455.8659	78	1
2_MACS_peak_6474_lociStitched	chr21	15825177	15827639	2	2395	2405.1278	79	1
2_MACS_peak_7494_lociStitched	chr3	176914115	176916547	2	2403	2391.872	80	1
4_MACS_peak_9751_lociStitched	chr7	104583711	104586455	4	2529	2217.7008	81	1
2_MACS_peak_3438_lociStitched	chr15	72765734	72767789	2	2040	2774.661	82	1
5_MACS_peak_7711_lociStitched	chr4	15003224	15006121	5	2489	2265.7437	83	1
3_MACS_peak_8171_lociStitched	chr5	42991997	42995093	3	2485	2260.08	84	1
2_MACS_peak_5675_lociStitched	chr2	70313056	70315006	2	1912	2872.545	85	1
2_MACS_peak_9941_lociStitched	chr7	158620896	158623226	2	2291	2500.09	86	1
1_MACS_peak_4114_lociStitched	chr17	25679914	25681636	1	1723	3015.3942	87	1
3_MACS_peak_7496_lociStitched	chr3	177075501	177078347	3	2618	2042.8588	88	1
4_MACS_peak_3373_lociStitched	chr15	65185011	65188087	4	2387	2359.5996	89	1
1_MACS_peak_4154_lociStitched	chr17	28443162	28444805	1	1644	3048.7508	90	1
2_MACS_peak_7972_lociStitched	chr4	140097409	140099726	2	2300	2418.4846	91	1
1_MACS_peak_4051_lociStitched	chr17	7386401	7388086	1	1686	2984.9775	92	1
1_MACS_peak_4150_lociStitched	chr17	28032351	28034443	1	2093	2607.8872	93	1
2_MACS_peak_3387_lociStitched	chr15	66083372	66085784	2	2348	2316.9672	94	1
2_MACS_peak_3075_lociStitched	chr14	69260256	69263019	2	2506	2096.5644	95	1
3_MACS_peak_2402_lociStitched	chr12	25538014	25540443	3	2282	2392.3221	96	1
1_MACS_peak_4295_lociStitched	chr17	47268900	47270860	1	1961	2718.912	97	1
2_MACS_peak_4273_lociStitched	chr17	45972489	45974563	2	1845	2816.6994	98	1
3_MACS_peak_7763_lociStitched	chr4	40056916	40059426	3	2451	2113.169	99	1
3_MACS_peak_4481_lociStitched	chr17	74260164	74262969	3	2250	2336.2845	100	1
1_MACS_peak_8673_lociStitched	chr6	326813	329275	1	2463	2043.9524	101	1
3_MACS_peak_1896_lociStitched	chr11	62607077	62610034	3	2300	2264.1749	102	1
2_MACS_peak_3274_lociStitched	chr15	45002723	45005185	2	2299	2248.2984	103	1
3_MACS_peak_9768_lociStitched	chr7	106807815	106810209	3	2032	2542.6674	104	1
1_MACS_peak_4137_lociStitched	chr17	27223290	27225373	1	2084	2487.9352	105	1
3_MACS_peak_7419_lociStitched	chr3	156805718	156808209	3	2272	2268.0555	106	1
2_MACS_peak_4583_lociStitched	chr18	11850056	11852276	2	2180	2345.874	107	1
2_MACS_peak_10273_lociStitched	chr8	123792558	123794838	2	2212	2306.676	108	1
4_MACS_peak_8878_lociStitched	chr6	30582938	30585599	4	2225	2286.3312	109	1
2_MACS_peak_4279_lociStitched	chr17	46124723	46126728	2	1875	2643.793	110	1
2_MACS_peak_2200_lociStitched	chr11	118660886	118663259	2	2338	2128.3437	111	1
3_MACS_peak_6702_lociStitched	chr22	38901050	38903249	3	1926	2585.5842	112	1
3_MACS_peak_5036_lociStitched	chr19	16475750	16478263	3	2244	2222.2459	114	1
2_MACS_peak_2352_lociStitched	chr12	12869597	12872007	2	2328	2107.063	115	1
2_MACS_peak_1155_lociStitched	chr1	245132888	245135113	2	2088	2392.5425	116	1
1_MACS_peak_11099_lociStitched	chrX	153236393	153238483	1	2091	2382.6	117	1
2_MACS_peak_10057_lociStitched	chr8	61820959	61823182	2	2205	2243.007	118	1
2_MACS_peak_7581_lociStitched	chr3	186782014	186784352	2	2068	2372.8362	119	1
1_MACS_peak_7393_lociStitched	chr3	150479991	150482081	1	2091	2334.948	120	1
2_MACS_peak_656_lociStitched	chr1	150533637	150536004	2	2348	2004.1389	121	1
2_MACS_peak_10123_lociStitched	chr8	81397059	81399212	2	2084	2334.4979	122	1
1_MACS_peak_10715_lociStitched	chr9	126100867	126103010	1	2144	2249.9357	123	1
1_MACS_peak_4025_lociStitched	chr17	5486802	5488647	1	1846	2544.993	124	1
1_MACS_peak_4244_lociStitched	chr17	44111671	44113757	1	2087	2282.084	125	1
1_MACS_peak_5476_lociStitched	chr2	25193958	25195937	1	1980	2396.7669	126	1
4_MACS_peak_1669_lociStitched	chr11	267567	270151	4	2206	2131.8	127	1
1_MACS_peak_4324_lociStitched	chr17	49242821	49244783	1	1963	2407.5702	128	1
2_MACS_peak_7540_lociStitched	chr3	183352932	183355133	2	1868	2456.316	129	1
4_MACS_peak_6944_lociStitched	chr3	39193451	39195650	4	2026	2280.1431	130	1
1_MACS_peak_4235_lociStitched	chr17	43393440	43395509	1	2070	2215.6921	131	1
2_MACS_peak_3831_lociStitched	chr16	56964736	56967155	2	2350	1832.3925	132	1
3_MACS_peak_6395_lociStitched	chr20	48806988	48809752	3	2248	1976.5364	133	1
1_MACS_peak_4749_lociStitched	chr18	72264022	72265934	1	1913	2374.8952	134	1
2_MACS_peak_7897_lociStitched	chr4	103747770	103749957	2	1986	2265.0759	135	1
1_MACS_peak_4031_lociStitched	chr17	6543070	6544827	1	1758	2487.912	136	1
2_MACS_peak_4118_lociStitched	chr17	26424277	26426607	2	2225	1960.928	137	1
3_MACS_peak_5322_lociStitched	chr19	50379473	50381288	3	1675	2541.363	138	1
1_MACS_peak_4364_lociStitched	chr17	56408002	56410153	1	2152	2033.5554	139	1
4_MACS_peak_3714_lociStitched	chr16	22200778	22203576	4	2236	1909.9148	140	1
2_MACS_peak_9374_lociStitched	chr6	163834361	163836639	2	2169	1997.1226	141	1
4_MACS_peak_663_lociStitched	chr1	150582887	150585388	4	2147	2022.8088	142	1
1_MACS_peak_10070_lociStitched	chr8	64080227	64081943	1	1717	2482.8804	143	1
2_MACS_peak_2335_lociStitched	chr12	10364406	10366508	2	2090	2094.643	144	1
2_MACS_peak_9719_lociStitched	chr7	100026013	100027959	2	1928	2262.6142	145	1
2_MACS_peak_2260_lociStitched	chr11	129871720	129873657	2	1903	2285.66	146	1
2_MACS_peak_3998_lociStitched	chr17	4045676	4047758	2	1904	2280.831	147	1
3_MACS_peak_3197_lociStitched	chr15	31617623	31620479	3	2194	1882.9608	149	1
3_MACS_peak_786_lociStitched	chr1	161015149	161017319	3	2082	2028.733	150	1
2_MACS_peak_1845_lociStitched	chr11	58345121	58347204	2	1948	2161.9457	151	1
1_MACS_peak_10579_lociStitched	chr9	86321914	86323777	1	1864	2242.6794	152	1
1_MACS_peak_4123_lociStitched	chr17	26683595	26685265	1	1671	2412.315	153	1
5_MACS_peak_1381_lociStitched	chr10	63808600	63811673	5	2117	1919.7031	154	1
3_MACS_peak_8362_lociStitched	chr5	107716373	107718638	3	2131	1886.9715	155	1
1_MACS_peak_4265_lociStitched	chr17	45400647	45402398	1	1752	2306.7674	156	1
3_MACS_peak_9135_lociStitched	chr6	89789847	89792041	3	1927	2120.9398	157	1
3_MACS_peak_6192_lociStitched	chr2	232570617	232572755	3	1968	2056.5422	158	1
2_MACS_peak_10303_lociStitched	chr8	126301145	126303633	2	2221	1688.6056	159	1
1_MACS_peak_721_lociStitched	chr1	154908590	154910480	1	1891	2122.092	160	1
5_MACS_peak_239_lociStitched	chr1	36614711	36617539	5	2158	1759.8644	161	1
5_MACS_peak_2583_lociStitched	chr12	58238610	58240812	5	2148	1774.3716	162	1
4_MACS_peak_8831_lociStitched	chr6	27804605	27807183	4	2147	1762.063	163	1
2_MACS_peak_5318_lociStitched	chr19	50320330	50322231	2	1885	2098.3238	165	1
1_MACS_peak_8922_lociStitched	chr6	31939013	31940806	1	1794	2193.1976	166	1
2_MACS_peak_9354_lociStitched	chr6	159238721	159240752	2	2006	1933.3089	167	1
4_MACS_peak_7287_lociStitched	chr3	129033285	129035596	4	2140	1742.2629	168	1
3_MACS_peak_6351_lociStitched	chr20	42309399	42311619	3	2063	1853.256	169	1
1_MACS_peak_9517_lociStitched	chr7	32930269	32932385	1	2117	1767.918	170	1
2_MACS_peak_4112_lociStitched	chr17	25659134	25661048	2	1889	2064.0576	171	1
3_MACS_peak_8787_lociStitched	chr6	26054983	26057364	3	2198	1636.2232	172	1
2_MACS_peak_5354_lociStitched	chr19	54693174	54695106	2	1809	2143.7472	173	1
3_MACS_peak_569_lociStitched	chr1	143743227	143745389	3	2030	1870.9948	174	1
3_MACS_peak_1589_lociStitched	chr10	112115600	112117917	3	2050	1839.4663	175	1
1_MACS_peak_9881_lociStitched	chr7	140623750	140625357	1	1608	2311.6695	176	1
3_MACS_peak_6832_lociStitched	chr3	9437697	9439973	3	2033	1842.6496	177	1
3_MACS_peak_4414_lociStitched	chr17	62501573	62503542	3	1862	2055.2422	178	1
4_MACS_peak_5831_lociStitched	chr2	111877772	111880500	4	2124	1695.1792	179	1
3_MACS_peak_9867_lociStitched	chr7	139024776	139026863	3	1874	2025.0161	180	1
1_MACS_peak_4597_lociStitched	chr18	13381240	13383174	1	1935	1949.6654	181	1
2_MACS_peak_10546_lociStitched	chr9	73033298	73035583	2	2012	1839.1965	182	1
3_MACS_peak_7459_lociStitched	chr3	169683395	169685360	3	1824	2054.997	183	1
2_MACS_peak_10977_lociStitched	chrX	106916339	106918460	2	2043	1778.0343	184	1
3_MACS_peak_6011_lociStitched	chr2	178128355	178130301	3	1918	1924.7886	185	1
2_MACS_peak_10179_lociStitched	chr8	98655326	98657249	2	1872	1955.1141	186	1
2_MACS_peak_4557_lociStitched	chr18	3246788	3248741	2	1881	1926.0486	187	1
2_MACS_peak_4248_lociStitched	chr17	44343475	44345295	2	1791	2029.482	188	1
3_MACS_peak_3572_lociStitched	chr15	100105110	100107142	3	1908	1853.7936	189	1
3_MACS_peak_7525_lociStitched	chr3	182510652	182512564	3	1852	1920.2216	190	1
3_MACS_peak_8738_lociStitched	chr6	12010991	12013425	3	1884	1880.7518	191	1
2_MACS_peak_10291_lociStitched	chr8	125485957	125487828	2	1833	1937.4205	192	1
2_MACS_peak_9358_lociStitched	chr6	159289864	159291793	2	1741	2038.7601	193	1
4_MACS_peak_1401_lociStitched	chr10	70846897	70849149	4	2078	1593.5152	194	1
3_MACS_peak_9390_lociStitched	chr6	170861725	170864004	3	2065	1610.7972	195	1
1_MACS_peak_4152_lociStitched	chr17	28255985	28257743	1	1759	2014.3164	196	1
2_MACS_peak_7504_lociStitched	chr3	178865127	178867090	2	1870	1884.48	197	1
1_MACS_peak_4050_lociStitched	chr17	7381866	7383536	1	1671	2101.027	198	1
3_MACS_peak_8206_lociStitched	chr5	55884228	55886067	3	1653	2112.2754	199	1
1_MACS_peak_10678_lociStitched	chr9	114245027	114246914	1	1888	1846.6182	200	1
1_MACS_peak_742_lociStitched	chr1	156075085	156076949	1	1865	1861.5768	201	1
1_MACS_peak_4306_lociStitched	chr17	48132123	48133933	1	1811	1925.116	202	1
2_MACS_peak_478_lociStitched	chr1	100503070	100504971	2	1875	1845.3007	203	1
3_MACS_peak_2410_lociStitched	chr12	26274480	26276467	3	1921	1777.5702	204	1
4_MACS_peak_7400_lociStitched	chr3	152878007	152880483	4	1796	1931.0324	205	1
1_MACS_peak_4236_lociStitched	chr17	43487089	43489018	1	1930	1759.6338	206	1
3_MACS_peak_6216_lociStitched	chr2	240321835	240323948	3	1801	1908.8842	207	1
2_MACS_peak_6426_lociStitched	chr20	57465905	57468074	2	2002	1630.4373	209	1
2_MACS_peak_8776_lociStitched	chr6	24720240	24722186	2	1776	1928.2914	210	1
3_MACS_peak_1023_lociStitched	chr1	212780861	212783081	3	1944	1712.508	211	1
2_MACS_peak_10553_lociStitched	chr9	74979039	74981012	2	1884	1786.1569	213	1
3_MACS_peak_3809_lociStitched	chr16	48642742	48644776	3	1968	1659.3372	214	1
4_MACS_peak_1575_lociStitched	chr10	106097456	106099762	4	1982	1632.1868	215	1
2_MACS_peak_5509_lociStitched	chr2	30368715	30370789	2	1639	2044.3418	216	1
3_MACS_peak_3420_lociStitched	chr15	70327606	70329876	3	1932	1692.739	217	1
3_MACS_peak_8272_lociStitched	chr5	75697815	75700161	3	1879	1763.4882	218	1
2_MACS_peak_8300_lociStitched	chr5	81469333	81471321	2	1894	1742.2832	219	1
3_MACS_peak_7487_lociStitched	chr3	174867146	174869299	3	1962	1643.8155	220	1
5_MACS_peak_5162_lociStitched	chr19	39896958	39899328	5	1982	1611.6	222	1
2_MACS_peak_8193_lociStitched	chr5	49961777	49963981	2	1968	1632.5028	223	1
1_MACS_peak_4231_lociStitched	chr17	43324430	43326342	1	1913	1699.768	224	1
3_MACS_peak_7475_lociStitched	chr3	171817727	171819975	3	1959	1630.6992	226	1
2_MACS_peak_10774_lociStitched	chr9	132175118	132176748	2	1612	2048.747	227	1
3_MACS_peak_10807_lociStitched	chr9	136022966	136025374	3	1949	1638.8848	228	1
2_MACS_peak_10205_lociStitched	chr8	102216808	102218825	2	1718	1931.8826	229	1
2_MACS_peak_1151_lociStitched	chr1	244997227	244999317	2	1685	1966.481	230	1
3_MACS_peak_2884_lociStitched	chr12	125403933	125406256	3	1841	1781.5087	231	1
3_MACS_peak_5197_lociStitched	chr19	41803050	41805205	3	1905	1681.331	232	1
1_MACS_peak_4440_lociStitched	chr17	66507456	66509235	1	1780	1841.0871	233	1
2_MACS_peak_7385_lociStitched	chr3	150263186	150265002	2	1622	2010.4936	234	1
3_MACS_peak_7440_lociStitched	chr3	160282139	160284055	3	1781	1833.0372	235	1
3_MACS_peak_10221_lociStitched	chr8	103874909	103877133	3	1795	1810.1136	236	1
2_MACS_peak_4350_lociStitched	chr17	55333014	55334804	2	1688	1932.842	237	1
2_MACS_peak_6118_lociStitched	chr2	206949209	206950911	2	1681	1939.5992	238	1
2_MACS_peak_7564_lociStitched	chr3	185826335	185828376	2	1719	1886.9045	240	1
2_MACS_peak_10217_lociStitched	chr8	103818239	103819881	2	1596	2014.8982	241	1
2_MACS_peak_10019_lociStitched	chr8	52810828	52812635	2	1631	1965.8353	242	1
3_MACS_peak_1874_lociStitched	chr11	62322192	62324532	3	1915	1613.196	243	1
2_MACS_peak_1569_lociStitched	chr10	105880296	105882357	2	1729	1845.4194	244	1
2_MACS_peak_1153_lociStitched	chr1	245026178	245028425	2	1889	1632.4455	246	1
1_MACS_peak_4277_lociStitched	chr17	46100870	46102548	1	1679	1895.301	247	1
2_MACS_peak_4361_lociStitched	chr17	56160168	56161996	2	1770	1771.332	248	1
1_MACS_peak_2843_lociStitched	chr12	122238095	122239801	1	1707	1846.745	249	1
2_MACS_peak_526_lociStitched	chr1	113161068	113162945	2	1850	1662.0835	251	1
3_MACS_peak_1292_lociStitched	chr10	28821078	28823124	3	1824	1669.9452	255	1
4_MACS_peak_4786_lociStitched	chr19	1258928	1261465	4	1839	1631.5447	258	1
2_MACS_peak_4663_lociStitched	chr18	45456287	45458027	2	1714	1778.628	259	1
1_MACS_peak_7569_lociStitched	chr3	186500545	186502188	1	1644	1854.7827	260	1
1_MACS_peak_4576_lociStitched	chr18	9613667	9615348	1	1682	1804.2173	261	1
1_MACS_peak_2600_lociStitched	chr12	62996001	62997670	1	1670	1811.6995	264	1
2_MACS_peak_8119_lociStitched	chr5	10353144	10355181	2	1806	1639.1739	265	1
1_MACS_peak_9192_lociStitched	chr6	109702856	109704553	1	1698	1775.4014	267	1
2_MACS_peak_1912_lociStitched	chr11	64051833	64053587	2	1671	1802.9366	268	1
2_MACS_peak_3224_lociStitched	chr15	40230660	40232670	2	1826	1586.895	270	1
2_MACS_peak_8456_lociStitched	chr5	133706307	133708043	2	1624	1839.8128	271	1
1_MACS_peak_10130_lociStitched	chr8	86088738	86090377	1	1640	1821.2568	272	1
3_MACS_peak_5990_lociStitched	chr2	174828175	174830605	3	1801	1609.389	273	1
2_MACS_peak_6745_lociStitched	chr22	41487166	41489034	2	1604	1841.6612	274	1
4_MACS_peak_2625_lociStitched	chr12	68874925	68877428	4	1771	1636.4614	276	1
2_MACS_peak_8473_lociStitched	chr5	137089178	137090917	2	1663	1771.1715	277	1
2_MACS_peak_8292_lociStitched	chr5	81045707	81047911	2	1790	1601.206	278	1
3_MACS_peak_8873_lociStitched	chr6	30523518	30525246	3	1691	1730.592	279	1
4_MACS_peak_1662_lociStitched	chr11	206990	209187	4	1784	1582.0597	282	1
2_MACS_peak_7561_lociStitched	chr3	185654565	185656337	2	1665	1710.6888	287	1
3_MACS_peak_9472_lociStitched	chr7	23570212	23572226	3	1593	1791.0502	288	1
1_MACS_peak_8142_lociStitched	chr5	32173356	32174948	1	1593	1788.1344	290	1
1_MACS_peak_6774_lociStitched	chr22	43010423	43012104	1	1682	1664.19	292	1
2_MACS_peak_10669_lociStitched	chr9	111033624	111035301	2	1632	1691.9253	294	1
1_MACS_peak_2705_lociStitched	chr12	94601072	94602791	1	1720	1558.9611	299	1
1_MACS_peak_10466_lociStitched	chr9	33289489	33291138	1	1650	1635.1484	303	1
4_MACS_peak_7469_lociStitched	chr3	170073649	170075985	4	1651	1627.7248	307	1
2_MACS_peak_7499_lociStitched	chr3	177802124	177803746	2	1617	1666.1184	309	1
2_MACS_peak_9000_lociStitched	chr6	37786340	37788139	2	1672	1594.2738	310	1
3_MACS_peak_2736_lociStitched	chr12	104322471	104324509	3	1699	1550.1028	312	1
1_MACS_peak_7653_lociStitched	chr3	197676294	197677880	1	1587	1690.8346	313	1
2_MACS_peak_2347_lociStitched	chr12	12714159	12715799	2	1635	1625.896	317	1
5_MACS_peak_9229_lociStitched	chr6	119669820	119672141	5	1672	1572.4775	318	1
2_MACS_peak_7654_lociStitched	chr4	35808	37501	2	1676	1552.1424	322	1
2_MACS_peak_8157_lociStitched	chr5	36241176	36242935	2	1640	1584.6831	324	1
1_MACS_peak_5779_lociStitched	chr2	97202379	97204029	1	1651	1551.99	330	1
2_MACS_peak_1006_lociStitched	chr1	207996171	207997968	2	1588	1619.097	333	1
3_MACS_peak_9547_lociStitched	chr7	44645284	44647119	3	1627	1564.3375	337	1
4_MACS_peak_8069_lociStitched	chr4	185394564	185396918	4	1625	1552.463	339	1
3_MACS_peak_10373_lociStitched	chr8	145025630	145027642	3	1608	1570.9696	340	1
2_MACS_peak_9364_lociStitched	chr6	160147474	160149167	2	1614	1562.9776	341	1
