REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	MM4_jia.bam	enhancerRank	isSuper	OVERLAP_GENES	PROXIMAL_GENES	CLOSEST_GENE	enhancerRank	isSuper
1_MACS_peak_4313_lociStitched	chr17	48784452	48786814	1	2363	3979.2614	20	1	ANKRD40	LUC7L3	ANKRD40	20	1
2_MACS_peak_4572_lociStitched	chr18	9135891	9138886	2	2929	3933.3335	21	1	ANKRD12	NDUFV2	ANKRD12	21	1
1_MACS_peak_4111_lociStitched	chr17	25620400	25622556	1	2157	3921.3328	22	1	WSB1		WSB1	22	1
4_MACS_peak_4990_lociStitched	chr19	13949748	13954162	4	4281	3769.1146	23	1		ZSWIM4,MIR181C,MIR181D,NANOS3,LOC284454,MIR24-2,MIR27A,MIR23A	MIR23A	23	1
2_MACS_peak_4321_lociStitched	chr17	49197140	49199647	2	2400	3624.3699	24	1	SPAG9	NME1-NME2,NME1,NME2	SPAG9	24	1
2_MACS_peak_4246_lociStitched	chr17	44269132	44271927	2	2766	3614.7735	25	1	LOC644246,KIAA1267		KIAA1267	25	1
1_MACS_peak_4042_lociStitched	chr17	7144990	7147140	1	2151	3603.185	26	1	GABARAP,CTDNEP1	ACADVL,C17orf81,SLC2A4,DLG4,MIR324,DVL2,PHF23,CLDN7	GABARAP	26	1
2_MACS_peak_4146_lociStitched	chr17	27619203	27622256	2	3014	3567.7358	27	1	NUFIP2	CRYBA1	NUFIP2	27	1
1_MACS_peak_10526_lociStitched	chr9	66455363	66459108	1	3746	3554.3795	28	1		LOC442421	LOC442421	28	1
3_MACS_peak_8597_lociStitched	chr5	172196471	172199590	3	2931	3496.7109	29	1	DUSP1		DUSP1	29	1
4_MACS_peak_1180_lociStitched	chr10	3824742	3828414	4	3155	3494.6424	30	1	KLF6		KLF6	30	1
2_MACS_peak_4121_lociStitched	chr17	26661181	26663487	2	2270	3289.2784	31	1	TNFAIP1,IFT20	TMEM97,TMEM199,SARM1,FLJ40504,POLDIP2,SEBOX,VTN	IFT20	31	1
2_MACS_peak_7423_lociStitched	chr3	156876837	156879310	2	2352	3265.1019	32	1	CCNL1	LOC339894	CCNL1	32	1
1_MACS_peak_4994_lociStitched	chr19	13956940	13959007	1	2068	3237.9555	33	1		MIR181C,MIR181D,NANOS3,LOC284454,MIR24-2,MIR27A,MIR23A	MIR23A	33	1
3_MACS_peak_5066_lociStitched	chr19	18390160	18393443	3	2720	3176.3025	34	1	MIR3188,JUND	PDE4C,LOC729966,KIAA1683,LSM4	JUND	34	1
3_MACS_peak_8324_lociStitched	chr5	90675421	90678986	3	3101	3161.7985	35	1	LOC100129716,ARRDC3		LOC100129716	35	1
1_MACS_peak_4325_lociStitched	chr17	49336800	49338424	1	1625	3129.1232	36	1	UTP18,MBTD1		MBTD1	36	1
4_MACS_peak_8706_lociStitched	chr6	7907667	7911488	4	3020	3061.3852	37	1	MUTED-TXNDC5,TXNDC5		TXNDC5	37	1
1_MACS_peak_4154_lociStitched	chr17	28443162	28444805	1	1644	3048.7508	38	1	CCDC55,MIR423,MIR3184		MIR423	38	1
2_MACS_peak_100_lociStitched	chr1	17221654	17223556	2	1796	3048.7158	39	1		CROCC	CROCC	39	1
1_MACS_peak_628_lociStitched	chr1	149223071	149224980	1	1910	3043.3278	40	1			LOC388692	40	1
2_MACS_peak_4998_lociStitched	chr19	14116259	14118210	2	1925	3028.1471	41	1	RFX1	RLN3,IL27RA	RFX1	41	1
1_MACS_peak_4114_lociStitched	chr17	25679914	25681636	1	1723	3015.3942	42	1			WSB1	42	1
1_MACS_peak_4051_lociStitched	chr17	7386401	7388086	1	1686	2984.9775	43	1	POLR2A,ZBTB4	TMEM102,FGF11,CHRNB1,AMAC1L3,ZBTB4	ZBTB4	43	1
2_MACS_peak_10199_lociStitched	chr8	101963058	101965647	2	2505	2984.0814	44	1	YWHAZ	YWHAZ	YWHAZ	44	1
4_MACS_peak_9309_lociStitched	chr6	143265579	143269424	4	3034	2964.8795	45	1	HIVEP2		HIVEP2	45	1
2_MACS_peak_10402_lociStitched	chr9	3524899	3527531	2	2459	2938.1016	46	1	RFX3		RFX3	46	1
2_MACS_peak_98_lociStitched	chr1	17066398	17068099	2	1484	2926.2303	47	1		ESPNP,MST1P9	ESPNP	47	1
1_MACS_peak_962_lociStitched	chr1	203258291	203260941	1	2651	2913.94	48	1		BTG2,LOC730227	LOC730227	48	1
2_MACS_peak_4365_lociStitched	chr17	56413252	56416152	2	2867	2913.34	49	1		BZRAP1,MIR142,SUPT4H1	MIR142	49	1
4_MACS_peak_10164_lociStitched	chr8	95959212	95962503	4	3136	2878.6377	50	1	TP53INP1		TP53INP1	50	1
3_MACS_peak_9756_lociStitched	chr7	104652473	104655351	3	2543	2874.8342	51	1	MLL5,LOC100216545		LOC100216545	51	1
2_MACS_peak_5675_lociStitched	chr2	70313056	70315006	2	1912	2872.545	52	1	PCBP1,LOC400960	LOC100133985	LOC400960	52	1
2_MACS_peak_9030_lociStitched	chr6	42749757	42751917	2	2091	2863.728	53	1		KIAA0240,TBCC	TBCC	53	1
3_MACS_peak_5261_lociStitched	chr19	47615157	47617584	3	2204	2857.7925	54	1	ZC3H4	SAE1	ZC3H4	54	1
3_MACS_peak_9269_lociStitched	chr6	136609690	136611997	3	2050	2850.0678	55	1	BCLAF1	FAM54A	BCLAF1	55	1
4_MACS_peak_11028_lociStitched	chrX	123093529	123096954	4	2625	2829.735	56	1	STAG2		STAG2	56	1
2_MACS_peak_4273_lociStitched	chr17	45972489	45974563	2	1845	2816.6994	57	1	SP2	PNPO,SP6	SP2	57	1
3_MACS_peak_2181_lociStitched	chr11	115092243	115095169	3	2773	2809.5452	58	1	CADM1		CADM1	58	1
2_MACS_peak_96_lociStitched	chr1	16992756	16994125	2	1188	2804.8072	59	1		MST1P2,CROCCP2	MST1P2	59	1
2_MACS_peak_5243_lociStitched	chr19	45970353	45973113	2	2719	2784.012	60	1	FOSB	PPM1N,VASP,ERCC1,RTN2	FOSB	60	1
2_MACS_peak_3438_lociStitched	chr15	72765734	72767789	2	2040	2774.661	61	1	ARIH1		ARIH1	61	1
5_MACS_peak_597_lociStitched	chr1	145437691	145441601	5	3224	2762.806	62	1	TXNIP	HFE2,ANKRD34A,LIX1L,POLR3GL	TXNIP	62	1
3_MACS_peak_1328_lociStitched	chr10	43902691	43905277	3	2507	2757.1932	63	1	HNRNPF	FXYD4,ZNF487P,HNRNPF	HNRNPF	63	1
1_MACS_peak_4136_lociStitched	chr17	27219511	27221663	1	2153	2742.724	64	1	FLOT2	ERAL1,C17orf63,MIR451,MIR144,DHRS13	FLOT2	64	1
5_MACS_peak_8759_lociStitched	chr6	16759934	16763096	5	2964	2731.968	65	1	ATXN1		ATXN1	65	1
3_MACS_peak_5940_lociStitched	chr2	157197650	157199928	3	2148	2719.0208	66	1		NR4A2	NR4A2	66	1
1_MACS_peak_4295_lociStitched	chr17	47268900	47270860	1	1961	2718.912	67	1		ABI3,GNGT2,PHOSPHO1	GNGT2	67	1
2_MACS_peak_10394_lociStitched	chr8	146125899	146128475	2	2430	2718.7104	68	1	ZNF250	COMMD5,ZNF16	ZNF250	68	1
3_MACS_peak_4013_lociStitched	chr17	4851219	4854086	3	2376	2708.4549	69	1	PFN1	C17orf107,GP1BA,RNF167,ENO3,KIF1C,CHRNE,SLC25A11,SPAG7,CAMTA2,INCA1	PFN1	69	1
4_MACS_peak_659_lociStitched	chr1	150548967	150552750	4	2785	2667.7716	70	1	MCL1	ADAMTSL4,MIR4257,ENSA	MCL1	70	1
2_MACS_peak_4279_lociStitched	chr17	46124723	46126728	2	1875	2643.793	71	1	NFE2L1	MIR152,COPZ2	NFE2L1	71	1
1_MACS_peak_4150_lociStitched	chr17	28032351	28034443	1	2093	2607.8872	72	1	SSH2		CORO6	72	1
3_MACS_peak_6702_lociStitched	chr22	38901050	38903249	3	1926	2585.5842	73	1	DDX17	KDELR3,KCNJ4,DDX17	DDX17	73	1
2_MACS_peak_1558_lociStitched	chr10	104153593	104156139	2	2515	2580.371	74	1	NFKB2	FBXL15,MIR146B,PSD,CUEDC2	NFKB2	74	1
5_MACS_peak_7431_lociStitched	chr3	160116555	160119847	5	2741	2559.8592	75	1	SMC4,IFT80	MIR15B,MIR16-2,IFT80,TRIM59	SMC4	75	1
1_MACS_peak_4025_lociStitched	chr17	5486802	5488647	1	1846	2544.993	76	1	NLRP1		NLRP1	76	1
3_MACS_peak_9488_lociStitched	chr7	26006339	26009015	3	2591	2543.2704	77	1		MIR148A	MIR148A	77	1
3_MACS_peak_9768_lociStitched	chr7	106807815	106810209	3	2032	2542.6674	78	1	HBP1		HBP1	78	1
3_MACS_peak_5322_lociStitched	chr19	50379473	50381288	3	1675	2541.363	79	1	TBC1D17,AKT1S1	PTOV1,PNKP,IL4I1	AKT1S1	79	1
1_MACS_peak_4224_lociStitched	chr17	43237598	43238991	1	1394	2537.0709	80	1	HEXIM2	ACBD4,HEXIM1,PLCD3	HEXIM2	80	1
2_MACS_peak_4282_lociStitched	chr17	46132560	46134931	2	2362	2531.0425	81	1	NFE2L1	SNX11,MIR152,COPZ2,CBX1	NFE2L1	81	1
4_MACS_peak_5936_lociStitched	chr2	157188538	157191612	4	2644	2519.143	82	1	NR4A2		NR4A2	82	1
4_MACS_peak_9845_lociStitched	chr7	130790379	130793427	4	2857	2503.6272	83	1	FLJ43663	MKLN1	FLJ43663	83	1
2_MACS_peak_4233_lociStitched	chr17	43388185	43390657	2	2426	2500.428	84	1	MAP3K14	LOC100133991,C17orf46	MAP3K14	84	1
2_MACS_peak_9941_lociStitched	chr7	158620896	158623226	2	2291	2500.09	85	1	ESYT2	WDR60	ESYT2	85	1
3_MACS_peak_7382_lociStitched	chr3	150125284	150127820	3	2460	2490.6056	86	1	TSC22D2		TSC22D2	86	1
1_MACS_peak_4137_lociStitched	chr17	27223290	27225373	1	2084	2487.9352	87	1	FLOT2,DHRS13	ERAL1,MIR451,MIR144	FLOT2	87	1
1_MACS_peak_4031_lociStitched	chr17	6543070	6544827	1	1758	2487.912	88	1	TXNDC17,KIAA0753	C17orf100,MED31	TXNDC17	88	1
1_MACS_peak_10070_lociStitched	chr8	64080227	64081943	1	1717	2482.8804	89	1	YTHDF3		YTHDF3	89	1
1_MACS_peak_4157_lociStitched	chr17	28804312	28805188	1	877	2468.4804	90	1	GOSR1		GOSR1	90	1
2_MACS_peak_7540_lociStitched	chr3	183352932	183355133	2	1868	2456.316	91	1	KLHL24		KLHL24	91	1
1_MACS_peak_10307_lociStitched	chr8	126442581	126444944	1	2364	2455.8659	92	1	TRIB1		TRIB1	92	1
3_MACS_peak_361_lociStitched	chr1	59247935	59250773	3	2549	2440.3962	93	1	JUN	LOC100131060	JUN	93	1
2_MACS_peak_7972_lociStitched	chr4	140097409	140099726	2	2300	2418.4846	94	1		ELF2	ELF2	94	1
1_MACS_peak_4123_lociStitched	chr17	26683595	26685265	1	1671	2412.315	95	1	TMEM199,POLDIP2	TMEM97,TNFAIP1,SARM1,FLJ40504,IFT20,SEBOX,VTN,SLC46A1	POLDIP2	95	1
1_MACS_peak_4324_lociStitched	chr17	49242821	49244783	1	1963	2407.5702	96	1	NME2,NME1-NME2	NME1,SPAG9	NME2	96	1
2_MACS_peak_6474_lociStitched	chr21	15825177	15827639	2	2395	2405.1278	97	1			HSPA13	97	1
1_MACS_peak_5476_lociStitched	chr2	25193958	25195937	1	1980	2396.7669	98	1	LOC729723,DNAJC27		DNAJC27	98	1
2_MACS_peak_1155_lociStitched	chr1	245132888	245135113	2	2088	2392.5425	99	1	EFCAB2		EFCAB2	99	1
3_MACS_peak_2402_lociStitched	chr12	25538014	25540443	3	2282	2392.3221	100	1			KRAS	100	1
2_MACS_peak_7494_lociStitched	chr3	176914115	176916547	2	2403	2391.872	101	1	TBL1XR1		TBL1XR1	101	1
1_MACS_peak_11099_lociStitched	chrX	153236393	153238483	1	2091	2382.6	102	1	TMEM187,HCFC1	MIR3202-1,ARHGAP4,NAA10,RENBP,MIR3202-2,IRAK1,MIR718	TMEM187	102	1
4_MACS_peak_1184_lociStitched	chr10	3915460	3918421	4	2605	2375.9064	103	1			KLF6	103	1
1_MACS_peak_4749_lociStitched	chr18	72264022	72265934	1	1913	2374.8952	104	1	LOC400657		LOC400657	104	1
2_MACS_peak_7581_lociStitched	chr3	186782014	186784352	2	2068	2372.8362	105	1	ST6GAL1		ST6GAL1	105	1
2_MACS_peak_4627_lociStitched	chr18	29671457	29673243	2	1288	2360.9134	106	1	RNF138		RNF138	106	1
4_MACS_peak_3373_lociStitched	chr15	65185011	65188087	4	2387	2359.5996	107	1		ANKDD1A	ANKDD1A	107	1
3_MACS_peak_548_lociStitched	chr1	118147829	118151182	3	2655	2352.8001	108	1	FAM46C		FAM46C	108	1
3_MACS_peak_8733_lociStitched	chr6	11833042	11835863	3	2534	2351.5856	109	1			C6orf105	109	1
2_MACS_peak_4583_lociStitched	chr18	11850056	11852276	2	2180	2345.874	110	1	GNAL,CHMP1B		CHMP1B	110	1
3_MACS_peak_4481_lociStitched	chr17	74260164	74262969	3	2250	2336.2845	111	1	FAM100B	RNF157,QRICH2	FAM100B	111	1
1_MACS_peak_7393_lociStitched	chr3	150479991	150482081	1	2091	2334.948	112	1	SIAH2		SIAH2	112	1
2_MACS_peak_10123_lociStitched	chr8	81397059	81399212	2	2084	2334.4979	113	1	ZBTB10		ZBTB10	113	1
2_MACS_peak_4261_lociStitched	chr17	45281063	45283687	2	2532	2317.7792	114	1		MYL4,ITGB3,CDC27	MYL4	114	1
2_MACS_peak_3387_lociStitched	chr15	66083372	66085784	2	2348	2316.9672	115	1	DENND4A		DENND4A	115	1
6_MACS_peak_9294_lociStitched	chr6	139694187	139697385	6	2522	2314.0728	116	1	CITED2		CITED2	116	1
1_MACS_peak_9881_lociStitched	chr7	140623750	140625357	1	1608	2311.6695	117	1	BRAF		BRAF	117	1
2_MACS_peak_3315_lociStitched	chr15	52969969	52972472	2	2485	2307.2654	118	1	KIAA1370		KIAA1370	118	1
1_MACS_peak_4265_lociStitched	chr17	45400647	45402398	1	1752	2306.7674	119	1	C17orf57		C17orf57	119	1
2_MACS_peak_10273_lociStitched	chr8	123792558	123794838	2	2212	2306.676	120	1	ZHX2		ZHX2	120	1
4_MACS_peak_8878_lociStitched	chr6	30582938	30585599	4	2225	2286.3312	121	1	MRPS18B,PPP1R10	ABCF1,MIR877,ATAT1,C6orf136	PPP1R10	121	1
2_MACS_peak_2260_lociStitched	chr11	129871720	129873657	2	1903	2285.66	122	1	NCRNA00167,PRDM10		PRDM10	122	1
1_MACS_peak_4244_lociStitched	chr17	44111671	44113757	1	2087	2282.084	123	1	KIAA1267	STH	STH	123	1
2_MACS_peak_3998_lociStitched	chr17	4045676	4047758	2	1904	2280.831	124	1	CYB5D2,ZZEF1		CYB5D2	124	1
1_MACS_peak_4125_lociStitched	chr17	26926099	26927392	1	1294	2280.4641	125	1		UNC119,PIGS,ALDOC,SPAG5,SGK494,KIAA0100	SPAG5	125	1
4_MACS_peak_6944_lociStitched	chr3	39193451	39195650	4	2026	2280.1431	126	1	CSRNP1	TTC21A,GORASP1,XIRP1	CSRNP1	126	1
3_MACS_peak_7419_lociStitched	chr3	156805718	156808209	3	2272	2268.0555	127	1	LOC100498859,LOC339894		LOC100498859	127	1
5_MACS_peak_7711_lociStitched	chr4	15003224	15006121	5	2489	2265.7437	128	1	CPEB2		CPEB2	128	1
2_MACS_peak_7897_lociStitched	chr4	103747770	103749957	2	1986	2265.0759	129	1	UBE2D3	CISD2	UBE2D3	129	1
3_MACS_peak_1896_lociStitched	chr11	62607077	62610034	3	2300	2264.1749	130	1	WDR74	SLC3A2,TMEM223,NXF1,STX5,SNORD22,SNORD31,SNORD30,SNORD29,SNORD28,SNORD27,SNORD26,SNORD25,SNHG1	WDR74	130	1
2_MACS_peak_9719_lociStitched	chr7	100026013	100027959	2	1928	2262.6142	131	1	MEPCE,ZCWPW1	C7orf47,C7orf61,TSC22D4	MEPCE	131	1
3_MACS_peak_8171_lociStitched	chr5	42991997	42995093	3	2485	2260.08	132	1		LOC153684,LOC648987,C5orf39	LOC648987	132	1
1_MACS_peak_10715_lociStitched	chr9	126100867	126103010	1	2144	2249.9357	133	1		CRB2	CRB2	133	1
2_MACS_peak_3274_lociStitched	chr15	45002723	45005185	2	2299	2248.2984	134	1	B2M	TRIM69,SPG11,PATL2	B2M	134	1
2_MACS_peak_10057_lociStitched	chr8	61820959	61823182	2	2205	2243.007	135	1			LOC100130298	135	1
1_MACS_peak_10579_lociStitched	chr9	86321914	86323777	1	1864	2242.6794	136	1	UBQLN1		UBQLN1	136	1
1_MACS_peak_4303_lociStitched	chr17	47865123	47866598	1	1476	2224.89	137	1	MYST2	FAM117A	MYST2	137	1
3_MACS_peak_5036_lociStitched	chr19	16475750	16478263	3	2244	2222.2459	138	1	EPS15L1	KLF2	KLF2	138	1
4_MACS_peak_9751_lociStitched	chr7	104583711	104586455	4	2529	2217.7008	139	1		LOC723809	LOC723809	139	1
1_MACS_peak_4235_lociStitched	chr17	43393440	43395509	1	2070	2215.6921	140	1	MAP3K14		MAP3K14	140	1
1_MACS_peak_8922_lociStitched	chr6	31939013	31940806	1	1794	2193.1976	141	1	STK19,DOM3Z	C2,CFB,SKIV2L,C4B,CYP21A2,MIR1236,RDBP,TNXA,TNXB	DOM3Z	141	1
4_MACS_peak_7647_lociStitched	chr3	197461026	197463799	4	2631	2181.7964	142	1	KIAA0226	FYTTD1	KIAA0226	142	1
2_MACS_peak_1845_lociStitched	chr11	58345121	58347204	2	1948	2161.9457	143	1	ZFP91-CNTF,ZFP91,LPXN	CNTF,LPXN	ZFP91-CNTF	143	1
2_MACS_peak_5354_lociStitched	chr19	54693174	54695106	2	1809	2143.7472	144	1	TSEN34,MBOAT7	RPS9,LENG1,TMC4,LILRB3	TSEN34	144	1
4_MACS_peak_1669_lociStitched	chr11	267567	270151	4	2206	2131.8	145	1		PSMD13,NLRP6,ATHL1,IFITM2,IFITM1,SIRT3,IFITM5	NLRP6	145	1
2_MACS_peak_2200_lociStitched	chr11	118660886	118663259	2	2338	2128.3437	146	1	DDX6		DDX6	146	1
1_MACS_peak_721_lociStitched	chr1	154908590	154910480	1	1891	2122.092	147	1	PMVK	CKS1B,MIR4258,FLAD1,PBXIP1,PYGO2,SHC1	PMVK	147	1
3_MACS_peak_9135_lociStitched	chr6	89789847	89792041	3	1927	2120.9398	148	1	PNRC1	SRSF12	PNRC1	148	1
1_MACS_peak_7454_lociStitched	chr3	169490183	169491723	1	1541	2120.118	149	1	MYNN	MYNN,LRRIQ4,TERC,ARPM1,LRRC34	MYNN	149	1
3_MACS_peak_7763_lociStitched	chr4	40056916	40059426	3	2451	2113.169	150	1	N4BP2,LOC344967		N4BP2	150	1
3_MACS_peak_8206_lociStitched	chr5	55884228	55886067	3	1653	2112.2754	151	1			MAP3K1	151	1
2_MACS_peak_2352_lociStitched	chr12	12869597	12872007	2	2328	2107.063	152	1	CDKN1B	APOLD1,MIR613,GPR19	CDKN1B	152	1
1_MACS_peak_4050_lociStitched	chr17	7381866	7383536	1	1671	2101.027	153	1	ZBTB4	TMEM102,FGF11,CHRNB1,AMAC1L3,POLR2A	ZBTB4	153	1
2_MACS_peak_5318_lociStitched	chr19	50320330	50322231	2	1885	2098.3238	154	1	MED25	PTOV1,FUZ,PNKP	MED25	154	1
2_MACS_peak_3075_lociStitched	chr14	69260256	69263019	2	2506	2096.5644	155	1	C14orf181	ZFP36L1	C14orf181	155	1
2_MACS_peak_2335_lociStitched	chr12	10364406	10366508	2	2090	2094.643	156	1	GABARAPL1	C12orf59,OLR1	GABARAPL1	156	1
1_MACS_peak_80_lociStitched	chr1	16010143	16011724	1	1582	2093.244	157	1	PLEKHM2	RSC1A1	PLEKHM2	157	1
1_MACS_peak_6390_lociStitched	chr20	48531463	48532847	1	1385	2093.0232	158	1	SPATA2	RNF114,SPATA2	SPATA2	158	1
1_MACS_peak_8080_lociStitched	chr4	186346425	186347809	1	1385	2088.3176	159	1	UFSP2	ANKRD37,C4orf47,LRP2BP,CCDC110	UFSP2	159	1
2_MACS_peak_4112_lociStitched	chr17	25659134	25661048	2	1889	2064.0576	160	1		WSB1	WSB1	160	1
3_MACS_peak_6192_lociStitched	chr2	232570617	232572755	3	1968	2056.5422	161	1		PTMA,MIR1244-1	PTMA	161	1
2_MACS_peak_10025_lociStitched	chr8	53626145	53627674	2	1487	2055.2818	162	1	RB1CC1		RB1CC1	162	1
3_MACS_peak_4414_lociStitched	chr17	62501573	62503542	3	1862	2055.2422	163	1	CCDC45,DDX5	C17orf60,POLG2	DDX5	163	1
3_MACS_peak_7459_lociStitched	chr3	169683395	169685360	3	1824	2054.997	164	1	SEC62,LOC100128164		LOC100128164	164	1
2_MACS_peak_10774_lociStitched	chr9	132175118	132176748	2	1612	2048.747	165	1			C9orf106	165	1
1_MACS_peak_4300_lociStitched	chr17	47784474	47785623	1	1150	2045.3349	166	1	SLC35B1	SPOP	SLC35B1	166	1
2_MACS_peak_5509_lociStitched	chr2	30368715	30370789	2	1639	2044.3418	167	1	YPEL5		YPEL5	167	1
1_MACS_peak_8673_lociStitched	chr6	326813	329275	1	2463	2043.9524	168	1	DUSP22		DUSP22	168	1
3_MACS_peak_7496_lociStitched	chr3	177075501	177078347	3	2618	2042.8588	169	1			TBL1XR1	169	1
2_MACS_peak_9358_lociStitched	chr6	159289864	159291793	2	1741	2038.7601	170	1		C6orf99,EZR,OSTCL	OSTCL	170	1
1_MACS_peak_7407_lociStitched	chr3	154041427	154042780	1	1354	2037.618	171	1	DHX36		DHX36	171	1
1_MACS_peak_4364_lociStitched	chr17	56408002	56410153	1	2152	2033.5554	172	1	MIR142	MPO,BZRAP1,SUPT4H1	MIR142	172	1
1_MACS_peak_7474_lociStitched	chr3	171757349	171758858	1	1510	2031.5667	173	1	FNDC3B		FNDC3B	173	1
2_MACS_peak_4248_lociStitched	chr17	44343475	44345295	2	1791	2029.482	174	1		LRRC37A,KIAA1267	LRRC37A	174	1
3_MACS_peak_786_lociStitched	chr1	161015149	161017319	3	2082	2028.733	175	1	USF1,ARHGAP30	F11R,TSTD1,PVRL4	USF1	175	1
3_MACS_peak_9867_lociStitched	chr7	139024776	139026863	3	1874	2025.0161	176	1	C7orf55	LUC7L2	C7orf55	176	1
4_MACS_peak_663_lociStitched	chr1	150582887	150585388	4	2147	2022.8088	177	1		MCL1,ENSA	ENSA	177	1
2_MACS_peak_10217_lociStitched	chr8	103818239	103819881	2	1596	2014.8982	178	1			AZIN1	178	1
1_MACS_peak_4152_lociStitched	chr17	28255985	28257743	1	1759	2014.3164	179	1	EFCAB5,SSH2	EFCAB5	EFCAB5	179	1
2_MACS_peak_7385_lociStitched	chr3	150263186	150265002	2	1622	2010.4936	180	1	EIF2A,SERP1		SERP1	180	1
2_MACS_peak_656_lociStitched	chr1	150533637	150536004	2	2348	2004.1389	181	1		ADAMTSL4,MIR4257,MCL1	MIR4257	181	1
2_MACS_peak_5160_lociStitched	chr19	39893387	39895052	2	1583	1999.4985	182	1		MED29,ZFP36,PLEKHG2,SUPT5H,PAF1,RPS16	ZFP36	182	1
2_MACS_peak_9374_lociStitched	chr6	163834361	163836639	2	2169	1997.1226	183	1	QKI,LOC100526820		QKI	183	1
2_MACS_peak_2115_lociStitched	chr11	95522531	95524176	2	1533	1994.2335	184	1	CEP57,FAM76B		CEP57	184	1
1_MACS_peak_4148_lociStitched	chr17	27717295	27718607	1	1313	1986.1056	185	1	TAOK1		TAOK1	185	1
3_MACS_peak_6395_lociStitched	chr20	48806988	48809752	3	2248	1976.5364	186	1	CEBPB	TMEM189-UBE2V1	CEBPB	186	1
2_MACS_peak_1151_lociStitched	chr1	244997227	244999317	2	1685	1966.481	187	1	FAM36A	NCRNA00201,HNRNPU	FAM36A	187	1
2_MACS_peak_10019_lociStitched	chr8	52810828	52812635	2	1631	1965.8353	188	1	PCMTD1		PCMTD1	188	1
1_MACS_peak_4260_lociStitched	chr17	45265555	45266719	1	1165	1964.5992	189	1	CDC27	MYL4	CDC27	189	1
2_MACS_peak_4118_lociStitched	chr17	26424277	26426607	2	2225	1960.928	190	1	NLK		NLK	190	1
1_MACS_peak_1305_lociStitched	chr10	32635343	32636689	1	1347	1956.0072	191	1	EPC1		EPC1	191	1
2_MACS_peak_10179_lociStitched	chr8	98655326	98657249	2	1872	1955.1141	192	1	MTDH		MTDH	192	1
2_MACS_peak_6317_lociStitched	chr20	34329408	34331257	2	1574	1954.7628	193	1	RBM39	ROMO1,PHF20,NFS1	RBM39	193	1
