#MM8 Enhancers
#Created from /data/projects/IRF4_mm_trn_data/myeloma_public_data/rose/MM8.H3K27ac_ROSE/MM8_0KB_STITCHED_ENHANCER_REGION_MAP.txt
#Ranked by MM8.jin.bam
#Using cutoff of 9590.3895 for Super-Enhancers
#Created on Jul 16 2024 
REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	MM8.jin.bam	enhancerRank	isStretch
1_MACS_peak_16922_lociStitched	chr6	16759208	16764196	1	4989	25662.7612	114	1
1_MACS_peak_20635_lociStitched	chr9	134529472	134534444	1	4973	15060.188	115	1
1_MACS_peak_6535_lociStitched	chr15	69109135	69114095	1	4961	14120.624	116	1
1_MACS_peak_18419_lociStitched	chr7	55636314	55641272	1	4959	12173.8732	117	1
4_MACS_peak_9862_lociStitched	chr19	39896489	39901702	4	4945	17750.7863	118	1
1_MACS_peak_17853_lociStitched	chr6	143264628	143269567	1	4940	33001.4102	119	1
2_MACS_peak_21150_lociStitched	chrX	106916048	106920920	2	4867	15587.4768	120	1
3_MACS_peak_10108_lociStitched	chr19	49375318	49380250	3	4859	23261.2848	121	1
2_MACS_peak_16335_lociStitched	chr5	138723288	138728522	2	4856	14417.053	122	1
1_MACS_peak_9553_lociStitched	chr19	13949407	13954258	1	4852	17539.2756	123	1
2_MACS_peak_6366_lociStitched	chr15	52968671	52973553	2	4851	31644.6358	124	1
4_MACS_peak_16345_lociStitched	chr5	139013267	139018924	4	4851	15836.7715	125	1
3_MACS_peak_17517_lociStitched	chr6	89321984	89327035	3	4845	10655.5896	126	1
3_MACS_peak_8212_lociStitched	chr17	38478200	38483451	3	4836	11758.0392	127	1
5_MACS_peak_17574_lociStitched	chr6	106441199	106446430	5	4834	13477.1484	128	1
1_MACS_peak_7363_lociStitched	chr16	30193960	30198786	1	4827	15758.8204	129	1
3_MACS_peak_41_lociStitched	chr1	1709124	1714227	3	4807	9744.6888	130	1
2_MACS_peak_4021_lociStitched	chr12	12868966	12873933	2	4793	19458.2225	131	1
1_MACS_peak_9057_lociStitched	chr18	52984484	52989269	1	4786	10742.325	132	1
1_MACS_peak_14666_lociStitched	chr3	195632208	195636978	1	4771	18349.236	133	1
1_MACS_peak_18879_lociStitched	chr7	129588376	129593130	1	4755	26364.2578	134	1
1_MACS_peak_12676_lociStitched	chr21	44772023	44776770	1	4748	49355.0337	135	1
1_MACS_peak_20126_lociStitched	chr9	66454645	66459384	1	4740	35106.512	136	1
5_MACS_peak_3775_lociStitched	chr11	122931156	122936077	5	4739	14424.9273	137	1
2_MACS_peak_4641_lociStitched	chr12	102871241	102875997	2	4732	10805.1564	138	1
3_MACS_peak_16971_lociStitched	chr6	26122612	26127621	3	4716	13853.8922	139	1
1_MACS_peak_15091_lociStitched	chr4	78738516	78743225	1	4710	16074.1715	140	1
4_MACS_peak_4697_lociStitched	chr12	109025837	109031255	4	4695	9519.426	141	1
1_MACS_peak_4207_lociStitched	chr12	46120342	46125022	1	4681	12144.6	142	1
4_MACS_peak_10976_lociStitched	chr2	87810161	87815089	4	4675	7645.792	143	1
3_MACS_peak_5162_lociStitched	chr13	46272638	46277433	3	4670	14684.6875	144	1
1_MACS_peak_19678_lociStitched	chr8	128748352	128752977	1	4626	17389.075	145	1
4_MACS_peak_3269_lociStitched	chr11	65624218	65628950	4	4618	10784.7012	146	1
2_MACS_peak_20363_lociStitched	chr9	108005971	108010636	2	4609	19626.1215	147	1
3_MACS_peak_13832_lociStitched	chr3	55518557	55523329	3	4601	8055.136	148	1
4_MACS_peak_10412_lociStitched	chr2	20420765	20425653	4	4593	9104.8776	149	1
2_MACS_peak_9618_lociStitched	chr19	16473908	16478511	2	4592	19188.5261	150	1
2_MACS_peak_1593_lociStitched	chr1	203273357	203277997	2	4582	14502.784	151	1
4_MACS_peak_11152_lociStitched	chr2	112186210	112191157	4	4566	7610.4648	152	1
1_MACS_peak_5181_lociStitched	chr13	49549320	49553871	1	4552	16227.0456	153	1
4_MACS_peak_10200_lociStitched	chr19	55762383	55767496	4	4540	9506.6009	154	1
1_MACS_peak_14828_lociStitched	chr4	15002825	15007360	1	4536	16458.8755	155	1
1_MACS_peak_19902_lociStitched	chr9	5626129	5630660	1	4532	17701.2577	156	1
2_MACS_peak_13076_lociStitched	chr22	38709476	38714002	2	4517	11711.4776	157	1
2_MACS_peak_10184_lociStitched	chr19	54369181	54373724	2	4504	10984.5197	158	1
1_MACS_peak_10609_lociStitched	chr2	43451144	43455643	1	4500	14470.1337	159	1
3_MACS_peak_15679_lociStitched	chr5	32582789	32588003	3	4492	21442.575	160	1
3_MACS_peak_10509_lociStitched	chr2	30368425	30373379	3	4483	19510.8336	161	1
2_MACS_peak_20596_lociStitched	chr9	132646965	132651450	2	4476	11246.1375	162	1
2_MACS_peak_6199_lociStitched	chr15	40397486	40402118	2	4457	12372.072	163	1
3_MACS_peak_9830_lociStitched	chr19	38536083	38540556	3	4452	10759.8015	164	1
1_MACS_peak_20629_lociStitched	chr9	134502382	134506820	1	4439	13689.8986	165	1
2_MACS_peak_13332_lociStitched	chr3	5228019	5232484	2	4437	18013.596	166	1
3_MACS_peak_20302_lociStitched	chr9	98267988	98272434	3	4431	7652.8998	167	1
3_MACS_peak_17840_lociStitched	chr6	143163306	143167802	3	4429	9565.6896	168	1
1_MACS_peak_5284_lociStitched	chr13	97873735	97878159	1	4425	14846.5016	169	1
5_MACS_peak_10935_lociStitched	chr2	86261677	86266539	5	4415	8414.6634	170	1
3_MACS_peak_9909_lociStitched	chr19	41768471	41772927	3	4412	26112.16	171	1
4_MACS_peak_16253_lociStitched	chr5	131798473	131803356	4	4408	7310.3393	172	1
2_MACS_peak_17606_lociStitched	chr6	108878457	108882868	2	4405	16972.6458	173	1
2_MACS_peak_7226_lociStitched	chr16	21527971	21532422	2	4396	18291.3845	174	1
1_MACS_peak_17078_lociStitched	chr6	30582208	30586600	1	4393	18284.7744	175	1
2_MACS_peak_5603_lociStitched	chr14	64660992	64665421	2	4392	12414.487	176	1
1_MACS_peak_5200_lociStitched	chr13	50697503	50701889	1	4387	17641.3692	177	1
3_MACS_peak_9120_lociStitched	chr18	60983668	60988489	3	4383	16334.9943	178	1
1_MACS_peak_20344_lociStitched	chr9	102580796	102585168	1	4373	17574.5656	179	1
2_MACS_peak_12843_lociStitched	chr22	23200423	23204872	2	4366	8212.4091	180	1
1_MACS_peak_21154_lociStitched	chrX	106957124	106961474	1	4351	26444.085	181	1
2_MACS_peak_13336_lociStitched	chr3	5237927	5242324	2	4348	13504.0664	182	1
5_MACS_peak_10968_lociStitched	chr2	87795803	87800490	5	4348	8694.8537	183	1
4_MACS_peak_18866_lociStitched	chr7	128577081	128581479	4	4347	8069.0106	184	1
2_MACS_peak_20275_lociStitched	chr9	95822983	95827402	2	4346	8986.4784	185	1
4_MACS_peak_299_lociStitched	chr1	26436951	26442040	4	4343	12389.1705	186	1
3_MACS_peak_9912_lociStitched	chr19	41802161	41806589	3	4335	17933.4	187	1
7_MACS_peak_12867_lociStitched	chr22	23282700	23287163	7	4330	7627.267	188	1
3_MACS_peak_2050_lociStitched	chr10	15828149	15832737	3	4322	7921.182	189	1
1_MACS_peak_17688_lociStitched	chr6	119668622	119672926	1	4305	16291.5008	190	1
2_MACS_peak_9620_lociStitched	chr19	16479920	16484341	2	4294	13736.4891	191	1
5_MACS_peak_12330_lociStitched	chr20	55964139	55968709	5	4287	7757.118	192	1
4_MACS_peak_7945_lociStitched	chr17	19206067	19211102	4	4278	8289.624	193	1
4_MACS_peak_1534_lociStitched	chr1	192775784	192780050	4	4261	10449.567	194	1
1_MACS_peak_155_lociStitched	chr1	14025922	14030173	1	4252	15632.6274	195	1
2_MACS_peak_10837_lociStitched	chr2	70312334	70316656	2	4252	18014.096	196	1
4_MACS_peak_4023_lociStitched	chr12	12875182	12879475	4	4241	13191.5304	197	1
3_MACS_peak_1004_lociStitched	chr1	118147880	118152484	3	4238	9645.8404	198	1
2_MACS_peak_19320_lociStitched	chr8	61821075	61825562	2	4235	18414.648	199	1
3_MACS_peak_16064_lociStitched	chr5	95194578	95199238	3	4230	10237.088	200	1
2_MACS_peak_20200_lociStitched	chr9	74976893	74981229	2	4228	34457.3248	201	1
5_MACS_peak_15354_lociStitched	chr4	144277119	144281901	5	4220	7777.4448	202	1
1_MACS_peak_20525_lociStitched	chr9	130545044	130549259	1	4216	9460.5675	203	1
3_MACS_peak_16225_lociStitched	chr5	130714529	130719083	3	4204	11586.7422	204	1
2_MACS_peak_7886_lociStitched	chr17	16890305	16894548	2	4203	9054.562	205	1
1_MACS_peak_11554_lociStitched	chr2	192540922	192545105	1	4184	14990.1988	206	1
4_MACS_peak_17706_lociStitched	chr6	126068329	126073035	4	4182	9214.348	207	1
2_MACS_peak_21245_lociStitched	chrX	123093336	123097515	2	4175	16049.8674	208	1
3_MACS_peak_11446_lociStitched	chr2	175458422	175462938	3	4165	8605.6896	209	1
1_MACS_peak_20076_lociStitched	chr9	37033897	37038051	1	4155	10926.2662	210	1
1_MACS_peak_13204_lociStitched	chr22	44419532	44423683	1	4152	15088.885	211	1
1_MACS_peak_6329_lociStitched	chr15	50644225	50648374	1	4150	25343.3367	212	1
1_MACS_peak_5241_lociStitched	chr13	74706519	74710667	1	4149	9906.2536	213	1
2_MACS_peak_17822_lociStitched	chr6	139693199	139697588	2	4149	12723.711	214	1
4_MACS_peak_6122_lociStitched	chr15	31636986	31641579	4	4146	12239.4264	215	1
6_MACS_peak_3982_lociStitched	chr12	9881704	9886186	6	4140	7362.1332	216	1
1_MACS_peak_16427_lociStitched	chr5	142781406	142785539	1	4134	14616.7678	217	1
3_MACS_peak_14604_lociStitched	chr3	186781079	186785286	3	4124	12794.3284	218	1
3_MACS_peak_16247_lociStitched	chr5	131760378	131764881	3	4119	8681.784	219	1
2_MACS_peak_7460_lociStitched	chr16	56964206	56968432	2	4116	11221.2978	220	1
2_MACS_peak_13990_lociStitched	chr3	104238006	104242176	2	4115	10141.023	221	1
3_MACS_peak_11302_lociStitched	chr2	136872767	136877281	3	4106	17808.1814	222	1
1_MACS_peak_13642_lociStitched	chr3	45634913	45639013	1	4101	9725.61	223	1
2_MACS_peak_17582_lociStitched	chr6	106545141	106549634	2	4089	6281.6633	224	1
1_MACS_peak_16073_lociStitched	chr5	95294763	95298850	1	4088	31194.4362	225	1
1_MACS_peak_13455_lociStitched	chr3	15835702	15839781	1	4080	14601.5963	226	1
1_MACS_peak_3731_lociStitched	chr11	118305643	118309699	1	4057	13351.1352	227	1
1_MACS_peak_7828_lociStitched	chr17	7744642	7748694	1	4053	17230.3196	228	1
2_MACS_peak_16101_lociStitched	chr5	100235412	100239470	2	4053	7443.9952	229	1
5_MACS_peak_16979_lociStitched	chr6	26196032	26200468	5	4049	7233.7852	230	1
3_MACS_peak_3446_lociStitched	chr11	73690876	73695080	3	4045	9919.338	231	1
1_MACS_peak_18948_lociStitched	chr7	139474614	139478654	1	4041	17539.66	232	1
1_MACS_peak_9676_lociStitched	chr19	18389722	18393756	1	4035	38253.2118	233	1
4_MACS_peak_1320_lociStitched	chr1	159043335	159048072	4	4035	9136.2519	234	1
2_MACS_peak_9516_lociStitched	chr19	12721032	12725499	2	4034	16770.4581	235	1
6_MACS_peak_4859_lociStitched	chr12	122237746	122242542	6	4034	17363.918	236	1
3_MACS_peak_2146_lociStitched	chr10	31607141	31611183	3	4014	8399.6802	237	1
3_MACS_peak_17457_lociStitched	chr6	74229409	74233877	3	4009	14008.9672	238	1
4_MACS_peak_17661_lociStitched	chr6	114175754	114180133	4	4008	9212.9781	239	1
4_MACS_peak_16564_lociStitched	chr5	162930137	162934615	4	4006	10963.9352	240	1
1_MACS_peak_11348_lociStitched	chr2	158324293	158328294	1	4002	10354.1879	241	1
1_MACS_peak_12635_lociStitched	chr21	43481105	43485096	1	3992	11859.2565	242	1
4_MACS_peak_15767_lociStitched	chr5	55707770	55712495	4	3990	9213.2775	243	1
3_MACS_peak_3669_lociStitched	chr11	111285225	111289637	3	3986	14408.2684	244	1
4_MACS_peak_12912_lociStitched	chr22	24828676	24833066	4	3985	9785.749	245	1
1_MACS_peak_9948_lociStitched	chr19	42617644	42621610	1	3967	10242.9882	246	1
2_MACS_peak_3175_lociStitched	chr11	62606335	62610368	2	3963	12176.8369	247	1
1_MACS_peak_8792_lociStitched	chr17	79478684	79482638	1	3955	9167.349	248	1
6_MACS_peak_2719_lociStitched	chr10	125823856	125828821	6	3952	6681.897	249	1
2_MACS_peak_19025_lociStitched	chr7	150100675	150104830	2	3951	9350.412	250	1
1_MACS_peak_12943_lociStitched	chr22	29194223	29198167	1	3945	23182.4376	251	1
4_MACS_peak_19276_lociStitched	chr8	52810100	52814236	4	3942	10220.8832	252	1
4_MACS_peak_11378_lociStitched	chr2	165615558	165619753	4	3933	7305.5925	253	1
1_MACS_peak_6792_lociStitched	chr15	85871552	85875482	1	3931	11578.566	254	1
2_MACS_peak_12671_lociStitched	chr21	44730797	44734953	2	3927	14718.474	255	1
1_MACS_peak_15525_lociStitched	chr4	185393189	185397111	1	3923	14704.3624	256	1
2_MACS_peak_6118_lociStitched	chr15	31555171	31559483	2	3920	10988.7008	257	1
3_MACS_peak_362_lociStitched	chr1	28572677	28576794	3	3919	6643.1912	258	1
2_MACS_peak_6801_lociStitched	chr15	86124666	86128834	2	3917	8922.0208	259	1
3_MACS_peak_5617_lociStitched	chr14	64968219	64972335	3	3913	20319.4572	260	1
1_MACS_peak_3735_lociStitched	chr11	118659364	118663269	1	3906	24553.859	261	1
4_MACS_peak_346_lociStitched	chr1	28198973	28203231	4	3899	10117.008	262	1
5_MACS_peak_1155_lociStitched	chr1	150581435	150586116	5	3898	9890.0168	263	1
3_MACS_peak_19645_lociStitched	chr8	126294573	126298585	3	3888	7600.3328	264	1
1_MACS_peak_15921_lociStitched	chr5	75696988	75700870	1	3883	25694.958	265	1
2_MACS_peak_97_lociStitched	chr1	6660499	6664524	2	3882	10363.9725	266	1
1_MACS_peak_12682_lociStitched	chr21	44828980	44832857	1	3878	13133.3375	267	1
2_MACS_peak_6889_lociStitched	chr15	94772407	94776300	2	3878	16296.098	268	1
2_MACS_peak_8517_lociStitched	chr17	61775277	61779167	2	3874	10334.174	269	1
2_MACS_peak_12584_lociStitched	chr21	36258762	36262763	2	3868	13352.1372	270	1
1_MACS_peak_9958_lociStitched	chr19	42771602	42775468	1	3867	18297.778	271	1
1_MACS_peak_5789_lociStitched	chr14	90082409	90086272	1	3864	9449.2843	272	1
2_MACS_peak_5517_lociStitched	chr14	50466848	50470801	2	3861	8735.3394	273	1
4_MACS_peak_10403_lociStitched	chr2	20405139	20409201	4	3856	6162.054	274	1
2_MACS_peak_12518_lociStitched	chr21	30670564	30674482	2	3851	27526.6926	275	1
1_MACS_peak_15779_lociStitched	chr5	56109835	56113682	1	3848	19044.1888	276	1
1_MACS_peak_19962_lociStitched	chr9	20620607	20624450	1	3844	12279.5379	277	1
2_MACS_peak_2281_lociStitched	chr10	70846668	70850510	2	3840	9377.9378	278	1
2_MACS_peak_14483_lociStitched	chr3	176913272	176917130	2	3839	12999.1452	279	1
2_MACS_peak_18025_lociStitched	chr6	163834052	163837935	2	3838	11664.1437	280	1
2_MACS_peak_2250_lociStitched	chr10	63808047	63811869	2	3819	11939.5458	281	1
1_MACS_peak_7799_lociStitched	chr17	6915248	6919063	1	3816	10945.998	282	1
3_MACS_peak_12549_lociStitched	chr21	34608517	34612592	3	3816	7616.99	283	1
2_MACS_peak_2067_lociStitched	chr10	17269391	17273314	2	3813	14265.5972	284	1
3_MACS_peak_9233_lociStitched	chr19	2081802	2085936	3	3813	8580.5304	285	1
1_MACS_peak_685_lociStitched	chr1	59247630	59251438	1	3809	17354.96	286	1
1_MACS_peak_16700_lociStitched	chr5	179245300	179249107	1	3808	30205.8801	287	1
1_MACS_peak_20965_lociStitched	chrX	48793989	48797792	1	3804	7709.8219	288	1
1_MACS_peak_7138_lociStitched	chr16	11889437	11893230	1	3794	18015.9914	289	1
2_MACS_peak_2109_lociStitched	chr10	23727469	23731600	2	3792	25075.17	290	1
4_MACS_peak_14595_lociStitched	chr3	186703568	186708014	4	3790	7266.0978	291	1
1_MACS_peak_12642_lociStitched	chr21	43652076	43655859	1	3784	19972.3485	292	1
2_MACS_peak_16619_lociStitched	chr5	173215594	173219538	2	3782	8890.1704	293	1
5_MACS_peak_2125_lociStitched	chr10	27528703	27532623	5	3772	6235.544	294	1
1_MACS_peak_15727_lociStitched	chr5	43017332	43021098	1	3767	9316.3308	295	1
1_MACS_peak_12695_lociStitched	chr21	44875617	44879376	1	3760	14858.5752	296	1
4_MACS_peak_9236_lociStitched	chr19	2086534	2090643	4	3760	8369.2112	297	1
1_MACS_peak_11022_lociStitched	chr2	89156847	89160604	1	3758	13427.8937	298	1
4_MACS_peak_10963_lociStitched	chr2	87783690	87788016	4	3756	6983.8944	299	1
2_MACS_peak_2228_lociStitched	chr10	52381714	52385465	2	3750	8443.501	300	1
1_MACS_peak_6047_lociStitched	chr14	106326639	106330384	1	3746	21338.6355	301	1
3_MACS_peak_9951_lociStitched	chr19	42633488	42637565	3	3746	7682.6988	302	1
2_MACS_peak_11310_lociStitched	chr2	137138385	137142254	2	3745	13569.7437	303	1
