REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	MM8.jin.bam	enhancerRank	isSuper	OVERLAP_GENES	PROXIMAL_GENES	CLOSEST_GENE	enhancerRank	isSuper
2_MACS_peak_9614_lociStitched	chr19	16434406	16440128	2	5715	34158.0512	29	1	KLF2		KLF2	29	1
5_MACS_peak_18155_lociStitched	chr7	8006930	8016479	5	8769	33058.638	30	1	GLCCI1		GLCCI1	30	1
1_MACS_peak_17853_lociStitched	chr6	143264628	143269567	1	4940	33001.4102	31	1	HIVEP2		HIVEP2	31	1
1_MACS_peak_1941_lociStitched	chr10	3823605	3828661	1	5057	31738.5344	32	1	KLF6		KLF6	32	1
2_MACS_peak_6366_lociStitched	chr15	52968671	52973553	2	4851	31644.6358	33	1	KIAA1370		KIAA1370	33	1
1_MACS_peak_9601_lociStitched	chr19	16186259	16191674	1	5416	31482.2685	34	1	TPM4	FLJ25328,RAB8A	TPM4	34	1
1_MACS_peak_16073_lociStitched	chr5	95294763	95298850	1	4088	31194.4362	35	1	ELL2		ELL2	35	1
5_MACS_peak_5823_lociStitched	chr14	91832691	91844493	5	11569	30544.7562	36	1	CCDC88C		CCDC88C	36	1
1_MACS_peak_9529_lociStitched	chr19	12899277	12905465	1	6189	30272.3148	37	1	JUNB	BEST2,RNASEH2A,MAST1,HOOK2,PRDX2,RTBDN	JUNB	37	1
2_MACS_peak_11002_lociStitched	chr2	88922595	88928320	2	5716	30254.335	38	1	EIF2AK3		EIF2AK3	38	1
1_MACS_peak_16700_lociStitched	chr5	179245300	179249107	1	3808	30205.8801	39	1	SQSTM1	LTC4S,MIR1229,MGAT4B,C5orf45	SQSTM1	39	1
2_MACS_peak_18756_lociStitched	chr7	104581255	104586800	2	5545	30187.5345	40	1		LOC723809	LOC723809	40	1
1_MACS_peak_19100_lociStitched	chr7	158619965	158623446	1	3482	30154.5106	41	1	ESYT2	WDR60	ESYT2	41	1
2_MACS_peak_13385_lociStitched	chr3	13049942	13060254	2	10270	30064.636	42	1	IQSEC1	IQSEC1	IQSEC1	42	1
1_MACS_peak_17521_lociStitched	chr6	89789269	89792863	1	3595	29782.7592	43	1	PNRC1	SRSF12	PNRC1	43	1
1_MACS_peak_6290_lociStitched	chr15	45002350	45005705	1	3356	29430.3955	44	1	B2M	TRIM69,SPG11,PATL2	B2M	44	1
1_MACS_peak_10065_lociStitched	chr19	47614025	47617752	1	3728	28911.0844	45	1	ZC3H4	SAE1	ZC3H4	45	1
2_MACS_peak_19461_lociStitched	chr8	95957733	95963693	2	5923	28573.432	46	1	TP53INP1		TP53INP1	46	1
1_MACS_peak_10067_lociStitched	chr19	47729106	47735763	1	6658	28163.1042	47	1	MIR3190,BBC3,MIR3191	CCDC9,PRR24	BBC3	47	1
1_MACS_peak_17787_lociStitched	chr6	136609322	136612258	1	2937	27862.9336	48	1	BCLAF1	FAM54A	BCLAF1	48	1
2_MACS_peak_12518_lociStitched	chr21	30670564	30674482	2	3851	27526.6926	49	1	BACH1	BACH1	BACH1	49	1
2_MACS_peak_17160_lociStitched	chr6	32935693	32941465	2	5722	27500.694	50	1	BRD2	HLA-DMB,HLA-DMA,HLA-DOA	BRD2	50	1
1_MACS_peak_12610_lociStitched	chr21	38737732	38741223	1	3492	27465.0934	51	1	DYRK1A	DYRK1A	DYRK1A	51	1
9_MACS_peak_6725_lociStitched	chr15	81583866	81597125	9	12181	26634.6792	52	1	IL16	STARD5	IL16	52	1
1_MACS_peak_12565_lociStitched	chr21	34913315	34916439	1	3125	26539.942	53	1	SON,GART	DNAJC28,DONSON	GART	53	1
1_MACS_peak_21154_lociStitched	chrX	106957124	106961474	1	4351	26444.085	54	1	TSC22D3		TSC22D3	54	1
4_MACS_peak_2093_lociStitched	chr10	22603955	22612601	4	8263	26423.0406	55	1	COMMD3,BMI1	SPAG6	BMI1	55	1
1_MACS_peak_18879_lociStitched	chr7	129588376	129593130	1	4755	26364.2578	56	1	UBE2H		UBE2H	56	1
1_MACS_peak_6445_lociStitched	chr15	63795152	63798477	1	3326	26211.3075	57	1	USP3		USP3	57	1
3_MACS_peak_9909_lociStitched	chr19	41768471	41772927	3	4412	26112.16	58	1	HNRNPUL1	AXL,CCDC97	HNRNPUL1	58	1
3_MACS_peak_11802_lociStitched	chr2	232570421	232575913	3	5181	26005.7184	59	1	PTMA	MIR1244-1	PTMA	59	1
1_MACS_peak_15921_lociStitched	chr5	75696988	75700870	1	3883	25694.958	60	1	IQGAP2		IQGAP2	60	1
1_MACS_peak_9561_lociStitched	chr19	14115942	14118446	1	2505	25673.0112	61	1	RFX1	RLN3,IL27RA	RFX1	61	1
1_MACS_peak_16922_lociStitched	chr6	16759208	16764196	1	4989	25662.7612	62	1	ATXN1		ATXN1	62	1
1_MACS_peak_6343_lociStitched	chr15	52470446	52473398	1	2953	25510.2984	63	1	GNB5		GNB5	63	1
3_MACS_peak_12863_lociStitched	chr22	23270380	23278854	3	8126	25481.318	64	1		IGLL5	IGLL5	64	1
1_MACS_peak_14391_lociStitched	chr3	156876533	156879330	1	2798	25438.1556	65	1	CCNL1	LOC339894	CCNL1	65	1
1_MACS_peak_3668_lociStitched	chr11	111246457	111251710	1	5254	25358.8575	66	1	POU2AF1		POU2AF1	66	1
1_MACS_peak_6329_lociStitched	chr15	50644225	50648374	1	4150	25343.3367	67	1	LOC100129387,GABPB1,FLJ10038		LOC100129387	67	1
5_MACS_peak_12659_lociStitched	chr21	44579969	44587760	5	7505	25231.1535	68	1		CRYAA	CRYAA	68	1
2_MACS_peak_2109_lociStitched	chr10	23727469	23731600	2	3792	25075.17	69	1	OTUD1		OTUD1	69	1
1_MACS_peak_17310_lociStitched	chr6	42749406	42752204	1	2799	24996.4926	70	1		KIAA0240,TBCC	TBCC	70	1
1_MACS_peak_15952_lociStitched	chr5	78530925	78534400	1	3476	24939.7275	71	1	JMY		JMY	71	1
1_MACS_peak_3735_lociStitched	chr11	118659364	118663269	1	3906	24553.859	72	1	DDX6		DDX6	72	1
1_MACS_peak_12677_lociStitched	chr21	44778584	44784223	1	5640	24035.6736	73	1			SIK1	73	1
2_MACS_peak_11599_lociStitched	chr2	201726560	201729736	2	2967	23993.7272	74	1	CLK1	BZW1,NIF3L1,PPIL3	CLK1	74	1
2_MACS_peak_17579_lociStitched	chr6	106532428	106540912	2	8480	23940.9996	75	1	PRDM1	PRDM1	PRDM1	75	1
1_MACS_peak_19876_lociStitched	chr9	3524753	3527932	1	3180	23838.6852	76	1	RFX3		RFX3	76	1
1_MACS_peak_15661_lociStitched	chr5	32172355	32175408	1	3054	23817.6742	77	1	GOLPH3		GOLPH3	77	1
1_MACS_peak_1687_lociStitched	chr1	207994131	208000554	1	6424	23700.2277	78	1	LOC148696	MIR29C,MIR29B2	LOC148696	78	1
3_MACS_peak_18577_lociStitched	chr7	86843876	86850449	3	6064	23547.7725	79	1	C7orf23		C7orf23	79	1
1_MACS_peak_14106_lociStitched	chr3	119812180	119815395	1	3216	23308.4285	80	1	GSK3B		GSK3B	80	1
1_MACS_peak_3701_lociStitched	chr11	115089641	115095744	1	6104	23303.6952	81	1	CADM1		CADM1	81	1
1_MACS_peak_1821_lociStitched	chr1	228269599	228272162	1	2564	23283.0609	82	1	ARF1	MIR3620,C1orf35,MRPL55	ARF1	82	1
3_MACS_peak_10108_lociStitched	chr19	49375318	49380250	3	4859	23261.2848	83	1	PPP1R15A	NUCB1,HSD17B14,PLEKHA4,TULP2	PPP1R15A	83	1
1_MACS_peak_12943_lociStitched	chr22	29194223	29198167	1	3945	23182.4376	84	1	XBP1	CCDC117	XBP1	84	1
1_MACS_peak_20869_lociStitched	chrX	24166662	24169211	1	2550	23009.3132	85	1	ZFX		ZFX	85	1
1_MACS_peak_16120_lociStitched	chr5	107715765	107719242	1	3478	22709.3301	86	1	FBXL17		FBXL17	86	1
2_MACS_peak_9106_lociStitched	chr18	60822352	60830506	2	8144	22672.197	87	1	BCL2		BCL2	87	1
2_MACS_peak_5579_lociStitched	chr14	60713954	60717370	2	3372	22668.9176	88	1	PPM1A		PPM1A	88	1
2_MACS_peak_14599_lociStitched	chr3	186713428	186719577	2	6089	22305.4975	89	1	ST6GAL1	ST6GAL1	ST6GAL1	89	1
2_MACS_peak_15201_lociStitched	chr4	103421480	103424542	2	3039	22246.961	90	1	NFKB1		NFKB1	90	1
4_MACS_peak_15784_lociStitched	chr5	56468217	56474421	4	5420	22036.608	91	1	GPBP1	GPBP1	GPBP1	91	1
2_MACS_peak_16884_lociStitched	chr6	12008101	12013670	2	5386	21886.7269	92	1	HIVEP1		HIVEP1	92	1
1_MACS_peak_16278_lociStitched	chr5	133560521	133563275	1	2755	21818.2896	93	1	MIR3661,PPP2CA	SKP1	PPP2CA	93	1
1_MACS_peak_13493_lociStitched	chr3	23986181	23988478	1	2298	21782.6807	94	1	NR1D2	RPL15,NKIRAS1	NR1D2	94	1
2_MACS_peak_3666_lociStitched	chr11	111236975	111245394	2	7926	21748.8027	95	1	POU2AF1		POU2AF1	95	1
1_MACS_peak_16092_lociStitched	chr5	98263073	98266138	1	3066	21691.005	96	1	LOC100289230	CHD1	LOC100289230	96	1
1_MACS_peak_9256_lociStitched	chr19	2269327	2271902	1	2576	21678.6675	97	1	OAZ1	SF3A2,AMH,MIR4321,MIR1227,PLEKHJ1,JSRP1,C19orf35,LINGO3	OAZ1	97	1
6_MACS_peak_6005_lociStitched	chr14	106036608	106046257	6	9291	21586.7428	98	1		TMEM121	TMEM121	98	1
1_MACS_peak_7017_lociStitched	chr16	2562947	2565441	1	2495	21478.328	99	1	ATP6V0C	NTN3,TBC1D24,AMDHD2,PDPK1,CEMP1,MIR3178	ATP6V0C	99	1
3_MACS_peak_15679_lociStitched	chr5	32582789	32588003	3	4492	21442.575	100	1	SUB1		SUB1	100	1
1_MACS_peak_14190_lociStitched	chr3	128901107	128903625	1	2519	21343.5752	101	1	CNBP	ISY1	CNBP	101	1
1_MACS_peak_6047_lociStitched	chr14	106326639	106330384	1	3746	21338.6355	102	1			KIAA0125	102	1
2_MACS_peak_11146_lociStitched	chr2	111875057	111881275	2	6115	21335.8234	103	1	ACOXL,BCL2L11		BCL2L11	103	1
3_MACS_peak_6504_lociStitched	chr15	67812256	67815475	3	3193	21303.342	104	1	C15orf61	MAP2K5	C15orf61	104	1
1_MACS_peak_740_lociStitched	chr1	66797379	66803335	1	5957	21109.2552	105	1	PDE4B		PDE4B	105	1
2_MACS_peak_15604_lociStitched	chr5	6479822	6487097	2	7217	21081.495	106	1	UBE2QL1		UBE2QL1	106	1
2_MACS_peak_6295_lociStitched	chr15	45018170	45023271	2	5065	21059.9886	107	1		B2M,TRIM69,PATL2	TRIM69	107	1
1_MACS_peak_8545_lociStitched	chr17	62500949	62503737	1	2789	21032.1144	108	1	CCDC45,DDX5	C17orf60,POLG2	DDX5	108	1
1_MACS_peak_12670_lociStitched	chr21	44725625	44728664	1	3040	21002.529	109	1			SIK1	109	1
1_MACS_peak_15385_lociStitched	chr4	153453069	153459300	1	6232	20990.3697	110	1	DKFZP434I0714,FBXW7	MIR3140	FBXW7	110	1
1_MACS_peak_9554_lociStitched	chr19	13956641	13959051	1	2411	20989.172	111	1		MIR181C,MIR181D,NANOS3,LOC284454,MIR24-2,MIR27A,MIR23A	MIR23A	111	1
1_MACS_peak_12666_lociStitched	chr21	44596305	44599904	1	3600	20898.6732	112	1		CRYAA	CRYAA	112	1
2_MACS_peak_7268_lociStitched	chr16	24550115	24552806	2	2692	20737.3842	113	1	RBBP6		RBBP6	113	1
1_MACS_peak_13580_lociStitched	chr3	39192869	39195763	1	2895	20674.736	114	1	CSRNP1	TTC21A,GORASP1,XIRP1	CSRNP1	114	1
2_MACS_peak_20032_lociStitched	chr9	35070427	35073519	2	2903	20586.2268	115	1	VCP	C9orf131,FANCG,PIGO,STOML2,KIAA1539	VCP	115	1
4_MACS_peak_6845_lociStitched	chr15	90638637	90646494	4	7493	20512.2699	116	1	IDH2		IDH2	116	1
1_MACS_peak_6700_lociStitched	chr15	79164876	79167021	1	2146	20489.898	117	1	MORF4L1		MORF4L1	117	1
1_MACS_peak_20227_lociStitched	chr9	86321402	86324160	1	2759	20448.9152	118	1	UBQLN1		UBQLN1	118	1
4_MACS_peak_7120_lociStitched	chr16	11771313	11779175	4	7654	20429.407	119	1	SNN,TXNDC11		SNN	119	1
3_MACS_peak_5617_lociStitched	chr14	64968219	64972335	3	3913	20319.4572	120	1	ZBTB1,ZBTB25	AKAP5,HSPA2,C14orf50	ZBTB25	120	1
1_MACS_peak_20338_lociStitched	chr9	101983264	101985859	1	2596	20275.254	121	1	SEC61B,ALG2		SEC61B	121	1
2_MACS_peak_7095_lociStitched	chr16	9184343	9187329	2	2616	20010.0818	122	1	C16orf72		C16orf72	122	1
1_MACS_peak_12642_lociStitched	chr21	43652076	43655859	1	3784	19972.3485	123	1	ABCG1		ABCG1	123	1
2_MACS_peak_6120_lociStitched	chr15	31616153	31621401	2	5041	19964.4416	124	1	KLF13		KLF13	124	1
4_MACS_peak_14243_lociStitched	chr3	133290746	133296299	4	5108	19947.4866	125	1	CDV3		CDV3	125	1
4_MACS_peak_18921_lociStitched	chr7	137664938	137673649	4	8061	19757.4191	126	1	CREB3L2		CREB3L2	126	1
1_MACS_peak_13295_lociStitched	chr22	50968057	50971326	1	3270	19756.5284	127	1	TYMP,ODF3B	ADM2,MIOX,NCAPH2,KLHDC7B,LMF2,SCO2,C22orf41,CPT1B	TYMP	127	1
1_MACS_peak_12700_lociStitched	chr21	45138465	45140699	1	2235	19638.6472	128	1	PDXK		PDXK	128	1
2_MACS_peak_12620_lociStitched	chr21	42797408	42800398	2	2968	19631.443	129	1	MX1		MX1	129	1
2_MACS_peak_20363_lociStitched	chr9	108005971	108010636	2	4609	19626.1215	130	1	SLC44A1		SLC44A1	130	1
2_MACS_peak_12071_lociStitched	chr20	34329010	34332388	2	3378	19517.7462	131	1	RBM39	ROMO1,PHF20,NFS1	RBM39	131	1
3_MACS_peak_10509_lociStitched	chr2	30368425	30373379	3	4483	19510.8336	132	1	YPEL5		YPEL5	132	1
2_MACS_peak_4021_lociStitched	chr12	12868966	12873933	2	4793	19458.2225	133	1	CDKN1B	APOLD1,MIR613,GPR19	CDKN1B	133	1
1_MACS_peak_15563_lociStitched	chr5	9993	11809	1	1817	19433.5608	134	1			PLEKHG4B	134	1
1_MACS_peak_19595_lociStitched	chr8	123792464	123795421	1	2958	19400.877	135	1	ZHX2		ZHX2	135	1
1_MACS_peak_6721_lociStitched	chr15	81291918	81295136	1	3219	19301.8858	136	1	MESDC1	MESDC2	MESDC1	136	1
1_MACS_peak_20327_lociStitched	chr9	100744517	100748253	1	3737	19266.552	137	1	ANP32B	HEMGN	ANP32B	137	1
2_MACS_peak_15745_lociStitched	chr5	49961258	49964908	2	3648	19231.12	138	1	PARP8		PARP8	138	1
2_MACS_peak_9618_lociStitched	chr19	16473908	16478511	2	4592	19188.5261	139	1	EPS15L1	KLF2	KLF2	139	1
2_MACS_peak_18946_lociStitched	chr7	139466326	139473812	2	7248	19177.6348	140	1	HIPK2	TBXAS1	HIPK2	140	1
1_MACS_peak_14156_lociStitched	chr3	126074602	126076923	1	2322	19135.9487	141	1	KLF15	CCDC37	KLF15	141	1
1_MACS_peak_20009_lociStitched	chr9	33288618	33291460	1	2843	19074.9356	142	1	NFX1	SPINK4,CHMP5,BAG1	NFX1	142	1
1_MACS_peak_15779_lociStitched	chr5	56109835	56113682	1	3848	19044.1888	143	1	MAP3K1		MAP3K1	143	1
1_MACS_peak_18780_lociStitched	chr7	106807881	106810755	1	2875	18955.1796	144	1	HBP1		HBP1	144	1
1_MACS_peak_13595_lociStitched	chr3	42054108	42056754	1	2647	18918.3708	145	1			ULK4	145	1
1_MACS_peak_6365_lociStitched	chr15	52859453	52861726	1	2274	18904.7683	146	1	ARPP19	MYO5A	ARPP19	146	1
2_MACS_peak_21359_lociStitched	chrX	153235545	153239186	2	3526	18902.6156	147	1	TMEM187,HCFC1	MIR3202-1,ARHGAP4,NAA10,RENBP,MIR3202-2,IRAK1,MIR718	HCFC1	147	1
2_MACS_peak_1153_lociStitched	chr1	150547801	150553208	2	5211	18860.6974	148	1	MCL1	ADAMTSL4,MIR4257,ENSA	MCL1	148	1
1_MACS_peak_12634_lociStitched	chr21	43429150	43431612	1	2463	18848.8258	149	1	ZNF295	C21orf121	ZNF295	149	1
1_MACS_peak_13080_lociStitched	chr22	38900604	38903474	1	2871	18843.846	150	1	DDX17	KDELR3,KCNJ4,DDX17	DDX17	150	1
1_MACS_peak_19405_lociStitched	chr8	81396969	81399941	1	2973	18665.3488	151	1	ZBTB10		ZBTB10	151	1
2_MACS_peak_8438_lociStitched	chr17	55332901	55338769	2	5626	18548.748	152	1	MSI2		MSI2	152	1
1_MACS_peak_2155_lociStitched	chr10	32634931	32636692	1	1762	18510.3993	153	1	EPC1		EPC1	153	1
1_MACS_peak_16316_lociStitched	chr5	137088448	137091509	1	3062	18486.2973	154	1	HNRNPA0	NPY6R,KLHL3	HNRNPA0	154	1
1_MACS_peak_16694_lociStitched	chr5	179049109	179051600	1	2492	18417.4576	155	1	HNRNPH1	C5orf60	HNRNPH1	155	1
2_MACS_peak_19320_lociStitched	chr8	61821075	61825562	2	4235	18414.648	156	1			LOC100130298	156	1
1_MACS_peak_21383_lociStitched	chrX	153625421	153628125	1	2705	18412.888	157	1	RPL10	EMD,SNORA70,TAZ,ATP6AP1,GDI1,FAM50A,FLNA,DNASE1L1	RPL10	157	1
1_MACS_peak_14666_lociStitched	chr3	195632208	195636978	1	4771	18349.236	158	1	TNK2	TNK2	TNK2	158	1
1_MACS_peak_18966_lociStitched	chr7	140623365	140625485	1	2121	18311.712	159	1	BRAF		BRAF	159	1
1_MACS_peak_9958_lociStitched	chr19	42771602	42775468	1	3867	18297.778	160	1		ZNF526,CIC,PRR19,TMEM145,DEDD2,GSK3A,ERF,PAFAH1B3	ERF	160	1
2_MACS_peak_7226_lociStitched	chr16	21527971	21532422	2	4396	18291.3845	161	1	SLC7A5P2	LOC100271836	SLC7A5P2	161	1
1_MACS_peak_17078_lociStitched	chr6	30582208	30586600	1	4393	18284.7744	162	1	MRPS18B,PPP1R10	ABCF1,MIR877,ATAT1,C6orf136	PPP1R10	162	1
1_MACS_peak_12089_lociStitched	chr20	35201202	35203806	1	2605	18262.3728	163	1	TGIF2,TGIF2-C20ORF24	MYL9,C20orf24	TGIF2	163	1
1_MACS_peak_6309_lociStitched	chr15	45878597	45881252	1	2656	18195.5115	164	1	PLDN	SQRDL	PLDN	164	1
3_MACS_peak_14282_lociStitched	chr3	141127854	141134702	3	6455	18175.2768	165	1	ZBTB38		RASA2	165	1
1_MACS_peak_7138_lociStitched	chr16	11889437	11893230	1	3794	18015.9914	166	1	ZC3H7A	BCAR4	ZC3H7A	166	1
2_MACS_peak_10837_lociStitched	chr2	70312334	70316656	2	4252	18014.096	167	1	PCBP1,LOC400960	LOC100133985	PCBP1	167	1
2_MACS_peak_13332_lociStitched	chr3	5228019	5232484	2	4437	18013.596	168	1	EDEM1		EDEM1	168	1
1_MACS_peak_13992_lociStitched	chr3	105085455	105089084	1	3630	18005.6464	169	1	ALCAM		ALCAM	169	1
2_MACS_peak_17527_lociStitched	chr6	90060023	90063770	2	3722	17975.4831	170	1	UBE2J1	GABRR2	UBE2J1	170	1
3_MACS_peak_9912_lociStitched	chr19	41802161	41806589	3	4335	17933.4	171	1	HNRNPUL1	CCDC97	CCDC97	171	1
2_MACS_peak_9161_lociStitched	chr19	658674	663835	2	5012	17873.0591	172	1	RNF126	FGF22,FSTL3,PALM,POLRMT,PRSSL1	RNF126	172	1
1_MACS_peak_3119_lociStitched	chr11	58344564	58347962	1	3399	17865.3248	173	1	ZFP91-CNTF,ZFP91,LPXN	CNTF,LPXN	ZFP91-CNTF	173	1
3_MACS_peak_11302_lociStitched	chr2	136872767	136877281	3	4106	17808.1814	174	1	CXCR4		CXCR4	174	1
1_MACS_peak_3178_lociStitched	chr11	62647722	62650466	1	2745	17804.7184	175	1	SLC3A2	STX5,WDR74,SNORD22,SNORD31,SNORD30,SNORD29,SNORD28,SNORD27,SNORD26,SNORD25,SNHG1,CHRM1	SLC3A2	175	1
1_MACS_peak_16696_lociStitched	chr5	179124709	179127674	1	2966	17779.6225	176	1	CANX	MAML1,CBY3	CANX	176	1
4_MACS_peak_9862_lociStitched	chr19	39896489	39901702	4	4945	17750.7863	177	1	ZFP36	MED29,PLEKHG2,SUPT5H,PAF1,RPS16	ZFP36	177	1
1_MACS_peak_11305_lociStitched	chr2	136888983	136895473	1	6491	17706.667	178	1		CXCR4	CXCR4	178	1
1_MACS_peak_19902_lociStitched	chr9	5626129	5630660	1	4532	17701.2577	179	1	KIAA1432	KIAA1432	KIAA1432	179	1
1_MACS_peak_14338_lociStitched	chr3	150262930	150265344	1	2415	17666.859	180	1	EIF2A,SERP1		SERP1	180	1
1_MACS_peak_14179_lociStitched	chr3	128368458	128369917	1	1460	17646.1673	181	1	RPN1		RPN1	181	1
1_MACS_peak_5200_lociStitched	chr13	50697503	50701889	1	4387	17641.3692	182	1	DLEU2	DLEU1,ST13P4	DLEU2	182	1
2_MACS_peak_3715_lociStitched	chr11	116967415	116970197	2	2525	17607.8344	183	1	SIK3	PAFAH1B2	SIK3	183	1
1_MACS_peak_20344_lociStitched	chr9	102580796	102585168	1	4373	17574.5656	184	1	NR4A3	NR4A3	NR4A3	184	1
1_MACS_peak_6425_lociStitched	chr15	60882772	60885434	1	2663	17548.1702	185	1	RORA		RORA	185	1
1_MACS_peak_18948_lociStitched	chr7	139474614	139478654	1	4041	17539.66	186	1	TBXAS1,HIPK2		HIPK2	186	1
1_MACS_peak_9553_lociStitched	chr19	13949407	13954258	1	4852	17539.2756	187	1		ZSWIM4,MIR181C,MIR181D,NANOS3,LOC284454,MIR24-2,MIR27A,MIR23A	MIR23A	187	1
1_MACS_peak_12681_lociStitched	chr21	44817270	44820647	1	3378	17531.0201	188	1		C21orf125,SIK1	SIK1	188	1
1_MACS_peak_6229_lociStitched	chr15	41407312	41409544	1	2233	17519.4144	189	1	INO80		INO80	189	1
1_MACS_peak_12948_lociStitched	chr22	29663081	29666007	1	2927	17511.2322	190	1	EWSR1,RHBDD3	GAS2L1,RASL10A	EWSR1	190	1
7_MACS_peak_2648_lociStitched	chr10	112255534	112261630	7	5527	17510.1504	191	1	DUSP5		DUSP5	191	1
3_MACS_peak_9932_lociStitched	chr19	42055424	42060796	3	5220	17446.6444	192	1		CEACAM21	CEACAM21	192	1
1_MACS_peak_18684_lociStitched	chr7	100025661	100028599	1	2939	17433.5044	193	1	MEPCE,ZCWPW1	C7orf47,C7orf61,TSC22D4	MEPCE	193	1
1_MACS_peak_19678_lociStitched	chr8	128748352	128752977	1	4626	17389.075	194	1	MYC		MYC	194	1
1_MACS_peak_11654_lociStitched	chr2	208029744	208032272	1	2529	17375.4496	195	1	KLF7		KLF7	195	1
4_MACS_peak_8701_lociStitched	chr17	75135827	75143600	4	6936	17374.2096	196	1	SEC14L1	SEC14L1	SEC14L1	196	1
6_MACS_peak_4859_lociStitched	chr12	122237746	122242542	6	4034	17363.918	197	1	LOC338799	SETD1B,RHOF	LOC338799	197	1
1_MACS_peak_685_lociStitched	chr1	59247630	59251438	1	3809	17354.96	198	1	LOC100131060,JUN		JUN	198	1
1_MACS_peak_3222_lociStitched	chr11	64900538	64903642	1	3105	17349.4976	199	1	SYVN1	ZFPL1,C11orf2,TM7SF2,MRPL49,SPDYC,CAPN1,CDCA5,ZNHIT2,FAU	SYVN1	199	1
1_MACS_peak_20192_lociStitched	chr9	73027115	73029974	1	2860	17324.1105	200	1	KLF9		KLF9	200	1
