REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	MM2_jia.bam	enhancerRank	isSuper	OVERLAP_GENES	PROXIMAL_GENES	CLOSEST_GENE	TOP_GENE	TSS_SIGNAL	enhancerRank	isSuper
6_MACS_peak_14633_lociStitched	chr3	5223190	5247779	6	18879	20079.3774	98	1	EDEM1		EDEM1	EDEM1	0.5405	98	1
5_MACS_peak_8113_lociStitched	chr16	29815835	29837005	5	14612	19956.959	99	1	KIF22,MAZ,PRRT2,C16orf53,MVP	ZG16,LOC440356,CDIPT	C16orf53	C16orf53	0.6644	99	1
6_MACS_peak_18154_lociStitched	chr5	173156016	173175898	6	15334	19951.587	100	1			BOD1	BOD1	NONE	100	1
7_MACS_peak_20411_lociStitched	chr7	102063964	102087098	7	15695	19909.1204	101	1	PRKRIP1,ORAI2	LRWD1,ALKBH4,POLR2J	ORAI2	ORAI2	0.4904	101	1
4_MACS_peak_17692_lociStitched	chr5	130709606	130733263	4	20614	19886.0742	102	1	CDC42SE2		CDC42SE2	CDC42SE2	0.3783	102	1
3_MACS_peak_7428_lociStitched	chr15	74906676	74924599	3	14278	19867.6455	103	1	CLK3,EDC3		CLK3	CLK3	0.6889	103	1
4_MACS_peak_11019_lociStitched	chr19	50369767	50381983	4	6822	19814.352	104	1	TBC1D17,PNKP,AKT1S1	MED25,PTOV1,ATF5,IL4I1	AKT1S1	AKT1S1	1.1321	104	1
7_MACS_peak_11658_lociStitched	chr2	65139546	65174205	7	25032	19776.4254	105	1	LOC400958	SLC1A4	LOC400958	LOC400958	0.4295	105	1
14_MACS_peak_13431_lociStitched	chr20	46363580	46416252	14	18509	19773.0688	106	1	SULF2		SULF2	SULF2	0.2818	106	1
9_MACS_peak_18055_lociStitched	chr5	156952239	156982783	9	23600	19768.0768	107	1	ADAM19		ADAM19	ADAM19	0.5049	107	1
5_MACS_peak_4646_lociStitched	chr12	9860388	9895764	5	20192	19725.6576	108	1	CLECL1	CLEC2D,CD69	CLECL1	CLECL1	0.675	108	1
3_MACS_peak_17777_lociStitched	chr5	133967405	133986373	3	15172	19624.2928	109	1	SEC24A,SAR1B		SEC24A	SEC24A	0.2905	109	1
5_MACS_peak_14596_lociStitched	chr22	50963533	50983666	5	13407	19472.6376	110	1	SCO2,TYMP,ODF3B	ADM2,MIOX,NCAPH2,KLHDC7B,LOC100144603,LMF2,C22orf41,CPT1B,CHKB	ODF3B	ODF3B	1.0816	110	1
2_MACS_peak_11730_lociStitched	chr2	70309873	70323275	2	10506	19269.3956	111	1	PCBP1,LOC400960	LOC100133985	PCBP1	PCBP1	1.5328	111	1
9_MACS_peak_15824_lociStitched	chr3	183223631	183260159	9	22709	19045.6992	112	1	KLHL6		KLHL6	KLHL6	0.4263	112	1
1_MACS_peak_17920_lociStitched	chr5	142774232	142785840	1	11609	19027.8336	113	1	NR3C1		NR3C1	NR3C1	0.3931	113	1
3_MACS_peak_22088_lociStitched	chr9	91924566	91936372	3	6720	18825.8476	114	1	CKS2,MIR3153,SECISBP2		SECISBP2	SECISBP2	0.38	114	1
7_MACS_peak_3324_lociStitched	chr11	14323827	14348471	7	21808	18800.9076	115	1	RRAS2		RRAS2	RRAS2	0.4152	115	1
5_MACS_peak_17457_lociStitched	chr5	95142489	95162601	5	18269	18800.6976	116	1	GLRX	C5orf27	GLRX	GLRX	0.9098	116	1
4_MACS_peak_22433_lociStitched	chr9	130531947	130549429	4	13234	18772.1716	117	1	CDK9,MIR2861,SH2D3C	FPGS,TOR2A,SH2D3C	SH2D3C	TOR2A	0.3196	117	1
2_MACS_peak_4741_lociStitched	chr12	26266142	26281085	2	14243	18719.0961	118	1	BHLHE41		BHLHE41	BHLHE41	1.066	118	1
8_MACS_peak_7500_lociStitched	chr15	78343902	78381330	8	20044	18687.8004	119	1	TBC1D2B	SH2D7,CIB2	TBC1D2B	TBC1D2B	0.3558	119	1
2_MACS_peak_7399_lociStitched	chr15	72764816	72770406	2	5440	18665.01	120	1	ARIH1		ARIH1	ARIH1	0.2991	120	1
4_MACS_peak_11024_lociStitched	chr19	50414141	50434271	4	12564	18634.341	121	1	ATF5,NUP62,IL4I1	TBC1D17,SIGLEC16,PNKP,AKT1S1,IL4I1,SIGLEC11	ATF5	AKT1S1	1.1321	121	1
4_MACS_peak_8979_lociStitched	chr17	37909192	37935510	4	19699	18501.554	122	1	IKZF3	GRB7,C17orf37	GRB7	C17orf37	0.2051	122	1
4_MACS_peak_11262_lociStitched	chr2	20403469	20427950	4	23357	18478.2588	123	1	SDC1		SDC1	SDC1	0.5907	123	1
8_MACS_peak_7350_lociStitched	chr15	68478898	68503750	8	22653	18360.6576	124	1	PIAS1,CALML4,CLN6		CALML4	CALML4	0.7272	124	1
2_MACS_peak_5611_lociStitched	chr12	125397578	125413574	2	10679	18185.8524	125	1	UBC	SCARB1	UBC	UBC	1.0215	125	1
4_MACS_peak_9252_lociStitched	chr17	56406559	56430808	4	16083	18143.1018	126	1	MIR142,SUPT4H1	MPO,BZRAP1	MIR142	MIR142	0.6054	126	1
6_MACS_peak_19618_lociStitched	chr6	152480406	152508704	6	18797	18076.7624	127	1	SYNE1		SYNE1	SYNE1	0.128	127	1
5_MACS_peak_19510_lociStitched	chr6	139571345	139601556	5	18782	17999.7138	128	1	TXLNB		TXLNB	TXLNB	0.4369	128	1
4_MACS_peak_3358_lociStitched	chr11	17406540	17429719	4	15787	17922.0028	129	1	KCNJ11,ABCC8	DKFZp686O24166	KCNJ11	KCNJ11	0.8213	129	1
5_MACS_peak_4428_lociStitched	chr11	122925222	122943881	5	13765	17653.2799	130	1	HSPA8,ASAM	LOC341056	HSPA8	HSPA8	0.8529	130	1
1_MACS_peak_10937_lociStitched	chr19	47728431	47736418	1	7988	17628.9064	131	1	MIR3190,BBC3,MIR3191	CCDC9,PRR24	BBC3	BBC3	0.878	131	1
1_MACS_peak_7470_lociStitched	chr15	75741858	75748981	1	7124	17559.6196	132	1	SIN3A		SIN3A	SIN3A	0.3808	132	1
8_MACS_peak_10167_lociStitched	chr19	2617961	2638162	8	17679	17528.4077	133	1	GNG7		GNG7	GNG7	0.3798	133	1
4_MACS_peak_1354_lociStitched	chr1	150532148	150553223	4	18294	17519.6475	134	1	ADAMTSL4,MCL1	MIR4257,ENSA	MCL1	MCL1	0.5979	134	1
9_MACS_peak_17469_lociStitched	chr5	95242261	95276818	9	21305	17475.4749	135	1	ELL2		ELL2	ELL2	0.5081	135	1
3_MACS_peak_9515_lociStitched	chr17	74256379	74272542	3	14634	17470.5867	136	1	FAM100B,QRICH2	RNF157	FAM100B	FAM100B	1.084	136	1
5_MACS_peak_20495_lociStitched	chr7	114555973	114579026	5	17873	17381.962	137	1	MDFIC		MDFIC	MDFIC	0.677	137	1
3_MACS_peak_2219_lociStitched	chr1	234734627	234749118	3	14253	17254.4337	138	1	IRF2BP2	NCRNA00184	IRF2BP2	IRF2BP2	1.1275	138	1
4_MACS_peak_10114_lociStitched	chr19	1847592	1865568	4	10197	17217.4128	139	1	REXO1,KLF16	LOC100288123,SCAMP4,ADAT3,ATP8B3,MIR1909,FAM108A1	KLF16	KLF16	0.8306	139	1
10_MACS_peak_20981_lociStitched	chr8	33398784	33425188	10	18490	17154.6788	140	1	RNF122	C8orf41,DUSP26	RNF122	RNF122	0.5819	140	1
4_MACS_peak_19204_lociStitched	chr6	106531107	106551983	4	17394	17153.8092	141	1	PRDM1		PRDM1	PRDM1	0.587	141	1
3_MACS_peak_10821_lociStitched	chr19	42616758	42637776	3	14403	17062.4124	142	1	POU2F2,MIR4323	ZNF574,GRIK5	POU2F2	POU2F2	0.5408	142	1
5_MACS_peak_8007_lociStitched	chr16	21510163	21532264	5	16986	17019.9801	143	1	LOC100271836,SLC7A5P2		LOC100271836	LOC100271836	0.2299	143	1
2_MACS_peak_11070_lociStitched	chr19	55760252	55772205	2	10895	16974.4553	144	1	PPP6R1	BRSK1,PTPRH,TMEM86B,HSPBP1	PPP6R1	PPP6R1	0.5404	144	1
1_MACS_peak_451_lociStitched	chr1	31213751	31231463	1	17713	16959.24	145	1	LAPTM5	LOC100129196,MATN1	LAPTM5	LAPTM5	0.5855	145	1
3_MACS_peak_18129_lociStitched	chr5	172191688	172205380	3	6989	16935.6348	146	1	DUSP1		DUSP1	DUSP1	1.2066	146	1
3_MACS_peak_11010_lociStitched	chr19	50165874	50184202	3	10294	16933.2392	147	1	BCL2L12,PRMT1,IRF3	SCAF1,C19orf76,CPT1C,RRAS	PRMT1	RRAS	0.6098	147	1
3_MACS_peak_8129_lociStitched	chr16	30193498	30208994	3	9959	16926.2808	148	1	CORO1A,LOC606724,SLX1B,SLX1A-SULT1A3,SULT1A3,SULT1A4,BOLA2B	LOC613037	CORO1A	CORO1A	0.8872	148	1
4_MACS_peak_6928_lociStitched	chr15	34610202	34635514	4	15878	16905.8848	149	1	SLC12A6,NOP10	C15orf55,LPCAT4,MIR1233-1,GOLGA8A	SLC12A6	LPCAT4	0.334	149	1
3_MACS_peak_11219_lociStitched	chr2	11883953	11899309	3	14423	16897.7424	150	1	LPIN1		LPIN1	LPIN1	0.2845	150	1
5_MACS_peak_3773_lociStitched	chr11	66867159	66890007	5	14111	16889.2416	151	1	KDM2A	RHOD	KDM2A	KDM2A	0.2846	151	1
8_MACS_peak_14154_lociStitched	chr22	29179611	29198881	8	14567	16803.44	152	1	CCDC117,XBP1	HSCB,CHEK2	XBP1	XBP1	0.9196	152	1
4_MACS_peak_18943_lociStitched	chr6	42738234	42757979	4	9091	16783.25	153	1		LOC442211,KIAA0240,PRPH2,TBCC	TBCC	TBCC	0.2923	153	1
3_MACS_peak_21824_lociStitched	chr9	33286657	33299779	3	10625	16769.916	154	1	NFX1	SPINK4,CHMP5,BAG1	NFX1	NFX1	0.3434	154	1
5_MACS_peak_17957_lociStitched	chr5	149777928	149794296	5	13741	16764.1056	155	1	TCOF1,CD74	TCOF1,RPS14	CD74	CD74	0.827	155	1
5_MACS_peak_6729_lociStitched	chr14	102275181	102294918	5	13382	16661.9754	156	1	PPP2R5C		PPP2R5C	PPP2R5C	0.3173	156	1
2_MACS_peak_11235_lociStitched	chr2	16830407	16848120	2	17680	16581.1393	157	1	FAM49A		FAM49A	FAM49A	0.2957	157	1
2_MACS_peak_3287_lociStitched	chr11	7532263	7547529	2	12463	16530.0248	158	1	OLFML1,PPFIBP2		PPFIBP2	PPFIBP2	0.2723	158	1
5_MACS_peak_17859_lociStitched	chr5	139927180	139950996	5	10878	16442.5664	159	1	ANKHD1-EIF4EBP3,EIF4EBP3,SLC35A4,SRA1,APBB3		SRA1	SRA1	0.4667	159	1
5_MACS_peak_10809_lociStitched	chr19	42363271	42389041	5	17085	16389.72	160	1	RPS19,CD79A,ARHGEF1	DMRTC2,LYPD4	CD79A	CD79A	0.4711	160	1
8_MACS_peak_13362_lociStitched	chr20	43588408	43620726	8	14682	16288.272	161	1	STK4,TOMM34	PABPC1L	STK4	STK4	0.2336	161	1
3_MACS_peak_5535_lociStitched	chr12	122227146	122243462	3	9444	16286.6312	162	1	SETD1B,RHOF,LOC338799		RHOF	RHOF	0.2476	162	1
5_MACS_peak_20651_lociStitched	chr7	137663606	137688017	5	22645	16269.9315	163	1	CREB3L2		CREB3L2	CREB3L2	0.3246	163	1
