REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	MM2_jia.bam	enhancerRank	isStretch	OVERLAP_GENES	PROXIMAL_GENES	CLOSEST_GENE	enhancerRank	isStretch
5_MACS_peak_10809_lociStitched	chr19	42363271	42389041	5	17085	16389.72	111	1	RPS19,CD79A,ARHGEF1	DMRTC2,LYPD4	CD79A	111	1
3_MACS_peak_3703_lociStitched	chr11	65255090	65276004	3	17008	24122.2076	112	1	MALAT1	MIR612,SCYL1,LTBP3	MALAT1	112	1
5_MACS_peak_8007_lociStitched	chr16	21510163	21532264	5	16986	17019.9801	113	1	LOC100271836,SLC7A5P2		LOC100271836	113	1
2_MACS_peak_10133_lociStitched	chr19	2080580	2097922	2	16872	26150.0018	114	1	IZUMO4,MOBKL2A	MKNK2	MOBKL2A	114	1
7_MACS_peak_7450_lociStitched	chr15	75299026	75322208	7	16855	14363.5672	115	1	SCAMP5,PPCDC	RPP25	PPCDC	115	1
8_MACS_peak_3464_lociStitched	chr11	35182985	35206223	8	16841	15557.841	116	1	CD44		CD44	116	1
6_MACS_peak_5229_lociStitched	chr12	95593490	95613565	6	16816	14640.6975	117	1	VEZT,FGD6		FGD6	117	1
6_MACS_peak_2352_lociStitched	chr10	11204310	11223059	6	16746	13863.0106	118	1	CELF2		CELF2	118	1
3_MACS_peak_1883_lociStitched	chr1	203254287	203278309	3	16708	29832.9218	119	1	BTG2,LOC730227	FMOD	LOC730227	119	1
12_MACS_peak_6086_lociStitched	chr14	23258788	23299669	12	16458	15093.2652	120	1	MRPL52,SLC7A7	OXA1L,MMP14,LRP10	SLC7A7	120	1
13_MACS_peak_14094_lociStitched	chr22	24536124	24559843	13	16369	11050.6821	121	1	CABIN1	SUSD2	SUSD2	121	1
7_MACS_peak_19587_lociStitched	chr6	149785531	149807646	7	16244	15553.4795	122	1	ZC3H12D		ZC3H12D	122	1
1_MACS_peak_10792_lociStitched	chr19	41800757	41816966	1	16210	24431.8257	123	1	HNRNPUL1,CCDC97	TGFB1	CCDC97	123	1
6_MACS_peak_10125_lociStitched	chr19	2040329	2062701	6	16209	23844.0776	124	1	MKNK2	IZUMO4,BTBD2,MOBKL2A	MKNK2	124	1
3_MACS_peak_15190_lociStitched	chr3	69128965	69145786	3	16187	13640.1489	125	1	ARL6IP5,UBA3	MIR3136,TMF1,LMOD3	ARL6IP5	125	1
4_MACS_peak_9252_lociStitched	chr17	56406559	56430808	4	16083	18143.1018	126	1	MIR142,SUPT4H1	MPO,BZRAP1	MIR142	126	1
10_MACS_peak_11546_lociStitched	chr2	54795514	54830568	10	16062	14354.613	127	1	SPTBN1	RPL23AP32	SPTBN1	127	1
4_MACS_peak_2780_lociStitched	chr10	81001314	81020044	4	15978	23697.196	128	1	ZMIZ1		PPIF	128	1
4_MACS_peak_6928_lociStitched	chr15	34610202	34635514	4	15878	16905.8848	129	1	SLC12A6,NOP10	C15orf55,LPCAT4,MIR1233-1,GOLGA8A	SLC12A6	129	1
4_MACS_peak_3358_lociStitched	chr11	17406540	17429719	4	15787	17922.0028	130	1	KCNJ11,ABCC8	DKFZp686O24166	KCNJ11	130	1
4_MACS_peak_17908_lociStitched	chr5	142585411	142610232	4	15782	15582.6238	131	1	ARHGAP26		NR3C1	131	1
1_MACS_peak_3698_lociStitched	chr11	65183383	65199157	1	15775	30913.8852	132	1	NEAT1	FRMD8,MIR612,SLC25A45	NEAT1	132	1
7_MACS_peak_17401_lociStitched	chr5	88023122	88044130	7	15773	14613.1648	133	1	MEF2C	LOC645323	LOC645323	133	1
6_MACS_peak_3680_lociStitched	chr11	64879175	64903419	6	15732	22241.4456	134	1	TM7SF2,C11orf2,MRPL49,ZNHIT2,FAU,SYVN1	ZFPL1,SPDYC,CAPN1,CDCA5	MRPL49	134	1
7_MACS_peak_20411_lociStitched	chr7	102063964	102087098	7	15695	19909.1204	135	1	PRKRIP1,ORAI2	LRWD1,ALKBH4,POLR2J	ORAI2	135	1
3_MACS_peak_13528_lociStitched	chr20	52194886	52211662	3	15694	11969.676	136	1	ZNF217		ZNF217	136	1
8_MACS_peak_4248_lociStitched	chr11	108027585	108048014	8	15671	11740.5463	137	1	NPAT	ACAT1,ATM	ACAT1	137	1
9_MACS_peak_7917_lociStitched	chr16	11821009	11837774	9	15643	10858.6905	138	1	TXNDC11		TXNDC11	138	1
5_MACS_peak_10420_lociStitched	chr19	12885805	12905720	5	15499	33889.3555	139	1	JUNB,HOOK2	ASNA1,BEST2,RNASEH2A,MAST1,C19orf43,PRDX2,RTBDN	JUNB	139	1
7_MACS_peak_17681_lociStitched	chr5	130587957	130617913	7	15400	15888.6624	140	1	CDC42SE2		CDC42SE2	140	1
5_MACS_peak_3866_lociStitched	chr11	72523412	72550670	5	15361	20097.3234	141	1	ATG16L2,FCHSD2	STARD10	ATG16L2	141	1
6_MACS_peak_18154_lociStitched	chr5	173156016	173175898	6	15334	19951.587	142	1			BOD1	142	1
1_MACS_peak_3943_lociStitched	chr11	74658915	74674207	1	15293	14928.0504	143	1	SPCS2,XRRA1	NEU3	SPCS2	143	1
4_MACS_peak_18564_lociStitched	chr6	25403838	25420351	4	15201	13273.1494	144	1	LRRC16A		LRRC16A	144	1
3_MACS_peak_23232_lociStitched	chrX	153229859	153252583	3	15175	22674.0072	145	1	TMEM187,MIR3202-1,HCFC1,MIR3202-2	ARHGAP4,NAA10,RENBP,IRAK1,MIR718	TMEM187	145	1
3_MACS_peak_17777_lociStitched	chr5	133967405	133986373	3	15172	19624.2928	146	1	SEC24A,SAR1B		SEC24A	146	1
6_MACS_peak_23121_lociStitched	chrX	128906071	128922848	6	15115	11965.3564	147	1	SASH3	XPNPEP2	SASH3	147	1
4_MACS_peak_20099_lociStitched	chr7	50343647	50359306	4	15108	11517.1945	148	1	IKZF1		IKZF1	148	1
9_MACS_peak_9943_lociStitched	chr18	52968105	52990331	9	15027	11990.927	149	1	TCF4		TCF4	149	1
4_MACS_peak_16496_lociStitched	chr4	90211059	90229719	4	14971	12645.882	150	1	GPRIN3		GPRIN3	150	1
5_MACS_peak_21815_lociStitched	chr9	33151538	33172777	5	14914	14950.1321	151	1	B4GALT1		B4GALT1	151	1
3_MACS_peak_13691_lociStitched	chr21	19151917	19169628	3	14857	12934.3433	152	1	C21orf91		C21orf91	152	1
5_MACS_peak_23082_lociStitched	chrX	118811078	118828080	5	14722	15769.355	153	1	SEPT6	MIR766	SEPT6	153	1
8_MACS_peak_13362_lociStitched	chr20	43588408	43620726	8	14682	16288.272	154	1	STK4,TOMM34	PABPC1L	STK4	154	1
3_MACS_peak_9515_lociStitched	chr17	74256379	74272542	3	14634	17470.5867	155	1	FAM100B,QRICH2	RNF157	FAM100B	155	1
5_MACS_peak_8113_lociStitched	chr16	29815835	29837005	5	14612	19956.959	156	1	KIF22,MAZ,PRRT2,C16orf53,MVP	ZG16,LOC440356,CDIPT	C16orf53	156	1
8_MACS_peak_14154_lociStitched	chr22	29179611	29198881	8	14567	16803.44	157	1	CCDC117,XBP1	HSCB,CHEK2	XBP1	157	1
7_MACS_peak_1499_lociStitched	chr1	155928457	155953676	7	14511	13565.3001	158	1	ARHGEF2	RXFP4,RIT1,SNORA42,SCARNA4,KIAA0907,SSR2	ARHGEF2	158	1
2_MACS_peak_13704_lociStitched	chr21	26932889	26947484	2	14489	10712.73	159	1	MIR155HG,MIR155	C21orf71,MRPL39	MIR155HG	159	1
5_MACS_peak_11705_lociStitched	chr2	68988718	69011044	5	14486	13304.0634	160	1	ARHGAP25		ARHGAP25	160	1
11_MACS_peak_12564_lociStitched	chr2	197024223	197048254	11	14424	12373.5619	161	1	STK17B		STK17B	161	1
3_MACS_peak_11219_lociStitched	chr2	11883953	11899309	3	14423	16897.7424	162	1	LPIN1		LPIN1	162	1
10_MACS_peak_14342_lociStitched	chr22	38685524	38714826	10	14417	14694.953	163	1	CSNK1E	TMEM184B	CSNK1E	163	1
4_MACS_peak_3510_lociStitched	chr11	45088263	45105301	4	14403	11384.7916	164	1		PRDM11	PRDM11	164	1
3_MACS_peak_10821_lociStitched	chr19	42616758	42637776	3	14403	17062.4124	165	1	POU2F2,MIR4323	ZNF574,GRIK5	POU2F2	165	1
4_MACS_peak_4700_lociStitched	chr12	15100938	15116610	4	14353	11243.0928	166	1	ARHGDIB	PDE6H,ERP27	ARHGDIB	166	1
9_MACS_peak_14408_lociStitched	chr22	39897703	39928918	9	14346	15657.444	167	1	SMCR7L,ATF4,RPS19BP1	MGAT3,CACNA1I	ATF4	167	1
2_MACS_peak_4677_lociStitched	chr12	12865578	12879910	2	14327	21473.6356	168	1	CDKN1B,APOLD1	MIR613,GPR19	CDKN1B	168	1
6_MACS_peak_21436_lociStitched	chr8	124034217	124055290	6	14326	13981.9355	169	1	DERL1	WDR67	DERL1	169	1
9_MACS_peak_14952_lociStitched	chr3	46318830	46341916	9	14295	11626.1096	170	1		CCR3	CCR3	170	1
10_MACS_peak_1512_lociStitched	chr1	156116050	156136658	10	14294	9955.7248	171	1	SEMA4A	LMNA,SLC25A44,PMF1	SEMA4A	171	1
3_MACS_peak_7428_lociStitched	chr15	74906676	74924599	3	14278	19867.6455	172	1	CLK3,EDC3		CLK3	172	1
4_MACS_peak_22438_lociStitched	chr9	130661334	130681089	4	14261	20355.552	173	1	ST6GALNAC6,ST6GALNAC4	ENG,AK1,PIP5KL1,DPM2,FAM102A	ST6GALNAC4	173	1
3_MACS_peak_2219_lociStitched	chr1	234734627	234749118	3	14253	17254.4337	174	1	IRF2BP2	NCRNA00184	IRF2BP2	174	1
2_MACS_peak_4741_lociStitched	chr12	26266142	26281085	2	14243	18719.0961	175	1	BHLHE41		BHLHE41	175	1
3_MACS_peak_22390_lociStitched	chr9	127019809	127038406	3	14242	14178.3528	176	1	NEK6	NEK6	NEK6	176	1
7_MACS_peak_13289_lociStitched	chr20	35972734	35995037	7	14193	13571.3755	177	1	SRC		SRC	177	1
7_MACS_peak_351_lociStitched	chr1	27058868	27078189	7	14131	10139.6608	178	1	ARID1A	PIGV	PIGV	178	1
5_MACS_peak_3773_lociStitched	chr11	66867159	66890007	5	14111	16889.2416	179	1	KDM2A	RHOD	KDM2A	179	1
8_MACS_peak_1582_lociStitched	chr1	160695695	160723065	8	14096	12581.989	180	1	SLAMF7	LY9,CD48	SLAMF7	180	1
5_MACS_peak_21998_lociStitched	chr9	71546281	71567059	5	14042	10393.1556	181	1	PIP5K1B		PRKACG	181	1
1_MACS_peak_5931_lociStitched	chr13	74696615	74710649	1	14035	14476.071	182	1	KLF12		KLF12	182	1
6_MACS_peak_2463_lociStitched	chr10	22595494	22615480	6	14032	14951.5266	183	1	COMMD3,BMI1	SPAG6	COMMD3	183	1
8_MACS_peak_17020_lociStitched	chr5	17255266	17283184	8	14018	13043.2896	184	1	BASP1	LOC285696	BASP1	184	1
1_MACS_peak_2434_lociStitched	chr10	15824237	15838188	1	13952	14896.8778	185	1	FAM188A		ITGA8	185	1
9_MACS_peak_7156_lociStitched	chr15	55559367	55582945	9	13851	15254.966	186	1	RAB27A	PIGB	RAB27A	186	1
4_MACS_peak_7145_lociStitched	chr15	52958725	52977324	4	13829	20125.9779	187	1	KIAA1370		KIAA1370	187	1
6_MACS_peak_4365_lociStitched	chr11	118266589	118282589	6	13814	13003.2	188	1	UBE4A,ATP5L	MLL	ATP5L	188	1
4_MACS_peak_12399_lociStitched	chr2	173412032	173427760	4	13811	10735.9328	189	1	PDK1		PDK1	189	1
6_MACS_peak_331_lociStitched	chr1	26436234	26454546	6	13810	11206.944	190	1	PDIK1L	GRRP1,ZNF593,CNKSR1,TRIM63	PDIK1L	190	1
7_MACS_peak_5241_lociStitched	chr12	96587247	96609801	7	13796	12939.2298	191	1	ELK3		ELK3	191	1
5_MACS_peak_4428_lociStitched	chr11	122925222	122943881	5	13765	17653.2799	192	1	HSPA8,ASAM	LOC341056	HSPA8	192	1
2_MACS_peak_3782_lociStitched	chr11	67032916	67047087	2	13753	15507.3253	193	1	ADRBK1	ANKRD13D,SSH3,LOC100130987	ADRBK1	193	1
3_MACS_peak_18307_lociStitched	chr6	388774	403669	3	13746	11256.1515	194	1	IRF4		IRF4	194	1
5_MACS_peak_17957_lociStitched	chr5	149777928	149794296	5	13741	16764.1056	195	1	TCOF1,CD74	TCOF1,RPS14	CD74	195	1
1_MACS_peak_13407_lociStitched	chr20	45976493	45990197	1	13705	12866.6856	196	1	ZMYND8	LOC100131496	ZMYND8	196	1
6_MACS_peak_14162_lociStitched	chr22	29206298	29226539	6	13698	10043.5842	197	1		CCDC117,XBP1	XBP1	197	1
8_MACS_peak_20053_lociStitched	chr7	44661969	44680307	8	13682	11382.3966	198	1	OGDH	DDX56,TMED4	OGDH	198	1
