GENE	CHROM	START	STOP	ENHANCER_ID
KLF12	chr13	74706519	74710667	1_MACS_peak_5241_lociStitched
KLF13	chr15	31616153	31621401	2_MACS_peak_6120_lociStitched
KLF13	chr15	31636986	31641579	4_MACS_peak_6122_lociStitched
KLF13	chr15	31644167	31647442	2_MACS_peak_6126_lociStitched
KLF13	chr15	31555171	31559483	2_MACS_peak_6118_lociStitched
KLF15	chr3	126074602	126076923	1_MACS_peak_14156_lociStitched
KLF2	chr19	16434406	16440128	2_MACS_peak_9614_lociStitched
KLF2	chr19	16473908	16478511	2_MACS_peak_9618_lociStitched
KLF2	chr19	16479920	16484341	2_MACS_peak_9620_lociStitched
KLF6	chr10	3823605	3828661	1_MACS_peak_1941_lociStitched
KLF7	chr2	208029744	208032272	1_MACS_peak_11654_lociStitched
KLF9	chr9	73027115	73029974	1_MACS_peak_20192_lociStitched
KLF9	chr9	73033231	73036005	1_MACS_peak_20193_lociStitched
MEF2A	chr15	100104902	100107462	1_MACS_peak_6915_lociStitched
MEF2C	chr5	88168404	88186677	11_MACS_peak_16008_lociStitched
MEF2C	chr5	88116059	88123462	5_MACS_peak_15999_lociStitched
MEF2C	chr5	88596324	88599694	1_MACS_peak_16025_lociStitched
MXI1	chr10	111967768	111972095	3_MACS_peak_2634_lociStitched
MYC	chr8	128748352	128752977	1_MACS_peak_19678_lociStitched
MYNN	chr3	169490073	169491973	1_MACS_peak_14417_lociStitched
MZF1	chr19	59068938	59071437	1_MACS_peak_10293_lociStitched
NFE2L2	chr2	178127831	178130674	1_MACS_peak_11465_lociStitched
NFE2L2	chr2	178076085	178078803	1_MACS_peak_11464_lociStitched
NFKB1	chr4	103421480	103424542	2_MACS_peak_15201_lociStitched
NFKB2	chr10	104153465	104156168	1_MACS_peak_2590_lociStitched
NR1D2	chr3	23986181	23988478	1_MACS_peak_13493_lociStitched
NR3C1	chr5	142781406	142785539	1_MACS_peak_16427_lociStitched
NR4A2	chr2	157197224	157199944	1_MACS_peak_11339_lociStitched
NR4A2	chr2	157188338	157191839	1_MACS_peak_11338_lociStitched
NR4A3	chr9	102580796	102585168	1_MACS_peak_20344_lociStitched
PAX4	chr7	127291026	127293357	1_MACS_peak_18852_lociStitched
PAX5	chr9	37033897	37038051	1_MACS_peak_20076_lociStitched
POU2F2	chr19	42617644	42621610	1_MACS_peak_9948_lociStitched
PRDM1	chr6	106532428	106540912	2_MACS_peak_17579_lociStitched
PRDM1	chr6	106441199	106446430	5_MACS_peak_17574_lociStitched
PRDM10	chr11	129871216	129874305	1_MACS_peak_3850_lociStitched
RARA	chr17	38478200	38483451	3_MACS_peak_8212_lociStitched
RAX2	chr19	3760761	3763293	2_MACS_peak_9307_lociStitched
RELA	chr11	65429419	65431732	1_MACS_peak_3263_lociStitched
RELB	chr19	45504016	45505636	1_MACS_peak_10002_lociStitched
RFX1	chr19	14115942	14118446	1_MACS_peak_9561_lociStitched
RFX3	chr9	3524753	3527932	1_MACS_peak_19876_lociStitched
RFX7	chr15	56534935	56538392	1_MACS_peak_6384_lociStitched
RORA	chr15	60882772	60885434	1_MACS_peak_6425_lociStitched
RUNX1	chr21	36258762	36262763	2_MACS_peak_12584_lociStitched
SF1	chr11	64544976	64547682	1_MACS_peak_3208_lociStitched
SIN3A	chr15	75742897	75748826	2_MACS_peak_6649_lociStitched
SP3	chr2	174827840	174831203	1_MACS_peak_11434_lociStitched
SPI1	chr11	47398687	47400860	1_MACS_peak_3083_lociStitched
SREBF2	chr22	42227894	42230199	1_MACS_peak_13172_lociStitched
TBX6	chr16	30074873	30078131	1_MACS_peak_7356_lociStitched
TBX6	chr16	30106217	30108227	1_MACS_peak_7360_lociStitched
TCF12	chr15	57209433	57212298	1_MACS_peak_6393_lociStitched
TCF4	chr18	52984484	52989269	1_MACS_peak_9057_lociStitched
TEAD1	chr11	12695172	12697313	1_MACS_peak_2927_lociStitched
TGIF2	chr20	35201202	35203806	1_MACS_peak_12089_lociStitched
TP53	chr17	7588430	7590996	1_MACS_peak_7825_lociStitched
XBP1	chr22	29194223	29198167	1_MACS_peak_12943_lociStitched
ZBTB1	chr14	64968219	64972335	3_MACS_peak_5617_lociStitched
ZBTB20	chr3	114864316	114867451	3_MACS_peak_14080_lociStitched
ZBTB32	chr19	36235429	36237057	1_MACS_peak_9803_lociStitched
ZBTB38	chr3	141096794	141112023	4_MACS_peak_14277_lociStitched
ZBTB38	chr3	141117971	141126472	1_MACS_peak_14281_lociStitched
ZBTB38	chr3	141127854	141134702	3_MACS_peak_14282_lociStitched
ZBTB38	chr3	141086214	141089244	1_MACS_peak_14274_lociStitched
ZBTB5	chr9	37464108	37466691	1_MACS_peak_20085_lociStitched
ZFP62	chr5	180256728	180260753	3_MACS_peak_16714_lociStitched
ZFP91	chr11	58344564	58347962	1_MACS_peak_3119_lociStitched
ZFX	chrX	24166662	24169211	1_MACS_peak_20869_lociStitched
ZNF143	chr11	9480440	9483646	3_MACS_peak_2900_lociStitched
ZNF16	chr8	146125556	146128556	1_MACS_peak_19830_lociStitched
ZNF250	chr8	146125556	146128556	1_MACS_peak_19830_lociStitched
ZNF460	chr19	57790652	57792835	1_MACS_peak_10245_lociStitched
ZNF48	chr16	30388376	30390877	1_MACS_peak_7374_lociStitched
ZNF483	chr9	114244956	114247329	1_MACS_peak_20406_lociStitched
ZNF490	chr19	12721032	12725499	2_MACS_peak_9516_lociStitched
ZNF524	chr19	56145901	56147587	1_MACS_peak_10224_lociStitched
ZNF526	chr19	42771602	42775468	1_MACS_peak_9958_lociStitched
ZNF543	chr19	57790652	57792835	1_MACS_peak_10245_lociStitched
ZNF574	chr19	42578957	42581520	1_MACS_peak_9944_lociStitched
ZNF574	chr19	42617644	42621610	1_MACS_peak_9948_lociStitched
ZNF580	chr19	56145901	56147587	1_MACS_peak_10224_lociStitched
ZNF580	chr19	56165145	56167534	1_MACS_peak_10230_lociStitched
ZNF581	chr19	56145901	56147587	1_MACS_peak_10224_lociStitched
ZNF581	chr19	56165145	56167534	1_MACS_peak_10230_lociStitched
ZNF592	chr15	85290299	85293333	1_MACS_peak_6785_lociStitched
ZNF655	chr7	99155235	99157297	1_MACS_peak_18657_lociStitched
ZNF689	chr16	30668407	30671784	2_MACS_peak_7392_lociStitched
ZNF771	chr16	30388376	30390877	1_MACS_peak_7374_lociStitched
ZNF775	chr7	150064641	150066958	1_MACS_peak_19023_lociStitched
ZNF784	chr19	56145901	56147587	1_MACS_peak_10224_lociStitched
ZNF784	chr19	56165145	56167534	1_MACS_peak_10230_lociStitched
ZNF791	chr19	12721032	12725499	2_MACS_peak_9516_lociStitched
ZNF805	chr19	57790652	57792835	1_MACS_peak_10245_lociStitched
