GENE	CHROM	START	STOP	ENHANCER_ID
FOXP1	chr3	71029100	71033947	1_MACS_peak_19030_lociStitched
FOXP2	chr7	113721952	113727873	1_MACS_peak_27141_lociStitched
GZF1	chr20	23329723	23347856	4_MACS_peak_16863_lociStitched
HAP1	chr17	39843852	39848758	1_MACS_peak_11482_lociStitched
HBP1	chr7	106807046	106813563	2_MACS_peak_27086_lociStitched
HEY2	chr6	126067610	126075178	1_MACS_peak_25339_lociStitched
HINFP	chr11	118963596	118979274	3_MACS_peak_5225_lociStitched
HIVEP2	chr6	143264028	143269895	1_MACS_peak_25582_lociStitched
IKZF1	chr7	50343612	50362120	3_MACS_peak_26472_lociStitched
IKZF3	chr17	38014859	38025160	1_MACS_peak_11451_lociStitched
IKZF3	chr17	37922384	37938497	1_MACS_peak_11444_lociStitched
IRF1	chr5	131790239	131804030	2_MACS_peak_23347_lociStitched
IRF2	chr4	185454390	185460425	1_MACS_peak_22178_lociStitched
IRF2	chr4	185390730	185397451	1_MACS_peak_22176_lociStitched
IRF3	chr19	50178475	50184134	1_MACS_peak_13893_lociStitched
IRF3	chr19	50143008	50146928	1_MACS_peak_13891_lociStitched
IRF4	chr6	388995	413327	4_MACS_peak_23792_lociStitched
IRF9	chr14	24656807	24667207	2_MACS_peak_7853_lociStitched
JUNB	chr19	12899043	12905467	1_MACS_peak_13238_lociStitched
JUND	chr19	18388857	18394081	1_MACS_peak_13388_lociStitched
KLF1	chr19	13043341	13058483	2_MACS_peak_13244_lociStitched
KLF13	chr15	31630908	31660681	8_MACS_peak_8962_lociStitched
KLF13	chr15	31615331	31622593	1_MACS_peak_8961_lociStitched
KLF16	chr19	1846431	1865387	4_MACS_peak_12931_lociStitched
KLF2	chr19	16434476	16442299	1_MACS_peak_13335_lociStitched
KLF6	chr10	3821989	3829029	1_MACS_peak_2900_lociStitched
KLF9	chr9	73026125	73036436	2_MACS_peak_29587_lociStitched
MAZ	chr16	29815564	29834165	4_MACS_peak_10357_lociStitched
MEF2C	chr5	88162082	88186968	1_MACS_peak_23025_lociStitched
MEF2C	chr5	88595839	88616777	4_MACS_peak_23030_lociStitched
MEF2C	chr5	88100395	88132965	9_MACS_peak_23013_lociStitched
MEF2C	chr5	88634914	88641546	1_MACS_peak_23034_lociStitched
MEF2D	chr1	156447382	156475907	4_MACS_peak_1643_lociStitched
MYBL2	chr20	42308700	42320899	4_MACS_peak_17108_lociStitched
MYNN	chr3	169481856	169492916	3_MACS_peak_19999_lociStitched
MZF1	chr19	59083498	59087895	2_MACS_peak_14090_lociStitched
MZF1	chr19	59064711	59071580	2_MACS_peak_14088_lociStitched
NFE2	chr12	54671867	54679924	2_MACS_peak_6121_lociStitched
NFE2L1	chr17	46123830	46142553	4_MACS_peak_11645_lociStitched
NFE2L2	chr2	178075395	178088637	4_MACS_peak_15933_lociStitched
NFE2L2	chr2	178125939	178131294	1_MACS_peak_15941_lociStitched
NFE2L3	chr7	26220793	26244407	5_MACS_peak_26213_lociStitched
NFIL3	chr9	94173173	94187158	2_MACS_peak_29739_lociStitched
NFIX	chr19	13043341	13058483	2_MACS_peak_13244_lociStitched
NFKB1	chr4	103421144	103425542	1_MACS_peak_21405_lociStitched
NFKB2	chr10	104153300	104159424	2_MACS_peak_3688_lociStitched
NHLH1	chr1	160309014	160314792	1_MACS_peak_1705_lociStitched
NR3C1	chr5	142771704	142785943	1_MACS_peak_23501_lociStitched
NR4A2	chr2	157188012	157200402	2_MACS_peak_15688_lociStitched
PAX4	chr7	127290852	127300754	4_MACS_peak_27302_lociStitched
PBX2	chr6	32156685	32164887	2_MACS_peak_24311_lociStitched
PBX4	chr19	19771769	19780474	2_MACS_peak_13426_lociStitched
PLAGL2	chr20	30789919	30796663	1_MACS_peak_16930_lociStitched
POU2F1	chr1	167188470	167192750	1_MACS_peak_1833_lociStitched
POU5F1	chr6	31164384	31172825	2_MACS_peak_24267_lociStitched
PRDM1	chr6	106530176	106560423	3_MACS_peak_25126_lociStitched
PRDM1	chr6	106439634	106447743	1_MACS_peak_25125_lociStitched
PRDM1	chr6	106610079	106616725	1_MACS_peak_25131_lociStitched
PRDM10	chr11	129871102	129874905	1_MACS_peak_5338_lociStitched
PRDM14	chr8	71124894	71134225	1_MACS_peak_28208_lociStitched
RAX2	chr19	3760591	3763791	1_MACS_peak_13002_lociStitched
RFX1	chr19	14115598	14118499	1_MACS_peak_13276_lociStitched
RFX3	chr9	3524151	3530010	1_MACS_peak_29090_lociStitched
RFX5	chr1	151297772	151301519	1_MACS_peak_1487_lociStitched
RFX7	chr15	56533075	56538661	1_MACS_peak_9281_lociStitched
RUNX1	chr21	36576925	36608166	7_MACS_peak_17665_lociStitched
RXRB	chr6	33166749	33177094	3_MACS_peak_24334_lociStitched
SF1	chr11	64538948	64547788	2_MACS_peak_4557_lociStitched
SIN3A	chr15	75742199	75748946	1_MACS_peak_9572_lociStitched
SP1	chr12	53764042	53776622	3_MACS_peak_6090_lociStitched
SP3	chr2	174822297	174831745	2_MACS_peak_15891_lociStitched
STAT2	chr12	56726525	56733679	2_MACS_peak_6161_lociStitched
TBP	chr6	170860227	170864594	1_MACS_peak_25877_lociStitched
TCF12	chr15	57208955	57218145	1_MACS_peak_9293_lociStitched
TCF3	chr19	1648028	1653887	1_MACS_peak_12928_lociStitched
TCF4	chr18	52972794	52991954	1_MACS_peak_12659_lociStitched
THAP1	chr8	42742137	42755552	4_MACS_peak_27978_lociStitched
USF1	chr1	161007972	161017907	2_MACS_peak_1729_lociStitched
XBP1	chr22	29183145	29199281	2_MACS_peak_17965_lociStitched
ZBTB1	chr14	64966249	64974973	3_MACS_peak_8320_lociStitched
ZBTB11	chr3	101394072	101406447	3_MACS_peak_19261_lociStitched
ZBTB20	chr3	114856209	114867667	2_MACS_peak_19439_lociStitched
ZBTB32	chr19	36230891	36240279	3_MACS_peak_13546_lociStitched
ZBTB38	chr3	141079613	141161323	14_MACS_peak_19726_lociStitched
ZBTB7A	chr19	4058656	4067747	2_MACS_peak_13007_lociStitched
ZBTB7B	chr1	154927032	154957515	6_MACS_peak_1575_lociStitched
ZBTB7B	chr1	154971025	154980033	1_MACS_peak_1581_lociStitched
ZFP91	chr11	58339462	58348948	1_MACS_peak_4428_lociStitched
ZNF114	chr19	48824415	48837689	4_MACS_peak_13843_lociStitched
ZNF143	chr11	9479961	9484236	1_MACS_peak_4020_lociStitched
ZNF16	chr8	146120415	146128802	2_MACS_peak_29044_lociStitched
ZNF184	chr6	27438889	27448376	2_MACS_peak_24153_lociStitched
ZNF215	chr11	6981732	6987026	1_MACS_peak_4002_lociStitched
ZNF217	chr20	52194812	52211838	3_MACS_peak_17284_lociStitched
ZNF219	chr14	21565696	21579969	3_MACS_peak_7768_lociStitched
ZNF250	chr8	146101995	146105817	1_MACS_peak_29043_lociStitched
ZNF250	chr8	146120415	146128802	2_MACS_peak_29044_lociStitched
ZNF335	chr20	44598853	44601805	1_MACS_peak_17169_lociStitched
ZNF460	chr19	57790382	57796297	1_MACS_peak_14040_lociStitched
ZNF490	chr19	12720751	12725719	1_MACS_peak_13228_lociStitched
ZNF497	chr19	58891440	58900013	2_MACS_peak_14076_lociStitched
ZNF524	chr19	56110122	56118330	2_MACS_peak_14018_lociStitched
ZNF526	chr19	42771813	42775667	1_MACS_peak_13711_lociStitched
ZNF543	chr19	57790382	57796297	1_MACS_peak_14040_lociStitched
ZNF579	chr19	56110122	56118330	2_MACS_peak_14018_lociStitched
ZNF580	chr19	56164878	56170198	1_MACS_peak_14025_lociStitched
ZNF580	chr19	56110122	56118330	2_MACS_peak_14018_lociStitched
ZNF581	chr19	56164878	56170198	1_MACS_peak_14025_lociStitched
ZNF581	chr19	56110122	56118330	2_MACS_peak_14018_lociStitched
ZNF584	chr19	58891440	58900013	2_MACS_peak_14076_lociStitched
ZNF672	chr1	249112529	249121775	2_MACS_peak_2872_lociStitched
ZNF672	chr1	249131543	249134229	1_MACS_peak_2874_lociStitched
ZNF687	chr1	151253244	151256338	1_MACS_peak_1485_lociStitched
ZNF687	chr1	151297772	151301519	1_MACS_peak_1487_lociStitched
ZNF689	chr16	30661206	30673015	2_MACS_peak_10409_lociStitched
ZNF692	chr1	249112529	249121775	2_MACS_peak_2872_lociStitched
ZNF692	chr1	249131543	249134229	1_MACS_peak_2874_lociStitched
ZNF784	chr19	56164878	56170198	1_MACS_peak_14025_lociStitched
ZNF784	chr19	56110122	56118330	2_MACS_peak_14018_lociStitched
ZNF791	chr19	12720751	12725719	1_MACS_peak_13228_lociStitched
ZNF805	chr19	57790382	57796297	1_MACS_peak_14040_lociStitched
ZNF837	chr19	58891440	58900013	2_MACS_peak_14076_lociStitched
