GENE	CHROM	START	STOP	ENHANCER_ID
NFE2L2	chr2	178127690	178130613	1_MACS_peak_16714_lociStitched
NFE2L2	chr2	178075975	178079759	2_MACS_peak_16712_lociStitched
NFE2L3	chr7	26238829	26242614	1_MACS_peak_25791_lociStitched
NFIC	chr19	3358773	3370142	3_MACS_peak_13622_lociStitched
NFIX	chr19	13043248	13057778	4_MACS_peak_13956_lociStitched
NR1I3	chr1	161142765	161164063	5_MACS_peak_2020_lociStitched
NR3C1	chr5	142778083	142785766	3_MACS_peak_23442_lociStitched
PBX4	chr19	19771454	19780675	2_MACS_peak_14199_lociStitched
POU2F1	chr1	167188281	167192305	1_MACS_peak_2101_lociStitched
PRDM1	chr6	106531390	106556688	2_MACS_peak_24970_lociStitched
PRDM1	chr6	106439540	106447296	2_MACS_peak_24968_lociStitched
PRDM1	chr6	106610736	106617851	1_MACS_peak_24975_lociStitched
PRDM10	chr11	129871204	129874566	1_MACS_peak_5794_lociStitched
RARA	chr17	38467212	38483606	3_MACS_peak_11961_lociStitched
RARG	chr12	53583465	53604490	3_MACS_peak_6364_lociStitched
RUNX1	chr21	36257996	36263256	2_MACS_peak_18353_lociStitched
RUNX2	chr6	45383001	45405912	3_MACS_peak_24604_lociStitched
RUNX2	chr6	45672735	45687421	2_MACS_peak_24619_lociStitched
RUNX2	chr6	45643278	45658036	4_MACS_peak_24615_lociStitched
RUNX3	chr1	25346954	25364599	3_MACS_peak_512_lociStitched
RXRB	chr6	33167273	33176891	3_MACS_peak_24376_lociStitched
SF1	chr11	64545077	64547741	1_MACS_peak_4954_lociStitched
SIN3A	chr15	75742625	75748946	2_MACS_peak_9561_lociStitched
SMAD2	chr18	45456020	45458673	1_MACS_peak_13208_lociStitched
SMAD7	chr18	46300019	46314584	2_MACS_peak_13217_lociStitched
SMAD7	chr18	46439602	46462648	4_MACS_peak_13226_lociStitched
SMAD7	chr18	46474335	46479943	1_MACS_peak_13230_lociStitched
SMAD7	chr18	46358140	46363365	1_MACS_peak_13221_lociStitched
SOX11	chr2	5834766	5842002	1_MACS_peak_15108_lociStitched
SOX15	chr17	7475068	7488435	3_MACS_peak_11443_lociStitched
SP3	chr2	174827744	174831128	1_MACS_peak_16672_lociStitched
SREBF1	chr17	17726150	17744487	4_MACS_peak_11590_lociStitched
SRF	chr6	43137972	43142708	2_MACS_peak_24558_lociStitched
TBX6	chr16	30074594	30078735	1_MACS_peak_10550_lociStitched
TCF3	chr19	1646922	1654084	1_MACS_peak_13525_lociStitched
TCF3	chr19	1660533	1672873	3_MACS_peak_13526_lociStitched
TCFL5	chr20	61516238	61532307	5_MACS_peak_18153_lociStitched
TEF	chr22	41808133	41811369	1_MACS_peak_19080_lociStitched
TFAP2A	chr6	10411370	10419538	2_MACS_peak_23998_lociStitched
TFAP4	chr16	4320238	4324402	1_MACS_peak_10119_lociStitched
THAP1	chr8	42741579	42754098	5_MACS_peak_27559_lociStitched
USF1	chr1	161007666	161018156	2_MACS_peak_2009_lociStitched
XBP1	chr22	29185991	29199761	1_MACS_peak_18769_lociStitched
XBP1	chr22	29206004	29226765	3_MACS_peak_18770_lociStitched
ZBTB1	chr14	64968957	64973937	1_MACS_peak_8159_lociStitched
ZBTB38	chr3	141079652	141132523	3_MACS_peak_20537_lociStitched
ZBTB44	chr11	130183575	130185883	1_MACS_peak_5799_lociStitched
ZBTB7B	chr1	154907436	154935437	4_MACS_peak_1838_lociStitched
ZBTB7B	chr1	154970620	154977550	1_MACS_peak_1845_lociStitched
ZBTB7B	chr1	154940895	154949188	2_MACS_peak_1842_lociStitched
ZEB1	chr10	31606884	31610211	1_MACS_peak_3374_lociStitched
ZFP62	chr5	180228887	180238878	2_MACS_peak_23847_lociStitched
ZFP91	chr11	58343976	58347738	1_MACS_peak_4803_lociStitched
ZNF114	chr19	48823466	48837990	5_MACS_peak_14738_lociStitched
ZNF132	chr19	58891384	58906384	3_MACS_peak_15049_lociStitched
ZNF143	chr11	9480240	9483832	2_MACS_peak_4483_lociStitched
ZNF217	chr20	52191530	52214105	2_MACS_peak_18020_lociStitched
ZNF217	chr20	52267670	52278704	1_MACS_peak_18025_lociStitched
ZNF219	chr14	21566034	21577808	5_MACS_peak_7771_lociStitched
ZNF236	chr18	74532582	74535646	1_MACS_peak_13416_lociStitched
ZNF334	chr20	45173080	45185016	2_MACS_peak_17899_lociStitched
ZNF335	chr20	44598757	44601847	1_MACS_peak_17891_lociStitched
ZNF335	chr20	44562207	44564566	1_MACS_peak_17888_lociStitched
ZNF367	chr9	99178954	99183528	2_MACS_peak_29184_lociStitched
ZNF436	chr1	23669495	23671999	1_MACS_peak_455_lociStitched
ZNF48	chr16	30352964	30367789	3_MACS_peak_10568_lociStitched
ZNF490	chr19	12720822	12726382	1_MACS_peak_13933_lociStitched
ZNF497	chr19	58891384	58906384	3_MACS_peak_15049_lociStitched
ZNF524	chr19	56151779	56167989	3_MACS_peak_14988_lociStitched
ZNF580	chr19	56151779	56167989	3_MACS_peak_14988_lociStitched
ZNF581	chr19	56151779	56167989	3_MACS_peak_14988_lociStitched
ZNF584	chr19	58891384	58906384	3_MACS_peak_15049_lociStitched
ZNF652	chr17	47463310	47472668	2_MACS_peak_12199_lociStitched
ZNF681	chr19	23940726	23951128	3_MACS_peak_14247_lociStitched
ZNF687	chr1	151253024	151256337	1_MACS_peak_1746_lociStitched
ZNF740	chr12	53583465	53604490	3_MACS_peak_6364_lociStitched
ZNF775	chr7	150100492	150106410	1_MACS_peak_26979_lociStitched
ZNF775	chr7	150063992	150068049	2_MACS_peak_26972_lociStitched
ZNF784	chr19	56151779	56167989	3_MACS_peak_14988_lociStitched
ZNF791	chr19	12720822	12726382	1_MACS_peak_13933_lociStitched
ZNF837	chr19	58891384	58906384	3_MACS_peak_15049_lociStitched
