GENE	CHROM	START	STOP	ENHANCER_ID
ZBTB32	chr19	36230815	36240482	4_MACS_peak_14724_lociStitched
ZBTB38	chr3	141088404	141131859	4_MACS_peak_20888_lociStitched
ZBTB7B	chr1	154969968	154979264	1_MACS_peak_1863_lociStitched
ZBTB7B	chr1	154927087	154957122	5_MACS_peak_1858_lociStitched
ZFP62	chr5	180227983	180239223	2_MACS_peak_24938_lociStitched
ZFP62	chr5	180256259	180260441	1_MACS_peak_24940_lociStitched
ZFP91	chr11	58340699	58349606	2_MACS_peak_5107_lociStitched
ZFPM1	chr16	88518542	88523837	1_MACS_peak_11682_lociStitched
ZIM2	chr19	57384137	57397008	3_MACS_peak_15330_lociStitched
ZNF114	chr19	48823549	48838182	3_MACS_peak_15087_lociStitched
ZNF184	chr6	27437674	27448164	2_MACS_peak_25361_lociStitched
ZNF214	chr11	6981266	6991863	2_MACS_peak_4694_lociStitched
ZNF215	chr11	6981266	6991863	2_MACS_peak_4694_lociStitched
ZNF217	chr20	52191492	52215889	2_MACS_peak_18467_lociStitched
ZNF217	chr20	52267100	52279555	1_MACS_peak_18472_lociStitched
ZNF219	chr14	21565789	21580663	2_MACS_peak_8348_lociStitched
ZNF22	chr10	45468242	45476930	1_MACS_peak_3550_lociStitched
ZNF251	chr8	146010518	146030847	4_MACS_peak_30144_lociStitched
ZNF267	chr16	31884103	31892322	1_MACS_peak_11183_lociStitched
ZNF3	chr7	99716095	99728835	3_MACS_peak_27961_lociStitched
ZNF334	chr20	45172289	45198317	4_MACS_peak_18360_lociStitched
ZNF34	chr8	146010518	146030847	4_MACS_peak_30144_lociStitched
ZNF398	chr7	148822000	148825985	1_MACS_peak_28583_lociStitched
ZNF407	chr18	72579030	72584930	1_MACS_peak_13899_lociStitched
ZNF425	chr7	148822000	148825985	1_MACS_peak_28583_lociStitched
ZNF48	chr16	30344000	30367913	4_MACS_peak_11119_lociStitched
ZNF483	chr9	114236210	114248088	2_MACS_peak_31113_lociStitched
ZNF516	chr18	74202528	74208372	1_MACS_peak_13904_lociStitched
ZNF517	chr8	146010518	146030847	4_MACS_peak_30144_lociStitched
ZNF524	chr19	56143176	56171227	6_MACS_peak_15308_lociStitched
ZNF524	chr19	56110082	56118387	2_MACS_peak_15305_lociStitched
ZNF579	chr19	56110082	56118387	2_MACS_peak_15305_lociStitched
ZNF580	chr19	56143176	56171227	6_MACS_peak_15308_lociStitched
ZNF580	chr19	56110082	56118387	2_MACS_peak_15305_lociStitched
ZNF581	chr19	56143176	56171227	6_MACS_peak_15308_lociStitched
ZNF581	chr19	56110082	56118387	2_MACS_peak_15305_lociStitched
ZNF643	chr1	40838869	40871121	4_MACS_peak_814_lociStitched
ZNF689	chr16	30661319	30673067	3_MACS_peak_11143_lociStitched
ZNF775	chr7	150098187	150113083	3_MACS_peak_28608_lociStitched
ZNF775	chr7	150063872	150083942	3_MACS_peak_28605_lociStitched
ZNF784	chr19	56143176	56171227	6_MACS_peak_15308_lociStitched
ZNF784	chr19	56110082	56118387	2_MACS_peak_15305_lociStitched
ZNF786	chr7	148822000	148825985	1_MACS_peak_28583_lociStitched
