GENE	CHROM	START	STOP	ENHANCER_ID
XBP1	chr22	29212543	29221403	1_MACS_peak_18470_lociStitched
ZBTB1	chr14	64969169	64972860	1_MACS_peak_8538_lociStitched
ZBTB38	chr3	141085199	141111668	4_MACS_peak_20151_lociStitched
ZBTB38	chr3	141117748	141132313	4_MACS_peak_20155_lociStitched
ZBTB7B	chr1	154970773	154977707	1_MACS_peak_1603_lociStitched
ZBTB7B	chr1	154945473	154949418	1_MACS_peak_1600_lociStitched
ZFP91	chr11	58343762	58348126	2_MACS_peak_4882_lociStitched
ZNF217	chr20	52205136	52214027	2_MACS_peak_17696_lociStitched
ZNF335	chr20	44599500	44601811	1_MACS_peak_17596_lociStitched
ZNF490	chr19	12721028	12725715	1_MACS_peak_13867_lociStitched
ZNF580	chr19	56165041	56167908	1_MACS_peak_14703_lociStitched
ZNF581	chr19	56165041	56167908	1_MACS_peak_14703_lociStitched
ZNF595	chr4	50457	55349	2_MACS_peak_20715_lociStitched
ZNF672	chr1	249131490	249133992	1_MACS_peak_2947_lociStitched
ZNF672	chr1	249118884	249121625	1_MACS_peak_2946_lociStitched
ZNF687	chr1	151253180	151255937	1_MACS_peak_1508_lociStitched
ZNF689	chr16	30668556	30671855	3_MACS_peak_10781_lociStitched
ZNF692	chr1	249131490	249133992	1_MACS_peak_2947_lociStitched
ZNF692	chr1	249118884	249121625	1_MACS_peak_2946_lociStitched
ZNF718	chr4	50457	55349	2_MACS_peak_20715_lociStitched
ZNF740	chr12	53591589	53601353	1_MACS_peak_6480_lociStitched
ZNF775	chr7	150100650	150107140	1_MACS_peak_27112_lociStitched
ZNF775	chr7	150064003	150068198	1_MACS_peak_27107_lociStitched
ZNF784	chr19	56165041	56167908	1_MACS_peak_14703_lociStitched
ZNF791	chr19	12721028	12725715	1_MACS_peak_13867_lociStitched
ZXDA	chrX	58215636	58243316	4_MACS_peak_30303_lociStitched
ZXDA	chrX	58123453	58135977	1_MACS_peak_30291_lociStitched
ZXDA	chrX	58265031	58278797	4_MACS_peak_30314_lociStitched
ZXDA	chrX	58147215	58159822	1_MACS_peak_30296_lociStitched
