GENE	CHROM	START	STOP	ENHANCER_ID
HEY1	chr8	80631488	80640620	1_MACS_peak_26618_lociStitched
HSF4	chr16	67191627	67218331	7_MACS_peak_10089_lociStitched
ID1	chr20	30146754	30162503	2_MACS_peak_16364_lociStitched
IKZF3	chr17	37909357	37958427	6_MACS_peak_11085_lociStitched
IKZF3	chr17	38015592	38025092	1_MACS_peak_11096_lociStitched
IRF1	chr5	131790892	131804037	2_MACS_peak_22146_lociStitched
IRF2	chr4	185317522	185349774	5_MACS_peak_21098_lociStitched
IRF2	chr4	185301215	185308868	1_MACS_peak_21097_lociStitched
IRF2	chr4	185391254	185399534	2_MACS_peak_21106_lociStitched
IRF2	chr4	185262947	185277268	2_MACS_peak_21094_lociStitched
IRF2	chr4	185454323	185460932	1_MACS_peak_21109_lociStitched
IRF2	chr4	185368487	185383913	3_MACS_peak_21103_lociStitched
IRF3	chr19	50178217	50184643	1_MACS_peak_13751_lociStitched
IRF4	chr6	381154	400785	2_MACS_peak_22701_lociStitched
JUNB	chr19	12885770	12918232	8_MACS_peak_12989_lociStitched
KLF1	chr19	13043317	13057869	3_MACS_peak_13006_lociStitched
KLF10	chr8	103654112	103675953	3_MACS_peak_26831_lociStitched
KLF13	chr15	31545353	31562412	2_MACS_peak_8348_lociStitched
KLF13	chr15	31635730	31660698	5_MACS_peak_8353_lociStitched
KLF13	chr15	31615155	31622512	2_MACS_peak_8351_lociStitched
KLF13	chr15	31519400	31530799	3_MACS_peak_8345_lociStitched
KLF16	chr19	1847395	1865507	4_MACS_peak_12640_lociStitched
KLF3	chr4	38307325	38322272	4_MACS_peak_20041_lociStitched
KLF6	chr10	3824089	3828596	2_MACS_peak_2875_lociStitched
KLF9	chr9	73024878	73036929	2_MACS_peak_27655_lociStitched
LTF	chr3	46454176	46466385	2_MACS_peak_18402_lociStitched
MAF	chr16	79628701	79636875	1_MACS_peak_10258_lociStitched
MAFF	chr22	38571823	38578636	1_MACS_peak_17708_lociStitched
MAFG	chr17	79868342	79886801	3_MACS_peak_11936_lociStitched
MAZ	chr16	29815318	29837559	5_MACS_peak_9824_lociStitched
MEF2D	chr1	156448454	156479816	2_MACS_peak_1786_lociStitched
MLX	chr17	40728391	40740023	2_MACS_peak_11193_lociStitched
MLX	chr17	40759593	40771918	3_MACS_peak_11195_lociStitched
MNX1	chr7	156802055	156811062	2_MACS_peak_25944_lociStitched
MYBL2	chr20	42306889	42318678	2_MACS_peak_16594_lociStitched
MYC	chr14	106144088	106176079	4_MACS_peak_8251_lociStitched
MYC	chr14	106324809	106330536	1_MACS_peak_8256_lociStitched
MZF1	chr19	59065440	59071895	2_MACS_peak_13956_lociStitched
NFATC2	chr20	50015874	50032638	2_MACS_peak_16766_lociStitched
NFE2	chr12	54671872	54677655	1_MACS_peak_5987_lociStitched
NFE2L1	chr17	46124109	46135330	2_MACS_peak_11360_lociStitched
NFE2L2	chr2	178126350	178138161	2_MACS_peak_15522_lociStitched
NFE2L3	chr7	26237689	26244038	1_MACS_peak_24648_lociStitched
NFE2L3	chr7	26191103	26198818	1_MACS_peak_24647_lociStitched
NFIX	chr19	13043317	13057869	3_MACS_peak_13006_lociStitched
NFKB1	chr4	103421322	103425433	1_MACS_peak_20520_lociStitched
NFKB1	chr4	103532621	103543251	2_MACS_peak_20523_lociStitched
NR1D1	chr17	38277191	38281290	1_MACS_peak_11112_lociStitched
NR3C1	chr5	142538049	142577256	8_MACS_peak_22308_lociStitched
NR3C1	chr5	142774173	142785829	1_MACS_peak_22319_lociStitched
PBX2	chr6	32156550	32164738	3_MACS_peak_23175_lociStitched
PLAGL1	chr6	144383457	144400255	2_MACS_peak_24190_lociStitched
POU2F1	chr1	167188136	167192535	1_MACS_peak_1948_lociStitched
PRDM1	chr6	106531150	106556885	1_MACS_peak_23817_lociStitched
PRDM1	chr6	106609757	106618144	1_MACS_peak_23822_lociStitched
PRDM1	chr6	106585212	106596073	2_MACS_peak_23820_lociStitched
PRDM5	chr4	121668344	121675490	1_MACS_peak_20650_lociStitched
PRDM5	chr4	121683211	121695957	1_MACS_peak_20651_lociStitched
PRDM5	chr4	121638684	121651387	2_MACS_peak_20648_lociStitched
RARA	chr17	38462394	38487512	4_MACS_peak_11116_lociStitched
RARG	chr12	53582728	53605672	3_MACS_peak_5948_lociStitched
RELB	chr19	45503937	45521938	4_MACS_peak_13566_lociStitched
RUNX2	chr6	45386538	45396465	1_MACS_peak_23441_lociStitched
RUNX3	chr1	25345256	25361236	3_MACS_peak_399_lociStitched
RUNX3	chr1	25249629	25257716	2_MACS_peak_396_lociStitched
RXRA	chr9	137282106	137300051	4_MACS_peak_28459_lociStitched
SMAD7	chr18	46439317	46462721	3_MACS_peak_12304_lociStitched
SMAD7	chr18	46472358	46480196	1_MACS_peak_12307_lociStitched
SNAI3	chr16	88746114	88774211	4_MACS_peak_10391_lociStitched
SOX11	chr2	5834257	5842315	1_MACS_peak_13997_lociStitched
SP1	chr12	53763401	53776339	3_MACS_peak_5961_lociStitched
SP3	chr2	174826621	174831752	1_MACS_peak_15480_lociStitched
SREBF1	chr17	17720928	17744817	3_MACS_peak_10750_lociStitched
SREBF1	chr17	17794484	17806840	2_MACS_peak_10754_lociStitched
STAT1	chr2	191877702	191886791	3_MACS_peak_15641_lociStitched
TBX6	chr16	30074598	30078793	1_MACS_peak_9836_lociStitched
TCF3	chr19	1647648	1653895	2_MACS_peak_12633_lociStitched
TCF4	chr18	52980277	52992088	1_MACS_peak_12388_lociStitched
TCFL5	chr20	61516288	61532428	3_MACS_peak_16912_lociStitched
XBP1	chr22	29183331	29199555	2_MACS_peak_17524_lociStitched
XBP1	chr22	29206657	29226425	3_MACS_peak_17526_lociStitched
ZBTB33	chrX	119434421	119444436	2_MACS_peak_29352_lociStitched
ZBTB38	chr3	141079286	141132445	4_MACS_peak_19194_lociStitched
ZBTB7B	chr1	154907544	154958197	6_MACS_peak_1715_lociStitched
ZBTB7B	chr1	154966166	154979573	2_MACS_peak_1721_lociStitched
ZBTB7B	chr1	155021944	155059552	6_MACS_peak_1724_lociStitched
ZFP62	chr5	180228797	180248973	4_MACS_peak_22670_lociStitched
ZFP91	chr11	58340134	58348239	2_MACS_peak_4476_lociStitched
ZNF114	chr19	48824456	48837822	4_MACS_peak_13673_lociStitched
ZNF189	chr9	104187620	104212070	4_MACS_peak_27979_lociStitched
ZNF217	chr20	52192074	52216221	1_MACS_peak_16784_lociStitched
ZNF217	chr20	52224848	52241718	2_MACS_peak_16785_lociStitched
ZNF217	chr20	52267377	52278772	2_MACS_peak_16788_lociStitched
ZNF22	chr10	45467916	45476953	1_MACS_peak_3232_lociStitched
ZNF22	chr10	45453879	45461475	1_MACS_peak_3231_lociStitched
ZNF267	chr16	31880039	31890667	4_MACS_peak_9912_lociStitched
ZNF296	chr19	45577399	45584222	2_MACS_peak_13575_lociStitched
ZNF341	chr20	32250409	32275094	5_MACS_peak_16428_lociStitched
ZNF341	chr20	32357602	32378293	6_MACS_peak_16436_lociStitched
ZNF398	chr7	148821898	148825894	1_MACS_peak_25861_lociStitched
ZNF425	chr7	148821898	148825894	1_MACS_peak_25861_lociStitched
ZNF524	chr19	56145678	56170640	4_MACS_peak_13875_lociStitched
ZNF524	chr19	56109931	56118241	2_MACS_peak_13872_lociStitched
ZNF579	chr19	56109931	56118241	2_MACS_peak_13872_lociStitched
ZNF580	chr19	56145678	56170640	4_MACS_peak_13875_lociStitched
ZNF580	chr19	56109931	56118241	2_MACS_peak_13872_lociStitched
ZNF581	chr19	56145678	56170640	4_MACS_peak_13875_lociStitched
ZNF581	chr19	56109931	56118241	2_MACS_peak_13872_lociStitched
ZNF688	chr16	30562505	30584248	5_MACS_peak_9866_lociStitched
ZNF688	chr16	30537188	30547594	3_MACS_peak_9863_lociStitched
ZNF689	chr16	30661260	30673092	3_MACS_peak_9873_lociStitched
ZNF689	chr16	30562505	30584248	5_MACS_peak_9866_lociStitched
ZNF710	chr15	90612704	90620529	1_MACS_peak_9160_lociStitched
ZNF740	chr12	53582728	53605672	3_MACS_peak_5948_lociStitched
ZNF764	chr16	30562505	30584248	5_MACS_peak_9866_lociStitched
ZNF764	chr16	30537188	30547594	3_MACS_peak_9863_lociStitched
ZNF768	chr16	30562505	30584248	5_MACS_peak_9866_lociStitched
ZNF768	chr16	30537188	30547594	3_MACS_peak_9863_lociStitched
ZNF775	chr7	150062712	150086725	3_MACS_peak_25880_lociStitched
ZNF775	chr7	150100701	150113910	2_MACS_peak_25883_lociStitched
ZNF784	chr19	56145678	56170640	4_MACS_peak_13875_lociStitched
ZNF784	chr19	56109931	56118241	2_MACS_peak_13872_lociStitched
ZNF785	chr16	30562505	30584248	5_MACS_peak_9866_lociStitched
ZNF785	chr16	30537188	30547594	3_MACS_peak_9863_lociStitched
ZNF786	chr7	148821898	148825894	1_MACS_peak_25861_lociStitched
ZNF846	chr19	9928722	9946827	5_MACS_peak_12877_lociStitched
ZXDA	chrX	58213076	58278968	16_MACS_peak_29038_lociStitched
ZXDA	chrX	58123360	58159720	7_MACS_peak_29030_lociStitched
