GENE	CHROM	START	STOP	ENHANCER_ID
TBX2	chr17	59487825	59490304	1_MACS_peak_12244_lociStitched
TBX4	chr17	59487825	59490304	1_MACS_peak_12244_lociStitched
TBX6	chr16	30074915	30078090	3_MACS_peak_10305_lociStitched
TCP11	chr6	35074057	35076013	2_MACS_peak_24550_lociStitched
TEAD3	chr6	35435372	35438131	1_MACS_peak_24567_lociStitched
TEF	chr22	41808331	41810814	1_MACS_peak_19403_lociStitched
TFEB	chr6	41672686	41676057	1_MACS_peak_24727_lociStitched
TFEB	chr6	41700724	41703229	3_MACS_peak_24729_lociStitched
THRA	chr17	38251696	38255374	3_MACS_peak_11738_lociStitched
VSX1	chr20	25036058	25039675	2_MACS_peak_17796_lociStitched
XBP1	chr22	29193438	29199159	8_MACS_peak_19078_lociStitched
ZBTB38	chr3	141096864	141106851	8_MACS_peak_20871_lociStitched
ZBTB38	chr3	141085342	141090185	5_MACS_peak_20860_lociStitched
ZBTB38	chr3	141119218	141123863	6_MACS_peak_20882_lociStitched
ZBTB4	chr17	7386417	7389421	3_MACS_peak_11145_lociStitched
ZBTB7A	chr19	4058842	4062012	1_MACS_peak_13601_lociStitched
ZBTB7B	chr1	154971126	154977206	6_MACS_peak_1851_lociStitched
ZBTB7B	chr1	154945309	154948838	3_MACS_peak_1847_lociStitched
ZFP91	chr11	58344967	58347649	2_MACS_peak_4639_lociStitched
ZNF217	chr20	52196281	52201144	5_MACS_peak_18239_lociStitched
ZNF283	chr19	44284697	44289653	1_MACS_peak_14688_lociStitched
ZNF497	chr19	58896449	58899516	2_MACS_peak_15184_lociStitched
ZNF524	chr19	56151094	56155597	5_MACS_peak_15114_lociStitched
ZNF526	chr19	42771871	42775950	3_MACS_peak_14646_lociStitched
ZNF580	chr19	56165185	56167848	3_MACS_peak_15120_lociStitched
ZNF580	chr19	56151094	56155597	5_MACS_peak_15114_lociStitched
ZNF581	chr19	56165185	56167848	3_MACS_peak_15120_lociStitched
ZNF581	chr19	56151094	56155597	5_MACS_peak_15114_lociStitched
ZNF584	chr19	58896449	58899516	2_MACS_peak_15184_lociStitched
ZNF76	chr6	35226688	35229019	2_MACS_peak_24555_lociStitched
ZNF775	chr7	150100905	150105091	2_MACS_peak_27046_lociStitched
ZNF784	chr19	56165185	56167848	3_MACS_peak_15120_lociStitched
ZNF784	chr19	56151094	56155597	5_MACS_peak_15114_lociStitched
ZNF837	chr19	58896449	58899516	2_MACS_peak_15184_lociStitched
