GENE	CHROM	START	STOP	ENHANCER_ID
IRF1	chr5	131798426	131803933	2_MACS_peak_25195_lociStitched
IRF2	chr4	185302339	185307859	1_MACS_peak_24035_lociStitched
IRF2	chr4	185338280	185345088	2_MACS_peak_24044_lociStitched
IRF2	chr4	185324256	185332330	5_MACS_peak_24038_lociStitched
IRF2	chr4	185393262	185396998	2_MACS_peak_24054_lociStitched
IRF2	chr4	185454533	185460819	3_MACS_peak_24057_lociStitched
IRF4	chr6	389216	395083	3_MACS_peak_25857_lociStitched
IRF5	chr7	128577459	128581938	1_MACS_peak_29179_lociStitched
JUN	chr1	59248062	59251454	2_MACS_peak_1095_lociStitched
JUND	chr19	18390555	18393517	3_MACS_peak_14945_lociStitched
KLF13	chr15	31553979	31560827	1_MACS_peak_9416_lociStitched
KLF13	chr15	31617360	31622064	3_MACS_peak_9418_lociStitched
KLF13	chr15	31651495	31655190	2_MACS_peak_9430_lociStitched
KLF13	chr15	31546550	31550274	2_MACS_peak_9414_lociStitched
KLF13	chr15	31636190	31640469	1_MACS_peak_9424_lociStitched
KLF16	chr19	1847342	1849291	1_MACS_peak_14395_lociStitched
KLF2	chr19	16434774	16439342	2_MACS_peak_14864_lociStitched
KLF3	chr4	38664609	38669633	4_MACS_peak_23045_lociStitched
KLF6	chr10	3824683	3828858	2_MACS_peak_3295_lociStitched
KLF7	chr2	208005883	208009922	1_MACS_peak_17904_lociStitched
KLF9	chr9	73033193	73036256	1_MACS_peak_31295_lociStitched
MAFF	chr22	38638590	38642307	3_MACS_peak_20297_lociStitched
MAZ	chr16	29815884	29819768	2_MACS_peak_11143_lociStitched
MEF2C	chr5	88177473	88186007	2_MACS_peak_24851_lociStitched
MEF2C	chr5	88118257	88127249	6_MACS_peak_24844_lociStitched
MEF2C	chr5	88565542	88569605	1_MACS_peak_24855_lociStitched
MEF2C	chr5	88636788	88641324	1_MACS_peak_24862_lociStitched
MEF2D	chr1	156468591	156472884	2_MACS_peak_2038_lociStitched
MEF2D	chr1	156457448	156462141	2_MACS_peak_2033_lociStitched
MLX	chr17	40729106	40732394	2_MACS_peak_12691_lociStitched
MNT	chr17	2302285	2305842	1_MACS_peak_11896_lociStitched
MXI1	chr10	111967198	111972424	1_MACS_peak_4415_lociStitched
MYBL2	chr20	42309213	42312085	2_MACS_peak_18955_lociStitched
MYC	chr14	106157435	106168957	2_MACS_peak_9267_lociStitched
MYC	chr14	106145425	106155331	6_MACS_peak_9261_lociStitched
MYC	chr14	106323746	106329491	3_MACS_peak_9271_lociStitched
MYNN	chr3	169489443	169491818	2_MACS_peak_22269_lociStitched
NFE2L2	chr2	178127739	178130453	2_MACS_peak_17588_lociStitched
NFE2L3	chr7	26191359	26197554	4_MACS_peak_28074_lociStitched
NFE2L3	chr7	26238920	26242484	2_MACS_peak_28078_lociStitched
NFIL3	chr9	94182539	94192465	3_MACS_peak_31473_lociStitched
NFKB1	chr4	103533469	103538897	5_MACS_peak_23521_lociStitched
NFKB2	chr10	104153743	104156625	1_MACS_peak_4331_lociStitched
NR3C1	chr5	142781792	142785608	1_MACS_peak_25382_lociStitched
NRF1	chr7	129250634	129252970	1_MACS_peak_29198_lociStitched
PKNOX1	chr21	44393605	44396047	2_MACS_peak_19694_lociStitched
POU2F1	chr1	167188914	167192014	2_MACS_peak_2253_lociStitched
PRDM1	chr6	106610604	106617176	2_MACS_peak_27134_lociStitched
PRDM1	chr6	106544997	106555565	7_MACS_peak_27124_lociStitched
PRDM1	chr6	106588730	106595836	2_MACS_peak_27132_lociStitched
PRDM1	chr6	106531250	106539436	5_MACS_peak_27116_lociStitched
PRDM10	chr11	129871407	129874345	2_MACS_peak_6306_lociStitched
PRDM15	chr21	43251531	43255325	3_MACS_peak_19661_lociStitched
PRDM15	chr21	43284423	43289682	2_MACS_peak_19664_lociStitched
PRDM15	chr21	43345694	43349673	1_MACS_peak_19668_lociStitched
PRDM15	chr21	43297968	43300270	1_MACS_peak_19666_lociStitched
RARA	chr17	38473593	38483797	4_MACS_peak_12625_lociStitched
RARG	chr12	53590696	53601183	1_MACS_peak_7032_lociStitched
RUNX1	chr21	36258554	36262514	2_MACS_peak_19577_lociStitched
RUNX1	chr21	36236637	36240624	2_MACS_peak_19574_lociStitched
RUNX2	chr6	45386941	45394971	2_MACS_peak_26705_lociStitched
SIN3A	chr15	75743251	75748675	3_MACS_peak_10126_lociStitched
SMAD2	chr18	45456243	45458517	1_MACS_peak_14017_lociStitched
SMAD7	chr18	46453946	46462779	2_MACS_peak_14036_lociStitched
SMAD7	chr18	46473564	46479744	4_MACS_peak_14043_lociStitched
SMAD7	chr18	46465553	46472961	3_MACS_peak_14040_lociStitched
SP3	chr2	174827888	174831013	1_MACS_peak_17536_lociStitched
SREBF2	chr22	42228070	42230286	1_MACS_peak_20451_lociStitched
TBX6	chr16	30074904	30078096	2_MACS_peak_11156_lociStitched
TCF3	chr19	1647722	1653578	3_MACS_peak_14388_lociStitched
TCF4	chr18	52931519	52938163	4_MACS_peak_14117_lociStitched
TFAP4	chr16	4320968	4324081	2_MACS_peak_10696_lociStitched
USF1	chr1	161013988	161017479	1_MACS_peak_2134_lociStitched
VDR	chr12	48284245	48288862	1_MACS_peak_6927_lociStitched
VSX1	chr20	25037135	25039640	1_MACS_peak_18668_lociStitched
XBP1	chr22	29212130	29221390	1_MACS_peak_20075_lociStitched
XBP1	chr22	29191011	29199658	3_MACS_peak_20068_lociStitched
XBP1	chr22	29186270	29189848	2_MACS_peak_20066_lociStitched
ZBED6	chr1	203732014	203735676	1_MACS_peak_2652_lociStitched
ZBTB38	chr3	141090735	141111287	5_MACS_peak_22027_lociStitched
ZBTB38	chr3	141115901	141132773	5_MACS_peak_22032_lociStitched
ZBTB7B	chr1	154923355	154929758	2_MACS_peak_1935_lociStitched
ZBTB7B	chr1	154971093	154976710	2_MACS_peak_1943_lociStitched
ZEB1	chr10	31607072	31611183	3_MACS_peak_3606_lociStitched
ZFP91	chr11	58340357	58347600	3_MACS_peak_5237_lociStitched
ZNF124	chr1	247373397	247377369	3_MACS_peak_3244_lociStitched
ZNF189	chr9	104187669	104192762	2_MACS_peak_31637_lociStitched
ZNF212	chr7	148980340	148982859	2_MACS_peak_29419_lociStitched
ZNF217	chr20	52205475	52211932	3_MACS_peak_19188_lociStitched
ZNF22	chr10	45454292	45460249	4_MACS_peak_3706_lociStitched
ZNF334	chr20	45178999	45184827	5_MACS_peak_19050_lociStitched
ZNF367	chr9	99179153	99181831	1_MACS_peak_31573_lociStitched
ZNF436	chr1	23669769	23671663	1_MACS_peak_396_lociStitched
ZNF443	chr19	12591989	12595995	2_MACS_peak_14728_lociStitched
ZNF490	chr19	12721152	12725715	3_MACS_peak_14733_lociStitched
ZNF709	chr19	12591989	12595995	2_MACS_peak_14728_lociStitched
ZNF710	chr15	90613265	90620314	5_MACS_peak_10371_lociStitched
ZNF710	chr15	90588591	90591864	1_MACS_peak_10368_lociStitched
ZNF740	chr12	53590696	53601183	1_MACS_peak_7032_lociStitched
ZNF775	chr7	150069416	150084623	5_MACS_peak_29439_lociStitched
ZNF775	chr7	150064010	150068135	1_MACS_peak_29438_lociStitched
ZNF775	chr7	150101282	150105869	1_MACS_peak_29444_lociStitched
ZNF791	chr19	12721152	12725715	3_MACS_peak_14733_lociStitched
ZXDA	chrX	58124264	58135315	3_MACS_peak_32637_lociStitched
ZXDA	chrX	58231149	58238840	3_MACS_peak_32655_lociStitched
ZXDA	chrX	58216820	58225229	5_MACS_peak_32649_lociStitched
ZXDA	chrX	58270850	58278852	5_MACS_peak_32663_lociStitched
ZXDA	chrX	58148833	58154223	2_MACS_peak_32641_lociStitched
