GENE	CHROM	START	STOP	ENHANCER_ID
KLF9	chr9	73011306	73037758	4_MACS_peak_25711_lociStitched
MAFF	chr22	38609152	38673738	6_MACS_peak_16201_lociStitched
MEF2C	chr5	88168272	88187836	1_MACS_peak_20168_lociStitched
MEF2C	chr5	88561689	88580516	2_MACS_peak_20176_lociStitched
MEF2C	chr5	88099984	88135208	3_MACS_peak_20165_lociStitched
MEF2C	chr5	88588576	88612043	4_MACS_peak_20178_lociStitched
MEF2C	chr5	88023919	88059428	5_MACS_peak_20158_lociStitched
MEF2D	chr1	156448275	156480449	1_MACS_peak_1688_lociStitched
MIXL1	chr1	226410162	226440020	3_MACS_peak_2430_lociStitched
MYBL2	chr20	42306470	42314534	1_MACS_peak_15290_lociStitched
NFATC2	chr20	50014383	50035432	2_MACS_peak_15403_lociStitched
NR1D1	chr17	38249790	38281606	2_MACS_peak_10438_lociStitched
NR1I3	chr1	161122459	161161327	5_MACS_peak_1768_lociStitched
NR4A2	chr2	157187866	157208383	3_MACS_peak_14067_lociStitched
PAX5	chr9	37021071	37039253	1_MACS_peak_25582_lociStitched
PBX2	chr6	32142821	32165486	3_MACS_peak_21467_lociStitched
POU2F2	chr19	42614153	42638256	2_MACS_peak_12324_lociStitched
POU5F1	chr6	31152139	31173571	4_MACS_peak_21424_lociStitched
POU5F1B	chr8	128217688	128230270	1_MACS_peak_25086_lociStitched
PPARD	chr6	35264147	35280756	2_MACS_peak_21526_lociStitched
PRDM1	chr6	106528029	106596389	5_MACS_peak_22040_lociStitched
PRDM1	chr6	106427529	106461023	3_MACS_peak_22036_lociStitched
PRDM1	chr6	106606784	106619843	1_MACS_peak_22045_lociStitched
RARA	chr17	38464596	38510180	3_MACS_peak_10444_lociStitched
RERE	chr1	8467863	8501082	3_MACS_peak_102_lociStitched
RFX1	chr19	14110186	14130769	2_MACS_peak_11969_lociStitched
RORA	chr15	60832708	60886139	8_MACS_peak_8437_lociStitched
RREB1	chr6	7128921	7175096	6_MACS_peak_21074_lociStitched
RUNX1	chr21	36234429	36263439	4_MACS_peak_15706_lociStitched
RUNX3	chr1	25343860	25362784	1_MACS_peak_345_lociStitched
SMAD3	chr15	67356379	67431787	6_MACS_peak_8527_lociStitched
SMAD7	chr18	46443061	46481331	4_MACS_peak_11418_lociStitched
SNAI3	chr16	88699100	88735510	4_MACS_peak_9837_lociStitched
SOX30	chr5	156996852	157030899	4_MACS_peak_20777_lociStitched
TCF3	chr19	1644177	1672952	3_MACS_peak_11656_lociStitched
TEF	chr22	41796559	41823058	4_MACS_peak_16280_lociStitched
TFEB	chr6	41669353	41704174	5_MACS_peak_21616_lociStitched
THRA	chr17	38249790	38281606	2_MACS_peak_10438_lociStitched
USF1	chr1	161007098	161041678	4_MACS_peak_1761_lociStitched
USF2	chr19	35694019	35717280	2_MACS_peak_12176_lociStitched
VSX1	chr20	25012451	25040834	3_MACS_peak_15099_lociStitched
XBP1	chr22	29182676	29228170	3_MACS_peak_16054_lociStitched
ZBED6	chr1	203705413	203746696	4_MACS_peak_2189_lociStitched
ZBTB1	chr14	64965822	64976100	1_MACS_peak_7573_lociStitched
ZBTB20	chr3	114122773	114189257	7_MACS_peak_17494_lociStitched
ZBTB20	chr3	114854491	114868207	2_MACS_peak_17518_lociStitched
ZBTB38	chr3	141078953	141171687	8_MACS_peak_17756_lociStitched
ZBTB7B	chr1	154907122	154957474	5_MACS_peak_1628_lociStitched
ZFP62	chr5	180223592	180261835	3_MACS_peak_20973_lociStitched
ZNF114	chr19	48823258	48838410	2_MACS_peak_12438_lociStitched
ZNF16	chr8	146095035	146129400	5_MACS_peak_25301_lociStitched
ZNF217	chr20	52194158	52214142	1_MACS_peak_15433_lociStitched
ZNF217	chr20	52257598	52280342	3_MACS_peak_15436_lociStitched
ZNF250	chr8	146095035	146129400	5_MACS_peak_25301_lociStitched
ZNF283	chr19	44255905	44290234	1_MACS_peak_12351_lociStitched
ZNF460	chr19	57778574	57797261	2_MACS_peak_12595_lociStitched
ZNF524	chr19	56145084	56171073	4_MACS_peak_12580_lociStitched
ZNF526	chr19	42771182	42791643	2_MACS_peak_12330_lociStitched
ZNF543	chr19	57778574	57797261	2_MACS_peak_12595_lociStitched
ZNF574	chr19	42614153	42638256	2_MACS_peak_12324_lociStitched
ZNF580	chr19	56145084	56171073	4_MACS_peak_12580_lociStitched
ZNF581	chr19	56145084	56171073	4_MACS_peak_12580_lociStitched
ZNF592	chr15	85276558	85308337	3_MACS_peak_8790_lociStitched
ZNF643	chr1	40838331	40871749	1_MACS_peak_603_lociStitched
ZNF76	chr6	35264147	35280756	2_MACS_peak_21526_lociStitched
ZNF784	chr19	56145084	56171073	4_MACS_peak_12580_lociStitched
ZNF805	chr19	57778574	57797261	2_MACS_peak_12595_lociStitched
