#KMS11_H3K27ac_peaks Enhancers
#Created from /data/projects/IRF4_mm_trn_data/myeloma_public_data/rose/KMS11_H3K27ac_ROSE/KMS11_H3K27ac_peaks_6KB_STITCHED_ENHANCER_REGION_MAP.txt
#Ranked by KMS11_jia.bam
#Using cutoff of 16929.225 for Super-Enhancers
#Created on Jul 16 2024 
REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	KMS11_jia.bam	enhancerRank	isSuper
5_MACS_peak_26990_lociStitched	chr8	126283123	126322755	5	26954	53380.3408	84	1
1_MACS_peak_15725_lociStitched	chr2	201980259	201995088	1	14830	52986.9828	85	1
7_MACS_peak_22568_lociStitched	chr5	173310334	173356891	7	38885	52949.2761	86	1
5_MACS_peak_2350_lociStitched	chr1	205196240	205233049	5	23269	52835.6386	87	1
5_MACS_peak_412_lociStitched	chr1	25869564	25899197	5	23847	52343.7312	88	1
8_MACS_peak_14974_lociStitched	chr2	99054912	99107532	8	35848	52109.586	89	1
3_MACS_peak_29556_lociStitched	chrX	153188834	153201890	3	9113	52043.8272	90	1
4_MACS_peak_12054_lociStitched	chr18	9061022	9087230	4	21223	51834.1824	91	1
3_MACS_peak_9579_lociStitched	chr16	12051415	12072053	3	17578	51830.2732	92	1
2_MACS_peak_11049_lociStitched	chr17	36852910	36863571	2	8772	51766.6177	93	1
1_MACS_peak_16555_lociStitched	chr20	37498265	37506450	1	8186	51763.577	94	1
2_MACS_peak_19129_lociStitched	chr3	133178628	133199962	2	17887	51291.2028	95	1
3_MACS_peak_17454_lociStitched	chr22	24176619	24192275	3	15213	50925.8368	96	1
3_MACS_peak_2098_lociStitched	chr1	182569797	182596518	3	20333	50556.132	97	1
2_MACS_peak_1644_lociStitched	chr1	152005994	152021973	2	10213	50461.682	98	1
2_MACS_peak_23987_lociStitched	chr6	128198529	128223560	2	19201	50279.7697	99	1
4_MACS_peak_10352_lociStitched	chr16	85626765	85650308	4	19274	50174.8416	100	1
1_MACS_peak_22846_lociStitched	chr6	11824030	11838068	1	14039	49999.1446	101	1
2_MACS_peak_25883_lociStitched	chr7	150100701	150113910	2	9744	49770.1911	102	1
5_MACS_peak_21098_lociStitched	chr4	185317522	185349774	5	19903	49693.8816	103	1
3_MACS_peak_21567_lociStitched	chr5	55271854	55292611	3	20081	49636.2141	104	1
1_MACS_peak_13202_lociStitched	chr19	19050004	19065135	1	15132	49603.9573	105	1
1_MACS_peak_2629_lociStitched	chr1	226838769	226852487	1	13719	49376.5692	106	1
2_MACS_peak_11200_lociStitched	chr17	40825648	40834953	2	9284	49334.1795	107	1
1_MACS_peak_2242_lociStitched	chr1	198886839	198907439	1	20601	49297.86	108	1
1_MACS_peak_26736_lociStitched	chr8	95951925	95963874	1	11950	48736.3863	109	1
4_MACS_peak_1904_lociStitched	chr1	161768677	161787481	4	14348	48632.7852	110	1
3_MACS_peak_20309_lociStitched	chr4	77116159	77136523	3	15651	48612.9408	111	1
3_MACS_peak_28285_lociStitched	chr9	130828748	130846761	3	16538	48512.6116	112	1
1_MACS_peak_21097_lociStitched	chr4	185301215	185308868	1	7654	48445.0206	113	1
3_MACS_peak_345_lociStitched	chr1	23849171	23866528	3	13660	48301.0596	114	1
2_MACS_peak_17215_lociStitched	chr21	44771290	44784135	2	12685	48285.6395	115	1
1_MACS_peak_1706_lociStitched	chr1	154755548	154766450	1	10903	48071.2788	116	1
5_MACS_peak_13489_lociStitched	chr19	42036485	42062680	5	18139	47973.523	117	1
6_MACS_peak_18386_lociStitched	chr3	46318109	46348395	6	29293	47894.2804	118	1
1_MACS_peak_3061_lociStitched	chr10	22595548	22615864	1	20317	47706.0312	119	1
4_MACS_peak_7902_lociStitched	chr14	77487473	77510541	4	22197	47508.546	120	1
1_MACS_peak_2116_lociStitched	chr1	183773394	183789741	1	16348	47466.7839	121	1
4_MACS_peak_21570_lociStitched	chr5	55306738	55334399	4	20695	46926.8865	122	1
5_MACS_peak_8917_lociStitched	chr15	75063562	75084191	5	18731	46908.2831	123	1
4_MACS_peak_8431_lociStitched	chr15	40380583	40408741	4	20930	46821.1224	124	1
2_MACS_peak_17524_lociStitched	chr22	29183331	29199555	2	15215	46778.6592	125	1
4_MACS_peak_14868_lociStitched	chr2	87058195	87084759	4	19206	46603.8816	126	1
3_MACS_peak_17667_lociStitched	chr22	37607587	37629208	3	18752	46597.5792	127	1
2_MACS_peak_4631_lociStitched	chr11	65183366	65200011	2	16520	46499.472	128	1
3_MACS_peak_16442_lociStitched	chr20	32398874	32435697	3	26171	46422.7561	129	1
2_MACS_peak_18652_lociStitched	chr3	69128098	69155852	2	23748	46110.4956	130	1
4_MACS_peak_7348_lociStitched	chr14	23017946	23040597	4	19865	46094.785	131	1
1_MACS_peak_1578_lociStitched	chr1	149855025	149861585	1	6561	46042.016	132	1
4_MACS_peak_18014_lociStitched	chr22	50962518	50984403	4	15703	45976.008	133	1
2_MACS_peak_16785_lociStitched	chr20	52224848	52241718	2	11808	45918.453	134	1
2_MACS_peak_1761_lociStitched	chr1	155903045	155918986	2	11645	45841.5337	135	1
1_MACS_peak_10296_lociStitched	chr16	81680011	81693406	1	13396	45706.419	136	1
3_MACS_peak_17526_lociStitched	chr22	29206657	29226425	3	18155	45468.3768	137	1
3_MACS_peak_2921_lociStitched	chr10	7510951	7536665	3	22334	45269.497	138	1
3_MACS_peak_21272_lociStitched	chr5	6475391	6497594	3	17624	45178.6644	139	1
3_MACS_peak_10376_lociStitched	chr16	87883734	87905455	3	20320	44827.7998	140	1
5_MACS_peak_1486_lociStitched	chr1	145138269	145161688	5	18532	44772.4442	141	1
2_MACS_peak_26787_lociStitched	chr8	101309479	101323760	2	12381	44762.3664	142	1
2_MACS_peak_5791_lociStitched	chr12	46118524	46133034	2	13294	44590.681	143	1
4_MACS_peak_17932_lociStitched	chr22	46751315	46770909	4	14475	44343.1814	144	1
2_MACS_peak_20603_lociStitched	chr4	113198823	113219701	2	16036	44323.994	145	1
3_MACS_peak_24730_lociStitched	chr7	34773399	34796668	3	18761	44020.2942	146	1
1_MACS_peak_14080_lociStitched	chr2	11883607	11895841	1	12235	43938.411	147	1
6_MACS_peak_9166_lociStitched	chr15	90721320	90746133	6	17648	43928.9352	148	1
3_MACS_peak_23238_lociStitched	chr6	34620961	34644505	3	15177	43813.0296	149	1
2_MACS_peak_11402_lociStitched	chr17	47814810	47828392	2	13088	43773.4278	150	1
1_MACS_peak_1962_lociStitched	chr1	167595863	167602718	1	6856	43618.365	151	1
1_MACS_peak_8015_lociStitched	chr14	91828383	91844980	1	16598	43567.125	152	1
4_MACS_peak_15033_lociStitched	chr2	107108159	107130305	4	17911	43536.8214	153	1
2_MACS_peak_16788_lociStitched	chr20	52267377	52278772	2	11330	43369.37	154	1
5_MACS_peak_9824_lociStitched	chr16	29815318	29837559	5	14615	43216.4871	155	1
1_MACS_peak_5351_lociStitched	chr12	1637748	1645532	1	7785	43187.1888	156	1
6_MACS_peak_10129_lociStitched	chr16	68270797	68299846	6	18630	43024.4739	157	1
1_MACS_peak_11096_lociStitched	chr17	38015592	38025092	1	9501	43023.6	158	1
1_MACS_peak_23194_lociStitched	chr6	32934866	32942788	1	7923	42934.0712	159	1
16_MACS_peak_29038_lociStitched	chrX	58213076	58278968	16	43158	42829.8	160	1
3_MACS_peak_17210_lociStitched	chr21	44725787	44747316	3	15446	42827.6397	161	1
1_MACS_peak_2272_lociStitched	chr1	200855561	200867930	1	12370	42652.0227	162	1
2_MACS_peak_13109_lociStitched	chr19	16694140	16707157	2	11698	42487.488	163	1
1_MACS_peak_9603_lociStitched	chr16	14394724	14405643	1	10920	42388.6499	164	1
4_MACS_peak_9686_lociStitched	chr16	21509819	21532589	4	16279	42206.472	165	1
1_MACS_peak_8256_lociStitched	chr14	106324809	106330536	1	5728	42189.6636	166	1
2_MACS_peak_21106_lociStitched	chr4	185391254	185399534	2	8225	41626.044	167	1
1_MACS_peak_11847_lociStitched	chr17	76246445	76256833	1	10389	41545.7672	168	1
7_MACS_peak_21574_lociStitched	chr5	55343498	55378251	7	23317	41436.0019	169	1
7_MACS_peak_13678_lociStitched	chr19	48875181	48904163	7	19492	41418.1762	170	1
4_MACS_peak_28118_lociStitched	chr9	117245704	117268491	4	18481	41374.3559	171	1
5_MACS_peak_22985_lociStitched	chr6	26183936	26207318	5	14744	41355.7434	172	1
4_MACS_peak_8801_lociStitched	chr15	68477546	68503514	4	18816	41252.7648	173	1
7_MACS_peak_11600_lociStitched	chr17	62150505	62186378	7	25703	41200.1405	174	1
2_MACS_peak_17475_lociStitched	chr22	24819653	24834654	2	13636	41095.2395	175	1
3_MACS_peak_24642_lociStitched	chr7	26000467	26011556	3	10944	41074.7649	176	1
4_MACS_peak_141_lociStitched	chr1	9465845	9489800	4	17373	40924.722	177	1
3_MACS_peak_21136_lociStitched	chr4	186262306	186285902	3	16203	40887.1488	178	1
2_MACS_peak_16626_lociStitched	chr20	43269761	43282227	2	12298	40842.3558	179	1
1_MACS_peak_11097_lociStitched	chr17	38076109	38086702	1	10594	40826.4813	180	1
5_MACS_peak_29334_lociStitched	chrX	118756003	118785520	5	19716	40727.5566	181	1
2_MACS_peak_13548_lociStitched	chr19	45216467	45232459	2	11014	40706.0368	182	1
10_MACS_peak_26048_lociStitched	chr8	11286053	11325787	10	21617	40703.5096	183	1
2_MACS_peak_16601_lociStitched	chr20	42567229	42586114	2	16814	40591.419	184	1
5_MACS_peak_1887_lociStitched	chr1	161409345	161442538	5	22310	40531.9723	185	1
4_MACS_peak_7943_lociStitched	chr14	81930636	81955817	4	20698	40440.686	186	1
6_MACS_peak_25385_lociStitched	chr7	101916153	101938953	6	15309	40353.72	187	1
1_MACS_peak_2027_lociStitched	chr1	174931988	174942553	1	10566	40294.91	188	1
1_MACS_peak_2117_lociStitched	chr1	183808725	183817789	1	9065	40185.244	189	1
4_MACS_peak_26793_lociStitched	chr8	101440488	101465577	4	15978	40180.0335	190	1
9_MACS_peak_8036_lociStitched	chr14	93213410	93253157	9	20806	40061.0013	191	1
2_MACS_peak_16065_lociStitched	chr2	238599831	238614704	2	14844	39971.1875	192	1
4_MACS_peak_14442_lociStitched	chr2	47526716	47550462	4	16880	39795.9214	193	1
2_MACS_peak_21421_lociStitched	chr5	32570565	32590341	2	19225	39783.3792	194	1
2_MACS_peak_16686_lociStitched	chr20	45978666	45990254	2	11186	39688.9	195	1
2_MACS_peak_16840_lociStitched	chr20	56044218	56058404	2	12536	39577.5214	196	1
2_MACS_peak_27155_lociStitched	chr8	144594425	144611480	2	14887	39511.3185	197	1
1_MACS_peak_1685_lociStitched	chr1	154296837	154302360	1	5524	39486.6885	198	1
4_MACS_peak_10391_lociStitched	chr16	88746114	88774211	4	13885	39226.2217	199	1
3_MACS_peak_11836_lociStitched	chr17	76113044	76129408	3	11185	39224.508	200	1
6_MACS_peak_19224_lociStitched	chr3	143532636	143571361	6	21985	39023.1825	201	1
2_MACS_peak_1953_lociStitched	chr1	167459717	167472173	2	10821	39014.6832	202	1
3_MACS_peak_10825_lociStitched	chr17	20204372	20224316	3	13707	38910.744	203	1
4_MACS_peak_14950_lociStitched	chr2	97190250	97212905	4	16830	38744.581	204	1
8_MACS_peak_12989_lociStitched	chr19	12885770	12918232	8	15402	38691.4578	205	1
1_MACS_peak_20593_lociStitched	chr4	111113199	111120897	1	7699	38664.7446	206	1
1_MACS_peak_19793_lociStitched	chr4	1856923	1876002	1	19080	38251.4871	207	1
4_MACS_peak_13875_lociStitched	chr19	56145678	56170640	4	13624	38246.7764	208	1
2_MACS_peak_20779_lociStitched	chr4	140121175	140137401	2	11476	38200.8718	209	1
1_MACS_peak_5382_lociStitched	chr12	4223734	4230961	1	7228	38014.7427	210	1
3_MACS_peak_17505_lociStitched	chr22	27003756	27018500	3	13278	37884.708	211	1
4_MACS_peak_2723_lociStitched	chr1	233791012	233813308	4	17431	37847.46	212	1
5_MACS_peak_19330_lociStitched	chr3	156799542	156824610	5	16826	37722.3264	213	1
2_MACS_peak_20314_lociStitched	chr4	77220445	77230383	2	9414	37669.989	214	1
2_MACS_peak_6080_lociStitched	chr12	58224965	58241411	2	16339	37534.7058	215	1
4_MACS_peak_28269_lociStitched	chr9	130529125	130549858	4	13132	37532.9499	216	1
2_MACS_peak_29582_lociStitched	chrX	153615502	153628769	2	7877	37492.542	217	1
6_MACS_peak_11413_lociStitched	chr17	48224635	48256336	6	15595	37258.1853	218	1
2_MACS_peak_16466_lociStitched	chr20	32988463	33006401	2	15007	37235.7004	219	1
3_MACS_peak_26831_lociStitched	chr8	103654112	103675953	3	14840	36913.4741	220	1
2_MACS_peak_16926_lociStitched	chr20	62357840	62371890	2	10771	36893.895	221	1
4_MACS_peak_22400_lociStitched	chr5	150512935	150538156	4	18705	36789.8727	222	1
3_MACS_peak_1772_lociStitched	chr1	156083427	156100782	3	13682	36723.18	223	1
5_MACS_peak_4637_lociStitched	chr11	65254211	65278504	5	18748	36718.8695	224	1
4_MACS_peak_23861_lociStitched	chr6	108982702	109013000	4	22499	36706.027	225	1
2_MACS_peak_23299_lociStitched	chr6	37059467	37074099	2	14402	36518.5456	226	1
1_MACS_peak_2615_lociStitched	chr1	226308680	226317265	1	8586	36478.5235	227	1
8_MACS_peak_22308_lociStitched	chr5	142538049	142577256	8	23954	36391.9374	228	1
1_MACS_peak_1500_lociStitched	chr1	145448103	145457906	1	9804	36386.7754	229	1
5_MACS_peak_29577_lociStitched	chrX	153595868	153608712	5	9068	36330.5384	230	1
5_MACS_peak_25953_lociStitched	chr7	157783569	157818235	5	18624	36288.3688	231	1
3_MACS_peak_28821_lociStitched	chrX	39953817	39969723	3	13017	36286.3578	232	1
3_MACS_peak_26472_lociStitched	chr8	61811548	61829837	3	14392	36230.509	233	1
5_MACS_peak_8353_lociStitched	chr15	31635730	31660698	5	16708	36166.148	234	1
2_MACS_peak_1558_lociStitched	chr1	149215248	149225920	2	5230	36070.2928	235	1
2_MACS_peak_16364_lociStitched	chr20	30146754	30162503	2	15228	36057.3355	236	1
3_MACS_peak_11685_lociStitched	chr17	70581949	70602183	3	15591	35901.1862	237	1
4_MACS_peak_12593_lociStitched	chr19	1015153	1041099	4	17273	35872.9396	238	1
4_MACS_peak_11841_lociStitched	chr17	76163942	76184540	4	14805	35774.6064	239	1
2_MACS_peak_20733_lociStitched	chr4	129723642	129734739	2	7169	35729.0109	240	1
2_MACS_peak_12062_lociStitched	chr18	9132755	9148302	2	12658	35711.459	241	1
4_MACS_peak_25845_lociStitched	chr7	148394630	148420794	4	14997	35617.0532	242	1
5_MACS_peak_8066_lociStitched	chr14	94422554	94448536	5	16403	35603.1346	243	1
1_MACS_peak_21420_lociStitched	chr5	32530352	32546826	1	16475	35595.3718	244	1
4_MACS_peak_1778_lociStitched	chr1	156181775	156202579	4	13499	35585.242	245	1
4_MACS_peak_11702_lociStitched	chr17	72732887	72757634	4	19918	35358.5136	246	1
3_MACS_peak_9569_lociStitched	chr16	11820704	11843410	3	18252	35325.9948	247	1
1_MACS_peak_27877_lociStitched	chr9	96027210	96034912	1	7703	35295.9554	248	1
7_MACS_peak_13820_lociStitched	chr19	54870643	54901013	7	19286	35186.682	249	1
6_MACS_peak_5741_lociStitched	chr12	33037162	33060499	6	20711	35138.5209	250	1
2_MACS_peak_17235_lociStitched	chr21	45552515	45567757	2	12238	35047.4548	251	1
2_MACS_peak_19446_lociStitched	chr3	171804657	171826747	2	17892	35023.695	252	1
2_MACS_peak_6458_lociStitched	chr12	109020501	109035833	2	12877	34998.3564	253	1
1_MACS_peak_10001_lociStitched	chr16	56963731	56981846	1	18116	34922.097	254	1
1_MACS_peak_16681_lociStitched	chr20	45522426	45530607	1	8182	34873.9668	255	1
4_MACS_peak_8180_lociStitched	chr14	103566510	103582272	4	11520	34857.663	256	1
4_MACS_peak_22142_lociStitched	chr5	131745413	131774322	4	20051	34809.3269	257	1
2_MACS_peak_10395_lociStitched	chr16	88846097	88857802	2	7585	34680.7445	258	1
3_MACS_peak_11745_lociStitched	chr17	73859855	73875884	3	9387	34651.4922	259	1
5_MACS_peak_5275_lociStitched	chr11	128585487	128610124	5	21369	34595.2754	260	1
4_MACS_peak_18378_lociStitched	chr3	46132357	46154148	4	17454	34582.317	261	1
5_MACS_peak_8532_lociStitched	chr15	45001994	45028532	5	15140	34571.0526	262	1
2_MACS_peak_26500_lociStitched	chr8	65480271	65497236	2	11590	34481.3625	263	1
4_MACS_peak_10510_lociStitched	chr17	2104505	2129021	4	15072	34413.1092	264	1
3_MACS_peak_21091_lociStitched	chr4	185234210	185255072	3	14318	34351.3692	265	1
1_MACS_peak_6037_lociStitched	chr12	57076467	57084612	1	8146	34289.6355	266	1
1_MACS_peak_20290_lociStitched	chr4	76023011	76030317	1	7307	34226.4182	267	1
2_MACS_peak_24831_lociStitched	chr7	44661899	44680754	2	16033	34189.7715	268	1
5_MACS_peak_1414_lociStitched	chr1	118171118	118209269	5	24013	34179.4809	269	1
7_MACS_peak_3943_lociStitched	chr10	125822328	125855485	7	23700	34108.6059	270	1
2_MACS_peak_21094_lociStitched	chr4	185262947	185277268	2	10003	34089.7084	271	1
5_MACS_peak_5478_lociStitched	chr12	9435799	9463875	5	17566	33983.1904	272	1
3_MACS_peak_15868_lociStitched	chr2	216764883	216785554	3	17433	33759.8772	273	1
1_MACS_peak_21821_lociStitched	chr5	81145857	81154883	1	9027	33746.4088	274	1
1_MACS_peak_22971_lociStitched	chr6	25402952	25415482	1	12531	33728.254	275	1
3_MACS_peak_4294_lociStitched	chr11	22677095	22697242	3	13085	33657.5782	276	1
2_MACS_peak_2607_lociStitched	chr1	226124104	226133728	2	7857	33558.888	277	1
3_MACS_peak_6664_lociStitched	chr12	122231116	122250499	3	11175	33534.5283	278	1
1_MACS_peak_26799_lociStitched	chr8	101503517	101515932	1	12416	33520.5	279	1
2_MACS_peak_2059_lociStitched	chr1	179048409	179058961	2	7715	33457.2264	280	1
4_MACS_peak_4600_lociStitched	chr11	64617767	64638400	4	15756	33413.0802	281	1
2_MACS_peak_27655_lociStitched	chr9	73024878	73036929	2	9501	33374.0394	282	1
7_MACS_peak_19550_lociStitched	chr3	183220083	183255086	7	20895	33263.3509	283	1
2_MACS_peak_1875_lociStitched	chr1	161144820	161157740	2	10335	33226.364	284	1
5_MACS_peak_9286_lociStitched	chr15	101660298	101690012	5	17155	33154.8812	285	1
3_MACS_peak_11936_lociStitched	chr17	79868342	79886801	3	8709	33113.6001	286	1
5_MACS_peak_24122_lociStitched	chr6	138246482	138266667	5	14446	33069.0855	287	1
1_MACS_peak_8815_lociStitched	chr15	69108593	69114935	1	6343	33008.8416	288	1
5_MACS_peak_28401_lociStitched	chr9	134595316	134615616	5	13420	33003.74	289	1
4_MACS_peak_12058_lociStitched	chr18	9101598	9122834	4	16263	32998.6204	290	1
2_MACS_peak_25877_lociStitched	chr7	150008777	150021772	2	9126	32989.107	291	1
4_MACS_peak_25065_lociStitched	chr7	74056863	74076795	4	12523	32955.5688	292	1
2_MACS_peak_20858_lociStitched	chr4	148645356	148657783	2	9170	32947.7051	293	1
2_MACS_peak_897_lociStitched	chr1	51425075	51449973	2	19599	32937.5642	294	1
1_MACS_peak_23822_lociStitched	chr6	106609757	106618144	1	8388	32892.1366	295	1
1_MACS_peak_24451_lociStitched	chr7	5458837	5469810	1	10974	32861.9404	296	1
2_MACS_peak_10744_lociStitched	chr17	17584108	17598951	2	8922	32854.9805	297	1
7_MACS_peak_11292_lociStitched	chr17	43502512	43531448	7	17002	32790.2752	298	1
3_MACS_peak_10287_lociStitched	chr16	81457682	81469179	3	9036	32784.8452	299	1
2_MACS_peak_28342_lociStitched	chr9	132168233	132180487	2	11224	32672.8402	300	1
3_MACS_peak_11145_lociStitched	chr17	39821016	39836626	3	10774	32667.047	301	1
1_MACS_peak_3145_lociStitched	chr10	30989339	30997249	1	7911	32639.824	302	1
