#KMS11_H3K27ac_peaks Enhancers
#Created from /data/projects/IRF4_mm_trn_data/myeloma_public_data/rose/KMS11_H3K27ac_ROSE/KMS11_H3K27ac_peaks_6KB_STITCHED_ENHANCER_REGION_MAP.txt
#Ranked by KMS11_jia.bam
#Using cutoff of 16929.225 for Super-Enhancers
#Created on Jul 16 2024 
REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	KMS11_jia.bam	enhancerRank	isSuperStretch
4_MACS_peak_7348_lociStitched	chr14	23017946	23040597	4	19865	46094.785	104	1
4_MACS_peak_10352_lociStitched	chr16	85626765	85650308	4	19274	50174.8416	105	1
2_MACS_peak_23987_lociStitched	chr6	128198529	128223560	2	19201	50279.7697	106	1
1_MACS_peak_24609_lociStitched	chr7	23504539	23519666	1	15128	68867.1802	107	1
7_MACS_peak_19550_lociStitched	chr3	183220083	183255086	7	20895	33263.3509	108	1
6_MACS_peak_5741_lociStitched	chr12	33037162	33060499	6	20711	35138.5209	109	1
4_MACS_peak_14868_lociStitched	chr2	87058195	87084759	4	19206	46603.8816	110	1
5_MACS_peak_29334_lociStitched	chrX	118756003	118785520	5	19716	40727.5566	111	1
7_MACS_peak_13678_lociStitched	chr19	48875181	48904163	7	19492	41418.1762	112	1
5_MACS_peak_8917_lociStitched	chr15	75063562	75084191	5	18731	46908.2831	113	1
3_MACS_peak_17667_lociStitched	chr22	37607587	37629208	3	18752	46597.5792	114	1
2_MACS_peak_19129_lociStitched	chr3	133178628	133199962	2	17887	51291.2028	115	1
4_MACS_peak_22142_lociStitched	chr5	131745413	131774322	4	20051	34809.3269	116	1
4_MACS_peak_11702_lociStitched	chr17	72732887	72757634	4	19918	35358.5136	117	1
3_MACS_peak_9579_lociStitched	chr16	12051415	12072053	3	17578	51830.2732	118	1
3_MACS_peak_24730_lociStitched	chr7	34773399	34796668	3	18761	44020.2942	119	1
5_MACS_peak_13489_lociStitched	chr19	42036485	42062680	5	18139	47973.523	120	1
2_MACS_peak_21421_lociStitched	chr5	32570565	32590341	2	19225	39783.3792	121	1
5_MACS_peak_1486_lociStitched	chr1	145138269	145161688	5	18532	44772.4442	122	1
2_MACS_peak_1721_lociStitched	chr1	154966166	154979573	2	11549	74571.0747	123	1
6_MACS_peak_10129_lociStitched	chr16	68270797	68299846	6	18630	43024.4739	124	1
4_MACS_peak_8801_lociStitched	chr15	68477546	68503514	4	18816	41252.7648	125	1
7_MACS_peak_23000_lociStitched	chr6	26330618	26366584	7	19910	30567.5034	126	1
4_MACS_peak_13413_lociStitched	chr19	39880732	39904388	4	16715	54184.068	127	1
3_MACS_peak_17526_lociStitched	chr22	29206657	29226425	3	18155	45468.3768	128	1
1_MACS_peak_19793_lociStitched	chr4	1856923	1876002	1	19080	38251.4871	129	1
4_MACS_peak_2669_lociStitched	chr1	228763619	228784478	4	20671	19338.3789	130	1
2_MACS_peak_897_lociStitched	chr1	51425075	51449973	2	19599	32937.5642	131	1
7_MACS_peak_13820_lociStitched	chr19	54870643	54901013	7	19286	35186.682	132	1
1_MACS_peak_1763_lociStitched	chr1	155943492	155954487	1	10996	74287.7175	133	1
4_MACS_peak_28118_lociStitched	chr9	117245704	117268491	4	18481	41374.3559	134	1
1_MACS_peak_21218_lociStitched	chr5	1310410	1321755	1	11346	72470.7255	135	1
1_MACS_peak_2736_lociStitched	chr1	234733776	234749920	1	16145	54561.8768	136	1
4_MACS_peak_15033_lociStitched	chr2	107108159	107130305	4	17911	43536.8214	137	1
5_MACS_peak_4637_lociStitched	chr11	65254211	65278504	5	18748	36718.8695	138	1
3_MACS_peak_21272_lociStitched	chr5	6475391	6497594	3	17624	45178.6644	139	1
4_MACS_peak_22400_lociStitched	chr5	150512935	150538156	4	18705	36789.8727	140	1
5_MACS_peak_5383_lociStitched	chr12	4248364	4274563	5	19236	31708.6497	141	1
6_MACS_peak_9166_lociStitched	chr15	90721320	90746133	6	17648	43928.9352	142	1
5_MACS_peak_25953_lociStitched	chr7	157783569	157818235	5	18624	36288.3688	143	1
1_MACS_peak_3015_lociStitched	chr10	15824877	15838265	1	13389	63102.9992	144	1
3_MACS_peak_28285_lociStitched	chr9	130828748	130846761	3	16538	48512.6116	145	1
3_MACS_peak_9569_lociStitched	chr16	11820704	11843410	3	18252	35325.9948	146	1
4_MACS_peak_141_lociStitched	chr1	9465845	9489800	4	17373	40924.722	147	1
1_MACS_peak_10001_lociStitched	chr16	56963731	56981846	1	18116	34922.097	148	1
2_MACS_peak_4631_lociStitched	chr11	65183366	65200011	2	16520	46499.472	149	1
1_MACS_peak_2116_lociStitched	chr1	183773394	183789741	1	16348	47466.7839	150	1
6_MACS_peak_9259_lociStitched	chr15	99673625	99708669	6	18729	28644.9656	151	1
6_MACS_peak_24929_lociStitched	chr7	55614082	55643317	6	18377	31860.303	152	1
2_MACS_peak_19446_lociStitched	chr3	171804657	171826747	2	17892	35023.695	153	1
4_MACS_peak_2723_lociStitched	chr1	233791012	233813308	4	17431	37847.46	154	1
1_MACS_peak_2322_lociStitched	chr1	203288136	203299829	1	11694	65525.2334	155	1
1_MACS_peak_8015_lociStitched	chr14	91828383	91844980	1	16598	43567.125	156	1
1_MACS_peak_15725_lociStitched	chr2	201980259	201995088	1	14830	52986.9828	157	1
3_MACS_peak_20309_lociStitched	chr4	77116159	77136523	3	15651	48612.9408	158	1
3_MACS_peak_17454_lociStitched	chr22	24176619	24192275	3	15213	50925.8368	159	1
2_MACS_peak_16601_lociStitched	chr20	42567229	42586114	2	16814	40591.419	160	1
4_MACS_peak_14442_lociStitched	chr2	47526716	47550462	4	16880	39795.9214	161	1
5_MACS_peak_5478_lociStitched	chr12	9435799	9463875	5	17566	33983.1904	162	1
4_MACS_peak_18378_lociStitched	chr3	46132357	46154148	4	17454	34582.317	163	1
4_MACS_peak_12593_lociStitched	chr19	1015153	1041099	4	17273	35872.9396	164	1
3_MACS_peak_16447_lociStitched	chr20	32461208	32477563	3	14074	54751.6335	165	1
1_MACS_peak_13202_lociStitched	chr19	19050004	19065135	1	15132	49603.9573	166	1
2_MACS_peak_20603_lociStitched	chr4	113198823	113219701	2	16036	44323.994	167	1
5_MACS_peak_21409_lociStitched	chr5	32277092	32302001	5	18399	23715.8589	168	1
6_MACS_peak_3808_lociStitched	chr10	111640186	111670668	6	18208	26107.833	169	1
4_MACS_peak_14950_lociStitched	chr2	97190250	97212905	4	16830	38744.581	170	1
3_MACS_peak_15868_lociStitched	chr2	216764883	216785554	3	17433	33759.8772	171	1
5_MACS_peak_26178_lociStitched	chr8	26148292	26181283	5	17785	30440.7957	172	1
4_MACS_peak_18014_lociStitched	chr22	50962518	50984403	4	15703	45976.008	173	1
4_MACS_peak_9686_lociStitched	chr16	21509819	21532589	4	16279	42206.472	174	1
5_MACS_peak_19330_lociStitched	chr3	156799542	156824610	5	16826	37722.3264	175	1
1_MACS_peak_21090_lociStitched	chr4	185200369	185211171	1	10803	65185.7492	176	1
6_MACS_peak_13832_lociStitched	chr19	55164872	55193120	6	18000	25801.7232	177	1
3_MACS_peak_21136_lociStitched	chr4	186262306	186285902	3	16203	40887.1488	178	1
2_MACS_peak_17524_lociStitched	chr22	29183331	29199555	2	15215	46778.6592	179	1
6_MACS_peak_16436_lociStitched	chr20	32357602	32378293	6	17824	26581.7277	180	1
5_MACS_peak_9286_lociStitched	chr15	101660298	101690012	5	17155	33154.8812	181	1
5_MACS_peak_8353_lociStitched	chr15	31635730	31660698	5	16708	36166.148	182	1
7_MACS_peak_11292_lociStitched	chr17	43502512	43531448	7	17002	32790.2752	183	1
4_MACS_peak_26793_lociStitched	chr8	101440488	101465577	4	15978	40180.0335	184	1
2_MACS_peak_6080_lociStitched	chr12	58224965	58241411	2	16339	37534.7058	185	1
3_MACS_peak_17210_lociStitched	chr21	44725787	44747316	3	15446	42827.6397	186	1
1_MACS_peak_2432_lociStitched	chr1	209274225	209286359	1	12135	58288.0958	187	1
1_MACS_peak_21420_lociStitched	chr5	32530352	32546826	1	16475	35595.3718	188	1
3_MACS_peak_5176_lociStitched	chr11	120195407	120216735	3	17187	28920.768	189	1
4_MACS_peak_1904_lociStitched	chr1	161768677	161787481	4	14348	48632.7852	190	1
5_MACS_peak_8066_lociStitched	chr14	94422554	94448536	5	16403	35603.1346	191	1
1_MACS_peak_22846_lociStitched	chr6	11824030	11838068	1	14039	49999.1446	192	1
3_MACS_peak_23238_lociStitched	chr6	34620961	34644505	3	15177	43813.0296	193	1
1_MACS_peak_20539_lociStitched	chr4	105405251	105418032	1	12782	55009.424	194	1
1_MACS_peak_2629_lociStitched	chr1	226838769	226852487	1	13719	49376.5692	195	1
6_MACS_peak_25385_lociStitched	chr7	101916153	101938953	6	15309	40353.72	196	1
4_MACS_peak_12058_lociStitched	chr18	9101598	9122834	4	16263	32998.6204	197	1
2_MACS_peak_24831_lociStitched	chr7	44661899	44680754	2	16033	34189.7715	198	1
5_MACS_peak_24765_lociStitched	chr7	38383839	38408355	5	16726	27862.434	199	1
8_MACS_peak_12989_lociStitched	chr19	12885770	12918232	8	15402	38691.4578	200	1
4_MACS_peak_17932_lociStitched	chr22	46751315	46770909	4	14475	44343.1814	201	1
6_MACS_peak_11413_lociStitched	chr17	48224635	48256336	6	15595	37258.1853	202	1
3_MACS_peak_345_lociStitched	chr1	23849171	23866528	3	13660	48301.0596	203	1
5_MACS_peak_9824_lociStitched	chr16	29815318	29837559	5	14615	43216.4871	204	1
3_MACS_peak_11685_lociStitched	chr17	70581949	70602183	3	15591	35901.1862	205	1
4_MACS_peak_3425_lociStitched	chr10	74075512	74097182	4	16181	30903.587	206	1
5_MACS_peak_22985_lociStitched	chr6	26183936	26207318	5	14744	41355.7434	207	1
7_MACS_peak_4612_lociStitched	chr11	64835535	64864847	7	16754	23818.9312	208	1
2_MACS_peak_16065_lociStitched	chr2	238599831	238614704	2	14844	39971.1875	209	1
4_MACS_peak_4600_lociStitched	chr11	64617767	64638400	4	15756	33413.0802	210	1
2_MACS_peak_27155_lociStitched	chr8	144594425	144611480	2	14887	39511.3185	211	1
7_MACS_peak_23831_lociStitched	chr6	107421645	107451999	7	16275	27828.5472	212	1
2_MACS_peak_16364_lociStitched	chr20	30146754	30162503	2	15228	36057.3355	213	1
2_MACS_peak_16466_lociStitched	chr20	32988463	33006401	2	15007	37235.7004	214	1
4_MACS_peak_3502_lociStitched	chr10	81001240	81021711	4	15942	28745.3782	215	1
5_MACS_peak_28187_lociStitched	chr9	126079842	126103673	5	15957	28306.4618	216	1
1_MACS_peak_10296_lociStitched	chr16	81680011	81693406	1	13396	45706.419	217	1
1_MACS_peak_5390_lociStitched	chr12	4377065	4388446	1	11382	54240.7079	218	1
3_MACS_peak_26831_lociStitched	chr8	103654112	103675953	3	14840	36913.4741	219	1
3_MACS_peak_28927_lociStitched	chrX	48790025	48805465	3	15428	32508.92	220	1
4_MACS_peak_9816_lociStitched	chr16	29603541	29625720	4	15886	28404.6453	221	1
5_MACS_peak_8532_lociStitched	chr15	45001994	45028532	5	15140	34571.0526	222	1
4_MACS_peak_25845_lociStitched	chr7	148394630	148420794	4	14997	35617.0532	223	1
2_MACS_peak_17215_lociStitched	chr21	44771290	44784135	2	12685	48285.6395	224	1
4_MACS_peak_10510_lociStitched	chr17	2104505	2129021	4	15072	34413.1092	225	1
4_MACS_peak_11841_lociStitched	chr17	76163942	76184540	4	14805	35774.6064	226	1
3_MACS_peak_27786_lociStitched	chr9	92039469	92058358	3	15589	29512.1736	227	1
5_MACS_peak_22046_lociStitched	chr5	118663386	118689989	5	15864	26839.7667	228	1
2_MACS_peak_5791_lociStitched	chr12	46118524	46133034	2	13294	44590.681	229	1
2_MACS_peak_23299_lociStitched	chr6	37059467	37074099	2	14402	36518.5456	230	1
2_MACS_peak_17475_lociStitched	chr22	24819653	24834654	2	13636	41095.2395	231	1
3_MACS_peak_26472_lociStitched	chr8	61811548	61829837	3	14392	36230.509	232	1
2_MACS_peak_11402_lociStitched	chr17	47814810	47828392	2	13088	43773.4278	233	1
4_MACS_peak_10391_lociStitched	chr16	88746114	88774211	4	13885	39226.2217	234	1
1_MACS_peak_26736_lociStitched	chr8	95951925	95963874	1	11950	48736.3863	235	1
2_MACS_peak_6455_lociStitched	chr12	108953540	108970488	2	15188	28601.4448	236	1
2_MACS_peak_10150_lociStitched	chr16	68786125	68802239	2	15226	27965.847	237	1
3_MACS_peak_9708_lociStitched	chr16	22199374	22218987	3	15110	28889.949	238	1
3_MACS_peak_10825_lociStitched	chr17	20204372	20224316	3	13707	38910.744	239	1
3_MACS_peak_21091_lociStitched	chr4	185234210	185255072	3	14318	34351.3692	240	1
5_MACS_peak_24122_lociStitched	chr6	138246482	138266667	5	14446	33069.0855	241	1
3_MACS_peak_6519_lociStitched	chr12	111866744	111884670	3	15520	22956.0356	242	1
4_MACS_peak_13875_lociStitched	chr19	56145678	56170640	4	13624	38246.7764	243	1
2_MACS_peak_26787_lociStitched	chr8	101309479	101323760	2	12381	44762.3664	244	1
2_MACS_peak_778_lociStitched	chr1	42126344	42141152	2	14738	29987.6808	245	1
2_MACS_peak_21547_lociStitched	chr5	53813485	53831652	2	14580	30807.5986	246	1
3_MACS_peak_912_lociStitched	chr1	52417214	52433065	3	14632	30026.5493	247	1
3_MACS_peak_1772_lociStitched	chr1	156083427	156100782	3	13682	36723.18	248	1
4_MACS_peak_1054_lociStitched	chr1	67221752	67246094	4	15118	24943.2474	249	1
6_MACS_peak_1443_lociStitched	chr1	120658840	120686658	6	14985	25520.2332	250	1
2_MACS_peak_16785_lociStitched	chr20	52224848	52241718	2	11808	45918.453	251	1
1_MACS_peak_14080_lociStitched	chr2	11883607	11895841	1	12235	43938.411	252	1
4_MACS_peak_19287_lociStitched	chr3	151985118	152003300	4	14723	27454.82	253	1
3_MACS_peak_17505_lociStitched	chr22	27003756	27018500	3	13278	37884.708	254	1
1_MACS_peak_2272_lociStitched	chr1	200855561	200867930	1	12370	42652.0227	255	1
3_MACS_peak_6038_lociStitched	chr12	57099794	57120011	3	15083	23211.1377	256	1
2_MACS_peak_1761_lociStitched	chr1	155903045	155918986	2	11645	45841.5337	257	1
5_MACS_peak_21302_lociStitched	chr5	10590632	10609208	5	14927	24356.8512	258	1
6_MACS_peak_19005_lociStitched	chr3	124488391	124512635	6	15008	23380.9136	259	1
3_MACS_peak_5059_lociStitched	chr11	111232146	111251242	3	14421	28729.932	260	1
4_MACS_peak_1778_lociStitched	chr1	156181775	156202579	4	13499	35585.242	261	1
4_MACS_peak_28269_lociStitched	chr9	130529125	130549858	4	13132	37532.9499	262	1
3_MACS_peak_17494_lociStitched	chr22	26878890	26901174	3	14122	30540.222	263	1
3_MACS_peak_26630_lociStitched	chr8	81047050	81062062	3	14277	29277.9036	264	1
1_MACS_peak_1706_lociStitched	chr1	154755548	154766450	1	10903	48071.2788	265	1
2_MACS_peak_1644_lociStitched	chr1	152005994	152021973	2	10213	50461.682	266	1
5_MACS_peak_13015_lociStitched	chr19	13260435	13283906	5	13956	31364.2973	267	1
3_MACS_peak_12428_lociStitched	chr18	56292295	56308223	3	14242	28937.9904	268	1
5_MACS_peak_22966_lociStitched	chr6	25365938	25390522	5	15136	19652.4496	269	1
2_MACS_peak_16626_lociStitched	chr20	43269761	43282227	2	12298	40842.3558	270	1
2_MACS_peak_16840_lociStitched	chr20	56044218	56058404	2	12536	39577.5214	271	1
3_MACS_peak_4535_lociStitched	chr11	62306082	62325886	3	14563	24661.9212	272	1
5_MACS_peak_3415_lociStitched	chr10	74004317	74024759	5	14345	26662.5006	273	1
3_MACS_peak_28821_lociStitched	chrX	39953817	39969723	3	13017	36286.3578	274	1
4_MACS_peak_9134_lociStitched	chr15	89654476	89674449	4	14859	20410.4087	275	1
5_MACS_peak_28401_lociStitched	chr9	134595316	134615616	5	13420	33003.74	276	1
2_MACS_peak_18120_lociStitched	chr3	13365008	13380163	2	14099	27656.3595	277	1
4_MACS_peak_23046_lociStitched	chr6	27759142	27784210	4	14502	23533.8384	278	1
2_MACS_peak_22701_lociStitched	chr6	381154	400785	2	13644	31087.6516	279	1
2_MACS_peak_13109_lociStitched	chr19	16694140	16707157	2	11698	42487.488	280	1
4_MACS_peak_21159_lociStitched	chr4	189895720	189916569	4	13612	30983.6989	281	1
3_MACS_peak_29556_lociStitched	chrX	153188834	153201890	3	9113	52043.8272	282	1
2_MACS_peak_25883_lociStitched	chr7	150100701	150113910	2	9744	49770.1911	283	1
2_MACS_peak_22556_lociStitched	chr5	173160129	173174525	2	13427	31666.8812	284	1
2_MACS_peak_16788_lociStitched	chr20	52267377	52278772	2	11330	43369.37	285	1
3_MACS_peak_4294_lociStitched	chr11	22677095	22697242	3	13085	33657.5782	286	1
4_MACS_peak_2190_lociStitched	chr1	192498869	192521132	4	14266	24068.5293	287	1
2_MACS_peak_6458_lociStitched	chr12	109020501	109035833	2	12877	34998.3564	288	1
4_MACS_peak_24924_lociStitched	chr7	55565014	55585598	4	14688	18891.9952	289	1
6_MACS_peak_22439_lociStitched	chr5	156333798	156361223	6	14297	22891.6475	290	1
2_MACS_peak_12062_lociStitched	chr18	9132755	9148302	2	12658	35711.459	291	1
3_MACS_peak_2137_lociStitched	chr1	184524590	184541869	3	13916	26281.359	292	1
2_MACS_peak_11049_lociStitched	chr17	36852910	36863571	2	8772	51766.6177	293	1
5_MACS_peak_19099_lociStitched	chr3	130557425	130574887	5	13842	26690.667	294	1
4_MACS_peak_25244_lociStitched	chr7	92407069	92428333	4	14659	17629.9824	295	1
2_MACS_peak_26740_lociStitched	chr8	96098844	96115114	2	13117	32129.996	296	1
3_MACS_peak_1854_lociStitched	chr1	160641344	160660511	3	13076	32371.1463	297	1
5_MACS_peak_23156_lociStitched	chr6	31783449	31805297	5	13576	28382.7368	298	1
5_MACS_peak_15024_lociStitched	chr2	106402528	106430227	5	14394	20081.775	299	1
2_MACS_peak_25182_lociStitched	chr7	81501409	81520277	2	13105	31554.8432	300	1
2_MACS_peak_1775_lociStitched	chr1	156115124	156129518	2	14392	19059.0954	301	1
2_MACS_peak_11200_lociStitched	chr17	40825648	40834953	2	9284	49334.1795	302	1
