#12_0EWY_0229Kronos_MM1S-No-Treatment-2_H3K27Ac_hs-dm_i21_peaks Enhancers
#Created from /data/projects/IRF4_mm_trn_data/p300_internal_ChIP/rose/12_0EWY_0229Kronos_MM1S-No-Treatment-2_H3K27Ac_hs-dm_i21_ROSE/12_0EWY_0229Kronos_MM1S-No-Treatment-2_H3K27Ac_hs-dm_i21_peaks_6KB_STITCHED_ENHANCER_REGION_MAP.txt
#Ranked by X12_0EWY_0229Kronos_MM1S.No.Treatment.2_H3K27Ac_hs.dm_i21.bam
#Using cutoff of 21686.6089 for Super-Enhancers
#Created on Jul 18 2024 
REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	X12_0EWY_0229Kronos_MM1S.No.Treatment.2_H3K27Ac_hs.dm_i21.bam	X36_0EXO_0229Kronos_MM1S.No.Treatment.2_Input_hs_i78.bam	enhancerRank	isStretch
3_MACS_peak_5985_lociStitched	chr12	57093605	57120097	3	17223	34678.028	4567.2208	114	1
2_MACS_peak_8315_lociStitched	chr15	40387219	40409031	2	17055	70204.1032	5023.3036	115	1
4_MACS_peak_20173_lociStitched	chr5	32275876	32297015	4	16952	28742.6983	4352.5201	116	1
2_MACS_peak_17606_lociStitched	chr3	69128590	69146045	2	16918	33166.2455	3396.743	117	1
4_MACS_peak_2225_lociStitched	chr1	206282068	206307839	4	16916	66182.5051	7215.88	118	1
2_MACS_peak_16459_lociStitched	chr22	23269422	23286287	2	16842	121490.4005	4734.0055	119	1
4_MACS_peak_21405_lociStitched	chr5	176717087	176740692	4	16820	46228.032	4383.4485	120	1
3_MACS_peak_17183_lociStitched	chr3	30682621	30703627	3	16721	32950.0116	4514.1894	121	1
2_MACS_peak_16455_lociStitched	chr22	23189756	23209787	2	16695	44605.0308	2684.154	122	1
2_MACS_peak_14972_lociStitched	chr2	219742984	219763481	2	16695	67443.3288	4777.8507	123	1
2_MACS_peak_6453_lociStitched	chr12	108952734	108970695	2	16668	65471.4372	4718.3547	124	1
4_MACS_peak_12417_lociStitched	chr19	16693314	16717380	4	16623	101038.6944	5130.8712	125	1
3_MACS_peak_23552_lociStitched	chr7	44656721	44680286	3	16403	57241.7415	5099.466	126	1
2_MACS_peak_20184_lociStitched	chr5	32570785	32593063	2	16375	56361.1122	4393.2216	127	1
5_MACS_peak_27632_lociStitched	chrX	128902393	128921332	5	16367	32323.1913	2255.6349	128	1
3_MACS_peak_20333_lociStitched	chr5	55436897	55453773	3	16301	51907.2008	3889.918	129	1
4_MACS_peak_5814_lociStitched	chr12	48196564	48218799	4	16281	54400.151	4382.5185	130	1
3_MACS_peak_3744_lociStitched	chr10	112611851	112633212	3	16184	41149.8304	4831.8582	131	1
4_MACS_peak_21931_lociStitched	chr6	31783166	31805561	4	16170	30141.4305	4134.117	132	1
4_MACS_peak_14804_lociStitched	chr2	202081139	202102057	4	16164	29076.02	4273.5474	133	1
4_MACS_peak_18086_lociStitched	chr3	133179287	133200483	4	16157	61654.9248	4608.0104	134	1
4_MACS_peak_21165_lociStitched	chr5	150512888	150538003	4	16137	31554.486	4603.5795	135	1
2_MACS_peak_609_lociStitched	chr1	40838976	40858658	2	16074	62525.7776	4288.7078	136	1
1_MACS_peak_20608_lociStitched	chr5	88171076	88187085	1	16010	60549.2398	3589.2178	137	1
3_MACS_peak_5027_lociStitched	chr11	111230449	111251500	3	15972	54858.906	4182.8337	138	1
3_MACS_peak_5358_lociStitched	chr12	4377761	4396843	3	15878	50481.431	3890.8198	139	1
4_MACS_peak_7827_lociStitched	chr14	77487761	77508134	4	15857	39843.4761	2230.8435	140	1
1_MACS_peak_5505_lociStitched	chr12	12866204	12882037	1	15834	113728.439	3807.8365	141	1
4_MACS_peak_1633_lociStitched	chr1	155900354	155922744	4	15796	37243.526	5980.369	142	1
4_MACS_peak_5979_lociStitched	chr12	57021656	57040965	4	15785	34292.784	4191.9839	143	1
5_MACS_peak_11264_lociStitched	chr17	73850295	73875819	5	15785	63123.4044	4780.6452	144	1
4_MACS_peak_15741_lociStitched	chr20	43583273	43609493	4	15785	40192.638	5181.072	145	1
5_MACS_peak_23022_lociStitched	chr6	157976506	158007197	5	15750	36120.2379	3041.4781	146	1
5_MACS_peak_1109_lociStitched	chr1	93409329	93428648	5	15681	20856.7924	1870.0792	147	1
6_MACS_peak_9117_lociStitched	chr15	101661358	101692308	6	15643	44806.315	5654.565	148	1
4_MACS_peak_13484_lociStitched	chr2	47193631	47215488	4	15639	49687.5181	4305.829	149	1
3_MACS_peak_16478_lociStitched	chr22	24177225	24200925	3	15497	87566.76	4649.94	150	1
6_MACS_peak_3859_lociStitched	chr10	126407107	126438586	6	15451	28866.243	5033.4921	151	1
1_MACS_peak_5545_lociStitched	chr12	15100877	15116322	1	15446	38850.353	3567.795	152	1
2_MACS_peak_8978_lociStitched	chr15	89163826	89184402	2	15404	41032.6592	3987.6288	153	1
2_MACS_peak_19238_lociStitched	chr4	77608510	77624774	2	15356	34707.376	3631.7512	154	1
3_MACS_peak_16759_lociStitched	chr22	39910258	39929617	3	15336	41623.7859	4197.0312	155	1
5_MACS_peak_10841_lociStitched	chr17	43505042	43531589	5	15323	32594.4066	4728.0207	156	1
3_MACS_peak_12075_lociStitched	chr19	2254619	2274529	3	15293	45874.631	4881.932	157	1
1_MACS_peak_16709_lociStitched	chr22	38782031	38797234	1	15204	51900.0014	2776.0678	158	1
4_MACS_peak_21782_lociStitched	chr6	26183481	26207385	4	15154	63283.4496	4995.936	159	1
3_MACS_peak_21447_lociStitched	chr5	180228190	180249398	3	15125	51346.6888	3772.9032	160	1
2_MACS_peak_2193_lociStitched	chr1	204474339	204492463	2	15080	92965.2456	5674.6244	161	1
1_MACS_peak_14798_lociStitched	chr2	201979855	201994924	1	15070	102642.4935	3925.4745	162	1
4_MACS_peak_19225_lociStitched	chr4	77117617	77136645	4	15033	54777.8064	4262.272	163	1
4_MACS_peak_26938_lociStitched	chrX	10065085	10091033	4	15021	34209.8432	2789.41	164	1
6_MACS_peak_15888_lociStitched	chr20	52531176	52566880	6	14952	31016.0648	6041.1168	165	1
3_MACS_peak_13643_lociStitched	chr2	64862579	64883494	3	14920	45119.9295	4291.758	166	1
5_MACS_peak_26761_lociStitched	chr9	134127045	134152262	5	14872	43948.1876	4347.4108	167	1
3_MACS_peak_3400_lociStitched	chr10	81001258	81020429	3	14775	44380.865	3537.0495	168	1
2_MACS_peak_978_lociStitched	chr1	75596246	75611717	2	14749	31649.0247	2415.0231	169	1
3_MACS_peak_11306_lociStitched	chr17	75131332	75146882	3	14746	72854.86	4055.44	170	1
1_MACS_peak_11115_lociStitched	chr17	62195594	62210332	1	14739	40836.0504	3333.7356	171	1
1_MACS_peak_13128_lociStitched	chr2	11883494	11898220	1	14727	90005.312	3547.4934	172	1
3_MACS_peak_16753_lociStitched	chr22	39823250	39846358	3	14720	57587.4468	4016.1704	173	1
3_MACS_peak_26690_lociStitched	chr9	130828675	130845746	3	14665	37470.845	3371.5225	174	1
1_MACS_peak_5614_lociStitched	chr12	26265717	26280366	1	14650	56360.5626	3694.4778	175	1
1_MACS_peak_23841_lociStitched	chr7	78113789	78128350	1	14562	65093.4944	3622.7768	176	1
1_MACS_peak_16707_lociStitched	chr22	38700580	38715122	1	14543	32377.763	2826.9648	177	1
3_MACS_peak_18042_lociStitched	chr3	129026398	129048535	3	14500	55588.2207	4693.044	178	1
5_MACS_peak_8122_lociStitched	chr15	21976382	22002518	5	14488	22129.3512	4100.7384	179	1
3_MACS_peak_18225_lociStitched	chr3	151985161	152002125	3	14420	27432.4844	3253.6952	180	1
3_MACS_peak_13495_lociStitched	chr2	47526556	47550868	3	14410	72692.88	5397.264	181	1
4_MACS_peak_14116_lociStitched	chr2	112219974	112242362	4	14406	25193.2164	3754.4676	182	1
3_MACS_peak_18276_lociStitched	chr3	156804589	156824595	3	14384	76484.9386	6792.037	183	1
3_MACS_peak_20802_lociStitched	chr5	118657860	118679087	3	14359	31430.8189	3965.2036	184	1
2_MACS_peak_22580_lociStitched	chr6	108982509	108999008	2	14347	37538.5248	2737.1841	185	1
1_MACS_peak_11304_lociStitched	chr17	75078815	75093156	1	14342	44659.3081	3296.9959	186	1
5_MACS_peak_21821_lociStitched	chr6	27088243	27116143	5	14330	46687.86	5013.63	187	1
2_MACS_peak_10551_lociStitched	chr17	29636305	29651113	2	14284	45054.8208	3078.5832	188	1
6_MACS_peak_8308_lociStitched	chr15	40329797	40358460	6	14263	31311.4612	4803.9188	189	1
3_MACS_peak_16042_lociStitched	chr21	19152068	19168904	3	14259	34847.1528	3338.5788	190	1
4_MACS_peak_13476_lociStitched	chr2	46788483	46804722	4	14224	34522.4901	3437.7963	191	1
1_MACS_peak_1637_lociStitched	chr1	155938098	155952279	1	14182	49032.2256	4030.2402	192	1
4_MACS_peak_8409_lociStitched	chr15	45001840	45029439	4	14120	43211.7543	5605.3569	193	1
3_MACS_peak_26300_lociStitched	chr9	94180566	94195979	3	14080	51966.4708	3158.1237	194	1
6_MACS_peak_12251_lociStitched	chr19	10513413	10539606	6	14057	31004.6541	4945.2384	195	1
5_MACS_peak_4447_lociStitched	chr11	62308025	62328896	5	14031	34422.5403	3888.2673	196	1
2_MACS_peak_12335_lociStitched	chr19	13043085	13058025	2	14004	25424.892	2656.332	197	1
3_MACS_peak_15923_lociStitched	chr20	55957864	55975638	3	14000	36143.429	3469.4848	198	1
4_MACS_peak_3415_lociStitched	chr10	81946471	81966396	4	13961	37676.1825	3506.8	199	1
4_MACS_peak_4654_lociStitched	chr11	67760503	67778587	4	13949	44958.6324	3618.6084	200	1
4_MACS_peak_305_lociStitched	chr1	24512419	24533807	4	13909	53854.984	4686.1108	201	1
4_MACS_peak_7921_lociStitched	chr14	91781524	91802181	4	13891	22941.6642	1799.2247	202	1
1_MACS_peak_16533_lociStitched	chr22	29185799	29199670	1	13872	73155.654	3126.5234	203	1
1_MACS_peak_10694_lociStitched	chr17	37924944	37938802	1	13859	37196.2578	2935.1244	204	1
3_MACS_peak_14800_lociStitched	chr2	202040082	202060198	3	13855	18812.4832	3852.214	205	1
4_MACS_peak_13654_lociStitched	chr2	65157283	65178624	4	13846	62970.8887	5109.0354	206	1
4_MACS_peak_9574_lociStitched	chr16	29815369	29833783	4	13775	33552.1494	3176.415	207	1
5_MACS_peak_17486_lociStitched	chr3	52285855	52313650	5	13760	26255.157	4330.461	208	1
4_MACS_peak_5715_lociStitched	chr12	33037641	33060492	4	13752	22933.2636	4211.4393	209	1
5_MACS_peak_5386_lociStitched	chr12	6552125	6580882	5	13741	50632.4499	5230.8983	210	1
3_MACS_peak_22047_lociStitched	chr6	37121838	37144354	3	13660	33560.098	3753.4172	211	1
7_MACS_peak_9822_lociStitched	chr16	67184214	67218615	7	13648	26526.6111	5332.155	212	1
3_MACS_peak_11202_lociStitched	chr17	70582382	70601745	3	13612	36913.6232	3768.0398	213	1
2_MACS_peak_15974_lociStitched	chr20	61272970	61291029	2	13597	49785.0512	2979.735	214	1
5_MACS_peak_8114_lociStitched	chr15	20969822	20995797	5	13546	24021.68	3875.47	215	1
3_MACS_peak_4619_lociStitched	chr11	67034067	67057803	3	13443	47415.0336	3693.3216	216	1
3_MACS_peak_15171_lociStitched	chr2	238599882	238613587	3	13427	33717.041	1688.456	217	1
4_MACS_peak_22811_lociStitched	chr6	135322837	135344275	4	13422	37023.426	4073.22	218	1
4_MACS_peak_17763_lociStitched	chr3	101487475	101513533	4	13397	34883.8446	5078.7042	219	1
2_MACS_peak_1668_lociStitched	chr1	156709074	156722771	2	13332	32455.0415	3617.3777	220	1
1_MACS_peak_583_lociStitched	chr1	40029583	40042851	1	13269	30962.2048	3196.2612	221	1
2_MACS_peak_4154_lociStitched	chr11	19450100	19465860	2	13235	57875.448	3790.28	222	1
3_MACS_peak_5406_lociStitched	chr12	7022757	7038303	3	13184	28486.4904	3095.2086	223	1
2_MACS_peak_18582_lociStitched	chr3	186703150	186719950	2	13163	65629.2	5530.56	224	1
2_MACS_peak_27230_lociStitched	chrX	48790457	48805986	2	13150	50154.0113	1900.7496	225	1
2_MACS_peak_14808_lociStitched	chr2	202115681	202129041	2	13087	63081.912	3283.888	226	1
2_MACS_peak_2569_lociStitched	chr1	234733819	234749965	2	13070	89632.9044	5428.2852	227	1
1_MACS_peak_13426_lociStitched	chr2	43444166	43457199	1	13034	66891.8725	3092.7309	228	1
1_MACS_peak_2309_lociStitched	chr1	211743421	211756434	1	13014	20239.1189	3549.9464	229	1
4_MACS_peak_24806_lociStitched	chr8	27934280	27951641	4	12984	31907.7819	3815.9478	230	1
6_MACS_peak_4773_lociStitched	chr11	77146577	77171512	6	12970	23089.81	4488.3	231	1
1_MACS_peak_364_lociStitched	chr1	27018264	27031186	1	12923	49181.132	2664.5164	232	1
4_MACS_peak_8149_lociStitched	chr15	23660131	23682987	4	12872	34939.9672	3572.3928	233	1
2_MACS_peak_3051_lociStitched	chr10	43890427	43905986	2	12858	44753.9076	2683.9275	234	1
4_MACS_peak_418_lociStitched	chr1	28827205	28846327	4	12856	27577.7484	3682.8972	235	1
3_MACS_peak_21712_lociStitched	chr6	20197391	20214223	3	12822	23894.7072	3319.2704	236	1
3_MACS_peak_22140_lociStitched	chr6	44213267	44234527	3	12817	33101.82	4541.136	237	1
1_MACS_peak_21477_lociStitched	chr6	389087	401871	1	12785	34649.7536	2809.9232	238	1
2_MACS_peak_4720_lociStitched	chr11	72851064	72869719	2	12779	62580.063	4656.288	239	1
2_MACS_peak_23610_lociStitched	chr7	50343618	50357981	2	12703	29368.0261	2756.2597	240	1
3_MACS_peak_27782_lociStitched	chrX	153232506	153252601	3	12689	34372.4975	2308.9155	241	1
5_MACS_peak_3678_lociStitched	chr10	105249780	105268240	5	12671	34771.256	4116.58	242	1
5_MACS_peak_14046_lociStitched	chr2	109221029	109239378	5	12663	23248.183	3356.0321	243	1
3_MACS_peak_10268_lociStitched	chr17	7136778	7156726	3	12661	36135.802	3668.4372	244	1
4_MACS_peak_2762_lociStitched	chr10	7511642	7535783	4	12659	32409.2925	4224.675	245	1
5_MACS_peak_12718_lociStitched	chr19	42363210	42389044	5	12650	19548.5878	4009.4368	246	1
2_MACS_peak_15579_lociStitched	chr20	32988923	33005783	2	12553	35500.416	3076.95	247	1
4_MACS_peak_23563_lociStitched	chr7	45024663	45047947	4	12538	31305.338	4025.8036	248	1
1_MACS_peak_2473_lociStitched	chr1	226839962	226852492	1	12531	58531.389	4585.98	249	1
3_MACS_peak_17127_lociStitched	chr3	20080267	20098361	3	12526	28485.3842	3224.3508	250	1
1_MACS_peak_21766_lociStitched	chr6	25402830	25415313	1	12484	87640.6464	3618.8217	251	1
3_MACS_peak_27131_lociStitched	chrX	39953196	39969373	3	12462	25317.005	1156.6555	252	1
2_MACS_peak_21924_lociStitched	chr6	31694350	31709259	2	12461	65525.055	3442.4881	253	1
4_MACS_peak_11289_lociStitched	chr17	74476110	74498243	4	12459	41946.4616	3711.7041	254	1
4_MACS_peak_2053_lociStitched	chr1	192498608	192521080	4	12430	42258.596	6024.7432	255	1
4_MACS_peak_5138_lociStitched	chr11	118954831	118979776	4	12402	30295.7025	4669.704	256	1
4_MACS_peak_13256_lociStitched	chr2	27293517	27310773	4	12381	17561.4312	3240.6768	257	1
1_MACS_peak_8886_lociStitched	chr15	81584894	81597234	1	12341	41926.384	3478.646	258	1
3_MACS_peak_8766_lociStitched	chr15	74906506	74924117	3	12315	29299.4207	2786.0602	259	1
