GENE_ID	locusLine	bin_1_20_0EX6_0229Kronos_MM1S-KB-24hr-2_H3K27Ac_hs-dm_i43.bam
NM_032174	chr1(.):161190832-161205407	0.7215
NM_001166159	chr1(.):161166936-161189184	0.9181
NM_005099	chr1(.):161154537-161173845	2.8373
NM_004106	chr1(.):161180086-161194038	0.7243
NM_007240	chr1(.):161714580-161731952	0.5087
NM_022100	chr1(.):174977093-174997591	0.3479
NR_033186	chr1(.):178506930-178523024	0.4886
NM_022371	chr1(.):179046111-179070129	1.658
NM_015602	chr1(.):179846419-179894211	0.9172
NM_016545	chr1(.):181052637-181064979	1.2452
NM_002922	chr1(.):192539856-192554159	2.5035
NM_001195216	chr1(.):197698138-197749623	1.327
NM_080923	chr1(.):198603136-198667334	0.7149
NR_034150	chr1(.):203262885-203279453	10.3436
NM_003465	chr1(.):203180206-203203860	0.0659
NM_006763	chr1(.):203269663-203283729	6.143
NM_002023	chr1(.):203304751-203325289	0.1439
NR_003019	chr1(.):203693708-203703833	0.0633
NM_001136190	chr1(.):203729283-203750480	2.3052
NM_001174108	chr1(.):203761650-203774590	0.5586
NM_002646	chr1(.):204386757-204464474	0.2317
NM_002393	chr1(.):204480510-204532248	2.7889
NM_030952	chr1(.):205266190-205295883	0.7996
NM_000707	chr1(.):206219282-206236482	0.1111
NM_001007544	chr1(.):206233871-206293647	2.93
NM_148964	chr1(.):206312458-206337104	0.0727
NM_006893	chr1(.):206759973-206790904	0.2187
NM_182665	chr1(.):206725491-206767616	1.9678
NM_001185157	chr1(.):207065787-207082484	0.075
NM_002644	chr1(.):207096866-207124811	0.2467
NM_001170631	chr1(.):207126311-207148970	0.0708
NM_152485	chr1(.):209950661-209962890	0.4598
NM_025228	chr1(.):209924393-209960668	2.0462
NM_000120	chr1(.):226008001-226038262	0.4527
NM_020997	chr1(.):226068981-226081836	2.4856
NM_014698	chr1(.):226028232-226075420	1.7808
NM_013328	chr1(.):226102579-226116965	0.6155
NR_002315	chr1(.):226245427-226264703	1.5438
NM_002107	chr1(.):226245420-226264703	1.5433
NM_182972	chr1(.):234735014-234750271	5.5818
NR_033927	chr1(.):234760056-234775526	0.0616
NM_031844	chr1(.):245008601-245032827	1.3571
NM_198076	chr1(.):244993638-245013359	2.4734
NR_026778	chr1(.):244998939-245015243	0.573
NM_020458	chr2(.):47163312-47308275	0.6916
NR_033872	chr2(.):70184394-70319147	0.8174
NR_015395	chr2(.):112119590-112257692	0.9553
NR_024373	chr2(.):112181885-112257692	1.6843
NM_020760	chr2(.):197058976-197462335	0.2815
NM_001012514	chr2(.):231724620-231748963	3.3784
NM_145693	chr2(.):11881739-11972533	1.1381
NM_183360	chr2(.):25595111-25901503	0.4208
NM_170672	chr2(.):33656415-33794798	0.9373
NM_005813	chr2(.):37472645-37549222	1.8717
NM_019063	chr2(.):42391489-42564688	0.181
NM_014755	chr2(.):64853754-64886046	1.7976
NR_036586	chr2(.):65123973-65164581	3.129
NM_002398	chr2(.):66657531-66804891	0.383
NR_024204	chr2(.):87749973-87826030	1.2557
NM_004836	chr2(.):88851258-88932094	0.6263
NM_144563	chr2(.):88986175-89055452	1.2218
NM_020151	chr2(.):96845602-96879573	0.4001
NM_004027	chr2(.):99056320-99212496	2.1231
NM_001566	chr2(.):99056320-99203284	2.2513
NM_003581	chr2(.):106356519-106515730	0.3327
NR_027020	chr2(.):132900163-133020542	0.0868
NM_002410	chr2(.):135006829-135211468	0.3237
NM_001077269	chr2(.):175419301-175552627	0.8302
NR_024415	chr2(.):192537797-192558248	2.9446
NM_001031716	chr2(.):192537860-192558248	2.9535
NM_004226	chr2(.):196993306-197041336	1.214
NM_153697	chr2(.):197959194-198180521	0.5829
NM_001195144	chr2(.):197846385-198180521	0.4074
NM_006226	chr2(.):198664425-199019608	0.189
NM_001228	chr2(.):202093165-202157434	2.2414
NM_003879	chr2(.):201975889-202034003	2.9738
NM_001127184	chr2(.):201975815-202011323	4.6251
NM_173822	chr2(.):201833440-201941392	0.1521
NM_033358	chr2(.):202093165-202151638	2.4591
NM_001167608	chr2(.):227695670-227868923	0.605
NM_002997	chr2(.):20395557-20429927	3.7578
NM_001006946	chr2(.):20395557-20430194	3.7292
NM_178553	chr2(.):27354714-27367332	0.4596
NM_001166239	chr2(.):27318461-27346773	0.1055
NM_001166240	chr2(.):27317220-27346995	0.1092
NM_013388	chr2(.):27348624-27362542	0.4367
NM_001166241	chr2(.):27317220-27338970	0.0971
NM_032604	chr2(.):27341656-27358680	0.4197
NM_175769	chr2(.):27366944-27380819	1.5179
NM_080592	chr2(.):27429898-27445046	0.9855
NM_001170795	chr2(.):27430218-27445046	1.0046
NM_021095	chr2(.):27417454-27440175	0.5988
NM_015376	chr2(.):33733941-33794798	0.336
NM_001139488	chr2(.):33696320-33794798	1.2973
NM_012413	chr2(.):37566752-37605465	7.6313
NM_138370	chr2(.):42270160-42290668	0.0517
NM_006887	chr2(.):43444540-43458745	8.1913
NR_027251	chr2(.):43449349-43460994	3.544
NM_001171508	chr2(.):47124008-47173994	0.583
NM_002354	chr2(.):47591286-47619167	0.0396
NR_033837	chr2(.):64407212-64437619	0.5512
NR_034023	chr2(.):64829445-64848616	0.1223
NM_001193493	chr2(.):65210578-65256000	0.582
NM_003038	chr2(.):65211494-65256000	0.5935
NM_015147	chr2(.):65278494-65319142	0.2786
NM_014882	chr2(.):68996932-69058957	0.241
NM_001166277	chr2(.):68956912-69058957	0.4662
NM_006196	chr2(.):70309584-70321334	8.1358
NR_024444	chr2(.):70346167-70357448	1.7091
NM_015425	chr2(.):86248450-86338278	1.5862
NR_026984	chr2(.):86242338-86255991	0.0997
NR_015424	chr2(.):89060418-89111109	0.1442
NM_001193304	chr2(.):96910945-96936751	0.7156
NM_001037228	chr2(.):96900976-96912701	1.7793
NM_004804	chr2(.):96926883-96944900	0.3215
NR_026875	chr2(.):97158382-97178846	0.168
NM_212481	chr2(.):97197463-97223371	2.0239
NR_031608	chr2(.):133009538-133019653	0.1636
NR_024275	chr2(.):135201959-135217192	0.0674
NM_004288	chr2(.):158266130-158305604	2.1015
NM_003387	chr2(.):175419301-175504307	1.2734
NM_000885	chr2(.):182316618-182407468	0.4834
NM_002491	chr2(.):201931461-201955473	0.3916
NM_001127183	chr2(.):201978386-202033841	3.1137
NM_032974	chr2(.):202042620-202099110	1.3123
NM_001230	chr2(.):202042620-202091383	1.1689
NM_033356	chr2(.):202120222-202157434	2.9227
NM_001080125	chr2(.):202117753-202157434	2.8289
NM_006139	chr2(.):204566197-204607557	2.4516
NM_018000	chr2(.):216802313-216883346	0.5293
NM_017431	chr2(.):219682105-219701512	0.034
NM_025216	chr2(.):219740254-219763651	3.1952
NM_006522	chr2(.):219719545-219743954	0.1057
NM_014674	chr3(.):5224358-5266650	2.2315
NM_001195099	chr3(.):15703743-15803058	0.0829
NM_001195098	chr3(.):15703743-15844691	0.4456
NM_015199	chr3(.):15703743-15906053	0.4153
NM_003571	chr3(.):133113789-133199056	2.4824
NM_207015	chr3(.):174572110-175528428	0.3041
NM_001135095	chr3(.):171753343-172123492	0.6864
NM_022763	chr3(.):171752417-172123492	0.686
NM_181361	chr3(.):178249223-178567217	0.1513
NM_001134382	chr3(.):12933718-13119617	0.7194
NM_024923	chr3(.):13352736-13466809	0.5774
NM_014869	chr3(.):12933718-13013960	0.0598
NM_001184958	chr3(.):14711605-14819543	0.9661
NM_001024847	chr3(.):30642993-30740633	0.6131
NM_001123396	chr3(.):46390234-46405868	3.1119
NM_001123041	chr3(.):46390234-46407413	2.8365
NM_181042	chr3(.):52574367-52718739	0.0691
NM_018313	chr3(.):52574367-52724866	0.1132
NM_001128615	chr3(.):56756445-57118336	0.2457
NM_007114	chr3(.):69063977-69106484	0.2234
NM_024548	chr3(.):101438493-101491181	0.536
NM_199420	chr3(.):121145272-121269853	0.2009
NM_002213	chr3(.):124476794-124611144	0.6172
NM_001134422	chr3(.):133287433-133314118	1.388
NM_001134423	chr3(.):133288300-133314118	1.4329
NM_006506	chr3(.):141200925-141336197	0.1293
NM_001080412	chr3(.):141038054-141173632	5.2531
NM_016275	chr3(.):150316065-150353234	1.4953
NM_001190242	chr3(.):159969773-160106554	0.1165
NM_001190241	chr3(.):159969773-160122320	0.4556
NM_024665	chr3(.):176733541-176920048	0.8466
NM_005832	chr3(.):178271617-178567217	0.0852
NM_130446	chr3(.):183200318-183278499	3.1191
NM_173216	chr3(.):186643314-186801341	1.4366
NM_003032	chr3(.):186734664-186801341	1.5021
NM_005524	chr3(.):193848933-193861396	1.0396
NM_018184	chr3(.):5158929-5227601	0.4276
NM_016474	chr3(.):14688252-14719166	0.4384
NM_194293	chr3(.):39219706-39239077	0.1444
NM_001198621	chr3(.):39219705-39239085	0.1444
NM_001295	chr3(.):46238199-46254832	7.0265
NM_001837	chr3(.):46278871-46313197	0.0626
NM_001100168	chr3(.):46406632-46422697	0.5875
NM_003212	chr3(.):46614075-46628952	0.0354
NM_001174136	chr3(.):46611044-46628952	0.04
NM_024512	chr3(.):46551877-46613011	1.9257
NM_031440	chr3(.):46534484-46547439	0.1391
NM_001010983	chr3(.):52723503-52745048	2.6082
NM_206825	chr3(.):52714935-52733510	0.7213
NR_003687	chr3(.):52719753-52729846	0.6229
NM_014041	chr3(.):52734856-52747197	4.2499
NR_003057	chr3(.):52721751-52731828	0.531
NM_152932	chr3(.):52723503-52742622	2.4505
NR_003047	chr3(.):52718255-52728331	0.8136
NM_001193533	chr3(.):52739795-52809965	0.8711
NM_198195	chr3(.):69098880-69134524	1.1089
NM_006407	chr3(.):69129089-69160239	2.4862
NM_198271	chr3(.):69151038-69176746	0.1878
NR_036087	chr3(.):69093108-69103186	0.7392
NM_006100	chr3(.):98446571-98518236	2.1553
NM_145037	chr3(.):101493028-101552075	0.9808
NM_001134456	chr3(.):101493285-101552075	0.9849
NM_001005474	chr3(.):101541833-101584869	0.3819
NM_022135	chr3(.):119355907-119384404	1.326
NM_005694	chr3(.):119383371-119401243	0.5964
NM_015900	chr3(.):119311721-119353658	0.0546
NM_001012659	chr3(.):121281777-121314469	1.088
NM_016298	chr3(.):121307169-121354139	0.7711
NR_031687	chr3(.):125504246-125514395	0.0525
NR_027898	chr3(.):129926662-129997649	0.0484
NR_034008	chr3(.):156802669-156823924	3.8378
NR_034007	chr3(.):156794455-156845791	1.6803
NM_173084	chr3(.):160148290-160172626	0.5929
NR_029663	chr3(.):160117375-160127473	5.3443
NM_005496	chr3(.):160113346-160157741	1.575
NM_001002800	chr3(.):160112429-160157741	1.5458
NR_029525	chr3(.):160117532-160127613	5.1612
NR_027622	chr3(.):169656771-169689522	3.8474
NM_182610	chr3(.):169624481-169661948	1.8837
NM_003262	chr3(.):169679579-169721161	0.5046
NM_198565	chr3(.):196361655-196393874	0.8706
NM_003215	chr4(.):48132799-48276814	0.6482
NM_201431	chr4(.):74433861-74491340	1.6992
NM_177532	chr4(.):74433861-74491134	1.7052
NM_020859	chr4(.):77351252-77709405	0.2231
NM_198281	chr4(.):90160428-90234161	4.1033
NM_018699	chr4(.):121610928-121849013	0.5013
NM_015173	chr4(.):37887719-38145794	0.5287
NM_001007075	chr4(.):39041450-39132853	0.1134
NM_001098634	chr4(.):40420271-40636883	0.3833
NM_004310	chr4(.):40193526-40251281	2.7065
NM_025009	chr4(.):56810036-56904527	0.4424
NM_001136570	chr4(.):77167852-77209929	0.0549
NM_002039	chr4(.):144252982-144400718	0.8013
NM_153343	chr4(.):185004858-185144114	0.04
NM_002199	chr4(.):185303875-185400726	3.4486
NR_031688	chr4(.):9552788-9562937	0.1125
NM_024943	chr4(.):38963440-39039041	0.526
NM_017581	chr4(.):40332468-40361973	0.0356
NM_001076	chr4(.):69398132-69439240	0.9083
NM_001077	chr4(.):69397902-69439245	0.9055
NM_001076	chr4(.):69507314-69541374	0.2521
NM_031889	chr4(.):71489460-71517536	0.132
NM_144646	chr4(.):71516257-71537348	4.2482
NM_020368	chr4(.):71549195-71561268	1.2967
NM_014961	chr4(.):71582695-71664274	0.0886
NM_001130709	chr4(.):71565653-71660614	0.1887
NM_017426	chr4(.):77030816-77074655	0.1448
NM_005506	chr4(.):77074893-77140035	0.7686
NM_003998	chr4(.):103417485-103543459	0.4757
NM_025212	chr4(.):105388342-105417467	2.9773
NM_001104631	chr5(.):58259865-59194621	0.1761
NM_006203	chr5(.):58259865-58887324	0.1497
NM_001165899	chr5(.):58259865-59788925	0.1224
NM_001197218	chr5(.):58259865-59069438	0.1959
NM_002372	chr5(.):109020155-109208429	0.8456
NM_001131005	chr5(.):88009057-88204922	1.1629
NM_002397	chr5(.):88009057-88184283	1.1412
NM_001193349	chr5(.):88009057-88124744	0.7414
NM_024669	chr5(.):55390506-55534186	0.6679
NR_015436	chr5(.):87831596-87985620	0.4809
NR_027435	chr5(.):90671163-90721532	1.2988
NM_152624	chr5(.):112307432-112361667	0.2003
NM_001077654	chr5(.):118599417-118735294	0.7375
NM_001038702	chr5(.):130594701-130735382	0.4435
NM_003060	chr5(.):131700400-131736306	0.1769
NM_001020825	chr5(.):142652495-142788254	0.449
NM_001018076	chr5(.):142652495-142789045	0.4464
NM_001018075	chr5(.):142652495-142820077	0.3878
NM_138379	chr5(.):156341292-156395266	0.6556
NM_005990	chr5(.):171464073-171620346	0.4313
NM_002406	chr5(.):180212540-180235048	1.8802
NM_001114619	chr5(.):180212540-180235902	1.877
NM_001114618	chr5(.):180212540-180241817	2.2851
NM_001114617	chr5(.):180212540-180242137	2.2609
NM_052909	chr5(.):135372-195087	0.6213
NM_145265	chr5(.):199874-223297	0.8649
NM_001080478	chr5(.):186625-200468	2.5716
NM_004168	chr5(.):213355-261814	0.4994
NM_001193376	chr5(.):1248286-1300162	0.0355
NM_030782	chr5(.):1312999-1350002	3.3598
NM_001145161	chr5(.):6443735-6501834	1.8917
NM_006713	chr5(.):32580604-32609185	2.5893
NR_034127	chr5(.):43060288-43072073	2.4501
NM_001014279	chr5(.):43034181-43045447	3.0176
NR_034085	chr5(.):43011149-43023913	1.0657
NR_015447	chr5(.):43037235-43050370	2.5837
NR_034086	chr5(.):43009830-43023913	1.3199
NR_036243	chr5(.):86405695-86415771	0.9824
NR_024384	chr5(.):87955262-87974146	3.4346
NR_024383	chr5(.):87955262-87979262	2.7487
NR_030741	chr5(.):87957670-87967757	0.607
NM_020801	chr5(.):90659540-90684149	2.6497
NM_005668	chr5(.):100137638-100243987	0.7909
NM_175052	chr5(.):100216014-100243970	2.1899
NR_033175	chr5(.):109213882-109226200	0.0597
NM_005669	chr5(.):112207080-112263031	0.6313
NM_014350	chr5(.):118686595-118735294	0.1469
NM_000588	chr5(.):131391346-131403896	0.0999
NM_000758	chr5(.):131404484-131416859	0.0754
NR_037500	chr5(.):131696181-131706291	0.3627
NM_002198	chr5(.):131812300-131831465	1.3899
NM_001013717	chr5(.):131741672-131803059	4.6348
NM_000879	chr5(.):131872135-131884214	0.0335
NM_016480	chr5(.):138672518-138710409	0.1568
NM_194296	chr5(.):138727455-138744776	0.8633
NM_152686	chr5(.):138740891-138780214	0.5769
NM_152685	chr5(.):138697884-138724039	0.4486
NM_001033112	chr5(.):138673133-138710409	0.1578
NM_001161546	chr5(.):138722634-138735885	2.609
NM_016459	chr5(.):138718256-138730605	3.2701
NM_016463	chr5(.):139023300-139067680	2.1462
NM_000024	chr5(.):148201155-148213197	3.7326
NM_001155	chr5(.):150475266-150542443	0.7934
NM_001193544	chr5(.):150475266-150526216	0.5941
NR_028472	chr5(.):156346099-156357013	0.74
NM_004219	chr5(.):159843864-159860746	0.4748
NM_006425	chr5(.):159823647-159851168	0.4217
NR_036095	chr5(.):159896408-159906490	0.5867
NR_029701	chr5(.):159907358-159917457	0.102
NM_001171183	chr5(.):171616175-171635458	0.0467
NM_030627	chr5(.):173310330-173392313	1.0542
NR_027183	chr5(.):180251958-180267726	1.4818
NM_152283	chr5(.):180269610-180293286	0.3572
NM_022758	chr6(.):34550065-34669625	0.447
NM_181356	chr6(.):44791469-45350670	0.0606
NM_003599	chr6(.):44792449-45350575	0.0606
NM_012288	chr6(.):52357199-52446862	2.1092
NM_033515	chr6(.):129893239-130036370	0.4921
NM_000904	chr6(.):2995066-3024994	0.3409
NM_001168344	chr6(.):7102829-7257213	0.4007
NM_001003699	chr6(.):7103085-7257213	0.4013
NM_001718	chr6(.):7722010-7886961	0.1546
NR_037616	chr6(.):7876482-8069647	1.5796
NM_001173977	chr6(.):25274655-25625758	0.8391
NM_014641	chr6(.):30662583-30690458	0.7403
NM_001090	chr6(.):30534169-30564309	0.1494
NM_172166	chr6(.):31702724-31735455	1.4997
NM_004348	chr6(.):45384913-45523819	0.4469
NM_001024630	chr6(.):45291053-45523819	0.318
NM_001123226	chr6(.):74166453-74216179	0.535
NM_016021	chr6(.):90031343-90067619	2.1654
NM_001170794	chr6(.):90631246-91011627	0.2461
NM_021813	chr6(.):90631246-91011562	0.2462
NM_001455	chr6(.):108877068-109010971	2.1888
NM_201559	chr6(.):108876025-109010971	2.1724
NM_032131	chr6(.):109164618-109300352	1.139
NM_173674	chr6(.):117798819-117896020	0.6278
NM_153235	chr6(.):139556198-139618208	1.1648
NM_006734	chr6(.):143067603-143271338	0.3773
NM_024630	chr6(.):157797556-158099977	0.473
NM_020185	chr6(.):287100-356355	2.9138
NM_001195291	chr6(.):2943392-2977399	0.246
NR_026855	chr6(.):2983200-2996405	3.0697
NM_003804	chr6(.):3072057-3120421	0.0794
NR_033884	chr6(.):3015389-3030005	2.3808
NM_001012983	chr6(.):3040617-3051034	0.0309
NM_001145549	chr6(.):7876482-7915310	4.8993
NM_030810	chr6(.):7876482-7916047	4.8311
NM_032744	chr6(.):11708887-11784280	0.6351
NM_001143964	chr6(.):13300183-13333787	0.3413
NM_005319	chr6(.):26050967-26061699	2.4709
NM_003537	chr6(.):26026816-26037288	2.1391
NM_003544	chr6(.):26022123-26032480	1.5353
NM_021062	chr6(.):26038454-26048885	1.9194
NM_003531	chr6(.):26040638-26051097	1.9068
NM_005325	chr6(.):26012259-26023040	0.9762
NM_003538	chr6(.):26016906-26027278	1.6357
NM_003513	chr6(.):26028319-26038796	1.5288
NM_003529	chr6(.):26015717-26026186	1.121
NM_003526	chr6(.):26118694-26129132	3.1065
NM_021065	chr6(.):26194011-26204471	3.6203
NM_003530	chr6(.):26192011-26204464	3.0569
NM_138720	chr6(.):26153348-26176576	1.5744
