REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	X18_0EX4_0229Kronos_MM1S.KB.6hr.2_H3K27Ac_hs.dm_i37.bam	X42_0EXU_0229Kronos_MM1S.KB.6hr.2_Input_hs_i86.bam	enhancerRank	OVERLAP_GENES	PROXIMAL_GENES	CLOSEST_GENE	enhancerRank	isSuperStretch
5_MACS_peak_11163_lociStitched	chr17	34597256	34641689	5	36789	125647.6374	9744.1569	15	CCL4L1,CCL3L1,CCL3L3	TBC1D3C	TBC1D3C	15	1
1_MACS_peak_20466_lociStitched	chr4	90204992	90230223	1	25232	205246.6157	5689.5905	16	GPRIN3		GPRIN3	16	1
4_MACS_peak_11675_lociStitched	chr17	62150029	62187586	4	36135	112704.8013	7064.4717	17	ERN1	SNORD104,SNORA76	ERN1	17	1
4_MACS_peak_17391_lociStitched	chr22	23217752	23247844	4	25982	195402.402	4956.1524	18	IGLL5		IGLL5	18	1
4_MACS_peak_4773_lociStitched	chr11	65182804	65213539	4	24589	200011.086	6377.5125	19	NEAT1,MIR612	FRMD8,SLC25A45	NEAT1	19	1
3_MACS_peak_4043_lociStitched	chr10	125821644	125854864	3	31783	147400.462	5949.702	20	CHST15		CHST15	20	1
2_MACS_peak_2280_lociStitched	chr1	203254912	203281721	2	21730	212110.1271	7782.6527	21	BTG2,LOC730227	FMOD	LOC730227	21	1
4_MACS_peak_8445_lociStitched	chr14	106143800	106173249	4	25570	184707.0729	3460.2575	22			TMEM121	22	1
4_MACS_peak_25435_lociStitched	chr7	102063267	102093283	4	24300	188419.4368	5255.8016	23	PRKRIP1,ORAI2	LRWD1,ALKBH4,POLR2J	ORAI2	23	1
2_MACS_peak_17395_lociStitched	chr22	23268241	23286275	2	17612	217156.411	4017.9752	24		IGLL5	IGLL5	24	1
6_MACS_peak_11108_lociStitched	chr17	32688326	32719779	6	26296	171462.8842	6394.3949	25	CCL1	CCL8,CCL13	CCL1	25	1
8_MACS_peak_10343_lociStitched	chr16	68269789	68320889	8	33027	88822.02	8411.06	26	PLA2G15,SLC7A6,ESRP2	PRMT7,SLC7A6OS	SLC7A6	26	1
2_MACS_peak_1685_lociStitched	chr1	154907924	154936101	2	25371	165210.2041	7785.3051	27	PMVK,PBXIP1,PYGO2,SHC1	CKS1B,MIR4258,FLAD1,LENEP,ZBTB7B	PBXIP1	27	1
5_MACS_peak_6732_lociStitched	chr12	109009416	109036336	5	22635	178180.788	5297.856	28	SELPLG	TMEM119	SELPLG	28	1
1_MACS_peak_23842_lociStitched	chr6	106530359	106556378	1	26020	154984.7754	5214.2076	29	PRDM1		PRDM1	29	1
7_MACS_peak_10466_lociStitched	chr16	78763256	78805024	7	34119	38167.5984	4176.8	30	WWOX		WWOX	30	1
1_MACS_peak_2938_lociStitched	chr10	11202471	11224031	1	21561	175785.148	5066.6	31	CELF2		CELF2	31	1
5_MACS_peak_26919_lociStitched	chr8	120912365	120947934	5	29836	106070.3149	5925.7954	32	DEPDC6	DSCC1	DEPDC6	32	1
4_MACS_peak_17628_lociStitched	chr22	37610915	37642395	4	29617	103399.208	5678.992	33	RAC2	CYTH4,C1QTNF6,SSTR3	RAC2	33	1
8_MACS_peak_19568_lociStitched	chr3	183219889	183261429	8	28288	124046.748	10854.402	34	KLHL6		KLHL6	34	1
3_MACS_peak_9087_lociStitched	chr15	68568480	68599564	3	29664	92903.8592	5191.028	35	FEM1B,ITGA11	CLN6	FEM1B	35	1
7_MACS_peak_5645_lociStitched	chr12	7045151	7085724	7	28441	110520.852	7148.9626	36	ATN1,C12orf57,PTPN6,MIR200C,MIR141,EMG1,PHB2,SCARNA12,LPCAT3	LRRC23,ENO2	PTPN6	36	1
2_MACS_peak_4400_lociStitched	chr11	22676823	22704095	2	23240	152000.492	4709.8744	37	GAS2	FANCF	GAS2	37	1
4_MACS_peak_11158_lociStitched	chr17	34509498	34539955	4	26261	126134.6198	7029.4756	38	CCL4L1,CCL3L1,CCL3L3	TBC1D3B	CCL3L1	38	1
3_MACS_peak_22119_lociStitched	chr5	131744628	131774588	3	23538	145204.136	5803.252	39	C5orf56	SLC22A5,MIR3936	C5orf56	39	1
1_MACS_peak_6160_lociStitched	chr12	53582235	53604155	1	21921	153641.664	4574.704	40	ZNF740,ITGB7	MFSD5,CSAD,RARG	ITGB7	40	1
2_MACS_peak_25906_lociStitched	chr7	150062629	150084816	2	21725	155413.2789	6163.5486	41	REPIN1,ZNF775	LRRC61,C7orf29,LOC728743,LOC285972,ACTR3C,RARRES2	ZNF775	41	1
2_MACS_peak_1586_lociStitched	chr1	150532184	150553314	2	19316	167089.701	6601.012	42	ADAMTSL4,MCL1	MIR4257,ENSA	MCL1	42	1
5_MACS_peak_8576_lociStitched	chr15	31628780	31660530	5	27113	98913.95	5464.175	43	KLF13		KLF13	43	1
2_MACS_peak_6176_lociStitched	chr12	53845199	53874875	2	29615	44430.9072	5027.1144	44	PCBP2,MAP3K12	AMHR2,PRR13,TARBP2,NPFF	PCBP2	44	1
1_MACS_peak_5753_lociStitched	chr12	12866081	12882150	1	16070	169344.7634	3298.9657	45	CDKN1B,APOLD1	MIR613,GPR19	CDKN1B	45	1
5_MACS_peak_22585_lociStitched	chr5	173309956	173344126	5	28694	63768.054	5849.904	46	CPEB4		CPEB4	46	1
1_MACS_peak_5487_lociStitched	chr11	128584918	128610203	1	25286	107064.2755	5072.171	47	FLI1		FLI1	47	1
3_MACS_peak_11591_lociStitched	chr17	56404981	56431171	3	19944	148206.591	5764.419	48	BZRAP1,MIR142,SUPT4H1,RNF43	MPO	MIR142	48	1
1_MACS_peak_13909_lociStitched	chr2	20404781	20426518	1	21738	130865.4348	4132.2037	49	SDC1		SDC1	49	1
5_MACS_peak_16363_lociStitched	chr20	25261489	25302980	5	24007	113087.8696	6314.9302	50	PYGB,ABHD12		PYGB	50	1
1_MACS_peak_15955_lociStitched	chr2	232687001	232714916	1	27916	53627.5065	3746.193	51		COPS7B,PDE6D,MIR1471	COPS7B	51	1
3_MACS_peak_19435_lociStitched	chr3	171801692	171827186	3	21548	129968.412	6592.7484	52	FNDC3B		FNDC3B	52	1
2_MACS_peak_12701_lociStitched	chr19	2081452	2098521	2	15722	158478.8374	5279.4417	53	IZUMO4,MOBKL2A	MKNK2	MOBKL2A	53	1
3_MACS_peak_25005_lociStitched	chr7	55616300	55643150	3	26507	68821.92	4728.285	54	VOPP1		VOPP1	54	1
1_MACS_peak_17153_lociStitched	chr21	41324608	41344956	1	20349	132131.7728	6370.9588	55			PCP4	55	1
1_MACS_peak_465_lociStitched	chr1	31213139	31233461	1	20323	130300.5996	4513.5162	56	LAPTM5	LOC100129196,MATN1	LAPTM5	56	1
1_MACS_peak_2282_lociStitched	chr1	203288020	203298302	1	10283	173693.826	3914.3574	57		BTG2,LOC730227,FMOD	BTG2	57	1
2_MACS_peak_15654_lociStitched	chr2	201979859	201998135	2	16541	150850.104	3726.4764	58	CFLAR	NDUFB3,CASP10,FAM126B	CFLAR	58	1
5_MACS_peak_23739_lociStitched	chr6	90055757	90086176	5	23234	104693.0723	5536.258	59	UBE2J1,RRAGD	GABRR2	UBE2J1	59	1
2_MACS_peak_26000_lociStitched	chr8	2027071	2051054	2	18710	137504.1322	4592.7445	60	MYOM2		MYOM2	60	1
4_MACS_peak_17953_lociStitched	chr3	5222274	5256465	4	25632	72850.7637	6041.5497	61	ARL8B,EDEM1		EDEM1	61	1
5_MACS_peak_11937_lociStitched	chr17	76710936	76746598	5	25258	73763.2808	6255.1148	62	CYTH1		CYTH1	62	1
5_MACS_peak_2341_lociStitched	chr1	206281987	206310883	5	19253	131887.1232	6966.8256	63	C1orf186	CTSE	C1orf186	63	1
4_MACS_peak_1395_lociStitched	chr1	118194995	118219236	4	20022	118230.6293	2751.3535	64		FAM46C	FAM46C	64	1
6_MACS_peak_13400_lociStitched	chr19	42022494	42062557	6	23661	84769.3017	7119.1951	65		CEACAM21	CEACAM21	65	1
4_MACS_peak_21068_lociStitched	chr4	185317499	185350336	4	21724	104467.6318	5969.7666	66	IRF2		IRF2	66	1
3_MACS_peak_9778_lociStitched	chr16	12052384	12072214	3	13969	150035.763	3615.009	67	TNFRSF17,RUNDC2A	GSPT1	TNFRSF17	67	1
4_MACS_peak_26228_lociStitched	chr8	27216345	27253317	4	23765	80813.3976	6573.6216	68	PTK2B	TRIM35	PTK2B	68	1
9_MACS_peak_24179_lociStitched	chr6	138246655	138297659	9	24312	74221.0208	8308.5516	69			TNFAIP3	69	1
2_MACS_peak_12134_lociStitched	chr18	9132543	9157591	2	24182	69009.7448	4413.4576	70	NDUFV2,ANKRD12		ANKRD12	70	1
4_MACS_peak_17220_lociStitched	chr21	45552534	45580893	4	18266	127850.8797	6596.3034	71	C21orf33	PWP2	C21orf33	71	1
1_MACS_peak_20090_lociStitched	chr4	40190899	40209665	1	18767	122119.745	4464.4314	72	RHOH		RHOH	72	1
2_MACS_peak_12132_lociStitched	chr18	9101567	9126852	2	22995	79799.46	4925.518	73	NDUFV2	ANKRD12	NDUFV2	73	1
1_MACS_peak_11257_lociStitched	chr17	38465355	38484604	1	19250	113513.2779	3295.4288	74	RARA	CDC6,RARA,GJD3	RARA	74	1
3_MACS_peak_4273_lociStitched	chr11	10323540	10345157	3	19160	115209.9632	4479.0424	75	ADM	SBF2	ADM	75	1
4_MACS_peak_14407_lociStitched	chr2	65156811	65178642	4	15144	139259.949	4754.7918	76	LOC400958	SLC1A4	LOC400958	76	1
4_MACS_peak_2943_lociStitched	chr10	11278738	11304763	4	23714	66579.7575	4923.93	77	CELF2		CELF2	77	1
4_MACS_peak_1740_lociStitched	chr1	156115288	156137017	4	20362	105181.3974	6031.9704	78	SEMA4A	LMNA,SLC25A44,PMF1	SEMA4A	78	1
4_MACS_peak_1560_lociStitched	chr1	149802642	149834138	4	18894	118235.984	8122.8184	79	HIST2H4B,HIST2H2AA4,HIST2H3A,HIST2H2BC	FCGR1A,HIST2H2AC,BOLA1,HIST2H2BF,HIST2H3D,HIST2H2BE,HIST2H2AB	HIST2H2BC	79	1
3_MACS_peak_12128_lociStitched	chr18	9054668	9074610	3	14672	138261.8744	4145.9418	80		NDUFV2	NDUFV2	80	1
3_MACS_peak_1668_lociStitched	chr1	154370227	154394665	3	19671	106798.9476	6537.165	81	IL6R		IL6R	81	1
4_MACS_peak_13050_lociStitched	chr19	16243469	16273376	4	23104	66991.68	5359.3344	82	RAB8A,HSH2D,CIB3	FAM32A,AP1M1	HSH2D	82	1
4_MACS_peak_10873_lociStitched	chr17	16859275	16883488	4	20046	100014.2178	4426.1364	83	TNFRSF13B		TNFRSF13B	83	1
3_MACS_peak_314_lociStitched	chr1	24511947	24533815	3	16167	123917.2088	4019.3384	84	LOC284632,IL28RA	IL22RA1	LOC284632	84	1
3_MACS_peak_28002_lociStitched	chr9	112903664	112925441	3	21302	79939.0116	4651.5672	85	PALM2-AKAP2,AKAP2	C9orf152	AKAP2	85	1
2_MACS_peak_16769_lociStitched	chr20	52194350	52216096	2	21256	79033.6624	4064.3274	86	ZNF217		ZNF217	86	1
1_MACS_peak_22996_lociStitched	chr6	25402871	25415393	1	12523	136453.4862	2748.579	87	LRRC16A		LRRC16A	87	1
3_MACS_peak_1753_lociStitched	chr1	156449568	156476141	3	21401	76881.0036	6746.8847	88	MEF2D		MEF2D	88	1
4_MACS_peak_18023_lociStitched	chr3	13035338	13061672	4	18397	103808.628	5156.1972	89	IQSEC1	IQSEC1	IQSEC1	89	1
7_MACS_peak_18339_lociStitched	chr3	46317877	46347411	7	21588	69112.5134	4917.411	90		CCR3,CCR2	CCR3	90	1
6_MACS_peak_8340_lociStitched	chr14	95945782	95986216	6	22867	42148.4016	3351.9786	91		GLRX5,C14orf49,SCARNA13,SNHG10	C14orf49	91	1
2_MACS_peak_21060_lociStitched	chr4	185200885	185211104	2	10139	141033.4409	2604.8231	92			ENPP6	92	1
4_MACS_peak_8225_lociStitched	chr14	81930570	81956212	4	19944	80218.4328	2528.3012	93	SEL1L		SEL1L	93	1
2_MACS_peak_17417_lociStitched	chr22	24177212	24192494	2	13353	126868.1076	3141.9792	94	DERL3	SMARCB1,SLC2A11,MIF	DERL3	94	1
2_MACS_peak_8682_lociStitched	chr15	40387083	40409080	2	17015	105831.9664	4212.4255	95	BMF	BUB1B	BMF	95	1
6_MACS_peak_14738_lociStitched	chr2	97190793	97220694	6	20320	73652.1432	4431.3282	96	ARID5A	NEURL3	ARID5A	96	1
4_MACS_peak_17710_lociStitched	chr22	39822762	39846385	4	14797	115714.9032	3949.7656	97	TAB1	MGAT3	MGAT3	97	1
3_MACS_peak_13334_lociStitched	chr19	39880704	39904116	3	17809	93858.708	4396.7736	98	MED29,ZFP36,PLEKHG2,PAF1	SAMD4B,SUPT5H,RPS16	ZFP36	98	1
3_MACS_peak_16550_lociStitched	chr20	37487016	37505904	3	10995	129475.3512	3299.7336	99	PPP1R16B	FAM83D	FAM83D	99	1
3_MACS_peak_9167_lociStitched	chr15	75063182	75084062	3	19238	75591.864	4102.92	100	CSK	CYP1A2,LMAN1L,CPLX3,CYP1A1	CSK	100	1
5_MACS_peak_10212_lociStitched	chr16	56963187	56985982	5	19824	67468.641	4435.907	101	HERPUD1	CETP,NLRC5	HERPUD1	101	1
2_MACS_peak_8573_lociStitched	chr15	31546378	31561118	2	10838	126647.554	2787.334	102			KLF13	102	1
1_MACS_peak_15467_lociStitched	chr2	182168242	182180384	1	12143	120515.421	2553.4626	103			ITGA4	103	1
5_MACS_peak_11797_lociStitched	chr17	72733208	72757475	5	20332	52831.6857	4375.3401	104	RAB37,SLC9A3R1,MIR3615	TMEM104,CD300LF,NAT9	SLC9A3R1	104	1
4_MACS_peak_15583_lociStitched	chr2	197024243	197048775	4	19636	62237.684	4109.11	105	STK17B		STK17B	105	1
4_MACS_peak_11151_lociStitched	chr17	34408881	34432659	4	18901	71619.336	4693.7772	106	CCL4,CCL3	CCL18	CCL3	106	1
1_MACS_peak_21792_lociStitched	chr5	88110832	88130892	1	20061	50336.558	3662.956	107	MEF2C		MEF2C	107	1
1_MACS_peak_21169_lociStitched	chr5	1311712	1321643	1	9932	124491.0436	2491.6879	108	CLPTM1L	TERT	TERT	108	1
3_MACS_peak_11893_lociStitched	chr17	75131399	75147205	3	14954	101017.7266	3531.0604	109	SEC14L1	C17orf86,SCARNA16,SEC14L1	SEC14L1	109	1
4_MACS_peak_19110_lociStitched	chr3	133179169	133200508	4	16623	89273.8404	4222.9881	110	BFSP2		BFSP2	110	1
4_MACS_peak_17387_lociStitched	chr22	23188594	23210118	4	18826	64348.1504	2331.0492	111		MIR650,IGLL5	IGLL5	111	1
2_MACS_peak_16175_lociStitched	chr20	5570370	5592430	2	19744	47501.798	3920.062	112	GPCPD1		GPCPD1	112	1
2_MACS_peak_4378_lociStitched	chr11	19449973	19466045	2	13961	103593.6832	3365.4768	113	NAV2		NAV2	113	1
5_MACS_peak_10317_lociStitched	chr16	67570908	67601527	5	18929	60270.4396	4556.1072	114	FAM65A,CTCF		CTCF	114	1
4_MACS_peak_8698_lociStitched	chr15	40834122	40862760	4	17866	73817.3088	5200.6608	115	RPUSD2,C15orf57	CASC5,MRPL42P5	C15orf57	115	1
3_MACS_peak_3951_lociStitched	chr10	112611822	112633193	3	16414	84909.1201	4216.4983	116	PDCD4,LOC282997	SHOC2,NCRNA00081	LOC282997	116	1
4_MACS_peak_24844_lociStitched	chr7	38383518	38408561	4	19401	48828.8414	4991.0699	117			TARP	117	1
2_MACS_peak_3930_lociStitched	chr10	112112681	112122423	2	8086	124648.89	2269.886	118		SMNDC1	SMNDC1	118	1
1_MACS_peak_12515_lociStitched	chr18	60822057	60831475	1	9419	119811.087	2159.5474	119	BCL2		BCL2	119	1
2_MACS_peak_10284_lociStitched	chr16	66549204	66560633	2	11080	113325.3924	2513.2371	120	TK2	CKLF,CMTM1	TK2	120	1
6_MACS_peak_9389_lociStitched	chr15	89646489	89676585	6	16908	77635.6416	5317.9632	121	ABHD2		ABHD2	121	1
1_MACS_peak_25222_lociStitched	chr7	78113673	78128277	1	14605	91910.274	2983.5972	122	MAGI2		RPL13AP17	122	1
2_MACS_peak_18739_lociStitched	chr3	98479377	98496396	2	16781	73562.9256	3254.0328	123	ST3GAL6		ST3GAL6	123	1
1_MACS_peak_21793_lociStitched	chr5	88170989	88187175	1	16187	77882.1762	2858.4476	124	MEF2C		MEF2C	124	1
4_MACS_peak_22122_lociStitched	chr5	131789720	131815903	4	17388	66703.8108	4506.0943	125	C5orf56	IRF1	IRF1	125	1
3_MACS_peak_6729_lociStitched	chr12	108952816	108970703	3	16524	73503.0491	3645.3706	126	ISCU,SART3	FICD,TMEM119	ISCU	126	1
1_MACS_peak_25003_lociStitched	chr7	55569369	55586435	1	17067	65832.095	2643.5234	128	VOPP1		VOPP1	128	1
4_MACS_peak_14686_lociStitched	chr2	88898875	88928516	4	18621	42502.2299	5006.3649	129	EIF2AK3		EIF2AK3	129	1
4_MACS_peak_24356_lociStitched	chr6	157976284	158000185	4	15997	74171.9733	2265.8148	130	ZDHHC14	MIR3692	MIR3692	130	1
7_MACS_peak_10028_lociStitched	chr16	30193723	30227563	7	18347	46533.384	6341.616	131	CORO1A,LOC606724,SLX1B,SLX1A-SULT1A3,SULT1A3,SULT1A4,BOLA2B,LOC388242	LOC613037	CORO1A	131	1
3_MACS_peak_6068_lociStitched	chr12	48200705	48219045	3	15021	82517.162	3257.184	132	HDAC7	SLC48A1,RAPGEF3	HDAC7	132	1
2_MACS_peak_18610_lociStitched	chr3	69128176	69146129	2	17462	56575.2889	3594.1906	133	ARL6IP5,UBA3	MIR3136,TMF1,LMOD3	ARL6IP5	133	1
4_MACS_peak_22992_lociStitched	chr6	25365895	25390353	4	17764	52195.8178	4307.0538	134	LRRC16A		LRRC16A	134	1
4_MACS_peak_3247_lociStitched	chr10	45913560	45933857	4	13496	91326.3515	3460.6385	136	ALOX5		ALOX5	136	1
2_MACS_peak_1729_lociStitched	chr1	155938210	155954103	2	15345	77314.6771	4299.0565	137	ARHGEF2	RXFP4,SNORA42,SCARNA4,KIAA0907,SSR2	ARHGEF2	137	1
4_MACS_peak_21797_lociStitched	chr5	88595678	88617462	4	13647	89839.3944	4038.7536	138			MEF2C	138	1
2_MACS_peak_21211_lociStitched	chr5	6475451	6487621	2	11983	98215.551	2455.906	139	UBE2QL1		UBE2QL1	139	1
5_MACS_peak_23180_lociStitched	chr6	31781489	31805399	5	17742	46186.947	4200.987	140	HSPA1A,HSPA1B,C6orf48,SNORD48,SNORD52,HSPA1L	C6orf27,VARS,LSM2,NEU1,SLC44A4	HSPA1B	140	1
1_MACS_peak_25004_lociStitched	chr7	55597523	55606161	1	8639	109901.274	1956.507	141	VOPP1		VOPP1	141	1
3_MACS_peak_5259_lociStitched	chr11	111234406	111251569	3	15149	74216.2446	3030.9858	142	POU2AF1		POU2AF1	142	1
2_MACS_peak_19647_lociStitched	chr3	186703126	186719842	2	13072	88939.1496	4608.6012	143	ST6GAL1	ST6GAL1	ST6GAL1	143	1
4_MACS_peak_21503_lociStitched	chr5	55436936	55453762	4	15752	63953.9434	3112.81	144	ANKRD55		ANKRD55	144	1
1_MACS_peak_15665_lociStitched	chr2	202116026	202129077	1	13052	85773.7822	2503.1818	145	CASP8		CASP8	145	1
5_MACS_peak_9898_lociStitched	chr16	22194886	22219265	5	17211	43787.1219	4176.1227	146	EEF2K		EEF2K	146	1
1_MACS_peak_14172_lociStitched	chr2	43444126	43456957	1	12832	86728.5783	2226.1785	147	LOC100129726,ZFP36L2		ZFP36L2	147	1
2_MACS_peak_1021_lociStitched	chr1	75595719	75612661	2	16769	48894.612	2214.3194	148	LHX8		LHX8	148	1
6_MACS_peak_10007_lociStitched	chr16	29815073	29837598	6	16673	51084.4475	3236.8425	149	KIF22,MAZ,PRRT2,C16orf53,MVP	ZG16,LOC440356,CDIPT	C16orf53	149	1
1_MACS_peak_4782_lociStitched	chr11	65263362	65278901	1	15540	65120.8412	3197.9262	150	MALAT1	SCYL1,LTBP3	MALAT1	150	1
4_MACS_peak_2305_lociStitched	chr1	204474648	204493987	4	14688	75068.1963	5093.8926	151	MDM4	PIK3C2B	MDM4	151	1
2_MACS_peak_28769_lociStitched	chrX	48790286	48805648	2	13564	80426.2148	1703.6458	152	OTUD5	PQBP1,TIMM17B,SLC35A2,PIM2,KCND1	OTUD5	152	1
2_MACS_peak_9915_lociStitched	chr16	23344011	23354272	2	8488	107061.2218	2585.772	153	SCNN1B		SCNN1B	153	1
3_MACS_peak_1814_lociStitched	chr1	160633693	160655941	3	13492	83547.9144	5842.3248	154	CD48	SLAMF1	SLAMF1	154	1
1_MACS_peak_13855_lociStitched	chr2	11883591	11898192	1	14602	71317.1244	2712.8658	155	LPIN1		LPIN1	155	1
4_MACS_peak_22378_lociStitched	chr5	150512834	150538116	4	16920	44086.7516	4553.2882	156	ANXA6		ANXA6	156	1
5_MACS_peak_28284_lociStitched	chr9	134127144	134153604	5	16351	51411.78	3916.08	157	FAM78A	PPAPDC3	FAM78A	157	1
3_MACS_peak_15828_lociStitched	chr2	219743092	219763411	3	16117	52711.5498	3511.1232	158	WNT10A	WNT6,PRKAG3	WNT10A	158	1
3_MACS_peak_22673_lociStitched	chr5	180228204	180249395	3	15047	65516.2147	3672.4003	159	MGAT1	LOC729678,ZFP62	MGAT1	159	1
4_MACS_peak_2921_lociStitched	chr10	7511522	7535726	4	14089	72556.3308	3729.8364	160			SFMBT2	160	1
1_MACS_peak_17478_lociStitched	chr22	29185721	29199601	1	13881	73142.048	2816.252	162	XBP1	HSCB,CCDC117,CHEK2	XBP1	162	1
4_MACS_peak_1170_lociStitched	chr1	93409365	93428747	4	16889	32668.361	1804.4642	163	FAM69A		FAM69A	163	1
3_MACS_peak_18168_lociStitched	chr3	30682622	30703620	3	16587	40421.15	3748.143	164	TGFBR2		TGFBR2	164	1
5_MACS_peak_8481_lociStitched	chr15	21976460	22002565	5	16763	35774.292	3819.1615	165		LOC646214,CXADRP2	CXADRP2	165	1
1_MACS_peak_11071_lociStitched	chr17	29635036	29649561	1	14526	64790.215	2836.7325	166	NF1,EVI2B,EVI2A	OMG	EVI2B	166	1
6_MACS_peak_14376_lociStitched	chr2	64430336	64456411	6	15332	55737.92	4542.265	167	LOC150992		LOC150992	167	1
6_MACS_peak_26983_lociStitched	chr8	126285112	126308208	6	15871	46616.9664	4122.636	168	NSMCE2		TRIB1	168	1
1_MACS_peak_5790_lociStitched	chr12	15100541	15116529	1	15989	43260.3304	3170.4204	169	ARHGDIB	PDE6H,ERP27	ARHGDIB	169	1
1_MACS_peak_7643_lociStitched	chr13	114556345	114568040	1	11696	83873.0315	2529.6285	170	GAS6	FLJ44054,GAS6	GAS6	170	1
3_MACS_peak_16948_lociStitched	chr21	19152077	19169316	3	14891	56338.7759	2778.9268	171	C21orf91		C21orf91	171	1
5_MACS_peak_8471_lociStitched	chr15	20969857	20995835	5	16130	38722.8068	3639.5178	172		BCL8	BCL8	172	1
4_MACS_peak_23017_lociStitched	chr6	26183633	26207401	4	14170	64197.368	4116.6176	173	HIST1H2BE,HIST1H2BF,HIST1H4E,HIST1H4D,HIST1H3D,HIST1H2AD	HIST1H1E,HIST1H2BD,HIST1H2AE,HIST1H3E,HIST1H4F,HIST1H2BH,HIST1H2BG,HIST1H1D,HIST1H4G,HIST1H3F	HIST1H3D	173	1
1_MACS_peak_2607_lociStitched	chr1	226839885	226852526	1	12642	74853.6815	3591.3081	174	ITPKB		ITPKB	174	1
1_MACS_peak_8927_lociStitched	chr15	56656209	56667628	1	11420	81753.1886	2219.8536	175	TEX9		TEX9	175	1
4_MACS_peak_23058_lociStitched	chr6	27094178	27116245	4	14373	58022.9698	3535.1334	176	HIST1H2AG,HIST1H4I,HIST1H2AH,MIR3143,HIST1H2BJ,HIST1H2BK		HIST1H4I	176	1
6_MACS_peak_8675_lociStitched	chr15	40329828	40358382	6	15319	46097.5776	4585.7724	177	SRP14	BMF	SRP14	177	1
2_MACS_peak_16442_lociStitched	chr20	32461789	32473721	2	8727	94187.6284	2344.638	178			CHMP4B	178	1
3_MACS_peak_20063_lociStitched	chr4	38306990	38322639	3	13071	69068.4264	3131.3649	179			KLF3	179	1
5_MACS_peak_8189_lociStitched	chr14	77487858	77507990	5	14941	47219.606	1785.7084	180	C14orf4		C14orf4	180	1
4_MACS_peak_15661_lociStitched	chr2	202081221	202102179	4	15672	35574.1092	3749.3862	181	CASP10,CASP8	CASP8	CASP8	181	1
3_MACS_peak_22013_lociStitched	chr5	118657719	118678809	3	14054	58838.991	3758.238	182	TNFAIP8	TNFAIP8	TNFAIP8	182	1
4_MACS_peak_22626_lociStitched	chr5	176717167	176740848	4	14867	47151.2391	4115.7578	183	NSD1,PRELID1,RAB24,MXD3	RGS14,LMAN2	RAB24	183	1
2_MACS_peak_5863_lociStitched	chr12	26265728	26280364	2	14255	53601.4228	2660.8248	184	BHLHE41		BHLHE41	184	1
4_MACS_peak_19322_lociStitched	chr3	156804760	156824391	4	12498	72870.272	5371.0416	185	LOC100498859,LOC339894		LOC100498859	185	1
4_MACS_peak_14227_lociStitched	chr2	47193690	47215051	4	13323	63726.2713	3522.4289	186	TTC7A	MCFD2	MCFD2	186	1
2_MACS_peak_20254_lociStitched	chr4	71517599	71535376	2	14087	55089.1453	3102.0865	187	IGJ	ENAM,UTP3,RUFY3	IGJ	187	1
