DMSO_0	KB528_3	LOG2_FOLD_CHANGE	P_VALUE
CEP104	8.14588681915386	31.7387563003458	1.96210192207326	0.0155522589037758
DFFB	4.47363227095995	19.2154259217296	2.1027463769875	7.22984579662669e-05
C1orf174	30.3997757605043	77.1198784084489	1.34304209505594	0.00549264131048336
LINC01134	0.131260788222916	0.534615611253824	2.02606596453699	0.133030069942052
NPHP4	6.09799165619516	20.0183433800902	1.71491650730816	0.00127696760910025
KCNAB2	106.081447689369	53.7284000629405	-0.981415586218606	0.000885897441038487
RPL22	582.209311823109	642.759398137334	0.142740885618958	0.216647435433976
RNF207	1.92154699240982	1.80340279467927	-0.0915465962433337	0.838455635006772
ICMT	6.26732425451841	25.7094489506756	2.03637714683545	0.0475123011048728
LINC00337	0.0935574850568345	0.699870961055027	2.90316396332812	0.146584481876177
GPR153	2.46041320715646	1.18874675469443	-1.04945922276053	0.00300677666068432
ACOT7	7.81531156170613	15.773258100282	1.01310539849301	0.0135858339042204
ESPN	0.432173985990813	1.60080218917491	1.88911090606797	0.121106014823803
TNFRSF25	138.156451256192	142.078040132494	0.0403806551724177	0.842166530640273
PLEKHG5	3.78819254245432	2.60319185869909	-0.541228016325609	0.0904272620125486
NOL9	14.8131386802712	30.3804309589889	1.03626497691396	0.00092675147196077
ZBTB48	28.9844579222068	84.7721687725015	1.54831119275252	0.0110205055111568
KLHL21	70.7601959631548	51.5556232699668	-0.456808249760916	0.0473301833523727
PHF13	5.41102306882592	20.6717437354175	1.93368679328511	0.000527539690900252
THAP3	7.21022348087285	36.7199138994291	2.34844679433174	0.00405887733003523
DNAJC11	20.8342805595117	69.1441155969117	1.73064719589738	0.0163316612364932
CAMTA1	5.43836288809936	6.98779708709483	0.361665293686595	0.00360853563331521
VAMP3	67.7114292701979	80.4861080321962	0.249340422026436	0.0750149389746812
PER3	3.4330110377336	5.09380494679631	0.569269220823793	0.00916273041893783
UTS2	2.00336915416463	0.617678241225827	-1.6975008709639	0.0368495309323556
TNFRSF9	5.34799473479239	0.891747374538439	-2.58429107680758	0.0218093731080858
PARK7	158.839532911523	204.147054450535	0.362038728143797	0.0886418561539695
ERRFI1	19.1708845087073	8.99176174015243	-1.09224118852565	0.00593877676970604
SLC45A1	0.757859021216772	1.75590134457688	1.21221038442425	0.00111713586565575
RERE	20.4420421358185	12.4647472438444	-0.713685698384535	0.00148338233902904
ENO1	276.61280115676	254.303076771616	-0.121319006370632	0.53355388807278
MIR6728	4.46759169233414	1.64495374962416	-1.4414503183104	0.0497972843571087
CA6	1.35243263026302	0.119897392880306	-3.49568453640295	0.148568261570109
SLC2A5	1.67617498792865	0.560101824493155	-1.58141173729666	0.0566623159629826
GPR157	2.16286924744455	1.17583081389618	-0.879265961417516	0.141073701086225
H6PD	8.7919634949564	17.0470022372539	0.955260758409979	0.0849936846694465
SPSB1	20.1099434782893	7.82003444901439	-1.36266215870371	0.00583393010346638
SLC25A33	37.6074302430147	32.3586165574427	-0.216867799917231	0.0259690030106174
TMEM201	5.0588090108204	11.1531022537507	1.14057537587589	3.36070810908689e-05
PIK3CD	105.160073785406	51.2469546422767	-1.03704887941815	0.0216866521001611
CLSTN1	45.0094266557646	95.7602898883541	1.08920033231945	0.00171317705925561
CTNNBIP1	14.2496403869236	21.9249068067648	0.621645199456218	0.000278220505238122
LZIC	9.60607506467919	23.2908211494501	1.27774251724055	0.0624474062385373
NMNAT1	1.11815225291646	7.56413682836709	2.7580588148079	2.21498845282081e-05
RBP7	29.7013169709824	14.3376174345313	-1.05072159933879	0.0471118559875842
UBE4B	17.3021305741914	40.5645981979862	1.22927149681406	0.00651722910716468
KIF1B	5.71174473261823	10.9802602000322	0.94290883292149	0.00587170253616231
PGD	104.771027194121	204.198020967348	0.962729067023945	0.0029266497969421
APITD1	0.43301521641295	2.18829038690601	2.33731456885518	0.0057649765242449
CORT	0.449938308498568	0.871288254757775	0.953422889689702	0.026058750376821
DFFA	6.20004733287722	28.2444842740364	2.18761802365067	5.61726556943313e-06
PEX14	16.1887214034361	39.7565391997261	1.29620313092286	0.000116518928153063
CASZ1	10.7026510811834	10.6405042946699	-0.00840167374730039	0.959905181122704
C1orf127	1.03802492142854	0.133629108478342	-2.95753487111124	0.0127956250816736
TARDBP	82.6384760269542	93.0882476039945	0.171785389893575	0.286081241840599
SRM	42.9214190417799	108.102140622279	1.3326254118858	0.00266857788215628
EXOSC10	57.5669901469527	165.6071167467	1.52445098312293	0.00374100467344166
MTOR	17.3200055697396	52.388812739346	1.59681937331924	0.00841934016485393
UBIAD1	8.59810107335115	18.2717447352638	1.08752442597405	0.00212300991303627
PTCHD2	0.438889283956878	2.60527808628404	2.5695084228872	0.0175463034247295
FBXO2	4.52636103417883	4.10491650215417	-0.14099878572196	0.635253662399165
FBXO44	25.3061052495652	35.1264506189377	0.473072319881744	0.0380687810895355
FBXO6	12.5462284930512	20.8108876327654	0.730084758191417	0.0211698890250828
MAD2L2	37.4706458633067	64.3424954548193	0.780011045544337	0.00159806243911005
DRAXIN	2.3234527002096	0.628387499848243	-1.88654388809388	0.13050345114641
AGTRAP	79.8905403975483	17.0096172881723	-2.23167400690087	0.0286455013002821
MTHFR	17.7622154291313	18.719180143831	0.0757057136074529	0.526192189608709
CLCN6	10.5954812667961	15.0972652728094	0.510838123483282	0.00891585219696693
NPPA-AS1	2.11942833738596	2.22804740865409	0.0721047443683414	0.82896536234793
KIAA2013	30.5076666387374	75.0714840573657	1.29909316288591	0.00105065921152359
PLOD1	17.5436332236076	32.3908618290666	0.884639298970855	0.130687243281593
MFN2	44.2540830590879	83.7915218037186	0.920993706332232	0.00413821971211188
MIIP	43.9233054171403	83.9642710802624	0.934788927843961	0.0059763455522955
TNFRSF8	4.18213271125557	0.168044417987476	-4.63732431771372	0.0620428891527366
TNFRSF1B	502.290226428	55.9718744100615	-3.16574723605398	0.00862733519638173
VPS13D	12.322141032895	14.4593784249935	0.23075258231594	0.128648075549383
DHRS3	32.2246752932817	8.31694339962945	-1.95404050257197	0.028453371838406
MIR6730	6.0741368210059	1.8519694864184	-1.71361907729649	0.0134840280207348
PRDM2	63.0696672963297	37.6574791487075	-0.744009895863513	0.00708188190188014
TMEM51	1.65494812248843	1.59780745481665	-0.0506924281943666	0.939202118391742
EFHD2	428.276217069952	168.431975926348	-1.34637551158054	0.00140081676648411
CTRC	10.3701173614161	12.1624079345559	0.229996662706279	0.40590237561244
CASP9	38.7453615341937	20.8725776602789	-0.892414828858996	0.00159532600465399
DNAJC16	3.24207908781286	12.6127090090058	1.95988698712594	0.00681293212774202
AGMAT	3.10558768654702	2.98342647665325	-0.0578960793252067	0.772938602166004
DDI2	4.51284275757144	3.81097851941056	-0.24387503472082	0.616834198109667
RSC1A1	9.22824342241331	12.1734350488481	0.399608354119301	0.0500416004723508
PLEKHM2	108.341278647704	143.355006904496	0.404009271144897	0.0535906890435871
SLC25A34	5.29626641339422	14.1125626918297	1.41393239016228	0.0727786929386925
UQCRHL	6.31171664277442	9.10232255650077	0.528202272920979	0.282537310639215
FLJ37453	3.61511210924236	7.0497511023025	0.96353193510082	0.00276270246594499
SPEN	25.1233748059248	38.9453096296297	0.632419314572983	0.00501485095685607
ZBTB17	74.8028138931295	122.334916749196	0.709671788889445	0.0323518731515029
EPHA2	0.788268583527803	0.143188173669106	-2.46077493590951	0.0771739286022483
ARHGEF19	5.63344156526257	17.1547844765633	1.60652253708311	0.024007176687005
RSG1	2.4004208947774	7.63360883890136	1.66907786876788	0.078907125160736
FBXO42	16.5419547651969	52.1370291484982	1.6561786500738	1.51730076359717e-05
SZRD1	90.3227512515674	71.8729187741668	-0.329641156205313	0.0766202987034707
NECAP2	63.0886906824713	160.106340638621	1.34357712846499	0.000679418638111977
CROCCP3	2.85225497080349	5.27626614065017	0.887414383577879	0.0120282365980384
NBPF1	5.57122977162609	28.9568840105718	2.37783864266062	0.0425602725056289
CROCCP2	34.4114708229781	168.375730404663	2.29072274152522	0.00122194764969113
MST1P2	3.99332954028752	6.33166920731392	0.664993753109185	0.121224429309953
ESPNP	0.435945670241357	0.449213696308974	0.0432535652474265	0.848295740247548
MST1L	0.564452788564238	1.08259361926211	0.939566967438778	0.32252586732846
CROCC	28.9532304918899	37.5268855050117	0.374200232948783	0.226733323156311
ATP13A2	23.6214448858969	79.7754889613556	1.75584833134812	2.34578595702615e-05
SDHB	74.1724354734186	121.203480011651	0.70847607605688	0.0203388246967994
PADI2	5.61273426230838	1.03692057841478	-2.43639835877393	0.0687493576957654
PADI4	17.5677186995956	4.88843117368507	-1.84548341297511	0.139041489155424
RCC2	93.6482197162304	97.0285434640188	0.0511576473053108	0.309722004037674
ARHGEF10L	6.45825554887301	1.07018128957442	-2.59328931753014	0.0340505597086009
ALDH4A1	5.56635477916854	15.6401886904841	1.49045314925476	0.00626189023878106
IFFO2	85.5411727438406	15.0062026232975	-2.51106004259571	4.83299981240968e-06
UBR4	40.3888543837468	104.451140346108	1.37079911294993	0.015188506964128
EMC1	9.38192507193266	24.8947205767463	1.40788393838842	0.0119875198305977
MRTO4	15.7185761257194	39.9576202100974	1.34600012553898	0.00456796657754678
AKR7L	0.706368812412601	1.07313621749029	0.603339663143113	0.252235057632101
AKR7A3	1.92576027765533	4.75999873046062	1.30553306384832	0.0770768384588988
LOC100506730	0.912275251325597	2.23418392899172	1.29220687589345	0.0244950774931783
AKR7A2	12.6031321250396	25.2616881345264	1.00316873546897	0.0818277910773716
PQLC2	4.64166696056542	12.6405270560646	1.44534170080705	0.0428097200650304
CAPZB	175.243645922929	135.056029666491	-0.375804083815422	0.0674585851538613
MINOS1	17.1781514666635	20.3846864880992	0.246910971622336	0.094774182704789
RPS14P3	17.7279821104433	20.4856232152135	0.208583452609362	0.551722117518122
NBL1	0.768042829638559	0.0833025593149387	-3.20475403908741	0.0344505739961461
TMCO4	18.8555782323261	13.9518226389788	-0.434537788151289	0.0353732440618654
OTUD3	12.8527135087039	28.7552104730103	1.16175041926144	0.00126210764438542
UBXN10-AS1	1.73671538795419	1.55506715850173	-0.159384458078434	0.707708595738511
CAMK2N1	7.670149835049	8.7645303373724	0.192422022927585	0.379177033198644
MUL1	25.8157599721724	40.231862366649	0.640086453854052	0.0291625167333807
CDA	32.7955310599426	6.62027064456179	-2.30853713444348	0.0593248974769365
PINK1	14.2930376065345	56.7939258916042	1.99042408616174	0.00530939273968564
PINK1-AS	3.99571985058522	6.97326600751173	0.803379080919171	0.00900038739116357
DDOST	83.9975121567744	102.678064397259	0.28970950096672	0.415528990042548
HP1BP3	63.0974232898765	140.373625067676	1.1536188956069	0.00143048951515085
EIF4G3	16.8419329283029	12.8077053744765	-0.395045698352142	0.276069986490285
ECE1	49.3442713225812	41.5770205652718	-0.247096225645659	0.0964661404641739
LOC100506801	3.16874290498764	0.418205981527166	-2.92162501003263	0.00422596305954548
NBPF3	3.42527920636107	12.3050415826756	1.84495603608865	0.0225473088541702
USP48	30.7183889434072	59.3615649338624	0.950426571402476	0.00992917993134283
LINC00339	11.2650523303257	10.3770339931879	-0.118459869893141	0.694466705855462
CDC42	232.780938328961	183.278929962943	-0.34493198460033	0.0111073660554684
ZBTB40	25.9244791979467	44.6442306239558	0.784158741103512	0.0407911130191801
C1QC	1.46253828634423	0.389671171974343	-1.9081452826537	0.21154251858977
EPHB2	0.557486434958881	1.92129151071946	1.78506782440325	0.0489660263287011
KDM1A	29.0344838072588	53.5292186841793	0.88255920998236	0.0231183690791722
LUZP1	15.5276410770051	10.2562934657504	-0.598329227673496	0.0152936758535314
LINC01355	0.302426369190373	5.40747743805122	4.16029989898813	0.0248084634146859
HNRNPR	77.4727339394314	110.994034564067	0.518721583188025	0.0985610349827468
ZNF436	3.6886572306751	10.8725534836989	1.55952316804567	0.0171786955851271
C1orf213	0.593426515683244	2.71015108979612	2.19123198711343	0.00399020432601786
TCEA3	9.90864852922094	2.84098793855971	-1.80229559068973	0.0150707733283027
ASAP3	0.884980201941663	3.07365279889423	1.79623712092966	0.0245026204378337
E2F2	1.43851034456673	0.266517007273928	-2.43227609191013	0.0438229765537283
ID3	84.8405703491489	20.3620074457749	-2.05887451898795	0.00651869902925193
MDS2	6.31638174037914	0.989182316844163	-2.67479001067985	0.0131508682586507
RPL11	5588.0581603998	5817.92225963729	0.0581569825898888	0.439748091678356
TCEB3	24.7413416966729	47.6743493961238	0.946289512199426	0.000156851482580702
TCEB3-AS1	2.13606899086553	6.49669808549889	1.60474841781362	0.0140307853454032
PITHD1	168.43747690304	200.790165459221	0.253475438940739	0.0813072681485176
LYPLA2	65.2531820349264	190.189502574076	1.5433174587505	0.0111291628391129
GALE	8.44655941377354	30.7341455647553	1.86340667269374	0.00023802721388098
HMGCL	11.7694753482386	44.3864945084598	1.91507076378665	6.11557142075963e-05
FUCA1	26.36649007738	59.8682622633645	1.18308586359664	7.78327921939394e-06
CNR2	3.76376079138945	0.889374553997734	-2.08131190615469	0.0219680476483177
PNRC2	175.48168846879	200.281246743879	0.190706848272741	0.290682418470985
SRSF10	35.5894205868675	42.4104329813456	0.252970766673753	0.0150567965806795
IFNLR1	1.96981969330204	3.12859139814557	0.667449672122225	0.206867885783685
STPG1	1.29235814630651	4.97889676741695	1.94582016879512	0.0165197711971551
NIPAL3	11.2373846920896	22.533428588916	1.00376053232536	0.0301434782727117
RCAN3AS	10.4552398586775	2.03350774743637	-2.36218376743737	0.00611310672852311
RCAN3	75.092139860287	16.6011250105038	-2.17738089185778	0.0436669185251298
SRRM1	109.445011275564	116.526108198065	0.090447038335756	0.563125128005111
CLIC4	6.84489819072626	9.33978555913465	0.448360342767582	0.0852409570462837
RUNX3	471.296295504419	95.5714079735525	-2.30198336361359	0.000193318964449836
SYF2	131.823000970985	178.369788158505	0.436269156624091	0.0287647834968564
RSRP1	296.507639527035	514.713016833506	0.795698991712951	0.00932451886788497
TMEM50A	67.5174473431487	99.4604406694597	0.558862462583384	0.0382330518390312
RHCE	0.267665099235679	0.280632419598401	0.0682526448462163	0.867267524249898
TMEM57	63.1390529143151	62.5204900323774	-0.014203534238833	0.9426302044416
LDLRAP1	40.2651666274595	41.2711324307334	0.0356007210776518	0.863916423102712
MAN1C1	11.6136231762695	8.09260209167599	-0.521142563337638	0.0942051634978571
SEPN1	16.9078448822362	17.2802696275017	0.0314329465216541	0.874850248053033
MTFR1L	23.442985352483	58.0041371582011	1.30699950266178	0.0185682619458201
PAQR7	3.19368567797715	3.97091400745685	0.314248788841795	0.0956554896715572
STMN1	22.4491267882461	67.2879611297013	1.58368907815119	0.0128325083871504
PAFAH2	14.260956261606	16.533551331009	0.213325917943188	0.217210349260769
PDIK1L	3.39312332246953	9.02210987557216	1.41085099049602	0.0797088644119501
ZNF593	35.9442655520823	60.9607210686693	0.762118342249226	0.00464050468038698
CNKSR1	2.43775809427441	4.72420306799581	0.954516009446986	0.0474328729708254
CEP85	11.0455987922136	32.647929643556	1.56351987604025	0.0117882832953564
SH3BGRL3	891.039775368968	686.510683529099	-0.376207662172302	0.346217880496684
UBXN11	188.4183312902	140.882333084423	-0.419448625864346	0.324745427609654
CD52	1124.80190312292	366.706940289978	-1.6169714646664	0.0275585775587162
AIM1L	0.927194581908378	0.277108066196239	-1.74242342983493	0.126646703013255
ZNF683	31.3807242753422	7.61707913157321	-2.04256886184256	0.286193978347581
DHDDS	10.6599335697366	44.0968559032466	2.04847734800993	0.00328787686064836
HMGN2	191.243470865786	358.2427372275	0.905526962136322	0.0129006392754384
RPS6KA1	46.8593513068779	40.943114746238	-0.194716123004475	0.408264543227426
ARID1A	34.8638347445836	54.8971287702875	0.654999432192002	0.010193894314101
PIGV	4.18782222723772	8.44659664525642	1.01216995763782	0.00831665048642221
ZDHHC18	54.9355698813019	68.0214490362407	0.308249166408322	0.133253480826421
SFN	1.2935501880167	0.330789060747548	-1.96735259951419	0.0146710276759385
GPN2	26.7745824450401	42.7854921559699	0.676257609779432	0.0386153522481107
GPATCH3	33.3991145715561	52.8062237758278	0.660898119992452	0.00940990060912322
NUDC	81.6209908497462	183.120637143338	1.16578225805734	0.00343788021959653
KDF1	0.596699364454862	4.18475156366472	2.81006583138593	0.0199687200169829
TRNP1	2.06009314825168	3.20071336613054	0.635683913687575	0.0657741989643542
FAM46B	0.865556561716756	0.153391230303455	-2.49641209547119	0.0174053207156254
SLC9A1	35.1349857650868	32.1164095282794	-0.129597699072897	0.441799714401527
WDTC1	27.6594541675286	52.1628525635822	0.915250079971788	0.0246867995883127
TMEM222	40.6615373200384	100.995674206792	1.31255683521344	2.16246934938568e-05
LOC644961	3.00859034504609	1.52146180941407	-0.983629559284121	0.0843235185393495
SYTL1	199.96138188117	63.427983132198	-1.65653002871751	0.00352288611153582
MAP3K6	4.12599396267843	1.89765542991188	-1.12052365394053	0.0549873623039002
WASF2	63.6931669156237	98.9152842489742	0.635054854779191	0.0115717971983215
AHDC1	13.5596723992097	24.1947777551193	0.835373363698374	0.00496723633003314
FGR	435.293083309257	204.045978507148	-1.09309281912088	0.112101755376636
IFI6	113.886236960954	124.123995242109	0.124188630173076	0.484625850765334
FAM76A	14.115104682387	26.9628921583571	0.933735426291621	0.00975953029227583
STX12	21.2407147057248	42.4636213234942	0.999395099765439	0.000266459514521674
PPP1R8	31.7539485199048	62.5856571360549	0.978896071734465	0.00950812396650266
THEMIS2	226.466990819935	47.2353592415226	-2.26136164694522	0.0420293736867677
RPA2	26.9439739509377	73.288481983697	1.44362383351142	0.0758771237368223
XKR8	12.2441389539578	26.3606324282644	1.10629366036953	0.000460209218695982
EYA3	4.45540922433645	16.8456844653865	1.9187491956447	0.000350635546694616
PTAFR	27.2366940446492	1.71923153102091	-3.9857158489591	0.0844891832527056
DNAJC8	100.097550039827	180.840537978625	0.853311451020341	0.00963638929934207
ATPIF1	75.9405829159398	76.2130689127438	0.00516733725204446	0.969015842369193
SESN2	98.0412098614307	43.4090754387138	-1.175391592413	0.000661132046372188
MED18	8.88379663532174	27.7827690320692	1.64494212320714	0.0227763630251373
PHACTR4	11.7327178963615	25.5148287621427	1.1207987054898	0.0126976072440931
RCC1	11.7447754342758	30.9178658388347	1.39642160949122	0.00179684016001843
SNHG3	78.0231785808107	66.0151288267426	-0.241106085575179	0.169803228304407
TRNAU1AP	15.1754511318194	65.3878721916028	2.10728367165428	0.00812210911800013
SNHG12	281.384557782297	302.872749338563	0.106168622484357	0.479831913694956
SNORD99	91.3346854008561	118.00512060867	0.369614714491805	0.0669667937675825
SNORA61	126.911305909841	144.499171604444	0.187240624385211	0.589537511454654
SNORA44	186.462790594059	145.58747511833	-0.357001517648665	0.0234904663569084
SNORA16A	105.439005543745	80.3644129939874	-0.391779975583124	0.142684376427631
TAF12	17.4576071594743	60.9876790368165	1.80466198496749	0.000162982780288101
RNU11	11.275983431562	16.2701179147299	0.528971443529689	0.12248925767069
GMEB1	8.13470448189412	15.4979076164676	0.9299116077258	0.000625808926662565
YTHDF2	61.1315502450843	75.4193292789205	0.303017167216142	0.0193254270272454
EPB41	61.9840314828888	41.9531229416494	-0.5631183846244	0.154068977247195
SRSF4	109.963178683055	198.275394553616	0.85048513782114	0.0121223482723428
MECR	3.66497548195662	11.5750667609052	1.65914506233886	0.0167359557710006
MATN1	1.86271273800268	0.462329580631815	-2.01041162659284	0.0382228872158037
MATN1-AS1	9.77167566992585	8.40478242807981	-0.217395506788095	0.345074762214033
LAPTM5	1151.57158378896	683.153952117495	-0.753321455751422	0.040582945154854
SDC3	0.815364229766688	1.60789350225031	0.979655281807059	0.0953512311502285
PUM1	40.6382361237977	62.1189289207757	0.612195170189952	0.00107619087468802
SNRNP40	37.7071678694382	103.625009220161	1.45846152915243	5.16583105277207e-05
ZCCHC17	21.8924726555861	63.1132368595893	1.52750770653696	8.13469140029073e-06
SERINC2	1.8540644529898	7.04393013838269	1.92568920324996	0.072558829666836
PEF1	50.9482518170146	86.0106388068191	0.755482476163381	0.000760663374513251
BAI2	1.27543190353188	0.669809315428223	-0.929163528500688	0.117190151332902
PTP4A2	148.571882446458	95.9170405928333	-0.631302056621561	0.00545951329794332
KHDRBS1	91.2152187393034	124.669999839746	0.450767886726297	0.0660367474929026
TMEM39B	13.8810840587619	22.3677884727105	0.688302381442324	0.0562281720387039
KPNA6	21.9961828406869	44.9201004289006	1.03010796921402	0.000447001505887981
TXLNA	18.8663857527741	47.5956771016256	1.33501247479897	0.000546067442763146
CCDC28B	11.4190631347674	11.6538164163553	0.0293581979363351	0.818639587088391
IQCC	2.23569780459217	7.64462914388556	1.77372132052293	3.69457497240958e-05
TMEM234	9.41646673819884	32.3180471135547	1.77908228669004	0.000393861585243298
EIF3I	188.890670872302	224.510692225737	0.249232704165234	0.0418680691833822
MTMR9LP	0.788557836064008	0.85610792882577	0.118576115410593	0.49964893640721
FAM167B	1.17108911933787	0.932400648417721	-0.328828955568458	0.408167056660715
LCK	148.782462154895	28.9880176869135	-2.35967589289809	0.029842534719601
HDAC1	76.8379941461162	192.918067361955	1.32809649938896	0.000588571612417256
MARCKSL1	388.121726842594	397.772500425082	0.0354343437803597	0.599815430641842
FAM229A	36.3875878650356	53.7820288285463	0.563677761240645	0.145926351142836
BSDC1	82.3579016787343	109.86328916818	0.415730411633438	0.00354138294832748
ZBTB8OS	30.1467309821188	53.5594017684718	0.829138277338521	0.00473603675811964
RBBP4	15.9973989958221	33.5865473566443	1.07004613889326	0.0637952724644836
KIAA1522	1.32952213368111	2.53587437963698	0.931575484872416	0.000160746552904227
YARS	61.6544801719273	124.447752911815	1.01326254242747	0.00135473987062172
S100PBP	8.03388471916669	13.1227261251166	0.707897792714525	0.0116854289979262
TMEM54	0.335559018595595	0.575559496827262	0.778398538575798	0.327423333633955
RNF19B	167.57016722217	62.7584689372369	-1.4168832649577	0.0228884139034594
AK2	19.2509303252566	30.9861266237447	0.686694256641006	0.0415531113430197
ADC	2.42953282663389	4.85907617643128	1.00000312440713	0.000632906446308459
TRIM62	15.0429525086057	37.4381978960345	1.31542323655953	0.0153371962507703
ZNF362	13.2106758976161	21.4312033227188	0.698008575908287	0.0780571269471313
A3GALT2	1.59547066678213	0.73975765327706	-1.10885746223654	0.265269799726146
PHC2	53.8712338971342	59.6484931562117	0.14697058307615	0.0103696618562602
MIR3605	4.10851702833933	7.78733187297414	0.922511364725345	0.222100322052766
ZSCAN20	0.179202202670196	2.27088993223166	3.66359750619663	0.00387365940505398
SMIM12	14.2546148776165	18.9530917835652	0.411004149866871	0.00327804359780501
DLGAP3	1.46281930198744	1.57357673748412	0.105295966858359	0.631255616231117
LOC653160	5.68480963579652	16.8627583206091	1.56865659971359	0.00771004884633405
