DMSO_0	KB528_6	LOG2_FOLD_CHANGE	P_VALUE
AURKAIP1	138.554936763991	265.463382986944	0.938054759369427	0.0361327894833548
CCNL2	211.743794129851	431.569775030455	1.02727414217729	0.0317858993733031
LOC148413	29.1494669938192	62.5949365257467	1.10257645477814	2.85211290596263e-05
MRPL20	96.3038890293996	173.30885795925	0.847679429167257	0.0123397924740482
ATAD3B	76.4090179706939	142.82866059736	0.902470681987973	0.00733472816857947
ATAD3A	16.9607640319029	47.3983800245552	1.48263659124991	0.00255248190586157
TMEM240	0.174292697667165	1.61462671227278	3.21161663353949	0.0642678355971237
SSU72	111.098468441734	178.205209127478	0.681700580526608	0.000442703973403975
C1orf233	3.79202994282552	5.8406424337872	0.623156709012567	0.225887199782432
MIB2	32.7918625499732	64.8769988585731	0.984369235637695	1.71613137783988e-05
MMP23B	2.6181261822893	0.817360630678203	-1.67948996986843	0.00446418813234939
MMP23A	0.842840084874847	0.365411545764336	-1.20573671038554	0.204189064862951
CDK11B	86.7969781017718	97.3656245537051	0.165767696027162	0.302524444739313
SLC35E2B	22.2363112678306	61.1180213334301	1.45868035512956	0.033265937480171
CDK11A	73.1281300411953	150.004299836484	1.03650547934634	0.024626255005081
SLC35E2	15.9676002546199	48.9568841631533	1.61636423264998	0.0262089806345932
NADK	51.2583444106137	47.1203372998369	-0.121437015486067	0.451698379090596
GNB1	196.799430871602	229.526891556456	0.221937142337482	0.284336877747956
CALML6	1.50250276175586	1.10252956847784	-0.446550295165729	0.24913638290175
TMEM52	3.96856181184966	1.55874555864519	-1.34823082680701	0.0416739641649327
PRKCZ	13.4561396965416	24.9095957193935	0.888437018655243	0.000723907868526634
C1orf86	12.4378151914353	13.6256913992453	0.131596351439133	0.135156197320401
SKI	239.590505757491	49.4472815965959	-2.27660762466954	0.00694068620064772
MORN1	2.92078017892245	5.13292381934057	0.813427065382273	0.191891103634802
LOC100129534	1.24226440744161	5.16086738689745	2.05464128579292	0.00905151561438927
RER1	48.4425544623938	146.689757805587	1.59842129442059	0.00410644081198844
PEX10	7.3551381301522	18.2734733891992	1.31292654413948	1.85383714793448e-05
PLCH2	25.9430894686749	6.52351718458092	-1.99162838009222	0.0316561226279257
PANK4	18.767746755173	51.4561195393409	1.45508721177094	1.02658494439624e-05
LOC115110	6.551825141651	2.03275703818936	-1.68845906430618	0.0282441723722382
LOC100133445	7.16016784381081	1.8453978277772	-1.95606154296875	0.00588657766305146
TNFRSF14	357.432150702759	213.038116018119	-0.746557833962474	0.03068822921175
FAM213B	12.8218180846142	19.9453914911733	0.637454596056833	0.0218906429091817
MEGF6	32.8729473405968	27.935700728049	-0.234790803417466	0.131899973796929
TPRG1L	46.127873208205	106.622560839862	1.20880205646025	0.00153176777999521
WRAP73	24.321806363892	93.0806731082362	1.93623126282541	8.85316588130767e-06
TP73-AS1	8.33925931342435	22.2255015011403	1.41422481730003	0.00146474632007883
SMIM1	1.19851828382436	1.83245492549285	0.612525793572522	0.285588781055197
LRRC47	35.7131847388885	94.825791451993	1.40882271522662	0.000345467197550974
CEP104	8.14588681915386	30.6254081713943	1.9105853978395	0.0255882832919162
DFFB	4.47363227095995	20.1987266066735	2.17474576567275	0.000193358935530527
C1orf174	30.3997757605043	81.1610426610419	1.4167267173731	0.0107989523902594
LINC01134	0.131260788222916	1.15090873321294	3.13226552587787	0.0443473883781652
NPHP4	6.09799165619516	21.1486915509533	1.79416232652223	2.36441552973435e-06
KCNAB2	106.081447689369	36.6460148042273	-1.53344414788743	0.000165900903112303
RPL22	582.209311823109	627.270644840063	0.107550134615948	0.28275496210476
RNF207	1.92154699240982	2.38639847711318	0.312566703452466	0.465229546396526
ICMT	6.26732425451841	25.8689346865544	2.04529910201614	0.0325199735839944
LINC00337	0.0935574850568345	0.725922424686281	2.9558903977578	0.0477864977450867
GPR153	2.46041320715646	1.98942240426559	-0.306550996229653	0.257294716830879
ACOT7	7.81531156170613	8.32059877037948	0.0903839637160263	0.714634130556526
ESPN	0.432173985990813	1.31903460509397	1.60979827518683	0.118945818605039
TNFRSF25	138.156451256192	147.596707940861	0.0953576124860679	0.365835412277893
PLEKHG5	3.78819254245432	2.97537585119906	-0.348437738523351	0.22272269333542
NOL9	14.8131386802712	26.1818898615052	0.821691879375889	0.000102761443862268
ZBTB48	28.9844579222068	92.3372281704954	1.67163292136575	0.00550124811154076
KLHL21	70.7601959631548	37.0015989750119	-0.935350427189921	0.0139497167914205
PHF13	5.41102306882592	28.1724295049221	2.38031068563391	5.33502130206438e-06
THAP3	7.21022348087285	37.4305976116474	2.37610220068375	0.00280689072439265
DNAJC11	20.8342805595117	68.8165674906782	1.72379665115013	0.0016060676859204
CAMTA1	5.43836288809936	8.57301575856017	0.656630373364778	0.0173212277353954
VAMP3	67.7114292701979	74.5787968702998	0.139366150919113	0.268972136157497
PER3	3.4330110377336	3.85301328709168	0.166512665310028	0.229724519620742
UTS2	2.00336915416463	0.376866977622328	-2.41030099449534	0.0315718341528414
TNFRSF9	5.34799473479239	0.352005970925636	-3.92532623907268	0.0173670145167991
PARK7	158.839532911523	222.316357303557	0.485044077460654	0.00427606965946804
ERRFI1	19.1708845087073	6.37953429378447	-1.58739388562821	4.83865824658419e-05
SLC45A1	0.757859021216772	2.16267334469547	1.51281436886071	0.0421769211811309
RERE	20.4420421358185	20.5793445973178	0.00965770959040916	0.951668736901335
ENO1	276.61280115676	227.407847826879	-0.28258588105594	0.200913957594713
MIR6728	4.46759169233414	2.83186235405568	-0.65774619601208	0.351827499793625
CA6	1.35243263026302	0.586497971601132	-1.20535870597112	0.288694569446584
SLC2A5	1.67617498792865	0.20636537203722	-3.02189995720247	0.0387824215046282
GPR157	2.16286924744455	1.6025313386514	-0.432593882220928	0.371405428141843
H6PD	8.7919634949564	20.9505937744604	1.25273383165709	0.0613941368174265
SPSB1	20.1099434782893	5.02530577774003	-2.00062573817001	0.000657144605665483
SLC25A33	37.6074302430147	25.4736214161057	-0.562013656215868	0.000143185029903325
TMEM201	5.0588090108204	8.92610167943951	0.819232467803369	0.0263643067538301
PIK3CD	105.160073785406	79.2787345495181	-0.407581219871589	0.0914447605007419
CLSTN1	45.0094266557646	109.699846233426	1.28526241106305	0.00368062642321769
CTNNBIP1	14.2496403869236	18.6349025918939	0.387081766892635	0.00171998997410107
LZIC	9.60607506467919	25.4413262221184	1.40515489096176	0.0283500851807884
NMNAT1	1.11815225291646	7.71737686344932	2.78699391298073	0.000744290843881032
RBP7	29.7013169709824	7.22672461646297	-2.03911307752366	0.0278127067114626
UBE4B	17.3021305741914	43.1051941525579	1.31691202234015	5.10116743723238e-05
KIF1B	5.71174473261823	8.3973202106235	0.555997497852632	0.0121560108488472
PGD	104.771027194121	285.868099698281	1.44810982015116	0.00760768645254781
APITD1	0.43301521641295	2.04716399551723	2.24113705120439	0.0038611470346342
CORT	0.449938308498568	1.01344963598951	1.1714752842354	0.00354855577139495
DFFA	6.20004733287722	25.8439980895126	2.05947813891698	4.75077038248617e-06
PEX14	16.1887214034361	39.0063056725729	1.2687183206235	0.000400569771740759
CASZ1	10.7026510811834	9.29013972294407	-0.204196001207415	0.195949477514575
C1orf127	1.03802492142854	0.0743486787388097	-3.80339016667826	0.014624260094081
TARDBP	82.6384760269542	108.861255644715	0.39760502765565	0.0449178668888913
SRM	42.9214190417799	87.9263400692844	1.03459764348316	0.00329758689691247
EXOSC10	57.5669901469527	149.808137092418	1.3798022994864	2.52465677445669e-05
MTOR	17.3200055697396	54.9612182179166	1.66597458790773	0.000130314473850673
UBIAD1	8.59810107335115	18.3492681274686	1.09363254652077	0.0128199702328869
PTCHD2	0.438889283956878	0.931567451772118	1.08580318842567	0.00885559368928664
FBXO2	4.52636103417883	7.4518579505546	0.719248511221279	0.118090852222647
FBXO44	25.3061052495652	55.3478099429403	1.12904074640992	0.00272161876383678
FBXO6	12.5462284930512	27.2721266974747	1.12017346440686	0.00509138590255519
MAD2L2	37.4706458633067	65.6681501658518	0.809432971005672	0.00112739176232859
DRAXIN	2.3234527002096	0.454411747538853	-2.35419823815621	0.11129591275155
AGTRAP	79.8905403975483	18.650454690823	-2.0988138847632	0.029743253659708
MTHFR	17.7622154291313	21.6956913206581	0.288597021490523	0.0707097833601024
CLCN6	10.5954812667961	17.4706848111065	0.721487040591738	0.00536707729531769
NPPA-AS1	2.11942833738596	4.54405674933593	1.10030566586203	0.0596906714952684
KIAA2013	30.5076666387374	83.2847144552646	1.44887989641046	0.0006395679359732
PLOD1	17.5436332236076	33.4976925916666	0.93311416669935	0.0689571982065299
MFN2	44.2540830590879	79.2170971727496	0.840001266004096	0.00535952974692564
MIIP	43.9233054171403	92.1658597830581	1.06924581691373	0.00156877481134726
TNFRSF8	4.18213271125557	0.055437089785897	-6.23724350930577	0.0589958425401521
TNFRSF1B	502.290226428	31.5416140595317	-3.99319281002537	0.00876612227950089
VPS13D	12.322141032895	21.2252358285617	0.784527630103928	0.0207918185733337
DHRS3	32.2246752932817	7.39463383351395	-2.12361520655118	0.0212322487944621
MIR6730	6.0741368210059	2.00996198206817	-1.59551119238848	0.0428007987191876
PRDM2	63.0696672963297	35.9373984433487	-0.811460348765387	0.00369150371544886
TMEM51	1.65494812248843	0.473032316360954	-1.80677534041972	0.0223216782265669
EFHD2	428.276217069952	122.692292647972	-1.80349694023006	0.00196942999337023
CTRC	10.3701173614161	7.55023690356789	-0.457838403950881	0.14868417492293
CASP9	38.7453615341937	24.5080825441403	-0.660765990585906	0.00697968949910763
DNAJC16	3.24207908781286	13.3880319534722	2.04595270971055	0.00970265594863282
AGMAT	3.10558768654702	2.94340504734064	-0.0773802151462471	0.72417173751081
DDI2	4.51284275757144	2.62911998735507	-0.77945652619716	0.160296548029434
RSC1A1	9.22824342241331	7.84705543256609	-0.233904668290233	0.14885987893425
PLEKHM2	108.341278647704	119.720737476174	0.144090048173136	0.175667902196967
SLC25A34	5.29626641339422	12.8403391626902	1.27763571038966	0.0398139855131761
UQCRHL	6.31171664277442	9.40283836310321	0.575063879203874	0.140596152094445
FLJ37453	3.61511210924236	8.81130491254684	1.28531530358875	2.40920557031794e-05
SPEN	25.1233748059248	38.7557334224299	0.625379481233667	0.00657539136106052
ZBTB17	74.8028138931295	107.29453088884	0.520412092854766	0.0211686330559131
EPHA2	0.788268583527803	0.0713669291392753	-3.46535967607869	0.0643259510843758
ARHGEF19	5.63344156526257	18.0541540489007	1.68024235881346	0.000188160996517594
RSG1	2.4004208947774	7.09703671254644	1.56392937618083	0.0774895151855247
FBXO42	16.5419547651969	45.8128091212424	1.46962129977693	0.000235493776493402
SZRD1	90.3227512515674	76.1719914611406	-0.245828817190749	0.114118118574591
NECAP2	63.0886906824713	165.966907242901	1.3954422908368	0.000212145564425761
CROCCP3	2.85225497080349	7.4027258822281	1.3759536536174	0.0452292616612387
NBPF1	5.57122977162609	32.5377250091399	2.54604566064614	0.0597407397856941
CROCCP2	34.4114708229781	177.827679300883	2.36951843804996	0.0164519451555827
MST1P2	3.99332954028752	13.1016704851532	1.7140867324801	0.0199347859704572
ESPNP	0.435945670241357	0.879387634827872	1.01235089655214	0.117133409250197
MST1L	0.564452788564238	2.20044926909712	1.96287328848131	0.15754055235528
CROCC	28.9532304918899	54.6434615286819	0.916324550051352	0.00706411165754546
ATP13A2	23.6214448858969	70.8696050551188	1.58506979437647	0.0043541960836555
SDHB	74.1724354734186	124.900792508111	0.751827584805297	0.00533982752986724
PADI2	5.61273426230838	0.241891186099207	-4.53627364856035	0.0523066048646663
PADI4	17.5677186995956	2.06518160552827	-3.08858630033988	0.104848696789903
RCC2	93.6482197162304	75.4825835549029	-0.311107765471163	0.00619525220165131
ARHGEF10L	6.45825554887301	0.941804657244676	-2.77764476663745	0.0393988566493159
ALDH4A1	5.56635477916854	12.7928489956606	1.2005328225286	0.00290900494750196
IFFO2	85.5411727438406	13.5479806756083	-2.65854115213278	9.40487743698274e-06
UBR4	40.3888543837468	90.1199022440831	1.15788852357475	0.00882444452857567
EMC1	9.38192507193266	20.2594607828008	1.11063989247915	0.015039044555056
MRTO4	15.7185761257194	24.8165985118652	0.658834849624603	0.0158823241179777
AKR7L	0.706368812412601	1.26811539570707	0.84419248187012	0.0474814267414037
AKR7A3	1.92576027765533	4.61984628740893	1.26241672585405	0.0409255423067075
LOC100506730	0.912275251325597	2.61311321804398	1.51822854893081	0.0690057569874545
AKR7A2	12.6031321250396	30.5340133336148	1.27663491090328	0.0808399274131537
PQLC2	4.64166696056542	14.947433353191	1.68718286010969	0.01965247872117
CAPZB	175.243645922929	164.411040142518	-0.092054956454011	0.45503481492188
MINOS1	17.1781514666635	24.5824724279543	0.517055227700079	0.0139371179338362
RPS14P3	17.7279821104433	23.9772680122963	0.435638955716593	0.198857769039736
NBL1	0.768042829638559	0.0649883478288881	-3.56293378803223	0.0355413646118703
TMCO4	18.8555782323261	22.1891199878895	0.234861058537326	0.0133349284788149
OTUD3	12.8527135087039	22.3962634864372	0.801185079936624	0.0268142274948906
UBXN10-AS1	1.73671538795419	1.01788286376431	-0.770789797215811	0.0808629889295775
CAMK2N1	7.670149835049	9.58609807777159	0.321688939805552	0.190119904421881
MUL1	25.8157599721724	37.3482675191854	0.532789252793221	0.0364359606581452
CDA	32.7955310599426	1.68779625560292	-4.28028657392297	0.0441252899828703
PINK1	14.2930376065345	63.3833311110946	2.14879092691914	0.000477749454549791
PINK1-AS	3.99571985058522	8.02349674592002	1.00577568339507	0.0445376510137115
DDOST	83.9975121567744	113.102337235856	0.429210238812646	0.283776668275985
HP1BP3	63.0974232898765	191.233699823859	1.5996837859584	0.000446628764585791
EIF4G3	16.8419329283029	26.1797569082269	0.63639397694627	0.0382760111149751
ECE1	49.3442713225812	22.7325478525361	-1.11812321338403	0.00280869058310596
LOC100506801	3.16874290498764	0.318636837196728	-3.31392564209175	0.00693231733292503
NBPF3	3.42527920636107	11.8083912360595	1.78551892968464	0.0108546351252081
USP48	30.7183889434072	73.2289832114496	1.25331220961692	0.0107884053706535
LINC00339	11.2650523303257	14.4314318773239	0.357360434758594	0.316855157370622
CDC42	232.780938328961	184.940662410757	-0.331910464362602	0.00480342784201934
ZBTB40	25.9244791979467	68.1837436240899	1.3951128059915	0.00122293457261813
C1QC	1.46253828634423	0.116213105782298	-3.65362971098577	0.153460469578962
EPHB2	0.557486434958881	0.655302790681991	0.233224974546582	0.541686087386768
KDM1A	29.0344838072588	51.784251452707	0.834746029249358	0.0422130535652927
LUZP1	15.5276410770051	8.50409757909382	-0.868608619426028	0.00560869232460605
LINC01355	0.302426369190373	8.33789184279814	4.78502681619481	0.0100685531336892
HNRNPR	77.4727339394314	99.6226021366927	0.362784442701557	0.121421398383922
ZNF436	3.6886572306751	9.84548504992761	1.41636655153148	0.0368740321568771
C1orf213	0.593426515683244	3.29961950218	2.47515837236706	0.00182998217498189
TCEA3	9.90864852922094	4.83240582385026	-1.03594668044995	0.0257492177682447
ASAP3	0.884980201941663	2.26389248178801	1.35508835654494	0.0378622157729843
E2F2	1.43851034456673	0.138082270148362	-3.3809756021381	0.0367958895668347
ID3	84.8405703491489	15.3909758664116	-2.46266961076755	0.00570663148188049
MDS2	6.31638174037914	1.11436256706976	-2.50287966354909	0.014107180122323
RPL11	5588.0581603998	5902.74922986636	0.0790400158175335	0.279262940090778
TCEB3	24.7413416966729	43.2813450850524	0.806821597263344	0.000526823410424154
TCEB3-AS1	2.13606899086553	10.136871284801	2.2465822883788	0.00745112126598736
PITHD1	168.43747690304	151.274488467602	-0.155044463807056	0.235663972783987
LYPLA2	65.2531820349264	187.958658952745	1.52629521882189	0.00579144958825078
GALE	8.44655941377354	23.1695551200452	1.455794638407	0.00485351430392437
HMGCL	11.7694753482386	43.90506287898	1.89933730231643	0.000130253360544578
FUCA1	26.36649007738	88.4323343338109	1.7458684404598	0.00721887434516759
CNR2	3.76376079138945	0.701795631594231	-2.42305206676273	0.0249707467286554
PNRC2	175.48168846879	181.184054797507	0.0461355027827241	0.767966065227946
SRSF10	35.5894205868675	40.1493792938877	0.173929238708258	0.0575696899719981
IFNLR1	1.96981969330204	4.2869075963475	1.12187374123188	0.13332202958143
STPG1	1.29235814630651	7.3193126388114	2.5017022364446	0.0494350153685524
NIPAL3	11.2373846920896	30.6430713280368	1.44725459238272	0.0188733575869471
RCAN3AS	10.4552398586775	2.42082872132015	-2.11065324548888	0.00425795215571751
RCAN3	75.092139860287	17.2592410845425	-2.12129287565229	0.0420365728894843
SRRM1	109.445011275564	137.480237843242	0.329018057646184	0.0175715976535766
CLIC4	6.84489819072626	6.63398933334395	-0.0451523909159783	0.867394998386765
RUNX3	471.296295504419	79.2858929340327	-2.57149824137446	0.000639885800153132
SYF2	131.823000970985	183.732095055767	0.479001545047581	0.018594733248198
RSRP1	296.507639527035	544.34029148394	0.876439550427938	0.00568077333735391
TMEM50A	67.5174473431487	106.44703749617	0.656803533334858	0.00991057917119632
RHCE	0.267665099235679	0.395204787417154	0.56217138478498	0.0989794604856751
TMEM57	63.1390529143151	48.835923393252	-0.370589844835531	0.185140107946109
LDLRAP1	40.2651666274595	52.5668321730677	0.384620492975165	0.128828340524756
MAN1C1	11.6136231762695	8.13921943994829	-0.51285577901683	0.126387938436311
SEPN1	16.9078448822362	27.2875563427671	0.690550422250744	0.00846980246747916
MTFR1L	23.442985352483	79.3187854232072	1.75850628452618	0.00440600253004273
PAQR7	3.19368567797715	5.11358784280677	0.679113553551553	0.0448447145309175
STMN1	22.4491267882461	53.0532571859554	1.24078199858054	0.0106317807856601
PAFAH2	14.260956261606	20.4733834123562	0.521678816256668	0.0335121265485029
PDIK1L	3.39312332246953	9.37580219215713	1.46632826703806	0.0971132244524489
ZNF593	35.9442655520823	52.2029362501264	0.538369330634709	0.095086765744821
CNKSR1	2.43775809427441	5.34724706496458	1.1332413664683	0.00244289609693767
CEP85	11.0455987922136	33.2556682726121	1.59012863151564	0.000882923537830305
SH3BGRL3	891.039775368968	618.521737017863	-0.526665536600467	0.219836855777715
UBXN11	188.4183312902	103.37687198508	-0.866025877654419	0.101806801181616
CD52	1124.80190312292	224.288929973643	-2.32624061901492	0.0223968392362548
AIM1L	0.927194581908378	0.264111694745486	-1.81172395113539	0.121518416086538
ZNF683	31.3807242753422	3.43291658575592	-3.19237194276021	0.232666729953921
DHDDS	10.6599335697366	33.3670453167399	1.6462254925926	7.85534914305778e-06
HMGN2	191.243470865786	380.767573004661	0.993500126409319	0.00474617775821572
RPS6KA1	46.8593513068779	49.7485591790316	0.0863177603117278	0.664239487269676
ARID1A	34.8638347445836	65.428594857624	0.908190024587294	0.000950127376021256
PIGV	4.18782222723772	9.9245210024307	1.24479727236712	0.0158168420730948
ZDHHC18	54.9355698813019	70.2775319326372	0.355322953245696	0.183282861023235
SFN	1.2935501880167	0.31754065392141	-2.02632281635118	0.0120816841331481
GPN2	26.7745824450401	36.1225944020502	0.432037437952168	0.172752854451781
GPATCH3	33.3991145715561	42.2873323141327	0.340415694591781	0.0398009959646396
NUDC	81.6209908497462	158.731180729299	0.959573425554682	1.14329902173478e-05
KDF1	0.596699364454862	4.18156303551548	2.80896616583622	0.0435205437453806
TRNP1	2.06009314825168	0.826034474398442	-1.31843567250913	0.0368851642787166
FAM46B	0.865556561716756	0.0579082645070259	-3.90178693332633	0.0220047154720791
SLC9A1	35.1349857650868	24.2883226530477	-0.53264545288683	0.0570045782902239
WDTC1	27.6594541675286	72.4889338198246	1.38998808313967	0.0122121480877981
TMEM222	40.6615373200384	89.8655386493037	1.14410322046351	0.000104898901111431
LOC644961	3.00859034504609	1.32839488103588	-1.17940361160451	0.0627446922623567
SYTL1	199.96138188117	41.972907302877	-2.25219110048991	0.00329925398016977
MAP3K6	4.12599396267843	4.17166386477313	0.0158812059921132	0.951081040280322
WASF2	63.6931669156237	98.2514870068331	0.625340635679143	0.0107304218619664
AHDC1	13.5596723992097	17.5604066980636	0.373003934520514	0.0788514447305271
FGR	435.293083309257	35.6590861735867	-3.60964545930227	0.0484207151380826
IFI6	113.886236960954	122.316384541519	0.103024259586481	0.684391600888979
FAM76A	14.115104682387	25.1493471091341	0.833281119019878	0.00726173014811877
STX12	21.2407147057248	43.8035417481	1.04421521343314	7.78097660870319e-05
PPP1R8	31.7539485199048	58.3723581179405	0.878349352809777	0.0261035120745084
THEMIS2	226.466990819935	42.6045253085326	-2.41022220060867	0.0414585153637892
RPA2	26.9439739509377	77.6723116064059	1.527437753919	0.0223301934032797
XKR8	12.2441389539578	33.0643520302206	1.43318530636816	0.000435129523647505
EYA3	4.45540922433645	16.8434714176959	1.91855965376694	0.00148632148572591
PTAFR	27.2366940446492	2.18801068195331	-3.63785991493014	0.0875363835608697
DNAJC8	100.097550039827	184.457547974968	0.881882161505504	0.00445801367471232
ATPIF1	75.9405829159398	91.628287140752	0.27092197742965	0.107963725291646
SESN2	98.0412098614307	26.742567828911	-1.87425028758809	0.00124906321741638
MED18	8.88379663532174	27.788028026467	1.64521518479927	0.00544070703185144
PHACTR4	11.7327178963615	27.3051101482702	1.21863372273161	0.0217594685080744
RCC1	11.7447754342758	31.5827642581911	1.42711831895116	0.00250180550825052
SNHG3	78.0231785808107	62.0465993654093	-0.330550631760672	0.0912471993078999
TRNAU1AP	15.1754511318194	61.1096591459875	2.00966102888718	0.00381200561462031
SNHG12	281.384557782297	244.813847892113	-0.200857990133545	0.0586036544349261
SNORD99	91.3346854008561	83.4167551046881	-0.130825651593101	0.539051778078911
SNORA61	126.911305909841	129.125870712005	0.0249574798220137	0.917274988667486
SNORA44	186.462790594059	112.114215644387	-0.733918545722198	0.0111944085052901
SNORA16A	105.439005543745	60.9066682192258	-0.791736576763595	0.0373792454799918
TAF12	17.4576071594743	57.3962772438387	1.7171013374917	0.00032745401420139
RNU11	11.275983431562	8.32497982731854	-0.43773458175625	0.254973868462578
GMEB1	8.13470448189412	14.0568846238403	0.789115048949934	0.0240306187541698
YTHDF2	61.1315502450843	67.2760650758225	0.138176172852885	0.256527399943658
EPB41	61.9840314828888	50.4117120133805	-0.298137641818386	0.449015194051795
SRSF4	109.963178683055	212.479999788759	0.95030653410723	0.00991555451162769
MECR	3.66497548195662	9.66069087122586	1.3983228181181	0.0029672258391367
MATN1	1.86271273800268	0.387508980177484	-2.26510355424448	0.0352132409884713
MATN1-AS1	9.77167566992585	10.4449230023457	0.0961239719570687	0.685280055277008
LAPTM5	1151.57158378896	455.637207289076	-1.33764662716919	0.016244934758677
SDC3	0.815364229766688	0.825124651544397	0.0171674168770888	0.976127830092972
PUM1	40.6382361237977	64.0430177489315	0.65620350596158	0.000699700168605359
SNRNP40	37.7071678694382	95.0445274466924	1.33376476474183	7.79803529399945e-05
ZCCHC17	21.8924726555861	50.7094837697916	1.21182067803655	2.34833986860834e-05
SERINC2	1.8540644529898	6.714889620685	1.85667228747781	0.0314237368601471
PEF1	50.9482518170146	93.4307674078506	0.874865073616539	0.00165400558038616
BAI2	1.27543190353188	0.756276771172331	-0.753999661458014	0.14949104365975
PTP4A2	148.571882446458	112.317519990317	-0.403578122617604	0.00538735852339432
KHDRBS1	91.2152187393034	116.072766807299	0.347683069278303	0.0599607420517021
TMEM39B	13.8810840587619	26.9772667298016	0.958623944187147	0.0159117175775053
KPNA6	21.9961828406869	47.2943205650394	1.10441376099483	3.53347858887529e-06
TXLNA	18.8663857527741	49.1453342331029	1.38123638500449	0.00478957822809101
CCDC28B	11.4190631347674	13.3169921129561	0.221823968922401	0.0342218619614688
IQCC	2.23569780459217	7.65298974672797	1.77529827201411	8.86791661534486e-06
TMEM234	9.41646673819884	31.5015949829881	1.74216714060285	0.000657270078862671
EIF3I	188.890670872302	243.109713956885	0.364056090243039	0.0105505434806335
MTMR9LP	0.788557836064008	1.98769892151716	1.33381077000032	0.000452142641836069
FAM167B	1.17108911933787	2.85792615721108	1.2871177722768	0.0280537549948016
LCK	148.782462154895	62.8670024553366	-1.24282959658637	0.0526352594146528
HDAC1	76.8379941461162	234.630932398175	1.61050145946498	0.000282898210871129
MARCKSL1	388.121726842594	139.922032278132	-1.4718860479173	0.000142170865666144
FAM229A	36.3875878650356	73.0716435677499	1.00586523957625	0.00607468475182022
BSDC1	82.3579016787343	115.761741933384	0.491179557755715	0.0059556074866372
ZBTB8OS	30.1467309821188	64.5188575781826	1.09771932398551	0.0125913461601701
RBBP4	15.9973989958221	39.3872368087533	1.29989085141839	0.0678316516728833
KIAA1522	1.32952213368111	3.32845754042301	1.32394596942534	0.00118003277369858
YARS	61.6544801719273	95.4892081358755	0.631131960873913	0.00787618030963083
S100PBP	8.03388471916669	17.521868348622	1.12498695209569	0.00436220139061389
TMEM54	0.335559018595595	0.258288519556477	-0.377583012216122	0.685041557078721
RNF19B	167.57016722217	43.5473231835682	-1.94410938121174	0.0159168944135861
AK2	19.2509303252566	36.2405930428407	0.912678396377329	0.0182653464170288
ADC	2.42953282663389	5.14809707852581	1.0833603333947	0.0160915386678013
TRIM62	15.0429525086057	40.0180645710124	1.41156363931809	0.00457413904517556
ZNF362	13.2106758976161	24.5716683619949	0.895291535773471	0.0811004341506747
A3GALT2	1.59547066678213	0.61135318861028	-1.38390409024219	0.22112330055352
PHC2	53.8712338971342	46.16063519654	-0.222852033434012	0.0172046421370522
MIR3605	4.10851702833933	3.49765400119224	-0.232230165794426	0.806986472439133
ZSCAN20	0.179202202670196	2.06051762753189	3.52334653023563	0.00418169840019291
SMIM12	14.2546148776165	16.3665323834524	0.199319624964824	0.0381905098467219
DLGAP3	1.46281930198744	1.16365223891785	-0.330091599594254	0.263357691924901
