KB528_6_MM1S	KB528_24_MM1S	LOG2_FOLD_CHANGE	P_VALUE
SSU72	166.837499065129	256.987171728064	0.623252753691687	0.0027342373872172
MIB2	7.61303429714388	31.3482454547009	2.04184121563077	4.44275950318734e-05
CDK11B	42.2902067949917	43.878484219893	0.0531900737495866	0.349365805862572
SLC35E2B	23.8756990557159	70.4652975442616	1.56136996558778	0.000576703935839382
CDK11A	17.7200020692357	27.60577673136	0.639591421802088	0.00655819710862188
SLC35E2	4.37402940016849	14.9051862805499	1.76877958316309	0.000846900471814963
NADK	47.6336611393081	74.0017129016417	0.635577225885741	5.1605091721717e-06
GNB1	177.597748375938	217.40461592259	0.291769280917593	0.00758533418776408
TMEM52	5.76086304053213	1.35680622238106	-2.08607026811477	0.00132118276319835
FAAP20	8.59154292410251	16.0394126359846	0.900632163077496	0.00071746973842366
SKI	9.58917496076621	6.57376199578907	-0.544687468778971	0.000739655359653596
MORN1	1.11875224498973	1.96522555094478	0.812804324148114	0.00524943486611423
RER1	100.211670492893	116.788795070685	0.220851333769034	0.023563502651001
PEX10	33.0510059099723	54.0045912194425	0.708387882781155	0.000231301740426992
PANK4	30.9087014272432	27.0841280956965	-0.190565395590852	0.0191532082483838
LOC115110	3.00067736701882	35.6745297725743	3.57153429986026	0.00053612130330809
TNFRSF14	25.6520928377938	64.482532227147	1.32983186599766	0.00139745650600373
FAM213B	8.91288002240413	7.17310446884747	-0.313294043409127	0.0194641833713182
TPRG1L	69.2486826076201	93.3684234586923	0.431148097668638	0.0076946084439119
WRAP73	56.4064665391885	45.1823628336793	-0.3201008461262	0.00701577707908275
TP73	16.0621039188545	3.41256341840823	-2.23473311665842	0.000124112612020752
TP73-AS1	3.09738598988553	4.43531868941869	0.517986589807106	0.0021529920085474
SMIM1	2.11361398861107	6.62460504828204	1.64812252525245	0.00583284349664452
LRRC47	64.1742589899377	77.5628798431505	0.273371638143226	0.00430332324414663
CEP104	24.624706950866	28.1493689354653	0.192996024002249	0.000482581888820719
DFFB	5.83762489567528	6.2820980770123	0.105864955190265	0.377683957289814
C1orf174	38.4586425088936	28.0540993939553	-0.455096240685535	0.00103627006485948
LINC01134	3.11657331473343	4.77773060757111	0.616364858380536	0.04855438103625
NPHP4	9.42269188661375	10.1838414030778	0.112070682086257	0.062069995687895
KCNAB2	46.2373573412651	52.9675972438012	0.196051121368763	0.0226931132537804
RPL22	398.325291299121	449.049256059673	0.172926617163883	0.0192096581153308
LOC102724450	0.885946423994304	1.26201140822351	0.510433589770801	0.410519571027774
RNF207	1.14528297517769	5.03578031275205	2.13651124470781	0.00698544044857828
ICMT	79.7565629948596	34.1297567319052	-1.22457310869742	8.82492056125128e-05
LINC00337	1.67737812877895	0.792025906025074	-1.08258842543228	0.00486351665056304
ACOT7	91.6868013357729	31.0486120856684	-1.56218528782531	6.59462515783988e-05
PLEKHG5	0.856951508186564	1.24055467399835	0.53369984458435	0.0129360668923138
NOL9	10.3949967348707	8.8680229349698	-0.229204898537262	0.020357227661049
ZBTB48	19.9672288561921	37.5465089283141	0.911044649469896	0.00600932381809422
KLHL21	30.5042728707389	31.1518811400878	0.0303079429672707	0.492417811863145
PHF13	25.6437646235789	16.3504350184582	-0.649279051356421	3.89610809303473e-05
THAP3	19.6502253405609	22.1737157830532	0.174304694756349	0.101618335897161
DNAJC11	47.3035527428782	52.6043073045104	0.153232392438471	0.033127223343088
CAMTA1	6.18116025719563	4.28374662917695	-0.529004518368175	0.00232499393937221
VAMP3	57.2759777264674	55.1523528193354	-0.0545077481653481	0.0761602979632066
PARK7	437.317061297304	406.982750191267	-0.103711986484898	0.125418318486058
ERRFI1	2.0215955489689	2.10170641559908	0.0560667623845662	0.778421067661831
RERE	4.63440973073753	8.01775272766197	0.79081232527707	0.00132218356233929
ENO1	677.120501888553	295.857514972413	-1.19451006096375	7.20901260201725e-05
ENO1-AS1	0.937522131951877	1.71687925788073	0.872863929698675	0.265678591166332
H6PD	2.50608848490521	8.66739123818904	1.79016047384377	0.00293614122032966
SPSB1	0.772647375409178	1.41457860907445	0.872490305244475	0.0203782187980539
SLC25A33	15.1375352480575	10.6972719998731	-0.500887389375011	0.00062149192640394
TMEM201	13.3876401840585	4.6415413455824	-1.52822580696907	0.000305875717906277
PIK3CD	2.86738682693471	5.03549597362868	0.812397338634986	0.00102261855678277
CLSTN1	79.3506862067644	101.655543390661	0.357374284777484	0.00311723864137018
CTNNBIP1	25.816972067768	33.1188025481338	0.359330706617999	0.000606680201268271
LZIC	29.4185092377956	28.0399188347024	-0.0692419676107581	0.213189036211603
NMNAT1	9.43195889823778	12.196935761344	0.370889408146282	0.000610993672436492
UBE4B	40.2483266261955	35.0916975642966	-0.197799062707318	0.0163424173109659
KIF1B	6.92475952860671	7.64525348704491	0.142800364021777	0.211755292363339
RNU6-2	1.41688326972325	1.81176861160112	0.354677808283443	0.236990347829513
PGD	169.392253285994	91.9698190887842	-0.8811354906283	1.89671778903591e-05
APITD1	8.51409408183579	3.84584674523808	-1.1465517589109	0.00411887911295018
DFFA	21.8690160772259	27.2231639321315	0.31594643693427	0.0120724007770985
PEX14	33.0041891623529	37.1250257358414	0.169742871240473	0.026428564560549
TARDBP	109.493188666329	98.7563030669367	-0.148896390241028	0.0705836218610309
SRM	393.24031198274	111.282140064013	-1.82118915360604	0.000114961615084348
EXOSC10	130.711350899447	91.1519759811657	-0.520038593111889	0.00305145799573014
MTOR	30.2742298265941	26.8511492218859	-0.173106421880026	0.102342353442689
UBIAD1	20.9873037541272	19.6308036989663	-0.0963975960573336	0.304717202866347
PTCHD2	0.704980892943702	0.698454235625646	-0.0134185668228148	0.921182954641284
FBXO2	4.25746586079686	9.72376356703664	1.19151985325643	0.000705040153763517
FBXO44	16.258581940829	29.8087533870616	0.874534610246312	0.000550798379339943
FBXO6	16.6420952513974	18.7056755286862	0.168638986469338	0.244434899166654
MAD2L2	132.876187871251	66.7050236532864	-0.994215266956959	1.32983910691019e-05
AGTRAP	56.6853939253251	68.3026362431117	0.268964217464699	0.0159765266553544
C1orf167	1.9875065454813	2.58813698304037	0.380954365618523	0.0544973282565602
MTHFR	9.758027087722	22.1110624979949	1.18010695910489	0.00156892235318631
CLCN6	4.78806201770715	8.52404464466733	0.832096310242337	0.000479677544590835
NPPA-AS1	1.00153617848769	1.79944522762529	0.845337652929546	0.0436287175687795
KIAA2013	91.4077171815611	140.091196626211	0.615978422809187	0.00172414876683173
PLOD1	53.3499690452171	64.418586188776	0.271989563902605	0.0140160723338297
MFN2	77.6148335040655	57.7845703218188	-0.425648087459249	0.000524744806242189
MIIP	46.6228095953613	48.2073313642391	0.0482166208670401	0.107252795129112
TNFRSF8	0.757455356927519	0.185553097796478	-2.0293287742766	0.00122144112013849
TNFRSF1B	5.66943967559145	2.25820811536317	-1.32802770686739	0.00120333000597197
VPS13D	5.41444835884034	6.17697329277718	0.190085733983352	0.0577832696579461
PRDM2	15.6392502729553	13.1246916129784	-0.252887828624128	0.0285767039340846
KAZN	1.48690696243599	1.6086330516133	0.113520888600135	0.160523123197372
TMEM51	2.77179060944237	1.82087119465814	-0.606189403343687	0.0267959726046111
EFHD2	64.8975099620674	38.4195935948089	-0.756320866691974	5.69706152112754e-07
CASP9	19.075575387043	18.688005908887	-0.0296139390272338	0.560581936435998
DNAJC16	8.84754951906721	14.6090316949057	0.723510721217613	0.00424751216686896
AGMAT	10.0451061136725	6.89891089849738	-0.542052271481547	0.00501821712871771
DDI2	3.84981212320575	4.19586536629251	0.124180344793698	0.556849508623804
RSC1A1	4.94548399873653	4.56282603963334	-0.116184068599455	0.396963342299326
PLEKHM2	66.7436751301146	102.566631555174	0.619858415637517	0.00163514269864261
SLC25A34	0.917522055026599	2.153095700233	1.23059770305192	0.00560857943878001
UQCRHL	23.5271524900047	22.0350252105617	-0.0945281733760547	0.5817804207788
FLJ37453	3.37887418472789	3.99060173639461	0.240063672989959	0.233391207535589
SPEN	13.9488312201571	11.745523926431	-0.248033174621596	0.0356095235039146
ZBTB17	30.1212685130249	37.2432687729404	0.306197172860011	0.0119137688412675
ARHGEF19	6.22089569229312	4.61347475085751	-0.431268555373047	0.0189329317779664
RSG1	9.35465057520029	8.86242435726654	-0.0779823567153847	0.344855088746353
FBXO42	14.7109218011001	15.8397098203754	0.106658255695994	0.0931715334581015
SZRD1	87.4146516474625	96.7822873453255	0.14686792477269	0.093564358368443
NECAP2	73.9351616604528	142.590133456015	0.947541616429813	2.94502671076112e-05
CROCCP3	2.01228633298661	3.70023572138754	0.878781575483458	0.000291118409446416
NBPF1	8.85120552998639	11.0363585037095	0.318318358823318	0.0343028435739495
CROCCP2	93.129477974806	122.282213750802	0.392904778762766	0.00089009360222387
MST1P2	5.92032399112588	19.0636500885851	1.68707634140539	0.00168663966461935
MST1L	1.41089425221979	4.4084727801961	1.64366909120963	0.000698425973292092
CROCC	12.6854656812125	24.8043031234353	0.967413943847063	0.000592101078330477
ATP13A2	24.4374368746101	38.3298424871286	0.649375093794007	0.00209317212620658
SDHB	183.494563871014	141.286245525209	-0.377116299551734	0.00172121470388236
RCC2	106.602764867277	60.7521355515171	-0.81123782840492	2.65186187693705e-06
ALDH4A1	22.3897160244778	14.682871633842	-0.608702076243169	3.42283545764825e-05
IFFO2	6.77576336146661	8.87648640897024	0.389605235244153	0.0249699645004796
UBR4	26.9533537135282	24.6328133311492	-0.129883385276752	0.147519082543564
EMC1	29.8216474478032	36.192030347306	0.279312085017592	0.0125987402611991
MRTO4	59.1024789651623	35.3516584917549	-0.7414407439768	8.04577010074232e-05
AKR7A3	1.03403291991994	1.06865227155085	0.0475103746526428	0.883973066483408
LOC100506730	3.62879717367537	3.11607135641122	-0.219763150992958	0.0168406199456307
AKR7A2	64.8007854410165	58.660789695886	-0.143614807022477	0.010940053465668
PQLC2	17.9933526231536	17.5649809404036	-0.0347620116231426	0.0768677976381974
CAPZB	128.358027929182	163.184641727953	0.346331753550736	0.00311378035226315
MINOS1	43.1812789656543	34.3472755520872	-0.330210306401523	0.00813532805201374
RPS14P3	1.92600295222113	1.7808778474187	-0.113021350956272	0.751133583620561
TMCO4	16.6329928897394	29.8088607293153	0.841693451633249	0.000240488628346367
OTUD3	5.35669862997984	2.79526271080508	-0.938360251615267	3.6820255458821e-06
MUL1	56.7782377591666	59.7787062565853	0.0742936017839235	0.150605624469239
PINK1	48.9021759347335	105.37690321406	1.10758812255208	0.000193397740536015
PINK1-AS	5.33863074213598	4.17982455790867	-0.353027376812549	0.00691575077528957
DDOST	444.338755355456	398.355853829726	-0.157602203673313	0.0235496290675577
HP1BP3	132.473503334403	155.589272021676	0.232038760898395	0.00724721859079876
EIF4G3	16.3328253622855	20.6191251641413	0.336208743200225	0.0377608939723106
ECE1	33.9223737952215	67.257937244289	0.987467403757426	0.00163515575157563
LOC100506801	0.728686792009499	2.70864822739225	1.89420229653095	0.00104845250216223
NBPF3	10.1397787302717	9.74073149325009	-0.0579241476672585	0.331831125716976
USP48	44.4127836475755	47.1175090689376	0.085288273622047	0.297218422372817
HSPG2	0.190539141677244	0.324607008006152	0.768606751746036	0.0668309019270149
LOC101928043	1.28551675560657	1.71052644404083	0.412091993170236	0.424076638790986
LINC00339	17.1685999819966	24.6047132964203	0.519162306538941	0.00173115131322703
CDC42	166.573683165633	154.988872500262	-0.103995848304062	0.187028800588505
ZBTB40	13.7859424219392	24.0396135565652	0.802215809600666	0.000267826418709631
KDM1A	52.9885907670966	43.383892298327	-0.288522265439388	0.0120277238921581
LUZP1	9.20685696334189	5.16663540817818	-0.833483651866438	0.000259126247904777
LINC01355	1.66247541783875	1.53961387682845	-0.110764428787866	0.292556809395243
HNRNPR	71.6557552987461	40.5802102554656	-0.820306244513215	0.000896065757174187
ZNF436	5.84784847107741	4.98378008495952	-0.230665519605875	0.0199686285188496
ZNF436-AS1	2.22502113665772	2.71612943619772	0.287733191277431	0.00245884854093103
E2F2	71.9922915752782	24.7743033247386	-1.53899795313161	9.17263294808934e-07
ID3	16.3386140398757	31.2237145612195	0.934356570437361	0.00123566923040027
MDS2	1.64671853866102	4.33180017777933	1.39537270718426	0.00024179901239909
RPL11	2887.02231816886	3473.37333578123	0.266755226841517	0.0309660766241925
TCEB3	36.2214436335826	40.3530268413707	0.155832845558414	0.090359964594512
TCEB3-AS1	9.11547891448143	16.2421465358626	0.83335194882754	0.00293276294841457
PITHD1	90.307795826341	60.0608199477327	-0.588426363184857	0.000359806519682643
LYPLA2	114.606157254217	132.891515139355	0.213564438875327	0.0473394369413449
GALE	30.1289501186371	23.6044621789069	-0.352090789363474	0.0171207524073508
HMGCL	44.4197279866299	84.8269824442992	0.933322683483693	0.00099818589387244
FUCA1	51.7432138899725	88.6720096562877	0.777109107128502	0.00234027130867376
PNRC2	186.963990004466	145.917899185814	-0.357603564216484	0.0029730833079187
SRSF10	26.6978979942801	13.9403842429478	-0.937455831483241	0.000228340942137084
IL22RA1	12.4019028556194	9.47954862338646	-0.387671223235064	0.00918729183567388
IFNLR1	28.2130596397333	45.030867669257	0.67455114498001	0.000569955413628395
LOC284632	0.133077952017454	2.22135202800192	4.06109456712058	0.00980686831289619
GRHL3	9.79924515079386	80.9054965438626	3.04549519369927	0.00106972244933134
STPG1	12.7986998385357	12.583338029344	-0.0244825787484315	0.5366671385651
NIPAL3	33.3383977206245	41.6119527552452	0.319813223891261	0.0414465691343653
RCAN3AS	1.24840469657222	4.26800924645676	1.77347761181796	0.0583537613236169
RCAN3	19.0021537701537	21.7618735217677	0.195639818446386	0.0691318037772074
SRRM1	66.6262914684767	61.3364670077381	-0.119346523519557	0.141942920491374
CLIC4	87.0499181286541	70.003983563835	-0.314405920317432	0.0064067347009556
RUNX3	47.7345518970485	48.3588557335529	0.0187461917258068	0.602085410829102
SYF2	99.2063446513457	118.778049132892	0.259763947503302	0.0124762169947271
RSRP1	149.838681892217	288.358482514754	0.944453348561668	0.000568372881778224
TMEM50A	132.964568737132	137.935987724188	0.0529570475686398	0.461218585897642
TMEM57	37.3989655643151	26.8934108310684	-0.475745625883985	0.00164270371118151
LDLRAP1	91.8982300024037	104.622784615433	0.187088094075094	0.0112932985038872
MAN1C1	5.62438929189051	2.66814636825596	-1.07585864238683	0.00496825608809239
SEPN1	12.7769683040447	28.882992128026	1.17667464886469	0.000630218244649415
MTFR1L	38.7212075198215	54.3879001141656	0.490161781524671	0.00119950343097957
AUNIP	9.39701796141923	1.85148481692043	-2.34352028752292	8.85201988857886e-05
STMN1	387.395333429771	181.299914653947	-1.09542832937832	9.58421832002817e-05
PAFAH2	12.3530168291433	10.3080631803314	-0.261090132021853	0.0112550450467002
PDIK1L	12.1163798971184	8.16900217494497	-0.568726945908474	0.00311691786286188
ZNF593	93.8883190610638	89.7258987525046	-0.065421209770537	0.261487369257652
CNKSR1	25.8838045340338	37.4101313948825	0.531379345432041	0.000125679381576819
CEP85	34.9314291291467	12.4099971312373	-1.4930228861123	2.33242721587344e-06
SH3BGRL3	256.177832670886	315.016575128325	0.298282097234876	0.00174341339542185
UBXN11	35.958861152624	31.5670252691669	-0.187929016079337	0.0246931919662743
CD52	19.5856768371652	15.9580253767967	-0.295516839876383	0.119871747766456
DHDDS	41.8899659535097	31.3650824321416	-0.417445357367422	0.000471236691189908
LOC101928324	0.926891114802861	1.06653186287185	0.202455291753386	0.42418372933918
HMGN2	1499.01188725568	761.260778844989	-0.977549168304343	1.97227090765895e-05
RPS6KA1	68.275933012845	107.16157868825	0.650338710880548	0.00398751847959773
ARID1A	37.4250941692866	43.6880083478211	0.223231391184527	0.0352272974319579
PIGV	11.5919538180761	17.901530427574	0.626959178461099	0.00133859879972789
ZDHHC18	61.3325632075518	54.773562577816	-0.163173526203407	0.0126682582280339
SFN	9.99619025107842	3.6069227811518	-1.47060982207284	0.00104804215084385
GPN2	45.1486131450588	52.2316742368583	0.210243276350149	0.0378223475079071
GPATCH3	32.2033668452482	35.5898795015843	0.144255519010913	0.124245281870783
NUDC	176.85091431404	117.917011601552	-0.584761810298624	0.0009517262426859
KDF1	21.71519833242	30.3755476626964	0.484205290859237	0.00654817532694941
SLC9A1	22.2736864819658	19.0520464746978	-0.225394382956061	0.00158595022518775
WDTC1	47.63957724007	90.2209851354358	0.921302428538691	0.0034097173692339
TMEM222	77.3902666506808	69.4597262822071	-0.155975404933246	0.0477029880966071
ACTG1P20	1.05507471911816	1.30649509750814	0.308356538627691	0.286468366572767
SYTL1	6.97696563448861	9.95971919088247	0.513505339259623	0.021546938834025
MAP3K6	6.10969423475589	2.71449042797596	-1.17041878431083	0.000190813703736741
GPR3	1.30257107702744	0.190788535179974	-2.77131571281598	0.0102440856747871
WASF2	77.607540591401	84.064228874159	0.115295197500525	0.0608508941140096
AHDC1	2.34833957416275	1.75527925109277	-0.419940469654613	0.0064557542095341
IFI6	25.6347233480896	74.3849975881688	1.53691235115201	0.000350340428676876
FAM76A	10.4943747546909	9.89521821436766	-0.0848127869527742	0.122494398117177
STX12	22.9990213426312	25.2826448028421	0.136574918175334	0.070541308799233
PPP1R8	66.6198396784543	49.086705911941	-0.440619527913488	0.00135285112108145
THEMIS2	2.78460545177705	2.8737668855434	0.045470109994928	0.736448027145277
RPA2	112.095193266407	38.0083061613728	-1.56033777742713	7.97046708437048e-07
SMPDL3B	4.09670169418569	8.15011174391734	0.992356994644615	0.018962343155532
XKR8	20.5412675378084	20.4627327126529	-0.00552638477421951	0.925750680123257
EYA3	17.4590587645859	13.601466792018	-0.360213542781367	0.00386942252310052
DNAJC8	210.089907082422	189.40180868301	-0.149556747427721	0.120424407013516
ATPIF1	166.702626736048	241.876197504451	0.536991966838071	6.75857003305942e-05
SESN2	24.2669008971652	25.3433447685656	0.0626170662716314	0.150610766140676
MED18	33.9393127614553	36.1617628575281	0.0915076577322683	0.254628651647019
PHACTR4	16.6386049929289	14.2804119157376	-0.220496886477158	0.0663610743575068
SNHG3	53.3158838608735	55.1690119893977	0.0492927392388633	0.527425939909183
RCC1	78.1171220780231	35.7878114571529	-1.12617047882191	1.22278846060783e-05
SNORA73B	28.6179704348433	27.1624295451173	-0.0753088335369279	0.572183418998101
TRNAU1AP	57.0119131384202	51.9282034621712	-0.134745100552617	0.0447484648216549
SNHG12	107.689533969304	104.812745831498	-0.0390638778442484	0.484065868697079
SNORD99	29.6479743286703	30.1304726684813	0.0232897679397837	0.885793522835822
SNORA61	86.8653757072659	54.9011345006706	-0.661945275449746	0.0260269455962443
SNORA44	27.7964913949729	61.6741981762435	1.14976426359969	0.0019029779845826
SNORA16A	34.5590847416413	37.8796559659718	0.132358218033489	0.409261613752796
TAF12	49.5891480758814	44.5801389109811	-0.153623328552276	0.129152863824282
GMEB1	19.2601332020009	16.0581279319994	-0.262313968571736	0.0278556278741523
YTHDF2	87.3977992088408	80.1615221069864	-0.124687048544103	0.0795376743250689
EPB41	48.9307609507257	46.2756536423811	-0.0804883508662039	0.332922750739317
SRSF4	118.76662240513	102.533385885015	-0.212035703084806	0.0135813464272398
MECR	29.6469175053972	21.0690190685044	-0.492758963760019	0.000549057384282579
PTPRU	2.24098790240328	3.16135761904359	0.496409384275615	0.0183789671753467
MATN1-AS1	1.09541294224039	2.94602686683789	1.42729575642048	0.00107357052916671
LAPTM5	911.254466851962	1788.24713626692	0.972620244693305	0.00265879334979961
SDC3	2.91160489555341	1.06993255615	-1.44429473693651	0.000315181209051184
PUM1	30.1984344190154	35.2433505888503	0.222877330259217	0.0343353931160469
SNRNP40	107.465737147738	52.6183104824134	-1.03023993372029	5.57612300194589e-05
ZCCHC17	63.844507061648	38.9043417503529	-0.714631331357711	0.000697648060623601
SERINC2	7.62240988602691	31.7232937158133	2.05722347411168	9.12703926035134e-05
TINAGL1	2.81050643438919	2.08196222439395	-0.432886225549754	0.0188479484048002
PEF1	70.6468556080701	71.4917871893995	0.0171521682854923	0.651960840167548
ADGRB2	6.09144577871496	2.66939243100605	-1.19027327266949	1.44011804424466e-05
PTP4A2	82.4596477440069	65.3461536731471	-0.335585977913095	0.00149156555150483
KHDRBS1	134.282824070905	119.972090259417	-0.162575960347294	0.0058535887733542
TMEM39B	39.992328867286	32.7087449032463	-0.290046894308044	0.00173086069248853
KPNA6	24.4039263202589	27.2960639573063	0.161579652101244	0.00861585591045902
TXLNA	60.7108520884404	53.451319906696	-0.183728848080246	0.0307538113211734
CCDC28B	0.42738430021025	0.775960661199941	0.860449601948945	0.0777470838745732
IQCC	12.1333384171212	5.64141410221464	-1.1048478086908	0.000927031400006065
TMEM234	19.3399085503262	32.3663528021234	0.742913831840808	0.0014288399394838
EIF3I	346.352970556602	310.453785181094	-0.157864525672536	0.0791412424292617
FAM167B	0.748653000045556	1.71085436727775	1.19234786786986	0.0083344383854715
HDAC1	143.745312405393	165.839741340606	0.20627486146072	0.0150201801293149
MARCKSL1	71.1241847878279	32.1681647025842	-1.14470658367253	1.78295241998283e-05
FAM229A	19.3012387175675	35.8776165000916	0.894390609237227	0.031636596101422
BSDC1	63.9874003941061	76.5229197944608	0.25810406649175	0.00972751571956088
ZBTB8A	3.21023873004741	2.90458037694094	-0.144350834283378	0.12349920081089
ZBTB8OS	70.7304369032117	60.2092457527588	-0.232346128134656	0.00621216988151784
RBBP4	78.3949083669685	46.0454599045757	-0.767701043291646	0.000571155004388657
KIAA1522	23.940461032409	17.2842304429516	-0.469994564207878	0.00083777738553475
YARS	126.339258896638	96.2476801899208	-0.392479340873998	0.00260773720417608
S100PBP	20.6499352797846	21.2328001182087	0.040157382085388	0.571364614564669
TMEM54	34.6589403833572	43.6149015972975	0.331593586594683	0.0187687971575754
RNF19B	29.38616319004	25.2859154038008	-0.21680299750119	0.0222774423314893
AK2	73.0407439366586	43.5300684789919	-0.746689169883264	0.00216948428026114
AZIN2	1.6471089685995	5.21672763078915	1.66320910784784	0.00037135012521909
TRIM62	11.6249374121666	14.6712615043254	0.335769977200774	0.0111493076259501
ZNF362	10.3884108869673	18.6309286950559	0.842724607663888	3.24217133145796e-05
PHC2	36.2397803165979	39.4781993438841	0.123481978069242	0.0576286758485455
ZSCAN20	4.52315636241284	3.70643996623986	-0.287295725778692	0.00848066856173205
SMIM12	24.2409792147029	22.4534153957286	-0.110513067242513	0.22547183942749
LOC653160	1.98444414074873	4.13378595636561	1.05872873615833	0.00322839530603528
ZMYM6NB	30.1679288924096	49.9411722563865	0.727214030597156	0.00010380936920567
ZMYM6	17.2195659435003	15.7832029113068	-0.125658773399015	0.0343295330851139
ZMYM1	4.27646801083963	5.58193106937598	0.384344560558531	0.000403088083499284
SFPQ	292.198128712476	174.15741924054	-0.746555004745039	0.000790985284459392
ZMYM4	18.3375897970517	23.4378320120803	0.354035096724532	0.0360857728821617
KIAA0319L	27.4259937302885	63.5570891820407	1.21250915799323	4.12367843459116e-06
NCDN	35.142301396254	45.1467907417852	0.361414763880139	4.96519046630783e-05
TFAP2E	0.598937532654172	1.52913315014493	1.35223658835607	0.0196211903167152
PSMB2	124.553220634301	58.4517433242865	-1.09144436762455	5.02265070108894e-05
C1orf216	21.6845504069528	24.5921449428604	0.18153004158921	0.0148371764647197
CLSPN	35.7392572189724	5.11165933408911	-2.80564605430692	7.62252846630836e-06
AGO4	10.551421431322	18.3251732678635	0.796389475148919	7.32905547203716e-05
AGO1	13.3970358032627	11.4125797778046	-0.231288883495958	0.00965613120649492
AGO3	7.73950819671189	4.99283653915337	-0.63238221898589	0.00149964608228888
ADPRHL2	69.440734156976	61.2032651844966	-0.18217357812574	0.0538488423675041
TRAPPC3	84.7763472315105	97.9350257873578	0.208163115900574	0.012594309021701
MAP7D1	95.222383805897	122.349133158268	0.361631228962218	0.00133868879844485
THRAP3	109.685290248507	96.3343372094341	-0.187248034711256	0.0349105447379632
SH3D21	7.65984954794689	5.81177999815503	-0.398335963973375	0.0175159416224935
EVA1B	19.6685893360484	68.7601160155412	1.80567849016778	0.000122296924261517
STK40	47.8626614205987	54.3354362474359	0.182992774838693	0.0370982466169537
LSM10	103.123455831461	101.566193400689	-0.0219522398124526	0.796108570517277
OSCP1	5.42978940504133	6.95233184522696	0.356600701759688	0.0390413790176357
MRPS15	223.664240329343	187.384180764884	-0.255335451454193	0.0368175782731675
LINC01137	2.87632085221115	4.52954706494713	0.655142177546124	0.0705679980071508
ZC3H12A	13.0675713471704	18.366154560821	0.491058555546126	0.00686060480339075
MEAF6	28.1910399581936	30.588693592118	0.117761792932201	0.0428496197353457
MIR5581	7.58252444458638	12.2690807959095	0.694277016862998	0.00426020242314144
SNIP1	16.1009551150002	13.5580004279846	-0.248001850673751	0.0233237569979539
GNL2	100.111635871485	59.7140818907237	-0.745466570995962	0.000306491672918976
C1orf109	20.144221029217	17.817748517563	-0.177050971133163	0.00213293671355762
CDCA8	144.076177974238	69.0822979506325	-1.06044383679726	2.61152738571443e-05
EPHA10	2.50329461263942	3.47008887705364	0.471144522316922	0.0115137302599948
MANEAL	54.2515755762993	42.7219235056556	-0.344688432790221	0.00316913231915691
YRDC	27.2867013927355	24.0386805430087	-0.182840291825334	0.0385911892673037
C1orf122	92.8465113421944	89.1286903618346	-0.0589577952938769	0.333509684078892
MTF1	9.39324595841019	8.67415874524716	-0.114899939972215	0.157509062428501
INPP5B	22.1322221660854	21.1722547014818	-0.0639733961633816	0.357248989942643
SF3A3	113.522438585322	67.3680178670633	-0.752841728078472	0.000476235684922339
FHL3	1.13752374728998	1.05238710834238	-0.112231182937749	0.509514547903222
UTP11L	60.7296933517162	30.8717889300563	-0.97611299912567	0.00042331605813469
RRAGC	56.3816014301531	62.2528021071527	0.14291432090163	0.017367491048914
