DMSO_RPMI8226	KB528_1Hr_RPMI8226	LOG2_FOLD_CHANGE	P_VALUE
CCNL2	79.2590841202006	109.089923334984	0.460869644268239	0.0115584714011536
LOC148413	49.8567565872657	41.4058326179136	-0.267955025129096	0.0603864992129125
MRPL20	385.365595655809	352.053494824507	-0.130433113429467	0.115469958694001
ATAD3C	14.6539766287745	14.3599493752247	-0.0292415568053007	0.683975472748636
ATAD3B	121.4306304918	129.841541010177	0.096619644816412	0.333301330226533
ATAD3A	184.082055499692	196.521005688206	0.0943345289466315	0.33010000595495
TMEM240	0.618009797091099	0.707675990552285	0.195459264714588	0.67517819474331
SSU72	443.770809280972	441.378292130866	-0.00779909515392902	0.230385050510021
C1orf233	40.4940515072198	43.0955458214496	0.0898287713567162	0.302354595964889
MIB2	33.7750490602462	32.7784063583261	-0.0432121508862827	0.279479661532808
CDK11B	42.8119259537449	47.0099012650057	0.134951911811441	0.153042742324958
SLC35E2B	20.1210936039984	21.6740839950951	0.107262303207209	0.451049251651425
CDK11A	14.5824995403256	17.6818528913282	0.278031434802781	0.0482868510382378
SLC35E2	3.23880749396472	2.46380650788217	-0.394573760615534	0.0901659356878468
NADK	144.506770629404	153.511271912331	0.0872075031949096	0.256043328466045
GNB1	297.465275802361	314.896429117944	0.0821561303646114	0.328157693495651
CALML6	1.21085034709834	1.64045702306815	0.438077229702138	0.201609121997936
TMEM52	28.0427495545524	33.6891612391785	0.264656699425584	0.0851109669731388
PRKCZ	8.6295140227518	8.93167572519016	0.0496515581105694	0.184930238770775
FAAP20	12.8531679765773	12.6743213128498	-0.0202154950424309	0.566298092549118
SKI	14.8846218025635	18.5168992917609	0.315019970196557	0.132655369437152
MORN1	2.18473618025393	2.18176134177415	-0.00196577937561559	0.978303404133259
RER1	94.970443276857	93.3174955364529	-0.0253309987566271	0.53226078006539
PEX10	49.2224811846711	47.2497617694358	-0.0590103269839794	0.435182857036414
PANK4	24.7089190157503	23.9765694645301	-0.0434066413045822	0.65919008815654
LOC115110	1.82545957257933	1.64380291508384	-0.151222382132356	0.284102985268063
TNFRSF14	19.2837097502746	19.1604413887686	-0.00925182416785318	0.874994400605396
FAM213B	40.3304305095504	37.9857401702695	-0.0864108728401921	0.389769952257244
ARHGEF16	8.30082240105579	8.53712121470378	0.0404953855445309	0.734062279429941
MEGF6	7.7242461573187	9.77799817295099	0.340144994752696	0.0234666167090065
TPRG1L	39.6207675794292	37.5323716431989	-0.0781213741055071	0.228211219417585
WRAP73	38.1159992236652	37.9712426610233	-0.00548948343650072	0.916943889229857
TP73-AS1	1.30606776182086	1.18808864294026	-0.136587269984475	0.270184587427066
SMIM1	6.93106189068621	6.46736661197995	-0.0998980070534628	0.594859331552502
LRRC47	88.4069022518603	88.9674279126626	0.00911823353799088	0.901035309203177
CEP104	24.2552690547314	25.9951528826143	0.0999444571137352	0.268427695080249
DFFB	9.94019192789641	9.23631843992951	-0.105955794330597	0.401927508398277
C1orf174	25.2214891487081	25.7421991510646	0.029481848966177	0.707836739032994
LINC01134	1.12762647593997	1.10342962699311	-0.0312946346198789	0.801877646619867
NPHP4	11.9920054017427	12.848666231216	0.0995456685210323	0.494189826170026
KCNAB2	90.0590860528572	96.5660699414103	0.100644526895732	0.359747287528038
RPL22	473.815917547662	460.19260682546	-0.0420888595374588	0.60564370693205
LOC102724450	39.0912996123833	41.2218057464768	0.0765601557645354	0.269402220052123
RNF207	13.533092518818	13.3033980977273	-0.0246967533324681	0.836335443789586
ICMT	51.6789898528505	59.0424930406568	0.192175769219963	0.084089789716226
LINC00337	0.463444280067029	0.674612624848486	0.541663423551931	0.129646045137462
GPR153	1.46278360125982	1.97023186828683	0.429649066025487	0.0719829421566603
ACOT7	120.280018889102	118.650831250124	-0.0196747917146092	0.354252093350951
ESPN	4.46392900216749	5.24642973527071	0.233021902057064	0.0404785031603341
TNFRSF25	86.6864758827394	71.1495168703868	-0.284952973092814	0.000944262470612376
PLEKHG5	1.66218833586303	1.90075621845328	0.193489653622767	0.166592495793169
NOL9	11.4207153914795	15.6437323367901	0.453931733300166	0.009903484566784
ZBTB48	30.0090541857327	31.3898414299819	0.0648998916456318	0.298084202046858
KLHL21	58.0243483426012	89.4025949141481	0.62365829119943	0.0190475106551366
PHF13	14.5246836989441	9.84641566150556	-0.56083619807855	0.0362036077598237
THAP3	10.7882703233168	8.41590294685734	-0.358273604449581	0.0011056730746116
DNAJC11	72.6218697042594	81.775183555924	0.171259018766725	0.156041713839227
CAMTA1	8.49648178598359	8.25464594409776	-0.0416592384881616	0.570245318333305
VAMP3	33.1148156321361	37.293857351929	0.171461198644497	0.0194746819494089
PARK7	759.978905432727	728.821094601187	-0.0603946582186168	0.183347527642684
ERRFI1	1.20486527420549	1.83828622978744	0.609489582504089	0.00698226676385211
RERE	35.6059183974256	45.1995835203131	0.344192414216386	0.135818238767458
ENO1	2492.10672842966	2339.05739899833	-0.0914385904377979	0.00565098402429255
MIR6728	2.27102126505488	5.35763853804277	1.23825603564956	0.10544676822335
ENO1-AS1	2.83464663816941	2.53006546195785	-0.163994189519745	0.568284111557038
SLC2A5	6.50704869375633	7.77673835849355	0.257161851604541	0.0542453526436558
GPR157	3.51098903392792	2.88358479546637	-0.284014042878723	0.209423495656052
H6PD	4.63891408596188	5.3690089537714	0.210868683546036	0.105529123801585
SPSB1	8.17738289188669	9.80040231810699	0.261201781128009	0.00744795852098216
SLC25A33	36.8460874905078	49.6701019757166	0.430866274139084	0.00567607699059063
TMEM201	19.9123959338706	24.7849120987588	0.315795320249157	0.107743374522635
PIK3CD	1.55451274076631	1.55801126839546	0.00324322676499	0.964563772892674
PIK3CD-AS2	16.2121119151908	13.8107109997901	-0.23128444572485	0.0601575636061793
CLSTN1	74.7667811447114	86.5618037687833	0.211333138702692	0.137874731746535
CTNNBIP1	9.18551995297465	9.19235655594881	0.00107337032736324	0.985376802008797
LZIC	39.6593082607121	37.1756607848483	-0.0933011283158989	0.107445589075479
NMNAT1	3.00098795102452	3.3508833167467	0.159103923886378	0.0479100485957841
UBE4B	41.7875278866229	46.9327651596542	0.167523050192349	0.278287491784097
KIF1B	4.68885469777622	5.38464876001084	0.199616668726642	0.272716574747341
RNU6-2	0.673692577543449	1.10719743764049	0.716750199769112	0.0350190702764988
PGD	323.37502682959	328.623130599639	0.0232257613676946	0.554201290288887
APITD1	5.93102776028463	5.56668249520813	-0.0914643252730552	0.347501323093924
DFFA	52.1221382842434	50.2889896275545	-0.0516537028986159	0.340478414800576
PEX14	30.9293417457782	30.7259131264524	-0.00952024368045947	0.953366063531292
TARDBP	106.27088385888	108.806843611373	0.0340229196462715	0.472606806198705
SRM	1064.63495660744	1167.81296177163	0.133450386948377	0.229860516318059
EXOSC10	80.1914117757462	84.0427734714551	0.0676760354828692	0.259882386512479
MTOR	38.2994853574972	42.8687376153978	0.162600927444213	0.30050112762835
UBIAD1	40.8368676415097	52.3319345443677	0.357819382045318	0.00458964684411578
PTCHD2	1.20851342668594	1.46861299956189	0.281220773632726	0.173618512428367
FBXO2	0.672290525415048	0.870277540460191	0.372390746807108	0.169754497907674
FBXO44	3.18647670645767	3.25992166741443	0.0328751838778106	0.720546096616128
FBXO6	0.657317139324708	0.554439314254071	-0.245560043423352	0.68683721956235
MAD2L2	167.213358813919	161.124270231572	-0.0535162858183413	0.0060217419394169
AGTRAP	82.2835658051809	80.5556412442391	-0.0306186920310356	0.268155935327679
MTHFR	18.8192698447439	19.663218962827	0.0632888620090209	0.603191775985882
CLCN6	10.5412607190443	12.7252496053862	0.271646533531138	0.0839002283408914
NPPA-AS1	1.89072178170884	2.61653796165769	0.468722102821198	0.0369242515892824
KIAA2013	228.111947447265	203.692390793911	-0.16334992283659	0.0271929504259221
PLOD1	135.100472865731	142.164225763872	0.0735257462838671	0.412649737650539
MFN2	82.707305986553	97.5258491583399	0.237769878729752	0.0966311806102092
MIIP	79.1104094219242	77.3930337716384	-0.0316638246400108	0.375400974412979
TNFRSF8	24.6526937942785	25.9939333322088	0.0764296568913295	0.560834481310752
TNFRSF1B	57.9715088813904	58.5620904431452	0.0146230167068146	0.871741561252654
VPS13D	4.77023671044205	5.95102884422503	0.319078252510531	0.216440349858477
DHRS3	44.4163694937851	41.9450317853737	-0.0825915351092548	0.0410399348024716
PRAMEF11	5.25416260288652	2.87631441615864	-0.869239460364926	0.00147078679418955
PRAMEF2	2.11147664806157	1.20972100018114	-0.803577936816835	0.0629404404366204
PRAMEF4	15.8167126417447	10.7119371787478	-0.562230375104411	0.000156957858638211
LRRC38	1.5917072171063	1.51745583284935	-0.0689204611578708	0.764097083335588
PRDM2	12.0512745419667	17.0695708482766	0.502241053696163	0.0295655385929031
KAZN	5.04869538505936	5.8711277706206	0.217727019262762	0.127278637944638
TMEM51-AS1	0.885185098961558	0.73678604228715	-0.264733434089304	0.211891330111211
TMEM51	13.830768906244	12.9197334874237	-0.098305053803459	0.0400995263729125
EFHD2	105.644991673618	105.384288866068	-0.0035645749061628	0.960529589837014
CASP9	11.8273379042176	11.5756952254685	-0.0310265455840018	0.556789832802527
DNAJC16	7.55988318041561	7.60267809805387	0.00814376651263286	0.95409382934954
AGMAT	25.5942832956983	24.7079675021068	-0.0508452695479992	0.29752254696497
DDI2	12.7057150064605	13.572122751256	0.0951688190132701	0.588514753871256
RSC1A1	10.6023170862468	11.9455971598311	0.1720993824298	0.38797676861375
PLEKHM2	53.6024382729222	58.8964032544711	0.135880905148039	0.236307631597472
SLC25A34	0.402570326584177	0.864647459817202	1.10287119151956	0.00862915330538142
UQCRHL	19.0616434882741	22.2374996691862	0.222322070754972	0.126369656810808
FLJ37453	5.35278698558596	5.55052840682485	0.0523348799870805	0.688068678055313
SPEN	28.1900525963796	34.1553139046448	0.276923881695715	0.245032375151709
ZBTB17	26.3983102195626	30.1027964382474	0.18945192994873	0.0919195092386615
FAM131C	1.76430512452005	1.83201539961724	0.0543315438149559	0.855138971386395
ARHGEF19	9.28409683441058	11.2650193826388	0.27901632050073	0.03341106602145
RSG1	13.5137147623113	11.0620045205697	-0.288811472458786	0.117289839206176
FBXO42	8.7539634513126	9.2519199309872	0.0798164199023285	0.255708021781131
SZRD1	119.495148857228	126.376899081528	0.0807807215248365	0.370859297521991
NECAP2	85.7450821721521	71.3191447087815	-0.265764527633043	0.00154068400562548
CROCCP3	1.38243314758746	1.09500033232427	-0.336278407885211	0.0989336705603366
NBPF1	1.80139775214347	1.88765555741067	0.0674787722594406	0.714530018325444
CROCCP2	49.2269606275518	44.9990249829901	-0.129554925237161	0.229955827798914
MST1P2	1.47476965076892	1.41461419224618	-0.0600809922227383	0.61908118811844
CROCC	14.4925586734858	15.1575951974217	0.0647285569161193	0.770587791484559
MFAP2	0.961084479306443	1.31967709945388	0.457449817454384	0.103151106526689
ATP13A2	47.5442018981124	51.1406476883826	0.105201019675488	0.392639374312125
SDHB	291.366505719641	264.000093017833	-0.142296602815909	0.0719706884023505
PADI4	3.11695529404264	3.77120864698307	0.274889508868712	0.0774908857663334
RCC2	216.274974973414	225.911112917922	0.0628884991630015	0.564789295375042
ARHGEF10L	4.05601850441485	4.69506477768525	0.211080828605516	0.120163704949017
ACTL8	81.6995731743722	79.2228414269975	-0.0444120950285984	0.192681291221634
IGSF21	12.3072234832329	12.4391123793564	0.0153782167237889	0.896652077278403
ALDH4A1	14.5185693691936	15.178976744006	0.0641752379939013	0.234914806329194
IFFO2	11.4971895379568	13.5453132149425	0.236512513354228	0.114826571317536
UBR4	41.7558604393032	50.7716351214628	0.282044029210462	0.209334293555796
EMC1	58.1231108998309	65.4055844922632	0.170301900068261	0.175921694475906
MRTO4	174.636561023856	193.387213449879	0.147136782658975	0.0252851285146945
AKR7L	0.475843731464217	0.497982268812995	0.0656065086687228	0.782438315503117
AKR7A3	1.80875743720801	1.74263982713915	-0.0537245281099143	0.803733137620879
LOC100506730	2.00070032149481	2.51161754954597	0.328111711326831	0.268608136253039
AKR7A2	88.8121853627659	85.3681840851519	-0.0570591420741336	0.054393620988568
PQLC2	4.20430498499774	4.31645900188552	0.0379809578976425	0.746631216319637
CAPZB	143.506006500168	149.240649997624	0.0565294260143592	0.45336342958293
MINOS1	78.8139331448872	74.6449157345993	-0.0784067016276989	0.29613594589345
RPS14P3	3.17447727443847	4.68727917156089	0.562231673490738	0.0660221998811255
TMCO4	12.2027429789492	12.8505058878097	0.0746196766144398	0.454382739044393
OTUD3	4.24049723113026	6.17950596923524	0.543258062242607	0.00649222515824037
MUL1	49.2118787553989	57.1297608137179	0.215235894677531	0.0274961340239528
PINK1	12.9164505399809	12.3238480899697	-0.0677568655243292	0.179408001579388
PINK1-AS	5.79618540594645	7.07817873595841	0.288274448751132	0.00387819682821355
DDOST	539.447877768215	559.136918101685	0.0517180336839256	0.148028062240617
HP1BP3	122.689066724493	136.501653685419	0.153911738312316	0.215955018339401
EIF4G3	19.4040177386699	21.5733515864905	0.152894924185944	0.211669948709791
ECE1	30.2788068360691	36.8259218410263	0.282413284092353	0.114424260491836
LOC100506801	1.69356778747363	1.41348969069432	-0.260804373028636	0.088277709046445
NBPF3	5.71115945092603	4.98181573286891	-0.197112003789102	0.0840120856127179
RAP1GAP	1.05945670153071	0.937347759913415	-0.176668329881538	0.560491321705906
USP48	36.8142785385504	39.9289054867504	0.117168097182264	0.188092040363925
HSPG2	1.1293264052456	1.2617135376794	0.159921871261649	0.460037585877328
LOC101928043	1.51306398765585	1.84257259594062	0.284248460923652	0.212602747225373
LINC00339	32.0668968863486	25.5532996909867	-0.327575152903337	0.00209973341767137
CDC42	123.951291209112	125.444011542842	0.0172703007330845	0.665683237149365
ZBTB40	12.5111416765702	13.840516189846	0.145684304645258	0.277447314996931
C1QA	0.904156834571212	0.96390313823243	0.0923151351260962	0.731773698159494
EPHB2	5.26516521619711	5.51350710026686	0.0664914957703184	0.596823933013379
KDM1A	94.9642940861515	94.6015001681655	-0.00552211043581632	0.932168698148678
LUZP1	4.40567603344656	5.09049880923262	0.208443618493912	0.142220761956476
LINC01355	3.31320954292239	3.40123438265824	0.0378289780021831	0.594065518116979
HNRNPR	86.7020623180888	91.7191207749583	0.0811562150435865	0.38393965826307
ZNF436	5.15131933110742	3.70214710260132	-0.476579754756973	0.0232417279397474
ZNF436-AS1	3.25667591252895	1.78999856873078	-0.863441723438107	0.000842421868638056
E2F2	60.9785644472011	60.9540772114535	-0.000579461144654889	0.996347431532
ID3	13.1179585295658	15.3243238609988	0.224280201493321	0.0522641522061717
RPL11	4237.64422893815	3934.28426858447	-0.107161269287702	0.197786676884364
TCEB3	42.9424914031392	46.97265421385	0.12941522136763	0.16111398302718
TCEB3-AS1	21.4782646303457	16.5917275827168	-0.372413321204301	0.0591563235889317
PITHD1	105.705244456093	122.952062417326	0.218048978816838	0.0131076957886285
LYPLA2	164.7939871254	159.487299612921	-0.0472220605304292	0.255108440776001
GALE	35.9126747801016	32.9370876775019	-0.124780112590967	0.00296799843077505
HMGCL	16.1981507006589	16.11555973646	-0.00737481597286083	0.927547580461085
FUCA1	18.652608519933	19.8848591729108	0.0922929430032686	0.224860265984971
PNRC2	90.5778180528512	87.5799832751678	-0.0485566121532977	0.564425046743838
SRSF10	19.9873865113569	25.9968173626289	0.379245171312383	0.00826476732807952
IFNLR1	4.63766043471929	2.89441399549844	-0.680125902010632	0.0347228935061691
GRHL3	0.521935221421127	1.09628455583254	1.07067965155187	0.0206672322941731
STPG1	2.78581872482409	2.40868894831824	-0.209853284010433	0.242221220660878
NIPAL3	24.4530764518736	25.5785235715194	0.0649170095605085	0.489043790462783
RCAN3	0.783327050631822	1.01837585375538	0.37858343274402	0.200123362981284
SRRM1	57.7131008747535	69.9304059621218	0.277021032547064	0.0530260191653845
CLIC4	47.9470715178688	54.5426788479671	0.185942857662616	0.148425457587008
RUNX3	40.1609853513096	53.6301434889664	0.417249447037228	0.0489883396173713
SYF2	58.1129268528619	56.130941423662	-0.0500628614425962	0.440145236484998
RSRP1	97.8878901799808	128.99935037323	0.398161501842003	0.0214758671392363
TMEM50A	84.9470796527157	91.8747663806019	0.113104325681627	0.020423290517904
RHCE	1.38612622185792	1.74799990167805	0.334646467168739	0.171710987181647
TMEM57	30.5975718644711	33.9650311975205	0.15063301000886	0.0126818580336204
LDLRAP1	71.9006890385327	73.7802489828625	0.0372290612756013	0.64061164177963
SEPN1	1.90336989568134	2.20622382952012	0.213023206818369	0.289113744230231
MTFR1L	16.8073217886365	15.5630573130459	-0.110964351457364	0.238979928758184
AUNIP	13.5242986487729	14.8409676149919	0.13403137733377	0.0278820982847042
PAQR7	2.91661528384676	3.01895402327168	0.0497536856118891	0.708228107034589
STMN1	155.761774616488	149.819771427469	-0.056113200044368	0.137166827106532
PAFAH2	8.23346591444009	7.35327562788333	-0.163112803992766	0.239686708484519
PDIK1L	11.3850697276268	9.50885066196139	-0.259800249565692	0.125982534861061
ZNF593	178.058515560414	169.857494103731	-0.0680265622766024	0.474531610390885
CEP85	39.6982342332865	37.1310186257761	-0.0964499445122161	0.342434958125512
SH3BGRL3	108.241804413574	114.351284896397	0.0792147818780557	0.43323367326513
UBXN11	43.1017501573544	45.5272008226385	0.0789823084653594	0.370749423867433
DHDDS	29.9539069137459	31.977347581118	0.0943060895964246	0.106629426185951
LOC101928324	0.853467297764527	1.04760038047988	0.295680708977481	0.23997029411978
HMGN2	553.49399603215	612.954664479987	0.147212705248842	0.0145657229091729
RPS6KA1	41.2088772482522	41.7844375747622	0.0200105597138797	0.821869492570033
ARID1A	47.7819663604191	54.7472506242154	0.196320289291112	0.315739698699185
PIGV	17.1317223633088	15.1851854230156	-0.174005677165227	0.0673973377445787
ZDHHC18	28.7445228984663	30.6984306536739	0.0948778198096157	0.148607894876963
SFN	40.1274837106007	34.8738246480779	-0.202446096692433	0.0287578345235864
GPN2	65.2437501771587	60.3322883232173	-0.112909406900465	0.139441120413838
GPATCH3	16.944085628365	22.9639587861684	0.43858958625099	0.0184025210327093
NUDC	295.15903081256	292.565995247277	-0.012730388051129	0.925058236120447
KDF1	9.69030150944971	7.25664995295269	-0.417237876315838	0.0415922436418896
TRNP1	4.37719885702057	3.84683369533115	-0.186336466382627	0.335386815612695
SLC9A1	7.68902014592542	10.4921025156073	0.44843214452355	0.0670099834723727
WDTC1	31.8725899852665	35.2650073255003	0.145921081278665	0.285371620667464
TMEM222	41.4407758634384	54.2942530492053	0.389748485653544	0.0161950814163196
ACTG1P20	1.35639881635078	2.56056036728054	0.91667814166789	0.00377226439275391
SYTL1	40.3011444036596	38.7339822711033	-0.0572209729454806	0.463338880622027
MAP3K6	5.55919234239126	5.88294062188859	0.0816621760848666	0.514887391855802
GPR3	4.78123094682203	4.89101303184804	0.0327512150935736	0.609008062449848
WASF2	70.6822516790661	80.6553395239447	0.190422045836447	0.224838497012486
AHDC1	3.16072080150522	3.04825867135682	-0.052268268834707	0.695183414720917
IFI6	48.4441479370909	46.070742461882	-0.0724715501540066	0.392898349323817
FAM76A	6.51455283363978	6.75577179877681	0.052454442638357	0.345970161394482
STX12	16.8584181240063	15.9449419802802	-0.0803703222355834	0.413510821557392
PPP1R8	62.0568100356026	67.8548709951266	0.128862845364558	0.0438889004113907
THEMIS2	15.406676070245	14.423381691767	-0.0951461825575754	0.0799956979835879
RPA2	69.1278637118695	67.9809002041163	-0.0241378759122917	0.52220530720421
SMPDL3B	31.6587150635543	31.9161002990962	0.0116816833707334	0.739324608336674
XKR8	5.11843498109512	5.64152916532081	0.140383508037899	0.199904782933454
EYA3	21.2438137934798	21.2972568479858	0.00362482979879519	0.954417483743645
DNAJC8	196.409973582623	187.939729743299	-0.063598111479008	0.375209429468373
ATPIF1	199.823345901141	186.502983365482	-0.099526438426961	0.0841715306896432
SESN2	13.1820926557194	25.5804512573062	0.956462298406306	1.87700533820032e-05
MED18	23.4307413892253	18.1895698744106	-0.365291176057733	0.00531285216074317
PHACTR4	18.3602597402287	21.2740815310696	0.212510379061782	0.211866420537102
SNHG3	136.720332245706	209.8498833399	0.618129853157257	0.000145877061756012
RCC1	133.934842468227	136.517670788435	0.0275563857888704	0.549986725553495
SNORA73B	48.0820051683835	124.234874571221	1.36950124903617	0.00600278470322263
TRNAU1AP	23.4109930923405	20.5704731931179	-0.186611153452594	0.0218131488994491
SNHG12	86.3588285979806	187.765572453201	1.12051698412719	0.000902601811027702
SNORD99	18.6603638154658	44.9393979294225	1.26800368204874	0.0160458929959484
SNORA61	43.7081202290438	102.395611055965	1.22818064091339	0.00375936950550708
SNORA44	17.8200848314425	51.6531877243291	1.53535318156643	0.00110477221841967
SNORA16A	18.8283377235546	59.053690506721	1.64912158638841	0.00522704731498726
TAF12	35.4264380788112	32.1723587556481	-0.139004705386384	0.203804203923007
RNU11	2.27038936781186	4.55527187472226	1.00459742332018	0.322127291159961
GMEB1	12.3279077552057	14.6006852864402	0.244108112013111	0.189503334028488
YTHDF2	81.1752685705443	98.2653793113086	0.275642965545401	0.0500503115808621
EPB41	48.7021087945094	55.0159103052463	0.175864656467261	0.219685143628659
SRSF4	106.631785352959	113.895664036815	0.0950752770687472	0.548322495880016
MECR	38.0201970531771	37.6487384292906	-0.0141644868131424	0.827254497413802
PTPRU	1.35664941371105	1.5814832521209	0.221230331160811	0.0788680906441365
MATN1-AS1	1.69559914701572	2.68363132605574	0.662391343747886	0.00157483795007289
LAPTM5	400.896367330463	415.339811353459	0.0510628195397321	0.501502977550743
SDC3	1.08386120121754	1.28019036673038	0.240178340024184	0.346273343126109
PUM1	43.0085290771475	49.5040888017169	0.202924898934925	0.190288612340076
SNRNP40	97.1876902209203	93.7710843374076	-0.0516304783009784	0.335602524348243
ZCCHC17	47.4023235158663	43.6045761729745	-0.120478227742652	0.0708553203532271
SERINC2	9.32940417946243	10.0892258230691	0.112958624619828	0.278133476750018
PEF1	84.821525652098	81.0805101706232	-0.065075265882477	0.144479724057708
COL16A1	2.54398945570915	2.76782122278603	0.121658069440338	0.382846514369092
ADGRB2	2.96911032679809	3.02291987904355	0.0259120393000631	0.755671909610371
PTP4A2	144.551865142594	139.315864622318	-0.0532276694439904	0.399408866908176
KHDRBS1	176.257431009119	188.527052742852	0.0970874754998214	0.31172625868847
TMEM39B	37.8956737524691	37.9511940559524	0.0021121209912787	0.974034048379112
KPNA6	30.5252463436233	32.5977700210672	0.0947703365521935	0.31808697478164
TXLNA	68.8388415454308	86.4875731302144	0.329270036437661	0.0196396430198937
CCDC28B	13.5010820616078	11.6436251466193	-0.21353473918069	0.0542368342630481
IQCC	10.7597238985507	10.4999234003073	-0.0352622547936229	0.734437034300945
TMEM234	12.3943905914459	10.5630358388515	-0.23066281070536	0.0846354751634128
EIF3I	621.119022227973	630.85239085699	0.0224327255868908	0.642408592754404
MTMR9LP	2.57309865768636	2.07886086207544	-0.307713571900422	0.396009876208607
FAM167B	0.590538671116211	0.348080174826921	-0.762611890246548	0.319949833232398
HDAC1	143.278660277552	140.402173407898	-0.0292584840743634	0.328532926704988
MARCKSL1	80.949070476849	96.912806931086	0.259672814530372	0.0142509486776773
FAM229A	14.6509967034035	24.1881589255779	0.723302149053277	0.00171982562537995
BSDC1	28.149572011459	31.8837131624137	0.179706667095093	0.127797592274687
ZBTB8A	1.09930332778186	1.3345785498777	0.279794701174143	0.0595646019889296
ZBTB8OS	51.7981535772011	51.3448509082064	-0.0126810679297042	0.897034981580303
RBBP4	91.0426326787873	101.15798021841	0.151995954920477	0.0889146194144084
SYNC	2.14251924468519	2.86711708996226	0.420292660815704	0.136004329108946
KIAA1522	31.874831654414	34.0889650301567	0.0968870762414292	0.531785140974057
YARS	203.3900427489	214.447556609985	0.0763758264505765	0.35722036548639
S100PBP	22.1198330986171	18.2158309439541	-0.280147692608198	0.0629460428123908
TMEM54	2.09547310159188	1.92985075158422	-0.118786724084753	0.566634534673306
RNF19B	11.4553401491085	34.3379507269792	1.58378364459672	6.22177583758639e-06
AK2	147.404139759586	140.353380757871	-0.0707132271108695	0.0998936386649577
TRIM62	4.86574345124094	5.43516853667886	0.159664516359721	0.258125533400362
ZNF362	2.68017886822366	2.96545305581239	0.145923247946743	0.463778811968728
PHC2	22.588124989476	25.1438672818728	0.154642042735585	0.114509042201479
LOC101929464	1.42533059133217	1.25695328001994	-0.181365550036136	0.710042432672108
ZSCAN20	1.09346136257631	0.898418789391949	-0.283442238233477	0.0992153567705758
SMIM12	19.246922254966	21.1042651752003	0.132906832128141	0.0239891738303127
LOC653160	0.654834445391051	0.538372935906934	-0.282524324726913	0.301452575284655
ZMYM6NB	7.34502442583436	6.03600635809355	-0.283172962919123	0.0458440338829667
ZMYM6	6.89766742713927	6.85587016609088	-0.00876878206322979	0.937971885180922
ZMYM1	0.314250532517535	0.223891798679391	-0.489113507204322	0.229248583694165
SFPQ	312.324954583109	402.931982874684	0.367488480019754	0.0237563403793861
ZMYM4	16.6763327798126	16.9236335409757	0.0212372846451389	0.830247934313116
KIAA0319L	21.5300802896067	24.6365162180673	0.194444563332793	0.184427270381696
NCDN	49.8631826951569	56.5305960977759	0.181056938934113	0.237521268825685
PSMB2	106.868913988034	105.898875427914	-0.0131549941884927	0.625593118665381
C1orf216	14.4261813231405	12.1468360749616	-0.248108882923976	0.0715295606167556
CLSPN	12.3107565974557	15.9108093324709	0.370087792814478	0.0356487117315621
AGO4	1.52757209606871	1.67134255557738	0.129766984251427	0.528971370052674
AGO1	9.56249584942628	10.6278888497493	0.152395923193052	0.316995488747977
AGO3	11.401676704988	11.8762952038421	0.0588388598321379	0.540926386094476
ADPRHL2	57.2309805300176	72.7098086557375	0.345353674287485	0.000242326619806374
TRAPPC3	63.0843624438172	63.4391378328862	0.00809073468196049	0.839820413998769
