KB528_3	KB528_24	LOG2_FOLD_CHANGE	P_VALUE
WRAP73	95.7408027584836	67.8686464271538	-0.496388662392452	0.0132511213476769
TP73-AS1	18.029261780608	29.30912126454	0.701009388386132	0.0400182917462408
SMIM1	1.27535183098604	3.86616704905671	1.60000867684867	0.0430283850948964
LRRC47	102.895823565124	86.5726539380404	-0.249201133944682	0.00218846531037689
CEP104	31.7387563003458	24.8061808140656	-0.355545963058787	0.152812276714911
DFFB	19.2154259217296	20.8081982168834	0.114887092454692	0.504109891508013
C1orf174	77.1198784084489	68.3429092617938	-0.174311114356456	0.315216599525709
LINC01134	0.534615611253824	0.846201504637356	0.662499284782479	0.297007936953097
NPHP4	20.0183433800902	17.4717471495888	-0.196298705850664	0.412730415453316
KCNAB2	53.7284000629405	63.7642001984128	0.247061786155338	0.270107087788994
RPL22	642.759398137334	625.460117783541	-0.0393609052012465	0.732725139589031
RNF207	1.80340279467927	3.38677840723559	0.909191933719476	0.157066962670164
ICMT	25.7094489506756	28.7967018614517	0.163604898476237	0.584641362623696
LINC00337	0.699870961055027	0.372870401981803	-0.908414666985929	0.33948768639454
GPR153	1.18874675469443	2.95553576625409	1.31397827688834	0.0492929500808195
ACOT7	15.773258100282	5.93052100334074	-1.41124993387973	0.000121065699184389
ESPN	1.60080218917491	0.438512893947606	-1.86810387618341	0.124997723040751
TNFRSF25	142.078040132494	132.264089635047	-0.103262170137634	0.651192553153568
PLEKHG5	2.60319185869909	6.21007827088199	1.25432980786716	0.0106160048989579
NOL9	30.3804309589889	21.3956035150353	-0.505827960953602	0.0129319545022133
ZBTB48	84.7721687725015	79.1903995736978	-0.0982651570007515	0.616377384143312
KLHL21	51.5556232699668	40.8661495466121	-0.335223476215464	0.175523553982769
PHF13	20.6717437354175	24.1213037683727	0.222647797348401	0.0709790340690873
THAP3	36.7199138994291	31.9416045749739	-0.20112588810142	0.118619766646402
DNAJC11	69.1441155969117	48.7195800838954	-0.505104779619535	0.0863442299975613
CAMTA1	6.98779708709483	6.67878550467933	-0.0652519341350654	0.338449254030699
VAMP3	80.4861080321962	62.7628982673574	-0.358827819707933	0.0161815191924321
PER3	5.09380494679631	4.60938862448027	-0.144168308055468	0.42713263380678
UTS2	0.617678241225827	1.1876850368674	0.94322488212759	0.0892413234159405
TNFRSF9	0.891747374538439	0.964759907543311	0.113534891362087	0.842416260155437
PARK7	204.147054450535	307.296502998433	0.590022597616859	0.0156767720686607
ERRFI1	8.99176174015243	2.88738793678086	-1.6388388533753	0.0274413277292161
SLC45A1	1.75590134457688	2.04517996572927	0.22001600954405	0.149345075116261
RERE	12.4647472438444	29.9214069472885	1.26332438578412	0.0120498988508635
ENO1	254.303076771616	302.991492399679	0.252728368231973	0.191857434436483
MIR6728	1.64495374962416	0.62732275621363	-1.39076721830745	0.260462991011214
CA6	0.119897392880306	0.888458135631664	2.88950350942584	0.0283332540570859
SLC2A5	0.560101824493155	0.425812212956693	-0.395471798650995	0.464520465124588
GPR157	1.17583081389618	3.33265184722245	1.50299012016028	0.0189913286363655
H6PD	17.0470022372539	25.2235676229341	0.565254285353046	0.114370244304356
SPSB1	7.82003444901439	3.8453210289178	-1.02407091547311	0.00208327357844568
SLC25A33	32.3586165574427	18.0229919566416	-0.844311399278766	0.00480323041677885
TMEM201	11.1531022537507	6.45471459052107	-0.789019843861844	0.0121077446302262
PIK3CD	51.2469546422767	128.527358258298	1.32653730341434	0.00588703086583156
CLSTN1	95.7602898883541	101.76627012993	0.0877600425406244	0.365851485678854
CTNNBIP1	21.9249068067648	21.5727047015836	-0.0233636430982828	0.875257362292519
LZIC	23.2908211494501	28.0695166184347	0.269242714983652	0.3227779990789
NMNAT1	7.56413682836709	9.85650249108198	0.381900346897655	0.126888321667654
RBP7	14.3376174345313	9.71348391851461	-0.561744560395983	0.279518829943399
UBE4B	40.5645981979862	35.1474729196475	-0.206800234039261	0.183600170208806
KIF1B	10.9802602000322	7.11813803434258	-0.625340427544294	0.0109793474774076
PGD	204.198020967348	234.476216781117	0.199472711712373	0.415720480100661
APITD1	2.18829038690601	1.44305791020195	-0.600675000343993	0.0808118742716273
CORT	0.871288254757775	0.430181703187737	-1.01820393102624	0.0436707314984471
DFFA	28.2444842740364	20.7237300889999	-0.446685459433078	0.00116656166216532
PEX14	39.7565391997261	38.9824806167312	-0.0283662778183868	0.672431473521321
CASZ1	10.6405042946699	4.32839163674575	-1.29766358083905	0.00871021815018871
C1orf127	0.133629108478342	0.150329386900919	0.169892754925374	0.815538329676589
TARDBP	93.0882476039945	123.340422993963	0.405974755065203	0.00556414103036397
SRM	108.102140622279	78.9142137420738	-0.454038009628641	0.0255593463788249
EXOSC10	165.6071167467	112.096556039734	-0.563022717404016	0.0239651514685995
MTOR	52.388812739346	34.6950903435787	-0.594527243946792	0.0443619106679019
UBIAD1	18.2717447352638	18.3653439244028	0.00737151256974967	0.945065476617552
PTCHD2	2.60527808628404	0.4229687173742	-2.62281450222548	0.00862726481237221
FBXO2	4.10491650215417	15.9733102212096	1.9602385382948	0.019615619077402
FBXO44	35.1264506189377	74.2293865363928	1.07943264021897	0.0035879640046824
FBXO6	20.8108876327654	28.5262748399594	0.454952861348421	0.0490811012525519
MAD2L2	64.3424954548193	62.8302139642322	-0.0343133973616577	0.30608316139596
DRAXIN	0.628387499848243	0.443482919930056	-0.502775939821697	0.398047276396083
AGTRAP	17.0096172881723	57.8624862555285	1.76627763370908	0.0391487007984587
MTHFR	18.719180143831	24.5147176526857	0.389130895887609	0.167269564389062
CLCN6	15.0972652728094	16.8863429495785	0.161569677008199	0.488428319254961
NPPA-AS1	2.22804740865409	4.06811068680082	0.868579002320731	0.00382134012937784
KIAA2013	75.0714840573657	98.1906145975552	0.387320129965814	0.0159961666565032
PLOD1	32.3908618290666	48.6669823419031	0.587356466578501	0.166279458590406
MFN2	83.7915218037186	58.8838064494382	-0.508933341374465	0.0189964189136031
MIIP	83.9642710802624	92.377205521043	0.137761348989782	0.339115748502501
TNFRSF8	0.168044417987476	2.19908292472381	3.7099874816246	0.0626213324806472
TNFRSF1B	55.9718744100615	85.7171958591186	0.614882592522885	0.122014674739214
VPS13D	14.4593784249935	18.205251319798	0.33234912151017	0.101629146233729
DHRS3	8.31694339962945	14.7147072896189	0.823133524936815	0.061731627427692
MIR6730	1.8519694864184	1.88244429641022	0.0235468460656803	0.982216496997098
PRDM2	37.6574791487075	29.6906371568834	-0.342928373204892	0.0323795893064779
TMEM51	1.59780745481665	5.77596994261684	1.85396966913673	0.00965901626694654
EFHD2	168.431975926348	175.201017626006	0.0568451021329529	0.662755596276484
CTRC	12.1624079345559	2.39300915405391	-2.34553106353208	0.0213257348401941
CASP9	20.8725776602789	23.2748310604186	0.157161918854533	0.0885545994264759
DNAJC16	12.6127090090058	13.2951240925478	0.0760190660601897	0.608139552570595
AGMAT	2.98342647665325	3.64994782952971	0.290905619343345	0.424888046251803
DDI2	3.81097851941056	2.4475164383508	-0.638842926928098	0.283683852025926
RSC1A1	12.1734350488481	5.60861700814964	-1.11801934398285	0.00820469242443227
PLEKHM2	143.355006904496	80.6476126537834	-0.829888561718009	0.0141274872517342
SLC25A34	14.1125626918297	4.69221246157961	-1.58863974521917	0.0740981175458619
UQCRHL	9.10232255650077	9.79365982535229	0.105613374502469	0.742306415475162
FLJ37453	7.0497511023025	12.8096995665013	0.861592411793069	0.000263419207000569
SPEN	38.9453096296297	33.2515216785631	-0.228029224359747	0.28313111401835
ZBTB17	122.334916749196	79.4216820624428	-0.62323141471647	0.0398701771316088
EPHA2	0.143188173669106	0.0228717533752438	-2.64627346732786	0.0223818538939622
ARHGEF19	17.1547844765633	12.9450375726448	-0.406211848138948	0.158108259443382
RSG1	7.63360883890136	7.88690537106023	0.0470940710654639	0.900525605239991
FBXO42	52.1370291484982	38.771947914822	-0.427295159778132	0.00105469681757209
SZRD1	71.8729187741668	84.9751774549306	0.241593194177357	0.129041908120252
NECAP2	160.106340638621	144.135670304682	-0.151603029607661	0.119257450014922
CROCCP3	5.27626614065017	11.842466510028	1.16638034938982	0.00267188398289352
NBPF1	28.9568840105718	30.407610301081	0.0705260756970969	0.830080062321933
CROCCP2	168.375730404663	143.656491176464	-0.229061020932663	0.263751661259485
MST1P2	6.33166920731392	21.135119411498	1.73898447330911	0.0222177435623287
ESPNP	0.449213696308974	1.17806075285387	1.39094012059173	0.159105381383481
MST1L	1.08259361926211	2.97212148840487	1.45700129863074	0.136758865641948
CROCC	37.5268855050117	66.9335414703746	0.834804789079922	0.0449826795178595
ATP13A2	79.7754889613556	53.5078755210483	-0.576194296872476	0.00369796955902244
SDHB	121.203480011651	119.150710871423	-0.0246435633780327	0.869487656189101
PADI2	1.03692057841478	1.15910468458967	0.160705472264069	0.879851622313342
PADI4	4.88843117368507	1.14937460312499	-2.08852246413984	0.104893722850098
RCC2	97.0285434640188	81.8703792965535	-0.245067636724543	0.129687798604121
ARHGEF10L	1.07018128957442	8.1971651051561	2.93726984554202	0.0219720667877923
ALDH4A1	15.6401886904841	11.4431758242018	-0.450770419298734	0.0810758085542512
IFFO2	15.0062026232975	12.8092337153111	-0.228374771518696	0.193653283664178
UBR4	104.451140346108	51.527747194015	-1.01940681913031	0.0085526551065005
EMC1	24.8947205767463	17.6314753874399	-0.497686619150699	0.0672141545028107
MRTO4	39.9576202100974	25.8651380001771	-0.627461772996466	0.00603828933710424
AKR7L	1.07313621749029	1.15496889415172	0.106020782425365	0.752734861720234
AKR7A3	4.75999873046062	3.7706939416265	-0.336131133689311	0.411463001465499
LOC100506730	2.23418392899172	3.79183056890662	0.763146541006542	0.0141238093981272
AKR7A2	25.2616881345264	40.5201834227638	0.681689653091398	0.0458176535743569
PQLC2	12.6405270560646	14.8541026145067	0.232804830825417	0.368070502572392
CAPZB	135.056029666491	202.480852492328	0.584227435294985	0.0150001157871082
MINOS1	20.3846864880992	29.4624138141021	0.531389864519044	0.00352687363823261
RPS14P3	20.4856232152135	17.8393945396864	-0.199545131539925	0.555678684960926
NBL1	0.0833025593149387	0.07659408324097	-0.121127869587048	0.897494545250633
TMCO4	13.9518226389788	31.2395615568241	1.16292060034412	0.0414042075276308
OTUD3	28.7552104730103	14.4548118444362	-0.992273567886943	9.51120880714948e-05
UBXN10-AS1	1.55506715850173	0.294542564380985	-2.40042884893599	0.0870119623947129
CAMK2N1	8.7645303373724	11.1196189200341	0.343358657529441	0.183848387804876
MUL1	40.231862366649	36.8544977093075	-0.126497827037254	0.423482931452509
CDA	6.62027064456179	10.0298297416984	0.599335013685228	0.419074396459967
PINK1	56.7939258916042	57.9091917013741	0.0280557179818174	0.806307981192917
PINK1-AS	6.97326600751173	7.82319880360496	0.165924110470193	0.467354814323501
DDOST	102.678064397259	124.493899456185	0.277947043219125	0.352216012043944
HP1BP3	140.373625067676	218.309738017096	0.63710459345503	0.0499050402959128
EIF4G3	12.8077053744765	26.7157393409263	1.0606779174498	0.0447292248963784
ECE1	41.5770205652718	20.5776767744617	-1.01470626674427	0.000163621053025502
LOC100506801	0.418205981527166	0.878324916596808	1.07054103447044	0.0304026230643275
NBPF3	12.3050415826756	10.7303919771391	-0.197546754974464	0.474315752304647
USP48	59.3615649338624	63.5499786798477	0.098362515362706	0.511238307386782
LINC00339	10.3770339931879	31.1192810320655	1.58441458368951	0.054622808170198
CDC42	183.278929962943	187.477685216591	0.0326779462154731	0.64722999637757
ZBTB40	44.6442306239558	74.6860327613811	0.742364718062891	0.101281866413868
C1QC	0.389671171974343	0.160879672142114	-1.27627515763167	0.291181356905441
EPHB2	1.92129151071946	1.77840637538683	-0.111491405206247	0.796012895380841
KDM1A	53.5292186841793	52.8216641717985	-0.0191968401211761	0.899068193303118
LUZP1	10.2562934657504	7.92720976307067	-0.37162439045481	0.110546734305712
LINC01355	5.40747743805122	11.8336561993264	1.12986824063235	0.00476243527034106
HNRNPR	110.994034564067	87.517159875579	-0.342844314840016	0.183603502537403
ZNF436	10.8725534836989	8.25788981332941	-0.396845732062232	0.150693492315881
C1orf213	2.71015108979612	3.95917058697178	0.546824945978682	0.0207880424318238
TCEA3	2.84098793855971	14.0724517470762	2.30840908968995	0.0305421263024
ASAP3	3.07365279889423	2.30274889552607	-0.416597106535015	0.21641040575376
E2F2	0.266517007273928	0.127255081099448	-1.06650433670868	0.1783324847183
ID3	20.3620074457749	37.267041837795	0.872020505605578	0.0461835231433257
MDS2	0.989182316844163	2.86059584014886	1.53200732592621	0.0621470315729866
RPL11	5817.92225963729	6100.18435822976	0.068348825142131	0.571719291609962
TCEB3	47.6743493961238	33.2172031541168	-0.521282645111651	0.00233304294209374
TCEB3-AS1	6.49669808549889	15.2794902752244	1.23381784883488	0.00606383215281746
PITHD1	200.790165459221	117.71182968359	-0.770429294817304	1.30161832066046e-05
LYPLA2	190.189502574076	161.057454577232	-0.23986218177661	0.19942747833125
GALE	30.7341455647553	21.8789560839419	-0.490298473379012	0.0186682588809119
HMGCL	44.3864945084598	50.2737556162874	0.179684693057026	0.0638588444413645
FUCA1	59.8682622633645	340.499840827707	2.50779082354194	0.0191170806953104
CNR2	0.889374553997734	6.25120659330028	2.81327164900941	0.0435250617947146
PNRC2	200.281246743879	150.910137710032	-0.408337616056096	0.0440422305641963
SRSF10	42.4104329813456	36.5660477426683	-0.21391451115484	0.0246727969436377
IFNLR1	3.12859139814557	4.82978459929028	0.626445597287649	0.139792990302496
STPG1	4.97889676741695	8.04282510670136	0.691876245773087	0.0176893740972286
NIPAL3	22.533428588916	29.5186343418438	0.389559133199849	0.105602808360791
RCAN3AS	2.03350774743637	9.66955421388191	2.24947889274249	0.0289898418656423
RCAN3	16.6011250105038	23.4251986059663	0.496780267364777	0.107178586657485
SRRM1	116.526108198065	136.040830367631	0.223386483721832	0.273495438937597
CLIC4	9.33978555913465	6.50842374199548	-0.521081242949188	0.0653754021450076
RUNX3	95.5714079735525	79.8538567028481	-0.259216985579968	0.12983927276178
SYF2	178.369788158505	136.670406047999	-0.384170393248368	0.0020176258068975
RSRP1	514.713016833506	444.594281291915	-0.211278876589403	0.0744402571653662
TMEM50A	99.4604406694597	103.029975502235	0.0508694073582143	0.709156011116111
RHCE	0.280632419598401	0.400809461747172	0.514234882499014	0.284383246930474
TMEM57	62.5204900323774	25.9987635780501	-1.26588607144483	0.0058802125249928
LDLRAP1	41.2711324307334	63.4181016890596	0.619761668790701	0.040744881077828
MAN1C1	8.09260209167599	17.8954280261535	1.14491548492959	0.00315872419946129
SEPN1	17.2802696275017	41.6563736574784	1.26941152453051	0.0209084964509495
MTFR1L	58.0041371582011	87.4433475240791	0.592192827152882	0.0350523060753868
PAQR7	3.97091400745685	7.25197253278067	0.868902342043197	0.00417758269184085
STMN1	67.2879611297013	43.8528253945328	-0.617678610090287	0.0601981438395268
PAFAH2	16.533551331009	24.9021811088417	0.590875467050269	0.0008066752101168
PDIK1L	9.02210987557216	10.4789448455257	0.21595669405351	0.527499074157954
ZNF593	60.9607210686693	56.673454841548	-0.105206815202841	0.235493530783249
CNKSR1	4.72420306799581	6.94796108569058	0.556518694047209	0.0413383627517012
CEP85	32.647929643556	27.2151184645229	-0.26258319072221	0.321564183013981
SH3BGRL3	686.510683529099	1448.8344224215	1.07753865138101	0.04723767468325
UBXN11	140.882333084423	174.877839962824	0.311856780251161	0.438735083420946
CD52	366.706940289978	333.151302776261	-0.138450035507909	0.437351571584338
AIM1L	0.277108066196239	0.480380433558104	0.793728683530145	0.0348147001722805
ZNF683	7.61707913157321	1.66469570332937	-2.19397939836194	0.31344917058187
DHDDS	44.0968559032466	22.6805755443485	-0.95921854488484	0.00184627164146338
HMGN2	358.2427372275	453.4963830561	0.34015358776557	0.0352248302017919
RPS6KA1	40.943114746238	110.533823134702	1.43279513441645	0.0365222001245563
ARID1A	54.8971287702875	67.1172813784945	0.289953584458836	0.131932378020152
PIGV	8.44659664525642	11.9517626041035	0.500781333495004	0.0161717932053487
ZDHHC18	68.0214490362407	62.6914381005367	-0.117721314949229	0.422616535203161
SFN	0.330789060747548	0.172316846158633	-0.940847774911659	0.0284586385738792
GPN2	42.7854921559699	35.2598898346442	-0.279093718678041	0.15861759968973
GPATCH3	52.8062237758278	35.2425290003908	-0.583390520952962	0.00280695309487398
NUDC	183.120637143338	133.985509060628	-0.45071741040235	0.0207339089961966
KDF1	4.18475156366472	3.74618680583486	-0.159719134554516	0.550191078584503
TRNP1	3.20071336613054	0.591265545480399	-2.43651536960305	0.0146993039432049
FAM46B	0.153391230303455	0.0469698367755413	-1.70740951809381	0.213015512320583
SLC9A1	32.1164095282794	16.4314578294837	-0.966850130429789	0.00108718973125004
WDTC1	52.1628525635822	62.7706312610515	0.267066951089757	0.180391338480366
TMEM222	100.995674206792	71.739530263073	-0.493453297607041	0.00156725004925251
LOC644961	1.52146180941407	1.29370991522251	-0.233943958547273	0.526029190827021
SYTL1	63.427983132198	89.4606077942822	0.496133091599316	0.00796127730404146
MAP3K6	1.89765542991188	8.96490709774458	2.24007057642014	0.000215170478298976
WASF2	98.9152842489742	88.4347687093843	-0.161579775229476	0.222412547831987
AHDC1	24.1947777551193	11.5074375315249	-1.07212907630761	7.17854830544948e-05
FGR	204.045978507148	17.5193777152602	-3.54187084042166	0.0616001157772072
IFI6	124.123995242109	309.036674160497	1.31599601705852	0.230750891683676
FAM76A	26.9628921583571	21.7398485247467	-0.310633366400097	0.0785869421615174
STX12	42.4636213234942	35.0849168994399	-0.275376465088938	0.0302832854891061
PPP1R8	62.5856571360549	51.8713514425938	-0.270894112314797	0.0794587922364853
THEMIS2	47.2353592415226	115.483020707171	1.2897416144245	0.0509002695962971
RPA2	73.288481983697	72.1214401615131	-0.0231582766468382	0.945632800046668
XKR8	26.3606324282644	33.8185774580177	0.35943099259012	0.00493982632959939
EYA3	16.8456844653865	17.9459516472519	0.0912793806544636	0.397962439340288
PTAFR	1.71923153102091	66.3331597000776	5.26989449602605	0.0400096684208675
DNAJC8	180.840537978625	169.586887584942	-0.0926934892189898	0.347506362329954
ATPIF1	76.2130689127438	130.023386514276	0.770660819943448	0.00136210135419086
SESN2	43.4090754387138	13.567384464811	-1.67785407200568	0.0149740156301771
MED18	27.7827690320692	32.6969667818534	0.234966410691389	0.235402785382967
PHACTR4	25.5148287621427	24.5774398153491	-0.0540013186163414	0.637018330879185
RCC1	30.9178658388347	28.582740074368	-0.113296511567543	0.265851688800083
SNHG3	66.0151288267426	52.4397769601043	-0.332135138418169	0.136865931051008
TRNAU1AP	65.3878721916028	48.1633235578505	-0.441088126698344	0.0520062339007144
SNHG12	302.872749338563	162.78293120227	-0.895762346951305	0.0237465103533953
SNORD99	118.00512060867	32.7995780342686	-1.84710030412318	0.00208009466002734
SNORA61	144.499171604444	78.6918627043357	-0.87677485828248	0.0933959571151336
SNORA44	145.58747511833	77.8636260215687	-0.902864809858942	0.00132790317947009
SNORA16A	80.3644129939874	51.0209775877222	-0.655466245964015	0.105077498848096
TAF12	60.9876790368165	50.6361720369144	-0.268349468475233	0.0201343585681518
RNU11	16.2701179147299	3.97896573853837	-2.03175932505622	0.0175799910007351
GMEB1	15.4979076164676	13.0616993444609	-0.24673084372393	0.0175979549045448
YTHDF2	75.4193292789205	64.3438112679396	-0.229132926850299	0.0360900829309015
EPB41	41.9531229416494	67.9270293007142	0.69520755399348	0.0986762458689055
SRSF4	198.275394553616	157.776681128204	-0.329621658527164	0.0761712363875334
MECR	11.5750667609052	8.46527395181936	-0.451391852214606	0.126592679311849
MATN1	0.462329580631815	0.35910948646255	-0.364497906958468	0.134733338553465
MATN1-AS1	8.40478242807981	11.7269401339589	0.480544247048775	0.0438294948006809
LAPTM5	683.153952117495	523.337957942825	-0.384467831525403	0.0169862902991636
SDC3	1.60789350225031	0.49132584895412	-1.71041980647226	0.00398602439593178
PUM1	62.1189289207757	50.0502231997664	-0.311656451622146	0.0022048271286361
SNRNP40	103.625009220161	83.4558798700999	-0.312286626966673	0.00433436191653696
ZCCHC17	63.1132368595893	42.1613971155428	-0.582019941317339	2.14366836826679e-05
SERINC2	7.04393013838269	2.65219051040027	-1.4091961907157	0.0961920560505922
PEF1	86.0106388068191	66.5968090227913	-0.369062067920415	0.00219893975386201
BAI2	0.669809315428223	0.7349244623162	0.133845532572689	0.559220516354697
PTP4A2	95.9170405928333	152.830057975565	0.672069262599491	0.00371023349149197
KHDRBS1	124.669999839746	111.241288490885	-0.164421981344572	0.330101364064356
TMEM39B	22.3677884727105	27.3264779174797	0.288876901677917	0.0465608741413245
KPNA6	44.9201004289006	41.9987081277366	-0.0970162016593678	0.096085048438267
TXLNA	47.5956771016256	49.35739003679	0.0524355623451847	0.598846324046115
CCDC28B	11.6538164163553	13.2156289654709	0.181442599079185	0.235492735689697
IQCC	7.64462914388556	7.36485367298877	-0.0537896536174942	0.0423063128832272
TMEM234	32.3180471135547	24.2995439249536	-0.411410786494529	0.111872023261408
EIF3I	224.510692225737	231.314162650064	0.0430694460922138	0.32681558761821
MTMR9LP	0.85610792882577	8.78438620552769	3.35907689123547	0.0111721736450447
FAM167B	0.932400648417721	8.39213816809302	3.17001651775926	0.00159692328326338
LCK	28.9880176869135	141.766823024439	2.28999136062141	0.000389884833346531
HDAC1	192.918067361955	241.947351246593	0.326704882710578	0.0121302617630111
MARCKSL1	397.772500425082	73.1385706602215	-2.44323920282348	0.000134397788898882
FAM229A	53.7820288285463	70.784781261515	0.396315034734033	0.148819305422026
BSDC1	109.86328916818	92.4564715769312	-0.248863179022829	0.0461351607237076
ZBTB8OS	53.5594017684718	71.7703366136619	0.422247840606553	0.00945611289676524
RBBP4	33.5865473566443	41.4365014697496	0.303018703355754	0.254403724022083
KIAA1522	2.53587437963698	2.34382201062257	-0.113620264088957	0.453048383426679
YARS	124.447752911815	62.5507478358556	-0.992441142574982	0.00165888756747944
S100PBP	13.1227261251166	23.3280429450145	0.829997823006052	0.00761500575670017
TMEM54	0.575559496827262	0.377113111468619	-0.60996775959337	0.43080069768024
RNF19B	62.7584689372369	39.3711895980202	-0.672669852487094	0.00108784119530893
AK2	30.9861266237447	42.4522016718667	0.454216953131846	0.0490951867458013
ADC	4.85907617643128	6.25935939241109	0.365332963629549	0.00266768339163895
TRIM62	37.4381978960345	24.8908776635448	-0.588893890546314	0.0282052857480593
ZNF362	21.4312033227188	34.4762510624413	0.685890047748366	0.018065488148359
A3GALT2	0.73975765327706	0.297342401888434	-1.31492750670994	0.0305846277985155
PHC2	59.6484931562117	44.41947411573	-0.425293380082066	0.00584348525854011
MIR3605	7.78733187297414	4.88025210473659	-0.674173434306467	0.0921923387786155
ZSCAN20	2.27088993223166	2.19823551371753	-0.046911820272356	0.815443503638171
SMIM12	18.9530917835652	15.6551169945925	-0.275798921688808	0.0361270337068348
DLGAP3	1.57357673748412	0.962488533601707	-0.709206276546895	0.0176156034573343
LOC653160	16.8627583206091	19.1598609900134	0.184246549978973	0.560049645359724
