KB528_6Hr_RPMI8226	KB528_24Hr_RPMI8226	LOG2_FOLD_CHANGE	P_VALUE
PIK3CD	0.495326511758771	2.0981094490227	2.08263819217406	0.0036616762986907
PIK3CD-AS2	10.8933763523268	13.5902623488698	0.319122126303294	0.0286360135181382
CLSTN1	103.556194488474	111.755564461865	0.109932812178837	0.150189763989982
CTNNBIP1	11.5320766265579	16.2503706433068	0.494820295761691	0.0267286172412394
LZIC	45.0553496886578	48.1860710580384	0.0969177570782175	0.0204900271047067
NMNAT1	5.11276631562476	6.70875416304223	0.391940790613115	0.013133612444346
UBE4B	49.5509414654266	52.6556934557245	0.0876770638930155	0.252086778422077
KIF1B	6.49055540730088	8.8830533306322	0.452713715430988	0.0036149925051311
RNU6-2	0.943682031506023	0.776268783488402	-0.28174456041228	0.623735822567078
PGD	361.149104691698	308.18489350933	-0.2287984477585	0.0103264462277734
APITD1	6.95430309167558	7.5297023092404	0.114686882426336	0.273955186483883
DFFA	50.1714072691502	55.1457985291635	0.136385568209737	0.00378628190173236
PEX14	39.8184953572759	41.1595318424471	0.0477878665937012	0.57025256251477
TARDBP	108.277050976552	116.042906414062	0.0999308347878109	0.0325945702737009
SRM	1289.23498782347	764.091425618661	-0.754698070440935	0.00609655314830989
EXOSC10	132.838606413203	99.6490070225384	-0.414747158816102	0.0201179891432633
MTOR	50.1464568296838	48.7899092110231	-0.0395649700588029	0.623025654283196
UBIAD1	47.4944396309924	34.5008806607064	-0.461125432871729	0.0171919448022774
PTCHD2	0.811163689650483	0.370268633961461	-1.13142073230179	0.0462566342590586
FBXO2	0.631434286191804	1.51011573648223	1.25795461843885	0.00741951046430489
FBXO44	2.88842730838947	5.35576067643429	0.890807307349737	0.000246840693261167
FBXO6	0.590342666988828	1.68922763158698	1.51673922998485	0.0298805976111625
MAD2L2	176.569262056942	199.011612901618	0.172618404408306	0.0342110796672601
AGTRAP	55.1202815766293	60.1961394051759	0.127087706803242	0.032231890248646
MTHFR	9.93342458809232	11.7063346494341	0.236926343206474	0.0159798891671942
CLCN6	8.64035036208113	9.98935142668893	0.209301197794354	0.146130034676408
NPPA-AS1	1.40391142634909	1.34857386421393	-0.0580173748147402	0.802461971979205
KIAA2013	200.070538914665	195.387828345192	-0.0341681433629499	0.487506457038461
PLOD1	136.215796763968	205.586614241897	0.593852313151371	0.00250546628940578
MFN2	132.156974369351	89.8298355047626	-0.556985965734819	0.00408303740101532
MIIP	78.9879847911305	64.6987807548653	-0.28789469034623	0.00501827841727625
TNFRSF8	27.603333687189	18.6636973226407	-0.564607697701817	0.0193523713372404
TNFRSF1B	23.6704822079641	38.8154592930091	0.713542262162482	0.000559193142707178
VPS13D	5.92190437513352	7.49345940172579	0.339570706966276	0.0238889166718901
DHRS3	17.0462077629634	47.9729659196677	1.49277081529271	0.00171967541296353
PRAMEF11	1.07805064867826	8.09483728782432	2.90857712160599	6.88833474553764e-06
PRAMEF2	0.288329995701916	2.18310187991227	2.92058662189101	0.0142725985829617
PRAMEF4	2.48496470690834	18.985031540293	2.9335651287947	2.7838986128054e-05
LRRC38	0.186871098072041	0.544964776642251	1.54411952978138	0.0896378167254152
PRDM2	17.2096324737935	14.5459410749471	-0.242599650616948	0.0270548598073941
KAZN	5.29483992104976	4.58727082318188	-0.206950984134297	0.0208012806904307
TMEM51-AS1	0.0905582950883176	0.694916178149534	2.93992026586594	0.000831711755947906
TMEM51	6.89068366392219	11.0505644539028	0.681401030070879	6.19181653151456e-05
EFHD2	116.945021233447	109.450121738128	-0.0955568831388286	0.194287507723338
CASP9	10.3386469046782	12.6433464376045	0.290330984383173	0.00217520854099367
DNAJC16	9.36523473516205	9.27057951793886	-0.0146556286702375	0.753892390493229
AGMAT	22.2900354496851	20.381007210698	-0.129173561104373	0.0505237652603822
DDI2	14.9902283812192	10.8656915352062	-0.464242367192629	0.00913545106781424
RSC1A1	13.4061008734674	9.52136345614268	-0.493649607578674	0.00833249950226383
PLEKHM2	79.6291142556033	71.394164503123	-0.157489851595388	0.00950705636761183
SLC25A34	0.68991123920573	0.486824694071522	-0.503008413063087	0.147755021869381
UQCRHL	17.8064544658225	20.8946090838159	0.230730484954239	0.254690476166386
FLJ37453	4.71306118329444	7.16541248283833	0.604385346767658	0.00363519801753831
SPEN	45.2987323336225	28.7270894295518	-0.657058848270806	0.00167714235275382
ZBTB17	36.1330521198093	34.4336631678298	-0.0694994550281912	0.52667329163427
FAM131C	0.905763985807081	0.730127314671147	-0.310987124005614	0.0208839290998679
ARHGEF19	11.1022046304847	10.1842721364008	-0.124503314046475	0.137400845437544
RSG1	13.2173848310379	20.3268036848563	0.620946618597258	0.00218706400669277
FBXO42	13.5742446124056	13.6166757192083	0.00450262045608417	0.948246648799685
SZRD1	118.124419562501	136.987843244699	0.213740629062129	0.00607917072716239
NECAP2	57.5190759595011	87.9041420206394	0.611890647236596	0.00119710492376042
CROCCP3	1.74412032061765	3.00551993258914	0.785115018121055	0.000600117316242632
NBPF1	4.38610921075513	3.98663974360275	-0.137768493708449	0.345761693573577
CROCCP2	63.314144529669	73.8801277809593	0.222658524421128	0.0355719170737676
MST1P2	1.6000227931007	3.45793737032065	1.11181928217587	0.000402754281622067
CROCC	13.6411377000387	22.3454783980813	0.712018958732979	0.00379566070562697
MFAP2	0.671755597996049	1.44858609475264	1.10863708785216	0.00914208048828315
ATP13A2	52.9127453008156	62.5517753973165	0.241435560940704	0.0317247235659634
SDHB	278.323854561973	251.788744221926	-0.144550773052308	0.0218711726570242
PADI4	2.56188185818141	2.12991565402995	-0.266407647001918	0.13300152969208
RCC2	238.128144442297	250.292879168523	0.0718791036632519	0.279712847084761
ARHGEF10L	1.89360402960574	4.93123280324895	1.3808136827501	0.00622153867516334
ACTL8	80.7514054179208	51.8798325201995	-0.638313546802962	0.000491629725110375
IGSF21	8.09612538940696	4.58415661583289	-0.820575300041312	0.0104181915143905
ALDH4A1	15.5692812529401	18.551053949512	0.252798808913732	0.0716565453949197
IFFO2	12.5187404837763	10.2410862773299	-0.289720668496738	0.0316026102988889
UBR4	52.2381235458433	54.2232061632848	0.0538073462636994	0.523987427700819
EMC1	68.0996515877903	64.1106309180038	-0.0870838106539345	0.166508049132802
MRTO4	194.817615507046	130.085344538437	-0.582665695861462	7.11426914906871e-05
AKR7L	0.463722174215721	0.878267905029973	0.921400368619425	0.00674401045440443
AKR7A3	2.08411119355666	2.20965587101441	0.0843894518671422	0.461262709286142
LOC100506730	3.04337350974909	3.56874148024072	0.229743991261724	0.402931632339099
AKR7A2	96.4901411802905	119.114228255626	0.303892305595851	0.000959787005667995
PQLC2	6.20935712701971	8.61002128939276	0.471572895154259	0.000942996297816163
CAPZB	148.211987221384	176.471657370872	0.25177435886598	0.00232500971019153
MINOS1	69.7297609172165	74.6335292698158	0.0980493748324003	0.015036690486476
RPS14P3	2.74928890162046	1.42696816963381	-0.94610536254174	0.00110446891837651
TMCO4	7.68432552814514	15.1410651588753	0.978476159305826	2.82242512744144e-05
OTUD3	6.89673882361752	5.1750930401842	-0.414329533327587	0.0119001513496158
MUL1	83.4369621285772	49.6148587115573	-0.749914386276185	0.00211676840749861
PINK1	17.4666836463671	31.8501056991878	0.866692446767962	9.72832502528301e-05
PINK1-AS	6.91794776509213	5.27198748644819	-0.391997174506953	0.0393792101486556
DDOST	572.927498047389	539.933466249839	-0.0855709416347115	0.123530650443232
HP1BP3	158.897402203193	176.614002004076	0.152504186348375	0.0219604123040013
EIF4G3	22.3417148552768	30.7470041870539	0.460705924088817	0.00301221506484225
ECE1	32.4488034469692	31.2441016522365	-0.0545814201473293	0.532076487751987
LOC100506801	0.422456089158649	1.46759169577668	1.79657734837627	0.0121680565145393
NBPF3	5.476042869552	6.04173891810701	0.14183010130686	0.114862561415797
RAP1GAP	0.542483302072693	1.20141092965124	1.14707905730786	0.0186387832751167
USP48	35.7747392291358	44.627979813694	0.319007250386615	0.0070433534929953
HSPG2	0.408294221908294	0.764395533507028	0.904710197429074	0.00691848853601074
LOC101928043	1.04589952045864	2.66083072214169	1.34713247272928	0.0392834076336855
LINC00339	17.3963651676787	38.3498540898798	1.14043519080868	0.00013658080797505
CDC42	138.478778510806	139.66747454605	0.0123311840220072	0.661752046566337
ZBTB40	17.4169443968434	16.5060549230375	-0.0774961958477717	0.393896962398804
C1QA	0.64313823159304	0.251963782803362	-1.35191247748667	0.0532100680735666
EPHB2	2.77787986544367	2.15515609843167	-0.366191840832147	0.0638482389875191
KDM1A	90.9640604685163	128.514400823221	0.498561471228878	0.00206752111703491
LUZP1	7.56293740579388	5.87949218523677	-0.363255124456483	0.0017372199789803
LINC01355	3.15847527217835	6.19017540923928	0.970752013908833	7.64460392647588e-05
HNRNPR	109.250452078995	94.1972540206634	-0.213882340596873	0.00363051168696865
ZNF436	6.15518705378688	5.34089752435424	-0.204720496780226	0.0116017282502369
ZNF436-AS1	2.7409175821473	3.91320164884759	0.513690507021185	0.032789574898718
E2F2	61.3385644787718	59.1085329184867	-0.053427990106107	0.550065358759019
ID3	6.24521151131181	39.5299644720749	2.66212431990272	0.000174656767543652
RPL11	4023.83020512193	3964.84548356717	-0.0213047856850652	0.503803439608213
TCEB3	57.5672225465587	43.3056515417669	-0.410692293954339	0.0034988745656805
TCEB3-AS1	12.1304441289168	28.2675603026764	1.22051500094391	5.87098878868296e-05
PITHD1	178.755984272562	92.8268770176507	-0.945377052587497	0.0027590411542786
LYPLA2	173.17933591126	189.238806069955	0.127941168647395	0.00880636954108605
GALE	31.2516214659785	43.3961469651209	0.473635910264907	0.000105875973167019
HMGCL	12.7119184550695	35.0299366191706	1.46240660265617	0.000510263943082611
FUCA1	21.978097368254	27.6901631697078	0.333307056712659	0.0108284934649485
PNRC2	132.263013380924	112.894990971075	-0.228428199630464	0.00177399392901718
SRSF10	27.1980024179605	24.8053321413595	-0.132850420388367	0.0160031522072023
IFNLR1	3.65717197568303	5.65789065798518	0.629535826193407	0.0146374505470032
GRHL3	0.151109331660949	0.0837089461460174	-0.852139036078164	0.194443010282712
STPG1	2.6022924804067	5.51193687806337	1.08277624607538	0.000601196255811651
NIPAL3	22.8404274914864	30.5176656646758	0.418054959733393	0.000131009539985094
RCAN3	0.918519058813046	2.24944512477358	1.29218761082916	0.00441443094039281
SRRM1	84.2902583346767	69.6502896679801	-0.275236551574395	0.0338877783454305
CLIC4	45.0384421661222	53.8839920903813	0.258699812432855	0.000348196614274154
RUNX3	50.0720486313904	37.5448532223313	-0.415390330887988	0.0339311896944188
SYF2	70.7865282270591	62.5969575556889	-0.177382280683849	0.0059593957532586
RSRP1	128.556487583602	113.758036762399	-0.176433945158591	0.0309111362263629
TMEM50A	102.137314178691	117.479147499048	0.201894674439098	0.00472989934754977
RHCE	1.64282054405218	3.84708077194629	1.22758922631261	0.00402175630460163
TMEM57	44.2059031684806	25.9585128089131	-0.768031304954829	0.0074603188984909
LDLRAP1	49.1490003585653	53.4010999984716	0.119707386110353	0.259481150431836
SEPN1	1.76864795434282	4.97642186289985	1.49246188009013	0.000117870860073254
MTFR1L	17.0756190976816	25.4089991273263	0.573401661904257	0.00760597466323281
AUNIP	17.83962768766	17.1986805991742	-0.0527876140994916	0.368515028231331
PAQR7	1.42278536048898	3.38322033527598	1.24967910178695	0.000696212015132867
STMN1	149.774196783639	212.517004680765	0.504789187444597	0.00103827631296802
PAFAH2	14.6862333172502	12.27823751333	-0.258360941994584	0.0115090086052892
PDIK1L	12.8967059931342	12.5631947754278	-0.0377992442717963	0.601666015822934
ZNF593	188.081520682169	142.065494867133	-0.404801916010743	0.00181644082143805
CEP85	51.9991759781402	49.7745766807737	-0.0630797150292115	0.381225107418483
SH3BGRL3	131.756431331439	161.208935446393	0.29105832659127	0.0396984305633961
UBXN11	47.8003845316694	46.974729946727	-0.0251373563054759	0.763039007828452
DHDDS	40.8750125116152	30.77203630288	-0.409599256754046	0.00530317461701572
LOC101928324	0.810705932222108	2.97560270462316	1.8759313091714	0.0837534196004847
HMGN2	906.202992552038	873.608970939104	-0.0528465839485012	0.129148650283619
RPS6KA1	40.1422190527471	56.5298499416003	0.493892496607689	0.00378880853365009
ARID1A	65.3077282219183	61.647273524313	-0.0832166339708748	0.37423209310029
PIGV	13.3017179577674	25.3246295882946	0.92892858128441	0.000143043373442202
ZDHHC18	45.2717157240929	33.7427431844989	-0.424032718205625	0.0185392913434301
SFN	14.9788968717347	14.5766140212487	-0.039275742500672	0.649800059280217
GPN2	72.8165568963208	68.2860478261167	-0.092675687261558	0.227822801128593
GPATCH3	28.6424973891548	18.322835859253	-0.64451447987541	0.00229249478658095
NUDC	343.952326700968	303.890001582041	-0.178659406032163	0.0390825413065049
KDF1	10.2927665208083	13.4326357356645	0.384111610155916	0.03189450639193
TRNP1	2.34836221071345	3.60955279206796	0.620165158047832	0.00691894541809548
SLC9A1	19.0635199669861	11.4147103742252	-0.739920274525055	0.0155293769318442
WDTC1	33.1470416372605	56.8308445544526	0.777794039200088	0.000233348860105606
TMEM222	75.6077350488399	44.5061625602541	-0.764528723755575	0.00274664258183599
ACTG1P20	1.8348553233933	1.38022215283836	-0.410765818595707	0.149962124821246
SYTL1	20.5934022435994	28.0056614468221	0.443536304886143	0.00276221075681794
MAP3K6	6.42229079610998	12.8641514083069	1.00219639622632	0.000411524811687216
GPR3	5.00982718815304	5.02966351395159	0.00570104738349973	0.972206673237177
WASF2	93.2338314586757	96.0605884652982	0.0430910905598717	0.467432567139697
AHDC1	3.62941045154095	3.70198375393187	0.028563342962158	0.80314629235271
IFI6	46.8281439044751	58.6816470393702	0.325533508191019	0.000379902468517161
FAM76A	8.6730498606674	8.64663284988741	-0.00440097207771245	0.924612892898871
STX12	21.0435478651358	22.9372483671971	0.12431437273512	0.018866208155984
PPP1R8	92.6547004613345	65.8187001140804	-0.493366633155818	0.000166400008119045
THEMIS2	9.7975416821878	8.38971101768374	-0.223798687462293	0.0912823805681396
RPA2	97.5176541858398	72.1554325049	-0.434555404183657	7.68010458794385e-05
SMPDL3B	27.5205646990104	34.9450354655481	0.344577437638988	0.00685431541324141
XKR8	14.1157829427536	8.09515665734585	-0.802178246273874	0.00218447369832941
EYA3	29.865466678987	23.0437594595462	-0.374102162015887	0.00220827831831509
DNAJC8	205.210169475587	205.291953430206	0.00057485357921569	0.982521252261054
ATPIF1	192.495357824202	233.980055686454	0.28156190611682	0.00302062346590036
SESN2	14.2258990021818	18.6793612076686	0.392925292780537	0.00678673213365005
MED18	25.7955048942889	31.1052880575495	0.270040182144607	0.00442216618284105
PHACTR4	27.9003411146664	25.6625754832827	-0.120616794966731	0.0953751284402341
SNHG3	134.138910284016	122.412450242812	-0.131977488919398	0.0477401363991152
RCC1	174.307281824288	112.113204052866	-0.636676639914581	4.60229249398617e-05
SNORA73B	92.838809993431	52.770264613723	-0.815002812488291	0.00147069427574195
TRNAU1AP	29.8912914761353	28.997461360881	-0.0437986288794688	0.373555140503251
SNHG12	148.259207972952	75.3387803414518	-0.976657126572183	0.00167909340718477
SNORD99	30.3836552319183	11.4098443586963	-1.41301632820074	0.0105427842590308
SNORA61	75.4874610233544	40.5416307501907	-0.896832901890657	0.00390476138872054
SNORA44	31.4693439381534	15.7435127069589	-0.999189629950583	0.00458645399658096
SNORA16A	35.0632016720887	15.2473568942649	-1.20139856130548	0.0149729938229396
TAF12	47.9118828337725	44.8261798461863	-0.0960419533842411	0.0783115677197929
RNU11	2.78843526260467	2.35235811255571	-0.245348070817496	0.682964203522739
GMEB1	15.5248108652823	15.5664176761997	0.00386128039486769	0.926605148092294
YTHDF2	111.42198901064	79.8914162804273	-0.479921565020711	0.00379325557274222
EPB41	46.6535498320614	59.2449690885068	0.344705790931163	0.0187022944915645
SRSF4	174.202711492449	142.8698392683	-0.286065693407234	0.0223281554178593
MECR	40.4613496003019	39.1583859543098	-0.0472231416214003	0.429097207399337
PTPRU	1.28145821077895	2.10097796530535	0.713274599220265	0.00211369482159922
MATN1-AS1	1.05661803027562	2.09975793521216	0.990769086808683	0.0201633092239507
LAPTM5	369.278130399875	359.950021049266	-0.0369112222706954	0.455257541174036
SDC3	0.81655450905572	1.30449124427987	0.675866159696434	0.0538337296778538
PUM1	58.5422638993362	51.3512977140607	-0.18907780178386	0.041395205785612
SNRNP40	133.826137456835	106.153013579855	-0.334214586387846	0.000963089961406446
ZCCHC17	58.6054032484417	55.355018758349	-0.0823195583166287	0.164819735167175
SERINC2	10.6728416951045	20.9918846029997	0.975887342521059	4.57034876957408e-05
PEF1	93.0178416179557	81.8195985972359	-0.185061004561213	0.00478904316944556
COL16A1	1.75112904173166	1.76354924592327	0.0101964618755835	0.95862875220479
ADGRB2	1.30883738311044	3.34987509604899	1.35582144368351	0.000960809357928733
PTP4A2	112.767975351323	109.251963725904	-0.0456982077708469	0.317133110456835
KHDRBS1	149.547902548899	220.278849822575	0.558723304246913	0.000437807523620978
TMEM39B	49.0584905566098	37.1784738145608	-0.400035296902959	0.00517328644977249
KPNA6	36.8142819897273	37.1127758976076	0.0116503492270205	0.858373858462796
TXLNA	87.127361210891	73.1887796570359	-0.251503359134395	0.0480612430572705
CCDC28B	7.52379620367891	16.3800628755846	1.12240821847169	0.00228269592406565
IQCC	16.8260372284656	14.0158707171719	-0.263634068783235	0.0420306102603563
TMEM234	19.1150830029321	18.4800779769764	-0.0487406205226709	0.535851213332775
EIF3I	623.493099817831	604.09225048591	-0.0456047145953277	0.320726594031443
MTMR9LP	1.00364522313756	6.06717771229643	2.59577618607747	0.00011878919683923
FAM167B	0.631653200868249	2.64661871343556	2.06694577501962	0.00489216066886367
HDAC1	160.195740326414	195.431761961834	0.286829169677092	3.58932919739932e-05
MARCKSL1	107.623788792703	138.261279814066	0.361400183610378	0.00697797707283768
FAM229A	20.6972133966416	17.4154752543617	-0.249066697727015	0.305586678997634
BSDC1	43.7680086397546	39.0394156366002	-0.164945287608268	0.0241217008307431
ZBTB8A	1.09583555302548	1.50182169590908	0.454682222785442	0.0101717329749811
ZBTB8OS	50.3516723458667	52.5553712752273	0.0617985226377685	0.256139544201787
RBBP4	105.412413556391	104.052577693133	-0.0187320659745089	0.600291909522128
SYNC	2.55038517572705	3.38347302889172	0.407789739544642	0.0308294250197347
KIAA1522	20.3034439899713	40.2605867064333	0.987643729795993	0.000125521188591204
YARS	201.3739731029	198.825956584146	-0.0183711200106655	0.744864564989163
S100PBP	16.2991864142027	29.5494539686702	0.858331518646971	0.00017755823743935
TMEM54	1.62345134302918	7.30733289419143	2.17028078671367	0.0325678391219159
RNF19B	25.6378658554188	15.4989543842848	-0.726105284944345	0.000770600646034516
AK2	129.642833655097	116.450085552523	-0.15483076021799	0.00208834584160167
TRIM62	8.05683050480292	8.40256596115037	0.0606175576896385	0.461397395618414
ZNF362	3.03434051278507	10.4913322248604	1.78974298925648	0.000978893529398628
PHC2	30.8139304935309	31.4622957273708	0.0300412264103906	0.547534627191327
LOC101929464	0.997323329338429	1.91711573677963	0.942804232385182	0.0201212472456731
ZSCAN20	1.87779761157096	1.51739255775347	-0.307447211188843	0.0480442793820078
SMIM12	26.1330272375021	20.1301749037211	-0.376514548085943	0.000763577959428202
LOC653160	0.674098186356649	1.20618937825146	0.839425787116349	0.000735447048578694
ZMYM6NB	7.71240156953935	18.0453236007988	1.22637293791674	0.00014449873027645
ZMYM6	8.42846547517102	8.89362329999461	0.077501307474605	0.582405382835879
ZMYM1	0.29039123494387	0.952117853715931	1.71314225399453	0.00154386868758727
SFPQ	510.186898452541	246.502092725324	-1.0494259564719	0.00205661455175658
ZMYM4	19.7217177330211	24.8933984186086	0.335977985025369	0.00257584505877008
KIAA0319L	23.5186695340604	37.0869036516814	0.657103375393392	0.000117776383898819
NCDN	80.7904999432811	59.4439660912841	-0.442655282738679	0.0136033869702195
PSMB2	122.279420835291	98.8510967840943	-0.306852745855089	0.00470450801575718
C1orf216	14.1010428995505	19.5019056312565	0.467813237091747	0.000776303392637016
CLSPN	29.6435436126484	20.858795600816	-0.50706206066048	0.000580585045295333
AGO4	1.87389062292343	5.59913632977577	1.57916756091133	2.13582492624222e-06
AGO1	14.8821638407768	14.7481076421111	-0.0130544556599541	0.886889162568732
