GENE_ID	locusLine	bin_1_NCI-H929.jin.bam
1_MACS_peak_177_lociStitched	chr1(.):8661724-8665026	1.2911
1_MACS_peak_178_lociStitched	chr1(.):8760511-8763854	1.9641
1_MACS_peak_179_lociStitched	chr1(.):8876519-8878637	5.207
1_MACS_peak_180_lociStitched	chr1(.):8908529-8909337	0.6774
2_MACS_peak_181_lociStitched	chr1(.):8916758-8921599	0.8722
3_MACS_peak_183_lociStitched	chr1(.):8933070-8940280	3.9628
1_MACS_peak_186_lociStitched	chr1(.):9106889-9107428	0.5518
7_MACS_peak_187_lociStitched	chr1(.):9121702-9148161	2.5449
1_MACS_peak_194_lociStitched	chr1(.):9160529-9161996	1.0296
1_MACS_peak_195_lociStitched	chr1(.):9170547-9174206	2.6967
1_MACS_peak_196_lociStitched	chr1(.):9187768-9190073	2.3785
1_MACS_peak_197_lociStitched	chr1(.):9222050-9226018	4.0088
1_MACS_peak_198_lociStitched	chr1(.):9240721-9243644	3.253
3_MACS_peak_199_lociStitched	chr1(.):9294137-9301109	1.4124
2_MACS_peak_202_lociStitched	chr1(.):9334831-9343814	1.4096
1_MACS_peak_204_lociStitched	chr1(.):9352310-9355219	1.9143
1_MACS_peak_205_lociStitched	chr1(.):9374446-9378793	2.1832
1_MACS_peak_206_lociStitched	chr1(.):9392313-9393588	0.7855
1_MACS_peak_207_lociStitched	chr1(.):9472739-9474193	0.8916
3_MACS_peak_208_lociStitched	chr1(.):9485323-9489785	0.9057
2_MACS_peak_211_lociStitched	chr1(.):9550697-9555915	0.2745
1_MACS_peak_213_lociStitched	chr1(.):9571193-9571878	0.6663
3_MACS_peak_214_lociStitched	chr1(.):9597922-9600578	2.3458
1_MACS_peak_217_lociStitched	chr1(.):9614988-9616462	1.6066
1_MACS_peak_218_lociStitched	chr1(.):9648747-9650007	1.8904
1_MACS_peak_219_lociStitched	chr1(.):9711737-9712818	0.8039
1_MACS_peak_220_lociStitched	chr1(.):9748886-9749847	1.2151
1_MACS_peak_221_lociStitched	chr1(.):9776908-9778488	1.3463
1_MACS_peak_222_lociStitched	chr1(.):9846716-9848801	1.8998
1_MACS_peak_223_lociStitched	chr1(.):9882996-9884430	3.0651
2_MACS_peak_224_lociStitched	chr1(.):9969529-9971451	1.3995
1_MACS_peak_226_lociStitched	chr1(.):9997163-9997870	0.4462
1_MACS_peak_227_lociStitched	chr1(.):10002548-10004311	2.1633
1_MACS_peak_228_lociStitched	chr1(.):10092786-10094009	3.4919
2_MACS_peak_229_lociStitched	chr1(.):10228605-10231773	1.3398
1_MACS_peak_231_lociStitched	chr1(.):10249181-10250874	1.3853
1_MACS_peak_232_lociStitched	chr1(.):10269713-10272458	4.9332
2_MACS_peak_233_lociStitched	chr1(.):10277227-10278978	0.6225
1_MACS_peak_235_lociStitched	chr1(.):10302483-10303896	1.4274
1_MACS_peak_236_lociStitched	chr1(.):10310277-10314827	3.4821
1_MACS_peak_237_lociStitched	chr1(.):10458283-10460119	1.6105
1_MACS_peak_238_lociStitched	chr1(.):10490021-10491590	2.8335
2_MACS_peak_239_lociStitched	chr1(.):10504257-10505612	0.6114
1_MACS_peak_241_lociStitched	chr1(.):10516804-10518335	0.8323
2_MACS_peak_242_lociStitched	chr1(.):10531760-10535860	0.9564
1_MACS_peak_244_lociStitched	chr1(.):10555265-10555981	0.582
1_MACS_peak_245_lociStitched	chr1(.):10838751-10839378	0.5917
1_MACS_peak_246_lociStitched	chr1(.):10854860-10855396	0.4795
1_MACS_peak_247_lociStitched	chr1(.):10999159-11001296	1.9526
1_MACS_peak_248_lociStitched	chr1(.):11072102-11073634	7.1248
1_MACS_peak_249_lociStitched	chr1(.):11118444-11123332	2.2873
1_MACS_peak_250_lociStitched	chr1(.):11152292-11152891	0.4611
1_MACS_peak_251_lociStitched	chr1(.):11159161-11160546	4.0604
2_MACS_peak_252_lociStitched	chr1(.):11286361-11288409	0.9534
1_MACS_peak_254_lociStitched	chr1(.):11321806-11322758	2.6169
1_MACS_peak_255_lociStitched	chr1(.):11332896-11335031	3.7208
1_MACS_peak_256_lociStitched	chr1(.):11412393-11413983	0.9572
1_MACS_peak_257_lociStitched	chr1(.):11538571-11539968	5.8174
1_MACS_peak_258_lociStitched	chr1(.):11582581-11583041	0.5064
3_MACS_peak_259_lociStitched	chr1(.):11623089-11630936	0.915
2_MACS_peak_262_lociStitched	chr1(.):11710581-11715461	0.4619
1_MACS_peak_264_lociStitched	chr1(.):11723964-11725290	1.8636
1_MACS_peak_265_lociStitched	chr1(.):11740365-11742020	3.1196
1_MACS_peak_266_lociStitched	chr1(.):11779634-11780058	0.4967
1_MACS_peak_267_lociStitched	chr1(.):11795968-11797034	0.9957
2_MACS_peak_268_lociStitched	chr1(.):11812135-11814049	0.9066
2_MACS_peak_270_lociStitched	chr1(.):11843681-11852928	1.1209
3_MACS_peak_272_lociStitched	chr1(.):11863074-11867006	1.5434
2_MACS_peak_275_lociStitched	chr1(.):11967610-11970541	2.5519
3_MACS_peak_277_lociStitched	chr1(.):11983776-11995425	0.8953
1_MACS_peak_280_lociStitched	chr1(.):12039703-12041239	3.5065
2_MACS_peak_281_lociStitched	chr1(.):12078886-12080332	0.7377
1_MACS_peak_283_lociStitched	chr1(.):12111525-12113082	1.69
2_MACS_peak_284_lociStitched	chr1(.):12221027-12228208	1.5198
1_MACS_peak_286_lociStitched	chr1(.):12289977-12290915	1.5321
2_MACS_peak_287_lociStitched	chr1(.):12493452-12497016	1.2027
1_MACS_peak_289_lociStitched	chr1(.):12508969-12509580	0.569
1_MACS_peak_290_lociStitched	chr1(.):12654991-12657422	2.0371
1_MACS_peak_291_lociStitched	chr1(.):12870060-12870876	0.6457
1_MACS_peak_292_lociStitched	chr1(.):12883306-12883843	0.5504
3_MACS_peak_293_lociStitched	chr1(.):12892474-12898860	0.8713
1_MACS_peak_296_lociStitched	chr1(.):12922632-12924036	0.6861
2_MACS_peak_297_lociStitched	chr1(.):12933227-12938519	0.403
1_MACS_peak_299_lociStitched	chr1(.):13868103-13868793	0.7209
1_MACS_peak_300_lociStitched	chr1(.):14026011-14027449	4.2274
1_MACS_peak_301_lociStitched	chr1(.):14056758-14058314	1.5656
1_MACS_peak_302_lociStitched	chr1(.):14074985-14076876	3.9937
1_MACS_peak_303_lociStitched	chr1(.):14366609-14367371	1.0099
1_MACS_peak_304_lociStitched	chr1(.):14714169-14714679	0.4107
1_MACS_peak_305_lociStitched	chr1(.):14924647-14925333	0.5569
1_MACS_peak_306_lociStitched	chr1(.):15151185-15151821	0.4361
1_MACS_peak_307_lociStitched	chr1(.):15161864-15163307	0.5779
2_MACS_peak_308_lociStitched	chr1(.):15202755-15208716	0.4018
1_MACS_peak_310_lociStitched	chr1(.):15250100-15251708	1.3145
1_MACS_peak_311_lociStitched	chr1(.):15342696-15343299	0.588
4_MACS_peak_312_lociStitched	chr1(.):15479872-15488841	0.6467
1_MACS_peak_316_lociStitched	chr1(.):15533310-15534507	0.7995
2_MACS_peak_317_lociStitched	chr1(.):15545606-15547620	0.6783
1_MACS_peak_319_lociStitched	chr1(.):15573543-15574180	0.5981
1_MACS_peak_320_lociStitched	chr1(.):15610744-15611920	0.7334
1_MACS_peak_321_lociStitched	chr1(.):15623687-15624304	0.6258
4_MACS_peak_322_lociStitched	chr1(.):15668036-15683900	0.7252
1_MACS_peak_326_lociStitched	chr1(.):15689063-15689645	0.5472
1_MACS_peak_327_lociStitched	chr1(.):15710521-15711709	0.8498
1_MACS_peak_328_lociStitched	chr1(.):15735469-15738442	2.4237
2_MACS_peak_329_lociStitched	chr1(.):15781650-15783095	0.8634
2_MACS_peak_331_lociStitched	chr1(.):15850088-15854028	1.9391
2_MACS_peak_333_lociStitched	chr1(.):15905026-15912063	1.5552
3_MACS_peak_335_lociStitched	chr1(.):15929332-15931527	0.9675
1_MACS_peak_338_lociStitched	chr1(.):15942895-15945240	1.8064
1_MACS_peak_339_lociStitched	chr1(.):16009964-16011883	4.4969
1_MACS_peak_340_lociStitched	chr1(.):16023358-16024251	1.2683
1_MACS_peak_341_lociStitched	chr1(.):16071126-16074689	1.6241
1_MACS_peak_342_lociStitched	chr1(.):16091714-16093096	1.0331
1_MACS_peak_343_lociStitched	chr1(.):16159401-16164264	5.9008
2_MACS_peak_344_lociStitched	chr1(.):16173177-16178796	3.4365
1_MACS_peak_346_lociStitched	chr1(.):16212289-16213384	1.1366
1_MACS_peak_347_lociStitched	chr1(.):16301724-16302891	1.7136
1_MACS_peak_348_lociStitched	chr1(.):16338499-16343780	3.2523
2_MACS_peak_349_lociStitched	chr1(.):16358139-16362850	0.322
2_MACS_peak_351_lociStitched	chr1(.):16379719-16385571	0.5443
1_MACS_peak_353_lociStitched	chr1(.):16399379-16400711	1.9933
2_MACS_peak_354_lociStitched	chr1(.):16488757-16494772	0.425
1_MACS_peak_356_lociStitched	chr1(.):16532267-16534559	2.8654
1_MACS_peak_357_lociStitched	chr1(.):16542976-16543957	1.1513
1_MACS_peak_358_lociStitched	chr1(.):16562596-16564645	1.5027
1_MACS_peak_359_lociStitched	chr1(.):16677832-16679684	2.3712
1_MACS_peak_360_lociStitched	chr1(.):16693368-16695088	5.0232
1_MACS_peak_361_lociStitched	chr1(.):16766621-16768016	1.1602
1_MACS_peak_362_lociStitched	chr1(.):16824504-16826356	1.2767
1_MACS_peak_363_lociStitched	chr1(.):16832242-16833072	1.3915
1_MACS_peak_365_lociStitched	chr1(.):16939173-16940574	1.8411
1_MACS_peak_366_lociStitched	chr1(.):16969943-16972480	4.8001
1_MACS_peak_367_lociStitched	chr1(.):16984594-16985920	0.9142
1_MACS_peak_368_lociStitched	chr1(.):16993178-16994428	13.5933
1_MACS_peak_369_lociStitched	chr1(.):17003552-17004499	0.5924
1_MACS_peak_370_lociStitched	chr1(.):17012176-17012862	0.766
1_MACS_peak_371_lociStitched	chr1(.):17022590-17024181	0.8909
1_MACS_peak_372_lociStitched	chr1(.):17066060-17067463	13.2528
1_MACS_peak_373_lociStitched	chr1(.):17074527-17075900	1.066
1_MACS_peak_374_lociStitched	chr1(.):17221420-17223253	9.4739
1_MACS_peak_375_lociStitched	chr1(.):17230133-17233362	10.8137
1_MACS_peak_376_lociStitched	chr1(.):17239831-17242082	4.5517
1_MACS_peak_377_lociStitched	chr1(.):17287088-17288003	1.3429
1_MACS_peak_378_lociStitched	chr1(.):17326261-17327141	0.6201
1_MACS_peak_379_lociStitched	chr1(.):17337723-17338574	1.0328
1_MACS_peak_380_lociStitched	chr1(.):17379699-17380847	1.5346
1_MACS_peak_381_lociStitched	chr1(.):17407159-17408258	0.823
2_MACS_peak_382_lociStitched	chr1(.):17763744-17768690	3.2643
1_MACS_peak_384_lociStitched	chr1(.):17813664-17816072	2.2061
1_MACS_peak_385_lociStitched	chr1(.):17865646-17867139	1.3544
1_MACS_peak_386_lociStitched	chr1(.):17895717-17896659	0.6952
1_MACS_peak_387_lociStitched	chr1(.):18017566-18018187	0.5308
1_MACS_peak_388_lociStitched	chr1(.):18529144-18531159	0.8965
1_MACS_peak_389_lociStitched	chr1(.):18609238-18610954	0.8559
1_MACS_peak_390_lociStitched	chr1(.):18816622-18817741	0.8632
1_MACS_peak_391_lociStitched	chr1(.):19119790-19121623	2.1545
1_MACS_peak_392_lociStitched	chr1(.):19228408-19229923	2.9947
1_MACS_peak_393_lociStitched	chr1(.):19252452-19255328	4.0034
2_MACS_peak_394_lociStitched	chr1(.):19276559-19284066	1.2713
1_MACS_peak_396_lociStitched	chr1(.):19535897-19538238	2.9143
1_MACS_peak_397_lociStitched	chr1(.):19577292-19579660	5.9084
1_MACS_peak_398_lociStitched	chr1(.):19637803-19639585	2.3513
1_MACS_peak_399_lociStitched	chr1(.):19810552-19813423	4.7957
1_MACS_peak_400_lociStitched	chr1(.):19821726-19823363	0.8077
1_MACS_peak_401_lociStitched	chr1(.):19831954-19832556	0.5294
1_MACS_peak_402_lociStitched	chr1(.):19922488-19924469	5.0474
1_MACS_peak_403_lociStitched	chr1(.):20085001-20085686	0.6973
1_MACS_peak_404_lociStitched	chr1(.):20102545-20103144	0.5412
1_MACS_peak_405_lociStitched	chr1(.):20125229-20127440	3.3071
1_MACS_peak_406_lociStitched	chr1(.):20208738-20209881	2.5468
1_MACS_peak_407_lociStitched	chr1(.):20406910-20408580	1.039
2_MACS_peak_408_lociStitched	chr1(.):20435383-20439870	0.4977
1_MACS_peak_410_lociStitched	chr1(.):20445571-20446191	0.8612
1_MACS_peak_411_lociStitched	chr1(.):20478319-20479006	0.9121
1_MACS_peak_412_lociStitched	chr1(.):20497559-20498246	0.6778
1_MACS_peak_413_lociStitched	chr1(.):20511277-20513305	2.8002
1_MACS_peak_414_lociStitched	chr1(.):20833758-20835143	1.6135
1_MACS_peak_415_lociStitched	chr1(.):20959781-20960739	1.4254
1_MACS_peak_416_lociStitched	chr1(.):20984250-20988738	2.3118
1_MACS_peak_417_lociStitched	chr1(.):21004848-21005418	0.5549
1_MACS_peak_418_lociStitched	chr1(.):21022815-21024051	2.1586
1_MACS_peak_419_lociStitched	chr1(.):21112234-21114684	5.155
1_MACS_peak_420_lociStitched	chr1(.):21348929-21349463	0.5476
1_MACS_peak_421_lociStitched	chr1(.):21502133-21504105	2.5934
2_MACS_peak_422_lociStitched	chr1(.):21616051-21624019	1.9268
1_MACS_peak_424_lociStitched	chr1(.):21650839-21652135	0.91
1_MACS_peak_425_lociStitched	chr1(.):21660231-21662113	1.1669
1_MACS_peak_426_lociStitched	chr1(.):21671026-21672722	1.9153
1_MACS_peak_427_lociStitched	chr1(.):21754448-21755222	0.6632
1_MACS_peak_428_lociStitched	chr1(.):21766329-21767433	0.8401
1_MACS_peak_429_lociStitched	chr1(.):22027032-22027721	0.5916
1_MACS_peak_430_lociStitched	chr1(.):22090658-22091265	0.5765
1_MACS_peak_431_lociStitched	chr1(.):22100218-22100834	0.5098
1_MACS_peak_432_lociStitched	chr1(.):22106562-22110405	4.9891
1_MACS_peak_433_lociStitched	chr1(.):22117202-22119252	1.5596
1_MACS_peak_434_lociStitched	chr1(.):22140441-22143078	2.3318
1_MACS_peak_435_lociStitched	chr1(.):22191189-22193626	2.0619
1_MACS_peak_436_lociStitched	chr1(.):22263266-22264728	1.5365
2_MACS_peak_437_lociStitched	chr1(.):22345137-22353515	2.0067
1_MACS_peak_439_lociStitched	chr1(.):22365373-22367581	1.2944
1_MACS_peak_440_lociStitched	chr1(.):22378405-22380382	5.7315
2_MACS_peak_441_lociStitched	chr1(.):22427081-22432292	0.3016
1_MACS_peak_443_lociStitched	chr1(.):22443985-22446435	0.9369
1_MACS_peak_444_lociStitched	chr1(.):22469508-22470176	0.4628
1_MACS_peak_445_lociStitched	chr1(.):22744894-22745606	0.6402
1_MACS_peak_446_lociStitched	chr1(.):22777713-22779427	1.9426
2_MACS_peak_447_lociStitched	chr1(.):22820702-22823754	0.8856
2_MACS_peak_449_lociStitched	chr1(.):22834061-22835748	0.8148
1_MACS_peak_451_lociStitched	chr1(.):23036532-23039755	2.9475
1_MACS_peak_452_lociStitched	chr1(.):23079584-23081627	1.7965
1_MACS_peak_453_lociStitched	chr1(.):23345874-23347114	4.2555
1_MACS_peak_454_lociStitched	chr1(.):23494420-23495596	0.9123
1_MACS_peak_455_lociStitched	chr1(.):23669495-23671999	9.232
1_MACS_peak_456_lociStitched	chr1(.):23694272-23696568	1.4259
1_MACS_peak_457_lociStitched	chr1(.):23727967-23730777	2.19
1_MACS_peak_458_lociStitched	chr1(.):23810096-23811220	1.7926
1_MACS_peak_459_lociStitched	chr1(.):23850621-23858962	4.8752
1_MACS_peak_460_lociStitched	chr1(.):23865753-23866612	0.6204
1_MACS_peak_461_lociStitched	chr1(.):23880049-23886738	3.1292
2_MACS_peak_462_lociStitched	chr1(.):23903373-23904711	1.0501
3_MACS_peak_464_lociStitched	chr1(.):23916537-23928891	1.7356
2_MACS_peak_467_lociStitched	chr1(.):23938166-23947801	1.1618
1_MACS_peak_469_lociStitched	chr1(.):24017980-24019906	2.6922
2_MACS_peak_470_lociStitched	chr1(.):24063287-24071526	1.3865
1_MACS_peak_472_lociStitched	chr1(.):24104141-24105706	2.2847
1_MACS_peak_473_lociStitched	chr1(.):24117044-24118219	0.9997
1_MACS_peak_474_lociStitched	chr1(.):24125843-24128120	1.7836
1_MACS_peak_475_lociStitched	chr1(.):24151154-24152560	1.7865
1_MACS_peak_476_lociStitched	chr1(.):24181583-24182161	0.9394
1_MACS_peak_477_lociStitched	chr1(.):24194012-24195448	1.0991
1_MACS_peak_478_lociStitched	chr1(.):24225805-24226300	0.5904
1_MACS_peak_479_lociStitched	chr1(.):24284748-24287355	6.2565
1_MACS_peak_480_lociStitched	chr1(.):24305204-24308207	5.1625
1_MACS_peak_481_lociStitched	chr1(.):24357705-24358164	0.5762
5_MACS_peak_482_lociStitched	chr1(.):24512305-24533594	2.419
1_MACS_peak_487_lociStitched	chr1(.):24552964-24554101	0.5658
1_MACS_peak_488_lociStitched	chr1(.):24562313-24563366	0.8764
1_MACS_peak_489_lociStitched	chr1(.):24647593-24649771	4.9918
1_MACS_peak_490_lociStitched	chr1(.):24677367-24678483	0.5721
1_MACS_peak_491_lociStitched	chr1(.):24690896-24692817	1.6649
3_MACS_peak_492_lociStitched	chr1(.):24710263-24718972	1.2296
2_MACS_peak_495_lociStitched	chr1(.):24739529-24743463	0.8901
1_MACS_peak_497_lociStitched	chr1(.):24828425-24830119	1.7862
1_MACS_peak_498_lociStitched	chr1(.):24861425-24862169	1.2048
2_MACS_peak_499_lociStitched	chr1(.):24882352-24886402	1.8481
1_MACS_peak_501_lociStitched	chr1(.):24967842-24971022	4.0738
2_MACS_peak_502_lociStitched	chr1(.):25030885-25037639	1.1582
2_MACS_peak_504_lociStitched	chr1(.):25048779-25054655	0.377
1_MACS_peak_506_lociStitched	chr1(.):25070066-25073862	3.026
1_MACS_peak_507_lociStitched	chr1(.):25174365-25175458	1.5658
1_MACS_peak_508_lociStitched	chr1(.):25254685-25257588	3.2621
