GENE_ID	locusLine	bin_1_35_0EXN_0229Kronos_MM1S-No-Treatment-1_Input_hs_i77.bam
1_MACS_peak_175_lociStitched	chr1(.):14155315-14156185	0.1287
1_MACS_peak_176_lociStitched	chr1(.):14237521-14239557	0.1299
2_MACS_peak_177_lociStitched	chr1(.):14246690-14254686	0.1358
1_MACS_peak_179_lociStitched	chr1(.):14271984-14273562	0.14
1_MACS_peak_180_lociStitched	chr1(.):14293418-14295218	0.1252
3_MACS_peak_181_lociStitched	chr1(.):14329545-14344595	0.1804
1_MACS_peak_184_lociStitched	chr1(.):14362319-14367643	0.2057
1_MACS_peak_185_lociStitched	chr1(.):14463409-14464426	0.0913
2_MACS_peak_186_lociStitched	chr1(.):14501101-14508791	0.1638
1_MACS_peak_188_lociStitched	chr1(.):14660816-14661720	0.1433
1_MACS_peak_189_lociStitched	chr1(.):14687030-14688438	0.1586
1_MACS_peak_190_lociStitched	chr1(.):14695337-14697412	0.1243
1_MACS_peak_191_lociStitched	chr1(.):15104954-15106110	0.1757
1_MACS_peak_192_lociStitched	chr1(.):15150517-15151820	0.1576
1_MACS_peak_193_lociStitched	chr1(.):15160819-15164414	0.2372
2_MACS_peak_194_lociStitched	chr1(.):15202799-15209331	0.1723
1_MACS_peak_196_lociStitched	chr1(.):15482253-15483660	0.2265
3_MACS_peak_197_lociStitched	chr1(.):15499868-15506622	0.1882
1_MACS_peak_200_lociStitched	chr1(.):15545985-15546660	0.1274
1_MACS_peak_201_lociStitched	chr1(.):15557750-15559110	0.2752
1_MACS_peak_202_lociStitched	chr1(.):15574916-15575956	0.1522
1_MACS_peak_203_lociStitched	chr1(.):15584064-15585474	0.2074
1_MACS_peak_204_lociStitched	chr1(.):15688343-15689765	0.135
1_MACS_peak_205_lociStitched	chr1(.):15735698-15737160	0.1853
1_MACS_peak_206_lociStitched	chr1(.):15849961-15854408	0.2082
3_MACS_peak_207_lociStitched	chr1(.):15897212-15912158	0.1754
1_MACS_peak_210_lociStitched	chr1(.):15942485-15945894	0.2333
1_MACS_peak_211_lociStitched	chr1(.):16009961-16012131	0.1337
1_MACS_peak_212_lociStitched	chr1(.):16022505-16025136	0.1728
1_MACS_peak_213_lociStitched	chr1(.):16160171-16163545	0.1832
2_MACS_peak_214_lociStitched	chr1(.):16173111-16179032	0.155
1_MACS_peak_216_lociStitched	chr1(.):16301622-16303216	0.2004
1_MACS_peak_217_lociStitched	chr1(.):16399877-16400880	0.1773
1_MACS_peak_218_lociStitched	chr1(.):16532507-16534176	0.1818
1_MACS_peak_219_lociStitched	chr1(.):16562494-16564471	0.2735
1_MACS_peak_220_lociStitched	chr1(.):16677595-16679807	0.1875
1_MACS_peak_221_lociStitched	chr1(.):16692777-16695413	0.2468
1_MACS_peak_222_lociStitched	chr1(.):16766542-16771540	0.225
1_MACS_peak_223_lociStitched	chr1(.):16832225-16833338	0.2077
1_MACS_peak_225_lociStitched	chr1(.):16969447-16972569	0.9077
2_MACS_peak_226_lociStitched	chr1(.):16984951-16994428	0.334
1_MACS_peak_228_lociStitched	chr1(.):17012015-17012898	0.2926
2_MACS_peak_229_lociStitched	chr1(.):17065962-17075584	0.345
3_MACS_peak_231_lociStitched	chr1(.):17221329-17233574	0.3934
1_MACS_peak_234_lociStitched	chr1(.):17240577-17241470	0.2326
1_MACS_peak_235_lociStitched	chr1(.):17286733-17288040	0.1924
1_MACS_peak_236_lociStitched	chr1(.):17345185-17346289	0.2056
1_MACS_peak_237_lociStitched	chr1(.):17372196-17372898	0.1355
1_MACS_peak_238_lociStitched	chr1(.):17379489-17381004	0.2425
2_MACS_peak_239_lociStitched	chr1(.):17763535-17768937	0.1263
1_MACS_peak_241_lociStitched	chr1(.):17787352-17788223	0.1702
1_MACS_peak_242_lociStitched	chr1(.):17803736-17804792	0.189
1_MACS_peak_243_lociStitched	chr1(.):19228294-19230193	0.191
1_MACS_peak_244_lociStitched	chr1(.):19252344-19255304	0.2878
2_MACS_peak_245_lociStitched	chr1(.):19276515-19283312	0.1847
1_MACS_peak_247_lociStitched	chr1(.):19535192-19538325	0.2266
1_MACS_peak_248_lociStitched	chr1(.):19577120-19579452	0.2449
1_MACS_peak_249_lociStitched	chr1(.):19637821-19639595	0.1897
1_MACS_peak_250_lociStitched	chr1(.):19810759-19813436	0.1543
1_MACS_peak_251_lociStitched	chr1(.):19821690-19823212	0.213
1_MACS_peak_252_lociStitched	chr1(.):19922163-19924860	0.2704
2_MACS_peak_253_lociStitched	chr1(.):20084947-20092184	0.181
1_MACS_peak_255_lociStitched	chr1(.):20116577-20117826	0.147
1_MACS_peak_256_lociStitched	chr1(.):20125396-20127678	0.1246
1_MACS_peak_257_lociStitched	chr1(.):20141713-20143141	0.216
1_MACS_peak_258_lociStitched	chr1(.):20208396-20209742	0.191
2_MACS_peak_259_lociStitched	chr1(.):20404364-20408361	0.1673
1_MACS_peak_261_lociStitched	chr1(.):20415622-20416773	0.2314
1_MACS_peak_262_lociStitched	chr1(.):20833568-20835116	0.2303
1_MACS_peak_263_lociStitched	chr1(.):20959610-20961170	0.1742
2_MACS_peak_264_lociStitched	chr1(.):20984383-20989079	0.1645
1_MACS_peak_266_lociStitched	chr1(.):21059242-21060616	0.3001
1_MACS_peak_267_lociStitched	chr1(.):21111812-21114935	0.2428
1_MACS_peak_268_lociStitched	chr1(.):21290704-21292182	0.2155
1_MACS_peak_269_lociStitched	chr1(.):21348083-21349979	0.208
1_MACS_peak_270_lociStitched	chr1(.):21502035-21503730	0.1229
1_MACS_peak_271_lociStitched	chr1(.):21615870-21622749	0.2059
1_MACS_peak_272_lociStitched	chr1(.):21660022-21661707	0.282
1_MACS_peak_273_lociStitched	chr1(.):21671040-21672789	0.1304
1_MACS_peak_274_lociStitched	chr1(.):21754710-21755423	0.0894
1_MACS_peak_275_lociStitched	chr1(.):21765892-21767182	0.1912
1_MACS_peak_276_lociStitched	chr1(.):22026255-22027781	0.1656
2_MACS_peak_277_lociStitched	chr1(.):22099537-22110698	0.1622
1_MACS_peak_279_lociStitched	chr1(.):22117200-22119407	0.2298
1_MACS_peak_280_lociStitched	chr1(.):22191342-22194488	0.2754
2_MACS_peak_281_lociStitched	chr1(.):22345113-22353465	0.2185
1_MACS_peak_283_lociStitched	chr1(.):22365493-22367681	0.2182
1_MACS_peak_284_lociStitched	chr1(.):22378366-22380612	0.2251
1_MACS_peak_285_lociStitched	chr1(.):22489202-22490367	0.165
1_MACS_peak_286_lociStitched	chr1(.):22777698-22779672	0.2049
2_MACS_peak_287_lociStitched	chr1(.):22820250-22823878	0.1849
1_MACS_peak_289_lociStitched	chr1(.):22833939-22835752	0.1599
1_MACS_peak_290_lociStitched	chr1(.):23345644-23346934	0.2259
1_MACS_peak_291_lociStitched	chr1(.):23494902-23495463	0.1008
1_MACS_peak_292_lociStitched	chr1(.):23668335-23671966	0.2156
1_MACS_peak_293_lociStitched	chr1(.):23694062-23696425	0.2154
1_MACS_peak_294_lociStitched	chr1(.):23849572-23858918	0.2306
2_MACS_peak_295_lociStitched	chr1(.):23880626-23886730	0.1965
1_MACS_peak_297_lociStitched	chr1(.):23919898-23920735	0.2087
1_MACS_peak_298_lociStitched	chr1(.):23928140-23929483	0.1193
3_MACS_peak_299_lociStitched	chr1(.):23937642-23954507	0.199
1_MACS_peak_302_lociStitched	chr1(.):24017613-24019706	0.1812
1_MACS_peak_303_lociStitched	chr1(.):24069083-24071977	0.1974
1_MACS_peak_304_lociStitched	chr1(.):24103981-24105679	0.1508
1_MACS_peak_305_lociStitched	chr1(.):24116814-24118780	0.1981
1_MACS_peak_306_lociStitched	chr1(.):24125822-24128151	0.1472
1_MACS_peak_307_lociStitched	chr1(.):24136019-24137067	0.1351
1_MACS_peak_308_lociStitched	chr1(.):24150983-24152828	0.2327
1_MACS_peak_309_lociStitched	chr1(.):24181019-24182805	0.1806
2_MACS_peak_310_lociStitched	chr1(.):24191438-24195190	0.2445
1_MACS_peak_312_lociStitched	chr1(.):24246040-24247322	0.1629
3_MACS_peak_313_lociStitched	chr1(.):24281260-24292340	0.1448
1_MACS_peak_316_lociStitched	chr1(.):24305526-24307866	0.2072
1_MACS_peak_317_lociStitched	chr1(.):24357477-24358243	0.1151
1_MACS_peak_318_lociStitched	chr1(.):24468881-24469888	0.1448
1_MACS_peak_319_lociStitched	chr1(.):24476766-24478840	0.2626
4_MACS_peak_320_lociStitched	chr1(.):24512344-24533749	0.2039
1_MACS_peak_324_lociStitched	chr1(.):24645142-24650229	0.2607
1_MACS_peak_325_lociStitched	chr1(.):24676850-24678799	0.174
2_MACS_peak_326_lociStitched	chr1(.):24710298-24720361	0.2048
2_MACS_peak_328_lociStitched	chr1(.):24739381-24744167	0.2366
1_MACS_peak_330_lociStitched	chr1(.):24791934-24792803	0.1866
1_MACS_peak_331_lociStitched	chr1(.):24807200-24808902	0.1269
1_MACS_peak_332_lociStitched	chr1(.):24827490-24830038	0.1927
1_MACS_peak_333_lociStitched	chr1(.):24861292-24862373	0.2059
1_MACS_peak_334_lociStitched	chr1(.):24883689-24885276	0.3223
1_MACS_peak_335_lociStitched	chr1(.):24910455-24911315	0.1193
1_MACS_peak_336_lociStitched	chr1(.):24967947-24971231	0.2389
2_MACS_peak_337_lociStitched	chr1(.):25048399-25055032	0.1492
1_MACS_peak_339_lociStitched	chr1(.):25069416-25076511	0.1934
1_MACS_peak_340_lociStitched	chr1(.):25174258-25175495	0.1492
1_MACS_peak_341_lociStitched	chr1(.):25254328-25257800	0.1198
1_MACS_peak_342_lociStitched	chr1(.):25290832-25292997	0.1946
1_MACS_peak_343_lociStitched	chr1(.):25347824-25350624	0.2231
1_MACS_peak_344_lociStitched	chr1(.):25357846-25359500	0.1355
4_MACS_peak_345_lociStitched	chr1(.):25557957-25574990	0.1814
1_MACS_peak_349_lociStitched	chr1(.):25592755-25595164	0.2797
1_MACS_peak_350_lociStitched	chr1(.):25663196-25666231	0.2359
1_MACS_peak_351_lociStitched	chr1(.):25756124-25758104	0.15
1_MACS_peak_352_lociStitched	chr1(.):25798573-25800684	0.1682
1_MACS_peak_353_lociStitched	chr1(.):25869662-25878048	0.244
2_MACS_peak_354_lociStitched	chr1(.):25886489-25892044	0.1553
1_MACS_peak_356_lociStitched	chr1(.):25934744-25935544	0.1021
2_MACS_peak_357_lociStitched	chr1(.):25942071-25947730	0.2003
1_MACS_peak_359_lociStitched	chr1(.):25958246-25959288	0.1846
1_MACS_peak_360_lociStitched	chr1(.):25967775-25970425	0.2171
1_MACS_peak_361_lociStitched	chr1(.):26001864-26003422	0.2769
1_MACS_peak_362_lociStitched	chr1(.):26145655-26148316	0.2262
1_MACS_peak_363_lociStitched	chr1(.):26185185-26186264	0.1641
1_MACS_peak_364_lociStitched	chr1(.):26231132-26233267	0.1666
1_MACS_peak_365_lociStitched	chr1(.):26259884-26260902	0.2214
1_MACS_peak_366_lociStitched	chr1(.):26323062-26325401	0.2892
3_MACS_peak_367_lociStitched	chr1(.):26436894-26453840	0.1619
2_MACS_peak_370_lociStitched	chr1(.):26496107-26504513	0.1139
1_MACS_peak_372_lociStitched	chr1(.):26559853-26562165	0.1932
1_MACS_peak_373_lociStitched	chr1(.):26578210-26580141	0.2162
3_MACS_peak_374_lociStitched	chr1(.):26601894-26616429	0.1723
1_MACS_peak_377_lociStitched	chr1(.):26632174-26635064	0.2321
1_MACS_peak_378_lociStitched	chr1(.):26641624-26642639	0.1584
1_MACS_peak_379_lociStitched	chr1(.):26662695-26663635	0.1949
1_MACS_peak_380_lociStitched	chr1(.):26758082-26759756	0.1748
1_MACS_peak_381_lociStitched	chr1(.):26773730-26774698	0.1019
1_MACS_peak_382_lociStitched	chr1(.):26797925-26800456	0.1911
1_MACS_peak_383_lociStitched	chr1(.):26826214-26828640	0.1989
1_MACS_peak_384_lociStitched	chr1(.):26855887-26856874	0.0993
3_MACS_peak_385_lociStitched	chr1(.):26864454-26873262	0.1892
1_MACS_peak_388_lociStitched	chr1(.):26946041-26948552	0.212
1_MACS_peak_389_lociStitched	chr1(.):27009002-27009851	0.1875
1_MACS_peak_390_lociStitched	chr1(.):27018318-27030805	0.2215
1_MACS_peak_391_lociStitched	chr1(.):27047999-27048806	0.1036
3_MACS_peak_392_lociStitched	chr1(.):27059875-27072663	0.1752
1_MACS_peak_395_lociStitched	chr1(.):27112328-27116071	0.2624
1_MACS_peak_396_lociStitched	chr1(.):27126400-27127397	0.1191
5_MACS_peak_397_lociStitched	chr1(.):27147002-27167340	0.1687
2_MACS_peak_402_lociStitched	chr1(.):27188736-27193235	0.2131
1_MACS_peak_404_lociStitched	chr1(.):27215770-27217578	0.2252
1_MACS_peak_405_lociStitched	chr1(.):27225801-27227773	0.2058
1_MACS_peak_406_lociStitched	chr1(.):27247421-27249230	0.2761
1_MACS_peak_407_lociStitched	chr1(.):27286153-27287312	0.1928
1_MACS_peak_408_lociStitched	chr1(.):27396471-27397859	0.2003
1_MACS_peak_409_lociStitched	chr1(.):27462930-27464262	0.1203
1_MACS_peak_410_lociStitched	chr1(.):27480882-27482577	0.1675
1_MACS_peak_411_lociStitched	chr1(.):27560232-27562780	0.175
1_MACS_peak_412_lociStitched	chr1(.):27648056-27650019	0.2199
2_MACS_peak_413_lociStitched	chr1(.):27667716-27676823	0.113
1_MACS_peak_415_lociStitched	chr1(.):27718228-27719819	0.2103
1_MACS_peak_416_lociStitched	chr1(.):27744313-27745957	0.1134
2_MACS_peak_417_lociStitched	chr1(.):27757211-27766690	0.1696
3_MACS_peak_419_lociStitched	chr1(.):27814739-27827300	0.1496
1_MACS_peak_422_lociStitched	chr1(.):27883168-27884570	0.1963
1_MACS_peak_423_lociStitched	chr1(.):27985519-27987229	0.1973
1_MACS_peak_424_lociStitched	chr1(.):27998160-27999606	0.3116
1_MACS_peak_425_lociStitched	chr1(.):28051430-28053702	0.2605
1_MACS_peak_426_lociStitched	chr1(.):28078715-28080251	0.2626
1_MACS_peak_427_lociStitched	chr1(.):28098748-28100822	0.2371
1_MACS_peak_428_lociStitched	chr1(.):28156468-28158398	0.2507
1_MACS_peak_429_lociStitched	chr1(.):28217545-28219268	0.154
1_MACS_peak_430_lociStitched	chr1(.):28240115-28241887	0.2979
1_MACS_peak_431_lociStitched	chr1(.):28285525-28287129	0.2136
1_MACS_peak_432_lociStitched	chr1(.):28322707-28323784	0.1921
2_MACS_peak_433_lociStitched	chr1(.):28352526-28363134	0.1624
2_MACS_peak_435_lociStitched	chr1(.):28390403-28397373	0.1288
1_MACS_peak_437_lociStitched	chr1(.):28413827-28416072	0.2821
1_MACS_peak_438_lociStitched	chr1(.):28473647-28475699	0.1663
2_MACS_peak_439_lociStitched	chr1(.):28495160-28500109	0.188
3_MACS_peak_441_lociStitched	chr1(.):28558560-28577225	0.2056
1_MACS_peak_444_lociStitched	chr1(.):28585012-28587023	0.1979
1_MACS_peak_445_lociStitched	chr1(.):28654738-28656657	0.2252
1_MACS_peak_446_lociStitched	chr1(.):28695553-28697259	0.2421
1_MACS_peak_447_lociStitched	chr1(.):28743594-28744873	0.1652
1_MACS_peak_448_lociStitched	chr1(.):28764037-28765412	0.1915
1_MACS_peak_449_lociStitched	chr1(.):28776536-28777848	0.1548
4_MACS_peak_450_lociStitched	chr1(.):28827090-28846221	0.1787
1_MACS_peak_454_lociStitched	chr1(.):28878232-28881093	0.2731
2_MACS_peak_455_lociStitched	chr1(.):28903034-28914564	0.2064
1_MACS_peak_457_lociStitched	chr1(.):28924051-28929761	0.231
1_MACS_peak_458_lociStitched	chr1(.):28957930-28959172	0.1131
2_MACS_peak_459_lociStitched	chr1(.):28968370-28976324	0.1771
1_MACS_peak_461_lociStitched	chr1(.):28994392-28996891	0.2168
1_MACS_peak_462_lociStitched	chr1(.):29062433-29064979	0.1608
1_MACS_peak_463_lociStitched	chr1(.):29101293-29102423	0.1821
1_MACS_peak_464_lociStitched	chr1(.):29210766-29214639	0.2492
1_MACS_peak_465_lociStitched	chr1(.):29239921-29242348	0.2015
1_MACS_peak_466_lociStitched	chr1(.):29252542-29255443	0.1798
1_MACS_peak_467_lociStitched	chr1(.):29312622-29313476	0.1048
1_MACS_peak_468_lociStitched	chr1(.):29506487-29509675	0.1716
1_MACS_peak_469_lociStitched	chr1(.):29556602-29557786	0.2039
1_MACS_peak_470_lociStitched	chr1(.):30337426-30338394	0.0749
1_MACS_peak_471_lociStitched	chr1(.):30347836-30351196	0.1012
1_MACS_peak_472_lociStitched	chr1(.):30373893-30374966	0.0429
1_MACS_peak_473_lociStitched	chr1(.):30901465-30903121	0.139
1_MACS_peak_474_lociStitched	chr1(.):30995800-30997267	0.1724
1_MACS_peak_475_lociStitched	chr1(.):31190281-31192641	0.1856
1_MACS_peak_476_lociStitched	chr1(.):31213477-31233349	0.2497
1_MACS_peak_477_lociStitched	chr1(.):31255213-31256193	0.2603
1_MACS_peak_478_lociStitched	chr1(.):31486329-31487358	0.1805
1_MACS_peak_479_lociStitched	chr1(.):31535556-31539341	0.2086
