#04_0EWQ_0229Kronos_MM1S-KB-1hr-2_H3K18Ac_hs-dm_i06_peaks Enhancers
#Created from /data/projects/IRF4_mm_trn_data/p300_internal_ChIP/rose/04_0EWQ_0229Kronos_MM1S-KB-1hr-2_H3K18Ac_hs-dm_i06_ROSE/04_0EWQ_0229Kronos_MM1S-KB-1hr-2_H3K18Ac_hs-dm_i06_peaks_8KB_STITCHED_ENHANCER_REGION_MAP.txt
#Ranked by X04_0EWQ_0229Kronos_MM1S.KB.1hr.2_H3K18Ac_hs.dm_i06.bam
#Using cutoff of 13913.4996 for Super-Enhancers
#Created on Jul 18 2024 
REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	X04_0EWQ_0229Kronos_MM1S.KB.1hr.2_H3K18Ac_hs.dm_i06.bam	X38_0EXQ_0229Kronos_MM1S.KB.1hr.2_Input_hs_i81.bam	enhancerRank	isSuperStretch
4_MACS_peak_11167_lociStitched	chr19	16694053	16716963	4	14916	49788.012	4648.439	107	1
5_MACS_peak_20036_lociStitched	chr6	88613480	88640475	5	17629	28212.4745	4383.988	108	1
1_MACS_peak_9643_lociStitched	chr17	43298033	43308509	1	10477	62333.2476	2384.3376	109	1
6_MACS_peak_7982_lociStitched	chr15	101661304	101692504	6	17272	31243.68	4733.04	110	1
1_MACS_peak_2202_lociStitched	chr1	226837999	226852608	1	14610	48709.3278	4211.7747	111	1
3_MACS_peak_4273_lociStitched	chr11	72977879	73002068	3	14715	47408.0211	4027.4685	112	1
8_MACS_peak_3549_lociStitched	chr11	788935	843632	8	16853	34234.8523	7438.792	113	1
7_MACS_peak_8672_lociStitched	chr16	67554773	67601471	7	17336	28471.7706	7186.8222	114	1
7_MACS_peak_13367_lociStitched	chr2	204537835	204583586	7	16929	32254.455	7013.6283	115	1
2_MACS_peak_1401_lociStitched	chr1	154374302	154394727	2	15974	38768.6925	5545.3875	116	1
5_MACS_peak_1558_lociStitched	chr1	161122921	161157737	5	16460	37789.2864	8662.2208	118	1
6_MACS_peak_10133_lociStitched	chr17	76743199	76779780	6	17109	27940.5678	5271.3221	119	1
3_MACS_peak_2293_lociStitched	chr1	234734079	234749915	3	11524	58247.9752	3963.7508	120	1
5_MACS_peak_13477_lociStitched	chr2	219741201	219763461	5	16970	26996.928	3855.432	121	1
2_MACS_peak_19334_lociStitched	chr6	11827060	11848647	2	13390	50204.8859	3477.6657	122	1
3_MACS_peak_295_lociStitched	chr1	24512240	24533858	3	15295	40140.3024	3726.9432	123	1
5_MACS_peak_12341_lociStitched	chr2	65157235	65179158	5	15738	37560.6759	4568.7532	124	1
6_MACS_peak_15116_lociStitched	chr22	39631483	39663869	6	16799	26702.257	4287.9064	125	1
1_MACS_peak_6427_lociStitched	chr13	114556448	114568366	1	11919	54557.0286	3279.8336	126	1
2_MACS_peak_14147_lociStitched	chr20	42694951	42710741	2	9549	61250.989	2933.782	127	1
1_MACS_peak_10658_lociStitched	chr18	60821029	60831697	1	10669	57085.5348	2033.3208	128	1
4_MACS_peak_3661_lociStitched	chr11	10314497	10341066	4	16609	27990.4415	4591.1232	129	1
1_MACS_peak_4960_lociStitched	chr12	12866887	12880324	1	13438	46414.0854	2143.2015	130	1
5_MACS_peak_19179_lociStitched	chr5	180228402	180259848	5	15644	36335.853	5295.5064	131	1
2_MACS_peak_13327_lociStitched	chr2	201979983	201994895	2	14868	39397.504	3118.0992	132	1
1_MACS_peak_10322_lociStitched	chr18	9101777	9118084	1	16308	28070.8698	3261.4	133	1
3_MACS_peak_10130_lociStitched	chr17	76711315	76733692	3	16818	22891.671	3992.0568	134	1
4_MACS_peak_1304_lociStitched	chr1	149802959	149834029	4	15127	40912.976	7755.072	135	1
2_MACS_peak_8593_lociStitched	chr16	56963262	56986023	2	14265	43095.6774	4891.3389	136	1
2_MACS_peak_1328_lociStitched	chr1	150531948	150553231	2	13974	45181.6807	5850.6967	137	1
2_MACS_peak_5743_lociStitched	chr12	108952797	108970322	2	14813	37925.8525	3766.1225	138	1
4_MACS_peak_19443_lociStitched	chr6	25366085	25390438	4	16610	21006.8978	4247.1632	139	1
3_MACS_peak_12204_lociStitched	chr2	47526896	47550969	3	13666	43844.1549	4670.162	140	1
3_MACS_peak_3034_lociStitched	chr10	81001228	81020673	3	15490	29990.0235	3354.2625	141	1
3_MACS_peak_10085_lociStitched	chr17	75130877	75145766	3	13636	41640.0663	2964.3999	142	1
3_MACS_peak_18124_lociStitched	chr5	32570842	32589668	3	15116	32446.611	3388.68	143	1
2_MACS_peak_8214_lociStitched	chr16	12056085	12071700	2	11571	50717.52	3408.7545	144	1
1_MACS_peak_8592_lociStitched	chr16	56943207	56953337	1	10131	53119.694	1862.907	145	1
5_MACS_peak_9992_lociStitched	chr17	72733469	72756688	5	16060	20121.5854	4144.5915	146	1
2_MACS_peak_15696_lociStitched	chr3	46577806	46589620	2	10308	52689.2586	2147.7852	147	1
3_MACS_peak_7273_lociStitched	chr15	40387407	40409099	3	15443	27236.4752	4195.2328	148	1
4_MACS_peak_20518_lociStitched	chr6	157976796	158000129	4	14823	30197.5686	1915.6393	149	1
2_MACS_peak_4820_lociStitched	chr12	4216304	4231528	2	8853	57554.332	3303.608	150	1
6_MACS_peak_8427_lociStitched	chr16	30193749	30227311	6	16008	22046.8778	7125.2126	151	1
6_MACS_peak_7087_lociStitched	chr15	21967147	22002602	6	15781	22116.829	4772.243	152	1
2_MACS_peak_14123_lociStitched	chr20	40709878	40727455	2	12782	42378.147	2575.0305	153	1
2_MACS_peak_3340_lociStitched	chr10	112168995	112186142	2	15504	21505.7674	3143.0451	154	1
2_MACS_peak_3279_lociStitched	chr10	104531033	104543677	2	12521	42587.5208	2622.3656	155	1
4_MACS_peak_18242_lociStitched	chr5	55436906	55453690	4	15320	22394.8912	2910.3456	156	1
4_MACS_peak_7868_lociStitched	chr15	89646680	89675072	4	14297	33502.56	4608.0216	157	1
2_MACS_peak_5047_lociStitched	chr12	26265719	26280342	2	14510	29645.2079	2570.7234	158	1
3_MACS_peak_8329_lociStitched	chr16	23344085	23363557	3	10745	49990.4656	3545.8512	159	1
6_MACS_peak_9647_lociStitched	chr17	43504920	43531401	6	15329	22429.407	4096.6107	160	1
2_MACS_peak_1238_lociStitched	chr1	145434268	145457737	2	15137	25283.1537	5911.8411	161	1
5_MACS_peak_10821_lociStitched	chr19	2445654	2480671	5	14743	30065.5962	7038.417	162	1
6_MACS_peak_8835_lociStitched	chr16	81841875	81871528	6	15114	20525.8066	2837.7921	163	1
5_MACS_peak_12565_lociStitched	chr2	87783269	87821917	5	14838	26106.724	5271.5872	164	1
4_MACS_peak_20989_lociStitched	chr7	44661805	44680287	4	14252	29373.4426	3319.3672	165	1
4_MACS_peak_2472_lociStitched	chr10	7510832	7535652	4	14908	22434.798	3571.598	167	1
2_MACS_peak_7177_lociStitched	chr15	31546609	31561229	2	10816	46715.286	2752.946	168	1
2_MACS_peak_12406_lociStitched	chr2	70310284	70323393	2	8192	54315.8306	2524.7934	169	1
3_MACS_peak_21069_lociStitched	chr7	55569337	55585859	3	14324	26815.206	2790.5658	170	1
4_MACS_peak_6861_lociStitched	chr14	81930633	81953068	4	14977	17034.8955	1913.7055	171	1
2_MACS_peak_8642_lociStitched	chr16	66549281	66561714	2	11959	40536.5532	2477.8969	172	1
5_MACS_peak_22846_lociStitched	chr8	145001842	145027991	5	14501	23761.5963	3592.8726	173	1
3_MACS_peak_14643_lociStitched	chr21	43638575	43658036	3	12334	40031.277	4279.4739	174	1
4_MACS_peak_15128_lociStitched	chr22	39823366	39846017	4	13284	33971.9698	4074.9149	175	1
1_MACS_peak_16812_lociStitched	chr3	193814302	193823294	1	8993	50917.2	2691.3056	176	1
3_MACS_peak_14375_lociStitched	chr20	61272936	61291069	3	12590	35359.35	2915.7864	179	1
4_MACS_peak_5210_lociStitched	chr12	48200430	48218787	4	14057	23730.0939	3440.1018	182	1
5_MACS_peak_23791_lociStitched	chr9	134126998	134153372	5	14429	19313.6802	4309.5116	183	1
2_MACS_peak_4556_lociStitched	chr11	115089635	115102503	2	10093	44899.0256	2250.6132	184	1
5_MACS_peak_12408_lociStitched	chr2	70334992	70371235	5	12130	38678.5296	5218.992	185	1
3_MACS_peak_23335_lociStitched	chr9	93670958	93690368	3	13590	25927.878	3245.352	186	1
6_MACS_peak_24494_lociStitched	chrX	128892928	128921273	6	14054	18095.448	3047.0875	189	1
6_MACS_peak_19508_lociStitched	chr6	27774772	27807802	6	13770	22675.095	5585.373	190	1
2_MACS_peak_1814_lociStitched	chr1	192498542	192515841	2	13384	24722.0009	3681.2272	191	1
2_MACS_peak_864_lociStitched	chr1	66736747	66750435	2	12440	31014.2704	2582.9256	192	1
4_MACS_peak_10757_lociStitched	chr19	1015194	1041407	4	13589	24302.0723	5706.5701	193	1
3_MACS_peak_15037_lociStitched	chr22	37611215	37628371	3	13198	25924.4316	3455.2184	194	1
5_MACS_peak_8314_lociStitched	chr16	22185790	22219142	5	13295	26794.9968	5439.7112	195	1
3_MACS_peak_10081_lociStitched	chr17	75078880	75093069	3	13047	26302.1493	2982.5278	197	1
4_MACS_peak_9905_lociStitched	chr17	62961024	62986541	4	11243	38334.1891	4212.8567	199	1
3_MACS_peak_12096_lociStitched	chr2	37601628	37622510	3	12443	30794.6854	3861.0818	200	1
7_MACS_peak_15778_lociStitched	chr3	50357822	50403559	7	12781	32185.1269	7857.6166	201	1
3_MACS_peak_9972_lociStitched	chr17	70582791	70602008	3	13412	21703.6798	3434.0779	202	1
2_MACS_peak_16813_lociStitched	chr3	193847595	193860505	2	12570	28563.375	3013.194	204	1
1_MACS_peak_14100_lociStitched	chr20	37498408	37506035	1	7628	48342.2141	1882.3436	205	1
3_MACS_peak_14827_lociStitched	chr22	23189934	23210010	3	13285	20891.0856	2015.6304	206	1
4_MACS_peak_24625_lociStitched	chrX	153596692	153628157	4	13370	19942.517	2318.9705	207	1
4_MACS_peak_17947_lociStitched	chr4	187749029	187776132	4	12384	30030.124	3948.9071	208	1
5_MACS_peak_10036_lociStitched	chr17	73850473	73875718	5	12141	31384.584	3804.4215	210	1
1_MACS_peak_12137_lociStitched	chr2	42323428	42334548	1	11121	35750.8	2317.408	211	1
3_MACS_peak_11342_lociStitched	chr19	35694512	35708073	3	11201	35730.5228	2748.8147	212	1
3_MACS_peak_4243_lociStitched	chr11	71413784	71427015	3	11028	36180.1695	2804.972	213	1
2_MACS_peak_7788_lociStitched	chr15	81576250	81595943	2	13285	20106.553	3940.5693	214	1
7_MACS_peak_8658_lociStitched	chr16	67184198	67227240	7	13292	22446.403	6499.342	215	1
4_MACS_peak_11975_lociStitched	chr2	25623783	25655695	4	12853	25724.2632	5208.0384	216	1
1_MACS_peak_21072_lociStitched	chr7	55597669	55605196	1	7528	47159.6658	1621.3158	217	1
2_MACS_peak_19475_lociStitched	chr6	26354644	26367270	2	12531	25423.7136	2106.0168	218	1
3_MACS_peak_16769_lociStitched	chr3	186703189	186719908	3	12479	27618.1161	4097.8269	219	1
1_MACS_peak_21252_lociStitched	chr7	78115046	78128197	1	13152	19042.648	2304.0552	221	1
3_MACS_peak_16020_lociStitched	chr3	98479778	98495968	3	12699	23695.684	2786.299	222	1
4_MACS_peak_393_lociStitched	chr1	28558578	28587338	4	13158	19737.988	4595.848	224	1
4_MACS_peak_19136_lociStitched	chr5	176717348	176740665	4	12724	24189.0558	4201.7234	225	1
6_MACS_peak_7078_lociStitched	chr15	20960448	20995849	6	12953	22058.3631	4503.0072	226	1
4_MACS_peak_14188_lociStitched	chr20	45172394	45191723	4	13228	17384.5026	3318.7893	227	1
6_MACS_peak_10786_lociStitched	chr19	1647728	1672875	6	11574	32914.9083	4403.2397	228	1
3_MACS_peak_10323_lociStitched	chr18	9134802	9150554	3	13151	17497.3216	2825.9088	229	1
4_MACS_peak_2945_lociStitched	chr10	74006958	74034948	4	12897	21904.974	4201.299	230	1
5_MACS_peak_8228_lociStitched	chr16	14486560	14504481	5	11135	33793.6297	2899.6178	231	1
4_MACS_peak_1932_lociStitched	chr1	204474577	204492246	4	11750	30904.8479	4410.1824	232	1
3_MACS_peak_2950_lociStitched	chr10	74078099	74097222	3	10786	35224.566	3275.7699	233	1
1_MACS_peak_9066_lociStitched	chr17	6061945	6072914	1	10970	32902.6124	2127.986	234	1
4_MACS_peak_23715_lociStitched	chr9	130672566	130700724	4	12752	22106.8458	4882.5972	235	1
3_MACS_peak_19595_lociStitched	chr6	31694438	31709479	3	11743	28337.244	2929.9868	236	1
2_MACS_peak_355_lociStitched	chr1	27018275	27031307	2	12483	21109.2336	2132.0352	237	1
2_MACS_peak_4684_lociStitched	chr11	126056691	126068999	2	8525	41662.58	2408.6756	240	1
2_MACS_peak_14661_lociStitched	chr21	44580728	44598385	2	10992	32720.1867	4391.2959	241	1
2_MACS_peak_3343_lociStitched	chr10	112214971	112225906	2	9855	36390.5865	2311.659	242	1
3_MACS_peak_17143_lociStitched	chr4	38307111	38322477	3	12406	19398.0384	2344.8516	243	1
1_MACS_peak_12151_lociStitched	chr2	43444298	43456073	1	11776	24983.0175	2143.05	244	1
1_MACS_peak_4826_lociStitched	chr12	4377360	4387331	1	9972	34951.3463	1811.7307	245	1
2_MACS_peak_3749_lociStitched	chr11	19450910	19465674	2	12082	22320.2152	2785.9668	246	1
2_MACS_peak_4518_lociStitched	chr11	111237826	111251524	2	12054	22278.4272	2503.9944	247	1
1_MACS_peak_2017_lociStitched	chr1	209274414	209284699	1	10286	33965.184	2666.9005	248	1
3_MACS_peak_1465_lociStitched	chr1	156065250	156086231	3	11990	24579.2415	4554.9751	249	1
4_MACS_peak_15092_lociStitched	chr22	39362178	39385759	4	12165	21331.3726	3164.5702	250	1
4_MACS_peak_5752_lociStitched	chr12	109161793	109181012	4	11654	26003.307	3372.9345	251	1
1_MACS_peak_16283_lociStitched	chr3	129026473	129037632	1	11160	28124.0277	2113.5146	252	1
4_MACS_peak_3051_lociStitched	chr10	81946414	81966293	4	12291	19459.5531	3510.6314	253	1
4_MACS_peak_11618_lociStitched	chr19	48879849	48902448	4	11056	29360.6208	3132.2214	254	1
4_MACS_peak_11592_lociStitched	chr19	47728490	47748472	4	12084	21286.8246	3460.8824	255	1
2_MACS_peak_12715_lociStitched	chr2	109828822	109843057	2	11982	20840.04	2579.382	256	1
4_MACS_peak_14324_lociStitched	chr20	55958121	55975626	4	11324	26432.55	2977.6005	257	1
2_MACS_peak_7470_lociStitched	chr15	56648212	56666128	2	11416	24944.4468	2785.938	260	1
3_MACS_peak_6296_lociStitched	chr13	78689103	78712596	3	11743	22515.6912	3317.2116	261	1
4_MACS_peak_9074_lociStitched	chr17	6915048	6940140	4	10457	32009.8644	3708.5976	262	1
1_MACS_peak_1911_lociStitched	chr1	203288213	203298125	1	9913	34751.472	3800.2608	265	1
4_MACS_peak_23486_lociStitched	chr9	108004658	108027198	4	11767	21816.466	3313.38	266	1
5_MACS_peak_23963_lociStitched	chrX	10065343	10091103	5	12100	17024.784	2251.424	267	1
2_MACS_peak_14892_lociStitched	chr22	27003207	27015078	2	11483	23010.7464	2339.7741	268	1
3_MACS_peak_4164_lociStitched	chr11	67033112	67057901	3	10596	30698.6976	3842.295	269	1
5_MACS_peak_7267_lociStitched	chr15	40330151	40358629	5	11969	20210.8366	4590.6536	270	1
3_MACS_peak_16568_lociStitched	chr3	169755002	169776683	3	11843	21561.7545	4858.7121	271	1
3_MACS_peak_19105_lociStitched	chr5	173696452	173710022	3	11750	19972.326	2348.967	272	1
4_MACS_peak_20438_lociStitched	chr6	143162958	143179778	4	11991	16184.204	1354.01	273	1
5_MACS_peak_4905_lociStitched	chr12	9573465	9601755	5	11942	20309.391	4936.605	274	1
3_MACS_peak_2192_lociStitched	chr1	226297088	226316871	3	10007	34147.4363	4593.6126	275	1
5_MACS_peak_14894_lociStitched	chr22	27037718	27071126	5	11929	20559.2832	5572.4544	276	1
4_MACS_peak_10793_lociStitched	chr19	1847158	1865641	4	10702	28844.5698	3618.9714	279	1
3_MACS_peak_11102_lociStitched	chr19	13949146	13962147	3	9957	31065.8895	1856.5428	280	1
4_MACS_peak_19329_lociStitched	chr6	11714049	11735591	4	11748	19366.258	3278.6924	281	1
5_MACS_peak_7989_lociStitched	chr15	101790294	101818132	5	11608	21554.9634	4017.0234	282	1
5_MACS_peak_9575_lociStitched	chr17	40705862	40739567	5	11407	25248.4155	5841.0765	283	1
