#RPMI8226_H3K27ac_peaks Enhancers
#Created from /data/projects/IRF4_mm_trn_data/myeloma_public_data/rose/RPMI8226_H3K27ac_ROSE/RPMI8226_H3K27ac_peaks_4KB_STITCHED_ENHANCER_REGION_MAP.txt
#Ranked by RPMI8226_jia.bam
#Using cutoff of 19240.8204 for Super-Enhancers
#Created on Jul 16 2024 
REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	RPMI8226_jia.bam	enhancerRank	isSuper
3_MACS_peak_15601_lociStitched	chr3	46389530	46414235	3	20193	48688.614	63	1
4_MACS_peak_2900_lociStitched	chr10	74075247	74097307	4	18847	47640.776	64	1
1_MACS_peak_4018_lociStitched	chr11	65335473	65345785	1	10313	46896.9136	65	1
5_MACS_peak_16259_lociStitched	chr3	141085002	141110871	5	24240	46750.4568	66	1
3_MACS_peak_1742_lociStitched	chr1	167507551	167526049	3	17392	46585.3632	67	1
1_MACS_peak_13367_lociStitched	chr2	201979411	201995057	1	15647	46354.4042	68	1
8_MACS_peak_9800_lociStitched	chr17	62149806	62187294	8	33263	46327.6704	69	1
5_MACS_peak_9402_lociStitched	chr17	38462925	38487392	5	20164	46198.5894	70	1
4_MACS_peak_2039_lociStitched	chr1	206282323	206310606	4	20962	45773.2072	71	1
2_MACS_peak_19689_lociStitched	chr6	74224957	74234531	2	9467	45469.7982	72	1
3_MACS_peak_23330_lociStitched	chr9	134597764	134616059	3	16484	45252.6825	73	1
12_MACS_peak_17694_lociStitched	chr5	14199538	14253841	12	42309	44875.9992	74	1
4_MACS_peak_24_lociStitched	chr1	1071300	1085997	4	12014	44501.0463	75	1
6_MACS_peak_23315_lociStitched	chr9	134127325	134154522	6	19344	44295.7539	76	1
2_MACS_peak_4778_lociStitched	chr12	12866216	12880263	2	13999	43830.8541	77	1
2_MACS_peak_4958_lociStitched	chr12	48200846	48215038	2	13622	43721.2944	78	1
2_MACS_peak_16632_lociStitched	chr3	196358035	196371276	2	11474	43637.0396	79	1
8_MACS_peak_11055_lociStitched	chr19	12885820	12918289	8	16932	43576.6449	80	1
8_MACS_peak_20738_lociStitched	chr7	55612960	55642559	8	24631	43510.53	81	1
5_MACS_peak_10644_lociStitched	chr19	908741	927779	5	12230	43507.5414	82	1
3_MACS_peak_10701_lociStitched	chr19	1847348	1865605	3	12695	43148.5938	83	1
7_MACS_peak_9287_lociStitched	chr17	32690988	32720590	7	24732	42825.2134	84	1
13_MACS_peak_19125_lociStitched	chr6	26320566	26368220	13	29589	42612.2068	85	1
1_MACS_peak_2289_lociStitched	chr1	228673416	228680206	1	6791	42602.497	86	1
1_MACS_peak_337_lociStitched	chr1	17763556	17770495	1	6940	41434.8507	87	1
2_MACS_peak_9349_lociStitched	chr17	36852111	36863611	2	8699	41396.55	88	1
2_MACS_peak_19356_lociStitched	chr6	32934307	32942675	2	8283	41395.6592	89	1
3_MACS_peak_20356_lociStitched	chr7	5458840	5476171	3	11789	41103.9327	90	1
3_MACS_peak_8770_lociStitched	chr16	87883535	87905390	3	21583	40999.98	91	1
2_MACS_peak_1948_lociStitched	chr1	200985734	200996574	2	9519	40923.168	92	1
6_MACS_peak_17686_lociStitched	chr5	14142609	14179885	6	29422	40757.5784	93	1
1_MACS_peak_17831_lociStitched	chr5	43036707	43043757	1	7051	40413.42	94	1
5_MACS_peak_10713_lociStitched	chr19	2049051	2062885	5	11082	40151.8016	95	1
2_MACS_peak_8290_lociStitched	chr16	30193937	30206406	2	8727	40015.5148	96	1
1_MACS_peak_11711_lociStitched	chr19	47285559	47292482	1	6924	39849.4803	97	1
2_MACS_peak_20466_lociStitched	chr7	23506320	23518533	2	11351	39531.0384	98	1
5_MACS_peak_11634_lociStitched	chr19	45241450	45259133	5	13142	39173.1499	99	1
8_MACS_peak_12754_lociStitched	chr2	89130720	89171361	8	36856	39080.3856	100	1
6_MACS_peak_10727_lociStitched	chr19	2254848	2274311	6	13617	38632.1087	101	1
1_MACS_peak_1345_lociStitched	chr1	145208212	145212687	1	4476	38612.09	102	1
7_MACS_peak_2732_lociStitched	chr10	45389552	45410741	7	20067	38595.7635	103	1
4_MACS_peak_15299_lociStitched	chr3	5223170	5247383	4	17240	38278.3317	104	1
2_MACS_peak_8500_lociStitched	chr16	66549324	66560253	2	10291	38052.5922	105	1
1_MACS_peak_1533_lociStitched	chr1	154907661	154918112	1	10452	38007.1517	106	1
3_MACS_peak_23114_lociStitched	chr9	123630349	123646227	3	10842	37892.847	107	1
4_MACS_peak_15039_lociStitched	chr22	39630785	39651934	4	15069	37829.2163	108	1
3_MACS_peak_4192_lociStitched	chr11	72850571	72869929	3	15342	37591.3002	109	1
2_MACS_peak_22300_lociStitched	chr8	128800642	128816656	2	11666	37564.0398	110	1
3_MACS_peak_1419_lociStitched	chr1	150120629	150138989	3	12576	37518.66	111	1
1_MACS_peak_21524_lociStitched	chr7	156799719	156810770	1	11052	37465.1002	112	1
2_MACS_peak_18317_lociStitched	chr5	131790732	131804998	2	12954	37229.9802	113	1
5_MACS_peak_2094_lociStitched	chr1	209814622	209834704	5	15251	37195.8804	114	1
3_MACS_peak_8939_lociStitched	chr17	4837593	4856637	3	12836	37191.0276	115	1
1_MACS_peak_14995_lociStitched	chr22	38782195	38798104	1	15910	37079.1063	116	1
2_MACS_peak_9471_lociStitched	chr17	40825725	40834044	2	8169	37059.4812	117	1
1_MACS_peak_23251_lociStitched	chr9	131445283	131453241	1	7959	36847.1316	118	1
1_MACS_peak_16309_lociStitched	chr3	150124365	150131476	1	7112	36748.2258	119	1
3_MACS_peak_9426_lociStitched	chr17	39821046	39836172	3	12592	36612.483	120	1
4_MACS_peak_6880_lociStitched	chr14	103565743	103581625	4	14696	36547.6584	121	1
3_MACS_peak_22296_lociStitched	chr8	128740131	128754776	3	12258	36211.227	122	1
3_MACS_peak_23290_lociStitched	chr9	132643960	132659123	3	13426	36066.7118	123	1
8_MACS_peak_4686_lociStitched	chr12	7045695	7081137	8	18020	35916.9228	124	1
1_MACS_peak_1748_lociStitched	chr1	167595824	167602105	1	6282	35726.9561	125	1
3_MACS_peak_1495_lociStitched	chr1	153929016	153941257	3	9060	35605.3967	126	1
3_MACS_peak_2509_lociStitched	chr10	7510813	7535786	3	21596	35524.0925	127	1
5_MACS_peak_1595_lociStitched	chr1	156083212	156100389	5	15327	35485.9643	128	1
3_MACS_peak_20234_lociStitched	chr6	160389338	160411634	3	17701	35439.492	129	1
2_MACS_peak_18401_lociStitched	chr5	138722538	138730828	2	8278	35233.329	130	1
1_MACS_peak_17906_lociStitched	chr5	56107235	56115737	1	8503	35131.1142	131	1
2_MACS_peak_21314_lociStitched	chr7	128572260	128582380	2	10098	35073.896	132	1
6_MACS_peak_19163_lociStitched	chr6	27094329	27117307	6	21159	35064.428	133	1
1_MACS_peak_4941_lociStitched	chr12	46776019	46787259	1	11241	34758.576	134	1
4_MACS_peak_10124_lociStitched	chr17	79816622	79831235	4	9838	34615.2744	135	1
2_MACS_peak_16312_lociStitched	chr3	150314272	150329455	2	11995	34611.1668	136	1
1_MACS_peak_19539_lociStitched	chr6	43736995	43742815	1	5821	34592.916	137	1
4_MACS_peak_10718_lociStitched	chr19	2080966	2097963	4	13861	34503.91	138	1
4_MACS_peak_13642_lociStitched	chr2	236402292	236424114	4	18143	34496.2176	139	1
3_MACS_peak_7060_lociStitched	chr15	31545572	31560575	3	11598	34488.8964	140	1
6_MACS_peak_20646_lociStitched	chr7	44653375	44680578	6	20636	34468.9213	141	1
5_MACS_peak_15594_lociStitched	chr3	46320273	46348354	5	19679	34427.306	142	1
2_MACS_peak_1582_lociStitched	chr1	155903012	155918935	2	12205	34404.8261	143	1
1_MACS_peak_23450_lociStitched	chr9	139775516	139782636	1	7121	34338.336	144	1
1_MACS_peak_18830_lociStitched	chr6	390705	400900	1	10196	34311.2725	145	1
7_MACS_peak_12858_lociStitched	chr2	107102407	107129943	7	19818	34279.5664	146	1
1_MACS_peak_3825_lociStitched	chr11	58340062	58348750	1	8689	34231.5888	147	1
10_MACS_peak_12821_lociStitched	chr2	99071273	99106689	10	23416	34222.4808	148	1
7_MACS_peak_17009_lociStitched	chr4	71522828	71555146	7	28199	34198.9076	149	1
3_MACS_peak_5197_lociStitched	chr12	58227276	58241321	3	12762	34113.9005	150	1
1_MACS_peak_9514_lociStitched	chr17	42293111	42299593	1	6483	34030.5	151	1
1_MACS_peak_1991_lociStitched	chr1	203288734	203298216	1	9483	33910.4766	152	1
2_MACS_peak_11348_lociStitched	chr19	29091584	29106326	2	12856	33888.9096	153	1
2_MACS_peak_399_lociStitched	chr1	23850554	23861150	2	10169	33886.008	154	1
1_MACS_peak_22331_lociStitched	chr8	134578630	134586173	1	7544	33840.9152	155	1
5_MACS_peak_22415_lociStitched	chr8	145002326	145027980	5	15639	33837.626	156	1
4_MACS_peak_15854_lociStitched	chr3	69128149	69145672	4	14967	33822.8946	157	1
1_MACS_peak_1412_lociStitched	chr1	149854536	149861585	1	7050	33811.9383	158	1
2_MACS_peak_10016_lociStitched	chr17	76163926	76177580	2	11541	33546.5126	159	1
4_MACS_peak_13517_lociStitched	chr2	219735410	219763226	4	16369	33501.5904	160	1
2_MACS_peak_10130_lociStitched	chr17	79875198	79886694	2	7783	33369.4392	161	1
3_MACS_peak_1536_lociStitched	chr1	154942344	154957635	3	10731	33257.925	162	1
3_MACS_peak_18552_lociStitched	chr5	150459327	150475739	3	12667	33244.1472	163	1
1_MACS_peak_15035_lociStitched	chr22	39539605	39549493	1	9889	33236.5344	164	1
2_MACS_peak_11608_lociStitched	chr19	44256795	44271966	2	10821	32890.728	165	1
13_MACS_peak_17588_lociStitched	chr4	190991390	191013931	13	19211	32815.1878	166	1
2_MACS_peak_8679_lociStitched	chr16	79948387	79966681	2	18231	32808.4596	167	1
1_MACS_peak_16315_lociStitched	chr3	150477517	150485131	1	7615	32677.7652	168	1
7_MACS_peak_8178_lociStitched	chr16	22195101	22219609	7	15607	32666.7132	169	1
7_MACS_peak_7426_lociStitched	chr15	67369948	67396144	7	19121	32629.7376	170	1
1_MACS_peak_16320_lociStitched	chr3	151910581	151924096	1	13516	32564.3925	171	1
5_MACS_peak_8733_lociStitched	chr16	85632733	85651346	5	17105	32541.1079	172	1
18_MACS_peak_17489_lociStitched	chr4	180977821	181014502	18	29625	32517.7065	173	1
3_MACS_peak_8674_lociStitched	chr16	79902394	79915665	3	12263	32455.5576	174	1
3_MACS_peak_23232_lociStitched	chr9	130828450	130845324	3	13510	32399.7674	175	1
4_MACS_peak_8555_lociStitched	chr16	68278396	68299975	4	12956	32390.079	176	1
1_MACS_peak_17828_lociStitched	chr5	42989991	42995889	1	5899	32385.918	177	1
4_MACS_peak_1549_lociStitched	chr1	155096106	155113453	4	11344	32340.0121	178	1
4_MACS_peak_12564_lociStitched	chr2	68636259	68656982	4	19680	32332.0246	179	1
4_MACS_peak_16322_lociStitched	chr3	151984239	152001779	4	13056	32317.45	180	1
4_MACS_peak_19311_lociStitched	chr6	31783405	31805233	4	16819	32311.9884	181	1
1_MACS_peak_23305_lociStitched	chr9	133319631	133327636	1	8006	32264.1525	182	1
3_MACS_peak_18798_lociStitched	chr5	180228843	180247866	3	12365	32261.1057	183	1
2_MACS_peak_20188_lociStitched	chr6	157097480	157105109	2	7577	32023.4904	184	1
2_MACS_peak_8319_lociStitched	chr16	30661302	30673063	2	7348	31913.4735	185	1
5_MACS_peak_6791_lociStitched	chr14	94418639	94445805	5	17785	31860.2848	186	1
1_MACS_peak_21178_lociStitched	chr7	104650873	104658716	1	7844	31835.5213	187	1
1_MACS_peak_15178_lociStitched	chr22	46464377	46469873	1	5497	31808.1	188	1
5_MACS_peak_21131_lociStitched	chr7	101916580	101935833	5	11739	31798.2548	189	1
12_MACS_peak_10566_lociStitched	chr18	67272886	67315858	12	34948	31717.6332	190	1
4_MACS_peak_4125_lociStitched	chr11	67761481	67778616	4	9313	31701.4635	191	1
2_MACS_peak_19051_lociStitched	chr6	20200354	20214240	2	13744	31598.9816	192	1
1_MACS_peak_17917_lociStitched	chr5	58330303	58338929	1	8627	31572.0226	193	1
2_MACS_peak_12590_lociStitched	chr2	70309727	70323266	2	9171	31520.1459	194	1
2_MACS_peak_8444_lociStitched	chr16	56963414	56973129	2	9129	31437.74	195	1
1_MACS_peak_40_lociStitched	chr1	1239496	1245981	1	6486	31422.419	196	1
7_MACS_peak_17151_lociStitched	chr4	90205515	90229988	7	23528	31401.3063	197	1
2_MACS_peak_11944_lociStitched	chr19	55762902	55772264	2	8984	31215.7166	198	1
2_MACS_peak_9945_lociStitched	chr17	73868421	73875696	2	6104	31195.2	199	1
1_MACS_peak_15360_lociStitched	chr3	13052043	13062042	1	10000	31090.8906	200	1
1_MACS_peak_10445_lociStitched	chr18	46473058	46480189	1	7132	30999.1701	201	1
1_MACS_peak_160_lociStitched	chr1	8932903	8941837	1	8935	30959.8836	202	1
7_MACS_peak_20975_lociStitched	chr7	90337792	90367597	7	24465	30949.512	203	1
1_MACS_peak_24266_lociStitched	chrX	153230922	153240757	1	9836	30825.8405	204	1
4_MACS_peak_18105_lociStitched	chr5	87954905	87972786	4	10562	30805.3868	205	1
3_MACS_peak_7827_lociStitched	chr16	685049	700251	3	8637	30670.035	206	1
3_MACS_peak_13895_lociStitched	chr20	25261619	25282492	3	12785	30553.8974	207	1
5_MACS_peak_9081_lociStitched	chr17	16870180	16895287	5	16293	30522.5799	208	1
3_MACS_peak_23121_lociStitched	chr9	123686410	123699309	3	11628	30497.1057	209	1
4_MACS_peak_15058_lociStitched	chr22	39914801	39929443	4	10812	30443.6464	210	1
2_MACS_peak_22432_lociStitched	chr8	145149395	145160780	2	9420	30280.6845	211	1
2_MACS_peak_10109_lociStitched	chr17	79476674	79487377	2	8108	30218.8502	212	1
3_MACS_peak_15239_lociStitched	chr22	50352820	50364832	3	7707	30144.114	213	1
3_MACS_peak_14205_lociStitched	chr20	52195057	52215569	3	20246	30091.104	214	1
2_MACS_peak_9808_lociStitched	chr17	62195191	62210170	2	14830	30052.3677	215	1
1_MACS_peak_11721_lociStitched	chr19	47728546	47735276	1	6731	29968.017	216	1
1_MACS_peak_1350_lociStitched	chr1	145434017	145442606	1	8590	29912.9103	217	1
1_MACS_peak_72_lociStitched	chr1	1706777	1713836	1	7060	29851.8051	218	1
1_MACS_peak_20488_lociStitched	chr7	26191101	26199494	1	8394	29773.3282	219	1
2_MACS_peak_1534_lociStitched	chr1	154924959	154936201	2	8261	29672.1348	220	1
1_MACS_peak_9375_lociStitched	chr17	37909195	37915114	1	5920	29612.1651	221	1
4_MACS_peak_19504_lociStitched	chr6	42737690	42752154	4	10274	29525.3632	222	1
3_MACS_peak_18320_lociStitched	chr5	131823193	131837578	3	11589	29447.5335	223	1
2_MACS_peak_18177_lociStitched	chr5	100232493	100243184	2	10098	29410.941	224	1
2_MACS_peak_10779_lociStitched	chr19	3358776	3368824	2	8003	29409.4912	225	1
7_MACS_peak_10750_lociStitched	chr19	2607173	2632347	7	14758	29355.4014	226	1
7_MACS_peak_8162_lociStitched	chr16	21511942	21532415	7	11625	29284.5792	227	1
1_MACS_peak_8536_lociStitched	chr16	67594217	67601121	1	6905	29243.9632	228	1
12_MACS_peak_13467_lociStitched	chr2	216744974	216785108	12	25135	29205.5118	229	1
1_MACS_peak_18973_lociStitched	chr6	12008161	12014521	1	6361	29173.956	230	1
4_MACS_peak_18059_lociStitched	chr5	78523382	78537944	4	10092	29170.5984	231	1
2_MACS_peak_23447_lociStitched	chr9	139735270	139744689	2	6630	29106.5938	232	1
1_MACS_peak_18823_lociStitched	chr6	218141	230195	1	12055	29067.0156	233	1
2_MACS_peak_445_lociStitched	chr1	25251163	25259020	2	7079	28964.8305	234	1
7_MACS_peak_2886_lociStitched	chr10	74003458	74024919	7	17197	28837.1457	235	1
1_MACS_peak_9119_lociStitched	chr17	18084714	18092211	1	7498	28825.965	236	1
1_MACS_peak_1289_lociStitched	chr1	120608811	120613759	1	4949	28808.7404	237	1
1_MACS_peak_5069_lociStitched	chr12	53590607	53605683	1	15077	28801.1904	238	1
4_MACS_peak_18497_lociStitched	chr5	142774207	142785757	4	10526	28790.685	239	1
1_MACS_peak_10318_lociStitched	chr18	20712593	20719099	1	6507	28731.7972	240	1
7_MACS_peak_19595_lociStitched	chr6	52147862	52173805	7	18243	28698.1466	241	1
2_MACS_peak_14815_lociStitched	chr22	29187031	29199813	2	10836	28647.0184	242	1
1_MACS_peak_10557_lociStitched	chr18	60977473	60988402	1	10930	28642.7232	243	1
3_MACS_peak_7527_lociStitched	chr15	75068871	75083731	3	11620	28630.762	244	1
1_MACS_peak_1399_lociStitched	chr1	149221547	149225627	1	4081	28572.648	245	1
1_MACS_peak_16696_lociStitched	chr4	1239707	1244903	1	5197	28522.4028	246	1
2_MACS_peak_18755_lociStitched	chr5	176870540	176883630	2	8972	28496.93	247	1
1_MACS_peak_19306_lociStitched	chr6	31701298	31709069	1	7772	28354.0477	248	1
1_MACS_peak_4932_lociStitched	chr12	46118652	46127322	1	8671	28311.885	249	1
4_MACS_peak_2970_lociStitched	chr10	81946684	81966194	4	17002	28287.549	250	1
2_MACS_peak_817_lociStitched	chr1	45265068	45278889	2	9997	28269.4734	251	1
1_MACS_peak_16438_lociStitched	chr3	176858787	176871107	1	12321	28241.136	252	1
3_MACS_peak_13691_lociStitched	chr2	241498727	241509499	3	8779	28230.1804	253	1
4_MACS_peak_653_lociStitched	chr1	36614105	36628181	4	9078	28175.9292	254	1
3_MACS_peak_1988_lociStitched	chr1	203266238	203278467	3	9873	28147.4893	255	1
1_MACS_peak_23413_lociStitched	chr9	139008171	139011916	1	3746	28143.675	256	1
2_MACS_peak_24264_lociStitched	chrX	153189300	153201528	2	8237	28134.1824	257	1
2_MACS_peak_9655_lociStitched	chr17	48224291	48233563	2	9272	28128.4664	258	1
1_MACS_peak_14584_lociStitched	chr21	45590105	45597625	1	7521	28124.8	259	1
3_MACS_peak_11189_lociStitched	chr19	16694141	16706613	3	11180	28121.8656	260	1
3_MACS_peak_18736_lociStitched	chr5	175960226	175971421	3	8730	28112.884	261	1
4_MACS_peak_19192_lociStitched	chr6	27791058	27808320	4	12926	28093.905	262	1
2_MACS_peak_5662_lociStitched	chr12	123370554	123387012	2	14823	28019.745	263	1
1_MACS_peak_6186_lociStitched	chr13	114828930	114835644	1	6715	28008.1224	264	1
4_MACS_peak_4014_lociStitched	chr11	65306962	65326880	4	10781	28004.708	265	1
1_MACS_peak_5454_lociStitched	chr12	109024192	109031787	1	7596	27806.814	266	1
2_MACS_peak_8461_lociStitched	chr16	57568812	57580360	2	9530	27753.3084	267	1
3_MACS_peak_23429_lociStitched	chr9	139432478	139447463	3	9195	27732.7395	268	1
1_MACS_peak_10547_lociStitched	chr18	60822103	60831284	1	9182	27721.1114	269	1
4_MACS_peak_10981_lociStitched	chr19	10521832	10536536	4	12744	27689.1024	270	1
1_MACS_peak_18789_lociStitched	chr5	179230182	179236717	1	6536	27669.8435	271	1
4_MACS_peak_13729_lociStitched	chr20	379899	391300	4	10483	27656.5458	272	1
2_MACS_peak_9219_lociStitched	chr17	27218230	27230649	2	9592	27520.504	273	1
2_MACS_peak_12548_lociStitched	chr2	65657223	65665208	2	6727	27509.1235	274	1
2_MACS_peak_14591_lociStitched	chr21	45659045	45667803	2	6400	27492.2378	275	1
3_MACS_peak_8308_lociStitched	chr16	30536969	30547850	3	6891	27472.3488	276	1
4_MACS_peak_15292_lociStitched	chr3	5017641	5029244	4	11067	27471.2628	277	1
2_MACS_peak_11480_lociStitched	chr19	39338104	39348771	2	7748	27460.0581	278	1
2_MACS_peak_19570_lociStitched	chr6	44223437	44233900	2	6949	27446.5416	279	1
1_MACS_peak_1321_lociStitched	chr1	143741364	143745834	1	4471	27418.533	280	1
1_MACS_peak_10973_lociStitched	chr19	10380038	10386956	1	6919	27409.116	281	1
1_MACS_peak_2235_lociStitched	chr1	226066523	226072440	1	5918	27283.8787	282	1
1_MACS_peak_4033_lociStitched	chr11	65623909	65630139	1	6231	27268.087	283	1
2_MACS_peak_15176_lociStitched	chr22	46446639	46455125	2	8033	27242.6058	284	1
2_MACS_peak_2248_lociStitched	chr1	226308755	226316734	2	6054	27217.1669	285	1
3_MACS_peak_8666_lociStitched	chr16	79629074	79644617	3	14751	27209.5758	286	1
1_MACS_peak_17842_lociStitched	chr5	43599664	43605024	1	5361	27206.288	287	1
1_MACS_peak_5451_lociStitched	chr12	108953435	108965506	1	12072	27165.7855	288	1
3_MACS_peak_22146_lociStitched	chr8	103816293	103827142	3	9471	27162.6413	289	1
4_MACS_peak_4006_lociStitched	chr11	65236364	65247894	4	9419	27157.762	290	1
2_MACS_peak_10237_lociStitched	chr18	9060245	9074386	2	11419	27070.1163	291	1
4_MACS_peak_2591_lociStitched	chr10	21805487	21824580	4	10109	27052.8717	292	1
1_MACS_peak_16616_lociStitched	chr3	195629965	195637402	1	7438	26908.5534	293	1
2_MACS_peak_8544_lociStitched	chr16	67875378	67882189	2	6227	26852.3675	294	1
1_MACS_peak_2038_lociStitched	chr1	206132349	206139865	1	7517	26805.814	295	1
2_MACS_peak_5155_lociStitched	chr12	57022099	57031424	2	9301	26693.745	296	1
2_MACS_peak_16220_lociStitched	chr3	135910910	135917837	2	6773	26668.2573	297	1
7_MACS_peak_17929_lociStitched	chr5	60556887	60577849	7	16577	26651.0868	298	1
2_MACS_peak_15367_lociStitched	chr3	13454950	13464083	2	8764	26608.9955	299	1
1_MACS_peak_16354_lociStitched	chr3	156803946	156811963	1	8018	26583.5703	300	1
2_MACS_peak_18790_lociStitched	chr5	179244441	179249955	2	5379	26553.2184	301	1
3_MACS_peak_3879_lociStitched	chr11	61730274	61742859	3	10594	26414.6565	302	1
