GENE_ID	locusLine	bin_1_20_0EX6_0229Kronos_MM1S-KB-24hr-2_H3K27Ac_hs-dm_i43.bam
NM_001039711	chr1(.):161085768-161107478	0.8051
NM_016406	chr1(.):161118533-161133646	1.9477
NM_004550	chr1(.):161164104-161189184	0.8315
NM_000309	chr1(.):161131180-161146010	1.267
NM_001643	chr1(.):161187082-161198418	1.2148
NM_001185094	chr1(.):161082907-161095984	0.465
NM_003779	chr1(.):161136100-161152314	1.9586
NM_012475	chr1(.):161124253-161140516	1.398
NM_001039712	chr1(.):161085768-161107256	0.8128
NM_005600	chr1(.):161082861-161095984	0.4635
NM_001185093	chr1(.):161082906-161095984	0.465
NM_032174	chr1(.):161190832-161205407	0.7215
NM_001166159	chr1(.):161166936-161189184	0.9181
NM_005099	chr1(.):161154537-161173845	2.8373
NM_004106	chr1(.):161180086-161194038	0.7243
NM_007240	chr1(.):161714580-161731952	0.5087
NM_016545	chr1(.):181052637-181064979	1.2452
NM_002927	chr1(.):192600281-192634389	0.0676
NM_002922	chr1(.):192539856-192554159	2.5035
NM_001195216	chr1(.):197698138-197749623	1.327
NR_034150	chr1(.):203262885-203279453	10.3436
NM_003465	chr1(.):203180206-203203860	0.0659
NM_006763	chr1(.):203269663-203283729	6.143
NM_002023	chr1(.):203304751-203325289	0.1439
NM_002646	chr1(.):204386757-204464474	0.2317
NM_002393	chr1(.):204480510-204532248	2.7889
NM_000707	chr1(.):206219282-206236482	0.1111
NM_001007544	chr1(.):206233871-206293647	2.93
NM_148964	chr1(.):206312458-206337104	0.0727
NM_006893	chr1(.):206759973-206790904	0.2187
NM_182665	chr1(.):206725491-206767616	1.9678
NM_021194	chr1(.):211743380-211757099	2.1837
NM_001748	chr1(.):223895118-223968720	0.3008
NM_001146068	chr1(.):223884294-223968720	0.2775
NM_001136018	chr1(.):225992796-226038262	0.3461
NM_000120	chr1(.):226008001-226038262	0.4527
NM_020997	chr1(.):226068981-226081836	2.4856
NM_014698	chr1(.):226028232-226075420	1.7808
NM_013328	chr1(.):226102579-226116965	0.6155
NM_181441	chr1(.):228289379-228302013	0.7831
NR_037415	chr1(.):228279963-228290042	0.2088
NM_001024227	chr1(.):228265850-228291913	0.8923
NM_001024226	chr1(.):228265360-228291913	0.8773
NM_024319	chr1(.):228283427-228296022	0.4626
NM_001159390	chr1(.):228322928-228341655	0.5204
NM_182972	chr1(.):234735014-234750271	5.5818
NR_033927	chr1(.):234760056-234775526	0.0616
NM_014600	chr2(.):31451879-31496260	0.072
NM_001083590	chr2(.):27250773-27269565	0.1949
NM_020458	chr2(.):47163312-47308275	0.6916
NR_033872	chr2(.):70184394-70319147	0.8174
NR_015395	chr2(.):112119590-112257692	0.9553
NR_024373	chr2(.):112181885-112257692	1.6843
NM_020760	chr2(.):197058976-197462335	0.2815
NM_001012514	chr2(.):231724620-231748963	3.3784
NM_145693	chr2(.):11881739-11972533	1.1381
NM_183360	chr2(.):25595111-25901503	0.4208
NM_005813	chr2(.):37472645-37549222	1.8717
NM_019063	chr2(.):42391489-42564688	0.181
NM_012249	chr2(.):46764866-46816827	0.7935
NM_178313	chr2(.):54780530-54894445	0.3661
NM_003128	chr2(.):54678453-54903583	0.2576
NM_014755	chr2(.):64853754-64886046	1.7976
NR_036586	chr2(.):65123973-65164581	3.129
NM_002398	chr2(.):66657531-66804891	0.383
NR_027749	chr2(.):74705199-74726691	0.4435
NR_024204	chr2(.):87749973-87826030	1.2557
NM_004836	chr2(.):88851258-88932094	0.6263
NM_144563	chr2(.):88986175-89055452	1.2218
NM_020151	chr2(.):96845602-96879573	0.4001
NM_004027	chr2(.):99056320-99212496	2.1231
NM_001566	chr2(.):99056320-99203284	2.2513
NM_001193483	chr2(.):109145856-109308702	0.3066
NM_001017927	chr2(.):120055019-120129258	0.4877
NM_002410	chr2(.):135006829-135211468	0.3237
NR_024415	chr2(.):192537797-192558248	2.9446
NM_001031716	chr2(.):192537860-192558248	2.9535
NM_004226	chr2(.):196993306-197041336	1.214
NM_001228	chr2(.):202093165-202157434	2.2414
NM_003879	chr2(.):201975889-202034003	2.9738
NM_001127184	chr2(.):201975815-202011323	4.6251
NM_173822	chr2(.):201833440-201941392	0.1521
NM_033358	chr2(.):202093165-202151638	2.4591
NM_001167608	chr2(.):227695670-227868923	0.605
NM_022730	chr2(.):232646161-232678434	0.1477
NM_001017915	chr2(.):233920035-234121549	0.1485
NM_001137551	chr2(.):238595806-238695290	0.3628
NM_001137550	chr2(.):238531223-238695290	0.2587
NM_002997	chr2(.):20395557-20429927	3.7578
NM_001006946	chr2(.):20395557-20430194	3.7292
NM_178553	chr2(.):27354714-27367332	0.4596
NM_007046	chr2(.):27296434-27314265	0.8434
NM_001166239	chr2(.):27318461-27346773	0.1055
NM_001166240	chr2(.):27317220-27346995	0.1092
NM_013388	chr2(.):27348624-27362542	0.4367
NM_006488	chr2(.):27304610-27328619	0.3231
NM_001035507	chr2(.):27269490-27287403	0.4855
NM_021831	chr2(.):27269490-27298490	0.4607
NM_001166241	chr2(.):27317220-27338970	0.0971
NM_032604	chr2(.):27341656-27358680	0.4197
NM_175769	chr2(.):27366944-27380819	1.5179
NM_001134693	chr2(.):27288341-27299567	0.4435
NM_080592	chr2(.):27429898-27445046	0.9855
NM_001170795	chr2(.):27430218-27445046	1.0046
NM_021095	chr2(.):27417454-27440175	0.5988
NM_001145122	chr2(.):31390921-31445411	0.215
NM_012413	chr2(.):37566752-37605465	7.6313
NM_138370	chr2(.):42270160-42290668	0.0517
NM_006887	chr2(.):43444540-43458745	8.1913
NR_027251	chr2(.):43449349-43460994	3.544
NM_080653	chr2(.):46733985-46752096	0.0458
NM_173074	chr2(.):46803412-46849251	0.1751
NM_014171	chr2(.):46839324-46857881	0.3195
NM_001171508	chr2(.):47124008-47173994	0.583
NM_002354	chr2(.):47591286-47619167	0.0396
NR_002229	chr2(.):54751358-54761978	0.3885
NR_033837	chr2(.):64407212-64437619	0.5512
NR_034023	chr2(.):64829445-64848616	0.1223
NM_001193493	chr2(.):65210578-65256000	0.582
NM_003038	chr2(.):65211494-65256000	0.5935
NM_181784	chr2(.):65532984-65664656	0.3235
NM_001128210	chr2(.):65532984-65598931	0.0885
NM_014882	chr2(.):68996932-69058957	0.241
NM_001166277	chr2(.):68956912-69058957	0.4662
NM_006196	chr2(.):70309584-70321334	8.1358
NR_024444	chr2(.):70346167-70357448	1.7091
NM_053050	chr2(.):74694108-74704927	0.9031
NM_032779	chr2(.):74694958-74715357	0.8895
NM_001146158	chr2(.):74683183-74697537	1.0039
NM_001015056	chr2(.):74647987-74672710	0.1567
NM_012477	chr2(.):74680576-74693010	1.2292
NM_001145054	chr2(.):74636302-74649844	0.259
NM_001015055	chr2(.):74647987-74674060	0.1488
NM_031288	chr2(.):74677198-74690087	0.9351
NM_032118	chr2(.):74643884-74657882	0.2533
NM_016170	chr2(.):74736595-74749275	0.0473
NM_001009812	chr2(.):74719643-74735443	0.7851
NM_032673	chr2(.):74727169-74739821	0.9432
NR_024606	chr2(.):74724743-74737192	0.9909
NM_015425	chr2(.):86248450-86338278	1.5862
NM_017952	chr2(.):86328304-86374280	0.2313
NR_026984	chr2(.):86242338-86255991	0.0997
NR_015424	chr2(.):89060418-89111109	0.1442
NM_001193304	chr2(.):96910945-96936751	0.7156
NM_001037228	chr2(.):96900976-96912701	1.7793
NM_004804	chr2(.):96926883-96944900	0.3215
NR_026875	chr2(.):97158382-97178846	0.168
NM_212481	chr2(.):97197463-97223371	2.0239
NM_001193484	chr2(.):109232701-109308702	0.183
NM_001193485	chr2(.):109266266-109308702	0.1465
NM_001193482	chr2(.):109218616-109308702	0.3151
NM_001193488	chr2(.):109199921-109308702	0.3762
NM_004987	chr2(.):109199766-109308702	0.3757
NR_024275	chr2(.):135201959-135217192	0.0674
NM_006186	chr2(.):157175943-157194287	0.4145
NM_004288	chr2(.):158266130-158305604	2.1015
NM_002491	chr2(.):201931461-201955473	0.3916
NM_001127183	chr2(.):201978386-202033841	3.1137
NM_032974	chr2(.):202042620-202099110	1.3123
NM_001230	chr2(.):202042620-202091383	1.1689
NM_033356	chr2(.):202120222-202157434	2.9227
NM_001080125	chr2(.):202117753-202157434	2.8289
NM_006139	chr2(.):204566197-204607557	2.4516
NM_017431	chr2(.):219682105-219701512	0.034
NM_025216	chr2(.):219740254-219763651	3.1952
NM_006522	chr2(.):219719545-219743954	0.1057
NM_005544	chr2(.):227591032-227668506	0.4147
NM_002601	chr2(.):232592146-232650974	0.1128
NR_031717	chr2(.):232751951-232762008	0.011
NM_005383	chr2(.):233892381-233904767	0.02
NM_004735	chr2(.):238595806-238679558	0.4251
NM_022817	chr2(.):239147678-239202207	0.2421
NR_026923	chr2(.):239135326-239147985	0.0462
NM_001142853	chr2(.):239141907-239153681	0.0768
NR_026926	chr2(.):239128753-239145318	0.0411
NM_014674	chr3(.):5224358-5266650	2.2315
NM_001195099	chr3(.):15703743-15803058	0.0829
NM_001195098	chr3(.):15703743-15844691	0.4456
NM_015199	chr3(.):15703743-15906053	0.4153
NM_015512	chr3(.):52345334-52439513	0.0618
NM_003571	chr3(.):133113789-133199056	2.4824
NM_207294	chr3(.):152012193-152188569	0.229
NM_021038	chr3(.):151980828-152188568	0.3638
NM_207015	chr3(.):174572110-175528428	0.3041
NM_001135095	chr3(.):171753343-172123492	0.6864
NM_022763	chr3(.):171752417-172123492	0.686
NM_181361	chr3(.):178249223-178567217	0.1513
NR_004053	chr3(.):181323150-181464005	0.2824
NM_001134382	chr3(.):12933718-13119617	0.7194
NM_014869	chr3(.):12933718-13013960	0.0598
NM_001184958	chr3(.):14711605-14819543	0.9661
NM_001134381	chr3(.):17193653-17746512	0.0514
NM_014744	chr3(.):17193653-17787399	0.077
NM_001134380	chr3(.):17193653-17789240	0.0786
NM_003884	chr3(.):20076523-20200896	0.2631
NM_001024847	chr3(.):30642993-30740633	0.6131
NM_001123396	chr3(.):46390234-46405868	3.1119
NM_025222	chr3(.):52283437-52317659	0.6838
NM_181042	chr3(.):52574367-52718739	0.0691
NM_018313	chr3(.):52574367-52724866	0.1132
NM_015541	chr3(.):66424220-66555845	0.2507
NM_007114	chr3(.):69063977-69106484	0.2234
NM_024548	chr3(.):101438493-101491181	0.536
NM_001009899	chr3(.):113362232-113420493	0.1794
NM_001690	chr3(.):113460865-113535905	0.4967
NM_002213	chr3(.):124476794-124611144	0.6172
NM_001001487	chr3(.):130608433-130740555	0.1349
NM_001199181	chr3(.):130564368-130727046	0.2137
NM_001199180	chr3(.):130564368-130740555	0.2028
NM_001199179	chr3(.):130607834-130727046	0.1423
NM_001001485	chr3(.):130607858-130740555	0.135
NM_001199184	chr3(.):130607904-130727046	0.1423
NM_014382	chr3(.):130608291-130727046	0.1421
NM_001134422	chr3(.):133287433-133314118	1.388
NM_001134423	chr3(.):133288300-133314118	1.4329
NM_006506	chr3(.):141200925-141336197	0.1293
NM_001080412	chr3(.):141038054-141173632	5.2531
NM_016275	chr3(.):150316065-150353234	1.4953
NM_001190242	chr3(.):159969773-160106554	0.1165
NM_001190241	chr3(.):159969773-160122320	0.4556
NM_024665	chr3(.):176733541-176920048	0.8466
NM_005832	chr3(.):178271617-178567217	0.0852
NM_130446	chr3(.):183200318-183278499	3.1191
NM_173216	chr3(.):186643314-186801341	1.4366
NM_003032	chr3(.):186734664-186801341	1.5021
NM_018184	chr3(.):5158929-5227601	0.4276
NM_016474	chr3(.):14688252-14719166	0.4384
NR_027694	chr3(.):20016452-20058765	0.0486
NM_194293	chr3(.):39219706-39239077	0.1444
NM_001198621	chr3(.):39219705-39239085	0.1444
NM_014240	chr3(.):45631322-45727755	0.6002
NM_001295	chr3(.):46238199-46254832	7.0265
NM_001837	chr3(.):46278871-46313197	0.0626
NM_003965	chr3(.):46443720-46456014	0.1285
NM_001100168	chr3(.):46406632-46422697	0.5875
NM_001130910	chr3(.):46444048-46456014	0.1314
NM_003212	chr3(.):46614075-46628952	0.0354
NM_001174136	chr3(.):46611044-46628952	0.04
NM_024512	chr3(.):46551877-46613011	1.9257
NM_031440	chr3(.):46534484-46547439	0.1391
NM_199074	chr3(.):49052907-49065926	2.0251
NM_199073	chr3(.):49053617-49065926	2.1344
NM_017730	chr3(.):49062141-49136504	0.229
NM_177939	chr3(.):49022340-49049581	0.5222
NM_018031	chr3(.):49039636-49058386	1.0059
NM_000884	chr3(.):49056761-49071875	1.545
NM_018114	chr3(.):49047434-49063467	1.6297
NM_199070	chr3(.):49054073-49065926	2.2074
NM_001009996	chr3(.):49047434-49061017	1.8479
NR_029690	chr3(.):49053050-49063142	2.5121
NR_029948	chr3(.):49052580-49062667	2.4819
NM_017442	chr3(.):52250097-52265179	0.1375
NM_007284	chr3(.):52257625-52278183	0.3365
NM_144641	chr3(.):52275224-52289615	0.5372
NR_026699	chr3(.):52316835-52334272	0.8798
NR_029677	chr3(.):52323234-52333324	0.0636
NR_029660	chr3(.):52297293-52307377	0.3048
NM_001010983	chr3(.):52723503-52745048	2.6082
NM_206825	chr3(.):52714935-52733510	0.7213
NR_003687	chr3(.):52719753-52729846	0.6229
NM_014041	chr3(.):52734856-52747197	4.2499
NR_003057	chr3(.):52721751-52731828	0.531
NM_152932	chr3(.):52723503-52742622	2.4505
NR_003047	chr3(.):52718255-52728331	0.8136
NM_001193533	chr3(.):52739795-52809965	0.8711
NM_198195	chr3(.):69098880-69134524	1.1089
NM_006407	chr3(.):69129089-69160239	2.4862
NM_198271	chr3(.):69151038-69176746	0.1878
NR_036087	chr3(.):69093108-69103186	0.7392
NM_006100	chr3(.):98446571-98518236	2.1553
NM_145037	chr3(.):101493028-101552075	0.9808
NM_001134456	chr3(.):101493285-101552075	0.9849
NM_001005474	chr3(.):101541833-101584869	0.3819
NM_001190259	chr3(.):111834687-111857152	0.8755
NM_024616	chr3(.):111800181-111842044	0.3642
NR_030292	chr3(.):111826647-111836745	0.124
NM_025146	chr3(.):113432840-113470096	0.9549
NR_031687	chr3(.):125504246-125514395	0.0525
NM_020187	chr3(.):128992683-129029135	0.5669
NM_001006109	chr3(.):128992816-129029135	0.5684
NM_006026	chr3(.):129028613-129040120	2.2071
NR_026991	chr3(.):129030113-129048412	1.0372
NR_027037	chr3(.):151975404-151992415	1.4229
NR_027954	chr3(.):156385959-156398502	1.4149
NM_001184718	chr3(.):156389452-156429557	0.838
NM_001184717	chr3(.):156387714-156429557	0.8075
NM_015508	chr3(.):156387204-156429557	0.7981
NR_034008	chr3(.):156802669-156823924	3.8378
NR_034007	chr3(.):156794455-156845791	1.6803
NM_173084	chr3(.):160148290-160172626	0.5929
NR_029663	chr3(.):160117375-160127473	5.3443
NM_005496	chr3(.):160113346-160157741	1.575
NM_001002800	chr3(.):160112429-160157741	1.5458
NR_029525	chr3(.):160117532-160127613	5.1612
NR_027622	chr3(.):169656771-169689522	3.8474
NM_182610	chr3(.):169624481-169661948	1.8837
NM_003262	chr3(.):169679579-169721161	0.5046
NM_014373	chr3(.):169750734-169808183	0.4597
NM_003106	chr3(.):181424721-181437223	2.1511
NM_004593	chr3(.):185627357-185660924	0.7144
NR_033752	chr3(.):185681266-185702578	0.0664
NM_198565	chr3(.):196361655-196393874	0.8706
NM_003215	chr4(.):48132799-48276814	0.6482
NM_201431	chr4(.):74433861-74491340	1.6992
NM_177532	chr4(.):74433861-74491134	1.7052
NM_020859	chr4(.):77351252-77709405	0.2231
NM_198281	chr4(.):90160428-90234161	4.1033
NM_016531	chr4(.):38660789-38708129	0.5513
NM_015173	chr4(.):37887719-38145794	0.5287
NR_026804	chr4(.):38609321-38671249	0.3627
NM_001098634	chr4(.):40420271-40636883	0.3833
NM_004310	chr4(.):40193526-40251281	2.7065
NM_001136570	chr4(.):77167852-77209929	0.0549
NM_001166693	chr4(.):87851153-88067206	0.43
NM_024900	chr4(.):129725778-129790787	0.483
NM_199320	chr4(.):129725778-129801379	0.4241
NM_002039	chr4(.):144252982-144400718	0.8013
NM_002199	chr4(.):185303875-185400726	3.4486
NM_031953	chr4(.):186126283-186290120	0.3235
NR_031688	chr4(.):9552788-9562937	0.1125
NM_017581	chr4(.):40332468-40361973	0.0356
NM_001076	chr4(.):69398132-69439240	0.9083
NM_001077	chr4(.):69397902-69439245	0.9055
NM_001076	chr4(.):69507314-69541374	0.2521
NM_031889	chr4(.):71489460-71517536	0.132
NM_144646	chr4(.):71516257-71537348	4.2482
NM_020368	chr4(.):71549195-71561268	1.2967
NM_014961	chr4(.):71582695-71664274	0.0886
NM_001130709	chr4(.):71565653-71660614	0.1887
NM_017426	chr4(.):77030816-77074655	0.1448
NM_005506	chr4(.):77074893-77140035	0.7686
NM_004354	chr4(.):78073356-78096213	0.6616
NM_144645	chr4(.):87792357-87818575	0.0472
NM_014395	chr4(.):100732980-100796346	0.6477
NM_021970	chr4(.):100794494-100820703	0.2693
NM_003998	chr4(.):103417485-103543459	0.4757
NM_025212	chr4(.):105388342-105417467	2.9773
NM_001104631	chr5(.):58259865-59194621	0.1761
NM_006203	chr5(.):58259865-58887324	0.1497
NM_001165899	chr5(.):58259865-59788925	0.1224
NM_001197218	chr5(.):58259865-59069438	0.1959
NM_002372	chr5(.):109020155-109208429	0.8456
NM_014979	chr5(.):75374304-75626416	0.1178
NM_001131005	chr5(.):88009057-88204922	1.1629
NM_002397	chr5(.):88009057-88184283	1.1412
NM_001193349	chr5(.):88009057-88124744	0.7414
NM_001131055	chr5(.):175080039-175118245	0.4692
NM_001040446	chr5(.):32222110-32318114	0.277
NM_024669	chr5(.):55390506-55534186	0.6679
NR_015436	chr5(.):87831596-87985620	0.4809
NM_152624	chr5(.):112307432-112361667	0.2003
NM_001077654	chr5(.):118599417-118735294	0.7375
NM_005460	chr5(.):121642819-121804794	0.1768
NM_001038702	chr5(.):130594701-130735382	0.4435
NM_003060	chr5(.):131700400-131736306	0.1769
NM_018924	chr5(.):140744961-140897546	0.1651
NM_018922	chr5(.):140724827-140897546	0.1517
NM_018915	chr5(.):140713353-140897546	0.1444
NM_018916	chr5(.):140718600-140897546	0.148
NM_018912	chr5(.):140705251-140897546	0.1413
NM_003736	chr5(.):140762451-140897546	0.1788
NM_018923	chr5(.):140734702-140897546	0.1579
NM_001079812	chr5(.):140889587-141003622	0.2713
NM_018920	chr5(.):140757466-140897546	0.1744
NM_018918	chr5(.):140738897-140897546	0.1609
NM_018917	chr5(.):140729767-140897546	0.1546
