#01_0EWN_0229Kronos_MM1S-No-Treatment-1_H3K18Ac_hs-dm_i02_peaks Enhancers
#Created from /data/projects/IRF4_mm_trn_data/p300_internal_ChIP/rose/01_0EWN_0229Kronos_MM1S-No-Treatment-1_H3K18Ac_hs-dm_i02_ROSE/01_0EWN_0229Kronos_MM1S-No-Treatment-1_H3K18Ac_hs-dm_i02_peaks_6KB_STITCHED_ENHANCER_REGION_MAP.txt
#Ranked by X01_0EWN_0229Kronos_MM1S.No.Treatment.1_H3K18Ac_hs.dm_i02.bam
#Using cutoff of 15118.2684 for Super-Enhancers
#Created on Jul 18 2024 
REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	X01_0EWN_0229Kronos_MM1S.No.Treatment.1_H3K18Ac_hs.dm_i02.bam	X35_0EXN_0229Kronos_MM1S.No.Treatment.1_Input_hs_i77.bam	enhancerRank	isStretch
4_MACS_peak_4374_lociStitched	chr10	125821995	125854844	4	28501	47102.1811	6119.7687	45	1
5_MACS_peak_28538_lociStitched	chr8	81045819	81084750	5	27900	44762.8638	6641.6286	46	1
5_MACS_peak_14308_lociStitched	chr19	42027054	42070618	5	27760	51353.2432	8190.032	47	1
4_MACS_peak_2185_lociStitched	chr1	181094934	181131361	4	27695	47034.5424	8968.3274	48	1
5_MACS_peak_27723_lociStitched	chr7	150053052	150085091	5	27437	72885.5211	8583.2481	49	1
4_MACS_peak_9729_lociStitched	chr15	68568623	68599596	4	27433	39574.2021	6200.7946	50	1
4_MACS_peak_19643_lociStitched	chr3	46421227	46460521	4	27352	36028.6686	7257.6018	51	1
4_MACS_peak_26750_lociStitched	chr7	55569011	55606317	4	27341	67001.576	7043.3728	52	1
5_MACS_peak_20459_lociStitched	chr3	133179216	133212643	5	27290	49655.8085	6809.0799	53	1
6_MACS_peak_21102_lociStitched	chr3	193786991	193825012	6	27236	68943.4793	9805.6159	54	1
2_MACS_peak_1837_lociStitched	chr1	156449866	156479965	2	27142	72761.3226	8689.5813	55	1
4_MACS_peak_4174_lociStitched	chr10	105244550	105276240	4	27009	56205.384	5983.072	56	1
3_MACS_peak_3159_lociStitched	chr10	11278350	11313014	3	26920	50034.0176	7061.0568	57	1
5_MACS_peak_17475_lociStitched	chr20	25261367	25302649	5	26653	72511.833	7405.9908	58	1
3_MACS_peak_11608_lociStitched	chr17	16863911	16895651	3	26625	72868.692	6389.262	59	1
2_MACS_peak_7551_lociStitched	chr12	123354897	123387301	2	26558	44108.3248	3953.288	60	1
3_MACS_peak_14863_lociStitched	chr2	20390601	20426544	3	26183	60635.841	6786.0384	61	1
1_MACS_peak_11900_lociStitched	chr17	34408588	34434656	1	26069	60691.5176	6402.3008	62	1
4_MACS_peak_24189_lociStitched	chr5	173309948	173344090	4	26052	29983.5044	6114.8322	63	1
3_MACS_peak_17023_lociStitched	chr2	232687206	232715057	3	25946	28310.5415	3871.289	64	1
2_MACS_peak_20826_lociStitched	chr3	171800683	171827150	2	25930	57923.0295	7431.9336	65	1
5_MACS_peak_2499_lociStitched	chr1	206271562	206311308	5	25870	53911.4744	9543.0146	66	1
3_MACS_peak_10471_lociStitched	chr16	11808412	11837987	3	25754	43285.97	6080.62	67	1
5_MACS_peak_28077_lociStitched	chr8	27208496	27242184	5	25732	36396.5152	6592.7416	68	1
7_MACS_peak_9088_lociStitched	chr15	21967063	22005784	7	25707	28676.7726	5568.0798	69	1
10_MACS_peak_17915_lociStitched	chr20	52531005	52584491	10	25667	37814.602	8135.2206	70	1
6_MACS_peak_9770_lociStitched	chr15	70767777	70805947	6	25563	41864.856	6569.057	71	1
1_MACS_peak_25522_lociStitched	chr6	106530406	106555961	1	25556	54327.3745	6253.3085	72	1
1_MACS_peak_5969_lociStitched	chr11	128584944	128610429	1	25486	53556.7275	5512.4055	73	1
5_MACS_peak_1820_lociStitched	chr1	156065109	156100669	5	25223	41630.092	7720.076	74	1
6_MACS_peak_28886_lociStitched	chr8	126284992	126322864	6	25119	40227.6384	7047.9792	75	1
2_MACS_peak_1767_lociStitched	chr1	154907689	154935556	2	25112	101126.5563	9123.6558	76	1
2_MACS_peak_21948_lociStitched	chr4	90204354	90230369	2	24873	68156.6985	5785.736	77	1
2_MACS_peak_20329_lociStitched	chr3	124486978	124513076	2	24752	42738.0848	4538.4422	78	1
6_MACS_peak_638_lociStitched	chr1	40029802	40072759	6	24731	35993.6703	7229.6631	79	1
3_MACS_peak_13146_lociStitched	chr18	42287372	42314190	3	24681	28301.0354	4119.2448	80	1
3_MACS_peak_1541_lociStitched	chr1	145182587	145212839	3	24610	42537.3372	13852.3908	81	1
3_MACS_peak_13941_lociStitched	chr19	16244010	16273298	3	24581	47051.172	6074.3312	82	1
4_MACS_peak_7350_lociStitched	chr12	109007371	109036211	4	24434	73337.236	6341.916	83	1
6_MACS_peak_22635_lociStitched	chr4	187733545	187776258	6	24371	44878.5491	6496.6473	84	1
7_MACS_peak_17664_lociStitched	chr20	37486919	37523579	7	24182	61665.786	6510.816	85	1
2_MACS_peak_18373_lociStitched	chr21	44723154	44747743	2	24153	46517.4702	5699.7302	86	1
2_MACS_peak_12926_lociStitched	chr18	9132525	9157597	2	23700	37023.8224	4931.6624	87	1
3_MACS_peak_28207_lociStitched	chr8	37736455	37764770	3	23591	42115.731	5269.4215	88	1
5_MACS_peak_9299_lociStitched	chr15	40329773	40358623	5	23552	32874.575	5322.825	89	1
4_MACS_peak_22571_lociStitched	chr4	185317362	185350264	4	23396	37238.4836	6142.8034	90	1
4_MACS_peak_4254_lociStitched	chr10	112599743	112633348	4	23389	46791.602	5995.132	91	1
2_MACS_peak_5198_lociStitched	chr11	65253500	65278859	2	23169	55865.877	5743.8135	92	1
6_MACS_peak_16638_lociStitched	chr2	197074464	197113734	6	23097	29181.537	6067.215	93	1
5_MACS_peak_17721_lociStitched	chr20	42564847	42593917	5	22993	35395.632	5122.134	94	1
5_MACS_peak_25383_lociStitched	chr6	88612540	88640604	5	22973	32082.7648	4989.7792	95	1
2_MACS_peak_4782_lociStitched	chr11	22676792	22703728	2	22967	47967.6288	4444.44	96	1
5_MACS_peak_10067_lociStitched	chr15	89646495	89676874	5	22955	44930.541	6264.1498	97	1
5_MACS_peak_25407_lociStitched	chr6	90054675	90086523	5	22876	46246.4808	6038.3808	98	1
7_MACS_peak_8933_lociStitched	chr14	95945715	95986137	7	22872	29196.8106	3803.7102	99	1
3_MACS_peak_12923_lociStitched	chr18	9094520	9122826	3	22844	48527.8064	5250.763	100	1
4_MACS_peak_27190_lociStitched	chr7	102063850	102093357	4	22752	61150.3068	5765.6678	101	1
2_MACS_peak_489_lociStitched	chr1	31213894	31236696	2	22654	57547.6876	5422.3156	102	1
4_MACS_peak_2223_lociStitched	chr1	183856340	183886005	4	22629	36671.873	6392.8075	103	1
1_MACS_peak_3155_lociStitched	chr10	11201898	11224442	1	22545	90744.1088	5933.5808	104	1
6_MACS_peak_3700_lociStitched	chr10	72235637	72274141	6	22445	39632.1672	6414.7664	105	1
5_MACS_peak_15700_lociStitched	chr2	88898795	88928714	5	22401	31088.8329	5609.8125	106	1
6_MACS_peak_9078_lociStitched	chr15	20968709	20998061	6	22371	25550.916	4303.0032	107	1
4_MACS_peak_2510_lociStitched	chr1	206727276	206754845	4	22361	47881.8392	7713.8062	108	1
3_MACS_peak_4634_lociStitched	chr11	10314489	10345190	3	22324	49244.404	5891.5219	109	1
5_MACS_peak_9752_lociStitched	chr15	70305375	70331012	5	22267	38752.8892	5045.3616	110	1
5_MACS_peak_21848_lociStitched	chr4	82409655	82442072	5	22217	29019.6984	5459.0228	111	1
5_MACS_peak_10213_lociStitched	chr15	101660475	101692558	5	22054	36468.7461	5858.3558	112	1
4_MACS_peak_19264_lociStitched	chr3	13035433	13062012	4	22006	63319.1517	5517.8004	113	1
6_MACS_peak_18905_lociStitched	chr22	39630938	39666079	6	21827	33608.8524	5323.8615	114	1
2_MACS_peak_23683_lociStitched	chr5	131744667	131768439	2	21304	64617.0504	5836.026	115	1
2_MACS_peak_1825_lociStitched	chr1	156115108	156136838	2	21261	68471.23	7405.584	116	1
3_MACS_peak_9305_lociStitched	chr15	40386887	40409563	3	21206	49499.4404	4997.7904	117	1
2_MACS_peak_29988_lociStitched	chr9	112903974	112925334	2	21174	30059.928	4726.968	118	1
4_MACS_peak_18398_lociStitched	chr21	45552477	45581292	4	21160	77757.2775	7635.975	119	1
3_MACS_peak_12368_lociStitched	chr17	56404640	56431269	3	21130	65193.1178	6300.4214	120	1
3_MACS_peak_16634_lociStitched	chr2	197023816	197048757	3	21030	35787.8409	5534.4079	121	1
2_MACS_peak_15751_lociStitched	chr2	97190278	97213187	2	21010	54697.5284	4888.7806	122	1
4_MACS_peak_1939_lociStitched	chr1	161144139	161173611	4	20925	51192.864	7724.6112	123	1
3_MACS_peak_2458_lociStitched	chr1	204474512	204501224	3	20751	60793.8408	7476.6888	124	1
2_MACS_peak_17896_lociStitched	chr20	52194749	52216007	2	20744	33287.9022	3711.6468	125	1
3_MACS_peak_2300_lociStitched	chr1	192497531	192521396	3	20718	37816.479	6324.225	126	1
6_MACS_peak_9808_lociStitched	chr15	74657891	74696744	6	20713	38728.6704	6208.7094	127	1
3_MACS_peak_22856_lociStitched	chr5	32275302	32296875	3	20708	25220.9943	4282.2405	128	1
3_MACS_peak_13962_lociStitched	chr19	16693339	16717292	3	20663	63281.4307	4888.8073	129	1
2_MACS_peak_7347_lociStitched	chr12	108952713	108973621	2	20601	43570.1812	4957.2868	130	1
3_MACS_peak_5714_lociStitched	chr11	111230350	111252126	3	20508	40172.3648	4468.4352	131	1
2_MACS_peak_9826_lociStitched	chr15	75062722	75083510	2	20452	37193.8896	4429.9228	132	1
6_MACS_peak_13779_lociStitched	chr19	10513252	10543104	6	20405	32559.5764	5030.062	133	1
2_MACS_peak_6726_lociStitched	chr12	53583083	53603988	2	20399	61563.1345	5475.0195	134	1
4_MACS_peak_8246_lociStitched	chr13	115023556	115048737	4	20388	41813.0505	4467.1094	135	1
2_MACS_peak_5382_lociStitched	chr11	72851118	72871745	2	20354	44279.9809	4249.162	136	1
4_MACS_peak_15875_lociStitched	chr2	109822821	109844398	4	20267	31884.3329	4237.7228	137	1
2_MACS_peak_16889_lociStitched	chr2	219740874	219763588	2	20150	55951.3962	4501.9148	138	1
3_MACS_peak_1504_lociStitched	chr1	143441431	143469936	3	20125	47155.8215	11020.033	139	1
5_MACS_peak_20407_lociStitched	chr3	129025497	129055327	5	20118	47179.128	5679.632	140	1
4_MACS_peak_15230_lociStitched	chr2	47522683	47551533	4	20100	47247.645	5086.255	141	1
3_MACS_peak_9120_lociStitched	chr15	23658566	23682786	3	20085	31926.804	3853.402	142	1
7_MACS_peak_10144_lociStitched	chr15	93346128	93389192	7	20079	39033.2096	7234.752	143	1
4_MACS_peak_12919_lociStitched	chr18	9054805	9084940	4	20026	51337.986	6415.7415	144	1
4_MACS_peak_19425_lociStitched	chr3	30680213	30703978	4	20003	26295.9725	4410.784	145	1
4_MACS_peak_12576_lociStitched	chr17	72733060	72757048	4	19981	24438.9744	4624.8864	146	1
3_MACS_peak_24639_lociStitched	chr6	25365917	25390389	3	19960	33578.0312	4544.4504	147	1
4_MACS_peak_6614_lociStitched	chr12	48195998	48221057	4	19953	38109.7272	4909.0581	148	1
1_MACS_peak_23346_lociStitched	chr5	88111066	88130956	1	19891	40317.03	4349.943	149	1
5_MACS_peak_4231_lociStitched	chr10	112103568	112130427	5	19841	59479.2555	5524.8963	150	1
3_MACS_peak_1745_lociStitched	chr1	154370309	154394640	3	19826	50674.1737	7296.8669	151	1
3_MACS_peak_15408_lociStitched	chr2	65157421	65178703	3	19806	41106.183	4777.809	152	1
2_MACS_peak_27825_lociStitched	chr8	2027282	2051159	2	19750	57402.6957	4823.154	153	1
5_MACS_peak_31232_lociStitched	chrX	128892849	128921384	5	19669	27793.09	2876.328	154	1
2_MACS_peak_14246_lociStitched	chr19	39880477	39904273	2	19590	61150.9608	4899.5964	155	1
7_MACS_peak_317_lociStitched	chr1	23918135	23962441	7	19456	27132.9944	7053.5152	156	1
1_MACS_peak_12002_lociStitched	chr17	38464855	38484243	1	19389	54712.936	4110.256	157	1
3_MACS_peak_21714_lociStitched	chr4	71526781	71555437	3	19376	30911.2272	5006.2032	158	1
3_MACS_peak_1549_lociStitched	chr1	145426679	145458053	3	19372	53169.5178	8427.0564	159	1
2_MACS_peak_21801_lociStitched	chr4	77601972	77625382	2	19301	28054.544	4459.605	160	1
3_MACS_peak_15069_lociStitched	chr2	37600487	37625121	3	19300	42860.6966	5276.6028	161	1
3_MACS_peak_20687_lociStitched	chr3	156804274	156825959	3	19287	52900.5575	6635.61	162	1
5_MACS_peak_26058_lociStitched	chr6	157976656	158007501	5	19255	28065.8655	2797.6415	163	1
1_MACS_peak_21548_lociStitched	chr4	40190750	40209893	1	19144	50744.2644	4504.3479	164	1
3_MACS_peak_19625_lociStitched	chr3	46126932	46153746	3	19144	31873.8018	5306.4906	165	1
4_MACS_peak_5312_lociStitched	chr11	67760259	67789596	4	19100	33018.7935	5063.5662	166	1
5_MACS_peak_10610_lociStitched	chr16	22194983	22219675	5	19078	34862.6348	5118.6516	167	1
7_MACS_peak_12648_lociStitched	chr17	74476183	74512695	7	19010	35150.1024	6002.5728	168	1
5_MACS_peak_30219_lociStitched	chr9	130531907	130566852	5	18926	40564.156	6000.0565	169	1
2_MACS_peak_10922_lociStitched	chr16	56963101	56985941	2	18792	44389.54	5716.852	170	1
4_MACS_peak_12139_lociStitched	chr17	43504744	43531739	4	18657	26941.01	4340.796	171	1
4_MACS_peak_9320_lociStitched	chr15	40833572	40862599	4	18654	32521.8508	5747.346	172	1
5_MACS_peak_15376_lociStitched	chr2	64430345	64456526	5	18628	26633.9313	4550.2578	173	1
5_MACS_peak_2475_lociStitched	chr1	205242223	205271223	5	18591	48821.5	7426.9	174	1
4_MACS_peak_10626_lociStitched	chr16	23333957	23365775	4	18503	39091.5948	5599.968	175	1
4_MACS_peak_8777_lociStitched	chr14	77487583	77510887	4	18457	25214.928	2237.184	176	1
4_MACS_peak_23970_lociStitched	chr5	150512741	150538278	4	18423	25074.7803	4688.5932	177	1
2_MACS_peak_1654_lociStitched	chr1	150531597	150553502	2	18402	53860.014	7403.89	178	1
4_MACS_peak_17729_lociStitched	chr20	42683691	42710800	4	18378	46323.8592	4161.2315	179	1
2_MACS_peak_1539_lociStitched	chr1	145152535	145174913	2	18355	27289.971	7883.7694	180	1
4_MACS_peak_18919_lociStitched	chr22	39822861	39846378	4	18295	42173.0361	4202.4879	181	1
3_MACS_peak_4761_lociStitched	chr11	19449719	19469080	3	18291	37362.8578	4205.2092	182	1
3_MACS_peak_17263_lociStitched	chr20	5570609	5592581	3	18266	23547.3924	4187.8632	183	1
2_MACS_peak_20056_lociStitched	chr3	98472560	98496574	2	18252	32118.725	4538.646	184	1
4_MACS_peak_1630_lociStitched	chr1	149802705	149834412	4	18174	65617.6365	8792.3511	185	1
4_MACS_peak_22865_lociStitched	chr5	32570893	32592435	4	18099	33816.6316	3797.8546	186	1
4_MACS_peak_6506_lociStitched	chr12	33037675	33060677	4	18039	19784.0202	4119.6582	187	1
5_MACS_peak_1475_lociStitched	chr1	120610561	120637085	5	17953	25468.3448	8158.7824	188	1
4_MACS_peak_5499_lociStitched	chr11	82666305	82690827	4	17950	26844.2334	4244.7582	189	1
3_MACS_peak_24477_lociStitched	chr6	11826595	11849243	3	17876	50471.068	4357.4752	190	1
4_MACS_peak_3130_lociStitched	chr10	7511317	7536192	4	17873	22511.875	3803.3875	191	1
4_MACS_peak_19317_lociStitched	chr3	15834755	15859274	4	17844	27095.9469	3851.9349	192	1
4_MACS_peak_12668_lociStitched	chr17	75128852	75147184	4	17796	42156.2672	3763.5596	193	1
5_MACS_peak_1762_lociStitched	chr1	154829970	154861066	5	17765	36516.0328	7870.3976	194	1
1_MACS_peak_23040_lociStitched	chr5	55436357	55454073	1	17717	33786.1836	3769.9648	195	1
5_MACS_peak_11901_lociStitched	chr17	34442117	34474215	5	17712	21534.5482	8178.5704	196	1
3_MACS_peak_3854_lociStitched	chr10	81001043	81020509	3	17683	34715.6644	3692.7002	197	1
6_MACS_peak_12618_lociStitched	chr17	73850201	73875823	6	17666	41312.9128	4645.2686	198	1
3_MACS_peak_18665_lociStitched	chr22	29206996	29225702	3	17640	34982.0906	3638.317	199	1
2_MACS_peak_18600_lociStitched	chr22	24177393	24200961	2	17588	54614.1264	4539.1968	200	1
7_MACS_peak_18257_lociStitched	chr21	36577581	36609009	7	17538	20230.2036	7470.4356	201	1
3_MACS_peak_12554_lociStitched	chr17	70582453	70603720	3	17492	31515.5673	3777.0192	202	1
6_MACS_peak_6813_lociStitched	chr12	57093445	57120051	6	17434	22561.888	4706.6014	203	1
1_MACS_peak_1030_lociStitched	chr1	66735421	66752819	1	17399	33682.528	3364.7732	204	1
2_MACS_peak_24642_lociStitched	chr6	25402465	25420978	2	17390	57231.0882	4472.7408	205	1
3_MACS_peak_1812_lociStitched	chr1	155938522	155960347	3	17338	32861.9025	5447.52	206	1
3_MACS_peak_14869_lociStitched	chr2	20610453	20631358	3	17337	23877.691	3650.013	207	1
4_MACS_peak_30312_lociStitched	chr9	134126921	134153269	4	17262	29833.8404	4658.3264	208	1
5_MACS_peak_25123_lociStitched	chr6	52148161	52173890	5	17251	27025.7416	4173.2438	209	1
3_MACS_peak_20674_lociStitched	chr3	156381298	156406306	3	17242	24062.6976	6171.9744	210	1
4_MACS_peak_29755_lociStitched	chr9	93907362	93928698	4	17225	35087.052	3684.7272	211	1
4_MACS_peak_8810_lociStitched	chr14	81930674	81955978	4	17223	21455.2616	2682.224	212	1
6_MACS_peak_23670_lociStitched	chr5	131418329	131444867	6	17209	41760.1968	4912.1838	213	1
4_MACS_peak_696_lociStitched	chr1	42126603	42150671	4	17207	16313.2904	4125.2552	214	1
4_MACS_peak_7139_lociStitched	chr12	92929296	92951352	4	17191	26224.584	4477.368	215	1
2_MACS_peak_18319_lociStitched	chr21	41324295	41344998	2	17174	33178.6278	6347.5398	216	1
5_MACS_peak_12238_lociStitched	chr17	47815795	47842718	5	17163	27302.6143	4641.5252	217	1
4_MACS_peak_22605_lociStitched	chr4	186252516	186285040	4	17146	23732.7628	5311.1692	218	1
3_MACS_peak_6948_lociStitched	chr12	68751879	68771157	3	17138	33572.637	3861.3834	219	1
3_MACS_peak_15421_lociStitched	chr2	65601214	65625169	3	17082	24649.695	3823.218	220	1
3_MACS_peak_24413_lociStitched	chr6	7134894	7157795	3	17030	30652.9885	3961.873	221	1
3_MACS_peak_342_lociStitched	chr1	24511782	24533970	3	16968	35558.4888	4546.3212	222	1
3_MACS_peak_17701_lociStitched	chr20	40706562	40727654	3	16937	39488.4424	3566.6572	223	1
3_MACS_peak_24284_lociStitched	chr5	180227328	180249627	3	16914	32594.4483	4256.8791	224	1
5_MACS_peak_5451_lociStitched	chr11	77146723	77171554	5	16913	22089.6576	4360.3236	225	1
2_MACS_peak_10055_lociStitched	chr15	89163730	89185162	2	16859	29295.4008	4648.6008	226	1
1_MACS_peak_5193_lociStitched	chr11	65183309	65200157	1	16849	82371.5568	5155.488	227	1
4_MACS_peak_5506_lociStitched	chr11	82763373	82790291	4	16829	33846.6932	5275.928	228	1
3_MACS_peak_17784_lociStitched	chr20	45172180	45191942	3	16797	30834.6486	3784.423	229	1
5_MACS_peak_23484_lociStitched	chr5	109251459	109282823	5	16753	24702.2864	5949.7508	230	1
3_MACS_peak_25765_lociStitched	chr6	130832786	130851759	3	16751	24175.3966	3521.3888	231	1
4_MACS_peak_15706_lociStitched	chr2	89043232	89066310	4	16600	39774.933	4345.5874	232	1
6_MACS_peak_25681_lociStitched	chr6	119762251	119788870	6	16514	19525.0365	4413.4302	233	1
3_MACS_peak_24471_lociStitched	chr6	11713175	11736559	3	16492	26905.6304	4008.0176	234	1
3_MACS_peak_11994_lociStitched	chr17	38251100	38270609	3	16467	24881.7786	4016.9031	235	1
3_MACS_peak_12210_lociStitched	chr17	46579021	46596281	3	16465	21041.666	3092.992	236	1
3_MACS_peak_19922_lociStitched	chr3	69128440	69146189	3	16433	19868.2306	3065.2523	237	1
4_MACS_peak_5166_lociStitched	chr11	64611199	64634686	4	16414	31207.1769	4110.225	238	1
2_MACS_peak_15215_lociStitched	chr2	46788207	46804622	2	16402	20167.469	3056.473	239	1
7_MACS_peak_13855_lociStitched	chr19	12880473	12918555	7	16374	27339.0678	5784.6558	240	1
3_MACS_peak_17607_lociStitched	chr20	34672921	34691335	3	16320	23759.5842	3557.5848	241	1
3_MACS_peak_5104_lociStitched	chr11	62308087	62325931	3	16314	35406.0648	3641.9604	242	1
3_MACS_peak_9191_lociStitched	chr15	31546263	31565367	3	16282	46418.8992	3824.6208	243	1
1_MACS_peak_23347_lociStitched	chr5	88170878	88187120	1	16243	35111.9556	3474.1638	244	1
3_MACS_peak_6191_lociStitched	chr12	9573363	9602040	3	16236	24759.7218	4906.6347	245	1
2_MACS_peak_673_lociStitched	chr1	40838930	40859505	2	16231	38857.945	3886.6175	246	1
5_MACS_peak_4390_lociStitched	chr10	126406444	126433934	5	16231	21343.236	3735.891	247	1
7_MACS_peak_709_lociStitched	chr1	42333073	42368899	7	16215	18826.563	5219.8482	248	1
4_MACS_peak_25564_lociStitched	chr6	109066918	109090702	4	16212	19138.9848	4162.2	249	1
3_MACS_peak_27045_lociStitched	chr7	92346593	92369914	3	16211	21630.2275	4106.8281	250	1
4_MACS_peak_15381_lociStitched	chr2	64485988	64512396	4	16178	21332.3824	5160.1232	251	1
3_MACS_peak_5391_lociStitched	chr11	72976713	73002505	3	16175	25425.7536	4503.2832	252	1
4_MACS_peak_24656_lociStitched	chr6	26183508	26207532	4	16165	35466.6312	4636.632	253	1
5_MACS_peak_10740_lociStitched	chr16	30193787	30223891	5	16061	22454.5736	6376.0272	254	1
4_MACS_peak_9632_lociStitched	chr15	63758398	63780867	4	16018	25212.4649	3804.0017	255	1
5_MACS_peak_24814_lociStitched	chr6	31782625	31805437	5	15978	20033.4984	4354.8108	256	1
2_MACS_peak_5355_lociStitched	chr11	71411951	71427930	2	15975	37833.4783	3807.7957	257	1
4_MACS_peak_7358_lociStitched	chr12	109161652	109181278	4	15917	27815.9298	3648.4734	258	1
4_MACS_peak_14619_lociStitched	chr19	56328877	56352042	4	15899	36197.629	4095.572	259	1
