#EJM Enhancers
#Created from /data/projects/IRF4_mm_trn_data/myeloma_public_data/rose/EJM.H3K27ac_ROSE/EJM_0KB_STITCHED_ENHANCER_REGION_MAP.txt
#Ranked by EJM.jin.bam
#Using cutoff of 15797.6176 for Super-Enhancers
#Created on Jul 16 2024 
REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	EJM.jin.bam	enhancerRank	isSuperStretch
4_MACS_peak_27934_lociStitched	chr8	129276480	129289981	4	13229	80307.9983	20	1
5_MACS_peak_22308_lociStitched	chr5	55435050	55449408	5	14113	64026.6294	21	1
8_MACS_peak_20365_lociStitched	chr3	171811230	171826942	8	15086	41309.9904	22	1
5_MACS_peak_18638_lociStitched	chr22	38782988	38798078	5	14623	46714.113	23	1
5_MACS_peak_23416_lociStitched	chr5	173160073	173174426	5	13566	53120.453	24	1
6_MACS_peak_28724_lociStitched	chr9	93675801	93690026	6	13368	46192.8425	25	1
6_MACS_peak_1544_lociStitched	chr1	118147707	118162113	6	13606	36585.4776	26	1
3_MACS_peak_12513_lociStitched	chr18	9060391	9072182	3	11545	65131.1258	27	1
3_MACS_peak_14068_lociStitched	chr19	39891590	39904475	3	12650	48932.076	28	1
5_MACS_peak_14829_lociStitched	chr2	11884117	11896200	5	11850	53654.5615	29	1
4_MACS_peak_27607_lociStitched	chr8	95951940	95964760	4	11969	45745.606	30	1
4_MACS_peak_12281_lociStitched	chr17	76710428	76722871	4	12226	37526.8437	31	1
7_MACS_peak_12530_lociStitched	chr18	9134752	9147838	7	11941	42372.468	32	1
6_MACS_peak_6061_lociStitched	chr12	53590801	53603523	6	12202	32450.0054	33	1
1_MACS_peak_11831_lociStitched	chr17	56407557	56417863	1	10307	60368.4256	34	1
2_MACS_peak_6868_lociStitched	chr12	123370643	123381598	2	10520	53091.2165	35	1
2_MACS_peak_3095_lociStitched	chr10	15826417	15838008	2	11556	35259.822	36	1
3_MACS_peak_15428_lociStitched	chr2	65157459	65168722	3	10840	47140.1602	37	1
1_MACS_peak_9823_lociStitched	chr16	11773840	11785228	1	11389	36289.0008	38	1
5_MACS_peak_17947_lociStitched	chr21	34600847	34613070	5	11352	35923.397	39	1
4_MACS_peak_9834_lociStitched	chr16	11826152	11837820	4	11165	35921.1048	40	1
4_MACS_peak_6828_lociStitched	chr12	122233899	122244744	4	10466	45785.421	41	1
2_MACS_peak_1880_lociStitched	chr1	154908061	154918834	2	10303	45272.4552	42	1
7_MACS_peak_9345_lociStitched	chr15	81583841	81596234	7	11263	26031.4965	43	1
4_MACS_peak_23998_lociStitched	chr6	27093944	27104329	4	9921	47389.8705	44	1
3_MACS_peak_17553_lociStitched	chr20	45976895	45987186	3	10021	44094.8768	45	1
3_MACS_peak_2446_lociStitched	chr1	203288212	203298453	3	10212	40414.0583	46	1
2_MACS_peak_18089_lociStitched	chr21	44725861	44735527	2	9539	48986.3214	47	1
3_MACS_peak_18979_lociStitched	chr3	13050962	13061710	3	10510	31349.7664	48	1
1_MACS_peak_17255_lociStitched	chr20	30291937	30302098	1	10162	37895.4495	49	1
1_MACS_peak_4540_lociStitched	chr11	62305329	62315133	1	9805	41689.5492	50	1
2_MACS_peak_2511_lociStitched	chr1	206728278	206738412	2	10109	34147.5264	51	1
4_MACS_peak_28732_lociStitched	chr9	93698320	93708763	4	9862	37674.1668	52	1
3_MACS_peak_21907_lociStitched	chr5	1312104	1321613	3	9483	43060.5556	53	1
2_MACS_peak_26347_lociStitched	chr7	102080498	102088958	2	8435	55053.45	54	1
12_MACS_peak_24713_lociStitched	chr6	88626346	88637599	12	10471	21672.1527	55	1
3_MACS_peak_23799_lociStitched	chr6	11827056	11836879	3	9662	38773.3456	56	1
2_MACS_peak_13609_lociStitched	chr19	16475231	16484831	2	9594	39682.56	57	1
8_MACS_peak_512_lociStitched	chr1	27018597	27029304	8	9913	33692.7876	58	1
2_MACS_peak_17440_lociStitched	chr20	37498595	37507295	2	8672	50963.73	59	1
5_MACS_peak_24002_lociStitched	chr6	27105699	27115979	5	9661	34564.444	60	1
2_MACS_peak_1762_lociStitched	chr1	150532217	150541762	2	9541	35871.0645	61	1
4_MACS_peak_6591_lociStitched	chr12	109021275	109031352	4	9837	29915.5899	62	1
2_MACS_peak_11270_lociStitched	chr17	32712453	32721656	2	9191	40819.9065	63	1
2_MACS_peak_1460_lociStitched	chr1	111173252	111182447	2	9185	37557.897	64	1
2_MACS_peak_4935_lociStitched	chr11	72861643	72871005	2	9338	34244.3236	65	1
3_MACS_peak_12208_lociStitched	chr17	75135677	75145038	3	9089	35802.0806	66	1
7_MACS_peak_2811_lociStitched	chr1	234739453	234749369	7	9313	31403.972	67	1
3_MACS_peak_13064_lociStitched	chr19	2081750	2091260	3	9453	28318.878	68	1
3_MACS_peak_17659_lociStitched	chr20	52203621	52213621	3	9349	29326	69	1
2_MACS_peak_407_lociStitched	chr1	23850277	23858650	2	8315	44998.1766	70	1
2_MACS_peak_12868_lociStitched	chr18	60821562	60830652	2	9026	34943.778	71	1
3_MACS_peak_23792_lociStitched	chr6	11727273	11736569	3	9136	30444.4	72	1
2_MACS_peak_1660_lociStitched	chr1	145448094	145457212	2	9065	31237.3562	73	1
3_MACS_peak_14795_lociStitched	chr2	10463278	10472857	3	9223	27923.7429	74	1
5_MACS_peak_6156_lociStitched	chr12	57021674	57031395	5	8779	35363.0538	75	1
4_MACS_peak_23422_lociStitched	chr5	173213396	173223083	4	8842	32727.5295	76	1
2_MACS_peak_4533_lociStitched	chr11	62210797	62219032	2	8199	42152.4945	77	1
2_MACS_peak_26342_lociStitched	chr7	102063619	102070411	2	6601	57382.8912	78	1
2_MACS_peak_18330_lociStitched	chr22	23241753	23250487	2	8722	34060.8532	79	1
3_MACS_peak_24200_lociStitched	chr6	32935489	32942713	3	6834	54971.7504	80	1
1_MACS_peak_25868_lociStitched	chr7	47513606	47522120	1	8515	35506.7856	81	1
1_MACS_peak_6773_lociStitched	chr12	120971203	120978874	1	7672	45547.3296	82	1
5_MACS_peak_27851_lociStitched	chr8	124045884	124055300	5	8941	24410.0384	83	1
3_MACS_peak_27824_lociStitched	chr8	120914997	120923948	3	8925	24617.9353	84	1
6_MACS_peak_5508_lociStitched	chr12	4377425	4387123	6	8846	25736.5524	85	1
8_MACS_peak_27994_lociStitched	chr8	134508806	134518532	8	8710	27206.5398	86	1
1_MACS_peak_8262_lociStitched	chr14	91879261	91885416	1	6156	56093.5925	87	1
1_MACS_peak_25899_lociStitched	chr7	50343688	50352293	1	8606	25870.072	88	1
8_MACS_peak_23307_lociStitched	chr5	158768223	158778506	8	8807	20876.5466	89	1
1_MACS_peak_9849_lociStitched	chr16	12056555	12065205	1	8651	24167.235	90	1
2_MACS_peak_12524_lociStitched	chr18	9101440	9109679	2	8204	32562.9997	91	1
1_MACS_peak_6923_lociStitched	chr12	125398288	125406445	1	8158	32829.4779	92	1
1_MACS_peak_19001_lociStitched	chr3	14159422	14167589	1	8168	32177.98	93	1
2_MACS_peak_15690_lociStitched	chr2	89048977	89056908	2	7835	37103.5973	94	1
1_MACS_peak_8339_lociStitched	chr14	95980120	95987166	1	7047	45939.92	95	1
3_MACS_peak_53_lociStitched	chr1	1706934	1715157	3	8126	32109.9927	96	1
2_MACS_peak_26527_lociStitched	chr7	121943608	121951486	2	7869	35874.8364	97	1
1_MACS_peak_24153_lociStitched	chr6	31701912	31709299	1	7388	41837.7519	98	1
4_MACS_peak_15758_lociStitched	chr2	99075514	99084107	4	8411	23128.9188	99	1
3_MACS_peak_2673_lociStitched	chr1	226308908	226317035	3	8038	29518.8894	100	1
4_MACS_peak_18104_lociStitched	chr21	44836440	44844776	4	8202	21064.2384	101	1
1_MACS_peak_15056_lociStitched	chr2	31473452	31481476	1	8025	24915.3224	102	1
4_MACS_peak_26185_lociStitched	chr7	92437429	92445703	4	8048	24002.874	103	1
2_MACS_peak_14884_lociStitched	chr2	20349531	20357834	2	8003	24005.6336	104	1
2_MACS_peak_13625_lociStitched	chr19	16694223	16701245	2	6984	39274.046	105	1
1_MACS_peak_11603_lociStitched	chr17	43299679	43307708	1	8030	22843.3079	106	1
3_MACS_peak_12212_lociStitched	chr17	75203459	75210802	3	7236	35891.1154	107	1
2_MACS_peak_23986_lociStitched	chr6	26532237	26539865	2	7592	30691.258	108	1
2_MACS_peak_19504_lociStitched	chr3	55515066	55523214	2	8083	19725.4932	109	1
3_MACS_peak_28743_lociStitched	chr9	93731025	93738784	3	7255	33988.2995	110	1
2_MACS_peak_23504_lociStitched	chr5	176852169	176859816	2	7405	31678.4622	111	1
2_MACS_peak_5959_lociStitched	chr12	48201210	48209220	2	7958	21028.653	112	1
2_MACS_peak_8816_lociStitched	chr15	45015860	45023380	2	7429	30680.096	113	1
1_MACS_peak_14565_lociStitched	chr19	55764199	55772040	1	7842	22451.1353	114	1
4_MACS_peak_4541_lociStitched	chr11	62317983	62326111	4	7797	23289.1584	115	1
3_MACS_peak_23600_lociStitched	chr6	291072	298364	3	7065	35318.802	116	1
3_MACS_peak_24037_lociStitched	chr6	27857128	27864305	3	7061	35363.2321	117	1
3_MACS_peak_15114_lociStitched	chr2	37570687	37578695	3	7631	26311.0848	118	1
2_MACS_peak_26869_lociStitched	chr7	155532992	155540979	2	7885	20867.6349	119	1
2_MACS_peak_26397_lociStitched	chr7	104651095	104657413	2	6014	45857.9394	120	1
3_MACS_peak_15886_lociStitched	chr2	112458122	112465732	3	7534	27692.029	121	1
3_MACS_peak_17570_lociStitched	chr20	46385738	46393188	3	7352	30212.73	122	1
3_MACS_peak_11365_lociStitched	chr17	36856360	36863469	3	6981	34622.9627	123	1
2_MACS_peak_27611_lociStitched	chr8	95969541	95977263	2	7526	25610.7852	124	1
2_MACS_peak_26333_lociStitched	chr7	101945238	101952602	2	7066	32871.4232	125	1
2_MACS_peak_23041_lociStitched	chr5	140886531	140894483	2	7716	21263.648	126	1
2_MACS_peak_25929_lociStitched	chr7	55597914	55605293	2	7190	30893.6593	127	1
6_MACS_peak_12827_lociStitched	chr18	52983757	52992171	6	7795	19046.7718	128	1
3_MACS_peak_5693_lociStitched	chr12	12866166	12874061	3	7627	22961.0285	129	1
3_MACS_peak_6163_lociStitched	chr12	57076707	57084095	3	7021	33169.1648	130	1
2_MACS_peak_20232_lociStitched	chr3	156804622	156811880	2	7255	29542.9632	131	1
2_MACS_peak_26189_lociStitched	chr7	92459647	92466866	2	7210	29787.7597	132	1
2_MACS_peak_16936_lociStitched	chr2	238599637	238607296	2	7489	24638.2371	133	1
1_MACS_peak_17220_lociStitched	chr20	25274473	25281837	1	7365	26758.5668	134	1
4_MACS_peak_20502_lociStitched	chr3	186711685	186719486	4	7598	20535.3524	135	1
1_MACS_peak_13474_lociStitched	chr19	12898878	12905676	1	6799	33961.4484	136	1
1_MACS_peak_169_lociStitched	chr1	9374220	9381276	1	7057	30088.1952	137	1
3_MACS_peak_23807_lociStitched	chr6	12007088	12014065	3	6639	35604.3287	138	1
6_MACS_peak_19276_lociStitched	chr3	46145739	46154345	6	7541	20868.6894	139	1
2_MACS_peak_14538_lociStitched	chr19	54879658	54887390	2	7507	21480.2692	140	1
1_MACS_peak_4495_lociStitched	chr11	60604822	60612111	1	7290	24914.5309	142	1
1_MACS_peak_24328_lociStitched	chr6	36719677	36727071	1	7395	22767.6048	143	1
2_MACS_peak_975_lociStitched	chr1	51441098	51448351	2	7185	26247.8817	144	1
3_MACS_peak_26390_lociStitched	chr7	104580074	104587152	3	6903	30421.244	145	1
5_MACS_peak_8667_lociStitched	chr15	38850011	38857714	5	7399	21542.2098	146	1
5_MACS_peak_822_lociStitched	chr1	40845233	40853519	5	7485	19490.3292	147	1
6_MACS_peak_2977_lociStitched	chr10	5930398	5938807	6	7448	19434.0399	148	1
1_MACS_peak_10074_lociStitched	chr16	30193939	30199303	1	5365	45843.9624	149	1
6_MACS_peak_20080_lociStitched	chr3	141085288	141093009	6	7341	21266.7224	150	1
1_MACS_peak_6119_lociStitched	chr12	56320019	56326487	1	6469	33955.0596	151	1
2_MACS_peak_29307_lociStitched	chr9	134548547	134555523	2	6956	26932.9408	152	1
5_MACS_peak_15769_lociStitched	chr2	99098126	99106095	5	7352	18870.592	153	1
4_MACS_peak_27603_lociStitched	chr8	95902122	95909581	4	7245	21189.5272	154	1
3_MACS_peak_20009_lociStitched	chr3	130566850	130574043	3	7178	22522.7216	155	1
2_MACS_peak_26632_lociStitched	chr7	130789464	130795893	2	6292	35437.2909	157	1
3_MACS_peak_15494_lociStitched	chr2	70310799	70316961	3	6086	37657.8306	158	1
2_MACS_peak_24108_lociStitched	chr6	30683625	30690476	2	6823	28219.9541	159	1
4_MACS_peak_23105_lociStitched	chr5	142778241	142785696	4	6952	25373.838	160	1
3_MACS_peak_17256_lociStitched	chr20	30304579	30311872	3	7183	20686.5945	161	1
6_MACS_peak_2544_lociStitched	chr1	209276118	209283675	6	7123	21159.6	162	1
3_MACS_peak_29017_lociStitched	chr9	117210431	117217449	3	6888	25417.7924	163	1
3_MACS_peak_1636_lociStitched	chr1	144927500	144935144	3	7047	21978.7932	164	1
3_MACS_peak_16889_lociStitched	chr2	232570350	232576046	3	5415	42349.1904	165	1
1_MACS_peak_22993_lociStitched	chr5	138723148	138730050	1	6903	24397.8798	166	1
5_MACS_peak_22734_lociStitched	chr5	109024447	109032555	5	7092	19509.4696	167	1
2_MACS_peak_21776_lociStitched	chr4	185184527	185191682	2	6892	22909.5945	168	1
2_MACS_peak_28213_lociStitched	chr9	5625093	5631760	2	6338	31554.2443	169	1
3_MACS_peak_13500_lociStitched	chr19	13260325	13267072	3	6549	28101.9297	170	1
3_MACS_peak_29267_lociStitched	chr9	132646439	132653437	3	6917	20682.589	171	1
2_MACS_peak_29407_lociStitched	chr9	139791530	139798146	2	6570	26339.6192	172	1
2_MACS_peak_2436_lociStitched	chr1	203255010	203261383	2	6371	29333.0071	173	1
1_MACS_peak_17310_lociStitched	chr20	32468127	32473878	1	5752	36391.1778	174	1
5_MACS_peak_14150_lociStitched	chr19	42051928	42059795	5	6963	17601.6258	175	1
1_MACS_peak_23288_lociStitched	chr5	157284399	157291000	1	6602	24988.7456	176	1
3_MACS_peak_16198_lociStitched	chr2	153921995	153929402	3	6943	17365.7115	177	1
3_MACS_peak_2535_lociStitched	chr1	207993727	208000747	3	6795	20681.622	178	1
2_MACS_peak_28003_lociStitched	chr8	134579227	134585670	2	6385	27848.5789	179	1
3_MACS_peak_1341_lociStitched	chr1	93421283	93428161	3	6700	21782.626	180	1
2_MACS_peak_12866_lociStitched	chr18	60803765	60810407	2	6627	23104.8612	181	1
1_MACS_peak_24105_lociStitched	chr6	30649209	30655934	1	6726	21008.9	182	1
2_MACS_peak_17496_lociStitched	chr20	43270277	43276993	2	6670	21755.8104	183	1
4_MACS_peak_23133_lociStitched	chr5	148208327	148215639	4	6877	16958.7216	184	1
2_MACS_peak_23952_lociStitched	chr6	26194954	26200907	2	5916	32936.7584	185	1
3_MACS_peak_5439_lociStitched	chr11	132225433	132232397	3	6514	24224.274	186	1
2_MACS_peak_17212_lociStitched	chr20	25033008	25039762	2	6712	20411.2634	187	1
1_MACS_peak_17708_lociStitched	chr20	56252755	56258821	1	6067	30595.0842	188	1
1_MACS_peak_28747_lociStitched	chr9	93795501	93800759	1	5259	38908.6742	189	1
2_MACS_peak_4714_lociStitched	chr11	65623901	65629747	2	5781	33755.9732	190	1
3_MACS_peak_26692_lociStitched	chr7	139473224	139479300	3	5979	31367.9576	191	1
3_MACS_peak_25630_lociStitched	chr7	26003069	26009752	3	6623	21079.5186	192	1
5_MACS_peak_1939_lociStitched	chr1	155946406	155953719	5	6805	16835.2573	193	1
2_MACS_peak_24255_lociStitched	chr6	34621961	34628120	2	6157	28757.6028	194	1
5_MACS_peak_22289_lociStitched	chr5	55314492	55321962	5	6728	18137.907	196	1
4_MACS_peak_16673_lociStitched	chr2	204568801	204575987	4	6645	20015.1658	197	1
2_MACS_peak_1883_lociStitched	chr1	154922618	154929535	2	6655	18450.4058	198	1
3_MACS_peak_27905_lociStitched	chr8	126441208	126447941	3	6578	19796.3666	199	1
2_MACS_peak_16214_lociStitched	chr2	158295464	158302032	2	6567	19506.3032	200	1
1_MACS_peak_15234_lociStitched	chr2	47208404	47214353	1	5950	29526.6717	201	1
2_MACS_peak_11616_lociStitched	chr17	43504602	43510826	2	5977	28987.0352	202	1
1_MACS_peak_12000_lociStitched	chr17	65642512	65648940	1	6429	21512.5876	203	1
2_MACS_peak_25157_lociStitched	chr6	138187170	138193757	2	6381	22257.473	205	1
2_MACS_peak_4889_lociStitched	chr11	70822913	70829029	2	5960	28808.1948	206	1
2_MACS_peak_6790_lociStitched	chr12	121566065	121572432	2	6293	23711.3447	207	1
2_MACS_peak_26710_lociStitched	chr7	139908655	139914992	2	6318	22669.3501	208	1
2_MACS_peak_5135_lociStitched	chr11	102186226	102192604	2	6358	21038.4708	209	1
2_MACS_peak_8949_lociStitched	chr15	54872845	54879258	2	6367	20724.2508	210	1
5_MACS_peak_27465_lociStitched	chr8	81010570	81017317	5	6570	16008.6069	211	1
2_MACS_peak_8260_lociStitched	chr14	91871895	91878415	2	6458	18340.108	212	1
3_MACS_peak_22211_lociStitched	chr5	43037395	43043699	3	6075	25422.7712	213	1
1_MACS_peak_17472_lociStitched	chr20	41822732	41829140	1	6409	19122.7536	214	1
1_MACS_peak_5265_lociStitched	chr11	118658697	118664291	1	5595	31429.3296	215	1
2_MACS_peak_4964_lociStitched	chr11	74659385	74665743	2	6354	19793.7256	216	1
3_MACS_peak_18988_lociStitched	chr3	13363843	13370793	3	6508	16199.755	217	1
4_MACS_peak_4468_lociStitched	chr11	58341194	58347597	4	6045	25117.0481	219	1
3_MACS_peak_8160_lociStitched	chr14	81421271	81427742	3	6284	20630.8422	220	1
4_MACS_peak_453_lociStitched	chr1	25070168	25076877	4	6392	18053.919	222	1
2_MACS_peak_18657_lociStitched	chr22	39146402	39153074	2	6367	18602.2032	223	1
1_MACS_peak_8589_lociStitched	chr15	31554801	31560855	1	6055	24323.7612	225	1
3_MACS_peak_1204_lociStitched	chr1	75596950	75603363	3	6347	18770.2097	226	1
1_MACS_peak_1659_lociStitched	chr1	145434368	145440583	1	6216	21012.915	227	1
2_MACS_peak_13582_lociStitched	chr19	16186158	16191519	2	5298	33289.6656	230	1
2_MACS_peak_26344_lociStitched	chr7	102071639	102077008	2	5324	33017.7393	231	1
2_MACS_peak_13078_lociStitched	chr19	2254978	2261337	2	6144	21612.9692	232	1
4_MACS_peak_27614_lociStitched	chr8	95986709	95993166	4	6317	18047.315	233	1
1_MACS_peak_9975_lociStitched	chr16	23344451	23350244	1	5794	27100.8126	234	1
4_MACS_peak_1725_lociStitched	chr1	149810722	149816867	4	5934	24934.5665	235	1
1_MACS_peak_5218_lociStitched	chr11	115090561	115096501	1	5941	24175.206	237	1
2_MACS_peak_11405_lociStitched	chr17	37909381	37915196	2	5615	28620.267	238	1
1_MACS_peak_313_lociStitched	chr1	16766355	16772351	1	5997	22486.1992	239	1
3_MACS_peak_17684_lociStitched	chr20	55126034	55132335	3	6158	19442.3656	240	1
1_MACS_peak_572_lociStitched	chr1	28213380	28219623	1	6244	17149.521	241	1
4_MACS_peak_23006_lociStitched	chr5	139013091	139019222	4	6055	21058.1457	242	1
4_MACS_peak_17157_lociStitched	chr20	17946580	17952728	4	5807	25147.7792	243	1
5_MACS_peak_17994_lociStitched	chr21	36255942	36262531	5	6249	16270.2177	245	1
3_MACS_peak_20235_lociStitched	chr3	156820507	156826839	3	5956	22051.8232	247	1
1_MACS_peak_11575_lociStitched	chr17	42294478	42300280	1	5803	24447.8874	248	1
5_MACS_peak_11264_lociStitched	chr17	32701991	32708221	5	6151	17177.979	250	1
3_MACS_peak_17481_lociStitched	chr20	42306956	42312359	3	5369	29285.8809	251	1
5_MACS_peak_16528_lociStitched	chr2	192539351	192546207	5	6035	19023.3432	252	1
3_MACS_peak_30260_lociStitched	chrX	153189361	153195288	3	5685	24538.3727	253	1
2_MACS_peak_2226_lociStitched	chr1	178546313	178552407	2	5802	22447.249	254	1
2_MACS_peak_5401_lociStitched	chr11	128586399	128592528	2	6001	18523.6767	255	1
1_MACS_peak_8676_lociStitched	chr15	38961801	38967642	1	5842	21225.6099	256	1
3_MACS_peak_24031_lociStitched	chr6	27802642	27808279	3	5222	29911.0494	257	1
1_MACS_peak_9942_lociStitched	chr16	21527220	21532444	1	5225	29775.2328	258	1
1_MACS_peak_26250_lociStitched	chr7	98975496	98980029	1	4534	36277.1457	259	1
6_MACS_peak_22117_lociStitched	chr5	32206267	32212781	6	5794	21715.0704	260	1
2_MACS_peak_16884_lociStitched	chr2	232534641	232540243	2	5171	30105.148	261	1
2_MACS_peak_18304_lociStitched	chr22	22758409	22764788	2	5936	18712.7965	262	1
2_MACS_peak_21778_lociStitched	chr4	185201355	185207193	2	5545	25163.5314	263	1
2_MACS_peak_7543_lociStitched	chr14	21147704	21153515	2	5787	21259.5435	265	1
2_MACS_peak_20053_lociStitched	chr3	135912120	135917396	2	5181	29533.4652	266	1
2_MACS_peak_9044_lociStitched	chr15	63792768	63798392	2	5603	23913.248	267	1
3_MACS_peak_28715_lociStitched	chr9	93562053	93567954	3	5748	21494.3925	268	1
2_MACS_peak_9256_lociStitched	chr15	75334939	75341037	2	5960	17075.0098	270	1
3_MACS_peak_18991_lociStitched	chr3	13371370	13377422	3	5933	17515.6984	271	1
1_MACS_peak_23072_lociStitched	chr5	142431934	142437821	1	5888	17732.8214	275	1
1_MACS_peak_18184_lociStitched	chr22	16188503	16193788	1	5286	27221.978	276	1
3_MACS_peak_13028_lociStitched	chr19	1647822	1653915	3	5891	17176.167	277	1
2_MACS_peak_26702_lociStitched	chr7	139613538	139618937	2	5375	25894.6838	278	1
3_MACS_peak_13613_lociStitched	chr19	16554991	16561110	3	5874	17409.7788	279	1
5_MACS_peak_15933_lociStitched	chr2	114643271	114649278	5	5764	19293.8833	280	1
2_MACS_peak_17389_lociStitched	chr20	34684691	34690644	2	5892	16215.972	281	1
2_MACS_peak_29024_lociStitched	chr9	117262784	117268549	2	5729	19521.443	282	1
1_MACS_peak_27938_lociStitched	chr8	129323456	129328719	1	5264	26137.6369	284	1
2_MACS_peak_28807_lociStitched	chr9	96027914	96033519	2	5571	21284.427	285	1
2_MACS_peak_4683_lociStitched	chr11	65263717	65269264	2	5444	23314.5957	286	1
1_MACS_peak_8259_lociStitched	chr14	91861658	91867336	1	5679	19206.9706	287	1
3_MACS_peak_7509_lociStitched	chr14	19649183	19655014	3	5557	21195.685	289	1
3_MACS_peak_20190_lociStitched	chr3	152877315	152882919	3	5224	26041.788	290	1
2_MACS_peak_26363_lociStitched	chr7	102251286	102257327	2	5811	15892.0587	292	1
5_MACS_peak_18095_lociStitched	chr21	44770472	44776317	5	5236	25003.741	294	1
2_MACS_peak_18633_lociStitched	chr22	38709019	38714844	2	5677	17574.6075	295	1
3_MACS_peak_24318_lociStitched	chr6	36559670	36565268	3	5514	20538.5022	296	1
2_MACS_peak_9758_lociStitched	chr16	4663507	4668397	2	4836	29452.47	297	1
1_MACS_peak_6706_lociStitched	chr12	116994758	117000045	1	5288	23727.5273	298	1
2_MACS_peak_18663_lociStitched	chr22	39377636	39383483	2	5686	16585.0155	299	1
4_MACS_peak_970_lociStitched	chr1	51432930	51438541	4	5301	23240.762	300	1
3_MACS_peak_2503_lociStitched	chr1	206133687	206139898	3	5633	17267.8222	301	1
2_MACS_peak_9080_lociStitched	chr15	65183720	65189032	2	5290	23183.6928	302	1
2_MACS_peak_27266_lociStitched	chr8	52809595	52814962	2	5316	22420.6425	303	1
3_MACS_peak_7522_lociStitched	chr14	19920739	19926142	3	5392	21124.1091	304	1
2_MACS_peak_16776_lociStitched	chr2	219260255	219265677	2	5423	20224.06	308	1
2_MACS_peak_23943_lociStitched	chr6	26122294	26127252	2	4828	28103.4314	310	1
2_MACS_peak_8237_lociStitched	chr14	91579312	91583983	2	4512	31291.029	311	1
4_MACS_peak_26782_lociStitched	chr7	148720699	148726584	4	5408	19614.1165	312	1
2_MACS_peak_10989_lociStitched	chr17	16890196	16895341	2	5100	24301.893	314	1
2_MACS_peak_23962_lociStitched	chr6	26270307	26275448	2	5061	24731.8087	316	1
2_MACS_peak_5422_lociStitched	chr11	130047674	130052986	2	5276	21400.4544	318	1
1_MACS_peak_17704_lociStitched	chr20	56192056	56197266	1	5211	22251.389	320	1
3_MACS_peak_15681_lociStitched	chr2	88923221	88928753	3	5296	20670.318	321	1
4_MACS_peak_20184_lociStitched	chr3	152804685	152810398	4	5469	17446.9307	322	1
1_MACS_peak_26589_lociStitched	chr7	128577120	128582455	1	5336	19909.6865	323	1
3_MACS_peak_19856_lociStitched	chr3	121792813	121798343	3	5473	17175.074	324	1
3_MACS_peak_23945_lociStitched	chr6	26155563	26160916	3	5149	22690.8317	325	1
2_MACS_peak_9963_lociStitched	chr16	22216675	22222514	2	5366	19012.3679	326	1
3_MACS_peak_1734_lociStitched	chr1	149855919	149861209	3	5188	21949.268	327	1
2_MACS_peak_8133_lociStitched	chr14	77490960	77496381	2	5379	18521.3886	328	1
3_MACS_peak_5270_lociStitched	chr11	118738738	118744428	3	5322	19408.021	329	1
2_MACS_peak_23493_lociStitched	chr5	176726678	176732197	2	5450	16871.583	331	1
2_MACS_peak_26241_lociStitched	chr7	98475521	98480672	2	5140	20951.6925	339	1
1_MACS_peak_19284_lociStitched	chr3	46245474	46250671	1	5198	19890.4781	341	1
2_MACS_peak_6753_lociStitched	chr12	120629036	120634413	2	5348	16717.6307	342	1
