#EJM Enhancers
#Created from /data/projects/IRF4_mm_trn_data/myeloma_public_data/rose/EJM.H3K27ac_ROSE/EJM_0KB_STITCHED_ENHANCER_REGION_MAP.txt
#Ranked by EJM.jin.bam
#Using cutoff of 15797.6176 for Super-Enhancers
#Created on Jul 16 2024 
REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	EJM.jin.bam	enhancerRank	isSuper
1_MACS_peak_6119_lociStitched	chr12	56320019	56326487	1	6469	33955.0596	91	1
2_MACS_peak_4714_lociStitched	chr11	65623901	65629747	2	5781	33755.9732	92	1
8_MACS_peak_512_lociStitched	chr1	27018597	27029304	8	9913	33692.7876	93	1
2_MACS_peak_13582_lociStitched	chr19	16186158	16191519	2	5298	33289.6656	94	1
3_MACS_peak_6163_lociStitched	chr12	57076707	57084095	3	7021	33169.1648	95	1
2_MACS_peak_26344_lociStitched	chr7	102071639	102077008	2	5324	33017.7393	96	1
2_MACS_peak_23952_lociStitched	chr6	26194954	26200907	2	5916	32936.7584	97	1
2_MACS_peak_26333_lociStitched	chr7	101945238	101952602	2	7066	32871.4232	98	1
1_MACS_peak_6923_lociStitched	chr12	125398288	125406445	1	8158	32829.4779	99	1
4_MACS_peak_23422_lociStitched	chr5	173213396	173223083	4	8842	32727.5295	100	1
2_MACS_peak_12524_lociStitched	chr18	9101440	9109679	2	8204	32562.9997	101	1
6_MACS_peak_6061_lociStitched	chr12	53590801	53603523	6	12202	32450.0054	102	1
1_MACS_peak_8266_lociStitched	chr14	91974948	91977807	1	2860	32285.5434	103	1
1_MACS_peak_19001_lociStitched	chr3	14159422	14167589	1	8168	32177.98	104	1
3_MACS_peak_53_lociStitched	chr1	1706934	1715157	3	8126	32109.9927	105	1
2_MACS_peak_23504_lociStitched	chr5	176852169	176859816	2	7405	31678.4622	106	1
2_MACS_peak_28213_lociStitched	chr9	5625093	5631760	2	6338	31554.2443	107	1
1_MACS_peak_5265_lociStitched	chr11	118658697	118664291	1	5595	31429.3296	108	1
7_MACS_peak_2811_lociStitched	chr1	234739453	234749369	7	9313	31403.972	109	1
3_MACS_peak_26692_lociStitched	chr7	139473224	139479300	3	5979	31367.9576	110	1
3_MACS_peak_18979_lociStitched	chr3	13050962	13061710	3	10510	31349.7664	111	1
2_MACS_peak_8237_lociStitched	chr14	91579312	91583983	2	4512	31291.029	112	1
2_MACS_peak_1660_lociStitched	chr1	145448094	145457212	2	9065	31237.3562	113	1
2_MACS_peak_25929_lociStitched	chr7	55597914	55605293	2	7190	30893.6593	114	1
2_MACS_peak_23986_lociStitched	chr6	26532237	26539865	2	7592	30691.258	115	1
2_MACS_peak_8816_lociStitched	chr15	45015860	45023380	2	7429	30680.096	116	1
1_MACS_peak_17708_lociStitched	chr20	56252755	56258821	1	6067	30595.0842	117	1
3_MACS_peak_23792_lociStitched	chr6	11727273	11736569	3	9136	30444.4	118	1
3_MACS_peak_26390_lociStitched	chr7	104580074	104587152	3	6903	30421.244	119	1
3_MACS_peak_17570_lociStitched	chr20	46385738	46393188	3	7352	30212.73	120	1
2_MACS_peak_16884_lociStitched	chr2	232534641	232540243	2	5171	30105.148	121	1
1_MACS_peak_169_lociStitched	chr1	9374220	9381276	1	7057	30088.1952	122	1
4_MACS_peak_6591_lociStitched	chr12	109021275	109031352	4	9837	29915.5899	123	1
3_MACS_peak_24031_lociStitched	chr6	27802642	27808279	3	5222	29911.0494	124	1
2_MACS_peak_26189_lociStitched	chr7	92459647	92466866	2	7210	29787.7597	125	1
1_MACS_peak_9942_lociStitched	chr16	21527220	21532444	1	5225	29775.2328	126	1
2_MACS_peak_26687_lociStitched	chr7	139042802	139046813	2	3915	29699.4495	127	1
2_MACS_peak_20232_lociStitched	chr3	156804622	156811880	2	7255	29542.9632	128	1
2_MACS_peak_20053_lociStitched	chr3	135912120	135917396	2	5181	29533.4652	129	1
1_MACS_peak_15234_lociStitched	chr2	47208404	47214353	1	5950	29526.6717	130	1
3_MACS_peak_2673_lociStitched	chr1	226308908	226317035	3	8038	29518.8894	131	1
2_MACS_peak_9758_lociStitched	chr16	4663507	4668397	2	4836	29452.47	132	1
2_MACS_peak_2436_lociStitched	chr1	203255010	203261383	2	6371	29333.0071	133	1
3_MACS_peak_17659_lociStitched	chr20	52203621	52213621	3	9349	29326	134	1
3_MACS_peak_17481_lociStitched	chr20	42306956	42312359	3	5369	29285.8809	135	1
1_MACS_peak_8270_lociStitched	chr14	92586823	92589826	1	3004	28994.2653	136	1
2_MACS_peak_11616_lociStitched	chr17	43504602	43510826	2	5977	28987.0352	137	1
2_MACS_peak_24350_lociStitched	chr6	37136474	37140678	2	3952	28950.0052	138	1
2_MACS_peak_4889_lociStitched	chr11	70822913	70829029	2	5960	28808.1948	139	1
2_MACS_peak_24255_lociStitched	chr6	34621961	34628120	2	6157	28757.6028	140	1
2_MACS_peak_11405_lociStitched	chr17	37909381	37915196	2	5615	28620.267	141	1
3_MACS_peak_13064_lociStitched	chr19	2081750	2091260	3	9453	28318.878	142	1
2_MACS_peak_24108_lociStitched	chr6	30683625	30690476	2	6823	28219.9541	143	1
2_MACS_peak_23943_lociStitched	chr6	26122294	26127252	2	4828	28103.4314	144	1
3_MACS_peak_13500_lociStitched	chr19	13260325	13267072	3	6549	28101.9297	145	1
1_MACS_peak_23514_lociStitched	chr5	176934213	176938745	1	4533	28098.4	146	1
3_MACS_peak_14795_lociStitched	chr2	10463278	10472857	3	9223	27923.7429	147	1
2_MACS_peak_28003_lociStitched	chr8	134579227	134585670	2	6385	27848.5789	148	1
3_MACS_peak_15886_lociStitched	chr2	112458122	112465732	3	7534	27692.029	149	1
1_MACS_peak_18184_lociStitched	chr22	16188503	16193788	1	5286	27221.978	150	1
8_MACS_peak_27994_lociStitched	chr8	134508806	134518532	8	8710	27206.5398	151	1
1_MACS_peak_8225_lociStitched	chr14	90847891	90851298	1	3408	27153.79	152	1
1_MACS_peak_9975_lociStitched	chr16	23344451	23350244	1	5794	27100.8126	153	1
2_MACS_peak_29307_lociStitched	chr9	134548547	134555523	2	6956	26932.9408	154	1
1_MACS_peak_17220_lociStitched	chr20	25274473	25281837	1	7365	26758.5668	155	1
2_MACS_peak_29407_lociStitched	chr9	139791530	139798146	2	6570	26339.6192	156	1
3_MACS_peak_15114_lociStitched	chr2	37570687	37578695	3	7631	26311.0848	157	1
2_MACS_peak_975_lociStitched	chr1	51441098	51448351	2	7185	26247.8817	158	1
1_MACS_peak_27938_lociStitched	chr8	129323456	129328719	1	5264	26137.6369	159	1
3_MACS_peak_20190_lociStitched	chr3	152877315	152882919	3	5224	26041.788	160	1
7_MACS_peak_9345_lociStitched	chr15	81583841	81596234	7	11263	26031.4965	161	1
1_MACS_peak_28312_lociStitched	chr9	21992759	21997116	1	4358	25993.4263	162	1
2_MACS_peak_26702_lociStitched	chr7	139613538	139618937	2	5375	25894.6838	163	1
1_MACS_peak_25899_lociStitched	chr7	50343688	50352293	1	8606	25870.072	164	1
6_MACS_peak_5508_lociStitched	chr12	4377425	4387123	6	8846	25736.5524	165	1
2_MACS_peak_27611_lociStitched	chr8	95969541	95977263	2	7526	25610.7852	166	1
1_MACS_peak_14791_lociStitched	chr2	10259956	10264729	1	4774	25479.7059	167	1
3_MACS_peak_22211_lociStitched	chr5	43037395	43043699	3	6075	25422.7712	168	1
3_MACS_peak_29017_lociStitched	chr9	117210431	117217449	3	6888	25417.7924	169	1
4_MACS_peak_23105_lociStitched	chr5	142778241	142785696	4	6952	25373.838	170	1
2_MACS_peak_4531_lociStitched	chr11	62199404	62204019	2	4363	25358.9635	171	1
2_MACS_peak_23960_lociStitched	chr6	26249089	26253849	2	4633	25211.816	172	1
2_MACS_peak_28867_lociStitched	chr9	100744650	100748780	2	4003	25172.763	173	1
2_MACS_peak_21778_lociStitched	chr4	185201355	185207193	2	5545	25163.5314	174	1
4_MACS_peak_17157_lociStitched	chr20	17946580	17952728	4	5807	25147.7792	175	1
4_MACS_peak_4468_lociStitched	chr11	58341194	58347597	4	6045	25117.0481	176	1
2_MACS_peak_26288_lociStitched	chr7	100025507	100028849	2	3325	25077.0312	177	1
5_MACS_peak_18095_lociStitched	chr21	44770472	44776317	5	5236	25003.741	178	1
1_MACS_peak_23288_lociStitched	chr5	157284399	157291000	1	6602	24988.7456	179	1
4_MACS_peak_1725_lociStitched	chr1	149810722	149816867	4	5934	24934.5665	180	1
1_MACS_peak_15056_lociStitched	chr2	31473452	31481476	1	8025	24915.3224	181	1
1_MACS_peak_4495_lociStitched	chr11	60604822	60612111	1	7290	24914.5309	182	1
1_MACS_peak_15964_lociStitched	chr2	120186079	120190831	1	4753	24790.7088	183	1
2_MACS_peak_23962_lociStitched	chr6	26270307	26275448	2	5061	24731.8087	184	1
2_MACS_peak_16936_lociStitched	chr2	238599637	238607296	2	7489	24638.2371	185	1
3_MACS_peak_27824_lociStitched	chr8	120914997	120923948	3	8925	24617.9353	186	1
3_MACS_peak_30260_lociStitched	chrX	153189361	153195288	3	5685	24538.3727	187	1
1_MACS_peak_11575_lociStitched	chr17	42294478	42300280	1	5803	24447.8874	188	1
5_MACS_peak_27851_lociStitched	chr8	124045884	124055300	5	8941	24410.0384	189	1
1_MACS_peak_22993_lociStitched	chr5	138723148	138730050	1	6903	24397.8798	190	1
1_MACS_peak_23825_lociStitched	chr6	13523663	13528338	1	4676	24371.71	191	1
1_MACS_peak_8589_lociStitched	chr15	31554801	31560855	1	6055	24323.7612	192	1
2_MACS_peak_10989_lociStitched	chr17	16890196	16895341	2	5100	24301.893	193	1
3_MACS_peak_5439_lociStitched	chr11	132225433	132232397	3	6514	24224.274	194	1
1_MACS_peak_5218_lociStitched	chr11	115090561	115096501	1	5941	24175.206	195	1
1_MACS_peak_9849_lociStitched	chr16	12056555	12065205	1	8651	24167.235	196	1
2_MACS_peak_19961_lociStitched	chr3	128900151	128903600	2	3429	24024.6993	197	1
2_MACS_peak_14884_lociStitched	chr2	20349531	20357834	2	8003	24005.6336	198	1
4_MACS_peak_26185_lociStitched	chr7	92437429	92445703	4	8048	24002.874	199	1
1_MACS_peak_15184_lociStitched	chr2	43451238	43455888	1	4651	23964.24	200	1
2_MACS_peak_9044_lociStitched	chr15	63792768	63798392	2	5603	23913.248	201	1
2_MACS_peak_6758_lociStitched	chr12	120728379	120731707	2	3171	23864.4224	202	1
1_MACS_peak_6706_lociStitched	chr12	116994758	117000045	1	5288	23727.5273	203	1
2_MACS_peak_6790_lociStitched	chr12	121566065	121572432	2	6293	23711.3447	204	1
1_MACS_peak_23559_lociStitched	chr5	179245083	179248941	1	3859	23556.1764	205	1
2_MACS_peak_4683_lociStitched	chr11	65263717	65269264	2	5444	23314.5957	206	1
4_MACS_peak_4541_lociStitched	chr11	62317983	62326111	4	7797	23289.1584	207	1
4_MACS_peak_970_lociStitched	chr1	51432930	51438541	4	5301	23240.762	208	1
2_MACS_peak_9080_lociStitched	chr15	65183720	65189032	2	5290	23183.6928	209	1
4_MACS_peak_15758_lociStitched	chr2	99075514	99084107	4	8411	23128.9188	210	1
2_MACS_peak_12866_lociStitched	chr18	60803765	60810407	2	6627	23104.8612	211	1
3_MACS_peak_5693_lociStitched	chr12	12866166	12874061	3	7627	22961.0285	212	1
2_MACS_peak_21776_lociStitched	chr4	185184527	185191682	2	6892	22909.5945	213	1
1_MACS_peak_11603_lociStitched	chr17	43299679	43307708	1	8030	22843.3079	214	1
1_MACS_peak_24328_lociStitched	chr6	36719677	36727071	1	7395	22767.6048	215	1
1_MACS_peak_11263_lociStitched	chr17	32695929	32700850	1	4922	22736.9884	216	1
3_MACS_peak_23945_lociStitched	chr6	26155563	26160916	3	5149	22690.8317	217	1
3_MACS_peak_1729_lociStitched	chr1	149820842	149825754	3	4800	22673.3008	218	1
2_MACS_peak_26710_lociStitched	chr7	139908655	139914992	2	6318	22669.3501	219	1
1_MACS_peak_28069_lociStitched	chr8	144607914	144612591	1	4678	22566.0573	220	1
3_MACS_peak_20009_lociStitched	chr3	130566850	130574043	3	7178	22522.7216	221	1
1_MACS_peak_313_lociStitched	chr1	16766355	16772351	1	5997	22486.1992	222	1
1_MACS_peak_14565_lociStitched	chr19	55764199	55772040	1	7842	22451.1353	223	1
2_MACS_peak_2226_lociStitched	chr1	178546313	178552407	2	5802	22447.249	224	1
2_MACS_peak_27266_lociStitched	chr8	52809595	52814962	2	5316	22420.6425	225	1
1_MACS_peak_8308_lociStitched	chr14	94440986	94445776	1	4791	22298.887	226	1
2_MACS_peak_25157_lociStitched	chr6	138187170	138193757	2	6381	22257.473	227	1
1_MACS_peak_15731_lociStitched	chr2	97201387	97205663	1	4277	22252.7316	228	1
1_MACS_peak_17704_lociStitched	chr20	56192056	56197266	1	5211	22251.389	229	1
1_MACS_peak_26817_lociStitched	chr7	150101361	150105225	1	3865	22233.8424	230	1
3_MACS_peak_20235_lociStitched	chr3	156820507	156826839	3	5956	22051.8232	231	1
3_MACS_peak_1636_lociStitched	chr1	144927500	144935144	3	7047	21978.7932	232	1
3_MACS_peak_1734_lociStitched	chr1	149855919	149861209	3	5188	21949.268	233	1
1_MACS_peak_6702_lociStitched	chr12	116796345	116800555	1	4211	21906.314	234	1
3_MACS_peak_6853_lociStitched	chr12	122982704	122987382	3	4174	21898.6536	235	1
1_MACS_peak_6755_lociStitched	chr12	120636214	120640127	1	3914	21841.1921	236	1
3_MACS_peak_1341_lociStitched	chr1	93421283	93428161	3	6700	21782.626	237	1
2_MACS_peak_17496_lociStitched	chr20	43270277	43276993	2	6670	21755.8104	238	1
6_MACS_peak_22117_lociStitched	chr5	32206267	32212781	6	5794	21715.0704	239	1
12_MACS_peak_24713_lociStitched	chr6	88626346	88637599	12	10471	21672.1527	240	1
2_MACS_peak_13078_lociStitched	chr19	2254978	2261337	2	6144	21612.9692	241	1
2_MACS_peak_24100_lociStitched	chr6	30582012	30586674	2	4587	21604.6404	242	1
1_MACS_peak_10061_lociStitched	chr16	30074842	30078911	1	4070	21601.9141	243	1
5_MACS_peak_8667_lociStitched	chr15	38850011	38857714	5	7399	21542.2098	244	1
1_MACS_peak_12000_lociStitched	chr17	65642512	65648940	1	6429	21512.5876	245	1
3_MACS_peak_28715_lociStitched	chr9	93562053	93567954	3	5748	21494.3925	246	1
2_MACS_peak_14538_lociStitched	chr19	54879658	54887390	2	7507	21480.2692	247	1
2_MACS_peak_5422_lociStitched	chr11	130047674	130052986	2	5276	21400.4544	248	1
1_MACS_peak_13780_lociStitched	chr19	19771431	19775312	1	3882	21350.1572	249	1
1_MACS_peak_24346_lociStitched	chr6	37068783	37073613	1	4831	21327.831	250	1
2_MACS_peak_28807_lociStitched	chr9	96027914	96033519	2	5571	21284.427	251	1
6_MACS_peak_20080_lociStitched	chr3	141085288	141093009	6	7341	21266.7224	252	1
2_MACS_peak_23041_lociStitched	chr5	140886531	140894483	2	7716	21263.648	253	1
2_MACS_peak_7543_lociStitched	chr14	21147704	21153515	2	5787	21259.5435	254	1
1_MACS_peak_8676_lociStitched	chr15	38961801	38967642	1	5842	21225.6099	255	1
1_MACS_peak_5188_lociStitched	chr11	111306852	111311816	1	4965	21224.5748	256	1
3_MACS_peak_7509_lociStitched	chr14	19649183	19655014	3	5557	21195.685	257	1
4_MACS_peak_27603_lociStitched	chr8	95902122	95909581	4	7245	21189.5272	258	1
6_MACS_peak_2544_lociStitched	chr1	209276118	209283675	6	7123	21159.6	259	1
3_MACS_peak_7522_lociStitched	chr14	19920739	19926142	3	5392	21124.1091	260	1
1_MACS_peak_10026_lociStitched	chr16	28833323	28837011	1	3689	21118.5944	261	1
3_MACS_peak_25630_lociStitched	chr7	26003069	26009752	3	6623	21079.5186	262	1
4_MACS_peak_13709_lociStitched	chr19	18389798	18393921	4	3695	21068.9423	263	1
2_MACS_peak_11613_lociStitched	chr17	43485378	43488919	2	3537	21065.7631	264	1
4_MACS_peak_18104_lociStitched	chr21	44836440	44844776	4	8202	21064.2384	265	1
4_MACS_peak_23006_lociStitched	chr5	139013091	139019222	4	6055	21058.1457	266	1
2_MACS_peak_5135_lociStitched	chr11	102186226	102192604	2	6358	21038.4708	267	1
1_MACS_peak_4933_lociStitched	chr11	72850824	72855552	1	4729	21032.9808	268	1
2_MACS_peak_5959_lociStitched	chr12	48201210	48209220	2	7958	21028.653	269	1
1_MACS_peak_1659_lociStitched	chr1	145434368	145440583	1	6216	21012.915	270	1
1_MACS_peak_24105_lociStitched	chr6	30649209	30655934	1	6726	21008.9	271	1
3_MACS_peak_13377_lociStitched	chr19	10762052	10766778	3	4594	20998.5632	272	1
2_MACS_peak_26241_lociStitched	chr7	98475521	98480672	2	5140	20951.6925	273	1
8_MACS_peak_23307_lociStitched	chr5	158768223	158778506	8	8807	20876.5466	274	1
6_MACS_peak_19276_lociStitched	chr3	46145739	46154345	6	7541	20868.6894	275	1
2_MACS_peak_26869_lociStitched	chr7	155532992	155540979	2	7885	20867.6349	276	1
2_MACS_peak_28763_lociStitched	chr9	94570610	94574790	2	4010	20845.66	277	1
4_MACS_peak_30267_lociStitched	chrX	153234500	153239437	4	4843	20837.1022	278	1
2_MACS_peak_13876_lociStitched	chr19	29120139	29124857	2	4676	20799.303	279	1
1_MACS_peak_23964_lociStitched	chr6	26283757	26286901	1	3145	20734.0512	280	1
2_MACS_peak_8949_lociStitched	chr15	54872845	54879258	2	6367	20724.2508	281	1
3_MACS_peak_17256_lociStitched	chr20	30304579	30311872	3	7183	20686.5945	282	1
3_MACS_peak_29267_lociStitched	chr9	132646439	132653437	3	6917	20682.589	283	1
3_MACS_peak_2535_lociStitched	chr1	207993727	208000747	3	6795	20681.622	284	1
3_MACS_peak_15681_lociStitched	chr2	88923221	88928753	3	5296	20670.318	285	1
3_MACS_peak_8160_lociStitched	chr14	81421271	81427742	3	6284	20630.8422	286	1
3_MACS_peak_24318_lociStitched	chr6	36559670	36565268	3	5514	20538.5022	287	1
4_MACS_peak_20502_lociStitched	chr3	186711685	186719486	4	7598	20535.3524	288	1
1_MACS_peak_26612_lociStitched	chr7	129588734	129592883	1	4150	20485.6875	289	1
1_MACS_peak_8349_lociStitched	chr14	96967290	96969704	1	2415	20480.1346	290	1
2_MACS_peak_18201_lociStitched	chr22	17736815	17740413	2	3570	20413.253	291	1
2_MACS_peak_17212_lociStitched	chr20	25033008	25039762	2	6712	20411.2634	292	1
1_MACS_peak_22214_lociStitched	chr5	43064329	43068096	1	3768	20360.2583	293	1
1_MACS_peak_119_lociStitched	chr1	6660152	6664690	1	4539	20286.6752	294	1
2_MACS_peak_16776_lociStitched	chr2	219260255	219265677	2	5423	20224.06	295	1
1_MACS_peak_15626_lociStitched	chr2	85764670	85767671	1	3002	20132.2085	296	1
2_MACS_peak_28612_lociStitched	chr9	77700134	77704583	2	4364	20127.7209	297	1
1_MACS_peak_9741_lociStitched	chr16	4320694	4324439	1	3746	20121.136	298	1
3_MACS_peak_23934_lociStitched	chr6	26030845	26034969	3	4027	20070.6832	299	1
1_MACS_peak_20059_lociStitched	chr3	136469036	136473564	1	4529	20059.04	300	1
2_MACS_peak_23887_lociStitched	chr6	20401096	20405004	2	3669	20048.04	301	1
1_MACS_peak_5400_lociStitched	chr11	128562293	128566437	1	4145	20022.9792	302	1
4_MACS_peak_16673_lociStitched	chr2	204568801	204575987	4	6645	20015.1658	303	1
