REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	EJM.jin.bam	enhancerRank	isSuper	OVERLAP_GENES	PROXIMAL_GENES	CLOSEST_GENE	TOP_GENE	TSS_SIGNAL	enhancerRank	isSuper
3_MACS_peak_20190_lociStitched	chr3	152877315	152882919	3	5224	26041.788	160	1	RAP2B		RAP2B	RAP2B	1.8092	160	1
7_MACS_peak_9345_lociStitched	chr15	81583841	81596234	7	11263	26031.4965	161	1	IL16	STARD5	IL16	STARD5	0.4871	161	1
1_MACS_peak_28312_lociStitched	chr9	21992759	21997116	1	4358	25993.4263	162	1	CDKN2B-AS1,CDKN2A	C9orf53,CDKN2A,CDKN2B	CDKN2B-AS1	CDKN2A	1.4838	162	1
2_MACS_peak_26702_lociStitched	chr7	139613538	139618937	2	5375	25894.6838	163	1	TBXAS1		TBXAS1	TBXAS1	0.7087	163	1
1_MACS_peak_25899_lociStitched	chr7	50343688	50352293	1	8606	25870.072	164	1	IKZF1		IKZF1	IKZF1	0.2854	164	1
6_MACS_peak_5508_lociStitched	chr12	4377425	4387123	6	8846	25736.5524	165	1	CCND2	C12orf5	CCND2	CCND2	0.7984	165	1
2_MACS_peak_27611_lociStitched	chr8	95969541	95977263	2	7526	25610.7852	166	1		TP53INP1	TP53INP1	TP53INP1	1.5717	166	1
1_MACS_peak_14791_lociStitched	chr2	10259956	10264729	1	4774	25479.7059	167	1	RRM2	C2orf48,CYS1	RRM2	RRM2	1.5445	167	1
3_MACS_peak_22211_lociStitched	chr5	43037395	43043699	3	6075	25422.7712	168	1	LOC153684,C5orf39	LOC648987,LOC100132356	C5orf39	C5orf39	2.3601	168	1
3_MACS_peak_29017_lociStitched	chr9	117210431	117217449	3	6888	25417.7924	169	1	DFNB31		DFNB31	DFNB31	0.752	169	1
4_MACS_peak_23105_lociStitched	chr5	142778241	142785696	4	6952	25373.838	170	1	NR3C1		NR3C1	NR3C1	0.3276	170	1
2_MACS_peak_4531_lociStitched	chr11	62199404	62204019	2	4363	25358.9635	171	1	AHNAK	SCGB1A1	SCGB1A1	SCGB1A1	0.6957	171	1
2_MACS_peak_23960_lociStitched	chr6	26249089	26253849	2	4633	25211.816	172	1	HIST1H2BH,HIST1H3F	HIST1H2BF,HIST1H4E,HIST1H2AE,HIST1H3E,HIST1H4F,HIST1H2BI,HIST1H2AD,HIST1H3D,HIST1H2BG,HIST1H1D,HIST1H4G,HIST1H3G,HIST1H4H	HIST1H2BH	HIST1H2BF	4.1305	172	1
2_MACS_peak_28867_lociStitched	chr9	100744650	100748780	2	4003	25172.763	173	1	ANP32B	HEMGN	ANP32B	ANP32B	0.7787	173	1
2_MACS_peak_21778_lociStitched	chr4	185201355	185207193	2	5545	25163.5314	174	1			ENPP6	ENPP6	0.0558	174	1
4_MACS_peak_17157_lociStitched	chr20	17946580	17952728	4	5807	25147.7792	175	1	C20orf72,SNX5	SNORD17	C20orf72	C20orf72	0.9041	175	1
4_MACS_peak_4468_lociStitched	chr11	58341194	58347597	4	6045	25117.0481	176	1	ZFP91-CNTF,ZFP91,LPXN	CNTF	LPXN	LPXN	0.5283	176	1
2_MACS_peak_26288_lociStitched	chr7	100025507	100028849	2	3325	25077.0312	177	1	MEPCE,ZCWPW1	C7orf47,C7orf61,TSC22D4	MEPCE	MEPCE	2.4635	177	1
5_MACS_peak_18095_lociStitched	chr21	44770472	44776317	5	5236	25003.741	178	1			SIK1	SIK1	1.6335	178	1
1_MACS_peak_23288_lociStitched	chr5	157284399	157291000	1	6602	24988.7456	179	1	CLINT1		CLINT1	CLINT1	0.4362	179	1
4_MACS_peak_1725_lociStitched	chr1	149810722	149816867	4	5934	24934.5665	180	1	HIST2H3A,HIST2H2AA4	HIST2H4B,HIST2H2AC,HIST2H2BF,HIST2H3D,HIST2H2BC,HIST2H2BE,HIST2H2AB	HIST2H2AA4	HIST2H2BC	2.501	180	1
1_MACS_peak_15056_lociStitched	chr2	31473452	31481476	1	8025	24915.3224	181	1	EHD3	CAPN14	EHD3	EHD3	0.7967	181	1
1_MACS_peak_4495_lociStitched	chr11	60604822	60612111	1	7290	24914.5309	182	1	CCDC86	ZP1,GPR44	CCDC86	CCDC86	1.4958	182	1
1_MACS_peak_15964_lociStitched	chr2	120186079	120190831	1	4753	24790.7088	183	1	TMEM37		TMEM37	TMEM37	1.8507	183	1
2_MACS_peak_23962_lociStitched	chr6	26270307	26275448	2	5061	24731.8087	184	1	HIST1H2BI,HIST1H3G	HIST1H3E,HIST1H4F,HIST1H2BH,HIST1H1D,HIST1H4G,HIST1H3F,HIST1H4H	HIST1H2BI	HIST1H2BH	2.572	184	1
2_MACS_peak_16936_lociStitched	chr2	238599637	238607296	2	7489	24638.2371	185	1	LRRFIP1		LRRFIP1	LRRFIP1	0.2919	185	1
3_MACS_peak_27824_lociStitched	chr8	120914997	120923948	3	8925	24617.9353	186	1	DEPDC6	DSCC1	DEPDC6	DEPDC6	0.7014	186	1
3_MACS_peak_30260_lociStitched	chrX	153189361	153195288	3	5685	24538.3727	187	1	ARHGAP4	AVPR2,TMEM187,L1CAM,NAA10,RENBP,HCFC1	ARHGAP4	NAA10	1.8516	187	1
1_MACS_peak_11575_lociStitched	chr17	42294478	42300280	1	5803	24447.8874	188	1	UBTF	ASB16,TMUB2,C17orf65,ATXN7L3,SLC4A1	UBTF	UBTF	1.7043	188	1
5_MACS_peak_27851_lociStitched	chr8	124045884	124055300	5	8941	24410.0384	189	1	DERL1	WDR67	DERL1	DERL1	0.7721	189	1
1_MACS_peak_22993_lociStitched	chr5	138723148	138730050	1	6903	24397.8798	190	1	MZB1,LOC389333	PAIP2,SLC23A1,SPATA24,DNAJC18	MZB1	MZB1	2.1865	190	1
1_MACS_peak_23825_lociStitched	chr6	13523663	13528338	1	4676	24371.71	191	1		SIRT5,C6orf114,GFOD1	GFOD1	SIRT5	0.6495	191	1
1_MACS_peak_8589_lociStitched	chr15	31554801	31560855	1	6055	24323.7612	192	1			KLF13	KLF13	NONE	192	1
2_MACS_peak_10989_lociStitched	chr17	16890196	16895341	2	5100	24301.893	193	1		TNFRSF13B	TNFRSF13B	TNFRSF13B	0.3328	193	1
3_MACS_peak_5439_lociStitched	chr11	132225433	132232397	3	6514	24224.274	194	1			NTM	NTM	NONE	194	1
1_MACS_peak_5218_lociStitched	chr11	115090561	115096501	1	5941	24175.206	195	1	CADM1		CADM1	CADM1	0.3831	195	1
1_MACS_peak_9849_lociStitched	chr16	12056555	12065205	1	8651	24167.235	196	1	TNFRSF17	RUNDC2A,GSPT1	TNFRSF17	TNFRSF17	2.0257	196	1
2_MACS_peak_19961_lociStitched	chr3	128900151	128903600	2	3429	24024.6993	197	1	CNBP	ISY1	CNBP	CNBP	1.2906	197	1
2_MACS_peak_14884_lociStitched	chr2	20349531	20357834	2	8003	24005.6336	198	1			SDC1	SDC1	2.3647	198	1
4_MACS_peak_26185_lociStitched	chr7	92437429	92445703	4	8048	24002.874	199	1	CDK6		CDK6	CDK6	0.4757	199	1
1_MACS_peak_15184_lociStitched	chr2	43451238	43455888	1	4651	23964.24	200	1	LOC100129726,ZFP36L2		ZFP36L2	ZFP36L2	2.8519	200	1
2_MACS_peak_9044_lociStitched	chr15	63792768	63798392	2	5603	23913.248	201	1	USP3		USP3	USP3	0.3945	201	1
2_MACS_peak_6758_lociStitched	chr12	120728379	120731707	2	3171	23864.4224	202	1		SIRT4,PXN,PLA2G1B	SIRT4	PLA2G1B	0.6403	202	1
1_MACS_peak_6706_lociStitched	chr12	116994758	117000045	1	5288	23727.5273	203	1	MAP1LC3B2	NCRNA00173	MAP1LC3B2	NCRNA00173	1.3936	203	1
2_MACS_peak_6790_lociStitched	chr12	121566065	121572432	2	6293	23711.3447	204	1	P2RX7		P2RX7	P2RX7	0.5338	204	1
1_MACS_peak_23559_lociStitched	chr5	179245083	179248941	1	3859	23556.1764	205	1	SQSTM1	LTC4S,MIR1229,MGAT4B,C5orf45	SQSTM1	SQSTM1	0.8675	205	1
2_MACS_peak_4683_lociStitched	chr11	65263717	65269264	2	5444	23314.5957	206	1	MALAT1	SCYL1	MALAT1	MALAT1	1.7621	206	1
4_MACS_peak_4541_lociStitched	chr11	62317983	62326111	4	7797	23289.1584	207	1		AHNAK,EEF1G,TUT1,MTA2	AHNAK	AHNAK	2.0351	207	1
4_MACS_peak_970_lociStitched	chr1	51432930	51438541	4	5301	23240.762	208	1	CDKN2C	FAF1	CDKN2C	CDKN2C	3.096	208	1
2_MACS_peak_9080_lociStitched	chr15	65183720	65189032	2	5290	23183.6928	209	1		PLEKHO2,ANKDD1A	ANKDD1A	PLEKHO2	0.4802	209	1
4_MACS_peak_15758_lociStitched	chr2	99075514	99084107	4	8411	23128.9188	210	1	INPP4A		INPP4A	INPP4A	0.534	210	1
2_MACS_peak_12866_lociStitched	chr18	60803765	60810407	2	6627	23104.8612	211	1	BCL2		BCL2	BCL2	0.5518	211	1
3_MACS_peak_5693_lociStitched	chr12	12866166	12874061	3	7627	22961.0285	212	1	CDKN1B	APOLD1,MIR613,GPR19	CDKN1B	CDKN1B	2.6061	212	1
2_MACS_peak_21776_lociStitched	chr4	185184527	185191682	2	6892	22909.5945	213	1		ENPP6	ENPP6	ENPP6	0.0558	213	1
1_MACS_peak_11603_lociStitched	chr17	43299679	43307708	1	8030	22843.3079	214	1	FMNL1	LOC100133991,C17orf46	FMNL1	LOC100133991	1.9502	214	1
1_MACS_peak_24328_lociStitched	chr6	36719677	36727071	1	7395	22767.6048	215	1	CPNE5		CDKN1A	CDKN1A	NONE	215	1
1_MACS_peak_11263_lociStitched	chr17	32695929	32700850	1	4922	22736.9884	216	1		CCL8,CCL13,CCL1	CCL1	CCL1	1.3282	216	1
3_MACS_peak_23945_lociStitched	chr6	26155563	26160916	3	5149	22690.8317	217	1	HIST1H1E,HIST1H2BD	HIST1H2AC,HIST1H2BE,HIST1H2BF,HIST1H4E,HIST1H1T,HIST1H2BC,HIST1H4D,HIST1H2AD,HIST1H3D	HIST1H2BD	HIST1H2BF	4.1305	217	1
3_MACS_peak_1729_lociStitched	chr1	149820842	149825754	3	4800	22673.3008	218	1	HIST2H2AA4,HIST2H3A,HIST2H2BC	HIST2H4B,HIST2H2AC,BOLA1,HIST2H2BF,HIST2H3D,HIST2H2BE,HIST2H2AB	HIST2H2BC	HIST2H2BC	2.501	218	1
2_MACS_peak_26710_lociStitched	chr7	139908655	139914992	2	6318	22669.3501	219	1		LOC100134229,JHDM1D	LOC100134229	LOC100134229	1.0528	219	1
1_MACS_peak_28069_lociStitched	chr8	144607914	144612591	1	4678	22566.0573	220	1	ZC3H3	GSDMD,C8orf73,NAPRT1	ZC3H3	GSDMD	0.6434	220	1
3_MACS_peak_20009_lociStitched	chr3	130566850	130574043	3	7178	22522.7216	221	1	ATP2C1	ATP2C1	ATP2C1	ATP2C1	0.2979	221	1
1_MACS_peak_313_lociStitched	chr1	16766355	16772351	1	5997	22486.1992	222	1	NECAP2	SPATA21,CROCCP3	NECAP2	NECAP2	1.1093	222	1
1_MACS_peak_14565_lociStitched	chr19	55764199	55772040	1	7842	22451.1353	223	1	PPP6R1	BRSK1,PTPRH,TMEM86B,HSPBP1	PPP6R1	HSPBP1	0.7191	223	1
2_MACS_peak_2226_lociStitched	chr1	178546313	178552407	2	5802	22447.249	224	1		C1orf220	C1orf220	C1orf220	0.6343	224	1
2_MACS_peak_27266_lociStitched	chr8	52809595	52814962	2	5316	22420.6425	225	1	PCMTD1		PCMTD1	PCMTD1	0.3451	225	1
1_MACS_peak_8308_lociStitched	chr14	94440986	94445776	1	4791	22298.887	226	1		C14orf48,OTUB2,C14orf86,ASB2	ASB2	C14orf48	1.9458	226	1
2_MACS_peak_25157_lociStitched	chr6	138187170	138193757	2	6381	22257.473	227	1	TNFAIP3		TNFAIP3	TNFAIP3	1.2699	227	1
1_MACS_peak_15731_lociStitched	chr2	97201387	97205663	1	4277	22252.7316	228	1	ARID5A	NEURL3	ARID5A	ARID5A	1.4498	228	1
1_MACS_peak_17704_lociStitched	chr20	56192056	56197266	1	5211	22251.389	229	1	ZBP1		ZBP1	ZBP1	1.4307	229	1
1_MACS_peak_26817_lociStitched	chr7	150101361	150105225	1	3865	22233.8424	230	1	LOC728743	REPIN1,ZNF775,LOC285972,GIMAP8	LOC728743	LOC728743	1.9482	230	1
3_MACS_peak_20235_lociStitched	chr3	156820507	156826839	3	5956	22051.8232	231	1	LOC339894	LOC100498859	LOC100498859	LOC100498859	2.3907	231	1
3_MACS_peak_1636_lociStitched	chr1	144927500	144935144	3	7047	21978.7932	232	1	PDE4DIP		PDE4DIP	PDE4DIP	0.4181	232	1
3_MACS_peak_1734_lociStitched	chr1	149855919	149861209	3	5188	21949.268	233	1	HIST2H2AC,HIST2H2BE,HIST2H2AB	BOLA1,HIST2H3A,HIST2H2AA4,HIST2H2BC,SV2A,SF3B4,MTMR11	HIST2H2AC	HIST2H2BC	2.501	233	1
1_MACS_peak_6702_lociStitched	chr12	116796345	116800555	1	4211	21906.314	234	1			MED13L	MED13L	NONE	234	1
3_MACS_peak_6853_lociStitched	chr12	122982704	122987382	3	4174	21898.6536	235	1	ZCCHC8	KNTC1,RSRC2	ZCCHC8	RSRC2	1.226	235	1
1_MACS_peak_6755_lociStitched	chr12	120636214	120640127	1	3914	21841.1921	236	1	RPLP0	GCN1L1,PXN	RPLP0	RPLP0	2.7732	236	1
3_MACS_peak_1341_lociStitched	chr1	93421283	93428161	3	6700	21782.626	237	1	FAM69A		FAM69A	FAM69A	0.4014	237	1
2_MACS_peak_17496_lociStitched	chr20	43270277	43276993	2	6670	21755.8104	238	1	ADA	LOC79015	ADA	ADA	0.8614	238	1
6_MACS_peak_22117_lociStitched	chr5	32206267	32212781	6	5794	21715.0704	239	1		GOLPH3	GOLPH3	GOLPH3	0.4888	239	1
12_MACS_peak_24713_lociStitched	chr6	88626346	88637599	12	10471	21672.1527	240	1			SPACA1	SPACA1	NONE	240	1
2_MACS_peak_13078_lociStitched	chr19	2254978	2261337	2	6144	21612.9692	241	1	JSRP1	SF3A2,AMH,MIR4321,OAZ1,MIR1227,PLEKHJ1,C19orf35,LINGO3	JSRP1	JSRP1	1.614	241	1
2_MACS_peak_24100_lociStitched	chr6	30582012	30586674	2	4587	21604.6404	242	1	MRPS18B,PPP1R10	ABCF1,MIR877,ATAT1,C6orf136	PPP1R10	PPP1R10	0.9798	242	1
1_MACS_peak_10061_lociStitched	chr16	30074842	30078911	1	4070	21601.9141	243	1	ALDOA	C16orf92,PPP4C,LOC100271831,FAM57B,TBX6,YPEL3,GDPD3	ALDOA	YPEL3	1.33	243	1
5_MACS_peak_8667_lociStitched	chr15	38850011	38857714	5	7399	21542.2098	244	1	RASGRP1		RASGRP1	RASGRP1	0.3938	244	1
1_MACS_peak_12000_lociStitched	chr17	65642512	65648940	1	6429	21512.5876	245	1	PITPNC1		NOL11	NOL11	NONE	245	1
3_MACS_peak_28715_lociStitched	chr9	93562053	93567954	3	5748	21494.3925	246	1	SYK	SYK	SYK	SYK	0.4936	246	1
2_MACS_peak_14538_lociStitched	chr19	54879658	54887390	2	7507	21480.2692	247	1		TTYH1,LILRA4,LAIR1	LAIR1	LAIR1	0.7272	247	1
2_MACS_peak_5422_lociStitched	chr11	130047674	130052986	2	5276	21400.4544	248	1	ST14		ST14	ST14	0.6962	248	1
1_MACS_peak_13780_lociStitched	chr19	19771431	19775312	1	3882	21350.1572	249	1	ATP13A1	ZNF101,PBX4,LPAR2,GMIP	ATP13A1	ATP13A1	1.2813	249	1
1_MACS_peak_24346_lociStitched	chr6	37068783	37073613	1	4831	21327.831	250	1			PIM1	PIM1	2.2009	250	1
2_MACS_peak_28807_lociStitched	chr9	96027914	96033519	2	5571	21284.427	251	1	WNK2		C9orf129	C9orf129	NONE	251	1
6_MACS_peak_20080_lociStitched	chr3	141085288	141093009	6	7341	21266.7224	252	1	ZBTB38		ZBTB38	ZBTB38	1.7686	252	1
2_MACS_peak_23041_lociStitched	chr5	140886531	140894483	2	7716	21263.648	253	1	PCDHGB3,PCDHGB1,PCDHGA2,PCDHGA3,PCDHGA1,PCDHGB4,PCDHGB2,PCDHGA7,PCDHGA5,PCDHGA4,PCDHGA6,PCDHGA8,PCDHGB5,PCDHGA11,PCDHGA12,PCDHGA9,PCDHGC5,PCDHGA10,PCDHGC3,PCDHGB6,PCDHGC4,PCDHGB7	PCDHGC4,PCDHGC5	PCDHGC5	PCDHGC5	0.7397	253	1
2_MACS_peak_7543_lociStitched	chr14	21147704	21153515	2	5787	21259.5435	254	1	RNASE4,ANG	RNASE4,OR6S1	ANG	ANG	1.1822	254	1
1_MACS_peak_8676_lociStitched	chr15	38961801	38967642	1	5842	21225.6099	255	1		C15orf53	C15orf53	C15orf53	0.4356	255	1
1_MACS_peak_5188_lociStitched	chr11	111306852	111311816	1	4965	21224.5748	256	1			POU2AF1	POU2AF1	2.7632	256	1
3_MACS_peak_7509_lociStitched	chr14	19649183	19655014	3	5557	21195.685	257	1			POTEG	POTEG	NONE	257	1
4_MACS_peak_27603_lociStitched	chr8	95902122	95909581	4	7245	21189.5272	258	1	CCNE2		CCNE2	CCNE2	1.3005	258	1
6_MACS_peak_2544_lociStitched	chr1	209276118	209283675	6	7123	21159.6	259	1			LOC642587	LOC642587	NONE	259	1
3_MACS_peak_7522_lociStitched	chr14	19920739	19926142	3	5392	21124.1091	260	1			POTEM	POTEM	NONE	260	1
1_MACS_peak_10026_lociStitched	chr16	28833323	28837011	1	3689	21118.5944	261	1	ATXN2L	SH2B1,TUFM	ATXN2L	ATXN2L	1.0079	261	1
3_MACS_peak_25630_lociStitched	chr7	26003069	26009752	3	6623	21079.5186	262	1		MIR148A	MIR148A	MIR148A	1.8465	262	1
4_MACS_peak_13709_lociStitched	chr19	18389798	18393921	4	3695	21068.9423	263	1	MIR3188,JUND	PDE4C,LOC729966,KIAA1683,LSM4	JUND	JUND	1.8839	263	1
2_MACS_peak_11613_lociStitched	chr17	43485378	43488919	2	3537	21065.7631	264	1	ARHGAP27	ARHGAP27,SH3D20	ARHGAP27	SH3D20	2.8258	264	1
4_MACS_peak_18104_lociStitched	chr21	44836440	44844776	4	8202	21064.2384	265	1	SIK1	C21orf125	SIK1	SIK1	1.6335	265	1
4_MACS_peak_23006_lociStitched	chr5	139013091	139019222	4	6055	21058.1457	266	1		CXXC5	CXXC5	CXXC5	0.7225	266	1
2_MACS_peak_5135_lociStitched	chr11	102186226	102192604	2	6358	21038.4708	267	1	BIRC3	BIRC2	BIRC3	BIRC3	0.92	267	1
1_MACS_peak_4933_lociStitched	chr11	72850824	72855552	1	4729	21032.9808	268	1	FCHSD2		FCHSD2	FCHSD2	0.1682	268	1
2_MACS_peak_5959_lociStitched	chr12	48201210	48209220	2	7958	21028.653	269	1	HDAC7	SLC48A1,RAPGEF3	HDAC7	HDAC7	0.7855	269	1
1_MACS_peak_1659_lociStitched	chr1	145434368	145440583	1	6216	21012.915	270	1	TXNIP	HFE2,ANKRD34A,LIX1L,POLR3GL	TXNIP	TXNIP	1.745	270	1
1_MACS_peak_24105_lociStitched	chr6	30649209	30655934	1	6726	21008.9	271	1	KIAA1949,NRM	C6orf136,TUBB,DHX16,MDC1	KIAA1949	TUBB	2.0683	271	1
3_MACS_peak_13377_lociStitched	chr19	10762052	10766778	3	4594	20998.5632	272	1	ILF3,LOC147727	SLC44A2,QTRT1	LOC147727	LOC147727	1.9187	272	1
2_MACS_peak_26241_lociStitched	chr7	98475521	98480672	2	5140	20951.6925	273	1	TRRAP,MIR3609	TMEM130	MIR3609	MIR3609	2.2258	273	1
8_MACS_peak_23307_lociStitched	chr5	158768223	158778506	8	8807	20876.5466	274	1		IL12B	IL12B	IL12B	0.388	274	1
6_MACS_peak_19276_lociStitched	chr3	46145739	46154345	6	7541	20868.6894	275	1			XCR1	XCR1	NONE	275	1
2_MACS_peak_26869_lociStitched	chr7	155532992	155540979	2	7885	20867.6349	276	1	RBM33		SHH	SHH	NONE	276	1
2_MACS_peak_28763_lociStitched	chr9	94570610	94574790	2	4010	20845.66	277	1	ROR2		ROR2	ROR2	0.5024	277	1
4_MACS_peak_30267_lociStitched	chrX	153234500	153239437	4	4843	20837.1022	278	1	TMEM187,HCFC1	MIR3202-1,ARHGAP4,NAA10,RENBP,MIR3202-2,IRAK1,MIR718	HCFC1	NAA10	1.8516	278	1
2_MACS_peak_13876_lociStitched	chr19	29120139	29124857	2	4676	20799.303	279	1			LOC148145	LOC148145	NONE	279	1
1_MACS_peak_23964_lociStitched	chr6	26283757	26286901	1	3145	20734.0512	280	1	HIST1H4H	HIST1H4F,HIST1H2BH,HIST1H2BI,HIST1H1D,HIST1H4G,HIST1H3F,HIST1H3G	HIST1H4H	HIST1H2BH	2.572	280	1
2_MACS_peak_8949_lociStitched	chr15	54872845	54879258	2	6367	20724.2508	281	1	UNC13C		UNC13C	UNC13C	0.1586	281	1
3_MACS_peak_17256_lociStitched	chr20	30304579	30311872	3	7183	20686.5945	282	1	BCL2L1	TPX2	BCL2L1	BCL2L1	1.4888	282	1
3_MACS_peak_29267_lociStitched	chr9	132646439	132653437	3	6917	20682.589	283	1	FNBP1	USP20,C9orf78	USP20	C9orf78	0.6966	283	1
3_MACS_peak_2535_lociStitched	chr1	207993727	208000747	3	6795	20681.622	284	1	LOC148696	MIR29C,MIR29B2	LOC148696	LOC148696	1.6171	284	1
3_MACS_peak_15681_lociStitched	chr2	88923221	88928753	3	5296	20670.318	285	1	EIF2AK3		EIF2AK3	EIF2AK3	0.5391	285	1
3_MACS_peak_8160_lociStitched	chr14	81421271	81427742	3	6284	20630.8422	286	1	TSHR	C14orf145	TSHR	TSHR	0.166	286	1
3_MACS_peak_24318_lociStitched	chr6	36559670	36565268	3	5514	20538.5022	287	1	SRSF3	STK38,MIR3925	SRSF3	SRSF3	1.5162	287	1
4_MACS_peak_20502_lociStitched	chr3	186711685	186719486	4	7598	20535.3524	288	1	ST6GAL1	ST6GAL1	ST6GAL1	ST6GAL1	0.6033	288	1
1_MACS_peak_26612_lociStitched	chr7	129588734	129592883	1	4150	20485.6875	289	1	UBE2H		UBE2H	UBE2H	0.3208	289	1
1_MACS_peak_8349_lociStitched	chr14	96967290	96969704	1	2415	20480.1346	290	1	PAPOLA		PAPOLA	PAPOLA	0.3964	290	1
2_MACS_peak_18201_lociStitched	chr22	17736815	17740413	2	3570	20413.253	291	1		CECR1	CECR1	CECR1	0.1563	291	1
2_MACS_peak_17212_lociStitched	chr20	25033008	25039762	2	6712	20411.2634	292	1	ACSS1	VSX1	ACSS1	ACSS1	0.5389	292	1
1_MACS_peak_22214_lociStitched	chr5	43064329	43068096	1	3768	20360.2583	293	1	LOC100132356	LOC153684,LOC648987,C5orf39	LOC100132356	C5orf39	2.3601	293	1
1_MACS_peak_119_lociStitched	chr1	6660152	6664690	1	4539	20286.6752	294	1	KLHL21	TAS1R1,ZBTB48,PHF13,THAP3,NOL9	KLHL21	KLHL21	1.1915	294	1
2_MACS_peak_16776_lociStitched	chr2	219260255	219265677	2	5423	20224.06	295	1	SLC11A1,CTDSP1	C2orf62,MIR26B,VIL1	CTDSP1	MIR26B	1.6799	295	1
1_MACS_peak_15626_lociStitched	chr2	85764670	85767671	1	3002	20132.2085	296	1	MAT2A	VAMP8,VAMP5,GGCX	MAT2A	MAT2A	1.4022	296	1
2_MACS_peak_28612_lociStitched	chr9	77700134	77704583	2	4364	20127.7209	297	1	OSTF1,C9orf95		C9orf95	C9orf95	0.7825	297	1
1_MACS_peak_9741_lociStitched	chr16	4320694	4324439	1	3746	20121.136	298	1	TFAP4	SRL	TFAP4	TFAP4	1.0857	298	1
3_MACS_peak_23934_lociStitched	chr6	26030845	26034969	3	4027	20070.6832	299	1	HIST1H3B,HIST1H2AB	HIST1H3A,HIST1H4A,HIST1H3C,HIST1H1A,HIST1H4B,HIST1H2BB,HIST1H1C	HIST1H3B	HIST1H3B	3.0611	299	1
1_MACS_peak_20059_lociStitched	chr3	136469036	136473564	1	4529	20059.04	300	1	STAG1		STAG1	STAG1	0.1562	300	1
2_MACS_peak_23887_lociStitched	chr6	20401096	20405004	2	3669	20048.04	301	1	E2F3		E2F3	E2F3	0.3284	301	1
1_MACS_peak_5400_lociStitched	chr11	128562293	128566437	1	4145	20022.9792	302	1	FLI1		FLI1	FLI1	0.7796	302	1
4_MACS_peak_16673_lociStitched	chr2	204568801	204575987	4	6645	20015.1658	303	1	CD28		CD28	CD28	0.7535	303	1
1_MACS_peak_26589_lociStitched	chr7	128577120	128582455	1	5336	19909.6865	304	1	IRF5	KCP	IRF5	IRF5	1.5546	304	1
1_MACS_peak_19284_lociStitched	chr3	46245474	46250671	1	5198	19890.4781	305	1	CCR1	CCR3	CCR1	CCR1	1.4511	305	1
2_MACS_peak_14047_lociStitched	chr19	39339032	39344255	2	4788	19816.062	306	1	HNRNPL	NFKBIB,LGALS4,ECH1,RINL,SIRT2	HNRNPL	HNRNPL	1.0659	306	1
1_MACS_peak_12156_lociStitched	chr17	73871190	73875609	1	4420	19807.7256	307	1	TRIM47	UNC13D,WBP2,TRIM65,MRPL38	TRIM47	TRIM47	1.5673	307	1
3_MACS_peak_27905_lociStitched	chr8	126441208	126447941	3	6578	19796.3666	308	1	TRIB1		TRIB1	TRIB1	1.2908	308	1
2_MACS_peak_4964_lociStitched	chr11	74659385	74665743	2	6354	19793.7256	309	1	SPCS2,XRRA1	NEU3	SPCS2	SPCS2	0.6676	309	1
2_MACS_peak_9797_lociStitched	chr16	9183770	9187399	2	3583	19771.8807	310	1	C16orf72		C16orf72	C16orf72	0.7073	310	1
3_MACS_peak_10047_lociStitched	chr16	29815792	29820393	3	4078	19767.2763	311	1	KIF22,MAZ	ZG16,PRRT2,C16orf53,MVP	MAZ	MAZ	1.8137	311	1
1_MACS_peak_8334_lociStitched	chr14	95968092	95971962	1	3871	19760.994	312	1		GLRX5,C14orf49,SCARNA13,SNHG10	C14orf49	SCARNA13	1.9075	312	1
2_MACS_peak_19504_lociStitched	chr3	55515066	55523214	2	8083	19725.4932	313	1	WNT5A		WNT5A	WNT5A	0.6944	313	1
4_MACS_peak_26782_lociStitched	chr7	148720699	148726584	4	5408	19614.1165	314	1	PDIA4		PDIA4	PDIA4	1.1173	314	1
1_MACS_peak_23908_lociStitched	chr6	24719402	24722504	1	3103	19610.5338	315	1	C6orf62		C6orf62	C6orf62	0.9669	315	1
1_MACS_peak_23938_lociStitched	chr6	26054238	26057947	1	3710	19572.393	316	1	HIST1H1C	HIST1H3A,HIST1H4A,HIST1H3C,HFE,HIST1H4C,HIST1H1A,HIST1H4B,HIST1H3B,HIST1H2AB,HIST1H2BB	HIST1H1C	HIST1H3B	3.0611	316	1
2_MACS_peak_29024_lociStitched	chr9	117262784	117268549	2	5729	19521.443	317	1	DFNB31		DFNB31	DFNB31	0.752	317	1
5_MACS_peak_22734_lociStitched	chr5	109024447	109032555	5	7092	19509.4696	318	1	MAN2A1		MAN2A1	MAN2A1	0.2708	318	1
2_MACS_peak_16214_lociStitched	chr2	158295464	158302032	2	6567	19506.3032	319	1	CYTIP		CYTIP	CYTIP	0.6181	319	1
2_MACS_peak_19957_lociStitched	chr3	128837207	128841664	2	4378	19499.375	320	1	RAB43	ISY1	RAB43	RAB43	1.1361	320	1
5_MACS_peak_822_lociStitched	chr1	40845233	40853519	5	7485	19490.3292	321	1	SMAP2	SMAP2	SMAP2	SMAP2	0.5843	321	1
3_MACS_peak_25109_lociStitched	chr6	135190786	135195731	3	4712	19468.465	322	1			ALDH8A1	ALDH8A1	NONE	322	1
