REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	MM8_jia.bam	enhancerRank	isSuperStretch	OVERLAP_GENES	PROXIMAL_GENES	CLOSEST_GENE	enhancerRank	isSuperStretch
2_MACS_peak_10370_lociStitched	chr22	29194224	29198532	2	4307	6611.0568	44	1	XBP1	CCDC117	XBP1	44	1
1_MACS_peak_15301_lociStitched	chr9	66454661	66459167	1	4507	6270.5496	45	1		LOC442421	LOC442421	45	1
6_MACS_peak_1728_lociStitched	chr1	209278892	209285048	6	5202	4913.1036	46	1			LOC642587	46	1
2_MACS_peak_9212_lociStitched	chr2	158296130	158301374	2	5155	4993.8612	47	1	CYTIP		CYTIP	47	1
2_MACS_peak_5657_lociStitched	chr15	93425037	93429102	2	3918	6551.967	48	1	LOC100507217	CHD2,MIR3175	LOC100507217	48	1
1_MACS_peak_5250_lociStitched	chr15	52969293	52973443	1	4151	6110.46	49	1	KIAA1370		KIAA1370	49	1
2_MACS_peak_1933_lociStitched	chr1	230257699	230262267	2	4504	5562.4536	50	1	GALNT2		GALNT2	50	1
4_MACS_peak_9567_lociStitched	chr2	232570727	232575919	4	4565	5382.5464	51	1	PTMA	MIR1244-1	PTMA	51	1
2_MACS_peak_1526_lociStitched	chr1	197742455	197746652	2	4183	5923.2261	52	1	DENND1B		DENND1B	52	1
2_MACS_peak_1203_lociStitched	chr1	160708971	160714223	2	4948	4628.0624	53	1	SLAMF7	CD48	SLAMF7	53	1
4_MACS_peak_7466_lociStitched	chr19	2697635	2702814	4	5064	4385.0593	54	1	GNG7	DIRAS1,SLC39A3	GNG7	54	1
2_MACS_peak_1497_lociStitched	chr1	192601985	192607210	2	5190	4091.175	55	1	RGS13		RGS13	55	1
4_MACS_peak_6728_lociStitched	chr17	43301758	43307502	4	5021	4438.3888	56	1	FMNL1	LOC100133991,C17orf46	FMNL1	56	1
8_MACS_peak_11682_lociStitched	chr4	40197688	40204389	8	5232	3933.487	57	1	RHOH		RHOH	57	1
2_MACS_peak_1194_lociStitched	chr1	160641429	160646442	2	4985	4467.5856	58	1		SLAMF1,CD48	SLAMF1	58	1
3_MACS_peak_7824_lociStitched	chr19	16186500	16191173	3	4617	5134.2251	59	1	TPM4	FLJ25328,RAB8A	TPM4	59	1
1_MACS_peak_7764_lociStitched	chr19	13949656	13954226	1	4571	5136.223	60	1		ZSWIM4,MIR181C,MIR181D,NANOS3,LOC284454,MIR24-2,MIR27A,MIR23A	MIR23A	60	1
5_MACS_peak_11248_lociStitched	chr3	141102398	141108133	5	5064	4201.461	61	1	ZBTB38		ZBTB38	61	1
3_MACS_peak_5194_lociStitched	chr15	45018173	45022987	3	4648	5005.1158	62	1		B2M,TRIM69,PATL2	TRIM69	62	1
1_MACS_peak_7773_lociStitched	chr19	14115319	14118348	1	3030	6899.1533	63	1	RFX1	RLN3,IL27RA	RFX1	63	1
2_MACS_peak_7900_lociStitched	chr19	18389961	18393693	2	3606	6368.2848	64	1	MIR3188,JUND	PDE4C,LOC729966,KIAA1683,LSM4	JUND	64	1
2_MACS_peak_5051_lociStitched	chr15	31555264	31559843	2	4577	5043.7685	65	1			KLF13	65	1
3_MACS_peak_1197_lociStitched	chr1	160677193	160682788	3	5087	4032.876	66	1	CD48	SLAMF7	CD48	66	1
6_MACS_peak_1229_lociStitched	chr1	161151781	161157668	6	5005	4146.8028	67	1		UFC1,USP21,PPOX,NDUFS2,FCER1G,TOMM40L,DEDD,B4GALT3,ADAMTS4,APOA2	B4GALT3	67	1
2_MACS_peak_910_lociStitched	chr1	149856311	149860731	2	4328	5349.084	68	1	HIST2H2AC,HIST2H2BE,HIST2H2AB	BOLA1,HIST2H3A,HIST2H2AA4,HIST2H2BC,SV2A,SF3B4,MTMR11	HIST2H2AC	68	1
1_MACS_peak_5416_lociStitched	chr15	72765334	72768369	1	3036	6636.0275	69	1	ARIH1		ARIH1	69	1
5_MACS_peak_12463_lociStitched	chr5	90675363	90680137	5	4630	4552.9638	70	1	LOC100129716,ARRDC3		ARRDC3	70	1
7_MACS_peak_1076_lociStitched	chr1	155912342	155918420	7	4911	3839.4726	71	1	RXFP4,ARHGEF2	RIT1,SNORA42,SCARNA4,KIAA0907	RXFP4	71	1
6_MACS_peak_4244_lociStitched	chr12	123375258	123381165	6	4519	4621.0461	72	1	VPS37B		VPS37B	72	1
1_MACS_peak_2011_lociStitched	chr1	245132671	245135436	1	2766	6686.5995	73	1	EFCAB2		EFCAB2	73	1
1_MACS_peak_14373_lociStitched	chr7	104652334	104656318	1	3985	5411.0688	74	1	MLL5,LOC100216545		LOC100216545	74	1
3_MACS_peak_8796_lociStitched	chr2	70311968	70316117	3	4029	5345.1567	75	1	PCBP1,LOC400960	LOC100133985	LOC400960	75	1
1_MACS_peak_2008_lociStitched	chr1	245025781	245028988	1	3208	6271.2885	76	1	HNRNPU	FAM36A,NCRNA00201	HNRNPU	76	1
4_MACS_peak_6024_lociStitched	chr16	56964245	56968431	4	4122	5191.4772	77	1	HERPUD1	CETP	HERPUD1	77	1
2_MACS_peak_1937_lociStitched	chr1	230282106	230287176	2	4663	4083.885	78	1	GALNT2		GALNT2	78	1
3_MACS_peak_14369_lociStitched	chr7	104581419	104586150	3	4556	4292.4363	79	1		LOC723809	LOC723809	79	1
3_MACS_peak_10188_lociStitched	chr21	44772819	44776769	3	3805	5335.265	80	1			SIK1	80	1
5_MACS_peak_1682_lociStitched	chr1	206287332	206292834	5	4636	3945.4842	81	1	C1orf186	CTSE	C1orf186	81	1
5_MACS_peak_1701_lociStitched	chr1	206886424	206891237	5	4528	4045.8078	82	1	MAPKAPK2		MAPKAPK2	82	1
5_MACS_peak_2122_lociStitched	chr10	15828440	15833702	5	4681	3698.6598	83	1	FAM188A		ITGA8	83	1
5_MACS_peak_9426_lociStitched	chr2	201987001	201992550	5	4731	3540.262	84	1	CFLAR		CFLAR	84	1
4_MACS_peak_3721_lociStitched	chr12	46120428	46125135	4	4537	3959.5284	85	1	ARID2,LOC400027		ARID2	85	1
7_MACS_peak_12440_lociStitched	chr5	88177554	88182945	7	4677	3617.361	86	1	MEF2C		MEF2C	86	1
2_MACS_peak_769_lociStitched	chr1	118171962	118176641	2	4615	3708.5754	87	1		FAM46C	FAM46C	87	1
1_MACS_peak_1026_lociStitched	chr1	154908374	154910948	1	2575	6368.8482	88	1	PMVK	CKS1B,MIR4258,FLAD1,PBXIP1,PYGO2,SHC1	PMVK	88	1
3_MACS_peak_1259_lociStitched	chr1	162530503	162534992	3	4194	4412.2381	89	1	UAP1		UAP1	89	1
6_MACS_peak_1008_lociStitched	chr1	154376090	154381166	6	4642	3374.0172	90	1	IL6R		IL6R	90	1
3_MACS_peak_7654_lociStitched	chr19	10763448	10767235	3	3527	5272.6401	91	1	ILF3,LOC147727	SLC44A2,QTRT1	ILF3	91	1
2_MACS_peak_11253_lociStitched	chr3	141119424	141123745	2	4043	4538.7784	92	1	ZBTB38		ZBTB38	92	1
1_MACS_peak_5652_lociStitched	chr15	93351206	93355143	1	3938	4619.2821	93	1		ASB9P1	ASB9P1	93	1
2_MACS_peak_5053_lociStitched	chr15	31616902	31621209	2	4139	4206.2162	94	1	KLF13		KLF13	94	1
2_MACS_peak_5390_lociStitched	chr15	69109477	69113851	2	4251	3883.6746	95	1	ANP32A	MIR548H4,MIR4312,C15orf28	ANP32A	95	1
2_MACS_peak_8928_lociStitched	chr2	88923833	88928086	2	4023	4290.8517	96	1	EIF2AK3		EIF2AK3	96	1
2_MACS_peak_13085_lociStitched	chr6	16759871	16763831	2	3944	4401.54	97	1	ATXN1		ATXN1	97	1
3_MACS_peak_1476_lociStitched	chr1	189119024	189123420	3	4242	3845.6208	98	1				98	1
3_MACS_peak_2005_lociStitched	chr1	244996584	245000079	3	3436	5069.847	99	1	FAM36A	NCRNA00201,HNRNPU	FAM36A	99	1
3_MACS_peak_7912_lociStitched	chr19	18629508	18633722	3	3736	4649.7276	100	1	ELL	C19orf50,UBA52,FKBP8	ELL	100	1
2_MACS_peak_1006_lociStitched	chr1	154297881	154301970	2	4043	4140.1125	101	1	ATP8B2	AQP10	ATP8B2	101	1
1_MACS_peak_1320_lociStitched	chr1	167904072	167907620	1	3549	4897.6592	102	1	DCAF6,BRP44	ADCY10	DCAF6	102	1
3_MACS_peak_14850_lociStitched	chr8	95958393	95962852	3	4235	3673.3242	103	1	TP53INP1		TP53INP1	103	1
3_MACS_peak_4460_lociStitched	chr13	114562714	114567196	3	4194	3704.8212	104	1	GAS6	FLJ44054,GAS6	GAS6	104	1
3_MACS_peak_14479_lociStitched	chr7	129588797	129592904	3	4001	4070.037	105	1	UBE2H		UBE2H	105	1
1_MACS_peak_5338_lociStitched	chr15	65184981	65188712	1	3732	4475.7076	106	1		ANKDD1A	ANKDD1A	106	1
3_MACS_peak_13643_lociStitched	chr6	108878422	108882575	3	4073	3887.208	107	1	FOXO3		FOXO3	107	1
1_MACS_peak_1402_lociStitched	chr1	179850523	179853446	1	2924	5399.3656	108	1	TOR1AIP1	TOR1AIP2	TOR1AIP1	108	1
2_MACS_peak_12930_lociStitched	chr6	326940	330953	2	3952	4004.5727	109	1	DUSP22		DUSP22	109	1
7_MACS_peak_3745_lociStitched	chr12	48203799	48209000	7	4243	3405.6148	110	1	HDAC7	SLC48A1	HDAC7	110	1
2_MACS_peak_1613_lociStitched	chr1	203266681	203270846	2	3705	4403.6545	111	1	LOC730227	BTG2,FMOD	LOC730227	111	1
3_MACS_peak_1564_lociStitched	chr1	200988253	200992698	3	4141	3511.55	112	1	KIF21B		KIF21B	112	1
1_MACS_peak_11609_lociStitched	chr4	15003059	15007092	1	4034	3676.0795	113	1	CPEB2		CPEB2	113	1
2_MACS_peak_7830_lociStitched	chr19	16228267	16232221	2	3723	4233.9432	114	1	RAB8A	TPM4,HSH2D	RAB8A	114	1
3_MACS_peak_13528_lociStitched	chr6	74229658	74233569	3	3722	4196.1119	115	1	EEF1A1		EEF1A1	115	1
3_MACS_peak_5447_lociStitched	chr15	75078697	75083229	3	4247	3137.9568	116	1	CSK	CYP1A2,LMAN1L,CPLX3	CSK	116	1
2_MACS_peak_2581_lociStitched	chr10	112115184	112118948	2	3753	4120.0744	117	1			SMNDC1	117	1
3_MACS_peak_4120_lociStitched	chr12	109026563	109030903	3	3952	3641.694	118	1	SELPLG	TMEM119	SELPLG	118	1
3_MACS_peak_1641_lociStitched	chr1	204378470	204381793	3	3131	4840.9464	119	1	PPP1R15B	PLEKHA6,LOC127841	PPP1R15B	119	1
2_MACS_peak_11810_lociStitched	chr4	78738504	78742388	2	3881	3689.8	120	1	CNOT6L	MRPL1	CNOT6L	120	1
1_MACS_peak_7501_lociStitched	chr19	3983652	3987477	1	3826	3760.3575	121	1	EEF2	PIAS4,MIR637,DAPK3,SNORD37	EEF2	121	1
2_MACS_peak_1389_lociStitched	chr1	178693807	178697486	2	3659	4051.6827	122	1	RALGPS2		RALGPS2	122	1
1_MACS_peak_1394_lociStitched	chr1	179049648	179052749	1	3102	4753.5229	123	1	TOR3A		TOR3A	123	1
1_MACS_peak_8075_lociStitched	chr19	39897014	39900871	1	3858	3571.582	124	1	ZFP36	MED29,PLEKHG2,SUPT5H,PAF1,RPS16	ZFP36	124	1
4_MACS_peak_13730_lociStitched	chr6	119668318	119672298	4	3921	3314.146	125	1	MAN1A1		MAN1A1	125	1
3_MACS_peak_941_lociStitched	chr1	150977944	150981643	3	3505	4068.5301	126	1	PRUNE,FAM63A	ANXA9,BNIPL,C1orf56,LASS2	FAM63A	126	1
2_MACS_peak_15937_lociStitched	chrX	153235564	153239098	2	3243	4423.8612	127	1	TMEM187,HCFC1	MIR3202-1,ARHGAP4,NAA10,RENBP,MIR3202-2,IRAK1,MIR718	HCFC1	127	1
4_MACS_peak_11787_lociStitched	chr4	77117694	77122237	4	4038	2949.3156	128	1	SCARB2	NUP54	SCARB2	128	1
3_MACS_peak_13584_lociStitched	chr6	90060444	90064280	3	3459	4060.7896	129	1	UBE2J1	GABRR2	UBE2J1	129	1
2_MACS_peak_6442_lociStitched	chr17	16890321	16894073	2	3716	3608.2984	130	1		TNFRSF13B	TNFRSF13B	130	1
2_MACS_peak_13248_lociStitched	chr6	30582843	30586566	2	3627	3770.2821	131	1	MRPS18B,PPP1R10	ABCF1,MIR877,ATAT1,C6orf136	PPP1R10	131	1
5_MACS_peak_11749_lociStitched	chr4	71527530	71532416	5	3909	3209.6134	132	1	IGJ	ENAM,UTP3,RUFY3	IGJ	132	1
6_MACS_peak_15544_lociStitched	chr9	127630593	127635136	6	3818	3356.3684	133	1	ARPC5L	WDR38,RPL35	ARPC5L	133	1
2_MACS_peak_1688_lociStitched	chr1	206730193	206734149	2	3902	3141.064	134	1	RASSF5		RASSF5	134	1
3_MACS_peak_778_lociStitched	chr1	118195423	118199475	3	3886	3171.0952	136	1		FAM46C	FAM46C	136	1
2_MACS_peak_7340_lociStitched	chr19	924339	928343	2	3522	3872.2684	137	1	ARID3A	KISS1R,MED16,C19orf22	ARID3A	137	1
1_MACS_peak_1428_lociStitched	chr1	183439349	183442351	1	3003	4601.1654	138	1	SMG7		SMG7	138	1
4_MACS_peak_3164_lociStitched	chr11	69061577	69066054	4	3897	3137.9293	139	1	MYEOV		MYEOV	139	1
3_MACS_peak_4222_lociStitched	chr12	122237643	122241217	3	3421	4011.815	140	1	LOC338799	SETD1B,RHOF	LOC338799	140	1
3_MACS_peak_1606_lociStitched	chr1	203239917	203244013	3	3776	3345.6128	142	1		BTG2,CHIT1,LOC730227	LOC730227	142	1
2_MACS_peak_6387_lociStitched	chr17	7744733	7748611	2	3736	3411.4766	143	1	KDM6B	TMEM88,CYB5D1,CHD3,LSMD1	KDM6B	143	1
4_MACS_peak_12832_lociStitched	chr5	173170006	173173935	4	3749	3295.2523	144	1			BOD1	144	1
1_MACS_peak_1131_lociStitched	chr1	156629941	156633536	1	3596	3579.5415	145	1		HAPLN2,BCAN,NES,CRABP2	NES	145	1
1_MACS_peak_5313_lociStitched	chr15	63795456	63798443	1	2988	4457.7988	146	1	USP3		USP3	146	1
3_MACS_peak_15008_lociStitched	chr8	126294802	126298485	3	3642	3424.4534	147	1	NSMCE2		TRIB1	147	1
2_MACS_peak_1501_lociStitched	chr1	193026984	193029922	2	2918	4499.547	148	1	TROVE2,UCHL5	GLRX2	UCHL5	148	1
2_MACS_peak_7423_lociStitched	chr19	2086837	2090818	2	3640	3397.3854	149	1	MOBKL2A	IZUMO4,MKNK2	MOBKL2A	149	1
1_MACS_peak_1032_lociStitched	chr1	154946014	154949261	1	3248	4057.4512	150	1	CKS1B,MIR4258,SHC1	FLAD1,LENEP,ZBTB7B,PMVK,PBXIP1,PYGO2,SHC1	CKS1B	150	1
1_MACS_peak_1968_lociStitched	chr1	235490006	235493216	1	3211	4085.688	151	1	GGPS1,ARID4B	TBCE	ARID4B	151	1
5_MACS_peak_8877_lociStitched	chr2	86261698	86266267	5	3667	3305.6715	152	1	POLR1A	LOC90784	LOC90784	152	1
2_MACS_peak_1387_lociStitched	chr1	178574058	178577480	2	3251	4017.428	153	1			C1orf220	153	1
4_MACS_peak_14120_lociStitched	chr7	55600127	55604024	4	3763	3047.8437	154	1	VOPP1		VOPP1	154	1
2_MACS_peak_12704_lociStitched	chr5	142781774	142785347	2	3560	3437.9406	155	1	NR3C1		NR3C1	155	1
2_MACS_peak_1815_lociStitched	chr1	224620144	224623525	2	3290	3896.9406	156	1	WDR26		WDR26	156	1
2_MACS_peak_14579_lociStitched	chr7	150101112	150104984	2	3787	2897.4176	157	1	LOC728743	REPIN1,ZNF775,LOC285972,GIMAP8	LOC728743	157	1
2_MACS_peak_1296_lociStitched	chr1	167188811	167192253	2	3163	4029.5494	158	1	POU2F1		POU2F1	158	1
3_MACS_peak_11887_lociStitched	chr4	103746826	103750153	3	3132	4052.9514	159	1	UBE2D3	CISD2	UBE2D3	159	1
1_MACS_peak_5660_lociStitched	chr15	93445742	93448973	1	3232	3897.8784	160	1	CHD2,MIR3175	LOC100507217	MIR3175	160	1
1_MACS_peak_1930_lociStitched	chr1	230239567	230243327	1	3761	2843.312	161	1	GALNT2		GALNT2	161	1
1_MACS_peak_1216_lociStitched	chr1	161014451	161017648	1	3198	3896.1839	162	1	USF1,ARHGAP30	F11R,TSTD1,PVRL4	USF1	162	1
2_MACS_peak_1734_lociStitched	chr1	209304567	209308285	2	3693	2967.7076	163	1			LOC642587	163	1
5_MACS_peak_6607_lociStitched	chr17	36857322	36861609	5	3746	2842.281	164	1		MLLT6,CISD3,PSMB3,C17orf96,PCGF2	MLLT6	164	1
3_MACS_peak_2134_lociStitched	chr10	17268977	17272947	3	3578	3200.614	165	1	VIM	TRDMT1	VIM	165	1
1_MACS_peak_12924_lociStitched	chr6	304618	307936	1	3319	3671.0352	166	1	DUSP22		DUSP22	166	1
2_MACS_peak_7557_lociStitched	chr19	6735981	6739570	2	3423	3446.8756	167	1	GPR108	TRIP10,VAV1,C3,SH2D3A	GPR108	167	1
3_MACS_peak_15086_lociStitched	chr8	142425308	142429092	3	3535	3169.4784	168	1		PTP4A3,GPR20	PTP4A3	168	1
1_MACS_peak_7960_lociStitched	chr19	19771954	19775048	1	3095	3903.3904	169	1	ATP13A1	ZNF101,PBX4,LPAR2,GMIP	ATP13A1	169	1
1_MACS_peak_14868_lociStitched	chr8	98655063	98658323	1	3261	3585.022	170	1	MTDH		MTDH	170	1
3_MACS_peak_3509_lociStitched	chr12	4378047	4382044	3	3657	2781.1126	171	1		CCND2,C12orf5	CCND2	171	1
1_MACS_peak_5600_lociStitched	chr15	89180957	89183907	1	2951	4013.18	172	1	ISG20	MIR1179,MIR7-2,AEN	ISG20	172	1
3_MACS_peak_9423_lociStitched	chr2	201980798	201984569	3	3456	3187.2492	173	1	CFLAR	NDUFB3,FAM126B	CFLAR	173	1
2_MACS_peak_5188_lociStitched	chr15	45002474	45005196	2	2721	4297.2214	174	1	B2M	TRIM69,SPG11,PATL2	B2M	174	1
1_MACS_peak_1034_lociStitched	chr1	154971324	154974655	1	3332	3402.6165	175	1		CKS1B,MIR4258,FLAD1,LENEP,ZBTB7B,DCST1,ADAM15,PBXIP1,PYGO2,SHC1,DCST2	ZBTB7B	175	1
2_MACS_peak_7439_lociStitched	chr19	2268945	2271958	2	2901	4047.9655	176	1	OAZ1	SF3A2,AMH,MIR4321,MIR1227,PLEKHJ1,JSRP1,C19orf35,LINGO3	OAZ1	176	1
4_MACS_peak_12653_lociStitched	chr5	138723847	138728227	4	3545	2952.558	177	1	MZB1,LOC389333	PAIP2,SLC23A1,SPATA24,DNAJC18	MZB1	177	1
2_MACS_peak_6252_lociStitched	chr16	89554601	89557721	2	2933	3991.104	178	1	ANKRD11	SPG7	ANKRD11	178	1
7_MACS_peak_5813_lociStitched	chr16	12057438	12062111	7	3596	2810.3422	179	1	TNFRSF17	RUNDC2A,GSPT1	TNFRSF17	179	1
3_MACS_peak_12933_lociStitched	chr6	335630	339381	3	3629	2696.2188	180	1	DUSP22		DUSP22	180	1
2_MACS_peak_1835_lociStitched	chr1	226249074	226252065	2	2953	3888.8982	181	1	LOC440926,H3F3A		LOC440926	181	1
3_MACS_peak_5154_lociStitched	chr15	42564866	42568219	3	3288	3313.7699	182	1	GANC,TMEM87A		GANC	182	1
2_MACS_peak_12485_lociStitched	chr5	95295019	95298286	2	3157	3528.6867	183	1	ELL2		ELL2	183	1
3_MACS_peak_3344_lociStitched	chr11	111247411	111251032	3	3362	3143.3901	184	1	POU2AF1		POU2AF1	184	1
3_MACS_peak_7435_lociStitched	chr19	2255166	2258728	3	3445	2972.489	185	1	JSRP1	SF3A2,AMH,MIR4321,OAZ1,MIR1227,PLEKHJ1,C19orf35,LINGO3	JSRP1	185	1
2_MACS_peak_15092_lociStitched	chr8	144105244	144108933	2	3490	2867.4597	186	1		LY6E,C8orf31,LOC100133669	LY6E	186	1
3_MACS_peak_1060_lociStitched	chr1	155531228	155534722	3	3244	3292.0468	187	1	LOC645676,ASH1L	MSTO1	ASH1L	187	1
3_MACS_peak_3596_lociStitched	chr12	12875798	12879098	3	3223	3306.27	188	1	APOLD1	CDKN1B,MIR613,GPR19	APOLD1	188	1
2_MACS_peak_7358_lociStitched	chr19	1131218	1134113	2	2887	3832.6905	189	1	SBNO2	GPX4,POLR2E	SBNO2	189	1
3_MACS_peak_1715_lociStitched	chr1	207918930	207922858	3	3478	2757.8488	190	1		CD46	CD46	190	1
1_MACS_peak_7875_lociStitched	chr19	17515145	17518274	1	3130	3400.5972	192	1	BST2	FAM125A,PLVAP,TMEM221	BST2	192	1
5_MACS_peak_6348_lociStitched	chr17	6915212	6918863	5	3441	2782.062	193	1	RNASEK,C17orf49	ALOX12,BCL6B,SLC16A13,MIR195,MIR497,SLC16A11	C17orf49	193	1
4_MACS_peak_8931_lociStitched	chr2	89051558	89055641	4	3390	2846.6676	194	1		ANKRD36BP2	ANKRD36BP2	194	1
3_MACS_peak_9207_lociStitched	chr2	157188703	157191988	3	3200	3217.329	195	1	NR4A2		NR4A2	195	1
1_MACS_peak_1838_lociStitched	chr1	226297022	226299980	1	2959	3614.9718	196	1		LOC440926,H3F3A	LOC440926	196	1
2_MACS_peak_12920_lociStitched	chr6	291104	294353	2	3132	3331.8495	197	1	DUSP22		DUSP22	197	1
2_MACS_peak_12667_lociStitched	chr5	139015139	139018683	2	3360	2856.1096	199	1		CXXC5	CXXC5	199	1
2_MACS_peak_9867_lociStitched	chr20	42309367	42312082	2	2644	3977.2035	201	1	MYBL2	GTSF1L	MYBL2	201	1
