REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	MM8_jia.bam	enhancerRank	isStretch	OVERLAP_GENES	PROXIMAL_GENES	CLOSEST_GENE	TOP_GENE	TSS_SIGNAL	enhancerRank	isStretch
5_MACS_peak_5475_lociStitched	chr15	75742644	75748690	5	5585	4575.6128	31	1	SIN3A		SIN3A	SIN3A	0.1933	31	1
4_MACS_peak_9045_lociStitched	chr2	111875335	111881502	4	5579	4790.5256	32	1	ACOXL,BCL2L11		BCL2L11	BCL2L11	0.2393	32	1
3_MACS_peak_14970_lociStitched	chr8	124045930	124051754	3	5477	4873.5232	33	1	DERL1	WDR67	DERL1	DERL1	0.3368	33	1
4_MACS_peak_15035_lociStitched	chr8	128747002	128753168	4	5448	6722.1732	34	1	MYC		MYC	MYC	0.5412	34	1
1_MACS_peak_922_lociStitched	chr1	150532563	150538008	1	5446	8756.649	35	1	ADAMTSL4	MIR4257,MCL1	MIR4257	MCL1	0.8875	35	1
2_MACS_peak_12922_lociStitched	chr6	295030	300519	2	5437	4915.9484	36	1	DUSP22		DUSP22	DUSP22	0.5992	36	1
1_MACS_peak_7731_lociStitched	chr19	12899874	12905232	1	5359	7654.4388	37	1	JUNB	BEST2,RNASEH2A,MAST1,HOOK2,PRDX2,RTBDN	JUNB	JUNB	0.7865	37	1
8_MACS_peak_11682_lociStitched	chr4	40197688	40204389	8	5232	3933.487	38	1	RHOH		RHOH	RHOH	0.2333	38	1
6_MACS_peak_1728_lociStitched	chr1	209278892	209285048	6	5202	4913.1036	39	1			LOC642587	LOC642587	NONE	39	1
2_MACS_peak_1497_lociStitched	chr1	192601985	192607210	2	5190	4091.175	40	1	RGS13		RGS13	RGS13	0.2883	40	1
2_MACS_peak_9212_lociStitched	chr2	158296130	158301374	2	5155	4993.8612	41	1	CYTIP		CYTIP	CYTIP	0.2471	41	1
2_MACS_peak_13315_lociStitched	chr6	32935806	32941166	2	5089	6404.664	42	1	BRD2	HLA-DMB,HLA-DMA,HLA-DOA	BRD2	BRD2	0.3952	42	1
3_MACS_peak_1197_lociStitched	chr1	160677193	160682788	3	5087	4032.876	43	1	CD48	SLAMF7	CD48	SLAMF7	0.416	43	1
4_MACS_peak_7466_lociStitched	chr19	2697635	2702814	4	5064	4385.0593	44	1	GNG7	DIRAS1,SLC39A3	GNG7	GNG7	0.2514	44	1
5_MACS_peak_11248_lociStitched	chr3	141102398	141108133	5	5064	4201.461	45	1	ZBTB38		ZBTB38	ZBTB38	0.2497	45	1
3_MACS_peak_7390_lociStitched	chr19	1648113	1653641	3	5024	7063.1256	46	1	TCF3	UQCR11	TCF3	TCF3	0.4124	46	1
4_MACS_peak_6728_lociStitched	chr17	43301758	43307502	4	5021	4438.3888	47	1	FMNL1	LOC100133991,C17orf46	FMNL1	FMNL1	0.2936	47	1
6_MACS_peak_1229_lociStitched	chr1	161151781	161157668	6	5005	4146.8028	48	1		UFC1,USP21,PPOX,NDUFS2,FCER1G,TOMM40L,DEDD,B4GALT3,ADAMTS4,APOA2	B4GALT3	B4GALT3	0.4631	48	1
2_MACS_peak_1194_lociStitched	chr1	160641429	160646442	2	4985	4467.5856	49	1		SLAMF1,CD48	SLAMF1	CD48	0.4066	49	1
3_MACS_peak_13036_lociStitched	chr6	12008172	12013456	3	4984	5880.0352	50	1	HIVEP1		HIVEP1	HIVEP1	0.1585	50	1
2_MACS_peak_1203_lociStitched	chr1	160708971	160714223	2	4948	4628.0624	51	1	SLAMF7	CD48	SLAMF7	SLAMF7	0.416	51	1
7_MACS_peak_1076_lociStitched	chr1	155912342	155918420	7	4911	3839.4726	52	1	RXFP4,ARHGEF2	RIT1,SNORA42,SCARNA4,KIAA0907	RXFP4	RXFP4	0.4575	52	1
2_MACS_peak_7837_lociStitched	chr19	16434952	16439887	2	4843	6411.552	53	1	KLF2		KLF2	KLF2	0.6313	53	1
5_MACS_peak_9426_lociStitched	chr2	201987001	201992550	5	4731	3540.262	54	1	CFLAR		CFLAR	CFLAR	0.2596	54	1
5_MACS_peak_2122_lociStitched	chr10	15828440	15833702	5	4681	3698.6598	55	1	FAM188A		ITGA8	ITGA8	NONE	55	1
7_MACS_peak_12440_lociStitched	chr5	88177554	88182945	7	4677	3617.361	56	1	MEF2C		MEF2C	MEF2C	0.152	56	1
2_MACS_peak_1937_lociStitched	chr1	230282106	230287176	2	4663	4083.885	57	1	GALNT2		GALNT2	GALNT2	0.3378	57	1
2_MACS_peak_7328_lociStitched	chr19	659271	663951	2	4648	6532.812	58	1	RNF126	FGF22,FSTL3,PALM,POLRMT,PRSSL1	RNF126	RNF126	0.4221	58	1
3_MACS_peak_5194_lociStitched	chr15	45018173	45022987	3	4648	5005.1158	59	1		B2M,TRIM69,PATL2	TRIM69	B2M	0.5044	59	1
6_MACS_peak_1008_lociStitched	chr1	154376090	154381166	6	4642	3374.0172	60	1	IL6R		IL6R	IL6R	0.2377	60	1
5_MACS_peak_1682_lociStitched	chr1	206287332	206292834	5	4636	3945.4842	61	1	C1orf186	CTSE	C1orf186	C1orf186	0.2295	61	1
5_MACS_peak_12463_lociStitched	chr5	90675363	90680137	5	4630	4552.9638	62	1	LOC100129716,ARRDC3		ARRDC3	ARRDC3	0.2807	62	1
3_MACS_peak_7824_lociStitched	chr19	16186500	16191173	3	4617	5134.2251	63	1	TPM4	FLJ25328,RAB8A	TPM4	RAB8A	0.4512	63	1
2_MACS_peak_769_lociStitched	chr1	118171962	118176641	2	4615	3708.5754	64	1		FAM46C	FAM46C	FAM46C	0.5787	64	1
2_MACS_peak_5051_lociStitched	chr15	31555264	31559843	2	4577	5043.7685	65	1			KLF13	KLF13	0.4407	65	1
1_MACS_peak_7764_lociStitched	chr19	13949656	13954226	1	4571	5136.223	66	1		ZSWIM4,MIR181C,MIR181D,NANOS3,LOC284454,MIR24-2,MIR27A,MIR23A	MIR23A	MIR23A	0.504	66	1
4_MACS_peak_9567_lociStitched	chr2	232570727	232575919	4	4565	5382.5464	67	1	PTMA	MIR1244-1	PTMA	PTMA	0.4782	67	1
3_MACS_peak_14369_lociStitched	chr7	104581419	104586150	3	4556	4292.4363	68	1		LOC723809	LOC723809	LOC723809	0.1129	68	1
4_MACS_peak_3721_lociStitched	chr12	46120428	46125135	4	4537	3959.5284	69	1	ARID2,LOC400027		ARID2	ARID2	0.1104	69	1
5_MACS_peak_1701_lociStitched	chr1	206886424	206891237	5	4528	4045.8078	70	1	MAPKAPK2		MAPKAPK2	MAPKAPK2	0.4442	70	1
6_MACS_peak_4244_lociStitched	chr12	123375258	123381165	6	4519	4621.0461	71	1	VPS37B		VPS37B	VPS37B	0.3693	71	1
1_MACS_peak_15301_lociStitched	chr9	66454661	66459167	1	4507	6270.5496	72	1		LOC442421	LOC442421	LOC442421	0.2538	72	1
2_MACS_peak_1933_lociStitched	chr1	230257699	230262267	2	4504	5562.4536	73	1	GALNT2		GALNT2	GALNT2	0.3378	73	1
2_MACS_peak_910_lociStitched	chr1	149856311	149860731	2	4328	5349.084	74	1	HIST2H2AC,HIST2H2BE,HIST2H2AB	BOLA1,HIST2H3A,HIST2H2AA4,HIST2H2BC,SV2A,SF3B4,MTMR11	HIST2H2AC	HIST2H2AC	0.6278	74	1
2_MACS_peak_10370_lociStitched	chr22	29194224	29198532	2	4307	6611.0568	75	1	XBP1	CCDC117	XBP1	XBP1	0.6622	75	1
2_MACS_peak_5390_lociStitched	chr15	69109477	69113851	2	4251	3883.6746	76	1	ANP32A	MIR548H4,MIR4312,C15orf28	ANP32A	ANP32A	0.2418	76	1
3_MACS_peak_5447_lociStitched	chr15	75078697	75083229	3	4247	3137.9568	77	1	CSK	CYP1A2,LMAN1L,CPLX3	CSK	CSK	0.3355	77	1
7_MACS_peak_3745_lociStitched	chr12	48203799	48209000	7	4243	3405.6148	78	1	HDAC7	SLC48A1	HDAC7	HDAC7	0.2864	78	1
3_MACS_peak_1476_lociStitched	chr1	189119024	189123420	3	4242	3845.6208	79	1				NONE	NONE	79	1
3_MACS_peak_14850_lociStitched	chr8	95958393	95962852	3	4235	3673.3242	80	1	TP53INP1		TP53INP1	TP53INP1	0.2753	80	1
3_MACS_peak_4460_lociStitched	chr13	114562714	114567196	3	4194	3704.8212	81	1	GAS6	FLJ44054,GAS6	GAS6	GAS6	0.2184	81	1
3_MACS_peak_1259_lociStitched	chr1	162530503	162534992	3	4194	4412.2381	82	1	UAP1		UAP1	UAP1	0.4246	82	1
2_MACS_peak_1526_lociStitched	chr1	197742455	197746652	2	4183	5923.2261	83	1	DENND1B		DENND1B	DENND1B	0.1945	83	1
1_MACS_peak_5250_lociStitched	chr15	52969293	52973443	1	4151	6110.46	84	1	KIAA1370		KIAA1370	KIAA1370	0.2323	84	1
3_MACS_peak_1564_lociStitched	chr1	200988253	200992698	3	4141	3511.55	85	1	KIF21B		KIF21B	KIF21B	0.2691	85	1
2_MACS_peak_5053_lociStitched	chr15	31616902	31621209	2	4139	4206.2162	86	1	KLF13		KLF13	KLF13	0.4407	86	1
4_MACS_peak_6024_lociStitched	chr16	56964245	56968431	4	4122	5191.4772	87	1	HERPUD1	CETP	HERPUD1	HERPUD1	0.4175	87	1
3_MACS_peak_13643_lociStitched	chr6	108878422	108882575	3	4073	3887.208	88	1	FOXO3		FOXO3	FOXO3	0.2429	88	1
2_MACS_peak_1006_lociStitched	chr1	154297881	154301970	2	4043	4140.1125	89	1	ATP8B2	AQP10	ATP8B2	AQP10	0.4411	89	1
2_MACS_peak_11253_lociStitched	chr3	141119424	141123745	2	4043	4538.7784	90	1	ZBTB38		ZBTB38	ZBTB38	0.2497	90	1
4_MACS_peak_11787_lociStitched	chr4	77117694	77122237	4	4038	2949.3156	91	1	SCARB2	NUP54	SCARB2	SCARB2	0.2418	91	1
1_MACS_peak_11609_lociStitched	chr4	15003059	15007092	1	4034	3676.0795	92	1	CPEB2		CPEB2	CPEB2	0.1324	92	1
3_MACS_peak_8796_lociStitched	chr2	70311968	70316117	3	4029	5345.1567	93	1	PCBP1,LOC400960	LOC100133985	LOC400960	LOC100133985	0.2573	93	1
2_MACS_peak_8928_lociStitched	chr2	88923833	88928086	2	4023	4290.8517	94	1	EIF2AK3		EIF2AK3	EIF2AK3	0.2447	94	1
3_MACS_peak_14479_lociStitched	chr7	129588797	129592904	3	4001	4070.037	95	1	UBE2H		UBE2H	UBE2H	0.1309	95	1
1_MACS_peak_14373_lociStitched	chr7	104652334	104656318	1	3985	5411.0688	96	1	MLL5,LOC100216545		LOC100216545	LOC100216545	0.5571	96	1
2_MACS_peak_12930_lociStitched	chr6	326940	330953	2	3952	4004.5727	97	1	DUSP22		DUSP22	DUSP22	0.5992	97	1
3_MACS_peak_4120_lociStitched	chr12	109026563	109030903	3	3952	3641.694	98	1	SELPLG	TMEM119	SELPLG	SELPLG	0.4061	98	1
2_MACS_peak_13085_lociStitched	chr6	16759871	16763831	2	3944	4401.54	99	1	ATXN1		ATXN1	ATXN1	0.1937	99	1
1_MACS_peak_5652_lociStitched	chr15	93351206	93355143	1	3938	4619.2821	100	1		ASB9P1	ASB9P1	ASB9P1	0.1329	100	1
4_MACS_peak_13730_lociStitched	chr6	119668318	119672298	4	3921	3314.146	101	1	MAN1A1		MAN1A1	MAN1A1	0.1656	101	1
2_MACS_peak_5657_lociStitched	chr15	93425037	93429102	2	3918	6551.967	102	1	LOC100507217	CHD2,MIR3175	LOC100507217	MIR3175	0.7715	102	1
3_MACS_peak_1885_lociStitched	chr1	228269107	228273500	3	3917	7295.4551	103	1	ARF1	MIR3620,C1orf35,MRPL55	ARF1	ARF1	0.5866	103	1
5_MACS_peak_11749_lociStitched	chr4	71527530	71532416	5	3909	3209.6134	104	1	IGJ	ENAM,UTP3,RUFY3	IGJ	IGJ	0.3384	104	1
2_MACS_peak_1688_lociStitched	chr1	206730193	206734149	2	3902	3141.064	105	1	RASSF5		RASSF5	RASSF5	0.2568	105	1
4_MACS_peak_3164_lociStitched	chr11	69061577	69066054	4	3897	3137.9293	106	1	MYEOV		MYEOV	MYEOV	0.3347	106	1
3_MACS_peak_778_lociStitched	chr1	118195423	118199475	3	3886	3171.0952	107	1		FAM46C	FAM46C	FAM46C	0.5787	107	1
2_MACS_peak_11810_lociStitched	chr4	78738504	78742388	2	3881	3689.8	108	1	CNOT6L	MRPL1	CNOT6L	CNOT6L	0.1331	108	1
1_MACS_peak_8075_lociStitched	chr19	39897014	39900871	1	3858	3571.582	109	1	ZFP36	MED29,PLEKHG2,SUPT5H,PAF1,RPS16	ZFP36	ZFP36	0.7159	109	1
1_MACS_peak_7501_lociStitched	chr19	3983652	3987477	1	3826	3760.3575	110	1	EEF2	PIAS4,MIR637,DAPK3,SNORD37	EEF2	SNORD37	0.5402	110	1
6_MACS_peak_15544_lociStitched	chr9	127630593	127635136	6	3818	3356.3684	111	1	ARPC5L	WDR38,RPL35	ARPC5L	ARPC5L	0.3083	111	1
3_MACS_peak_10188_lociStitched	chr21	44772819	44776769	3	3805	5335.265	112	1			SIK1	SIK1	0.3706	112	1
2_MACS_peak_14579_lociStitched	chr7	150101112	150104984	2	3787	2897.4176	113	1	LOC728743	REPIN1,ZNF775,LOC285972,GIMAP8	LOC728743	LOC728743	0.3279	113	1
3_MACS_peak_1606_lociStitched	chr1	203239917	203244013	3	3776	3345.6128	114	1		BTG2,CHIT1,LOC730227	LOC730227	LOC730227	0.9235	114	1
4_MACS_peak_14120_lociStitched	chr7	55600127	55604024	4	3763	3047.8437	115	1	VOPP1		VOPP1	VOPP1	0.2856	115	1
1_MACS_peak_1930_lociStitched	chr1	230239567	230243327	1	3761	2843.312	116	1	GALNT2		GALNT2	GALNT2	0.3378	116	1
2_MACS_peak_2581_lociStitched	chr10	112115184	112118948	2	3753	4120.0744	117	1			SMNDC1	SMNDC1	NONE	117	1
4_MACS_peak_12832_lociStitched	chr5	173170006	173173935	4	3749	3295.2523	118	1			BOD1	BOD1	NONE	118	1
5_MACS_peak_6607_lociStitched	chr17	36857322	36861609	5	3746	2842.281	119	1		MLLT6,CISD3,PSMB3,C17orf96,PCGF2	MLLT6	MLLT6	0.2082	119	1
2_MACS_peak_6387_lociStitched	chr17	7744733	7748611	2	3736	3411.4766	120	1	KDM6B	TMEM88,CYB5D1,CHD3,LSMD1	KDM6B	KDM6B	0.3538	120	1
3_MACS_peak_7912_lociStitched	chr19	18629508	18633722	3	3736	4649.7276	121	1	ELL	C19orf50,UBA52,FKBP8	ELL	ELL	0.3288	121	1
1_MACS_peak_5338_lociStitched	chr15	65184981	65188712	1	3732	4475.7076	122	1		ANKDD1A	ANKDD1A	ANKDD1A	0.176	122	1
2_MACS_peak_7830_lociStitched	chr19	16228267	16232221	2	3723	4233.9432	123	1	RAB8A	TPM4,HSH2D	RAB8A	RAB8A	0.4512	123	1
3_MACS_peak_13528_lociStitched	chr6	74229658	74233569	3	3722	4196.1119	124	1	EEF1A1		EEF1A1	EEF1A1	0.4259	124	1
2_MACS_peak_6442_lociStitched	chr17	16890321	16894073	2	3716	3608.2984	125	1		TNFRSF13B	TNFRSF13B	TNFRSF13B	0.2409	125	1
2_MACS_peak_1613_lociStitched	chr1	203266681	203270846	2	3705	4403.6545	126	1	LOC730227	BTG2,FMOD	LOC730227	LOC730227	0.9235	126	1
2_MACS_peak_1734_lociStitched	chr1	209304567	209308285	2	3693	2967.7076	127	1			LOC642587	LOC642587	NONE	127	1
5_MACS_peak_8877_lociStitched	chr2	86261698	86266267	5	3667	3305.6715	128	1	POLR1A	LOC90784	LOC90784	LOC90784	0.1443	128	1
2_MACS_peak_1389_lociStitched	chr1	178693807	178697486	2	3659	4051.6827	129	1	RALGPS2		RALGPS2	RALGPS2	0.2145	129	1
3_MACS_peak_3509_lociStitched	chr12	4378047	4382044	3	3657	2781.1126	130	1		CCND2,C12orf5	CCND2	CCND2	0.2083	130	1
3_MACS_peak_15008_lociStitched	chr8	126294802	126298485	3	3642	3424.4534	131	1	NSMCE2		TRIB1	TRIB1	0.732	131	1
2_MACS_peak_7423_lociStitched	chr19	2086837	2090818	2	3640	3397.3854	132	1	MOBKL2A	IZUMO4,MKNK2	MOBKL2A	MOBKL2A	0.4043	132	1
3_MACS_peak_12933_lociStitched	chr6	335630	339381	3	3629	2696.2188	133	1	DUSP22		DUSP22	DUSP22	0.5992	133	1
2_MACS_peak_13248_lociStitched	chr6	30582843	30586566	2	3627	3770.2821	134	1	MRPS18B,PPP1R10	ABCF1,MIR877,ATAT1,C6orf136	PPP1R10	PPP1R10	0.2576	134	1
2_MACS_peak_7900_lociStitched	chr19	18389961	18393693	2	3606	6368.2848	135	1	MIR3188,JUND	PDE4C,LOC729966,KIAA1683,LSM4	JUND	JUND	0.6679	135	1
1_MACS_peak_1131_lociStitched	chr1	156629941	156633536	1	3596	3579.5415	136	1		HAPLN2,BCAN,NES,CRABP2	NES	NES	0.2386	136	1
7_MACS_peak_5813_lociStitched	chr16	12057438	12062111	7	3596	2810.3422	137	1	TNFRSF17	RUNDC2A,GSPT1	TNFRSF17	TNFRSF17	0.3472	137	1
3_MACS_peak_2134_lociStitched	chr10	17268977	17272947	3	3578	3200.614	138	1	VIM	TRDMT1	VIM	VIM	0.2891	138	1
2_MACS_peak_12704_lociStitched	chr5	142781774	142785347	2	3560	3437.9406	139	1	NR3C1		NR3C1	NR3C1	0.1361	139	1
1_MACS_peak_1320_lociStitched	chr1	167904072	167907620	1	3549	4897.6592	140	1	DCAF6,BRP44	ADCY10	DCAF6	DCAF6	0.1821	140	1
4_MACS_peak_12653_lociStitched	chr5	138723847	138728227	4	3545	2952.558	141	1	MZB1,LOC389333	PAIP2,SLC23A1,SPATA24,DNAJC18	MZB1	MZB1	0.3848	141	1
3_MACS_peak_15086_lociStitched	chr8	142425308	142429092	3	3535	3169.4784	142	1		PTP4A3,GPR20	PTP4A3	PTP4A3	0.2896	142	1
3_MACS_peak_7654_lociStitched	chr19	10763448	10767235	3	3527	5272.6401	143	1	ILF3,LOC147727	SLC44A2,QTRT1	ILF3	ILF3	0.3419	143	1
2_MACS_peak_7340_lociStitched	chr19	924339	928343	2	3522	3872.2684	144	1	ARID3A	KISS1R,MED16,C19orf22	ARID3A	KISS1R	0.4137	144	1
4_MACS_peak_11255_lociStitched	chr3	141128557	141132351	4	3516	2448.6476	145	1	ZBTB38		RASA2	RASA2	NONE	145	1
3_MACS_peak_941_lociStitched	chr1	150977944	150981643	3	3505	4068.5301	146	1	PRUNE,FAM63A	ANXA9,BNIPL,C1orf56,LASS2	FAM63A	FAM63A	0.3853	146	1
2_MACS_peak_15092_lociStitched	chr8	144105244	144108933	2	3490	2867.4597	147	1		LY6E,C8orf31,LOC100133669	LY6E	LY6E	0.4103	147	1
5_MACS_peak_7281_lociStitched	chr18	60822108	60825968	5	3480	2582.726	148	1	BCL2		BCL2	BCL2	0.1509	148	1
3_MACS_peak_1715_lociStitched	chr1	207918930	207922858	3	3478	2757.8488	149	1		CD46	CD46	CD46	0.2714	149	1
5_MACS_peak_1888_lociStitched	chr1	228275399	228279507	5	3478	2461.5136	150	1	ARF1	MIR3620,GUK1,C1orf35,MRPL55	ARF1	ARF1	0.5866	150	1
3_MACS_peak_13584_lociStitched	chr6	90060444	90064280	3	3459	4060.7896	151	1	UBE2J1	GABRR2	UBE2J1	UBE2J1	0.3103	151	1
3_MACS_peak_9423_lociStitched	chr2	201980798	201984569	3	3456	3187.2492	152	1	CFLAR	NDUFB3,FAM126B	CFLAR	CFLAR	0.2596	152	1
3_MACS_peak_7435_lociStitched	chr19	2255166	2258728	3	3445	2972.489	153	1	JSRP1	SF3A2,AMH,MIR4321,OAZ1,MIR1227,PLEKHJ1,C19orf35,LINGO3	JSRP1	OAZ1	0.4898	153	1
5_MACS_peak_6348_lociStitched	chr17	6915212	6918863	5	3441	2782.062	154	1	RNASEK,C17orf49	ALOX12,BCL6B,SLC16A13,MIR195,MIR497,SLC16A11	C17orf49	C17orf49	0.309	154	1
3_MACS_peak_2005_lociStitched	chr1	244996584	245000079	3	3436	5069.847	155	1	FAM36A	NCRNA00201,HNRNPU	FAM36A	HNRNPU	0.4715	155	1
4_MACS_peak_13138_lociStitched	chr6	26122488	26126427	4	3426	2632.4337	156	1	HIST1H2AC,HIST1H2BC	HFE,HIST1H4C,HIST1H1E,HIST1H2BD,HIST1H1T	HIST1H2AC	HIST1H2AC	0.3431	156	1
2_MACS_peak_7557_lociStitched	chr19	6735981	6739570	2	3423	3446.8756	157	1	GPR108	TRIP10,VAV1,C3,SH2D3A	GPR108	GPR108	0.4008	157	1
3_MACS_peak_4222_lociStitched	chr12	122237643	122241217	3	3421	4011.815	158	1	LOC338799	SETD1B,RHOF	LOC338799	LOC338799	0.4015	158	1
3_MACS_peak_12277_lociStitched	chr5	42991479	42995077	3	3400	2646.6888	159	1		LOC153684,LOC648987,C5orf39	LOC648987	C5orf39	0.2503	159	1
4_MACS_peak_8931_lociStitched	chr2	89051558	89055641	4	3390	2846.6676	160	1		ANKRD36BP2	ANKRD36BP2	ANKRD36BP2	0.1743	160	1
3_MACS_peak_11465_lociStitched	chr3	186713449	186717177	3	3388	2690.1248	161	1	ST6GAL1	ST6GAL1	ST6GAL1	ST6GAL1	0.175	161	1
3_MACS_peak_3344_lociStitched	chr11	111247411	111251032	3	3362	3143.3901	162	1	POU2AF1		POU2AF1	POU2AF1	0.3876	162	1
2_MACS_peak_12667_lociStitched	chr5	139015139	139018683	2	3360	2856.1096	163	1		CXXC5	CXXC5	CXXC5	0.258	163	1
5_MACS_peak_783_lociStitched	chr1	118205436	118209084	5	3344	2503.6224	164	1			FAM46C	FAM46C	0.5787	164	1
3_MACS_peak_1435_lociStitched	chr1	183811479	183815242	3	3343	2794.7801	165	1	RGL1		APOBEC4	APOBEC4	NONE	165	1
1_MACS_peak_1034_lociStitched	chr1	154971324	154974655	1	3332	3402.6165	166	1		CKS1B,MIR4258,FLAD1,LENEP,ZBTB7B,DCST1,ADAM15,PBXIP1,PYGO2,SHC1,DCST2	ZBTB7B	MIR4258	0.6055	166	1
5_MACS_peak_5584_lociStitched	chr15	86232836	86236538	5	3329	2501.8116	167	1	AKAP13		AKAP13	AKAP13	0.1449	167	1
1_MACS_peak_12924_lociStitched	chr6	304618	307936	1	3319	3671.0352	168	1	DUSP22		DUSP22	DUSP22	0.5992	168	1
5_MACS_peak_9066_lociStitched	chr2	112219362	112223787	5	3316	2772.705	169	1	LOC541471		LOC541471	LOC541471	0.2398	169	1
2_MACS_peak_8597_lociStitched	chr2	43451413	43454902	2	3315	2711.6508	170	1	LOC100129726,ZFP36L2		ZFP36L2	ZFP36L2	0.4571	170	1
