GENE	H3k27me3_23_DMSO_compare_TSS_SIGNAL	H3k27me3_23_DMSO_compare_DISTAL_SIGNAL
ANKRD13B	0.0	1634.2105999999999
ANKRD13D	0.0	1234.6924999999999
ANKRD16	0.0	95.9296
ANKRD2	0.0	693.0
ANKRD22	0.0	622.9784999999999
ANKRD23	0.0	16548.7778
ANKRD24	2220.0369	260109.3769
ANKRD30BL	0.0	24059.234399999998
ANKRD33	0.0	75980.4072
ANKRD34A	447.24240000000003	17360.0996
ANKRD35	1214.0342	15913.017300000001
ANKRD39	0.0	16725.9729
ANKRD40	0.0	70840.01720000002
ANKRD53	0.0	17798.7628
ANKRD54	0.0	23957.60620000001
ANKRD7	0.0	812.5966
ANKRD9	0.0	3750.6924
ANKS3	0.0	803.4168
ANKZF1	0.0	26991.726499999997
ANO1	2057.7508	345559.47379999986
ANO7	0.0	3227.4301
ANO8	0.0	45974.15669999999
ANO9	990.9522000000001	131372.98730000004
ANP32E	0.0	442.74739999999997
ANXA9	0.0	40.0416
AOC2	0.0	21745.4736
AOC3	0.0	21745.4736
AP1B1	0.0	19343.3387
AP1M1	0.0	3876.0155
AP1M2	0.0	28705.06229999999
AP1S1	219.2736	219966.05359999993
AP2A1	0.0	37436.325800000006
AP2A2	0.0	43211.494300000006
AP2M1	0.0	15651.612599999999
AP4M1	0.0	31928.562699999995
APBA3	0.0	356554.434
APC2	7646.8	220152.91520000002
APCDD1L	0.0	51282.21629999999
APEH	0.0	13656.955800000002
APH1A	0.0	442.74739999999997
APLP1	3960.3329000000003	168331.2193
APOA1BP	0.0	173220.87680000003
APOA2	0.0	0.0
APOB	0.0	214.2135
APOB48R	0.0	1311.3400000000001
APOBEC3G	0.0	217.56
APOBEC3H	0.0	217.56
APOC1	1705.509	226786.74550000005
APOC1P1	4056.2872000000007	200055.32270000005
APOC2	0.0	183252.71260000006
APOC4	0.0	183560.03260000006
APOD	0.0	22299.3236
APOE	2910.2000000000003	236785.7677000001
APOL6	0.0	8769.214
APOM	0.0	9447.966999999999
APPL1	0.0	140.2804
APRT	0.0	13168.233600000001
AQP12A	5391.0	67824.26109999999
AQP12B	354.75249999999994	67824.26109999999
AQP2	0.0	48387.056199999985
AQP5	2718.5134	50444.07539999999
AQP6	8298.400000000001	50444.07539999999
ARAP1	0.0	24571.9473
ARAP3	0.0	2979.7552
ARC	21470.4	375570.89469999995
ARCN1	0.0	20308.8781
ARF1	0.0	27967.281799999997
ARF3	0.0	33738.0907
ARFGAP1	0.0	654928.7386000004
ARFGAP2	0.0	1671.8558000000003
ARFGAP3	0.0	1709.6446999999998
ARFGEF1	0.0	1098.549
ARFIP2	0.0	796.3336999999999
ARFRP1	0.0	127590.82590000001
ARHGAP11A	0.0	395.7243
ARHGAP17	0.0	3511.4802
ARHGAP23	0.0	65446.98730000001
ARHGAP33	0.0	177750.86999999997
ARHGAP39	0.0	53884.58180000001
ARHGAP4	0.0	40503.57420000001
ARHGAP40	0.0	12928.444800000001
ARHGAP8	0.0	151332.54810000004
ARHGAP9	0.0	4351.1947
ARHGDIA	0.0	90945.4082
ARHGDIG	2397.5236999999997	21138.984999999997
ARHGEF1	0.0	332576.99
ARHGEF10	0.0	105566.95990000002
ARHGEF10L	2591.8175	471529.33579999994
ARHGEF11	0.0	1487.472
ARHGEF15	3753.8160000000003	20370.988899999997
ARHGEF16	5004.4507	902078.9889000003
ARHGEF17	1012.7633000000001	0.0
ARHGEF18	0.0	83135.00709999999
ARHGEF19	0.0	218909.03479999994
ARHGEF2	0.0	10695.715
ARHGEF25	0.0	12387.6485
ARHGEF3	662.9699999999999	140.2804
ARHGEF38	0.0	909.7642000000001
ARHGEF40	402.63599999999997	242.3658
ARHGEF7	542.8420000000001	64.752
ARID3A	0.0	121048.62390000005
ARID3C	8560.0	171498.62160000007
ARL10	1507.7332	0.0
ARL16	0.0	24068.3042
ARL2	0.0	566.6454
ARL4D	7300.0	25587.109499999995
ARL5C	0.0	38463.092599999996
ARL8A	0.0	65036.406500000005
ARMC5	0.0	9826.445500000002
ARMC7	0.0	2269.1913000000004
ARMS2	0.0	1630.8891999999998
ARPC4	0.0	597.766
ARPC5L	0.0	0.0
ARPP19	0.0	264.8715
ARRB1	1702.2817999999997	42727.8095
ARRB2	0.0	16875.0234
ARRDC1	0.0	3726.8757000000005
ARRDC2	10932.52	304695.46309999994
ARRDC5	0.0	8093.8580999999995
ARSA	0.0	93697.13800000002
ARSG	0.0	7350.8349
ARSI	0.0	546.1864
ARSK	0.0	324.228
ART1	0.0	2089.539
ART5	0.0	2089.539
ARVCF	2629.3937	63180.826199999996
ARX	0.0	381.06899999999996
ASAP3	1319.8261	9685.1534
ASB10	6287.1174	161120.4239
ASB15	0.0	2434.728
ASB16	0.0	45797.3885
ASB6	143.16750000000002	363373.8288
ASB8	0.0	751.1543
ASCL2	64.701	429706.9276
ASCL3	0.0	0.0
ASF1B	0.0	162799.3048
ASGR1	9412.8	170441.3655
ASGR2	1892.5690999999997	169014.13880000002
ASNA1	0.0	27317.466200000006
ASPDH	0.0	214072.41000000003
ASPG	0.0	22483.211100000004
ASPHD1	2761.3176000000003	19788.6641
ASPHD2	0.0	2039.0578
ASPSCR1	0.0	56619.74700000001
ASS1	1087.0257	298887.5132
ASTL	0.0	24727.569600000003
ATAD3A	0.0	146703.74679999996
ATAD3B	0.0	85895.75580000001
ATAD3C	4555.5901	129531.50300000003
ATAD5	0.0	557.3025
ATCAY	3048.2	503142.7068
ATF3	1782.794	1381.4766
ATF4	0.0	90033.33749999997
ATF6B	0.0	302411.43759999995
ATF7	0.0	5612.4985
ATG2A	0.0	1881.0353999999998
ATG4B	0.0	12192.767199999998
ATG4D	0.0	28705.06229999999
ATG5	0.0	1407.2344
ATG9A	0.0	26991.726499999997
ATG9B	0.0	54735.2921
ATHL1	565.9340000000001	203039.6879
ATL3	0.0	751.1955
ATN1	0.0	18196.5413
ATOH8	3070.2	3777.4172
ATP13A2	0.0	136130.56439999997
ATP13A3	0.0	17432.9224
ATP1A2	0.0	4487.5464
ATP1A3	3830.1312	323065.76110000006
ATP1A4	0.0	4487.5464
ATP1B2	8829.599999999999	118598.53339999999
ATP2A1	0.0	903.0648
ATP2B2	4876.167600000001	10343.925500000001
ATP2B3	4268.799999999999	216354.69340000002
ATP4A	3601.4818	172743.91970000003
ATP4B	1967.4656	982.0603
ATP5D	0.0	572115.3210000001
ATP5E	0.0	3302.1632
ATP5EP2	0.0	316.3734
ATP5G1	0.0	37361.09390000001
ATP5G2	0.0	30413.433399999998
ATP5H	0.0	81932.7313
ATP5L2	0.0	33403.552
ATP6V0A1	0.0	2827.2952
ATP6V0C	0.0	7203.937399999999
ATP6V0D1	0.0	14189.424500000001
ATP6V0E2	0.0	257204.15900000004
ATP6V1B1	0.0	17798.7628
ATP6V1F	0.0	64785.7241
ATP6V1G2	0.0	9447.966999999999
ATP6V1H	0.0	169.5681
ATP8B1	1071.8415	0.0
ATP8B3	2673.8655	266232.25839999993
ATRIP	0.0	13253.543900000002
ATXN10	0.0	175122.11500000008
ATXN7L1	324.5216	22.5368
ATXN7L3	0.0	45797.3885
AUP1	0.0	16458.235899999996
AURKAIP1	0.0	148641.81790000002
AURKB	0.0	25511.1758
AVIL	0.0	3297.4452
AVP	1912.7520000000002	14274.0695
AVPI1	0.0	8628.0618
AVPR2	0.0	48850.880500000014
AXIN1	0.0	21567.106399999997
AXL	8860.8	83689.90239999998
AZGP1	0.0	3261.7088
AZGP1P1	0.0	3261.7088
AZI1	0.0	247934.7431
AZU1	3447.6	396896.53320000006
B3GALT4	0.0	25317.966500000006
B3GALT6	0.0	311550.5689999999
B3GAT1	0.0	3486.5785
B3GAT3	0.0	48.9448
B3GNT1	0.0	106151.2893
B3GNT3	3262.0	114099.21680000004
B3GNT6	0.0	3840.7423
B3GNT7	1302.5043	293.6325
B3GNT9	0.0	3314.9652
B3GNTL1	0.0	198338.22449999992
B4GALNT1	0.0	12387.6485
B4GALNT2	162.68849999999998	33601.938
B4GALNT3	2990.7484	10827.7488
B4GALNT4	822.4898000000001	230688.9284
B4GALT3	0.0	0.0
B4GALT5	0.0	673.0374
B4GALT7	0.0	669.7872
B9D1	0.0	3538.4188999999997
BACE2	0.0	899.375
BAD	0.0	34547.4953
BAG5	0.0	1407.876
BAGE	0.0	9175.7297
BAGE4	0.0	9175.7297
BAHCC1	4637.8976	1093405.4751999998
BAHD1	408.296	10820.1855
BAI1	28373.399999999994	292832.40879999986
BAI2	0.0	222347.47690000004
BAIAP2	1771.7714999999998	322419.7513000001
BAIAP2L2	0.0	792.5636000000001
BAIAP3	18755.843200000003	246823.36459999997
BAK1	0.0	1975.7390999999998
BANF1	0.0	870.207
BANP	0.0	2514.4854
BAP1	0.0	93867.22080000001
BARHL1	485.0928	165620.82430000007
BARX1	2309.9069	22098.3643
BASE	0.0	7152.5037
BAT1	0.0	9447.966999999999
BAT2	0.0	9447.966999999999
BAT3	0.0	9447.966999999999
BATF2	0.0	566.6454
BATF3	2871.4114	46.7406
BAX	0.0	80754.41299999999
BAZ1B	0.0	30285.630000000005
BBC3	0.0	19864.3774
BBS1	0.0	82438.15920000001
BBS12	0.0	591.6539
BBS2	0.0	301.0276
BBS4	0.0	24479.112100000006
BCAM	4352.425400000001	228083.73960000003
BCAN	0.0	187054.9694
BCAP29	0.0	558.2194
BCAP31	0.0	91472.35779999995
BCAR1	1406.9867	3016.2189
BCAT1	2232.1866	4643.8427
BCAT2	0.0	104246.69719999998
BCDIN3D	0.0	16739.805400000005
BCKDK	0.0	16077.4838
BCL2L11	0.0	906.1602
BCL2L12	0.0	38841.46510000001
BCL2L2	0.0	2211.1719000000003
BCL3	0.0	104522.85800000002
BCL6	724.9238	4542.0612
BCL6B	0.0	72551.7385
BCL7A	0.0	454.894
BCL7B	0.0	58029.81630000001
BCRP2	0.0	31049.458499999993
BCRP3	0.0	3080.8722000000002
BDH1	0.0	11781.8828
BEAN1	288.4774	3091.7608
BECN1	0.0	21745.4736
BEGAIN	0.0	7936.980799999999
BEST1	0.0	95644.53709999999
BEST2	7979.2	58727.2862
BET1L	0.0	29094.749099999997
BGN	3550.4386	188762.3042
BHLHA9	2856.3582	373962.8581999999
BHLHE23	11356.8	570671.2851999999
BIK	1270.3120000000001	45935.974
BIN1	0.0	665.6999999999999
BIN2	0.0	0.0
BIN3	0.0	69365.8385
BIRC5	0.0	43512.0107
BIRC7	11749.8	609505.5992999999
BLCAP	0.0	4074.202
BLK	0.0	5569.1258
BLM	0.0	39439.365999999995
BLMH	0.0	0.0
BLOC1S1	0.0	344.7752
BLOC1S3	0.0	95171.82410000003
BLVRB	563.4023	69436.67349999999
BMI1	64.70450000000001	6097.9055
BMP1	1205.2737	81583.8306
BMP3	944.5355999999999	6307.203100000001
BMP6	0.0	2497.2361
BMP7	1673.0085000000001	6345.3996
BMPR1A	0.0	7827.1608
BMS1	0.0	3253.9631999999997
BMS1P1	0.0	148.1487
BNIP1	0.0	7582.902400000001
BNIPL	0.0	1589.1273999999999
BOD1L	0.0	1489.3863
BOK	2871.8268	12192.767199999998
BOK-AS	3019.388	12192.767199999998
BOLA2B	0.0	0.0
BOP1	0.0	19413.4922
BPHL	0.0	0.0
BPIL1	2493.2264	15655.2518
BPIL3	0.0	14770.7191
BRD1	0.0	46119.783
BRD3	0.0	89379.8793
BRD4	0.0	71611.23799999998
BRD9	0.0	3783.6602
BREA2	0.0	138132.80970000004
BRF1	0.0	90692.8107
BRF2	0.0	6521.7634
BRMS1	0.0	105836.53110000001
BRSK1	0.0	94360.6151
BRSK2	2070.6400000000003	222528.93009999994
BSG	0.0	185041.45099999997
BSN	1052.617	3645.4055
BSND	0.0	1699.3392
BSPH1	1209.3928	22209.63799999999
BST2	0.0	72018.4628
BSX	1855.6200000000003	6343.5092
BTBD11	0.0	2724.0264
BTBD16	0.0	1311.077
BTBD17	5280.8	304638.7574000001
BTBD6	0.0	90692.8107
BTG2	0.0	1598.7366000000002
BTNL3	0.0	1569.1856
BTNL9	0.0	3462.3087999999993
BTRC	0.0	6076.5096
BUB1B	0.0	0.0
BUB3	0.0	4149.6558
BZRAP1	0.0	26293.664399999994
C10orf105	0.0	67675.1821
C10orf114	1327.7116	1763.9929000000002
C10orf12	0.0	13413.1161
C10orf125	404.6916	35849.9031
C10orf140	0.0	1763.9929000000002
C10orf2	0.0	61488.8014
C10orf35	0.0	93763.97590000002
C10orf47	0.0	536.5702
C10orf53	0.0	787.5522
C10orf54	0.0	30628.6315
C10orf55	0.0	425.29920000000004
C10orf62	0.0	693.0
C10orf82	0.0	170.4279
C10orf91	0.0	70615.9676
C10orf93	1234.0587	123034.65039999995
C10orf95	0.0	91767.78629999999
C11orf10	0.0	358154.8139999997
C11orf16	0.0	0.0
C11orf17	0.0	0.0
C11orf20	5251.413799999999	53114.68319999999
C11orf21	3551.5856	382732.97919999977
C11orf24	0.0	409.5188
C11orf31	0.0	5937.3303
C11orf35	0.0	9784.3966
C11orf36	2358.0876	73645.63689999997
C11orf49	0.0	1231.9068
C11orf61	0.0	19911.4918
C11orf63	0.0	6343.5092
C11orf66	3378.7988	433603.92459999997
C11orf68	0.0	1058.4994000000002
C11orf84	0.0	751.1955
C11orf85	0.0	1881.0353999999998
C11orf86	804.1145	45483.2984
C11orf9	14495.568899999998	366100.29569999984
C11orf94	0.0	47446.88960000001
C11orf95	657.5849999999999	751.1955
C11orf96	0.0	2892.7804
C12orf10	0.0	984.741
C12orf12	0.0	1631.5538999999999
C12orf44	0.0	70035.08929999999
C12orf5	0.0	1570.2456
C12orf53	22829.0	45422.421700000006
C12orf62	0.0	2057.0192
C12orf68	518.4248	751.1543
C12orf77	0.0	4643.8427
C13orf28	0.0	33969.1971
C14orf153	0.0	1407.876
C14orf176	0.0	242.3658
C14orf180	606.6504	26451.335599999995
C14orf2	0.0	1811.3626000000002
C14orf70	0.0	5172.0041
C14orf73	0.0	25514.5954
C14orf79	1202.2147	42387.9102
C14orf80	0.0	39847.380300000004
C14orf93	0.0	561.5148
C15orf17	0.0	6178.735100000001
C15orf23	0.0	26341.9493
C15orf39	0.0	83301.28499999999
C15orf42	0.0	0.0
C15orf52	0.0	30602.3717
C15orf56	5671.0887999999995	19782.1862
C15orf59	1805.5129000000002	9118.3758
C15orf60	0.0	8702.8599
C15orf63	0.0	598.7312999999999
C16orf11	9151.5264	41600.2584
C16orf13	0.0	113838.87829999997
C16orf3	0.0	15653.7198
C16orf42	0.0	214704.33599999998
C16orf5	0.0	16860.4142
C16orf53	0.0	19788.6641
C16orf55	0.0	10333.986
C16orf57	0.0	1496.8998
C16orf58	0.0	3981.2292
C16orf59	0.0	7203.937399999999
C16orf63	0.0	0.0
C16orf7	0.0	7185.680700000001
C16orf70	0.0	2313.2232
C16orf71	0.0	803.4168
C16orf73	0.0	67825.35290000001
C16orf74	0.0	3747.1822
C16orf75	0.0	0.0
C16orf78	0.0	3774.35
C16orf79	0.0	140372.27339999998
C16orf81	0.0	25801.450100000002
C16orf89	1539.4723999999999	66848.29100000003
C16orf91	4261.2	178029.9884
C16orf92	11090.400000000001	68171.7421
C17orf100	0.0	15157.765300000003
C17orf102	5366.1605	2897.2847
C17orf103	0.0	37132.254
C17orf104	0.0	10665.3701
C17orf105	1371.1644000000001	103869.75730000003
C17orf106	0.0	24996.4883
C17orf28	11558.0	205420.2989000002
C17orf37	0.0	12010.9732
C17orf42	0.0	557.3025
C17orf44	0.0	24595.9535
C17orf47	0.0	1418.0621999999998
C17orf49	0.0	72121.7097
C17orf50	0.0	11602.648800000003
C17orf51	0.0	14468.828
C17orf54	0.0	5113.965
C17orf55	7422.799999999999	391660.4149000001
C17orf56	0.0	238708.02579999997
C17orf58	0.0	587.1172
C17orf59	0.0	50700.8221
C17orf61	241.47199999999998	97363.1032
C17orf65	0.0	45797.3885
C17orf66	0.0	65.94
C17orf68	0.0	20370.988899999997
C17orf69	0.0	1954.8916
C17orf70	0.0	461941.4317
C17orf72	0.0	982.6077
C17orf74	6906.599999999999	97363.1032
C17orf75	0.0	417.4569
C17orf76	0.0	953.4089
C17orf77	545.0182000000001	230368.5011
C17orf80	0.0	4236.2705000000005
C17orf81	0.0	144260.81139999998
C17orf82	1705.1567	13228.894400000001
C17orf85	0.0	429.3191
C17orf86	0.0	5042.1731
C17orf87	0.0	1487.2378
C17orf88	0.0	52958.35540000001
C17orf89	0.0	238708.02579999997
C17orf90	0.0	24068.3042
C17orf91	0.0	27070.530500000008
C17orf95	0.0	8861.4782
C17orf96	0.0	161883.88079999998
C17orf97	0.0	86768.28550000001
C17orf99	0.0	4249.8273
C18orf1	0.0	3134.6391999999996
C18orf32	0.0	0.0
C19orf10	0.0	307646.7969999999
C19orf12	0.0	10727.186300000001
C19orf2	0.0	25547.707900000005
C19orf20	0.0	220156.23939999996
C19orf21	5220.4	604726.1431000001
C19orf22	0.0	122894.76270000005
C19orf23	0.0	582888.4398000003
C19orf24	0.0	582888.4398000003
C19orf25	0.0	223369.30070000008
C19orf26	6019.8976	572115.3210000001
C19orf28	0.0	132316.50849999997
C19orf29	0.0	126033.60649999998
C19orf30	0.0	162327.09980000005
C19orf33	0.0	54660.37040000001
C19orf35	0.0	40305.992
C19orf39	0.0	136408.74960000007
C19orf42	0.0	857.4336000000001
C19orf43	0.0	21503.509400000006
C19orf45	1938.3656	281506.57639999996
C19orf46	0.0	28279.743100000003
C19orf47	0.0	31770.8958
C19orf48	0.0	43733.8904
C19orf50	0.0	42806.680799999995
C19orf51	1138.4804	162894.5372000001
C19orf53	0.0	28638.4227
C19orf54	0.0	11564.785600000001
C19orf55	0.0	152402.33199999997
C19orf56	0.0	12632.939600000002
C19orf57	0.0	17427.629800000002
C19orf59	6747.200000000001	418095.3140000002
C19orf6	0.0	38958.5652
C19orf60	0.0	42806.680799999995
C19orf61	0.0	3455.6444
C19orf62	0.0	41852.720199999996
C19orf63	0.0	214072.41000000003
C19orf66	0.0	28838.563200000004
C19orf70	0.0	98500.2621
C19orf71	0.0	155410.68209999992
C19orf73	1866.0152	183310.29139999996
C19orf76	0.0	38841.46510000001
C19orf77	2378.3851999999997	252631.96179999987
C1QA	0.0	401580.0907000002
C1QB	6393.0258	405853.3236000003
C1QC	5702.539500000001	404482.1212000002
C1QL1	2519.6982	88170.99839999998
C1QL4	2726.6146000000003	19685.027000000002
C1QTNF1	16179.6	614325.7507
C1QTNF5	3863.4	28727.991200000008
C1QTNF6	0.0	354169.8701
C1QTNF8	7248.0	677442.5558999999
C1orf105	0.0	919.6136
C1orf109	0.0	15935.759500000002
C1orf122	0.0	5512.0704000000005
C1orf126	1647.9736	4381.0064
C1orf127	0.0	201860.45059999995
C1orf128	0.0	1674.2309
C1orf135	0.0	825.3682
C1orf144	0.0	20094.905
C1orf151	0.0	31598.866300000005
C1orf157	0.0	1154.0880000000002
C1orf158	684.45	802.3503
C1orf159	73.92699999999999	512313.7350999997
C1orf170	12929.6	398614.70950000006
C1orf172	0.0	8677.169
C1orf174	0.0	8647.209499999999
C1orf175	0.0	617.5256
C1orf177	0.0	617.5256
C1orf182	0.0	153977.07029999996
C1orf187	7745.8408	161971.44380000007
C1orf192	0.0	43218.6476
C1orf200	6112.568599999999	99200.66500000001
C1orf204	0.0	3319.8241
C1orf210	0.0	6132.3341
C1orf212	0.0	5508.452800000001
C1orf213	0.0	493.2276
C1orf228	0.0	871.1184000000001
C1orf230	757.2168	12572.303399999999
C1orf35	0.0	27967.281799999997
C1orf51	0.0	442.74739999999997
C1orf53	0.0	8751.0954
C1orf54	0.0	442.74739999999997
C1orf56	1781.7408	7789.6986
C1orf61	4991.799999999999	153977.07029999996
C1orf64	318.5844	252849.07390000005
C1orf65	0.0	345.71479999999997
C1orf66	0.0	141574.005
C1orf69	0.0	5574.657
C1orf70	0.0	115292.68809999998
C1orf77	0.0	12047.7386
