GENE	H3k27me3_23_DMSO_compare_TSS_SIGNAL	H3k27me3_23_DMSO_compare_DISTAL_SIGNAL	ENHANCER_PROMOTER_DIFFERENCE	ENHANCER_CONTRIBUTION	ENHANCER_PROMOTER_RATIO
GAD1	832.866	7076.3893	6243.5233	0.89469729217111	3.08685711469751
LHX5	0	6251.2668	6251.2668	1	8
SDS	0	6251.2668	6251.2668	1	8
SDSL	0	6251.2668	6251.2668	1	8
DUSP22	0	6252	6252	1	8
IRF4	0	6252	6252	1	8
OR2V2	0	6259.8367	6259.8367	1	8
OR4F5	0	6263.6304	6263.6304	1	8
GNRH2	0	6276.9167	6276.9167	1	8
MRPS26	0	6276.9167	6276.9167	1	8
DPYSL4	0	6288.5437	6288.5437	1	8
JAKMIP3	0	6288.5437	6288.5437	1	8
GOSR1	0	6301.5686	6301.5686	1	8
LRRC37BP1	0	6301.5686	6301.5686	1	8
TBC1D29	0	6301.5686	6301.5686	1	8
TPPP3	7878.8	14189.4245	6310.6245	0.642979887212947	0.848768258906784
ETF1	0	6313.9613	6313.9613	1	8
REEP2	0	6313.9613	6313.9613	1	8
NLRC5	759.8626	7081.8797	6322.0171	0.903100284231477	3.22032186084224
MAFB	0	6326.0872	6326.0872	1	8
C11orf63	0	6343.5092	6343.5092	1	8
HSPA8	0	6343.5092	6343.5092	1	8
LOC341056	0	6343.5092	6343.5092	1	8
LY6G5C	0	6377.4008	6377.4008	1	8
FAM182B	0	6461.7459	6461.7459	1	8
LAT2	0	6469.8243	6469.8243	1	8
MIR590	0	6469.8243	6469.8243	1	8
RFC2	0	6469.8243	6469.8243	1	8
SNX27	0	6474.6408	6474.6408	1	8
DEFB134	0	6475.3226	6475.3226	1	8
DEFB135	0	6475.3226	6475.3226	1	8
DEFB136	0	6475.3226	6475.3226	1	8
KRTAP5-8	173.0624	6658.0574	6484.995	0.974665588502781	5.26573708811997
RPN1	0	6492.6462	6492.6462	1	8
TRAPPC10	0	6518.2327	6518.2327	1	8
FCGR1C	0	6519.5275	6519.5275	1	8
LOC388692	0	6519.5275	6519.5275	1	8
BRF2	0	6521.7634	6521.7634	1	8
LOC728024	0	6521.7634	6521.7634	1	8
PROSC	0	6521.7634	6521.7634	1	8
RAB11FIP1	0	6521.7634	6521.7634	1	8
DLL4	1192.3068	7719.6911	6527.3843	0.86621329881597	2.694787607298
DECR2	0	6550.6974	6550.6974	1	8
NME4	0	6550.6974	6550.6974	1	8
PPP1R14D	0	6561.1148	6561.1148	1	8
ABCG4	2831.5219	9394.5062	6562.9843	0.768402143620134	1.73023964359892
TMEM18	0	6564.7675	6564.7675	1	8
MAVS	0	6579.0922	6579.0922	1	8
ECEL1P2	0	6580.142	6580.142	1	8
C7orf68	0	6616.1961	6616.1961	1	8
ICAM4	363.0224	6986.3134	6623.291	0.950604733559732	4.26640088584433
FASLG	0	6624.776	6624.776	1	8
ADAMTS15	0	6634.2155	6634.2155	1	8
SDHAP1	0	6642.2272	6642.2272	1	8
TFRC	0	6642.2272	6642.2272	1	8
C22orf9	0	6648.4714	6648.4714	1	8
FAM118A	0	6648.4714	6648.4714	1	8
UPK3A	0	6648.4714	6648.4714	1	8
KCNC1	0	6653.2524	6653.2524	1	8
MYOD1	0	6653.2524	6653.2524	1	8
KRTAP5-10	0	6658.0574	6658.0574	1	8
OLIG2	3508.6	10170.5109	6661.9109	0.743506721624722	1.53542476565249
IL34	0	6676.7844	6676.7844	1	8
LOC100130894	0	6676.7844	6676.7844	1	8
MTSS1L	0	6676.7844	6676.7844	1	8
PPYR1	0	6695.9382	6695.9382	1	8
NDUFB7	0	6705.4497	6705.4497	1	8
TCHHL1	0	6705.8087	6705.8087	1	8
GTSF1	0	6708.4575	6708.4575	1	8
EBF4	990.03	7727.9329	6737.9029	0.886437920032901	2.9645384199394
AGXT2L2	0	6741.1793	6741.1793	1	8
IGFBP6	0	6785.1504	6785.1504	1	8
SOAT2	0	6785.1504	6785.1504	1	8
SPRYD3	0	6785.1504	6785.1504	1	8
GDF6	2368.1604	9160.985	6792.8246	0.794593587136129	1.95173592619795
LOC100134368	0	6822.1098	6822.1098	1	8
GPR89C	0	6827.7284	6827.7284	1	8
IGF2BP3	849.4101	7677.6835	6828.2734	0.900386914950717	3.17613792024004
DEFB130	0	6837.5132	6837.5132	1	8
C20orf4	0	6851.5165	6851.5165	1	8
MIR708	0	6864.5556	6864.5556	1	8
LOC100190986	0	6866.1652	6866.1652	1	8
LOC100271836	0	6866.1652	6866.1652	1	8
METTL9	0	6866.1652	6866.1652	1	8
SLC7A5P2	0	6866.1652	6866.1652	1	8
HMGN2	0	6891.1968	6891.1968	1	8
RNF212	0	6892.5287	6892.5287	1	8
TMED11P	0	6892.5287	6892.5287	1	8
GGT5	2194.2884	9110.15	6915.8616	0.8058914275653	2.05372165372895
USP18	0	6916.4274	6916.4274	1	8
C7orf40	0	6939.2415	6939.2415	1	8
SNORA9	0	6939.2415	6939.2415	1	8
CA6	0	6949.9932	6949.9932	1	8
PTPN9	0	6963.8529	6963.8529	1	8
CRB3	0	6967.9473	6967.9473	1	8
DENND1C	0	6967.9473	6967.9473	1	8
SLC25A23	0	6967.9473	6967.9473	1	8
DNMT1	0	6986.3134	6986.3134	1	8
FDX1L	0	6986.3134	6986.3134	1	8
ICAM1	0	6986.3134	6986.3134	1	8
ICAM3	0	6986.3134	6986.3134	1	8
MIR4322	0	6986.3134	6986.3134	1	8
MRPL4	0	6986.3134	6986.3134	1	8
RAVER1	0	6986.3134	6986.3134	1	8
S1PR2	0	6986.3134	6986.3134	1	8
TYK2	0	6986.3134	6986.3134	1	8
ZGLP1	0	6986.3134	6986.3134	1	8
LPIN1	0	6991.6352	6991.6352	1	8
MIR4262	0	6991.6352	6991.6352	1	8
TMEM171	0	7005.7902	7005.7902	1	8
TMEM174	0	7005.7902	7005.7902	1	8
OR7E91P	0	7033.3284	7033.3284	1	8
SLC13A5	4692.8	11730.5278	7037.7278	0.714260102632793	1.32174704571311
SLC35E4	0	7053.5453	7053.5453	1	8
LOC149950	6719.4	13793.6797	7074.2797	0.672433388926968	1.03760305146629
CETP	0	7081.8797	7081.8797	1	8
HERPUD1	0	7081.8797	7081.8797	1	8
C20orf54	0	7087.9414	7087.9414	1	8
AKAP8	0	7089.1002	7089.1002	1	8
CN5H6.4	0	7103.5455	7103.5455	1	8
GTSE1	0	7103.5455	7103.5455	1	8
MIR1249	0	7138.7029	7138.7029	1	8
TRNP1	1534.4582	8677.169	7142.7108	0.849734212780506	2.49949508189087
GALNTL5	0	7148.7535	7148.7535	1	8
BASE	0	7152.5037	7152.5037	1	8
GPATCH3	0	7160.9864	7160.9864	1	8
CD83	1635.5215	8805.5047	7169.9832	0.843356249790849	2.42865497182488
FGF8	3264.8431	10437.3867	7172.5436	0.761729065440137	1.67667497059694
LTBP2	704.1664	7886.21	7182.0436	0.918028457984682	3.48534383381093
C16orf7	0	7185.6807	7185.6807	1	8
LOC100128881	0	7185.6807	7185.6807	1	8
SPATA2L	0	7185.6807	7185.6807	1	8
ZNF276	0	7185.6807	7185.6807	1	8
AMDHD2	0	7203.9374	7203.9374	1	8
ATP6V0C	0	7203.9374	7203.9374	1	8
C16orf59	0	7203.9374	7203.9374	1	8
CEMP1	0	7203.9374	7203.9374	1	8
MIR3178	0	7203.9374	7203.9374	1	8
PDPK1	0	7203.9374	7203.9374	1	8
TBC1D24	0	7203.9374	7203.9374	1	8
RAB5C	0	7236.9902	7236.9902	1	8
HSPA9	0	7290.4805	7290.4805	1	8
LPGAT1	0	7299.5338	7299.5338	1	8
NEK2	0	7299.5338	7299.5338	1	8
C15orf59	1805.5129	9118.3758	7312.8629	0.834718848792372	2.3363681408433
FZD2	0	7333.4365	7333.4365	1	8
GPATCH8	0	7333.4365	7333.4365	1	8
PIGM	0	7336.3385	7336.3385	1	8
PI4KAP2	0	7336.809	7336.809	1	8
LOC150185	0	7345.0267	7345.0267	1	8
AMZ2	0	7350.8349	7350.8349	1	8
ARSG	0	7350.8349	7350.8349	1	8
LOC100499466	0	7350.8349	7350.8349	1	8
SLC16A6	0	7350.8349	7350.8349	1	8
AMBP	0	7364.5409	7364.5409	1	8
KIF12	0	7364.5409	7364.5409	1	8
PARP3	0	7397.8573	7397.8573	1	8
RRP9	0	7397.8573	7397.8573	1	8
CDK10	0	7415.4423	7415.4423	1	8
CCM2	0	7420.5663	7420.5663	1	8
NACAD	0	7420.5663	7420.5663	1	8
RAMP3	0	7420.5663	7420.5663	1	8
SNORA5A	0	7420.5663	7420.5663	1	8
SNORA5B	0	7420.5663	7420.5663	1	8
SNORA5C	0	7420.5663	7420.5663	1	8
TBRG4	0	7420.5663	7420.5663	1	8
TCN2	0	7422.8065	7422.8065	1	8
MMP17	1572.1134	8995.8042	7423.6908	0.851237163317776	2.51654697406728
C5orf60	566.3927	8006.1327	7439.74	0.933929306292869	3.82123095193981
HNRNPAB	0	7460.272	7460.272	1	8
ULBP3	0	7470.3852	7470.3852	1	8
COL2A1	9825.2	17306.05	7480.85	0.637864086615987	0.816717795940835
SLC4A11	2190.9222	9676.7328	7485.8106	0.815387100484468	2.1429817710167
MT1JP	4298.6	11808.0921	7509.4921	0.733117143277359	1.45783710541403
TEAD3	275.2173	7787.3538	7512.1365	0.965864821954872	4.82249010821616
RABL2B	0	7514.4006	7514.4006	1	8
TNF	1905.4194	9447.967	7542.5476	0.832171712221474	2.30989534281155
TMEM8A	0	7563.8954	7563.8954	1	8
TUBB2A	483.9822	8063.6036	7579.6214	0.943377906776905	4.05839882505698
BNIP1	0	7582.9024	7582.9024	1	8
EXOSC10	0	7585.328	7585.328	1	8
LHPP	0	7585.913	7585.913	1	8
OAT	0	7585.913	7585.913	1	8
PDZD3	1802.7932	9394.5062	7591.713	0.838997499700687	2.38158341834616
RASD2	2849.7575	10448.0656	7598.3081	0.785697442463346	1.87432479670101
C3orf54	0	7612.3481	7612.3481	1	8
CDHR4	0	7612.3481	7612.3481	1	8
MON1A	0	7612.3481	7612.3481	1	8
MST1R	0	7612.3481	7612.3481	1	8
RBM6	0	7612.3481	7612.3481	1	8
TRAIP	0	7612.3481	7612.3481	1	8
UBA7	0	7612.3481	7612.3481	1	8
INSM1	0	7617.4824	7617.4824	1	8
TGFB1I1	57.6108	7706.778	7649.1672	0.992580124271984	7.06364473169965
NKAIN1	2521.2984	10184.6467	7663.3483	0.801565457732066	2.01415715599282
FAM46B	1002.4965	8677.169	7674.6725	0.896432733135252	3.11362722810939
RPS2P32	0	7677.6835	7677.6835	1	8
TRA2A	0	7677.6835	7677.6835	1	8
TMEM189-UBE2V1	0	7700.4423	7700.4423	1	8
C20orf29	0	7702.3468	7702.3468	1	8
CHAC1	0	7719.6911	7719.6911	1	8
RHOV	0	7719.6911	7719.6911	1	8
SPINT1	0	7719.6911	7719.6911	1	8
VPS18	0	7719.6911	7719.6911	1	8
LHX2	623.5034	8349.9101	7726.4067	0.930516586581015	3.74329133248613
IDH3B	0	7727.9329	7727.9329	1	8
SNORA51	0	7727.9329	7727.9329	1	8
SNORD56	0	7727.9329	7727.9329	1	8
SNORD57	0	7727.9329	7727.9329	1	8
SNORD86	0	7727.9329	7727.9329	1	8
FANCE	0	7787.3538	7787.3538	1	8
RPL10A	0	7787.3538	7787.3538	1	8
TULP1	0	7787.3538	7787.3538	1	8
MRPS15	0	7789.3522	7789.3522	1	8
CDC42SE1	0	7789.6986	7789.6986	1	8
GABPB2	0	7789.6986	7789.6986	1	8
MLLT11	0	7789.6986	7789.6986	1	8
LOC283335	0	7822.9473	7822.9473	1	8
TENC1	0	7822.9473	7822.9473	1	8
BMPR1A	0	7827.1608	7827.1608	1	8
GTF2IRD1	0	7833.1956	7833.1956	1	8
B4GALNT3	2990.7484	10827.7488	7837.0004	0.783569200274542	1.85615487066445
NR0B2	0	7891.4462	7891.4462	1	8
NUDC	0	7891.4462	7891.4462	1	8
ZNF627	0	7894.2608	7894.2608	1	8
FLJ37453	0	7915.5464	7915.5464	1	8
PLEKHM2	0	7915.5464	7915.5464	1	8
RSC1A1	0	7915.5464	7915.5464	1	8
SLC25A34	0	7915.5464	7915.5464	1	8
SPEN	0	7915.5464	7915.5464	1	8
TMEM82	0	7915.5464	7915.5464	1	8
UQCRHL	0	7915.5464	7915.5464	1	8
CCDC116	0	7917.2634	7917.2634	1	8
SDF2L1	0	7917.2634	7917.2634	1	8
UBE2L3	0	7917.2634	7917.2634	1	8
YDJC	0	7917.2634	7917.2634	1	8
BEGAIN	0	7936.9808	7936.9808	1	8
MED24	140.5346	8079.576	7939.0414	0.98290356336568	5.84528231048498
TMEM25	5119.2438	13064.3591	7945.1153	0.718469225920018	1.35163373160554
CYP4F3	0	7959.3152	7959.3152	1	8
OAF	0	7975.5385	7975.5385	1	8
CNNM3	0	7978.4587	7978.4587	1	8
MIR3127	0	7978.4587	7978.4587	1	8
IP6K1	0	8006.0741	8006.0741	1	8
CANX	0	8006.1327	8006.1327	1	8
CBY3	0	8006.1327	8006.1327	1	8
MAML1	0	8006.1327	8006.1327	1	8
CHST14	0	8007.182	8007.182	1	8
MRPL42P5	0	8007.182	8007.182	1	8
GPR62	1057.432	9077.1057	8019.6737	0.895660558843251	3.10166746589977
NOM1	0	8035.8123	8035.8123	1	8
MDS2	0	8039.2298	8039.2298	1	8
POLR3K	0	8054.0763	8054.0763	1	8
SNRNP25	0	8054.0763	8054.0763	1	8
KCNMB3	0	8062.1186	8062.1186	1	8
MFN1	0	8062.1186	8062.1186	1	8
ZNF639	0	8062.1186	8062.1186	1	8
PSMG4	0	8063.6036	8063.6036	1	8
CASC3	0	8079.576	8079.576	1	8
CSF3	0	8079.576	8079.576	1	8
GSDMA	0	8079.576	8079.576	1	8
MSL1	0	8079.576	8079.576	1	8
NR1D1	0	8079.576	8079.576	1	8
PSMD3	0	8079.576	8079.576	1	8
SNORD124	0	8079.576	8079.576	1	8
ARRDC5	0	8093.8581	8093.8581	1	8
KDM4B	0	8093.8581	8093.8581	1	8
UHRF1	0	8093.8581	8093.8581	1	8
CELF3	4473.7292	12572.3034	8098.5742	0.73755012060695	1.49069915722585
CA4	3326.445	11428.194	8101.749	0.774549211268402	1.780544346884
LDB3	0	8104.6369	8104.6369	1	8
OPN4	0	8104.6369	8104.6369	1	8
PROCA1	1244.516	9349.6949	8105.1789	0.882528674221503	2.90933450931924
HRNR	0	8105.6286	8105.6286	1	8
UBE2G1	0	8119.8144	8119.8144	1	8
SNORD63	0	8137.5575	8137.5575	1	8
EFHD1	0	8162.5241	8162.5241	1	8
UBE2T	0	8168.8095	8168.8095	1	8
MT4	0	8174.1553	8174.1553	1	8
SLC30A3	14586	22877.8395	8291.8395	0.610664571633134	0.649366516473228
CHRNB3	664.4012	8965.5174	8301.1162	0.931006561156187	3.75426025930442
PKLR	0	8305.1298	8305.1298	1	8
MIR548W	0	8327.04	8327.04	1	8
IREB2	0	8330.2653	8330.2653	1	8
LTB	1112.5272	9447.967	8335.4398	0.894651975662275	3.08616331694604
GMCL1L	0	8340.5308	8340.5308	1	8
CNP	0	8346.9323	8346.9323	1	8
DENND1A	0	8349.9101	8349.9101	1	8
ZG16	0	8357.9763	8357.9763	1	8
ASAP3	1319.8261	9685.1534	8365.3273	0.880070099176468	2.87542704646707
MIR455	0	8365.7231	8365.7231	1	8
HNRNPH1	0	8385.7417	8385.7417	1	8
RUFY1	0	8385.7417	8385.7417	1	8
MNX1	0	8390.7058	8390.7058	1	8
C20orf71	0	8431.121	8431.121	1	8
CXCL16	740.5167	9194.9759	8454.4592	0.925467540482089	3.63424161694964
ZMYND15	740.5167	9194.9759	8454.4592	0.925467540482089	3.63424161694964
SEC31B	0	8470.82	8470.82	1	8
POM121L9P	634.692	9110.15	8475.458	0.934868928608591	3.84334624507314
CIR1	0	8478.8074	8478.8074	1	8
OLA1	0	8478.8074	8478.8074	1	8
SCRN3	0	8478.8074	8478.8074	1	8
HCN4	1044.7971	9524.9595	8480.1624	0.901152208178569	3.18849016072532
KRT1	0	8481.1752	8481.1752	1	8
MT1M	3266.7011	11808.0921	8541.391	0.783300436917436	1.85386951847253
MECOM	5476.505	14026.301	8549.796	0.719193997007405	1.35680720146194
NKX6-2	0	8565.4366	8565.4366	1	8
SCRT2	842.858	9413.9684	8571.1104	0.917824679181467	3.48144151075695
ID3	614.299	9191.9258	8577.6268	0.937356218878441	3.90335421226727
CCDC43	0	8615.1073	8615.1073	1	8
DBF4B	0	8615.1073	8615.1073	1	8
EFCAB3	0	8617.9436	8617.9436	1	8
IRX4	0	8621.0371	8621.0371	1	8
AVPI1	0	8628.0618	8628.0618	1	8
PPP1R12B	0	8637.5811	8637.5811	1	8
C1orf174	0	8647.2095	8647.2095	1	8
LOC100133612	0	8647.2095	8647.2095	1	8
NUP93	0	8654.5421	8654.5421	1	8
GAS7	0	8666.3742	8666.3742	1	8
C1orf172	0	8677.169	8677.169	1	8
FBXO39	0	8680.2353	8680.2353	1	8
MARVELD1	463.998	9159.5448	8695.5468	0.951785115976208	4.30308541084824
C15orf60	0	8702.8599	8702.8599	1	8
CXCL17	0	8709.6248	8709.6248	1	8
LIPE	0	8709.6248	8709.6248	1	8
C1orf53	0	8751.0954	8751.0954	1	8
ERICH1	309.442	9068.4445	8759.0025	0.967003012885686	4.87311417856666
SUPT4H1	0	8768.5129	8768.5129	1	8
APOL6	0	8769.214	8769.214	1	8
MB	0	8769.214	8769.214	1	8
C3orf74	0	8774.0388	8774.0388	1	8
DUSP7	0	8774.0388	8774.0388	1	8
SPAG11B	0	8787.8795	8787.8795	1	8
LGALS7	1722.5171	10524.7213	8802.2042	0.859354652555796	2.61119182026866
MT1L	2999.1698	11808.0921	8808.9223	0.797452775519558	1.97714077042096
TCF15	598.8208	9413.9684	8815.1476	0.94019440656955	3.97460677102658
TCHH	0	8816.6405	8816.6405	1	8
CCNF	0	8830.4956	8830.4956	1	8
C17orf95	0	8861.4782	8861.4782	1	8
JMJD6	0	8861.4782	8861.4782	1	8
SERPINH1	3515.0784	12377.5765	8862.4981	0.778823713085219	1.81610009343679
SLC25A41	0	8878.1283	8878.1283	1	8
FLJ30679	0	8898.9895	8898.9895	1	8
FOXC2	0	8898.9895	8898.9895	1	8
FOXF1	0	8898.9895	8898.9895	1	8
FOXL1	0	8898.9895	8898.9895	1	8
LOC400550	0	8898.9895	8898.9895	1	8
MTHFSD	0	8898.9895	8898.9895	1	8
LIN28A	3920.1246	12819.39	8899.2654	0.765816112732445	1.70935619833084
NBPF15	0	8900.08	8900.08	1	8
NBPF16	0	8900.08	8900.08	1	8
PPIAL4E	0	8900.08	8900.08	1	8
CHRNA6	0	8965.5174	8965.5174	1	8
PUS1	0	8995.8042	8995.8042	1	8
ULK1	0	8995.8042	8995.8042	1	8
MOBKL2C	0	9001.3287	9001.3287	1	8
RPS10P7	0	9068.9979	9068.9979	1	8
CYP4F8	0	9073.2416	9073.2416	1	8
ABHD14A	0	9077.1057	9077.1057	1	8
ABHD14B	0	9077.1057	9077.1057	1	8
ACY1	0	9077.1057	9077.1057	1	8
PCBP4	0	9077.1057	9077.1057	1	8
RPL29	0	9077.1057	9077.1057	1	8
NKX2-2	216.1884	9297.8375	9081.6491	0.977276874976765	5.42653419211901
JOSD1	0	9084.7087	9084.7087	1	8
SPECC1L	0	9110.15	9110.15	1	8
SUSD2	0	9110.15	9110.15	1	8
MEAF6	0	9111.0735	9111.0735	1	8
ZC3H12A	0	9111.0735	9111.0735	1	8
