GENE_ID	locusLine	bin_1_MOLP-2.jin.bam
NM_001397	chr1(.):21538739-21621982	0.2831
NM_001113347	chr1(.):21538739-21611183	0.1016
NM_001113349	chr1(.):21538739-21621766	0.2801
NM_017707	chr1(.):23750055-23815750	0.1335
NM_002167	chr1(.):23879408-23891322	0.3641
NR_026685	chr1(.):26432655-26457026	0.78
NM_152835	chr1(.):26433267-26457026	0.7991
NM_032588	chr1(.):26372797-26399121	0.0589
NM_024869	chr1(.):26480510-26494119	0.1398
NR_003109	chr1(.):28874528-28910057	0.3115
NM_001269	chr1(.):28839744-28870708	0.2273
NM_006762	chr1(.):31200314-31235683	0.9568
NR_003929	chr1(.):39982951-40030370	0.2478
NM_001195007	chr1(.):40199516-40234586	0.2244
NM_022120	chr1(.):40230196-40242020	1.097
NM_001198979	chr1(.):40854016-40893998	0.4444
NM_001198978	chr1(.):40835304-40893998	0.8102
NM_001198980	chr1(.):40857471-40893998	0.3778
NM_022733	chr1(.):40834377-40893998	0.7983
NM_001037339	chr1(.):66792792-66845262	0.4002
NM_004974	chr1(.):111140775-111153345	0.0412
NM_002232	chr1(.):111209309-111222655	0.5978
NM_032305	chr1(.):145451235-145475387	1.1434
NM_202004	chr1(.):145408190-145422545	0.1023
NM_006472	chr1(.):145433461-145447628	1.5607
NM_001039888	chr1(.):145465507-145480647	0.8918
NM_001161334	chr1(.):149749244-149788928	0.171
NM_001034077	chr1(.):149799220-149809616	1.27
NM_001005464	chr1(.):149807258-149817765	2.1398
NM_001040874	chr1(.):149808784-149819318	2.1648
NM_001123375	chr1(.):149779779-149790236	0.4178
NM_005850	chr1(.):149890210-149904702	0.5558
NM_016074	chr1(.):149866154-149877348	0.2409
NM_003528	chr1(.):149851009-149863232	1.5644
NM_003517	chr1(.):149853524-149863961	1.7901
NM_175065	chr1(.):149854018-149864466	1.7767
NM_014849	chr1(.):149869871-149894434	0.2073
NM_181873	chr1(.):149895542-149913266	0.6134
NM_001145862	chr1(.):149895542-149913791	0.5957
NR_036461	chr1(.):149816758-149827340	2.2465
NM_001040874	chr1(.):149817627-149828161	2.2555
NM_001005464	chr1(.):149819180-149829687	2.2428
NM_001034077	chr1(.):149827329-149837725	1.3061
NM_016274	chr1(.):150117169-150136825	1.4241
NM_030920	chr1(.):150185716-150213504	0.602
NM_001136479	chr1(.):150185716-150212026	0.6158
NM_012113	chr1(.):150225217-150242480	0.5983
NM_024579	chr1(.):150240182-150258335	0.4455
NM_144697	chr1(.):150250228-150264501	0.1792
NM_016022	chr1(.):150232798-150246532	0.5934
NM_019032	chr1(.):150516897-150538412	1.5471
NM_207046	chr1(.):150589598-150606609	0.675
NR_036211	chr1(.):150519404-150529490	0.3226
NM_001197320	chr1(.):150542026-150557214	1.7023
NM_020452	chr1(.):154295275-154328780	0.9294
NM_001005855	chr1(.):154293035-154315322	1.3378
NM_080429	chr1(.):154288591-154302801	1.9649
NM_006556	chr1(.):154892207-154914484	1.1958
NM_001130041	chr1(.):154929773-154951959	1.4076
NM_001130040	chr1(.):154929773-154948223	1.5237
NM_201398	chr1(.):154950769-154970587	0.3069
NM_015872	chr1(.):154970111-154995999	1.0959
NM_207196	chr1(.):155018761-155040252	0.4852
NM_018655	chr1(.):154961061-154971791	0.2371
NM_001143687	chr1(.):155001281-155028406	0.3958
NR_024163	chr1(.):154942117-154956725	1.5496
NM_144622	chr1(.):154986002-155011257	0.3155
NM_138300	chr1(.):154924501-154939258	1.0391
NR_036212	chr1(.):154943168-154953259	1.6718
NM_018973	chr1(.):155107366-155117883	1.5876
NM_153741	chr1(.):155107366-155117996	1.5707
NM_173852	chr1(.):155136883-155150804	0.9589
NM_004428	chr1(.):155095348-155112386	1.0449
NM_001122837	chr1(.):155103287-155116334	1.4928
NM_025058	chr1(.):155141359-155162445	0.6396
NM_001162384	chr1(.):155911629-155953336	0.8799
NM_181885	chr1(.):155906479-155917625	1.3939
NM_004723	chr1(.):155911629-155952966	0.8672
NM_014949	chr1(.):155877835-155909188	0.4628
NM_003145	chr1(.):155973838-155995758	0.5412
NM_005920	chr1(.):156428518-156475529	1.169
NM_198427	chr1(.):156606739-156628264	0.1634
NM_021817	chr1(.):156584085-156600517	0.1501
NM_021948	chr1(.):156606739-156634320	0.9862
NM_004494	chr1(.):156706898-156726543	1.3192
NM_001126051	chr1(.):156706898-156727024	1.2899
NM_001126050	chr1(.):156706898-156727240	1.2766
NM_030980	chr1(.):156687412-156702705	0.5899
NM_001878	chr1(.):156664407-156680375	0.1788
NM_001142560	chr1(.):156693262-156711752	0.9456
NM_145729	chr1(.):156702093-156715923	0.8083
NM_006617	chr1(.):156633555-156652189	0.8949
NM_031281	chr1(.):157478166-157527310	0.6645
NM_001039711	chr1(.):161085768-161107478	0.6186
NM_016406	chr1(.):161118533-161133646	1.0595
NM_004550	chr1(.):161164104-161189184	0.5356
NM_000309	chr1(.):161131180-161146010	0.8316
NM_001643	chr1(.):161187082-161198418	0.4778
NM_003779	chr1(.):161136100-161152314	1.4522
NM_012475	chr1(.):161124253-161140516	0.923
NM_001039712	chr1(.):161085768-161107256	0.6226
NM_032174	chr1(.):161190832-161205407	0.382
NM_001166159	chr1(.):161166936-161189184	0.5423
NM_005099	chr1(.):161154537-161173845	1.6759
NM_004106	chr1(.):161180086-161194038	0.1972
NR_033186	chr1(.):178506930-178523024	0.5197
NM_022371	chr1(.):179046111-179070129	0.8524
NM_017596	chr1(.):200933519-200997828	0.3403
NR_034150	chr1(.):203262885-203279453	1.6072
NM_006763	chr1(.):203269663-203283729	1.3481
NM_002023	chr1(.):203304751-203325289	0.1836
NM_020458	chr2(.):47163312-47308275	0.4722
NR_033872	chr2(.):70184394-70319147	0.372
NM_177964	chr2(.):149889980-150076772	0.1156
NM_183360	chr2(.):25595111-25901503	0.2463
NM_170672	chr2(.):33656415-33794798	0.5466
NM_005813	chr2(.):37472645-37549222	0.4011
NM_012249	chr2(.):46764866-46816827	1.0424
NM_003400	chr2(.):61700068-61770418	0.2362
NR_036586	chr2(.):65123973-65164581	1.0721
NR_024204	chr2(.):87749973-87826030	1.2216
NM_004027	chr2(.):99056320-99212496	0.7566
NM_001566	chr2(.):99056320-99203284	0.7976
NM_001142807	chr2(.):111485149-111880799	0.1531
NM_004522	chr2(.):149627818-149888273	0.1119
NM_003879	chr2(.):201975889-202034003	0.8732
NM_001127184	chr2(.):201975815-202011323	1.2842
NM_173822	chr2(.):201833440-201941392	0.0935
NM_002997	chr2(.):20395557-20429927	1.0972
NM_001006946	chr2(.):20395557-20430194	1.0908
NM_015376	chr2(.):33733941-33794798	0.3094
NM_001139488	chr2(.):33696320-33794798	0.7319
NM_012413	chr2(.):37566752-37605465	1.4273
NM_006887	chr2(.):43444540-43458745	2.4296
NR_027251	chr2(.):43449349-43460994	1.8795
NM_080653	chr2(.):46733985-46752096	0.0745
NM_173074	chr2(.):46803412-46849251	0.2677
NM_014171	chr2(.):46839324-46857881	0.4326
NM_001171508	chr2(.):47124008-47173994	0.4599
NM_002354	chr2(.):47591286-47619167	0.1876
NR_033837	chr2(.):64407212-64437619	0.6103
NM_001193493	chr2(.):65210578-65256000	0.4891
NM_003038	chr2(.):65211494-65256000	0.4973
NM_173545	chr2(.):68689690-68812294	0.1167
NM_001024680	chr2(.):68684504-68699390	0.518
NM_014882	chr2(.):68996932-69058957	0.2089
NM_001166277	chr2(.):68956912-69058957	0.3827
NM_006196	chr2(.):70309584-70321334	2.4309
NR_024444	chr2(.):70346167-70357448	1.3732
NM_003761	chr2(.):85799613-85814156	0.5045
NM_005911	chr2(.):85761287-85777403	0.9981
NM_000821	chr2(.):85771192-85793657	0.2407
NM_006634	chr2(.):85806530-85825511	0.4503
NM_015425	chr2(.):86248450-86338278	0.4453
NR_026984	chr2(.):86242338-86255991	0.3964
NR_015424	chr2(.):89060418-89111109	0.1544
NM_006538	chr2(.):111873490-111931022	0.3762
NM_207002	chr2(.):111873490-111891423	0.9916
NM_003467	chr2(.):136866918-136880725	1.0103
NM_001008540	chr2(.):136866918-136878813	1.1587
NM_002491	chr2(.):201931461-201955473	0.2366
NM_001127183	chr2(.):201978386-202033841	0.9078
NM_152614	chr2(.):232452574-232463994	0.0941
NM_001099285	chr2(.):232568234-232583250	1.8806
NR_036052	chr2(.):232573023-232583105	1.2433
NM_015512	chr3(.):52345334-52439513	0.281
NM_015576	chr3(.):55537335-56507391	0.2212
NM_001134382	chr3(.):12933718-13119617	0.3564
NM_014869	chr3(.):12933718-13013960	0.0661
NM_025222	chr3(.):52283437-52317659	0.3207
NM_001080412	chr3(.):141038054-141173632	0.7093
NM_005929	chr3(.):196723611-196761687	0.4764
NR_026699	chr3(.):52316835-52334272	0.729
NR_029677	chr3(.):52323234-52333324	0.4517
NR_029660	chr3(.):52297293-52307377	0.1538
NM_003392	chr3(.):55494742-55526331	0.85
NR_024615	chr3(.):55686242-55698497	1.6723
NR_024480	chr3(.):194013988-194035593	0.9696
NM_001080513	chr3(.):194055493-194077057	0.1013
NM_025163	chr3(.):196668213-196700704	0.3042
NM_033316	chr3(.):196740823-196761686	0.2274
NM_001008388	chr4(.):103785134-103818963	0.2797
NM_001102406	chr4(.):113213498-113368764	0.0971
NM_015130	chr4(.):141536935-141682471	0.3185
NM_152683	chr4(.):185565766-185621112	0.3885
NM_002039	chr4(.):144252982-144400718	0.4217
NM_033632	chr4(.):153237409-153461172	0.1741
NR_033995	chr4(.):184410889-184430668	0.6319
NM_153343	chr4(.):185004858-185144114	0.1484
NM_002199	chr4(.):185303875-185400726	0.8294
NM_152775	chr4(.):186361337-186397913	0.4683
NM_031953	chr4(.):186126283-186290120	0.6505
NM_181891	chr4(.):103712132-103753708	0.4236
NM_181890	chr4(.):103712132-103795032	0.3333
NM_181892	chr4(.):103712132-103753340	0.4255
NM_003340	chr4(.):103712132-103754105	0.4196
NM_181893	chr4(.):103712132-103795003	0.3334
NM_181889	chr4(.):103712132-103754307	0.4176
NM_025212	chr4(.):105388342-105417467	1.6656
NM_052864	chr4(.):113191781-113212059	0.975
NM_030648	chr4(.):140422191-140482577	0.3004
NR_033797	chr4(.):153452415-153465415	1.2117
NR_036092	chr4(.):153405478-153415568	0.1183
NM_001012732	chr4(.):183806243-183843630	0.6262
NM_001564	chr4(.):184421219-184437249	0.7793
NM_032991	chr4(.):185543849-185575629	0.6058
NR_028085	chr4(.):186315693-186352139	0.8569
NM_018409	chr4(.):186280031-186305152	0.4763
NM_181726	chr4(.):186312839-186326390	1.3285
NM_001114357	chr4(.):186345544-186375821	0.4275
NM_007118	chr5(.):14138828-14514458	0.2461
NM_001193376	chr5(.):1248286-1300162	0.2138
NM_030782	chr5(.):1312999-1350002	1.297
NM_001145161	chr5(.):6443735-6501834	0.7741
NM_006713	chr5(.):32580604-32609185	1.2577
NM_001190469	chr5(.):37807778-37840929	0.3897
NM_199231	chr5(.):37807778-37840593	0.3937
NM_000514	chr5(.):37807778-37844782	0.3771
NM_005921	chr5(.):56105899-56196978	0.4071
NR_036052	chr5(.):118305280-118315362	0.0339
NM_016480	chr5(.):138672518-138710409	0.1207
NM_194296	chr5(.):138727455-138744776	0.4908
NM_152686	chr5(.):138740891-138780214	0.0981
NM_152685	chr5(.):138697884-138724039	0.1059
NM_001033112	chr5(.):138673133-138710409	0.1227
NM_001161546	chr5(.):138722634-138735885	1.3343
NM_016459	chr5(.):138718256-138730605	1.477
NM_016463	chr5(.):139023300-139067680	0.4926
NR_033244	chr5(.):141270190-141281260	0.0577
NM_032420	chr5(.):141227672-141262944	0.743
NM_001142603	chr5(.):141298384-141326612	0.2026
NR_027908	chr6(.):33548882-33566115	0.8523
NR_028361	chr6(.):33546475-33561803	1.3346
NM_022758	chr6(.):34550065-34669625	0.6484
NM_012288	chr6(.):52357199-52446862	0.7333
NM_001195286	chr6(.):386738-416443	1.0164
NR_037616	chr6(.):7876482-8069647	0.9354
NM_001173977	chr6(.):25274655-25625758	0.3761
NM_001090	chr6(.):30534169-30564309	0.4723
NM_172166	chr6(.):31702724-31735455	1.0263
NM_004197	chr6(.):31976517-31986961	0.3233
NM_020804	chr6(.):34428904-34508000	0.5685
NM_003017	chr6(.):36557089-36577244	1.1152
NR_036610	chr6(.):36557089-36577243	1.1152
NM_145027	chr6(.):39297875-39698181	0.2589
NM_006789	chr6(.):41015939-41037630	0.1354
NM_007162	chr6(.):41646715-41707798	0.7602
NM_001167827	chr6(.):41646715-41708997	0.7509
NM_001193343	chr6(.):43633933-43660549	1.0203
NM_016021	chr6(.):90031343-90067619	0.9845
NM_020185	chr6(.):287100-356355	1.7758
NM_001145549	chr6(.):7876482-7915310	2.6906
NM_030810	chr6(.):7876482-7916047	2.7811
NM_032744	chr6(.):11708887-11784280	0.7985
NM_003526	chr6(.):26118694-26129132	1.3023
NM_139006	chr6(.):26082508-26100469	0.2544
NM_021065	chr6(.):26194011-26204471	1.7115
NM_003530	chr6(.):26192011-26204464	1.5206
NM_138720	chr6(.):26153348-26176576	0.8485
NM_003523	chr6(.):26179023-26189458	0.803
NM_003539	chr6(.):26183937-26194304	0.9707
NM_003545	chr6(.):26199872-26210249	1.199
NM_005321	chr6(.):26151558-26162343	1.0874
NM_003512	chr6(.):26119372-26129918	1.2632
NM_003542	chr6(.):26099175-26109565	0.4509
NM_005323	chr6(.):26102639-26113364	0.4221
NM_003522	chr6(.):26194786-26205216	1.8499
NM_003518	chr6(.):26211427-26221872	0.615
NM_021052	chr6(.):26212147-26222711	0.6212
NM_003543	chr6(.):26280353-26290727	0.843
NM_003532	chr6(.):26220382-26230844	0.2063
NM_003524	chr6(.):26246878-26257303	0.7114
NM_003534	chr6(.):26266145-26276612	1.2531
NM_003547	chr6(.):26241838-26252205	0.594
NM_003540	chr6(.):26235653-26246021	0.6103
NM_021018	chr6(.):26245369-26255835	0.6865
NM_005320	chr6(.):26229439-26240216	0.7579
NM_003525	chr6(.):26268203-26278640	1.2634
NM_021066	chr6(.):27777079-27787518	1.3944
NM_003536	chr6(.):27772841-27783314	1.6534
NM_003509	chr6(.):27770976-27781445	1.2638
NM_003519	chr6(.):27770256-27780709	1.18
NM_003521	chr6(.):27777821-27788267	1.406
NM_003520	chr6(.):27801439-27811888	1.632
NM_003511	chr6(.):27828106-27838576	1.0773
NM_003533	chr6(.):27834622-27845099	0.4952
NM_003510	chr6(.):27800657-27811117	1.6495
NM_003541	chr6(.):27793951-27804305	0.7024
NM_005322	chr6(.):27829569-27840359	1.1142
NM_021968	chr6(.):27786902-27797258	0.7232
NM_003546	chr6(.):27835925-27846289	0.2716
NM_005275	chr6(.):30504154-30530371	0.9237
NM_025263	chr6(.):30519485-30537473	1.2619
NM_001031722	chr6(.):30589662-30619598	0.4098
NR_033823	chr6(.):30589612-30619598	0.4091
NM_001161376	chr6(.):30609815-30625987	0.5576
NM_002714	chr6(.):30563181-30590020	0.8859
NM_014046	chr6(.):30580485-30599174	1.2973
NR_030615	chr6(.):30547108-30557194	0.1418
NM_004847	chr6(.):31577993-31589798	1.1677
NM_001623	chr6(.):31578032-31589798	1.1715
NM_032955	chr6(.):31578788-31589798	1.2448
NM_080702	chr6(.):31601804-31625477	0.6449
NM_001098534	chr6(.):31601804-31625170	0.6533
NM_021246	chr6(.):31678132-31690581	0.6868
NM_138275	chr6(.):31686160-31697851	0.9827
NR_033488	chr6(.):31649725-31675850	0.4228
NM_001320	chr6(.):31628656-31642843	1.2969
NM_013974	chr6(.):31689816-31703039	1.2905
NM_025262	chr6(.):31639460-31653150	0.3804
NM_001288	chr6(.):31693357-31709341	2.7492
NM_019101	chr6(.):31618670-31630987	1.4534
NM_021184	chr6(.):31621074-31633549	1.4762
NM_001003693	chr6(.):31669683-31683372	1.0706
NM_021221	chr6(.):31633727-31645227	0.5715
NM_021160	chr6(.):31649725-31676137	0.4218
NR_002971	chr6(.):31585855-31595987	1.0814
NR_024541	chr6(.):31674752-31686842	0.7369
NM_080686	chr6(.):31583449-31610554	0.5341
NM_025261	chr6(.):31681424-31694510	0.4014
NM_033177	chr6(.):31624005-31638179	1.5226
NM_001199240	chr6(.):31624005-31638407	1.5013
NM_001199238	chr6(.):31624005-31638639	1.4775
NM_001199237	chr6(.):31624005-31639060	1.4441
NM_001039651	chr6(.):31725772-31737624	0.2316
NM_025258	chr6(.):31728370-31750108	0.4589
NR_002742	chr6(.):31799852-31809916	1.5312
NM_000434	chr6(.):31821828-31835709	0.5066
NM_021177	chr6(.):31760173-31779743	1.3291
NR_002745	chr6(.):31798039-31808103	1.6366
NM_001178045	chr6(.):31825969-31850448	0.4272
NM_001040438	chr6(.):31797692-31812541	1.1676
NM_005345	chr6(.):31778290-31790719	1.0521
NM_005527	chr6(.):31772395-31787835	0.98
NM_001178044	chr6(.):31825969-31851823	0.4095
NM_006295	chr6(.):31740296-31768712	1.2629
NM_005346	chr6(.):31790511-31803031	1.7726
NR_001284	chr6(.):31971196-31985800	0.3407
NR_026717	chr6(.):31933951-31954223	1.1074
NM_005510	chr6(.):31932587-31945032	1.6523
NM_001002029	chr6(.):31944833-31975458	0.2557
NM_032470	chr6(.):31971196-31986050	0.335
NM_006929	chr6(.):31921580-31942532	1.4114
NM_000500	chr6(.):31968347-31981684	0.3187
NM_002904	chr6(.):31914863-31931864	0.636
NM_004197	chr6(.):31934645-31954223	1.1329
NR_031601	chr6(.):31919615-31929717	0.9342
NM_000063	chr6(.):31890265-31918449	0.3021
NM_001710	chr6(.):31908720-31924861	0.2035
NM_001002029	chr6(.):31977571-32008195	0.2657
NM_000500	chr6(.):32001081-32014419	0.2395
NM_032470	chr6(.):32003931-32018905	0.236
NM_022107	chr6(.):32153542-32168300	2.2551
NM_138717	chr6(.):32116300-32136452	0.4663
NM_001136	chr6(.):32143745-32157023	0.993
NM_004557	chr6(.):32157619-32196844	0.8919
NM_032741	chr6(.):32130982-32150888	0.6945
NM_002586	chr6(.):32147509-32162963	1.6358
NM_006913	chr6(.):32141161-32153570	1.08
NR_003129	chr6(.):32141231-32153567	1.0819
NM_030651	chr6(.):32111139-32124720	0.6264
NM_005155	chr6(.):32116621-32136452	0.4691
NM_006411	chr6(.):32130982-32148916	0.7451
NR_037169	chr6(.):32115578-32127142	0.6977
NM_030652	chr6(.):32127404-32141062	0.1772
NM_006120	chr6(.):32911390-32925899	0.4349
NM_002119	chr6(.):32966959-32982389	0.1985
NM_002118	chr6(.):32897405-32913847	0.3266
NM_005104	chr6(.):32931436-32954282	2.34
NM_001113182	chr6(.):32933664-32954282	2.5794
NM_001199455	chr6(.):32934371-32954282	2.667
NM_001199456	chr6(.):32935860-32954282	2.768
NM_080679	chr6(.):33125468-33165245	0.3192
NM_001164267	chr6(.):33241879-33262304	1.0144
NM_022551	chr6(.):33234851-33249281	2.0586
NM_172209	chr6(.):33262471-33287164	1.3784
NM_004761	chr6(.):33254430-33272176	1.2125
NM_172208	chr6(.):33266409-33287164	1.4401
NM_006979	chr6(.):33163602-33177214	2.8237
NM_002931	chr6(.):33171285-33185499	1.7247
NM_003782	chr6(.):33239916-33251602	1.7731
NR_024517	chr6(.):33281334-33295793	2.3632
NM_014234	chr6(.):33167418-33179607	3.0841
NM_014260	chr6(.):33252377-33263711	0.8623
NM_021976	chr6(.):33156364-33173432	1.6952
NM_005453	chr6(.):33277181-33290512	2.063
NM_001145338	chr6(.):33277181-33290719	2.1452
NM_022553	chr6(.):33213048-33244662	1.3042
NR_029633	chr6(.):33170611-33180721	2.3368
NM_001185181	chr6(.):33252411-33263709	0.8651
NR_001444	chr6(.):33327513-33339139	0.2162
NM_001188	chr6(.):33535322-33553070	1.4141
NM_002224	chr6(.):33584155-33669348	0.6008
NM_002754	chr6(.):36093261-36112842	1.1809
NM_007271	chr6(.):36456668-36520247	0.255
NR_037152	chr6(.):36639236-36660116	2.1432
NM_078467	chr6(.):36639266-36660116	2.1463
NR_037150	chr6(.):36639313-36660116	2.1512
NM_000389	chr6(.):36641455-36660116	2.2905
NR_037151	chr6(.):36641486-36660116	2.294
NR_037491	chr6(.):36585212-36595289	0.8509
NM_020939	chr6(.):36703554-36812220	0.6578
NM_153370	chr6(.):36917208-36937613	0.2738
NM_014341	chr6(.):36930916-36958949	0.618
NM_173558	chr6(.):36968422-37001845	0.909
NM_002648	chr6(.):37132921-37148204	2.12
NM_001159726	chr6(.):41005456-41017076	0.1934
NM_001010873	chr6(.):41005236-41017076	0.1931
NM_173561	chr6(.):40989639-41011938	0.3305
NM_178174	chr6(.):41112341-41127070	0.1513
NR_026938	chr6(.):41063772-41113573	0.1038
NM_145063	chr6(.):41029530-41045188	1.1153
NM_018965	chr6(.):41121245-41135922	0.1955
NM_002505	chr6(.):41035706-41075146	0.5287
NR_027256	chr6(.):41171291-41190685	0.1894
NM_198153	chr6(.):41191061-41211120	0.214
NR_002794	chr6(.):41212114-41222327	0.2047
NM_024807	chr6(.):41152551-41173925	1.3486
NM_002630	chr6(.):41699448-41720139	0.8044
NM_000322	chr6(.):42659332-42695358	0.2975
NM_003192	chr6(.):42707233-42718884	2.2362
NR_037141	chr6(.):42690313-42700932	0.3096
NM_019096	chr6(.):43583217-43601936	1.0825
NM_001003690	chr6(.):43592278-43613688	1.2798
NM_014628	chr6(.):43598576-43613688	0.7677
NM_001193341	chr6(.):43607766-43643748	0.662
NM_001171629	chr6(.):43732945-43759223	1.5303
NM_001078177	chr6(.):44186362-44206888	1.235
NM_178148	chr6(.):44216837-44230283	1.113
NM_001078174	chr6(.):44182241-44206888	1.1689
NM_020745	chr6(.):44261462-44286063	0.3344
NM_182539	chr6(.):44242896-44270458	0.1621
NM_001137560	chr6(.):44233479-44252182	0.3834
NM_001078175	chr6(.):44186295-44206888	1.2418
NM_004556	chr6(.):44220902-44238525	2.3774
NM_007355	chr6(.):44209848-44226614	1.455
NM_001402	chr6(.):74220472-74235755	1.4844
NM_002043	chr6(.):89962238-90029967	0.4122
NM_182907	chr6(.):106541814-106562811	1.0924
NM_001198	chr6(.):106529194-106562814	1.3901
NM_001259	chr7(.):92229234-92468231	0.4474
NM_001145306	chr7(.):92229234-92470941	0.444
NM_004289	chr7(.):26186846-26231756	0.4807
NM_030796	chr7(.):55533305-55645200	1.1102
NM_017621	chr7(.):102091666-102110321	0.594
NM_182931	chr7(.):104649636-104759532	0.2955
NM_003344	chr7(.):129467994-129597789	0.2305
NM_014149	chr7(.):134863589-134901316	0.1507
NM_194071	chr7(.):137554724-137691846	0.5615
NM_173680	chr7(.):150071405-150100719	0.603
NR_029597	chr7(.):25984538-25994606	1.4039
NM_031243	chr7(.):26224555-26245413	0.7213
NM_016587	chr7(.):26236323-26257976	0.6788
NM_007276	chr7(.):26236098-26257976	0.6719
NM_020979	chr7(.):101923404-101967178	0.8988
NR_036245	chr7(.):101931368-101941453	0.7452
NM_032831	chr7(.):102068995-102102268	1.2387
NM_024653	chr7(.):102031803-102072129	0.8564
NM_001146210	chr7(.):101981191-102001889	0.1152
NM_006234	chr7(.):102108547-102124381	0.3334
NM_152892	chr7(.):102100389-102118612	0.3906
NR_027374	chr7(.):104530074-104572092	0.1967
NR_024586	chr7(.):104645988-104659588	1.7923
NM_018295	chr7(.):134827765-134855967	0.8565
NR_024185	chr7(.):134845531-134860532	1.3729
NM_013400	chr7(.):150060878-150076133	1.1284
NM_014374	chr7(.):150063257-150076133	1.2844
NR_027237	chr7(.):150097839-150114558	1.0689
NM_175571	chr7(.):150142961-150181483	0.1209
NR_034033	chr7(.):150125741-150150228	0.4573
NR_003367	chr8(.):128801778-129118499	0.1369
NM_173683	chr8(.):10748656-11063875	0.2452
NM_001135733	chr8(.):95933199-95966615	0.8817
NM_173685	chr8(.):126099082-126384367	0.4589
NM_005605	chr8(.):22293595-22403637	0.1972
NR_003129	chr8(.):38452692-38463775	0.0908
NM_001135699	chr8(.):101925803-101970221	0.3424
NM_001135700	chr8(.):101925803-101968560	0.3408
NM_145690	chr8(.):101925803-101969357	0.3462
NM_003406	chr8(.):101925803-101970623	0.3411
NM_001135702	chr8(.):101925803-101967799	0.3437
NM_025195	chr8(.):126437562-126455644	1.7932
NR_031609	chr8(.):128803207-128813274	1.2793
NM_015193	chr8(.):143687409-143700833	0.0977
NM_001077527	chr8(.):143733873-143756401	0.1673
NM_005672	chr8(.):143756873-143769145	0.0951
NR_033343	chr8(.):143746725-143769145	0.2052
NM_201378	chr8(.):144984320-145052697	0.496
NM_032789	chr8(.):145046319-145065635	0.6225
NM_000445	chr8(.):144984320-145055913	0.4946
NM_201381	chr8(.):144984320-145023905	0.5212
NM_201382	chr8(.):144984320-145023110	0.5255
NM_201383	chr8(.):144984320-145021692	0.5339
NM_201379	chr8(.):144984320-145033088	0.5542
NM_001009184	chr8(.):145059225-145072583	0.4772
NM_201384	chr8(.):144984320-145018758	0.5597
NR_030383	chr8(.):145014358-145024447	1.0431
NM_201380	chr8(.):144984320-145030044	0.5807
NM_017794	chr9(.):20653308-21000954	0.0768
NM_002919	chr9(.):3242036-3530983	0.1096
NM_134428	chr9(.):3219646-3530983	0.1049
NM_001135920	chr9(.):5624326-5774454	0.1815
NM_020829	chr9(.):5651582-5781556	0.0673
NM_004529	chr9(.):20339967-20627514	0.2703
NM_147133	chr9(.):33285417-33370168	0.3574
NM_002504	chr9(.):33285417-33376155	0.3447
NM_147134	chr9(.):33285417-33353721	0.4312
NM_016734	chr9(.):36833530-37039476	0.2132
NM_006648	chr9(.):95942211-96087854	0.195
NM_015033	chr9(.):132644465-132810473	0.3054
NM_001172415	chr9(.):33247469-33269759	0.3922
NM_001195536	chr9(.):33259876-33287067	0.3185
NM_014471	chr9(.):33235195-33253565	0.132
NM_139235	chr9(.):33456350-33478941	0.8795
NM_004925	chr9(.):33436159-33452590	0.7622
