GENE_ID	locusLine	bin_1_JJN3_jia.bam
NR_001456	chr1(.):45238513-45248584	1.2115
NR_001457	chr1(.):45239061-45249130	1.213
NM_153274	chr1(.):45244256-45258426	0.1469
NM_003738	chr1(.):45282937-45313616	0.1411
NM_001012	chr1(.):45236245-45249412	0.9411
NR_000024	chr1(.):45237163-45247261	1.2052
NR_000015	chr1(.):45236536-45246610	1.2071
NM_001166292	chr1(.):45280515-45313616	0.1366
NM_001262	chr1(.):51429366-51445306	5.9863
NM_078626	chr1(.):51430641-51445309	6.498
NM_001037339	chr1(.):66792792-66845262	0.1028
NR_031664	chr1(.):68644200-68654293	0.3668
NM_001001933	chr1(.):75589118-75632218	0.4731
NM_006769	chr1(.):87789150-87819607	1.1997
NM_001127215	chr1(.):92935317-92954356	2.3348
NM_005263	chr1(.):92935317-92957433	2.03
NM_001127216	chr1(.):92935317-92956628	2.1015
NM_004974	chr1(.):111140775-111153345	0.106
NM_002232	chr1(.):111209309-111222655	2.6938
NM_017709	chr1(.):118143603-118176011	1.4215
NM_152380	chr1(.):119420665-119537179	0.3304
NM_207418	chr1(.):143891451-143918143	1.0796
NM_001002811	chr1(.):144885590-144937032	0.7333
NM_032305	chr1(.):145451235-145475387	1.6448
NM_202004	chr1(.):145408190-145422545	0.1093
NM_006472	chr1(.):145433461-145447628	1.9591
NM_001039888	chr1(.):145465507-145480647	2.2409
NM_003846	chr1(.):145511164-145528732	0.7898
NM_005105	chr1(.):145502637-145516444	1.6243
NM_001184795	chr1(.):145511559-145528732	0.8057
NM_003637	chr1(.):145519989-145548868	0.1129
NR_002328	chr1(.):145504819-145521076	1.5963
NM_001161334	chr1(.):149749244-149788928	0.4481
NM_001034077	chr1(.):149799220-149809616	2.7547
NM_001005464	chr1(.):149807258-149817765	5.6191
NM_001040874	chr1(.):149808784-149819318	5.6182
NM_001123375	chr1(.):149779779-149790236	1.3311
NM_000566	chr1(.):149749249-149769074	0.1583
NM_005850	chr1(.):149890210-149904702	0.9428
NM_016074	chr1(.):149866154-149877348	0.6794
NM_003528	chr1(.):149851009-149863232	4.7671
NM_003517	chr1(.):149853524-149863961	5.5617
NM_175065	chr1(.):149854018-149864466	5.5512
NM_014849	chr1(.):149869871-149894434	0.3755
NM_181873	chr1(.):149895542-149913266	0.9248
NM_001145862	chr1(.):149895542-149913791	0.9022
NR_036461	chr1(.):149816758-149827340	5.6221
NM_001040874	chr1(.):149817627-149828161	5.6189
NM_001005464	chr1(.):149819180-149829687	5.6141
NM_001034077	chr1(.):149827329-149837725	2.7371
NM_016274	chr1(.):150117169-150136825	1.7825
NM_019032	chr1(.):150516897-150538412	4.8676
NM_207046	chr1(.):150589598-150606609	1.444
NM_207047	chr1(.):150590753-150606609	1.5372
NR_036211	chr1(.):150519404-150529490	0.2797
NM_001197320	chr1(.):150542026-150557214	2.8544
NM_001163258	chr1(.):150964300-150985854	1.0807
NM_181746	chr1(.):150932648-150952440	1.7941
NM_003568	chr1(.):150949498-150973114	0.2099
NM_001163260	chr1(.):150964300-150984273	1.1547
NM_001040217	chr1(.):150964300-150984385	1.1496
NM_020239	chr1(.):151018446-151037125	1.5443
NM_138278	chr1(.):151004028-151025076	0.476
NM_006818	chr1(.):151027150-151045973	2.3652
NM_017860	chr1(.):151015258-151028871	0.7303
NM_005620	chr1(.):151999981-152014511	1.5812
NM_002966	chr1(.):151950385-151971714	0.1411
NM_014437	chr1(.):153926587-153945188	2.1564
NM_130898	chr1(.):153935396-153951832	2.5462
NM_181715	chr1(.):153915151-153936043	2.6442
NM_006694	chr1(.):153941744-153955451	1.2828
NM_002870	chr1(.):153949127-153963806	1.6936
NM_014856	chr1(.):153896976-153924154	1.1871
NM_001030	chr1(.):153958238-153969631	0.8419
NM_006556	chr1(.):154892207-154914484	3.1434
NM_005227	chr1(.):155031212-155047029	0.8233
NM_001130041	chr1(.):154929773-154951959	2.9715
NM_001130040	chr1(.):154929773-154948223	3.2479
NM_201398	chr1(.):154950769-154970587	0.3647
NM_015872	chr1(.):154970111-154995999	4.5769
NM_207196	chr1(.):155018761-155040252	1.2691
NM_001184892	chr1(.):154950769-154966488	0.4075
NM_018655	chr1(.):154961061-154971791	0.5229
NM_001143687	chr1(.):155001281-155028406	0.646
NR_024163	chr1(.):154942117-154956725	2.3576
NM_144622	chr1(.):154986002-155011257	0.3773
NM_138300	chr1(.):154924501-154939258	2.9751
NR_036212	chr1(.):154943168-154953259	2.9529
NM_001018017	chr1(.):155153299-155167700	1.6963
NM_198883	chr1(.):155173489-155188624	1.2526
NM_004428	chr1(.):155095348-155112386	1.3151
NM_007112	chr1(.):155160378-155182690	1.8671
NM_001122837	chr1(.):155103287-155116334	1.989
NR_030281	chr1(.):155159967-155170063	2.3187
NM_001005742	chr1(.):155199238-155219653	0.9088
NM_003993	chr1(.):155227658-155248281	1.3802
NM_181871	chr1(.):155254083-155275792	0.0888
NM_198264	chr1(.):155211995-155230274	1.3159
NM_052837	chr1(.):155220771-155237195	0.9648
NM_020897	chr1(.):155242373-155264638	0.8618
NM_001171812	chr1(.):155199238-155216066	1.0757
NM_000157	chr1(.):155199238-155216069	1.0755
NM_000298	chr1(.):155254083-155276225	0.089
NM_006912	chr1(.):155862600-155886177	0.316
NM_001162384	chr1(.):155911629-155953336	2.3201
NM_181885	chr1(.):155906479-155917625	1.9656
NM_004723	chr1(.):155911629-155952966	2.3342
NM_014949	chr1(.):155877835-155909188	0.6499
NR_002974	chr1(.):155884699-155894833	0.1245
NR_003005	chr1(.):155890748-155900877	0.1326
NM_001093725	chr1(.):156036803-156056789	0.2059
NM_003145	chr1(.):155973838-155995758	0.4373
NM_022367	chr1(.):156118321-156152542	0.2653
NM_001193302	chr1(.):156118368-156152542	0.2655
NM_001193301	chr1(.):156114734-156152542	0.2892
NM_005920	chr1(.):156428518-156475529	2.022
NM_004494	chr1(.):156706898-156726543	3.5921
NM_001126051	chr1(.):156706898-156727024	3.5084
NM_001126050	chr1(.):156706898-156727240	3.4727
NM_030980	chr1(.):156687412-156702705	1.2607
NM_001878	chr1(.):156664407-156680375	0.1335
NM_001142560	chr1(.):156693262-156711752	1.6087
NM_145729	chr1(.):156702093-156715923	1.0696
NM_001039711	chr1(.):161085768-161107478	1.3281
NM_016406	chr1(.):161118533-161133646	1.8241
NM_004550	chr1(.):161164104-161189184	0.6815
NM_000309	chr1(.):161131180-161146010	0.631
NM_001643	chr1(.):161187082-161198418	0.9753
NM_001185094	chr1(.):161082907-161095984	0.8136
NM_003779	chr1(.):161136100-161152314	1.0551
NM_012475	chr1(.):161124253-161140516	1.4832
NM_001039712	chr1(.):161085768-161107256	1.3408
NM_005600	chr1(.):161082861-161095984	0.8111
NM_001185093	chr1(.):161082906-161095984	0.8135
NM_032174	chr1(.):161190832-161205407	0.6885
NM_001166159	chr1(.):161166936-161189184	0.7534
NM_005099	chr1(.):161154537-161173845	1.2853
NM_004106	chr1(.):161180086-161194038	0.4076
NM_198053	chr1(.):167394876-167492847	0.5458
NM_003851	chr1(.):167505250-167528056	1.8422
NM_001146191	chr1(.):167686186-167766156	0.2549
NM_021133	chr1(.):182537771-182561108	0.244
NM_002928	chr1(.):182562757-182578548	1.1249
NM_001102450	chr1(.):182610791-182647067	0.104
NR_036490	chr1(.):182579274-182590764	3.1602
NM_002927	chr1(.):192600281-192634389	0.1604
NM_002922	chr1(.):192539856-192554159	0.8442
NM_017596	chr1(.):200933519-200997828	0.8083
NR_034150	chr1(.):203262885-203279453	3.5951
NM_006763	chr1(.):203269663-203283729	3.2931
NM_002023	chr1(.):203304751-203325289	0.0926
NR_027022	chr1(.):204332557-204343847	0.077
NM_032833	chr1(.):204367491-204385944	1.078
NM_014858	chr1(.):205192037-205247471	0.3908
NM_001123168	chr1(.):206133910-206160074	1.0898
NM_006893	chr1(.):206759973-206790904	0.1929
NM_182665	chr1(.):206725491-206767616	1.2887
NR_026817	chr1(.):207986723-208000941	0.6288
NM_001025109	chr1(.):208054882-208089683	0.0888
NM_033445	chr1(.):228640064-228650560	0.0593
NM_001010858	chr1(.):228670067-228688889	2.578
NM_175055	chr1(.):228640807-228651259	0.0586
NR_002834	chr1(.):228775656-228793159	1.3564
NM_002245	chr1(.):233744749-233813258	1.0287
NM_182972	chr1(.):234735014-234750271	5.9204
NR_033927	chr1(.):234760056-234775526	0.052
NM_018557	chr2(.):140983995-142894270	0.0477
NM_018968	chr2(.):941553-1376384	0.0399
NM_134421	chr2(.):10438825-10572743	0.2306
NM_002149	chr2(.):10438039-10572743	0.2297
NM_138394	chr2(.):38785327-38835178	0.3512
NR_015395	chr2(.):112119590-112257692	0.4348
NR_024373	chr2(.):112181885-112257692	0.7435
NM_001037131	chr2(.):236397735-237039120	0.0501
NM_175722	chr2(.):1413179-1551499	0.0767
NM_175719	chr2(.):1412232-1551499	0.0765
NM_145693	chr2(.):11881739-11972533	0.5078
NM_017877	chr2(.):26982141-27009099	0.7395
NM_170672	chr2(.):33656415-33794798	0.2717
NM_019024	chr2(.):37203152-37316485	0.0842
NM_005633	chr2(.):39203689-39352604	0.1905
NM_001083953	chr2(.):43452974-43828113	0.246
NM_022065	chr2(.):43452974-43828185	0.246
NM_178313	chr2(.):54780530-54894445	0.3572
NM_003128	chr2(.):54678453-54903583	0.2432
NM_022893	chr2(.):60679328-60785633	0.2878
NM_018014	chr2(.):60673301-60785633	0.3471
NM_014755	chr2(.):64853754-64886046	0.9485
NR_036586	chr2(.):65123973-65164581	0.1576
NM_002398	chr2(.):66657531-66804891	0.1581
NM_144579	chr2(.):73164164-73303965	0.0926
NM_003896	chr2(.):86061270-86121157	0.5861
NR_024204	chr2(.):87749973-87826030	0.7703
NM_004027	chr2(.):99056320-99212496	0.2991
NM_001566	chr2(.):99056320-99203284	0.3151
NM_003581	chr2(.):106356519-106515730	0.2305
NM_001142807	chr2(.):111485149-111880799	0.1548
NM_005721	chr2(.):114642536-114721167	0.3817
NM_001171653	chr2(.):145136941-145282958	0.3032
NR_024415	chr2(.):192537797-192558248	1.0497
NM_001031716	chr2(.):192537860-192558248	1.0527
NM_004226	chr2(.):196993306-197041336	0.3176
NM_001228	chr2(.):202093165-202157434	0.5484
NM_003879	chr2(.):201975889-202034003	1.3287
NM_001127184	chr2(.):201975815-202011323	2.0438
NM_173822	chr2(.):201833440-201941392	0.1335
NM_033358	chr2(.):202093165-202151638	0.5978
NM_001167608	chr2(.):227695670-227868923	0.1213
NM_005737	chr2(.):235396685-235410693	0.8485
NM_001137551	chr2(.):238595806-238695290	0.3856
NM_001137550	chr2(.):238531223-238695290	0.2534
NM_017844	chr2(.):241413838-241502405	0.203
NM_001195381	chr2(.):241539824-241575676	0.0574
NM_003108	chr2(.):5827798-5846517	0.5915
NM_002166	chr2(.):8817112-8829583	1.3309
NM_198256	chr2(.):11579500-11611297	0.2987
NM_033090	chr2(.):11677850-11737272	0.061
NM_014668	chr2(.):11669241-11787912	0.0509
NM_148903	chr2(.):11675079-11733355	0.0623
NM_002997	chr2(.):20395557-20429927	0.8162
NM_001006946	chr2(.):20395557-20430194	0.8106
NM_001809	chr2(.):27003881-27022455	0.4809
NM_001042426	chr2(.):27003882-27022455	0.4809
NM_015376	chr2(.):33733941-33794798	0.0739
NM_001139488	chr2(.):33696320-33794798	0.3519
NM_174931	chr2(.):37306593-37328738	0.4162
NM_006887	chr2(.):43444540-43458745	4.0499
NR_027251	chr2(.):43449349-43460994	3.8488
NM_022055	chr2(.):47742914-47802470	0.2485
NR_002229	chr2(.):54751358-54761978	0.3486
NR_034023	chr2(.):64829445-64848616	0.1964
NM_001193493	chr2(.):65210578-65256000	0.4877
NM_003038	chr2(.):65211494-65256000	0.4967
NM_173545	chr2(.):68689690-68812294	0.0951
NM_001024680	chr2(.):68684504-68699390	0.5196
NM_014882	chr2(.):68996932-69058957	0.1068
NM_001166277	chr2(.):68956912-69058957	0.0976
NM_015470	chr2(.):73295509-73345146	0.3782
NM_006636	chr2(.):74420689-74447424	0.7551
NM_212552	chr2(.):74357527-74380039	0.1397
NM_018221	chr2(.):74378210-74410995	0.2319
NM_001042437	chr2(.):86061271-86099793	0.4255
NR_026984	chr2(.):86242338-86255991	0.0581
NR_026875	chr2(.):97158382-97178846	0.0904
NM_212481	chr2(.):97197463-97223371	1.2601
NM_001004720	chr2(.):106463203-106515730	0.0418
NM_001144013	chr2(.):107016135-107089801	0.0535
NM_006538	chr2(.):111873490-111931022	0.4452
NM_207002	chr2(.):111873490-111891423	1.1265
NM_003467	chr2(.):136866918-136880725	1.2822
NM_001008540	chr2(.):136866918-136878813	1.4799
NR_033258	chr2(.):145263951-145282958	1.6227
NM_004288	chr2(.):158266130-158305604	0.491
NM_139266	chr2(.):191835262-191883976	0.6452
NM_007315	chr2(.):191828761-191883976	0.5766
NM_002491	chr2(.):201931461-201955473	0.3363
NM_001127183	chr2(.):201978386-202033841	1.3899
NM_033356	chr2(.):202120222-202157434	0.6309
NM_001080125	chr2(.):202117753-202157434	0.6277
NM_006139	chr2(.):204566197-204607557	0.5499
NM_182642	chr2(.):219259813-219274148	1.3702
NM_198559	chr2(.):219216578-219237817	0.0461
NM_021198	chr2(.):219259477-219275664	1.2185
NM_000578	chr2(.):219241751-219266617	0.6998
NR_029500	chr2(.):219262368-219272445	1.3976
NM_007127	chr2(.):219278837-219319248	0.0408
NM_017431	chr2(.):219682105-219701512	0.0461
NM_025216	chr2(.):219740254-219763651	2.0295
NM_006522	chr2(.):219719545-219743954	0.1376
NM_005544	chr2(.):227591032-227668506	0.4433
NM_005683	chr2(.):231767042-231794941	0.6737
NM_001099285	chr2(.):232568234-232583250	2.9546
NR_036052	chr2(.):232573023-232583105	1.7612
NM_004735	chr2(.):238595806-238679558	0.4492
NM_023083	chr2(.):241521132-241543526	0.5057
NM_001033575	chr2(.):241494470-241508431	2.6429
NM_018226	chr2(.):241503103-241523143	1.3517
NM_003549	chr3(.):50325261-50341899	0.538
NM_014674	chr3(.):5224358-5266650	0.7363
NM_015576	chr3(.):55537335-56507391	0.1396
NM_002841	chr3(.):61542242-62285573	0.1123
NM_002941	chr3(.):78641387-79822059	0.0931
NM_003571	chr3(.):133113789-133199056	0.2792
NM_207294	chr3(.):152012193-152188569	0.1835
NM_021038	chr3(.):151980828-152188568	0.3464
NM_001135095	chr3(.):171753343-172123492	0.1766
NM_022763	chr3(.):171752417-172123492	0.1766
NM_181361	chr3(.):178249223-178567217	0.2353
NM_001168272	chr3(.):4530031-4894524	0.194
NM_001134382	chr3(.):12933718-13119617	0.5385
NM_024923	chr3(.):13352736-13466809	0.4427
NM_014869	chr3(.):12933718-13013960	0.083
NM_015150	chr3(.):16352351-16560222	0.114
NM_001144382	chr3(.):16921451-17137098	0.0879
NM_003884	chr3(.):20076523-20200896	0.1917
NM_182666	chr3(.):23842438-23937807	0.3799
NM_001128615	chr3(.):56756445-57118336	0.2288
NM_015541	chr3(.):66424220-66555845	0.1898
NM_007114	chr3(.):69063977-69106484	0.171
NM_198159	chr3(.):69783585-70022488	0.1296
NM_006722	chr3(.):69807961-70022488	0.0957
NM_001184967	chr3(.):69807706-70022488	0.0957
NM_001126128	chr3(.):71815805-71839357	0.7357
NM_133631	chr3(.):78641387-79073609	0.1297
NM_182644	chr3(.):89151673-89454495	0.0969
NM_005233	chr3(.):89151673-89536284	0.0866
NM_000097	chr3(.):98293289-98317455	0.3243
NM_002213	chr3(.):124476794-124611144	0.4315
NM_001001487	chr3(.):130608433-130740555	0.1842
NM_001199181	chr3(.):130564368-130727046	0.3062
NM_001199180	chr3(.):130564368-130740555	0.2883
NM_001199179	chr3(.):130607834-130727046	0.1966
NM_001001485	chr3(.):130607858-130740555	0.184
NM_001199184	chr3(.):130607904-130727046	0.1966
NM_014382	chr3(.):130608291-130727046	0.1968
NM_001080412	chr3(.):141038054-141173632	0.9899
NM_173653	chr3(.):142979063-143572373	0.1409
NM_016275	chr3(.):150316065-150353234	0.9096
NM_005067	chr3(.):150453909-150486263	0.9541
NM_001193283	chr3(.):156539147-156648045	0.196
NM_001004316	chr3(.):156539095-156768918	0.1352
NM_016625	chr3(.):157822891-158267576	0.1236
NM_139245	chr3(.):160468995-160793817	0.1838
NM_024665	chr3(.):176733541-176920048	0.4693
NM_005832	chr3(.):178271617-178567217	0.2056
NR_034062	chr3(.):187415153-187455203	0.0569
NM_001114979	chr3(.):189344215-189604284	0.1784
NM_003722	chr3(.):189344215-189620068	0.1757
NM_001647	chr3(.):195290572-195316076	0.0985
NM_003670	chr3(.):5016096-5031865	4.4105
NR_027694	chr3(.):20016452-20058765	0.0381
NM_001295	chr3(.):46238199-46254832	1.485
NM_001837	chr3(.):46278871-46313197	0.0412
NM_006764	chr3(.):50320162-50335026	0.4293
NM_153282	chr3(.):50332319-50346004	0.2307
NM_153281	chr3(.):50332319-50354812	0.1615
NM_007275	chr3(.):50357340-50370668	0.8529
NM_012191	chr3(.):50328832-50341712	0.6594
NM_003773	chr3(.):50350220-50365281	0.6504
NM_006545	chr3(.):50379918-50393486	0.463
NM_007182	chr3(.):50362216-50383367	1.0082
NM_007022	chr3(.):50383296-50396496	0.521
NM_007024	chr3(.):50387179-50401939	0.6317
NM_015896	chr3(.):50373536-50388156	1.4
NM_170712	chr3(.):50362216-50380664	1.1385
NM_170713	chr3(.):50362216-50379895	1.1856
NM_003392	chr3(.):55494742-55526331	0.7164
NR_024615	chr3(.):55686242-55698497	1.395
NM_001128616	chr3(.):56756445-56814745	0.4081
NM_019555	chr3(.):56756445-56840995	0.6734
NM_198195	chr3(.):69098880-69134524	1.1877
NM_006407	chr3(.):69129089-69160239	1.7959
NM_198271	chr3(.):69151038-69176746	0.0728
NR_036087	chr3(.):69093108-69103186	0.5154
NM_001134650	chr3(.):71723439-71783269	0.1629
NM_001134649	chr3(.):71723439-71808532	0.1806
NM_173359	chr3(.):71723439-71808924	0.18
NM_018971	chr3(.):71798200-71809328	0.431
NM_001040199	chr3(.):98229316-98246910	0.6717
NM_005290	chr3(.):98245877-98256960	0.0751
NM_006100	chr3(.):98446571-98518236	0.7011
NM_022135	chr3(.):119355907-119384404	0.5384
NM_005694	chr3(.):119383371-119401243	0.574
NM_015900	chr3(.):119311721-119353658	0.0974
NM_020187	chr3(.):128992683-129029135	0.4685
NM_001006109	chr3(.):128992816-129029135	0.4699
NM_006026	chr3(.):129028613-129040120	2.2222
NR_026991	chr3(.):129030113-129048412	1.3131
NM_002899	chr3(.):139231275-139263671	0.614
NM_001130992	chr3(.):139240246-139263671	0.8256
NM_001130993	chr3(.):139239626-139263671	0.8051
NM_173552	chr3(.):143685639-143716210	0.7919
NM_001134470	chr3(.):143687166-143716210	0.8296
NM_021105	chr3(.):146227966-146267628	0.4442
NM_020359	chr3(.):146146081-146218722	0.063
NM_014779	chr3(.):150121787-150182615	0.4847
NM_032025	chr3(.):150259573-150308803	0.366
NR_027037	chr3(.):151975404-151992415	1.9828
NR_027954	chr3(.):156385959-156398502	1.7092
NM_001184718	chr3(.):156389452-156429557	0.6722
NM_001184717	chr3(.):156387714-156429557	0.6476
NM_015508	chr3(.):156387204-156429557	0.6411
NR_003284	chr3(.):156522059-156534810	1.7976
NR_034008	chr3(.):156802669-156823924	2.2792
NR_034007	chr3(.):156794455-156845791	1.036
NM_020307	chr3(.):156860585-156883482	1.499
NM_006884	chr3(.):157808799-157828952	0.9968
NM_001004312	chr3(.):187411046-187425345	0.0452
NM_001706	chr3(.):187434164-187468513	0.5801
NM_001134738	chr3(.):187434164-187457695	0.1207
NM_001130845	chr3(.):187434164-187459285	0.2076
NM_006241	chr3(.):195236220-195275224	0.461
NM_198565	chr3(.):196361655-196393874	0.4824
NM_018401	chr4(.):5048526-5507725	0.0615
NM_144571	chr4(.):78629540-78745544	0.2475
NM_198281	chr4(.):90160428-90234161	0.6694
NM_003728	chr4(.):96078655-96475361	0.1147
NM_001102406	chr4(.):113213498-113368764	0.0619
NM_020972	chr4(.):2266323-2425370	0.2053
NM_001172657	chr4(.):2326979-2425370	0.3004
NM_001172660	chr4(.):2325305-2371604	0.0449
NM_001172658	chr4(.):2325305-2425370	0.2961
NM_001134647	chr4(.):7755439-7946653	0.0875
NM_004310	chr4(.):40193526-40251281	0.4103
NM_004439	chr4(.):66180280-66540653	0.0986
NM_001136570	chr4(.):77167852-77209929	0.0575
NM_198892	chr4(.):79692531-79838341	0.2919
NM_001166693	chr4(.):87851153-88067206	0.2025
NM_005723	chr4(.):99386517-99584812	0.0932
NM_002039	chr4(.):144252982-144400718	0.242
NM_001003688	chr4(.):146398956-146485325	0.3462
NM_005900	chr4(.):146397950-146485325	0.3426
NM_016205	chr4(.):157677762-157897546	0.1203
NM_012464	chr4(.):166789409-167029993	0.151
NM_002199	chr4(.):185303875-185400726	0.8414
NM_001193282	chr4(.):2415700-2469690	0.3266
NM_018659	chr4(.):5011313-5026197	0.0782
NR_026892	chr4(.):7750816-7785654	0.454
NM_001189	chr4(.):13537453-13551114	1.1164
NR_015450	chr4(.):13542699-13554448	1.3191
NR_034054	chr4(.):13522942-13538041	0.0881
NM_003943	chr4(.):77222676-77237283	1.2245
NM_020236	chr4(.):78778804-78878944	0.1391
NM_017593	chr4(.):79692531-79805594	0.3632
NM_144645	chr4(.):87792357-87818575	0.0627
NM_183049	chr4(.):91754641-91765269	0.0475
NM_025212	chr4(.):105388342-105417467	1.0682
NM_018569	chr4(.):113147894-113196211	0.2275
NM_052864	chr4(.):113191781-113212059	1.5091
NM_005429	chr4(.):177599690-177718895	0.1938
NM_030955	chr5(.):33522286-33897124	0.1119
NM_002372	chr5(.):109020155-109208429	0.1674
NM_015071	chr5(.):142145291-142613572	0.1739
NM_138348	chr5(.):14659782-14704842	0.6672
NM_001131005	chr5(.):88009057-88204922	0.163
NM_002397	chr5(.):88009057-88184283	0.1328
NM_020731	chr5(.):299290-443405	1.0335
NM_178569	chr5(.):2747261-2760511	0.3055
NM_024091	chr5(.):7854271-7874150	1.2969
NM_001164440	chr5(.):10559434-10662928	0.6908
NM_016279	chr5(.):26875708-27043689	0.3235
NM_133433	chr5(.):36871860-37070921	0.2783
NM_024669	chr5(.):55390506-55534186	0.4699
NM_001992	chr5(.):76006867-76036595	0.6731
NR_027435	chr5(.):90671163-90721532	0.4754
NM_012081	chr5(.):95215801-95302775	0.4889
NM_001077654	chr5(.):118599417-118735294	0.3392
NM_001038702	chr5(.):130594701-130735382	0.2229
NM_003060	chr5(.):131700400-131736306	0.0948
NM_013983	chr5(.):139221363-139427884	0.1594
NM_001020825	chr5(.):142652495-142788254	0.3563
NM_001018076	chr5(.):142652495-142789045	0.3545
NM_001018075	chr5(.):142652495-142820077	0.2959
NM_004045	chr5(.):151117382-151143210	0.9521
NM_025153	chr5(.):159985126-160284219	0.0762
NM_005990	chr5(.):171464073-171620346	0.2265
NM_003714	chr5(.):172736725-172761506	1.8458
NM_001167579	chr5(.):176806431-176822514	0.1099
NM_022455	chr5(.):176555832-176732214	0.2697
NM_172349	chr5(.):176555079-176732214	0.2691
NM_173465	chr5(.):177659616-178022556	0.1866
NM_002406	chr5(.):180212540-180235048	1.0715
NM_001114619	chr5(.):180212540-180235902	1.0901
NM_001114618	chr5(.):180212540-180241817	1.7812
NM_001114617	chr5(.):180212540-180242137	1.764
