GENE_ID	locusLine	bin_1_MM9_jia.bam
NM_001040874	chr1(.):149808784-149819318	1.1025
NM_001123375	chr1(.):149779779-149790236	0.4417
NM_005850	chr1(.):149890210-149904702	0.2831
NM_016074	chr1(.):149866154-149877348	0.156
NM_003528	chr1(.):149851009-149863232	1.3564
NM_003517	chr1(.):149853524-149863961	1.5671
NM_175065	chr1(.):149854018-149864466	1.5627
NM_014849	chr1(.):149869871-149894434	0.1146
NM_181873	chr1(.):149895542-149913266	0.2861
NM_001145862	chr1(.):149895542-149913791	0.2813
NR_036461	chr1(.):149816758-149827340	1.0842
NM_001040874	chr1(.):149817627-149828161	1.0714
NM_001005464	chr1(.):149819180-149829687	1.0683
NM_001034077	chr1(.):149827329-149837725	0.5739
NM_030920	chr1(.):150185716-150213504	0.4216
NM_001136479	chr1(.):150185716-150212026	0.4367
NM_012113	chr1(.):150225217-150242480	0.2317
NM_024579	chr1(.):150240182-150258335	0.2058
NM_144697	chr1(.):150250228-150264501	0.0893
NM_016022	chr1(.):150232798-150246532	0.2635
NM_019032	chr1(.):150516897-150538412	0.822
NM_207046	chr1(.):150589598-150606609	0.6662
NR_036211	chr1(.):150519404-150529490	0.1937
NM_001197320	chr1(.):150542026-150557214	1.3274
NM_001163258	chr1(.):150964300-150985854	0.5553
NM_181746	chr1(.):150932648-150952440	0.4407
NM_003568	chr1(.):150949498-150973114	0.1821
NM_001163260	chr1(.):150964300-150984273	0.5818
NM_001040217	chr1(.):150964300-150984385	0.5807
NM_138278	chr1(.):151004028-151025076	0.1737
NM_017860	chr1(.):151015258-151028871	0.239
NM_020452	chr1(.):154295275-154328780	0.3442
NM_001005855	chr1(.):154293035-154315322	0.4556
NM_080429	chr1(.):154288591-154302801	0.5967
NM_017582	chr1(.):154516050-154536120	0.189
NM_001193495	chr1(.):154549533-154583776	0.3332
NM_001111	chr1(.):154549533-154585724	0.3239
NM_001025107	chr1(.):154549533-154605456	0.2974
NM_000748	chr1(.):154535256-154557353	0.0739
NM_006556	chr1(.):154892207-154914484	0.5589
NM_001130041	chr1(.):154929773-154951959	0.6816
NM_001130040	chr1(.):154929773-154948223	0.7022
NM_201398	chr1(.):154950769-154970587	0.1819
NM_015872	chr1(.):154970111-154995999	0.5112
NM_207196	chr1(.):155018761-155040252	0.1532
NM_018655	chr1(.):154961061-154971791	0.1748
NM_001143687	chr1(.):155001281-155028406	0.0977
NR_024163	chr1(.):154942117-154956725	0.8449
NM_144622	chr1(.):154986002-155011257	0.1466
NM_138300	chr1(.):154924501-154939258	0.4733
NR_036212	chr1(.):154943168-154953259	1.0615
NM_001162384	chr1(.):155911629-155953336	0.5257
NM_181885	chr1(.):155906479-155917625	0.3158
NM_004723	chr1(.):155911629-155952966	0.5211
NM_014949	chr1(.):155877835-155909188	0.2212
NR_002974	chr1(.):155884699-155894833	0.1277
NR_003005	chr1(.):155890748-155900877	0.1164
NM_003145	chr1(.):155973838-155995758	0.1996
NM_005920	chr1(.):156428518-156475529	0.568
NM_004494	chr1(.):156706898-156726543	0.5386
NM_001126051	chr1(.):156706898-156727024	0.5284
NM_001126050	chr1(.):156706898-156727240	0.5237
NM_030980	chr1(.):156687412-156702705	0.3407
NM_001878	chr1(.):156664407-156680375	0.0649
NM_001142560	chr1(.):156693262-156711752	0.3956
NM_145729	chr1(.):156702093-156715923	0.2478
NM_031281	chr1(.):157478166-157527310	0.4957
NM_052938	chr1(.):157759193-157794940	0.2826
NM_030764	chr1(.):157710522-157751922	0.3563
NM_004833	chr1(.):159027274-159051647	0.5619
NM_003564	chr1(.):159882902-159900284	0.5189
NM_012337	chr1(.):159837153-159874906	0.0707
NM_001146172	chr1(.):159916281-159929044	0.0567
NM_015726	chr1(.):160180504-160237350	0.2818
NM_001193644	chr1(.):160241598-160259941	0.1254
NR_028106	chr1(.):160204011-160237277	0.3736
NR_028105	chr1(.):160204011-160237318	0.3731
NR_028104	chr1(.):160180504-160237318	0.2819
NM_001778	chr1(.):160643535-160686585	0.3324
NM_021181	chr1(.):160704076-160729601	0.4708
NM_001033667	chr1(.):160760927-160777483	0.1358
NM_022100	chr1(.):174977093-174997591	0.1946
NR_033186	chr1(.):178506930-178523024	0.213
NM_015602	chr1(.):179846419-179894211	0.2912
NM_003292	chr1(.):186275785-186349457	0.1787
NM_022375	chr1(.):186364703-186375587	0.263
NM_022576	chr1(.):186407714-186422856	0.1048
NM_002597	chr1(.):186407714-186435239	0.1707
NM_001195216	chr1(.):197698138-197749623	0.3322
NR_034150	chr1(.):203262885-203279453	1.119
NM_003465	chr1(.):203180206-203203860	0.0499
NM_006763	chr1(.):203269663-203283729	0.9957
NM_002023	chr1(.):203304751-203325289	0.0716
NR_027022	chr1(.):204332557-204343847	0.0776
NM_002646	chr1(.):204386757-204464474	0.2269
NM_032833	chr1(.):204367491-204385944	0.8759
NM_002393	chr1(.):204480510-204532248	0.5268
NM_014858	chr1(.):205192037-205247471	0.3545
NM_018203	chr1(.):205300647-205331039	0.2394
NM_030952	chr1(.):205266190-205295883	0.6821
NM_001973	chr1(.):205580234-205607000	0.4984
NM_021795	chr1(.):205583395-205607000	0.5394
NM_033102	chr1(.):205621980-205654630	0.0902
NM_001123168	chr1(.):206133910-206160074	0.2865
NM_001007544	chr1(.):206233871-206293647	0.3933
NM_148964	chr1(.):206312458-206337104	0.0766
NM_006893	chr1(.):206759973-206790904	0.1311
NM_182665	chr1(.):206725491-206767616	0.309
NR_026817	chr1(.):207986723-208000941	1.1712
NR_029832	chr1(.):207970196-207980284	0.2079
NR_029518	chr1(.):207970787-207980868	0.2254
NM_001618	chr1(.):226543391-226600801	0.3588
NM_181441	chr1(.):228289379-228302013	0.5385
NR_037415	chr1(.):228279963-228290042	0.1554
NM_001024227	chr1(.):228265850-228291913	0.5812
NM_001024226	chr1(.):228265360-228291913	0.5712
NM_024319	chr1(.):228283427-228296022	0.2541
NM_033445	chr1(.):228640064-228650560	0.0988
NM_001010858	chr1(.):228670067-228688889	0.5529
NM_175055	chr1(.):228640807-228651259	0.0997
NM_182972	chr1(.):234735014-234750271	1.4291
NR_033927	chr1(.):234760056-234775526	0.0538
NM_031844	chr1(.):245008601-245032827	0.5842
NM_198076	chr1(.):244993638-245013359	0.5205
NR_026778	chr1(.):244998939-245015243	0.2693
NM_030797	chr2(.):16725729-16852134	0.237
NM_134421	chr2(.):10438825-10572743	0.2337
NM_002149	chr2(.):10438039-10572743	0.2332
NM_014600	chr2(.):31451879-31496260	0.3529
NM_020458	chr2(.):47163312-47308275	0.3912
NR_033872	chr2(.):70184394-70319147	0.345
NM_017567	chr2(.):71290407-71310998	0.5295
NM_015348	chr2(.):98367800-98617354	0.1828
NM_014900	chr2(.):165536257-165702928	0.293
NM_013450	chr2(.):160170489-160478059	0.163
NM_012290	chr2(.):171842332-172022410	0.2134
NM_001136554	chr2(.):171842332-172092824	0.1855
NM_152520	chr2(.):180301710-180731232	0.1578
NM_005235	chr2(.):212235441-213408352	0.1609
NM_003590	chr2(.):225329868-225455110	0.2489
NM_015488	chr2(.):219130114-219216516	0.1933
NM_022152	chr2(.):219133916-219162280	0.4235
NM_001012514	chr2(.):231724620-231748963	0.4735
NM_005336	chr2(.):242161678-242260254	0.2933
NM_145693	chr2(.):11881739-11972533	0.2491
NM_183360	chr2(.):25595111-25901503	0.1853
NM_170672	chr2(.):33656415-33794798	0.3778
NM_005813	chr2(.):37472645-37549222	0.2394
NM_006449	chr2(.):37865742-37904326	0.4175
NM_001112801	chr2(.):40334285-40662444	0.2101
NM_001112802	chr2(.):40334285-40744575	0.1869
NM_012249	chr2(.):46764866-46816827	0.8446
NM_001190274	chr2(.):48029058-48137932	0.3625
NM_025133	chr2(.):48029058-48120858	0.2417
NM_001163561	chr2(.):47309129-47387517	0.0969
NM_178313	chr2(.):54780530-54894445	0.4095
NM_003128	chr2(.):54678453-54903583	0.2772
NM_001039753	chr2(.):54947148-55204156	0.2732
NM_001122964	chr2(.):55770513-55849796	0.2198
NM_022893	chr2(.):60679328-60785633	0.456
NM_018014	chr2(.):60673301-60785633	0.4816
NR_033980	chr2(.):61069894-61113449	0.3758
NM_020651	chr2(.):64314785-64376605	0.4297
NM_014755	chr2(.):64853754-64886046	0.7715
NR_036586	chr2(.):65123973-65164581	0.4913
NM_006857	chr2(.):70116089-70137349	0.2376
NM_017880	chr2(.):70372016-70423151	0.2211
NM_001198954	chr2(.):86725552-86953245	0.1418
NM_004836	chr2(.):88851258-88932094	0.5247
NM_144563	chr2(.):88986175-89055452	0.2902
NM_004027	chr2(.):99056320-99212496	0.4009
NM_001566	chr2(.):99056320-99203284	0.4199
NM_002410	chr2(.):135006829-135211468	0.2861
NM_016836	chr2(.):161123661-161355318	0.3404
NM_024770	chr2(.):172168912-172296312	0.3314
NM_001077269	chr2(.):175419301-175552627	0.3114
NM_006164	chr2(.):178090032-178134859	0.3904
NM_001145413	chr2(.):178090032-178133617	0.399
NM_017694	chr2(.):191268080-191372041	0.3695
NM_014905	chr2(.):191740546-191834776	0.2652
NM_004226	chr2(.):196993306-197041336	0.3724
NM_153697	chr2(.):197959194-198180521	0.3844
NM_001195144	chr2(.):197846385-198180521	0.295
NM_001228	chr2(.):202093165-202157434	0.3778
NM_003879	chr2(.):201975889-202034003	0.6334
NM_001127184	chr2(.):201975815-202011323	0.8397
NM_001162407	chr2(.):201712731-201734284	0.5328
NM_004071	chr2(.):201712731-201734467	0.5293
NM_173822	chr2(.):201833440-201941392	0.1488
NM_033358	chr2(.):202093165-202151638	0.4076
NM_003709	chr2(.):207940528-208035614	0.3059
NM_004379	chr2(.):208389615-208475284	0.249
NM_152519	chr2(.):210880434-211041051	0.159
NM_014689	chr2(.):225624806-225912330	0.1837
NM_001167608	chr2(.):227695670-227868923	0.3194
NM_001080391	chr2(.):231275870-231415317	0.1931
NM_003113	chr2(.):231275870-231386244	0.2237
NM_001137551	chr2(.):238595806-238695290	0.2133
NM_001137550	chr2(.):238531223-238695290	0.1687
NM_014808	chr2(.):242290663-242439256	0.1439
NM_003183	chr2(.):9624410-9700917	0.2759
NM_002997	chr2(.):20395557-20429927	0.8172
NM_001006946	chr2(.):20395557-20430194	0.8123
NR_034113	chr2(.):25189980-25267563	0.1604
NM_001198559	chr2(.):25161504-25199963	0.2968
NM_016061	chr2(.):30364749-30388399	0.5558
NM_001145122	chr2(.):31390921-31445411	0.1737
NM_015376	chr2(.):33733941-33794798	0.2494
NM_001139488	chr2(.):33696320-33794798	0.4865
NM_012413	chr2(.):37566752-37605465	0.3892
NM_138370	chr2(.):42270160-42290668	0.0486
NM_148962	chr2(.):42984638-42996401	0.1549
NM_012205	chr2(.):42989228-43024751	0.2555
NM_006887	chr2(.):43444540-43458745	1.2521
NR_027251	chr2(.):43449349-43460994	1.0928
NM_080653	chr2(.):46733985-46752096	0.1041
NM_173074	chr2(.):46803412-46849251	0.319
NM_014171	chr2(.):46839324-46857881	0.359
NM_001171507	chr2(.):47124008-47148251	0.3112
NM_001171506	chr2(.):47124008-47148007	0.3128
NM_001171508	chr2(.):47124008-47173994	0.4181
NM_001743	chr2(.):47382220-47408740	0.6059
NR_002229	chr2(.):54751358-54761978	0.2266
NM_207521	chr2(.):55194326-55281326	0.4056
NM_207520	chr2(.):55194326-55282734	0.4077
NM_007008	chr2(.):55194326-55242470	0.4123
NM_002908	chr2(.):61103751-61155178	0.354
NR_033837	chr2(.):64407212-64437619	0.2956
NR_034023	chr2(.):64829445-64848616	0.185
NM_017657	chr2(.):64746438-64825138	0.3055
NM_001193493	chr2(.):65210578-65256000	0.4033
NM_003038	chr2(.):65211494-65256000	0.4097
NM_015147	chr2(.):65278494-65319142	0.2509
NM_014882	chr2(.):68996932-69058957	0.2536
NM_001166277	chr2(.):68956912-69058957	0.2764
NM_152792	chr2(.):70182223-70194397	0.0875
NM_002357	chr2(.):70137202-70175076	0.4428
NM_006196	chr2(.):70309584-70321334	2.2788
NR_024444	chr2(.):70346167-70357448	1.0768
NR_002185	chr2(.):71246204-71262060	0.073
NM_021103	chr2(.):85127762-85138799	0.2594
NM_020122	chr2(.):85193230-85291595	0.2035
NM_015425	chr2(.):86248450-86338278	0.2647
NR_026984	chr2(.):86242338-86255991	0.2401
NM_001198951	chr2(.):86825515-86856000	0.3771
NM_001198952	chr2(.):86838539-86856000	0.5846
NR_015424	chr2(.):89060418-89111109	0.2113
NM_002101	chr2(.):127408683-127459246	0.3433
NM_001006622	chr2(.):128515059-128573761	0.2361
NM_004805	chr2(.):128598839-128620729	0.1664
NM_003467	chr2(.):136866918-136880725	0.588
NM_001008540	chr2(.):136866918-136878813	0.6636
NM_006186	chr2(.):157175943-157194287	0.5635
NM_004288	chr2(.):158266130-158305604	0.5072
NM_000210	chr2(.):173287313-173376181	0.4498
NM_002610	chr2(.):173415778-173468862	0.5306
NM_001172712	chr2(.):174766186-174835430	0.2827
NM_001017371	chr2(.):174766186-174833947	0.2875
NM_003387	chr2(.):175419301-175504307	0.4033
NR_036075	chr2(.):178115672-178125738	0.2036
NM_194247	chr2(.):178072421-178093685	0.6299
NR_031659	chr2(.):180720562-180730635	0.7085
NM_000885	chr2(.):182316618-182407468	0.2624
NM_002156	chr2(.):198346307-198369640	0.5511
NM_001100819	chr2(.):198375770-198422515	0.1784
NM_025147	chr2(.):198313230-198344851	0.2587
NM_199482	chr2(.):198375319-198422515	0.1775
NM_002157	chr2(.):198359720-198373187	0.8468
NM_199440	chr2(.):198346307-198369998	0.545
NM_001142355	chr2(.):201749049-201773655	0.2525
NM_130906	chr2(.):201730678-201758849	0.2192
NM_021824	chr2(.):201749107-201773655	0.253
NM_001142356	chr2(.):201751640-201773655	0.2689
NM_002491	chr2(.):201931461-201955473	0.1941
NM_001127183	chr2(.):201978386-202033841	0.6557
NM_032974	chr2(.):202042620-202099110	0.4486
NM_033356	chr2(.):202120222-202157434	0.3938
NM_001080125	chr2(.):202117753-202157434	0.3948
NM_017759	chr2(.):206853444-206955906	0.1916
NR_033248	chr2(.):206975296-206986296	0.0774
NM_001077194	chr2(.):219120737-219133582	0.2282
NM_001087	chr2(.):219123851-219139893	0.2249
NM_022572	chr2(.):219182901-219216516	0.0842
NM_006000	chr2(.):220110000-220123638	0.5084
NM_001042410	chr2(.):220089609-220106391	0.2315
NR_026909	chr2(.):220105200-220120059	0.5029
NM_018089	chr2(.):220089478-220106391	0.231
NR_003063	chr2(.):220112964-220141910	0.2287
NM_005689	chr2(.):220069493-220088672	0.2641
NM_024085	chr2(.):220079101-220099361	0.2695
NM_006736	chr2(.):220139039-220156622	0.5289
NM_002846	chr2(.):220149344-220179143	0.0853
NM_138802	chr2(.):220066537-220079370	0.2481
NM_024506	chr2(.):220096502-220115131	0.293
NM_001008910	chr2(.):220105191-220120059	0.5026
NR_029688	chr2(.):220153832-220163922	0.1271
NM_005544	chr2(.):227591032-227668506	0.2565
NM_005683	chr2(.):231767042-231794941	0.0644
NM_001099285	chr2(.):232568234-232583250	1.1245
NR_036052	chr2(.):232573023-232583105	0.7027
NM_018218	chr2(.):234379164-234479236	0.2427
NM_004735	chr2(.):238595806-238679558	0.2405
NM_203346	chr2(.):242161678-242217301	0.2196
NM_001008492	chr2(.):242250280-242298441	0.4133
NM_001008491	chr2(.):242249722-242298441	0.4118
NM_003549	chr3(.):50325261-50341899	0.2961
NM_014674	chr3(.):5224358-5266650	0.4456
NR_027007	chr3(.):9425536-9444174	0.6616
NM_001195099	chr3(.):15703743-15803058	0.1735
NM_001195098	chr3(.):15703743-15844691	0.2602
NM_015199	chr3(.):15703743-15906053	0.289
NM_002841	chr3(.):61542242-62285573	0.2251
NM_001164347	chr3(.):114051946-114348053	0.3132
NM_015642	chr3(.):114051946-114871127	0.2446
NM_001164344	chr3(.):114051946-114483124	0.2913
NM_001164346	chr3(.):114051946-114348792	0.3129
NM_001164343	chr3(.):114051946-114795261	0.241
NM_016128	chr3(.):128963452-129001616	0.3574
NM_003571	chr3(.):133113789-133199056	0.2654
NM_005862	chr3(.):136050998-136476245	0.1346
NM_207294	chr3(.):152012193-152188569	0.2841
NM_021038	chr3(.):151980828-152188568	0.3544
NM_024947	chr3(.):169800367-169904537	0.3679
NM_001135095	chr3(.):171753343-172123492	0.3658
NM_022763	chr3(.):171752417-172123492	0.3658
NM_001134382	chr3(.):12933718-13119617	0.2948
NM_024923	chr3(.):13352736-13466809	0.2927
NM_014869	chr3(.):12933718-13013960	0.1279
NM_001018009	chr3(.):15291356-15387901	0.3085
NM_152396	chr3(.):15446376-15474042	0.1642
NM_004844	chr3(.):15291356-15379104	0.2945
NM_001144382	chr3(.):16921451-17137098	0.3094
NM_015184	chr3(.):16969581-17137098	0.2238
NM_003884	chr3(.):20076523-20200896	0.1708
NM_182666	chr3(.):23842438-23937807	0.3517
NM_001068	chr3(.):25634474-25710788	0.2575
NM_001174060	chr3(.):31697316-32028342	0.3353
NM_014831	chr3(.):36863307-36991548	0.2624
NM_033027	chr3(.):39178341-39200102	0.5787
NM_001042646	chr3(.):42127745-42272268	0.1952
NM_001123396	chr3(.):46390234-46405868	0.5625
NM_001123041	chr3(.):46390234-46407413	0.5194
NM_153273	chr3(.):49756727-49828973	0.2516
NM_006254	chr3(.):53190222-53231733	0.6304
NM_178504	chr3(.):57322726-57535071	0.0539
NM_001128615	chr3(.):56756445-57118336	0.1838
NM_007114	chr3(.):69063977-69106484	0.1892
NM_001627	chr3(.):105080712-105300744	0.1599
NM_001004196	chr3(.):112046915-112086658	0.4572
NM_183061	chr3(.):111854751-112018074	0.1188
NM_001009899	chr3(.):113362232-113420493	0.1678
NM_001690	chr3(.):113460865-113535905	0.2422
NM_002093	chr3(.):119535801-119818264	0.1299
NM_001023571	chr3(.):121483609-121558926	0.4059
NM_001134422	chr3(.):133287433-133314118	0.4906
NM_001134423	chr3(.):133288300-133314118	0.5051
NM_001080412	chr3(.):141038054-141173632	0.6185
NM_016275	chr3(.):150316065-150353234	0.375
NM_001190242	chr3(.):159969773-160106554	0.1031
NM_001190241	chr3(.):159969773-160122320	0.1856
NM_024665	chr3(.):176733541-176920048	0.2597
NM_130446	chr3(.):183200318-183278499	0.515
NM_014616	chr3(.):182506290-182644421	0.2054
NM_173216	chr3(.):186643314-186801341	0.4599
NM_003032	chr3(.):186734664-186801341	0.478
NM_015931	chr3(.):8656319-8698737	0.1067
NM_015453	chr3(.):9399716-9433475	0.146
NM_001080517	chr3(.):9434402-9524838	0.2612
NM_033083	chr3(.):15464063-15489120	0.1494
NR_037465	chr3(.):16969687-16979752	0.4176
NR_027694	chr3(.):20016452-20058765	0.0719
NM_020345	chr3(.):23928571-23963537	0.2057
NM_002948	chr3(.):23953638-23967332	0.2968
NM_005126	chr3(.):23981750-24027109	0.2908
NM_001145425	chr3(.):23982611-24027109	0.2951
NM_001137674	chr3(.):32018265-32038120	0.3129
NM_001167617	chr3(.):37030267-37097337	0.273
NM_000249	chr3(.):37029840-37097337	0.2734
NM_014805	chr3(.):37022356-37039795	0.604
NM_031899	chr3(.):39133090-39154130	0.2569
NM_145755	chr3(.):39144151-39185394	0.2584
NM_194293	chr3(.):39219706-39239077	0.1798
NM_001198621	chr3(.):39219705-39239085	0.1798
NM_014240	chr3(.):45631322-45727755	0.4042
NM_003965	chr3(.):46443720-46456014	0.1236
NM_001100168	chr3(.):46406632-46422697	0.1158
NM_001130910	chr3(.):46444048-46456014	0.1242
NM_003212	chr3(.):46614075-46628952	0.0544
NM_001174136	chr3(.):46611044-46628952	0.0543
NM_024512	chr3(.):46551877-46613011	0.1899
NM_031440	chr3(.):46534484-46547439	0.1133
NM_199074	chr3(.):49052907-49065926	0.7058
NM_199073	chr3(.):49053617-49065926	0.74
