GENE_ID	locusLine	bin_1_MOLP-2.jin.bam
2_MACS_peak_79_lociStitched	chr1(.):1850395-1851588	1.4807
1_MACS_peak_81_lociStitched	chr1(.):2111221-2111799	2.1732
2_MACS_peak_82_lociStitched	chr1(.):2125810-2127234	2.2606
1_MACS_peak_84_lociStitched	chr1(.):2158785-2159074	4.4727
3_MACS_peak_85_lociStitched	chr1(.):2230988-2233161	2.0388
2_MACS_peak_88_lociStitched	chr1(.):2242830-2245004	2.1996
1_MACS_peak_90_lociStitched	chr1(.):2245842-2246207	1.415
3_MACS_peak_91_lociStitched	chr1(.):2322557-2324367	1.6005
2_MACS_peak_94_lociStitched	chr1(.):2343228-2345230	2.0476
1_MACS_peak_96_lociStitched	chr1(.):2346097-2346370	1.3739
1_MACS_peak_97_lociStitched	chr1(.):2458370-2458810	1.706
4_MACS_peak_98_lociStitched	chr1(.):2459931-2462347	2.0305
1_MACS_peak_102_lociStitched	chr1(.):2472382-2472635	1.0371
1_MACS_peak_103_lociStitched	chr1(.):2473165-2473716	2.0858
4_MACS_peak_104_lociStitched	chr1(.):2477061-2481851	2.5232
1_MACS_peak_108_lociStitched	chr1(.):2486075-2486341	1.1662
1_MACS_peak_109_lociStitched	chr1(.):2487035-2488700	2.455
1_MACS_peak_110_lociStitched	chr1(.):2508067-2510211	2.4936
1_MACS_peak_111_lociStitched	chr1(.):2516245-2517913	3.1632
1_MACS_peak_112_lociStitched	chr1(.):2573663-2574690	3.4027
1_MACS_peak_113_lociStitched	chr1(.):3540761-3541022	1.4988
1_MACS_peak_114_lociStitched	chr1(.):3541960-3542271	1.3265
1_MACS_peak_115_lociStitched	chr1(.):3566003-3566618	2.5821
1_MACS_peak_116_lociStitched	chr1(.):3580761-3581807	1.9416
2_MACS_peak_117_lociStitched	chr1(.):3589600-3590562	1.9866
1_MACS_peak_119_lociStitched	chr1(.):3712116-3712741	1.8027
3_MACS_peak_120_lociStitched	chr1(.):3773044-3774661	1.5515
1_MACS_peak_123_lociStitched	chr1(.):3816902-3817991	4.2373
1_MACS_peak_124_lociStitched	chr1(.):4192717-4193345	1.3935
1_MACS_peak_125_lociStitched	chr1(.):4403673-4404917	2.5566
1_MACS_peak_126_lociStitched	chr1(.):5281339-5281630	1.1459
1_MACS_peak_127_lociStitched	chr1(.):6052017-6052555	3.5652
1_MACS_peak_128_lociStitched	chr1(.):6053446-6054342	1.5141
2_MACS_peak_129_lociStitched	chr1(.):6085534-6087120	2.3795
1_MACS_peak_131_lociStitched	chr1(.):6230628-6231552	2.4597
2_MACS_peak_132_lociStitched	chr1(.):6258940-6260250	2.7232
2_MACS_peak_134_lociStitched	chr1(.):6295433-6296607	1.7027
1_MACS_peak_136_lociStitched	chr1(.):6419430-6419882	1.9051
2_MACS_peak_137_lociStitched	chr1(.):6453602-6454444	1.9295
1_MACS_peak_139_lociStitched	chr1(.):6507380-6507968	1.5767
2_MACS_peak_140_lociStitched	chr1(.):6519805-6521013	1.9025
1_MACS_peak_142_lociStitched	chr1(.):6525525-6526097	1.7587
1_MACS_peak_143_lociStitched	chr1(.):6550174-6550670	1.8421
1_MACS_peak_144_lociStitched	chr1(.):6613915-6614577	2.8953
2_MACS_peak_145_lociStitched	chr1(.):6639483-6640444	1.8578
4_MACS_peak_147_lociStitched	chr1(.):6660407-6663454	2.2398
1_MACS_peak_151_lociStitched	chr1(.):6672769-6673036	1.3857
1_MACS_peak_152_lociStitched	chr1(.):6674018-6674429	1.7212
2_MACS_peak_153_lociStitched	chr1(.):6684783-6685862	2.064
2_MACS_peak_155_lociStitched	chr1(.):6761170-6762254	2.2421
2_MACS_peak_157_lociStitched	chr1(.):6843979-6845188	2.8824
1_MACS_peak_159_lociStitched	chr1(.):6846097-6846363	1.259
1_MACS_peak_160_lociStitched	chr1(.):7072684-7073132	2.1413
1_MACS_peak_161_lociStitched	chr1(.):7831314-7831829	1.6956
1_MACS_peak_162_lociStitched	chr1(.):8021680-8022225	3.2214
2_MACS_peak_163_lociStitched	chr1(.):8483517-8484381	1.609
1_MACS_peak_165_lociStitched	chr1(.):8585364-8585985	1.7768
1_MACS_peak_166_lociStitched	chr1(.):8876991-8877654	2.3535
2_MACS_peak_167_lociStitched	chr1(.):8937464-8939461	2.5591
2_MACS_peak_169_lociStitched	chr1(.):9294815-9295468	2.2126
1_MACS_peak_171_lociStitched	chr1(.):9555418-9555832	1.5748
2_MACS_peak_172_lociStitched	chr1(.):9599564-9600283	1.5475
1_MACS_peak_174_lociStitched	chr1(.):9883467-9883750	1.2994
1_MACS_peak_175_lociStitched	chr1(.):9969587-9970115	1.8365
1_MACS_peak_176_lociStitched	chr1(.):9970817-9971290	1.7902
1_MACS_peak_177_lociStitched	chr1(.):10003544-10003904	1.7224
1_MACS_peak_178_lociStitched	chr1(.):10010525-10011147	2.6401
1_MACS_peak_179_lociStitched	chr1(.):10092968-10093688	3.9178
3_MACS_peak_180_lociStitched	chr1(.):10269919-10271504	1.523
1_MACS_peak_183_lociStitched	chr1(.):10459060-10459492	3.3925
2_MACS_peak_184_lociStitched	chr1(.):10490448-10491192	1.7404
1_MACS_peak_186_lociStitched	chr1(.):10517023-10517498	2.3578
1_MACS_peak_187_lociStitched	chr1(.):10533245-10533801	1.9667
1_MACS_peak_188_lociStitched	chr1(.):10534948-10535222	1.6528
1_MACS_peak_189_lociStitched	chr1(.):10555518-10555862	1.3531
1_MACS_peak_190_lociStitched	chr1(.):10615665-10616368	1.8033
1_MACS_peak_191_lociStitched	chr1(.):10804781-10805154	1.1953
2_MACS_peak_192_lociStitched	chr1(.):10999871-11000864	2.6139
1_MACS_peak_194_lociStitched	chr1(.):11072303-11073473	3.2284
2_MACS_peak_195_lociStitched	chr1(.):11118776-11120848	2.2226
1_MACS_peak_197_lociStitched	chr1(.):11159317-11160254	2.1927
1_MACS_peak_198_lociStitched	chr1(.):11322073-11322635	2.975
1_MACS_peak_199_lociStitched	chr1(.):11333224-11334196	3.4906
1_MACS_peak_200_lociStitched	chr1(.):11538899-11539301	2.5707
1_MACS_peak_201_lociStitched	chr1(.):11714569-11714876	1.1709
1_MACS_peak_202_lociStitched	chr1(.):11724693-11724897	1.0658
1_MACS_peak_203_lociStitched	chr1(.):11740579-11741231	2.1625
1_MACS_peak_204_lociStitched	chr1(.):11779374-11779994	1.8907
2_MACS_peak_205_lociStitched	chr1(.):11843529-11844968	2.2756
2_MACS_peak_207_lociStitched	chr1(.):11865231-11866615	2.0212
3_MACS_peak_209_lociStitched	chr1(.):11967881-11970228	1.8505
1_MACS_peak_212_lociStitched	chr1(.):11986620-11986912	0.9821
2_MACS_peak_213_lociStitched	chr1(.):11994220-11995143	2.2306
1_MACS_peak_215_lociStitched	chr1(.):12040290-12040870	2.7656
1_MACS_peak_216_lociStitched	chr1(.):12079862-12080150	1.0035
1_MACS_peak_217_lociStitched	chr1(.):12112289-12112612	1.4149
1_MACS_peak_218_lociStitched	chr1(.):12155806-12156113	1.5634
1_MACS_peak_219_lociStitched	chr1(.):12266978-12267233	1.0464
1_MACS_peak_220_lociStitched	chr1(.):12290144-12290605	1.6919
5_MACS_peak_221_lociStitched	chr1(.):14025941-14030197	2.5207
6_MACS_peak_226_lociStitched	chr1(.):14054650-14058749	2.3259
2_MACS_peak_232_lociStitched	chr1(.):14075158-14076605	2.16
1_MACS_peak_234_lociStitched	chr1(.):15059520-15059790	1.2067
2_MACS_peak_235_lociStitched	chr1(.):15162028-15164001	2.096
2_MACS_peak_237_lociStitched	chr1(.):15208025-15209206	2.103
1_MACS_peak_239_lociStitched	chr1(.):15240836-15241059	1.2502
1_MACS_peak_240_lociStitched	chr1(.):15262475-15262860	1.527
2_MACS_peak_241_lociStitched	chr1(.):15415562-15417476	1.5234
1_MACS_peak_243_lociStitched	chr1(.):15482516-15483028	1.4437
1_MACS_peak_244_lociStitched	chr1(.):15499967-15500171	0.9306
2_MACS_peak_245_lociStitched	chr1(.):15501984-15503587	1.9842
1_MACS_peak_247_lociStitched	chr1(.):15505245-15505655	1.6706
1_MACS_peak_248_lociStitched	chr1(.):15533852-15534329	2.63
1_MACS_peak_249_lociStitched	chr1(.):15640697-15641288	1.7594
2_MACS_peak_250_lociStitched	chr1(.):15648976-15650066	1.5828
1_MACS_peak_252_lociStitched	chr1(.):15710726-15711001	1.3616
1_MACS_peak_253_lociStitched	chr1(.):15736057-15736309	1.5207
3_MACS_peak_254_lociStitched	chr1(.):15850372-15851999	1.4599
1_MACS_peak_257_lociStitched	chr1(.):15853312-15853925	2.1445
1_MACS_peak_258_lociStitched	chr1(.):15906313-15906616	1.291
1_MACS_peak_259_lociStitched	chr1(.):15910919-15911847	1.9692
2_MACS_peak_260_lociStitched	chr1(.):15943941-15944695	1.9879
2_MACS_peak_262_lociStitched	chr1(.):16010173-16011509	2.3401
3_MACS_peak_264_lociStitched	chr1(.):16023181-16024426	1.5666
4_MACS_peak_267_lociStitched	chr1(.):16160925-16163876	3.0977
2_MACS_peak_271_lociStitched	chr1(.):16173564-16175320	2.2241
1_MACS_peak_273_lociStitched	chr1(.):16176280-16176687	1.6888
2_MACS_peak_274_lociStitched	chr1(.):16276277-16277468	3.1523
3_MACS_peak_276_lociStitched	chr1(.):16301317-16302619	1.8353
1_MACS_peak_279_lociStitched	chr1(.):16400248-16400507	1.1078
1_MACS_peak_280_lociStitched	chr1(.):16494136-16494526	1.2924
1_MACS_peak_281_lociStitched	chr1(.):16533202-16533934	2.2876
1_MACS_peak_282_lociStitched	chr1(.):16543517-16544006	1.9764
2_MACS_peak_283_lociStitched	chr1(.):16563169-16564458	1.8355
1_MACS_peak_285_lociStitched	chr1(.):16575057-16575437	1.4577
2_MACS_peak_286_lociStitched	chr1(.):16678284-16679457	2.5545
1_MACS_peak_288_lociStitched	chr1(.):16693672-16694468	2.8512
2_MACS_peak_289_lociStitched	chr1(.):16766689-16767792	2.251
1_MACS_peak_291_lociStitched	chr1(.):16832425-16832884	2.1712
1_MACS_peak_293_lociStitched	chr1(.):16939425-16940634	3.6878
1_MACS_peak_294_lociStitched	chr1(.):16970420-16972218	5.4314
1_MACS_peak_295_lociStitched	chr1(.):16983317-16984218	3.4395
2_MACS_peak_296_lociStitched	chr1(.):16992249-16994367	4.042
2_MACS_peak_298_lociStitched	chr1(.):17011986-17013305	2.3831
1_MACS_peak_300_lociStitched	chr1(.):17023210-17024173	3.295
1_MACS_peak_301_lociStitched	chr1(.):17026558-17028598	2.7774
2_MACS_peak_302_lociStitched	chr1(.):17066319-17068120	4.737
1_MACS_peak_304_lociStitched	chr1(.):17074853-17075275	1.8894
1_MACS_peak_305_lociStitched	chr1(.):17076133-17077600	2.6543
1_MACS_peak_306_lociStitched	chr1(.):17099082-17099448	1.5209
1_MACS_peak_307_lociStitched	chr1(.):17215735-17216357	2.0505
2_MACS_peak_308_lociStitched	chr1(.):17222030-17223755	5.1684
2_MACS_peak_310_lociStitched	chr1(.):17229041-17231728	5.6238
2_MACS_peak_312_lociStitched	chr1(.):17240008-17241492	2.8286
1_MACS_peak_314_lociStitched	chr1(.):17247730-17248166	1.5246
1_MACS_peak_315_lociStitched	chr1(.):17380037-17380539	2.3158
1_MACS_peak_316_lociStitched	chr1(.):17468407-17468741	1.3516
1_MACS_peak_317_lociStitched	chr1(.):17527114-17527353	1.1071
6_MACS_peak_318_lociStitched	chr1(.):17764563-17769605	3.3255
1_MACS_peak_324_lociStitched	chr1(.):17770124-17770533	1.223
1_MACS_peak_325_lociStitched	chr1(.):17863052-17863456	1.4121
1_MACS_peak_326_lociStitched	chr1(.):17866343-17866858	2.193
2_MACS_peak_327_lociStitched	chr1(.):17906277-17907335	1.7617
3_MACS_peak_329_lociStitched	chr1(.):19228606-19229867	1.7699
2_MACS_peak_332_lociStitched	chr1(.):19252861-19254017	1.9727
1_MACS_peak_334_lociStitched	chr1(.):19277674-19278429	1.6143
2_MACS_peak_335_lociStitched	chr1(.):19281912-19282669	1.3552
2_MACS_peak_337_lociStitched	chr1(.):19536181-19537638	2.7909
2_MACS_peak_339_lociStitched	chr1(.):19577451-19578945	3.8443
1_MACS_peak_341_lociStitched	chr1(.):19638806-19639538	1.8867
2_MACS_peak_342_lociStitched	chr1(.):19810753-19813011	3.1206
2_MACS_peak_344_lociStitched	chr1(.):19922601-19924453	2.155
2_MACS_peak_346_lociStitched	chr1(.):20126512-20127337	1.5846
1_MACS_peak_348_lociStitched	chr1(.):20208847-20209241	1.6705
2_MACS_peak_349_lociStitched	chr1(.):20415432-20416399	1.6957
2_MACS_peak_351_lociStitched	chr1(.):20445693-20446733	1.8923
1_MACS_peak_353_lociStitched	chr1(.):20478251-20478900	1.9814
2_MACS_peak_354_lociStitched	chr1(.):20497682-20498786	1.1604
1_MACS_peak_356_lociStitched	chr1(.):20834201-20834668	1.6899
1_MACS_peak_357_lociStitched	chr1(.):20960176-20960477	1.4479
2_MACS_peak_358_lociStitched	chr1(.):20987027-20988782	2.544
3_MACS_peak_360_lociStitched	chr1(.):21112477-21114614	2.3196
1_MACS_peak_363_lociStitched	chr1(.):21349071-21349355	1.2062
1_MACS_peak_364_lociStitched	chr1(.):21503531-21504044	2.1129
2_MACS_peak_365_lociStitched	chr1(.):21615370-21617342	2.5299
5_MACS_peak_367_lociStitched	chr1(.):21618679-21623427	2.3806
2_MACS_peak_372_lociStitched	chr1(.):21660827-21661923	3.1145
2_MACS_peak_374_lociStitched	chr1(.):21671817-21672493	1.6622
1_MACS_peak_376_lociStitched	chr1(.):21755033-21755310	1.346
3_MACS_peak_377_lociStitched	chr1(.):22107791-22110149	3.3118
1_MACS_peak_380_lociStitched	chr1(.):22118305-22118924	2.9246
3_MACS_peak_381_lociStitched	chr1(.):22191494-22194311	2.7315
1_MACS_peak_384_lociStitched	chr1(.):22283462-22283874	1.5255
1_MACS_peak_385_lociStitched	chr1(.):22351944-22353772	3.4863
2_MACS_peak_386_lociStitched	chr1(.):22365868-22367338	2.4243
2_MACS_peak_388_lociStitched	chr1(.):22368656-22370211	1.6072
2_MACS_peak_390_lociStitched	chr1(.):22374834-22375772	1.767
3_MACS_peak_392_lociStitched	chr1(.):22378563-22380148	2.4703
1_MACS_peak_395_lociStitched	chr1(.):22502931-22503431	2.6391
2_MACS_peak_396_lociStitched	chr1(.):23345365-23346805	2.1094
2_MACS_peak_398_lociStitched	chr1(.):23669956-23671740	3.1285
4_MACS_peak_400_lociStitched	chr1(.):23694409-23696225	1.6864
1_MACS_peak_404_lociStitched	chr1(.):23728512-23729453	1.7226
1_MACS_peak_405_lociStitched	chr1(.):23810213-23810671	2.8466
1_MACS_peak_406_lociStitched	chr1(.):23823260-23823636	1.3795
7_MACS_peak_407_lociStitched	chr1(.):23851284-23858368	2.4551
1_MACS_peak_414_lociStitched	chr1(.):23866100-23866374	1.3066
2_MACS_peak_415_lociStitched	chr1(.):23880687-23881864	1.9039
1_MACS_peak_417_lociStitched	chr1(.):24018300-24019280	2.5064
2_MACS_peak_418_lociStitched	chr1(.):24069404-24070738	2.8757
2_MACS_peak_420_lociStitched	chr1(.):24104333-24105224	1.8617
1_MACS_peak_422_lociStitched	chr1(.):24117556-24117919	1.45
2_MACS_peak_423_lociStitched	chr1(.):24126774-24127924	1.4079
1_MACS_peak_425_lociStitched	chr1(.):24151457-24151961	2.2446
1_MACS_peak_426_lociStitched	chr1(.):24181697-24181993	1.3711
1_MACS_peak_427_lociStitched	chr1(.):24195058-24195453	1.7349
1_MACS_peak_428_lociStitched	chr1(.):24235038-24235926	2.1785
1_MACS_peak_429_lociStitched	chr1(.):24242821-24243140	1.1358
1_MACS_peak_430_lociStitched	chr1(.):24281393-24281764	1.6929
2_MACS_peak_431_lociStitched	chr1(.):24285132-24286909	3.0211
2_MACS_peak_433_lociStitched	chr1(.):24305819-24307589	2.9204
2_MACS_peak_435_lociStitched	chr1(.):24513444-24514620	1.8048
1_MACS_peak_437_lociStitched	chr1(.):24515731-24516251	1.896
1_MACS_peak_438_lociStitched	chr1(.):24516798-24517184	1.6704
1_MACS_peak_439_lociStitched	chr1(.):24739752-24740238	1.5721
1_MACS_peak_440_lociStitched	chr1(.):24742498-24743011	2.0247
3_MACS_peak_441_lociStitched	chr1(.):24968114-24970419	1.9969
1_MACS_peak_444_lociStitched	chr1(.):25053569-25053960	1.636
3_MACS_peak_445_lociStitched	chr1(.):25071795-25073563	2.1488
1_MACS_peak_448_lociStitched	chr1(.):25075015-25075666	1.5318
2_MACS_peak_449_lociStitched	chr1(.):25255108-25256254	2.341
1_MACS_peak_451_lociStitched	chr1(.):25256941-25257569	2.2499
2_MACS_peak_452_lociStitched	chr1(.):25291367-25292144	1.5175
1_MACS_peak_454_lociStitched	chr1(.):25314451-25314728	1.3339
1_MACS_peak_455_lociStitched	chr1(.):25558380-25559739	3.2882
1_MACS_peak_456_lociStitched	chr1(.):25562827-25563214	1.4935
2_MACS_peak_457_lociStitched	chr1(.):25565922-25566745	2.005
3_MACS_peak_459_lociStitched	chr1(.):25572792-25574562	2.63
1_MACS_peak_462_lociStitched	chr1(.):25593512-25594445	3.7667
1_MACS_peak_463_lociStitched	chr1(.):25663437-25665426	3.3774
3_MACS_peak_464_lociStitched	chr1(.):25756674-25758369	1.9898
2_MACS_peak_467_lociStitched	chr1(.):25870117-25871038	2.373
3_MACS_peak_469_lociStitched	chr1(.):25874263-25877379	2.4924
1_MACS_peak_472_lociStitched	chr1(.):25888820-25889103	1.2859
1_MACS_peak_473_lociStitched	chr1(.):26126243-26126621	1.2419
4_MACS_peak_474_lociStitched	chr1(.):26146065-26147766	1.7697
2_MACS_peak_478_lociStitched	chr1(.):26185386-26186476	1.5231
2_MACS_peak_480_lociStitched	chr1(.):26201319-26202433	1.4697
1_MACS_peak_482_lociStitched	chr1(.):26232197-26232740	2.2748
1_MACS_peak_483_lociStitched	chr1(.):26260448-26260687	1.0144
5_MACS_peak_484_lociStitched	chr1(.):26437052-26441150	2.5351
1_MACS_peak_489_lociStitched	chr1(.):26445829-26447201	2.1777
1_MACS_peak_490_lociStitched	chr1(.):26496407-26496898	1.7599
1_MACS_peak_491_lociStitched	chr1(.):26506857-26507350	1.6044
1_MACS_peak_492_lociStitched	chr1(.):26528618-26528880	1.1231
2_MACS_peak_493_lociStitched	chr1(.):26559965-26561436	2.147
1_MACS_peak_495_lociStitched	chr1(.):26605854-26607041	2.3867
1_MACS_peak_496_lociStitched	chr1(.):26632809-26633154	1.4254
1_MACS_peak_497_lociStitched	chr1(.):26663002-26663357	1.4813
2_MACS_peak_498_lociStitched	chr1(.):26758330-26759279	2.1216
2_MACS_peak_500_lociStitched	chr1(.):26798405-26799504	3.603
2_MACS_peak_502_lociStitched	chr1(.):26826851-26828193	3.6443
1_MACS_peak_504_lociStitched	chr1(.):26856957-26857239	0.996
2_MACS_peak_505_lociStitched	chr1(.):26868602-26869363	1.7599
1_MACS_peak_507_lociStitched	chr1(.):26872321-26872652	1.3836
2_MACS_peak_508_lociStitched	chr1(.):26946552-26948373	3.9769
2_MACS_peak_510_lociStitched	chr1(.):27018745-27020153	1.8769
5_MACS_peak_512_lociStitched	chr1(.):27021489-27024605	2.4972
1_MACS_peak_517_lociStitched	chr1(.):27049922-27050296	1.4824
1_MACS_peak_518_lociStitched	chr1(.):27070753-27071532	2.2097
3_MACS_peak_519_lociStitched	chr1(.):27112596-27115762	2.9376
2_MACS_peak_522_lociStitched	chr1(.):27152646-27153794	1.7509
2_MACS_peak_524_lociStitched	chr1(.):27159590-27160733	2.5168
2_MACS_peak_526_lociStitched	chr1(.):27165020-27166765	1.8803
2_MACS_peak_528_lociStitched	chr1(.):27190448-27192299	2.7178
1_MACS_peak_530_lociStitched	chr1(.):27216136-27216776	2.8822
1_MACS_peak_531_lociStitched	chr1(.):27226536-27227067	1.8603
1_MACS_peak_532_lociStitched	chr1(.):27248197-27248873	2.7179
1_MACS_peak_533_lociStitched	chr1(.):27376598-27376852	1.7264
3_MACS_peak_534_lociStitched	chr1(.):27481107-27482386	1.4845
1_MACS_peak_537_lociStitched	chr1(.):27648673-27649546	2.6257
2_MACS_peak_538_lociStitched	chr1(.):27667491-27670329	3.2839
2_MACS_peak_540_lociStitched	chr1(.):27683359-27684100	1.4647
1_MACS_peak_542_lociStitched	chr1(.):27718457-27718878	1.6444
1_MACS_peak_543_lociStitched	chr1(.):27815861-27817475	3.671
1_MACS_peak_544_lociStitched	chr1(.):27854385-27854626	1.3156
1_MACS_peak_545_lociStitched	chr1(.):27930359-27930732	1.3821
1_MACS_peak_546_lociStitched	chr1(.):27952462-27952781	1.3687
1_MACS_peak_547_lociStitched	chr1(.):27960439-27961183	1.7871
2_MACS_peak_548_lociStitched	chr1(.):27985012-27987342	2.7698
1_MACS_peak_550_lociStitched	chr1(.):27989346-27989718	1.9167
1_MACS_peak_551_lociStitched	chr1(.):28051743-28052184	2.3715
1_MACS_peak_552_lociStitched	chr1(.):28052713-28053168	1.531
1_MACS_peak_553_lociStitched	chr1(.):28098740-28099036	1.4373
1_MACS_peak_554_lociStitched	chr1(.):28099797-28100386	1.3453
1_MACS_peak_555_lociStitched	chr1(.):28157308-28157935	1.7478
1_MACS_peak_556_lociStitched	chr1(.):28195879-28196283	1.4319
1_MACS_peak_557_lociStitched	chr1(.):28199087-28199932	2.0885
2_MACS_peak_558_lociStitched	chr1(.):28201136-28202182	1.9031
1_MACS_peak_560_lociStitched	chr1(.):28202759-28203055	1.2041
2_MACS_peak_561_lociStitched	chr1(.):28240429-28241739	2.1292
2_MACS_peak_563_lociStitched	chr1(.):28285812-28287113	1.678
1_MACS_peak_565_lociStitched	chr1(.):28414462-28415157	2.9619
2_MACS_peak_566_lociStitched	chr1(.):28559024-28560071	1.8203
2_MACS_peak_568_lociStitched	chr1(.):28562128-28563494	2.2311
2_MACS_peak_570_lociStitched	chr1(.):28570996-28571861	1.5218
1_MACS_peak_572_lociStitched	chr1(.):28572688-28573018	1.3008
4_MACS_peak_573_lociStitched	chr1(.):28574001-28577103	2.6127
2_MACS_peak_577_lociStitched	chr1(.):28585005-28587192	3.0058
1_MACS_peak_579_lociStitched	chr1(.):28655535-28656431	2.2213
1_MACS_peak_580_lociStitched	chr1(.):28695773-28696937	2.6017
1_MACS_peak_581_lociStitched	chr1(.):28806907-28807413	1.4356
2_MACS_peak_582_lociStitched	chr1(.):28809082-28809517	1.4834
2_MACS_peak_584_lociStitched	chr1(.):28827295-28828139	1.9812
3_MACS_peak_586_lociStitched	chr1(.):28831754-28835975	3.0065
2_MACS_peak_589_lociStitched	chr1(.):28844726-28845836	2.7327
2_MACS_peak_591_lociStitched	chr1(.):28878874-28880276	1.628
2_MACS_peak_593_lociStitched	chr1(.):28907917-28908866	2.0716
1_MACS_peak_595_lociStitched	chr1(.):28909494-28909844	1.5216
1_MACS_peak_596_lociStitched	chr1(.):28925257-28925480	1.0658
3_MACS_peak_597_lociStitched	chr1(.):28969133-28970925	2.3358
1_MACS_peak_600_lociStitched	chr1(.):28974217-28975129	2.0408
2_MACS_peak_601_lociStitched	chr1(.):28994724-28996138	1.6756
2_MACS_peak_603_lociStitched	chr1(.):29062680-29064361	2.6977
1_MACS_peak_605_lociStitched	chr1(.):29208969-29209328	1.5399
2_MACS_peak_606_lociStitched	chr1(.):29210938-29212190	2.5885
1_MACS_peak_608_lociStitched	chr1(.):29212751-29214470	2.7534
3_MACS_peak_609_lociStitched	chr1(.):29240435-29242120	1.713
1_MACS_peak_612_lociStitched	chr1(.):29253922-29254165	1.308
2_MACS_peak_613_lociStitched	chr1(.):29507246-29509280	2.6392
1_MACS_peak_615_lociStitched	chr1(.):29528955-29529478	1.3209
1_MACS_peak_616_lociStitched	chr1(.):29557045-29557489	1.9832
1_MACS_peak_617_lociStitched	chr1(.):29676370-29676638	1.3145
1_MACS_peak_618_lociStitched	chr1(.):30266151-30266402	1.2765
1_MACS_peak_619_lociStitched	chr1(.):31191543-31192305	3.2004
1_MACS_peak_620_lociStitched	chr1(.):31216343-31216636	1.223
4_MACS_peak_621_lociStitched	chr1(.):31218039-31224008	2.4159
4_MACS_peak_625_lociStitched	chr1(.):31226919-31231313	2.2107
1_MACS_peak_629_lociStitched	chr1(.):31359814-31361496	3.5221
2_MACS_peak_630_lociStitched	chr1(.):31537839-31539161	2.3373
1_MACS_peak_632_lociStitched	chr1(.):31627514-31627801	2.2439
1_MACS_peak_633_lociStitched	chr1(.):31769268-31769715	2.6899
2_MACS_peak_634_lociStitched	chr1(.):32109968-32111150	3.8216
3_MACS_peak_636_lociStitched	chr1(.):32209769-32211301	1.7791
2_MACS_peak_639_lociStitched	chr1(.):32253253-32255011	2.6705
