REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	MM11.jin.bam	enhancerRank	isStretch	OVERLAP_GENES	PROXIMAL_GENES	CLOSEST_GENE	TOP_GENE	TSS_SIGNAL	enhancerRank	isStretch
4_MACS_peak_1707_lociStitched	chr1	204376127	204381912	4	5436	20632.2025	74	1	PPP1R15B	PLEKHA6,LOC127841	PPP1R15B	PPP1R15B	1.2403	74	1
1_MACS_peak_9711_lociStitched	chr19	47286579	47291997	1	5419	34588.512	75	1	SLC1A5	FKRP,STRN4,SNAR-E	SLC1A5	SLC1A5	1.5578	75	1
1_MACS_peak_5501_lociStitched	chr14	50465686	50471096	1	5411	44485.348	76	1	C14orf182		C14orf182	C14orf182	1.4564	76	1
2_MACS_peak_4068_lociStitched	chr12	25534895	25540663	2	5361	29350.468	77	1			KRAS	KRAS	0.2532	77	1
1_MACS_peak_2708_lociStitched	chr10	104401553	104406899	1	5347	21882.7818	78	1	TRIM8		TRIM8	TRIM8	1.2085	78	1
2_MACS_peak_11311_lociStitched	chr2	232570591	232576048	2	5344	19128.4221	79	1	PTMA	MIR1244-1	PTMA	PTMA	1.4435	79	1
5_MACS_peak_14528_lociStitched	chr4	144276032	144281537	5	5294	10572.3525	80	1	GAB1		GAB1	GAB1	0.3159	80	1
1_MACS_peak_1348_lociStitched	chr1	159890465	159895741	1	5277	27365.0292	81	1	TAGLN2	CCDC19,IGSF9,SLAMF9	TAGLN2	TAGLN2	1.7072	81	1
5_MACS_peak_15145_lociStitched	chr5	88175733	88181330	5	5273	11443.6262	82	1	MEF2C		MEF2C	MEF2C	0.2989	82	1
1_MACS_peak_5488_lociStitched	chr14	50085654	50090886	1	5233	54923.9664	83	1	MGAT2,RPL36AL	PPIL5,RPS29,C14orf104	MGAT2	C14orf104	4.7202	83	1
4_MACS_peak_11750_lociStitched	chr20	45984490	45989740	4	5167	13373.325	84	1	ZMYND8	LOC100131496	ZMYND8	ZMYND8	0.2417	84	1
1_MACS_peak_16445_lociStitched	chr6	74228921	74234079	1	5159	25284.516	85	1	EEF1A1		EEF1A1	EEF1A1	1.8034	85	1
3_MACS_peak_5_lociStitched	chr1	875771	881089	3	5154	15943.364	86	1	SAMD11,NOC2L	KLHL17,PLEKHN1,FLJ39609,C1orf170	NOC2L	NOC2L	0.8305	86	1
2_MACS_peak_17483_lociStitched	chr7	104581180	104586681	2	5144	22202.036	87	1		LOC723809	LOC723809	LOC723809	0.0894	87	1
1_MACS_peak_5204_lociStitched	chr13	97873708	97878850	1	5143	30912.1614	88	1	MBNL2		MBNL2	MBNL2	0.2467	88	1
2_MACS_peak_15221_lociStitched	chr5	100235487	100240605	2	5119	9385.9002	89	1	ST8SIA4		ST8SIA4	ST8SIA4	0.312	89	1
2_MACS_peak_12113_lociStitched	chr21	44843182	44848349	2	5100	18831.6482	90	1	SIK1	C21orf125,C21orf84	SIK1	SIK1	1.6175	90	1
3_MACS_peak_2470_lociStitched	chr10	74031670	74036820	3	5073	19811.02	91	1	DDIT4		DDIT4	DDIT4	1.7455	91	1
3_MACS_peak_12643_lociStitched	chr22	50353237	50358735	3	5064	17934.476	92	1	PIM3	CRELD2,ALG12	PIM3	PIM3	1.6055	92	1
1_MACS_peak_18654_lociStitched	chr9	20620192	20625206	1	5015	21798.8664	93	1	MLLT3	KIAA1797	MLLT3	MLLT3	0.4435	93	1
3_MACS_peak_2747_lociStitched	chr10	106108392	106113429	3	4989	14122.2369	94	1		CCDC147,ITPRIP	CCDC147	ITPRIP	0.6678	94	1
1_MACS_peak_15190_lociStitched	chr5	95293535	95298516	1	4982	20587.4692	95	1	ELL2		ELL2	ELL2	0.4759	95	1
1_MACS_peak_1230_lociStitched	chr1	154297125	154302104	1	4980	16520.8199	96	1	AQP10,ATP8B2		ATP8B2	ATP8B2	0.8609	96	1
2_MACS_peak_12097_lociStitched	chr21	44729826	44734886	2	4980	10334.038	97	1			SIK1	SIK1	1.6175	97	1
1_MACS_peak_4187_lociStitched	chr12	46120199	46125176	1	4978	17406.0621	98	1	ARID2,LOC400027		ARID2	ARID2	0.1679	98	1
1_MACS_peak_15949_lociStitched	chr6	16758953	16763908	1	4956	21367.942	99	1	ATXN1		ATXN1	ATXN1	0.2122	99	1
2_MACS_peak_14843_lociStitched	chr5	32582464	32587469	2	4935	15935.92	100	1	SUB1		SUB1	SUB1	0.7713	100	1
2_MACS_peak_13281_lociStitched	chr3	104237583	104242527	2	4930	13516.896	101	1			MIR548A3	MIR548A3	NONE	101	1
3_MACS_peak_8043_lociStitched	chr17	43302973	43308130	3	4920	10851.3594	102	1	FMNL1	LOC100133991,C17orf46	FMNL1	FMNL1	0.7057	102	1
5_MACS_peak_977_lociStitched	chr1	118147696	118152824	5	4918	10218.5656	103	1	FAM46C		FAM46C	FAM46C	0.7046	103	1
2_MACS_peak_1621_lociStitched	chr1	197741597	197746639	2	4893	15764.3172	104	1	DENND1B		DENND1B	DENND1B	0.1858	104	1
3_MACS_peak_19190_lociStitched	chr9	117263862	117268774	3	4880	20074.8528	105	1	DFNB31		DFNB31	DFNB31	0.4872	105	1
4_MACS_peak_2400_lociStitched	chr10	63806173	63811821	4	4878	12312.0752	106	1	ARID5B		ARID5B	ARID5B	0.3449	106	1
1_MACS_peak_10173_lociStitched	chr2	43450489	43455358	1	4870	15569.1144	107	1	LOC100129726,ZFP36L2		ZFP36L2	ZFP36L2	1.7867	107	1
3_MACS_peak_2197_lociStitched	chr10	17269126	17274190	3	4869	18296.232	108	1	VIM	TRDMT1	VIM	VIM	1.1209	108	1
5_MACS_peak_4830_lociStitched	chr12	123376049	123381254	5	4840	11784.12	109	1	VPS37B		VPS37B	VPS37B	0.877	109	1
2_MACS_peak_18918_lociStitched	chr9	75765948	75770902	2	4838	12769.9258	110	1	ANXA1		ANXA1	ANXA1	0.7804	110	1
1_MACS_peak_1296_lociStitched	chr1	156092476	156097306	1	4831	17779.713	111	1	LMNA	SEMA4A,MEX3A	LMNA	LMNA	0.9957	111	1
1_MACS_peak_7022_lociStitched	chr16	30194006	30198829	1	4824	9640.6947	112	1	CORO1A		CORO1A	CORO1A	0.8854	112	1
1_MACS_peak_20009_lociStitched	chrX	123093094	123097906	1	4813	17194.2384	113	1	STAG2		STAG2	STAG2	0.201	113	1
2_MACS_peak_10082_lociStitched	chr2	30368437	30373360	2	4797	20528.91	114	1	YPEL5		YPEL5	YPEL5	0.9496	114	1
1_MACS_peak_6341_lociStitched	chr15	69109317	69114104	1	4788	14286.3228	115	1	ANP32A	MIR548H4,MIR4312,C15orf28	ANP32A	ANP32A	0.3522	115	1
1_MACS_peak_17007_lociStitched	chr7	26237789	26242575	1	4787	17654.1182	116	1	CBX3,HNRNPA2B1	NFE2L3	HNRNPA2B1	HNRNPA2B1	1.0065	116	1
1_MACS_peak_18848_lociStitched	chr9	66454645	66459394	1	4750	31063.6839	117	1		LOC442421	LOC442421	LOC442421	1.0402	117	1
1_MACS_peak_5108_lociStitched	chr13	50697106	50701827	1	4722	19247.9891	118	1	DLEU2	DLEU1,ST13P4	DLEU2	DLEU2	0.2488	118	1
3_MACS_peak_15693_lociStitched	chr5	173168832	173173955	3	4719	9115.8662	119	1			BOD1	BOD1	NONE	119	1
1_MACS_peak_1233_lociStitched	chr1	154376711	154381423	1	4713	11668.7968	120	1	IL6R		IL6R	IL6R	0.3678	120	1
1_MACS_peak_8581_lociStitched	chr18	2653983	2658667	1	4685	15016.4356	121	1	SMCHD1	LOC645158	SMCHD1	LOC645158	1.4175	121	1
3_MACS_peak_10312_lociStitched	chr2	64366815	64372313	3	4679	14059.4856	122	1	PELI1		PELI1	PELI1	0.3639	122	1
1_MACS_peak_208_lociStitched	chr1	17764170	17768847	1	4678	17226.7941	123	1	RCC2		RCC2	RCC2	0.4997	123	1
3_MACS_peak_6143_lociStitched	chr15	45018071	45022889	3	4675	10447.833	124	1		B2M,TRIM69,PATL2	TRIM69	B2M	1.1716	124	1
3_MACS_peak_10405_lociStitched	chr2	70311991	70316916	3	4668	23907.4275	125	1	PCBP1,LOC400960	LOC100133985	PCBP1	PCBP1	2.1612	125	1
1_MACS_peak_1692_lociStitched	chr1	203273472	203278129	1	4658	13541.1589	126	1	BTG2,LOC730227	FMOD	BTG2	BTG2	1.2728	126	1
1_MACS_peak_9295_lociStitched	chr19	16186505	16191151	1	4647	15299.278	127	1	TPM4	FLJ25328,RAB8A	TPM4	TPM4	0.4543	127	1
6_MACS_peak_19349_lociStitched	chr9	132749265	132755265	6	4641	8652.6	128	1	FNBP1		FNBP1	FNBP1	0.3853	128	1
2_MACS_peak_240_lociStitched	chr1	22105822	22110477	2	4638	18163.3445	129	1	USP48	LDLRAD2	USP48	USP48	0.2244	129	1
2_MACS_peak_12136_lociStitched	chr21	45562027	45566668	2	4615	9269.4693	130	1	C21orf33	PWP2	C21orf33	C21orf33	0.983	130	1
2_MACS_peak_17000_lociStitched	chr7	25987022	25991737	2	4615	11992.6025	131	1	MIR148A		MIR148A	MIR148A	1.302	131	1
3_MACS_peak_9808_lociStitched	chr19	50423542	50428409	3	4611	13033.826	132	1	NUP62,IL4I1	TBC1D17,ATF5,SIGLEC16,AKT1S1,IL4I1,SIGLEC11	ATF5	AKT1S1	1.1199	132	1
1_MACS_peak_15990_lociStitched	chr6	26122565	26127173	1	4609	13990.3488	133	1	HIST1H2AC,HIST1H2BC	HFE,HIST1H4C,HIST1H1E,HIST1H2BD,HIST1H1T	HIST1H2AC	HIST1H2AC	1.4455	133	1
2_MACS_peak_15463_lociStitched	chr5	139046695	139051573	2	4602	9791.1216	134	1	CXXC5		CXXC5	CXXC5	0.8007	134	1
1_MACS_peak_17489_lociStitched	chr7	104651857	104656448	1	4592	31242.2141	135	1	MLL5,LOC100216545		LOC100216545	LOC100216545	2.4978	135	1
1_MACS_peak_9765_lociStitched	chr19	49375380	49379946	1	4567	25614.8034	136	1	PPP1R15A	NUCB1,HSD17B14,PLEKHA4,TULP2	PPP1R15A	PPP1R15A	1.9764	136	1
1_MACS_peak_14242_lociStitched	chr4	77131923	77136483	1	4561	12104.064	137	1	SCARB2	FAM47E	SCARB2	SCARB2	0.6556	137	1
2_MACS_peak_14950_lociStitched	chr5	56468088	56472669	2	4533	14318.3736	138	1	GPBP1	GPBP1	GPBP1	GPBP1	0.2487	138	1
3_MACS_peak_1725_lociStitched	chr1	204680286	204685167	3	4532	15642.1407	139	1		LRRN2	LRRN2	LRRN2	0.2334	139	1
1_MACS_peak_375_lociStitched	chr1	28572609	28577132	1	4524	16436.582	140	1		ATPIF1,SESN2,DNAJC8	SESN2	ATPIF1	0.3842	140	1
1_MACS_peak_16713_lociStitched	chr6	143264957	143269473	1	4517	12275.8428	141	1	HIVEP2		HIVEP2	HIVEP2	0.1733	141	1
4_MACS_peak_11466_lociStitched	chr20	10651170	10655967	4	4510	13605.2514	142	1	JAG1		JAG1	JAG1	0.363	142	1
2_MACS_peak_10100_lociStitched	chr2	33700176	33704834	2	4507	12087.9758	143	1	RASGRP3	RASGRP3	RASGRP3	RASGRP3	0.2361	143	1
1_MACS_peak_16079_lociStitched	chr6	30581881	30586379	1	4499	21392.488	144	1	MRPS18B,PPP1R10	ABCF1,MIR877,ATAT1,C6orf136	PPP1R10	PPP1R10	0.8959	144	1
1_MACS_peak_19151_lociStitched	chr9	113017153	113021638	1	4486	20365.9365	145	1	TXN	C9orf152	TXN	TXN	1.075	145	1
1_MACS_peak_18596_lociStitched	chr9	5626241	5630724	1	4484	22483.1416	146	1	KIAA1432	KIAA1432	KIAA1432	KIAA1432	0.2868	146	1
1_MACS_peak_5907_lociStitched	chr14	106326376	106330851	1	4476	27514.985	147	1			KIAA0125	KIAA0125	NONE	147	1
2_MACS_peak_14876_lociStitched	chr5	39072874	39077638	2	4475	13843.2312	148	1	RICTOR		RICTOR	RICTOR	0.196	148	1
2_MACS_peak_1659_lociStitched	chr1	201705105	201709959	2	4466	11586.9834	149	1	NAV1		NAV1	NAV1	0.1773	149	1
1_MACS_peak_1381_lociStitched	chr1	161013743	161018204	1	4462	22660.0956	150	1	USF1,ARHGAP30	KLHDC9,F11R,TSTD1,PVRL4	USF1	USF1	1.6209	150	1
1_MACS_peak_15659_lociStitched	chr5	162929842	162934287	1	4446	12230.862	151	1	MAT2B	HMMR,NUDCD2	MAT2B	MAT2B	0.5775	151	1
4_MACS_peak_17172_lociStitched	chr7	55636309	55641215	4	4442	8177.3208	152	1	VOPP1		VOPP1	VOPP1	0.4256	152	1
2_MACS_peak_18914_lociStitched	chr9	74976902	74981363	2	4436	31681.5759	153	1	ZFAND5		ZFAND5	ZFAND5	1.4583	153	1
2_MACS_peak_14239_lociStitched	chr4	77118046	77122637	2	4431	13649.9612	154	1	SCARB2	NUP54	SCARB2	SCARB2	0.6556	154	1
3_MACS_peak_11116_lociStitched	chr2	201988171	201992704	3	4420	7571.0166	155	1	CFLAR		CFLAR	CFLAR	0.5185	155	1
3_MACS_peak_9274_lociStitched	chr19	14491614	14496251	3	4417	12404.4387	156	1	CD97	PKN1,DDX39	CD97	CD97	0.4133	156	1
4_MACS_peak_3256_lociStitched	chr11	62309928	62314707	4	4414	9838.5273	157	1	AHNAK	EEF1G,TUT1	AHNAK	EEF1G	0.7692	157	1
2_MACS_peak_13338_lociStitched	chr3	113463942	113468354	2	4409	12309.9212	158	1	ATP6V1A,NAA50	KIAA2018	ATP6V1A	ATP6V1A	0.264	158	1
2_MACS_peak_7806_lociStitched	chr17	29643798	29648485	2	4408	11309.2623	159	1	NF1,EVI2A	OMG,EVI2B	EVI2A	EVI2A	1.0759	159	1
1_MACS_peak_7598_lociStitched	chr17	7744424	7748828	1	4405	16572.252	160	1	KDM6B	TMEM88,CYB5D1,CHD3,LSMD1	KDM6B	KDM6B	1.3664	160	1
1_MACS_peak_13993_lociStitched	chr4	15002801	15007204	1	4404	13950.4652	161	1	CPEB2		CPEB2	CPEB2	0.277	161	1
4_MACS_peak_7656_lociStitched	chr17	16889821	16894377	4	4400	13105.7896	162	1		TNFRSF13B	TNFRSF13B	TNFRSF13B	0.4298	162	1
1_MACS_peak_1133_lociStitched	chr1	149856160	149860541	1	4382	21478.2906	163	1	HIST2H2AC,HIST2H2BE,HIST2H2AB	BOLA1,HIST2H3A,HIST2H2AA4,HIST2H2BC,SV2A,SF3B4,MTMR11	HIST2H2BE	HIST2H2BE	1.9118	163	1
1_MACS_peak_1294_lociStitched	chr1	156073027	156077403	1	4377	21418.7696	164	1		ROBLD3,RAB25,LMNA,SEMA4A,UBQLN4,MEX3A	LMNA	LMNA	0.9957	164	1
1_MACS_peak_12790_lociStitched	chr3	15835485	15839859	1	4375	23088.5964	165	1	ANKRD28	ANKRD28	ANKRD28	ANKRD28	0.2744	165	1
2_MACS_peak_9708_lociStitched	chr19	47216897	47221356	2	4359	8349.9234	166	1	PRKD2	FKRP,MIR320E,STRN4	PRKD2	STRN4	0.4085	166	1
2_MACS_peak_5243_lociStitched	chr13	111364249	111368883	2	4353	15259.2986	167	1	ING1	CARS2	ING1	ING1	0.8852	167	1
1_MACS_peak_9367_lociStitched	chr19	18389287	18393633	1	4347	21773.46	168	1	MIR3188,JUND	PDE4C,LOC729966,KIAA1683,LSM4	JUND	JUND	1.9162	168	1
1_MACS_peak_4405_lociStitched	chr12	57912946	57917286	1	4341	14905.73	169	1	MBD6,DDIT3	MARS,KIF5A,ARHGAP9,DCTN2	DDIT3	DDIT3	1.2023	169	1
1_MACS_peak_14706_lociStitched	chr4	185392858	185397191	1	4334	15322.7879	170	1	IRF2		IRF2	IRF2	0.4452	170	1
6_MACS_peak_11284_lociStitched	chr2	231734580	231739402	6	4333	7190.5664	171	1	ITM2C		ITM2C	ITM2C	0.5809	171	1
