#MM24 Enhancers
#Created from /data/projects/IRF4_mm_trn_data/myeloma_public_data/rose/MM24.H3K27ac_ROSE/MM24_5KB_STITCHED_ENHANCER_REGION_MAP.txt
#Ranked by MM24.jin.bam
#Using cutoff of 20712.3 for Super-Enhancers
#Created on Jul 16 2024 
REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	MM24.jin.bam	enhancerRank	isStretch
5_MACS_peak_12405_lociStitched	chr17	76690385	76746183	5	46647	60842.1392	44	1
10_MACS_peak_23050_lociStitched	chr5	88095345	88153157	10	46571	55817.486	45	1
10_MACS_peak_29000_lociStitched	chr8	142093698	142161173	10	46390	85699.9975	46	1
6_MACS_peak_10142_lociStitched	chr15	93423796	93482129	6	45987	124885.1197	47	1
6_MACS_peak_29603_lociStitched	chr9	71509383	71569066	6	45906	46379.6593	48	1
13_MACS_peak_22123_lociStitched	chr4	160046167	160114977	13	45775	36565.634	49	1
4_MACS_peak_27179_lociStitched	chr7	104617051	104662775	4	45054	155493.6068	50	1
10_MACS_peak_18913_lociStitched	chr3	30645500	30710488	10	44835	59249.5596	51	1
8_MACS_peak_19968_lociStitched	chr3	121503396	121564041	8	44401	64865.892	52	1
7_MACS_peak_14914_lociStitched	chr2	46760938	46808454	7	44177	60639.9192	53	1
6_MACS_peak_21113_lociStitched	chr4	15766654	15815570	6	43987	54962.0176	54	1
3_MACS_peak_22682_lociStitched	chr5	56109345	56154545	3	43851	88578.44	55	1
8_MACS_peak_4880_lociStitched	chr11	65306368	65363771	8	43064	82493.8513	56	1
4_MACS_peak_1811_lociStitched	chr1	154369806	154418305	4	40850	57005.7246	57	1
2_MACS_peak_15430_lociStitched	chr2	88888178	88929232	2	40636	75498.306	58	1
5_MACS_peak_3429_lociStitched	chr10	52964719	53016690	5	39945	46493.2566	59	1
12_MACS_peak_12920_lociStitched	chr18	52897714	52959721	12	39927	38295.5232	60	1
3_MACS_peak_19361_lociStitched	chr3	53189918	53233845	3	39829	69048.8513	61	1
7_MACS_peak_18309_lociStitched	chr22	37613839	37670987	7	39706	59656.7972	62	1
10_MACS_peak_13020_lociStitched	chr18	60842039	60903159	10	39591	46402.304	63	1
2_MACS_peak_4877_lociStitched	chr11	65234863	65279223	2	39253	124784.68	64	1
4_MACS_peak_6316_lociStitched	chr12	48190518	48232862	4	38862	89841.2648	65	1
7_MACS_peak_15473_lociStitched	chr2	96889933	96933649	7	38817	63379.4568	66	1
9_MACS_peak_26532_lociStitched	chr7	38366345	38412571	9	38807	54260.0788	67	1
8_MACS_peak_9468_lociStitched	chr15	52933131	52977652	8	38419	65566.0767	68	1
3_MACS_peak_3229_lociStitched	chr10	22594823	22635144	3	38177	82859.655	69	1
6_MACS_peak_4920_lociStitched	chr11	65878647	65925990	6	38154	63349.6683	70	1
5_MACS_peak_10216_lociStitched	chr15	101456615	101499944	5	38123	74993.8332	71	1
6_MACS_peak_8639_lociStitched	chr14	74206462	74255893	6	37720	61368.5865	72	1
6_MACS_peak_7344_lociStitched	chr12	123344039	123389250	6	37132	45871.0806	73	1
4_MACS_peak_26679_lociStitched	chr7	50410397	50450863	4	36981	35848.8294	74	1
2_MACS_peak_2571_lociStitched	chr1	206727341	206765041	2	36741	64572.56	75	1
4_MACS_peak_25384_lociStitched	chr6	109186224	109228721	4	36491	64246.9646	76	1
6_MACS_peak_5077_lociStitched	chr11	72821909	72871163	6	36436	70979.9394	77	1
7_MACS_peak_8562_lociStitched	chr14	70076659	70121876	7	35911	42965.1934	78	1
5_MACS_peak_12372_lociStitched	chr17	75429188	75471335	5	35820	58091.2101	79	1
10_MACS_peak_10132_lociStitched	chr15	93340086	93394161	10	35813	82031.775	80	1
3_MACS_peak_4179_lociStitched	chr10	125817804	125855533	3	35764	77740.6045	81	1
5_MACS_peak_24075_lociStitched	chr5	180210193	180249716	5	35699	64469.9176	82	1
7_MACS_peak_18951_lociStitched	chr3	31977090	32024495	7	35559	44484.852	83	1
4_MACS_peak_30743_lociStitched	chrX	48767652	48817053	4	35510	44505.3609	84	1
1_MACS_peak_9011_lociStitched	chr14	106144721	106180015	1	35295	123116.0602	85	1
3_MACS_peak_26713_lociStitched	chr7	55568538	55606920	3	35253	50449.3008	86	1
2_MACS_peak_20545_lociStitched	chr3	171797796	171833913	2	35234	56660.3496	87	1
6_MACS_peak_23426_lociStitched	chr5	130585851	130626880	6	35185	56320.5083	88	1
1_MACS_peak_9002_lociStitched	chr14	106024104	106059077	1	34974	142350.6019	89	1
5_MACS_peak_22475_lociStitched	chr5	32571742	32613787	5	34936	49932.642	90	1
3_MACS_peak_12843_lociStitched	chr18	46443599	46480595	3	34835	76430.0364	91	1
6_MACS_peak_13686_lociStitched	chr19	18588396	18633600	6	34768	40109.5092	92	1
5_MACS_peak_23755_lociStitched	chr5	150437461	150478797	5	34706	61896.5264	93	1
2_MACS_peak_20543_lociStitched	chr3	171752280	171788076	2	34621	57427.5228	94	1
2_MACS_peak_5472_lociStitched	chr11	111216478	111252461	2	34472	71771.6918	95	1
3_MACS_peak_26259_lociStitched	chr7	18529377	18570329	3	34461	95512.3496	96	1
6_MACS_peak_7318_lociStitched	chr12	122210133	122251741	6	34361	75052.5104	97	1
4_MACS_peak_29887_lociStitched	chr9	100743011	100784957	4	34276	78854.2854	98	1
8_MACS_peak_19808_lociStitched	chr3	112045053	112087369	8	34241	42624.9068	99	1
5_MACS_peak_13160_lociStitched	chr19	1236941	1277287	5	33725	64351.87	100	1
6_MACS_peak_14764_lociStitched	chr2	37540143	37586563	6	33494	56414.226	101	1
5_MACS_peak_15648_lociStitched	chr2	112181491	112224615	5	33271	37875.8092	102	1
4_MACS_peak_9948_lociStitched	chr15	81575740	81618170	4	33234	76700.711	103	1
5_MACS_peak_10221_lociStitched	chr15	101506807	101549966	5	33214	35640.7022	104	1
1_MACS_peak_25309_lociStitched	chr6	106530617	106563686	1	33070	72903.9174	105	1
3_MACS_peak_21480_lociStitched	chr4	77608360	77645562	3	32872	67622.0754	106	1
4_MACS_peak_10053_lociStitched	chr15	89643796	89677400	4	32834	45889.6224	107	1
4_MACS_peak_28511_lociStitched	chr8	95938071	95977488	4	32812	62700.6219	108	1
5_MACS_peak_17734_lociStitched	chr21	36390467	36430805	5	32726	62072.1144	109	1
3_MACS_peak_29303_lociStitched	chr9	20592391	20626046	3	32418	65142.618	110	1
9_MACS_peak_12493_lociStitched	chr17	80375725	80426747	9	32234	37485.8634	111	1
6_MACS_peak_18293_lociStitched	chr22	37296412	37338534	6	32046	32535.0328	112	1
8_MACS_peak_18271_lociStitched	chr22	36746639	36785335	8	32032	34265.308	113	1
4_MACS_peak_14534_lociStitched	chr2	20388489	20426708	4	32002	79304.425	114	1
7_MACS_peak_30170_lociStitched	chr9	126079338	126123530	7	31915	48262.0832	115	1
6_MACS_peak_28831_lociStitched	chr8	126274360	126321554	6	31886	38684.9218	116	1
4_MACS_peak_10041_lociStitched	chr15	89163937	89202205	4	31836	42703.2612	117	1
2_MACS_peak_9820_lociStitched	chr15	75062211	75093894	2	31567	84675.9858	118	1
7_MACS_peak_29118_lociStitched	chr9	686703	734301	7	31449	40834.3242	119	1
1_MACS_peak_18733_lociStitched	chr3	13033786	13065205	1	31420	76213.0683	120	1
7_MACS_peak_25799_lociStitched	chr6	144647901	144686720	7	31338	37099.3183	121	1
5_MACS_peak_13975_lociStitched	chr19	42362991	42401126	5	31329	40018.869	122	1
5_MACS_peak_29956_lociStitched	chr9	108003872	108040298	5	31325	52289.523	123	1
5_MACS_peak_5904_lociStitched	chr12	9859495	9897002	5	31302	51238.3127	124	1
3_MACS_peak_30009_lociStitched	chr9	112903221	112936320	3	31183	59025.4467	125	1
4_MACS_peak_20547_lociStitched	chr3	171839485	171874355	4	31152	28314.44	126	1
2_MACS_peak_4874_lociStitched	chr11	65181980	65214649	2	31135	123407.1475	127	1
5_MACS_peak_8140_lociStitched	chr14	23018372	23059691	5	31022	44079.1092	128	1
1_MACS_peak_26716_lociStitched	chr7	55612626	55643394	1	30769	69191.0784	129	1
5_MACS_peak_18408_lociStitched	chr22	39891853	39929404	5	30632	43078.5072	130	1
3_MACS_peak_27354_lociStitched	chr7	121005822	121037962	3	30620	54824.412	131	1
2_MACS_peak_1896_lociStitched	chr1	156448822	156480157	2	30517	54920.8545	132	1
4_MACS_peak_5109_lociStitched	chr11	74639771	74678381	4	30512	48061.728	133	1
6_MACS_peak_15237_lociStitched	chr2	70329667	70371871	6	30410	73012.92	134	1
3_MACS_peak_13236_lociStitched	chr19	2606695	2638641	3	30275	58269.504	135	1
6_MACS_peak_28382_lociStitched	chr8	80987024	81021807	6	30099	33909.9467	136	1
4_MACS_peak_25981_lociStitched	chr6	159207048	159241469	4	30063	30689.7636	137	1
5_MACS_peak_15206_lociStitched	chr2	68988527	69023530	5	29985	35237.5201	138	1
2_MACS_peak_9346_lociStitched	chr15	45001402	45031263	2	29811	84626.074	139	1
4_MACS_peak_9803_lociStitched	chr15	74665216	74697349	4	29769	56618.346	140	1
2_MACS_peak_20432_lociStitched	chr3	156381086	156411438	2	29764	35927.6624	141	1
7_MACS_peak_2005_lociStitched	chr1	161122529	161163810	7	29707	39708.1939	142	1
6_MACS_peak_30001_lociStitched	chr9	112842414	112880256	6	29664	29891.3958	143	1
5_MACS_peak_2603_lociStitched	chr1	207970380	208006449	5	29647	61504.8588	144	1
6_MACS_peak_27578_lociStitched	chr7	137557148	137596135	6	29586	22616.3587	145	1
4_MACS_peak_17855_lociStitched	chr21	44723056	44760153	4	29575	71129.7878	146	1
4_MACS_peak_17862_lociStitched	chr21	44816795	44852443	4	29574	66045.0496	147	1
5_MACS_peak_7653_lociStitched	chr13	41535090	41570337	5	29432	33495.2241	148	1
8_MACS_peak_14807_lociStitched	chr2	39318472	39358222	8	29411	49623.9	149	1
6_MACS_peak_10083_lociStitched	chr15	90612448	90647203	6	29389	42348.9675	150	1
7_MACS_peak_29286_lociStitched	chr9	20407962	20444086	7	29358	34184.1412	151	1
5_MACS_peak_23760_lociStitched	chr5	150504988	150545288	5	29262	59031.44	152	1
5_MACS_peak_23305_lociStitched	chr5	112565884	112600836	5	29150	18989.4216	153	1
2_MACS_peak_28407_lociStitched	chr8	81996130	82025382	2	29112	39522.3772	154	1
5_MACS_peak_20419_lociStitched	chr3	156249652	156280098	5	29026	26390.5928	155	1
5_MACS_peak_22381_lociStitched	chr5	6711475	6746286	5	28970	39534.8527	156	1
5_MACS_peak_21401_lociStitched	chr4	71501785	71534557	5	28755	32735.9508	157	1
4_MACS_peak_26675_lociStitched	chr7	50339191	50370885	4	28675	122649.4412	158	1
1_MACS_peak_19136_lociStitched	chr3	45632390	45661013	1	28624	56613.4317	159	1
4_MACS_peak_24028_lociStitched	chr5	176851740	176884511	4	28613	36067.7626	160	1
5_MACS_peak_16409_lociStitched	chr2	197006692	197049021	5	28483	45524.8395	161	1
4_MACS_peak_2276_lociStitched	chr1	182990642	183031314	4	28444	40765.5456	162	1
7_MACS_peak_25395_lociStitched	chr6	109371499	109418329	7	28286	31427.613	163	1
5_MACS_peak_15153_lociStitched	chr2	65139327	65178596	5	28180	35711.2286	164	1
6_MACS_peak_19354_lociStitched	chr3	53131562	53167457	6	28177	32348.574	165	1
8_MACS_peak_18965_lociStitched	chr3	32440843	32482851	8	28143	30943.0928	166	1
5_MACS_peak_13968_lociStitched	chr19	42036661	42070589	5	27967	43146.2376	167	1
3_MACS_peak_26853_lociStitched	chr7	75919716	75950013	3	27925	73951.9473	168	1
2_MACS_peak_24115_lociStitched	chr6	380736	413341	2	27828	75630.558	169	1
9_MACS_peak_23880_lociStitched	chr5	160072129	160113516	9	27823	19484.9996	170	1
5_MACS_peak_14995_lociStitched	chr2	54776381	54809741	5	27582	46090.176	171	1
9_MACS_peak_10930_lociStitched	chr16	68269097	68320089	9	27575	28157.7824	172	1
6_MACS_peak_22052_lociStitched	chr4	153401204	153435042	6	27555	23382.058	173	1
4_MACS_peak_9718_lociStitched	chr15	68478747	68510982	4	27496	41241.459	174	1
5_MACS_peak_3821_lociStitched	chr10	92949568	92984023	5	27383	39557.7855	175	1
4_MACS_peak_18793_lociStitched	chr3	15831331	15861210	4	27271	36066.9409	176	1
3_MACS_peak_4967_lociStitched	chr11	67028167	67058344	3	26996	71311.2687	177	1
4_MACS_peak_24654_lociStitched	chr6	31773434	31806458	4	26961	57058.8672	178	1
2_MACS_peak_17895_lociStitched	chr21	45552238	45581873	2	26829	85461.413	179	1
4_MACS_peak_1110_lociStitched	chr1	66795099	66826362	4	26810	44821.7631	180	1
6_MACS_peak_16170_lociStitched	chr2	175441803	175476409	6	26750	36339.7606	181	1
8_MACS_peak_23803_lociStitched	chr5	154133141	154172249	8	26737	32221.0812	182	1
6_MACS_peak_28562_lociStitched	chr8	101292675	101328009	6	26655	40983.9066	183	1
5_MACS_peak_16478_lociStitched	chr2	202068015	202102348	5	26652	34971.5938	184	1
5_MACS_peak_19290_lociStitched	chr3	50636101	50666072	5	26561	33019.0507	185	1
2_MACS_peak_3714_lociStitched	chr10	81001104	81028386	2	26519	38950.5114	186	1
4_MACS_peak_786_lociStitched	chr1	43389012	43426213	4	26461	25553.3669	187	1
3_MACS_peak_7859_lociStitched	chr13	67781471	67812943	3	26405	52526.768	188	1
4_MACS_peak_24921_lociStitched	chr6	44204323	44239422	4	26299	85631.0303	189	1
6_MACS_peak_16108_lociStitched	chr2	172169628	172205481	6	26106	44224.6755	190	1
4_MACS_peak_13512_lociStitched	chr19	12885108	12913873	4	26064	101839.606	191	1
6_MACS_peak_4089_lociStitched	chr10	112599775	112635061	6	26024	49922.6328	192	1
4_MACS_peak_26609_lociStitched	chr7	44654131	44682226	4	25938	42114.405	193	1
3_MACS_peak_14742_lociStitched	chr2	33698682	33726254	3	25866	49527.5836	194	1
3_MACS_peak_18738_lociStitched	chr3	13364612	13397201	3	25860	38529.9747	195	1
6_MACS_peak_14043_lociStitched	chr19	45594344	45630822	6	25842	26344.4116	196	1
5_MACS_peak_12353_lociStitched	chr17	75081568	75113766	5	25817	23378.9678	197	1
2_MACS_peak_26372_lociStitched	chr7	26219818	26246562	2	25791	70834.1584	198	1
4_MACS_peak_17672_lociStitched	chr21	34601317	34629717	4	25777	54371.8	199	1
4_MACS_peak_20551_lociStitched	chr3	171886358	171914523	4	25767	19380.3365	200	1
5_MACS_peak_25766_lociStitched	chr6	143227364	143270424	5	25673	61442.314	201	1
8_MACS_peak_12262_lociStitched	chr17	72737660	72777924	8	25651	24540.908	202	1
2_MACS_peak_16136_lociStitched	chr2	173409619	173435196	2	25481	33416.3505	203	1
4_MACS_peak_17729_lociStitched	chr21	36339555	36370352	4	25444	44252.2093	204	1
4_MACS_peak_4827_lociStitched	chr11	63991560	64020774	4	25351	40946.3424	205	1
7_MACS_peak_24282_lociStitched	chr6	11345915	11388232	7	25327	24979.7251	206	1
4_MACS_peak_19131_lociStitched	chr3	45586365	45616722	4	25314	41403.9123	207	1
1_MACS_peak_13616_lociStitched	chr19	16472943	16498254	1	25312	71579.508	208	1
5_MACS_peak_10902_lociStitched	chr16	67562111	67601534	5	25312	37337.5233	209	1
7_MACS_peak_18154_lociStitched	chr22	28261755	28301179	7	25260	27033.0368	210	1
4_MACS_peak_12581_lociStitched	chr18	9093893	9123020	4	25202	37230.1314	211	1
4_MACS_peak_5718_lociStitched	chr11	128616702	128647041	4	25185	43208.8038	212	1
3_MACS_peak_18666_lociStitched	chr3	5222375	5248071	3	25184	52144.8928	213	1
5_MACS_peak_23834_lociStitched	chr5	156953932	156983555	5	25159	26305.224	214	1
6_MACS_peak_13421_lociStitched	chr19	10511214	10547629	6	25102	40475.2725	215	1
2_MACS_peak_25067_lociStitched	chr6	69342013	69369931	2	25006	59613.3054	216	1
4_MACS_peak_1985_lociStitched	chr1	160694851	160726547	4	24905	35670.6784	217	1
3_MACS_peak_26970_lociStitched	chr7	90336899	90368796	3	24893	56885.1098	218	1
5_MACS_peak_17019_lociStitched	chr20	17918174	17953477	5	24873	43292.0689	219	1
3_MACS_peak_4859_lociStitched	chr11	64877536	64904171	3	24861	34875.869	220	1
3_MACS_peak_30258_lociStitched	chr9	130715904	130747760	3	24831	37685.648	221	1
5_MACS_peak_21918_lociStitched	chr4	141652846	141680108	5	24721	40323.2242	222	1
4_MACS_peak_30693_lociStitched	chrX	45606388	45638090	4	24674	18552.0104	223	1
4_MACS_peak_18100_lociStitched	chr22	24162171	24192398	4	24633	30097.0239	224	1
3_MACS_peak_29293_lociStitched	chr9	20451066	20481987	3	24616	38079.2115	225	1
4_MACS_peak_28783_lociStitched	chr8	124029352	124055630	4	24612	44948.519	226	1
3_MACS_peak_26359_lociStitched	chr7	25979434	26012528	3	24607	50805.9088	227	1
4_MACS_peak_1591_lociStitched	chr1	145426594	145458353	4	24567	47352.669	228	1
5_MACS_peak_26009_lociStitched	chr6	160388972	160415825	5	24513	36415.3533	229	1
2_MACS_peak_11870_lociStitched	chr17	44212507	44237544	2	24476	24688.9857	230	1
2_MACS_peak_12932_lociStitched	chr18	52966925	52991444	2	24439	52875.2235	231	1
4_MACS_peak_9248_lociStitched	chr15	40833903	40863048	4	24414	29585.0895	232	1
2_MACS_peak_10565_lociStitched	chr16	21507921	21532504	2	24373	35842.014	233	1
3_MACS_peak_29891_lociStitched	chr9	100795854	100823027	3	24340	31827.7349	234	1
3_MACS_peak_28327_lociStitched	chr8	71499148	71530950	3	24336	31770.198	235	1
6_MACS_peak_915_lociStitched	chr1	51964632	52001335	6	24303	48561.7393	236	1
3_MACS_peak_11697_lociStitched	chr17	37909010	37938166	3	24276	44661.1608	237	1
5_MACS_peak_68_lociStitched	chr1	2456323	2489939	5	24234	44813.4896	238	1
4_MACS_peak_21466_lociStitched	chr4	77109044	77139147	4	24229	30166.2163	239	1
2_MACS_peak_11715_lociStitched	chr17	38247098	38271492	2	24159	37952.1852	240	1
5_MACS_peak_1870_lociStitched	chr1	155929013	155960116	5	24052	32427.9878	241	1
3_MACS_peak_6891_lociStitched	chr12	93808025	93837509	3	24044	43668.7524	242	1
2_MACS_peak_23060_lociStitched	chr5	88163326	88187536	2	24038	57111.39	243	1
5_MACS_peak_4200_lociStitched	chr10	126405368	126438925	5	23929	36077.1307	244	1
4_MACS_peak_18615_lociStitched	chr22	50962728	50988595	4	23892	43598.8285	245	1
8_MACS_peak_18998_lociStitched	chr3	36931417	36966350	8	23857	25717.6746	246	1
2_MACS_peak_5505_lociStitched	chr11	112830800	112856500	2	23809	41703.39	247	1
5_MACS_peak_22647_lociStitched	chr5	55259690	55292624	5	23754	40159.7196	248	1
5_MACS_peak_30371_lociStitched	chr9	135987665	136025990	5	23733	26528.565	249	1
5_MACS_peak_26624_lociStitched	chr7	45016599	45048573	5	23712	33809.3076	250	1
3_MACS_peak_18676_lociStitched	chr3	9424241	9452600	3	23645	57642.5034	251	1
2_MACS_peak_13240_lociStitched	chr19	2662576	2686637	2	23603	71102.6611	252	1
6_MACS_peak_5128_lociStitched	chr11	75507928	75538842	6	23473	30351.3652	253	1
4_MACS_peak_3378_lociStitched	chr10	45912660	45938535	4	23413	27259.3125	254	1
5_MACS_peak_22452_lociStitched	chr5	32152594	32183523	5	23375	53098.9072	255	1
7_MACS_peak_28887_lociStitched	chr8	128971755	129011555	7	23309	23036.24	256	1
3_MACS_peak_27559_lociStitched	chr7	134830750	134858345	3	23278	63761.007	257	1
4_MACS_peak_19139_lociStitched	chr3	45692898	45719241	4	23205	20550.1743	258	1
4_MACS_peak_16138_lociStitched	chr2	173443105	173467605	4	23187	20712.3	259	1
4_MACS_peak_21427_lociStitched	chr4	74453792	74487523	4	23147	26630.6245	260	1
3_MACS_peak_29622_lociStitched	chr9	73009561	73037779	3	23125	63185.7456	261	1
6_MACS_peak_14527_lociStitched	chr2	20328563	20358741	6	23098	21369.0418	262	1
5_MACS_peak_16342_lociStitched	chr2	191042484	191075033	5	23049	30898.7657	263	1
5_MACS_peak_8729_lociStitched	chr14	81925149	81957951	5	23013	24034.0254	264	1
4_MACS_peak_18865_lociStitched	chr3	23845482	23879551	4	23009	62734.6566	265	1
4_MACS_peak_27136_lociStitched	chr7	101921588	101952962	4	22990	38546.0964	266	1
5_MACS_peak_22259_lociStitched	chr4	185315469	185349901	5	22990	24939.0976	267	1
4_MACS_peak_18810_lociStitched	chr3	16924919	16955991	4	22974	40493.0304	268	1
3_MACS_peak_16976_lociStitched	chr20	9490056	9513589	3	22959	32960.3198	269	1
3_MACS_peak_9543_lociStitched	chr15	59014743	59043791	3	22958	45195.7832	270	1
4_MACS_peak_15851_lociStitched	chr2	136864167	136898639	4	22947	37329.7288	271	1
4_MACS_peak_30073_lociStitched	chr9	117234107	117268844	4	22928	32882.0442	272	1
3_MACS_peak_9441_lociStitched	chr15	52503973	52528880	3	22895	32010.4764	273	1
5_MACS_peak_14148_lociStitched	chr19	49119068	49153567	5	22890	83163.2894	274	1
6_MACS_peak_21869_lociStitched	chr4	129722776	129762066	6	22876	28206.291	275	1
3_MACS_peak_20342_lociStitched	chr3	150298020	150329305	3	22802	63449.1085	276	1
4_MACS_peak_11969_lociStitched	chr17	47814079	47842927	4	22794	25619.9088	277	1
6_MACS_peak_6528_lociStitched	chr12	57050434	57084084	6	22779	59072.575	278	1
3_MACS_peak_23433_lociStitched	chr5	130708699	130733046	3	22712	45248.8995	279	1
4_MACS_peak_16054_lociStitched	chr2	165590535	165620523	4	22678	31406.4324	280	1
5_MACS_peak_2021_lociStitched	chr1	161409031	161442276	5	22646	21050.734	281	1
4_MACS_peak_30190_lociStitched	chr9	127614396	127644723	4	22611	42676.1544	282	1
3_MACS_peak_20094_lociStitched	chr3	129022260	129048885	3	22586	42027.5625	283	1
3_MACS_peak_18112_lociStitched	chr22	24535841	24562500	3	22522	31670.892	284	1
7_MACS_peak_28632_lociStitched	chr8	103793151	103828940	7	22503	29425.7158	285	1
1_MACS_peak_9940_lociStitched	chr15	81261299	81283790	1	22492	35385.0903	286	1
1_MACS_peak_1707_lociStitched	chr1	150531240	150553727	1	22488	67971.4549	287	1
6_MACS_peak_18640_lociStitched	chr3	3120890	3153890	6	22474	38504.4	288	1
3_MACS_peak_5222_lociStitched	chr11	82865960	82894342	3	22450	53976.8876	289	1
2_MACS_peak_17576_lociStitched	chr21	19147246	19172262	2	22402	43978.128	290	1
5_MACS_peak_20155_lociStitched	chr3	133288147	133313083	5	22252	30895.704	291	1
4_MACS_peak_29299_lociStitched	chr9	20549850	20582199	4	22227	17746.6614	292	1
1_MACS_peak_16471_lociStitched	chr2	201979439	202001588	1	22150	72480.3876	293	1
5_MACS_peak_25489_lociStitched	chr6	119648171	119673822	5	22128	35708.7571	294	1
5_MACS_peak_9017_lociStitched	chr14	106346648	106378008	5	22101	33072.256	295	1
3_MACS_peak_16631_lociStitched	chr2	219735296	219763534	3	22099	37147.089	296	1
5_MACS_peak_28825_lociStitched	chr8	126220312	126250885	5	22097	31835.6649	297	1
3_MACS_peak_13355_lociStitched	chr19	7396953	7420214	3	22075	39906.5716	298	1
4_MACS_peak_1081_lociStitched	chr1	65408037	65433593	4	22052	26371.2364	299	1
6_MACS_peak_25707_lociStitched	chr6	139569758	139602171	6	22024	26549.4883	300	1
3_MACS_peak_29386_lociStitched	chr9	33285950	33311747	3	22017	35574.063	301	1
1_MACS_peak_21263_lociStitched	chr4	40190609	40212619	1	22011	33926.214	302	1
5_MACS_peak_18517_lociStitched	chr22	43642378	43670594	5	21994	27978.9856	303	1
