REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	MM24.jin.bam	enhancerRank	isSuperStretch	OVERLAP_GENES	PROXIMAL_GENES	CLOSEST_GENE	enhancerRank	isSuperStretch
8_MACS_peak_20778_lociStitched	chr3	186702518	186769340	8	56670	90577.221	33	1	ST6GAL1		ST6GAL1	33	1
7_MACS_peak_2577_lociStitched	chr1	206844832	206917097	7	61611	72857.573	34	1	MAPKAPK2	DYRK3,IL10	MAPKAPK2	34	1
1_MACS_peak_9011_lociStitched	chr14	106144721	106180015	1	35295	123116.0602	35	1			TMEM121	35	1
6_MACS_peak_5872_lociStitched	chr12	7022277	7085945	6	46758	103288.5964	36	1	LRRC23,ENO2,ATN1,C12orf57,PTPN6,MIR200C,MIR141,EMG1,PHB2,SCARNA12,LPCAT3	TPI1,RPL13P5,DSTNP2,SPSB2	C12orf57	36	1
2_MACS_peak_4874_lociStitched	chr11	65181980	65214649	2	31135	123407.1475	37	1	NEAT1,MIR612	FRMD8,SLC25A45	NEAT1	37	1
10_MACS_peak_10446_lociStitched	chr16	11761216	11838332	10	56715	76907.7868	38	1	SNN,TXNDC11		TXNDC11	38	1
6_MACS_peak_8858_lociStitched	chr14	95944508	96003018	6	50211	91386.769	39	1	GLRX5,SNHG10,SCARNA13	C14orf49	SCARNA13	39	1
4_MACS_peak_24237_lociStitched	chr6	7865107	7922129	4	51420	87198.0424	40	1	BMP6,MUTED-TXNDC5,TXNDC5		TXNDC5	40	1
4_MACS_peak_26675_lociStitched	chr7	50339191	50370885	4	28675	122649.4412	41	1	IKZF1		IKZF1	41	1
9_MACS_peak_11341_lociStitched	chr17	16825804	16895852	9	58953	64486.1888	42	1	TNFRSF13B		TNFRSF13B	42	1
11_MACS_peak_15509_lociStitched	chr2	99060430	99136282	11	60423	53187.4224	43	1	INPP4A		INPP4A	43	1
10_MACS_peak_29000_lociStitched	chr8	142093698	142161173	10	46390	85699.9975	44	1	DENND3		DENND3	44	1
3_MACS_peak_22682_lociStitched	chr5	56109345	56154545	3	43851	88578.44	45	1	MAP3K1		MAP3K1	45	1
8_MACS_peak_18400_lociStitched	chr22	39813403	39875181	8	47757	78297.4372	46	1	TAB1,MGAT3	MGAT3,SMCR7L,ATF4	MGAT3	46	1
8_MACS_peak_4880_lociStitched	chr11	65306368	65363771	8	43064	82493.8513	47	1	SSSCA1,FAM89B,EHBP1L1,LTBP3,KCNK7	MALAT1,SCYL1,PCNXL3,SIPA1,MAP3K11	SSSCA1	47	1
13_MACS_peak_11044_lociStitched	chr16	81811968	81877037	13	52614	55074.4016	48	1	PLCG2		PLCG2	48	1
4_MACS_peak_6316_lociStitched	chr12	48190518	48232862	4	38862	89841.2648	49	1	HDAC7	SLC48A1,RAPGEF3	HDAC7	49	1
4_MACS_peak_28388_lociStitched	chr8	81031702	81084990	4	47833	68618.9576	50	1	TPD52	TPD52	TPD52	50	1
3_MACS_peak_26259_lociStitched	chr7	18529377	18570329	3	34461	95512.3496	51	1	HDAC9		HDAC9	51	1
7_MACS_peak_17096_lociStitched	chr20	30257697	30312442	7	51672	52828.925	52	1	BCL2L1	COX4I2,TPX2	BCL2L1	52	1
5_MACS_peak_23346_lociStitched	chr5	118643477	118706772	5	48943	61161.9585	53	1	TNFAIP8		TNFAIP8	53	1
4_MACS_peak_13512_lociStitched	chr19	12885108	12913873	4	26064	101839.606	54	1	JUNB,HOOK2,PRDX2	ASNA1,BEST2,RNASEH2A,MAST1,C19orf43,RTBDN	JUNB	54	1
3_MACS_peak_3229_lociStitched	chr10	22594823	22635144	3	38177	82859.655	55	1	COMMD3,BMI1,SPAG6		BMI1	55	1
8_MACS_peak_9897_lociStitched	chr15	78323085	78381636	8	46757	60553.4442	56	1	TBC1D2B	SH2D7,LOC91450,CIB2	TBC1D2B	56	1
9_MACS_peak_25661_lociStitched	chr6	137050821	137115742	9	48446	54806.3082	57	1	MAP3K5	PEX7	MAP3K5	57	1
5_MACS_peak_12405_lociStitched	chr17	76690385	76746183	5	46647	60842.1392	58	1	CYTH1		CYTH1	58	1
2_MACS_peak_15430_lociStitched	chr2	88888178	88929232	2	40636	75498.306	60	1	EIF2AK3		EIF2AK3	60	1
8_MACS_peak_19968_lociStitched	chr3	121503396	121564041	8	44401	64865.892	61	1	EAF2,IQCB1	SLC15A2,GOLGB1	IQCB1	61	1
10_MACS_peak_23050_lociStitched	chr5	88095345	88153157	10	46571	55817.486	62	1	MEF2C		MEF2C	62	1
10_MACS_peak_10132_lociStitched	chr15	93340086	93394161	10	35813	82031.775	63	1	ASB9P1	LOC100507217,CHD2	ASB9P1	63	1
10_MACS_peak_18913_lociStitched	chr3	30645500	30710488	10	44835	59249.5596	64	1	TGFBR2		TGFBR2	64	1
7_MACS_peak_14914_lociStitched	chr2	46760938	46808454	7	44177	60639.9192	65	1	RHOQ,PIGF	CRIPT,ATP6V1E2	RHOQ	65	1
5_MACS_peak_10216_lociStitched	chr15	101456615	101499944	5	38123	74993.8332	66	1	ALDH1A3,LRRK1		LRRK1	66	1
3_MACS_peak_4179_lociStitched	chr10	125817804	125855533	3	35764	77740.6045	67	1	CHST15		CHST15	67	1
3_MACS_peak_19361_lociStitched	chr3	53189918	53233845	3	39829	69048.8513	68	1	PRKCD	RFT1	PRKCD	68	1
2_MACS_peak_9820_lociStitched	chr15	75062211	75093894	2	31567	84675.9858	69	1	CSK	CYP1A2,LMAN1L,CPLX3,CYP1A1,ULK3	CSK	69	1
4_MACS_peak_29887_lociStitched	chr9	100743011	100784957	4	34276	78854.2854	70	1	ANP32B	NANS,HEMGN	ANP32B	70	1
6_MACS_peak_21113_lociStitched	chr4	15766654	15815570	6	43987	54962.0176	71	1	CD38		CD38	71	1
3_MACS_peak_12843_lociStitched	chr18	46443599	46480595	3	34835	76430.0364	72	1	SMAD7		SMAD7	72	1
2_MACS_peak_9346_lociStitched	chr15	45001402	45031263	2	29811	84626.074	73	1	B2M,TRIM69	SPG11,PATL2	TRIM69	73	1
6_MACS_peak_29603_lociStitched	chr9	71509383	71569066	6	45906	46379.6593	74	1	PIP5K1B		PRKACG	74	1
4_MACS_peak_14534_lociStitched	chr2	20388489	20426708	4	32002	79304.425	75	1	SDC1		SDC1	75	1
6_MACS_peak_5077_lociStitched	chr11	72821909	72871163	6	36436	70979.9394	76	1	FCHSD2		FCHSD2	76	1
6_MACS_peak_7318_lociStitched	chr12	122210133	122251741	6	34361	75052.5104	77	1	TMEM120B,SETD1B,RHOF,LOC338799	HPD	RHOF	77	1
4_MACS_peak_9948_lociStitched	chr15	81575740	81618170	4	33234	76700.711	78	1	IL16,STARD5	TMC3	IL16	78	1
8_MACS_peak_9468_lociStitched	chr15	52933131	52977652	8	38419	65566.0767	79	1	KIAA1370		KIAA1370	79	1
2_MACS_peak_17895_lociStitched	chr21	45552238	45581873	2	26829	85461.413	80	1	C21orf33	PWP2	C21orf33	80	1
7_MACS_peak_15473_lociStitched	chr2	96889933	96933649	7	38817	63379.4568	81	1	LOC285033,CIAO1,TMEM127	STARD7,SNRNP200	LOC285033	81	1
4_MACS_peak_24921_lociStitched	chr6	44204323	44239422	4	26299	85631.0303	82	1	HSP90AB1,TMEM151B,SLC35B2,NFKBIE	SLC29A1,TCTE1,AARS2	SLC35B2	82	1
4_MACS_peak_1811_lociStitched	chr1	154369806	154418305	4	40850	57005.7246	83	1	IL6R		IL6R	83	1
2_MACS_peak_5472_lociStitched	chr11	111216478	111252461	2	34472	71771.6918	84	1	POU2AF1	C11orf93,C11orf92	POU2AF1	84	1
7_MACS_peak_18309_lociStitched	chr22	37613839	37670987	7	39706	59656.7972	85	1	RAC2	CYTH4,C1QTNF6,SSTR3	RAC2	85	1
6_MACS_peak_4920_lociStitched	chr11	65878647	65925990	6	38154	63349.6683	86	1	PACS1		PACS1	86	1
13_MACS_peak_22123_lociStitched	chr4	160046167	160114977	13	45775	36565.634	87	1	MIR3688		MIR3688	87	1
1_MACS_peak_5949_lociStitched	chr12	12865412	12880477	1	15066	94825.136	88	1	CDKN1B,APOLD1	MIR613,GPR19	CDKN1B	88	1
1_MACS_peak_18733_lociStitched	chr3	13033786	13065205	1	31420	76213.0683	89	1	IQSEC1	IQSEC1	IQSEC1	89	1
1_MACS_peak_25309_lociStitched	chr6	106530617	106563686	1	33070	72903.9174	90	1	PRDM1		PRDM1	90	1
2_MACS_peak_2571_lociStitched	chr1	206727341	206765041	2	36741	64572.56	91	1	RASSF5,LGTN	DYRK3	RASSF5	91	1
6_MACS_peak_8639_lociStitched	chr14	74206462	74255893	6	37720	61368.5865	92	1	C14orf43	PNMA1	C14orf43	92	1
4_MACS_peak_25384_lociStitched	chr6	109186224	109228721	4	36491	64246.9646	93	1	ARMC2		ARMC2	93	1
5_MACS_peak_24075_lociStitched	chr5	180210193	180249716	5	35699	64469.9176	94	1	MGAT1	LOC729678,OR2Y1,ZFP62	MGAT1	94	1
6_MACS_peak_15237_lociStitched	chr2	70329667	70371871	6	30410	73012.92	95	1	LOC100133985	PCBP1,LOC400960,C2orf42	LOC100133985	95	1
9_MACS_peak_26532_lociStitched	chr7	38366345	38412571	9	38807	54260.0788	96	1			TARP	96	1
5_MACS_peak_14148_lociStitched	chr19	49119068	49153567	5	22890	83163.2894	97	1	SPHK2,SEC1,RPL18,DBP,CA11	SULT2B1,SPACA4,FUT2,FAM83E,NTN5	DBP	97	1
3_MACS_peak_21480_lociStitched	chr4	77608360	77645562	3	32872	67622.0754	98	1	SHROOM3		ANKRD56	98	1
2_MACS_peak_17859_lociStitched	chr21	44769812	44792220	2	21528	83765.5856	99	1			SIK1	99	1
2_MACS_peak_24115_lociStitched	chr6	380736	413341	2	27828	75630.558	100	1	IRF4		IRF4	100	1
5_MACS_peak_13160_lociStitched	chr19	1236941	1277287	5	33725	64351.87	101	1	ATP5D,MIDN,CIRBP,C19orf24,C19orf26,C19orf23	STK11,EFNA2	MIDN	101	1
5_MACS_peak_23755_lociStitched	chr5	150437461	150478797	5	34706	61896.5264	102	1	TNIP1	GPX3,ANXA6	TNIP1	102	1
5_MACS_peak_3429_lociStitched	chr10	52964719	53016690	5	39945	46493.2566	103	1	PRKG1	MIR605	MIR605	103	1
1_MACS_peak_26716_lociStitched	chr7	55612626	55643394	1	30769	69191.0784	104	1	VOPP1		VOPP1	104	1
3_MACS_peak_26853_lociStitched	chr7	75919716	75950013	3	27925	73951.9473	105	1	HSPB1	YWHAG	HSPB1	105	1
4_MACS_peak_17855_lociStitched	chr21	44723056	44760153	4	29575	71129.7878	106	1			SIK1	106	1
5_MACS_peak_12372_lociStitched	chr17	75429188	75471335	5	35820	58091.2101	107	1	SEPT9	MIR4316	SEPT9	107	1
10_MACS_peak_13020_lociStitched	chr18	60842039	60903159	10	39591	46402.304	108	1	BCL2		BCL2	108	1
3_MACS_peak_29303_lociStitched	chr9	20592391	20626046	3	32418	65142.618	109	1	MLLT3	KIAA1797	MLLT3	109	1
4_MACS_peak_28511_lociStitched	chr8	95938071	95977488	4	32812	62700.6219	110	1	TP53INP1	CCNE2	TP53INP1	110	1
2_MACS_peak_20545_lociStitched	chr3	171797796	171833913	2	35234	56660.3496	111	1	FNDC3B		FNDC3B	111	1
6_MACS_peak_23426_lociStitched	chr5	130585851	130626880	6	35185	56320.5083	112	1	CDC42SE2		CDC42SE2	112	1
5_MACS_peak_17734_lociStitched	chr21	36390467	36430805	5	32726	62072.1144	113	1	RUNX1,C21orf96		C21orf96	113	1
2_MACS_peak_20543_lociStitched	chr3	171752280	171788076	2	34621	57427.5228	114	1	FNDC3B		FNDC3B	114	1
3_MACS_peak_4967_lociStitched	chr11	67028167	67058344	3	26996	71311.2687	115	1	ADRBK1,ANKRD13D	SSH3,LOC100130987	ADRBK1	115	1
12_MACS_peak_12920_lociStitched	chr18	52897714	52959721	12	39927	38295.5232	116	1	TCF4		CCDC68	116	1
4_MACS_peak_17862_lociStitched	chr21	44816795	44852443	4	29574	66045.0496	117	1	SIK1	C21orf125,C21orf84	SIK1	117	1
6_MACS_peak_14764_lociStitched	chr2	37540143	37586563	6	33494	56414.226	118	1	QPCT,PRKD3		QPCT	118	1
6_MACS_peak_7344_lociStitched	chr12	123344039	123389250	6	37132	45871.0806	119	1	HIP1R,VPS37B		VPS37B	119	1
1_MACS_peak_13616_lociStitched	chr19	16472943	16498254	1	25312	71579.508	120	1	EPS15L1	KLF2	KLF2	120	1
2_MACS_peak_26372_lociStitched	chr7	26219818	26246562	2	25791	70834.1584	121	1	NFE2L3,CBX3,HNRNPA2B1		HNRNPA2B1	121	1
3_MACS_peak_26713_lociStitched	chr7	55568538	55606920	3	35253	50449.3008	122	1	VOPP1		VOPP1	122	1
4_MACS_peak_13137_lociStitched	chr19	905255	928918	4	20982	76206.6915	123	1	KISS1R,ARID3A,C19orf22	CFD,MED16	KISS1R	123	1
5_MACS_peak_22475_lociStitched	chr5	32571742	32613787	5	34936	49932.642	124	1	SUB1		SUB1	124	1
3_MACS_peak_30009_lociStitched	chr9	112903221	112936320	3	31183	59025.4467	125	1	PALM2-AKAP2,AKAP2	C9orf152	AKAP2	125	1
3_MACS_peak_7398_lociStitched	chr12	125390205	125414432	3	19403	76489.4844	126	1	UBC	SCARB1	UBC	126	1
5_MACS_peak_2603_lociStitched	chr1	207970380	208006449	5	29647	61504.8588	127	1	LOC148696,MIR29C,MIR29B2	CD46	LOC148696	127	1
2_MACS_peak_13240_lociStitched	chr19	2662576	2686637	2	23603	71102.6611	128	1	GNG7	DIRAS1	GNG7	128	1
1_MACS_peak_16471_lociStitched	chr2	201979439	202001588	1	22150	72480.3876	129	1	CFLAR	NDUFB3,CASP10,FAM126B	CFLAR	129	1
7_MACS_peak_18951_lociStitched	chr3	31977090	32024495	7	35559	44484.852	130	1	ZNF860,OSBPL10		ZNF860	130	1
3_MACS_peak_13236_lociStitched	chr19	2606695	2638641	3	30275	58269.504	131	1	GNG7		GNG7	131	1
4_MACS_peak_30743_lociStitched	chrX	48767652	48817053	4	35510	44505.3609	132	1	SLC35A2,PIM2,OTUD5	PQBP1,TIMM17B,KCND1,GRIPAP1	PIM2	132	1
7_MACS_peak_8562_lociStitched	chr14	70076659	70121876	7	35911	42965.1934	133	1	KIAA0247	C14orf162	KIAA0247	133	1
4_MACS_peak_28842_lociStitched	chr8	126429562	126453486	4	18832	75224.2332	134	1	TRIB1		TRIB1	134	1
5_MACS_peak_23760_lociStitched	chr5	150504988	150545288	5	29262	59031.44	135	1	ANXA6	TNIP1	ANXA6	135	1
4_MACS_peak_26679_lociStitched	chr7	50410397	50450863	4	36981	35848.8294	136	1	IKZF1		IKZF1	136	1
3_MACS_peak_27354_lociStitched	chr7	121005822	121037962	3	30620	54824.412	137	1	FAM3C	WNT16	FAM3C	137	1
4_MACS_peak_9803_lociStitched	chr15	74665216	74697349	4	29769	56618.346	138	1		CYP11A1,SEMA7A	CYP11A1	138	1
2_MACS_peak_1896_lociStitched	chr1	156448822	156480157	2	30517	54920.8545	139	1	MEF2D	C1orf61	MEF2D	139	1
1_MACS_peak_23699_lociStitched	chr5	142771703	142786064	1	14362	77112.8256	140	1	NR3C1		NR3C1	140	1
5_MACS_peak_29956_lociStitched	chr9	108003872	108040298	5	31325	52289.523	141	1	SLC44A1		SLC44A1	141	1
1_MACS_peak_1707_lociStitched	chr1	150531240	150553727	1	22488	67971.4549	143	1	ADAMTSL4,MCL1	MIR4257,ENSA	MCL1	143	1
5_MACS_peak_5904_lociStitched	chr12	9859495	9897002	5	31302	51238.3127	144	1	CLECL1	CLEC2D,CD69	CLECL1	144	1
4_MACS_peak_17847_lociStitched	chr21	44572696	44601261	4	21230	69158.7215	145	1	CRYAA	U2AF1	CRYAA	145	1
8_MACS_peak_19808_lociStitched	chr3	112045053	112087369	8	34241	42624.9068	146	1	CD200	SLC9A10	CD200	146	1
1_MACS_peak_19136_lociStitched	chr3	45632390	45661013	1	28624	56613.4317	147	1	LIMD1		LIMD1	147	1
6_MACS_peak_13686_lociStitched	chr19	18588396	18633600	6	34768	40109.5092	148	1	ELL	C19orf50,UBA52,ISYNA1,FKBP8	ELL	148	1
4_MACS_peak_10053_lociStitched	chr15	89643796	89677400	4	32834	45889.6224	149	1	ABHD2		ABHD2	149	1
7_MACS_peak_30170_lociStitched	chr9	126079338	126123530	7	31915	48262.0832	150	1	CRB2	STRBP,MIR601	CRB2	150	1
5_MACS_peak_25766_lociStitched	chr6	143227364	143270424	5	25673	61442.314	151	1	HIVEP2		HIVEP2	151	1
3_MACS_peak_27559_lociStitched	chr7	134830750	134858345	3	23278	63761.007	152	1	TMEM140,C7orf49	WDR91	C7orf49	152	1
4_MACS_peak_24654_lociStitched	chr6	31773434	31806458	4	26961	57058.8672	153	1	HSPA1A,HSPA1B,C6orf48,SNORD48,SNORD52,LSM2,HSPA1L	C6orf26,C6orf27,VARS,NEU1,SLC44A4	HSPA1B	153	1
3_MACS_peak_29622_lociStitched	chr9	73009561	73037779	3	23125	63185.7456	154	1	KLF9		KLF9	154	1
3_MACS_peak_20342_lociStitched	chr3	150298020	150329305	3	22802	63449.1085	155	1	EIF2A,SELT	SERP1	SELT	155	1
4_MACS_peak_5109_lociStitched	chr11	74639771	74678381	4	30512	48061.728	156	1	SPCS2,XRRA1	NEU3	XRRA1	156	1
2_MACS_peak_25067_lociStitched	chr6	69342013	69369931	2	25006	59613.3054	157	1	BAI3		BAI3	157	1
4_MACS_peak_18865_lociStitched	chr3	23845482	23879551	4	23009	62734.6566	158	1	UBE2E1		UBE2E1	158	1
1_MACS_peak_6075_lociStitched	chr12	26265012	26281793	1	16782	69701.5616	159	1	BHLHE41		BHLHE41	159	1
8_MACS_peak_14807_lociStitched	chr2	39318472	39358222	8	29411	49623.9	160	1	SOS1		SOS1	160	1
4_MACS_peak_10041_lociStitched	chr15	89163937	89202205	4	31836	42703.2612	161	1	AEN,ISG20	MIR1179,MIR7-2	ISG20	161	1
5_MACS_peak_15648_lociStitched	chr2	112181491	112224615	5	33271	37875.8092	162	1	LOC541471		LOC541471	162	1
5_MACS_peak_8140_lociStitched	chr14	23018372	23059691	5	31022	44079.1092	163	1	DAD1	ABHD4	DAD1	163	1
4_MACS_peak_244_lociStitched	chr1	16159355	16185362	4	17873	67529.7762	164	1	SPEN,FLJ37453	UQCRHL	SPEN	164	1
2_MACS_peak_13213_lociStitched	chr19	2254913	2275075	2	19295	65538.5972	166	1	OAZ1,JSRP1,C19orf35	SF3A2,AMH,MIR4321,MIR1227,PLEKHJ1,LINGO3	OAZ1	166	1
1_MACS_peak_2911_lociStitched	chr1	234732472	234749743	1	17272	67811.1273	167	1	IRF2BP2	NCRNA00184	IRF2BP2	167	1
5_MACS_peak_10221_lociStitched	chr15	101506807	101549966	5	33214	35640.7022	168	1	LRRK1		LRRK1	168	1
3_MACS_peak_26970_lociStitched	chr7	90336899	90368796	3	24893	56885.1098	169	1	CDK14		CDK14	169	1
7_MACS_peak_29118_lociStitched	chr9	686703	734301	7	31449	40834.3242	170	1	KANK1		KANK1	170	1
2_MACS_peak_13902_lociStitched	chr19	39879708	39904922	2	21805	61262.4558	171	1	MED29,ZFP36,PLEKHG2,PAF1	SAMD4B,SUPT5H,RPS16	ZFP36	171	1
5_MACS_peak_18408_lociStitched	chr22	39891853	39929404	5	30632	43078.5072	172	1	SMCR7L,ATF4,RPS19BP1	MGAT3,CACNA1I	ATF4	172	1
4_MACS_peak_17672_lociStitched	chr21	34601317	34629717	4	25777	54371.8	173	1	IFNAR2	IL10RB	IFNAR2	173	1
9_MACS_peak_12493_lociStitched	chr17	80375725	80426747	9	32234	37485.8634	174	1	HEXDC,NARF,C17orf101,C17orf62	UTS2R	C17orf62	174	1
6_MACS_peak_28831_lociStitched	chr8	126274360	126321554	6	31886	38684.9218	175	1	NSMCE2		TRIB1	175	1
2_MACS_peak_23060_lociStitched	chr5	88163326	88187536	2	24038	57111.39	176	1	MEF2C	MEF2C	MEF2C	176	1
5_MACS_peak_13975_lociStitched	chr19	42362991	42401126	5	31329	40018.869	177	1	RPS19,CD79A,ARHGEF1	DMRTC2,LYPD4	CD79A	177	1
3_MACS_peak_7859_lociStitched	chr13	67781471	67812943	3	26405	52526.768	178	1	PCDH9		PCDH9	178	1
6_MACS_peak_6528_lociStitched	chr12	57050434	57084084	6	22779	59072.575	179	1	PTGES3	BAZ2A,SNORD59B,SNORD59A,ATP5B,NACA	PTGES3	179	1
3_MACS_peak_18676_lociStitched	chr3	9424241	9452600	3	23645	57642.5034	180	1	THUMPD3,SETD5,LOC440944		LOC440944	180	1
2_MACS_peak_13541_lociStitched	chr19	13943314	13962642	2	18703	64389.2992	181	1	LOC284454,MIR24-2,MIR23A,MIR27A	ZSWIM4,MIR181C,MIR181D,NANOS3	MIR23A	181	1
3_MACS_peak_14095_lociStitched	chr19	47207305	47232822	3	16471	66576.4047	182	1	PRKD2,MIR320E,STRN4	FKRP,DACT3	PRKD2	182	1
4_MACS_peak_4704_lociStitched	chr11	58339150	58365864	4	20203	61332.6726	183	1	ZFP91-CNTF,ZFP91,LPXN	CNTF	ZFP91-CNTF	183	1
2_MACS_peak_5649_lociStitched	chr11	122924142	122944641	2	19003	62792.5368	184	1	HSPA8,ASAM	LOC341056	HSPA8	184	1
7_MACS_peak_25799_lociStitched	chr6	144647901	144686720	7	31338	37099.3183	185	1	UTRN		UTRN	185	1
5_MACS_peak_16409_lociStitched	chr2	197006692	197049021	5	28483	45524.8395	186	1	STK17B		STK17B	186	1
3_MACS_peak_27605_lociStitched	chr7	138778497	138796019	3	16652	65160.8136	187	1	ZC3HAV1	TTC26	ZC3HAV1	187	1
8_MACS_peak_18271_lociStitched	chr22	36746639	36785335	8	32032	34265.308	188	1	MYH9		MYH9	188	1
6_MACS_peak_10083_lociStitched	chr15	90612448	90647203	6	29389	42348.9675	189	1	ZNF710,IDH2		IDH2	189	1
3_MACS_peak_18666_lociStitched	chr3	5222375	5248071	3	25184	52144.8928	190	1	ARL8B,EDEM1		EDEM1	190	1
3_MACS_peak_9582_lociStitched	chr15	60859622	60886181	3	21857	57933.1467	191	1	RORA		RORA	191	1
6_MACS_peak_4089_lociStitched	chr10	112599775	112635061	6	26024	49922.6328	192	1	PDCD4,LOC282997	SHOC2,NCRNA00081	LOC282997	192	1
6_MACS_peak_18293_lociStitched	chr22	37296412	37338534	6	32046	32535.0328	193	1	CSF2RB	NCF4	CSF2RB	193	1
2_MACS_peak_12932_lociStitched	chr18	52966925	52991444	2	24439	52875.2235	194	1	TCF4		TCF4	194	1
5_MACS_peak_14995_lociStitched	chr2	54776381	54809741	5	27582	46090.176	195	1	SPTBN1	RPL23AP32	SPTBN1	195	1
3_MACS_peak_14742_lociStitched	chr2	33698682	33726254	3	25866	49527.5836	196	1	RASGRP3	RASGRP3	RASGRP3	196	1
7_MACS_peak_2005_lociStitched	chr1	161122529	161163810	7	29707	39708.1939	197	1	UFC1,USP21,PPOX,B4GALT3,ADAMTS4	NIT1,NDUFS2,FCER1G,TOMM40L,PFDN2,DEDD,APOA2,NR1I3	B4GALT3	197	1
5_MACS_peak_13968_lociStitched	chr19	42036661	42070589	5	27967	43146.2376	198	1		CEACAM21	CEACAM21	198	1
