REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	MM24.jin.bam
8_MACS_peak_19657_lociStitched	chr3	98448047	98508461	8	53119	101568.0168
6_MACS_peak_29603_lociStitched	chr9	71509383	71569066	6	45906	46379.6593
8_MACS_peak_9897_lociStitched	chr15	78323085	78381636	8	46757	60553.4442
6_MACS_peak_8858_lociStitched	chr14	95944508	96003018	6	50211	91386.769
3_MACS_peak_18065_lociStitched	chr22	23240977	23299319	3	57873	113819.4078
6_MACS_peak_10142_lociStitched	chr15	93423796	93482129	6	45987	124885.1197
10_MACS_peak_23050_lociStitched	chr5	88095345	88153157	10	46571	55817.486000000004
3_MACS_peak_5715_lociStitched	chr11	128552866	128610620	3	52553	148439.3308
8_MACS_peak_4880_lociStitched	chr11	65306368	65363771	8	43064	82493.85130000001
7_MACS_peak_18309_lociStitched	chr22	37613839	37670987	7	39706	59656.7972
4_MACS_peak_24237_lociStitched	chr6	7865107	7922129	4	51420	87198.04239999999
5_MACS_peak_12405_lociStitched	chr17	76690385	76746183	5	46647	60842.139200000005
7_MACS_peak_17096_lociStitched	chr20	30257697	30312442	7	51672	52828.924999999996
10_MACS_peak_10132_lociStitched	chr15	93340086	93394161	10	35813	82031.775
4_MACS_peak_28388_lociStitched	chr8	81031702	81084990	4	47833	68618.95760000001
5_MACS_peak_3429_lociStitched	chr10	52964719	53016690	5	39945	46493.2566
9_MACS_peak_12493_lociStitched	chr17	80375725	80426747	9	32234	37485.8634
9_MACS_peak_10930_lociStitched	chr16	68269097	68320089	9	27575	28157.7824
6_MACS_peak_8639_lociStitched	chr14	74206462	74255893	6	37720	61368.586500000005
4_MACS_peak_30743_lociStitched	chrX	48767652	48817053	4	35510	44505.3609
6_MACS_peak_5077_lociStitched	chr11	72821909	72871163	6	36436	70979.9394
6_MACS_peak_21113_lociStitched	chr4	15766654	15815570	6	43987	54962.0176
1_MACS_peak_9132_lociStitched	chr15	31614741	31663531	1	48791	133708.995
4_MACS_peak_1811_lociStitched	chr1	154369806	154418305	4	40850	57005.7246
7_MACS_peak_29118_lociStitched	chr9	686703	734301	7	31449	40834.3242
7_MACS_peak_14914_lociStitched	chr2	46760938	46808454	7	44177	60639.9192
7_MACS_peak_18951_lociStitched	chr3	31977090	32024495	7	35559	44484.852
6_MACS_peak_4920_lociStitched	chr11	65878647	65925990	6	38154	63349.668300000005
6_MACS_peak_28831_lociStitched	chr8	126274360	126321554	6	31886	38684.9218
7_MACS_peak_25395_lociStitched	chr6	109371499	109418329	7	28286	31427.613
6_MACS_peak_14764_lociStitched	chr2	37540143	37586563	6	33494	56414.226
9_MACS_peak_26532_lociStitched	chr7	38366345	38412571	9	38807	54260.078799999996
4_MACS_peak_27179_lociStitched	chr7	104617051	104662775	4	45054	155493.6068
7_MACS_peak_8562_lociStitched	chr14	70076659	70121876	7	35911	42965.193400000004
6_MACS_peak_7344_lociStitched	chr12	123344039	123389250	6	37132	45871.0806
6_MACS_peak_13686_lociStitched	chr19	18588396	18633600	6	34768	40109.5092
3_MACS_peak_22682_lociStitched	chr5	56109345	56154545	3	43851	88578.44
8_MACS_peak_9468_lociStitched	chr15	52933131	52977652	8	38419	65566.07669999999
2_MACS_peak_4877_lociStitched	chr11	65234863	65279223	2	39253	124784.68000000001
7_MACS_peak_30170_lociStitched	chr9	126079338	126123530	7	31915	48262.0832
3_MACS_peak_19361_lociStitched	chr3	53189918	53233845	3	39829	69048.85130000001
7_MACS_peak_15473_lociStitched	chr2	96889933	96933649	7	38817	63379.4568
5_MACS_peak_10216_lociStitched	chr15	101456615	101499944	5	38123	74993.8332
5_MACS_peak_10221_lociStitched	chr15	101506807	101549966	5	33214	35640.7022
5_MACS_peak_15648_lociStitched	chr2	112181491	112224615	5	33271	37875.809199999996
5_MACS_peak_25766_lociStitched	chr6	143227364	143270424	5	25673	61442.314000000006
4_MACS_peak_25384_lociStitched	chr6	109186224	109228721	4	36491	64246.9646
4_MACS_peak_9948_lociStitched	chr15	81575740	81618170	4	33234	76700.71100000001
4_MACS_peak_6316_lociStitched	chr12	48190518	48232862	4	38862	89841.2648
5_MACS_peak_16409_lociStitched	chr2	197006692	197049021	5	28483	45524.839499999995
7_MACS_peak_24282_lociStitched	chr6	11345915	11388232	7	25327	24979.725100000003
8_MACS_peak_19808_lociStitched	chr3	112045053	112087369	8	34241	42624.906800000004
6_MACS_peak_15237_lociStitched	chr2	70329667	70371871	6	30410	73012.92
5_MACS_peak_12372_lociStitched	chr17	75429188	75471335	5	35820	58091.210100000004
6_MACS_peak_18293_lociStitched	chr22	37296412	37338534	6	32046	32535.032799999997
5_MACS_peak_22475_lociStitched	chr5	32571742	32613787	5	34936	49932.642
8_MACS_peak_18965_lociStitched	chr3	32440843	32482851	8	28143	30943.092800000002
4_MACS_peak_29887_lociStitched	chr9	100743011	100784957	4	34276	78854.2854
6_MACS_peak_7318_lociStitched	chr12	122210133	122251741	6	34361	75052.5104
9_MACS_peak_23880_lociStitched	chr5	160072129	160113516	9	27823	19484.9996
5_MACS_peak_23755_lociStitched	chr5	150437461	150478797	5	34706	61896.5264
5_MACS_peak_8140_lociStitched	chr14	23018372	23059691	5	31022	44079.1092
7_MACS_peak_2005_lociStitched	chr1	161122529	161163810	7	29707	39708.1939
2_MACS_peak_15430_lociStitched	chr2	88888178	88929232	2	40636	75498.306
6_MACS_peak_23426_lociStitched	chr5	130585851	130626880	6	35185	56320.5083
3_MACS_peak_26259_lociStitched	chr7	18529377	18570329	3	34461	95512.3496
4_MACS_peak_2276_lociStitched	chr1	182990642	183031314	4	28444	40765.5456
4_MACS_peak_26679_lociStitched	chr7	50410397	50450863	4	36981	35848.8294
5_MACS_peak_13160_lociStitched	chr19	1236941	1277287	5	33725	64351.869999999995
5_MACS_peak_17734_lociStitched	chr21	36390467	36430805	5	32726	62072.1144
3_MACS_peak_3229_lociStitched	chr10	22594823	22635144	3	38177	82859.65500000001
5_MACS_peak_23760_lociStitched	chr5	150504988	150545288	5	29262	59031.44
8_MACS_peak_12262_lociStitched	chr17	72737660	72777924	8	25651	24540.908000000003
7_MACS_peak_28887_lociStitched	chr8	128971755	129011555	7	23309	23036.239999999998
8_MACS_peak_14807_lociStitched	chr2	39318472	39358222	8	29411	49623.9
5_MACS_peak_24075_lociStitched	chr5	180210193	180249716	5	35699	64469.9176
7_MACS_peak_18154_lociStitched	chr22	28261755	28301179	7	25260	27033.036799999998
5_MACS_peak_10902_lociStitched	chr16	67562111	67601534	5	25312	37337.5233
4_MACS_peak_28511_lociStitched	chr8	95938071	95977488	4	32812	62700.6219
6_MACS_peak_21869_lociStitched	chr4	129722776	129762066	6	22876	28206.291
5_MACS_peak_15153_lociStitched	chr2	65139327	65178596	5	28180	35711.2286
8_MACS_peak_23803_lociStitched	chr5	154133141	154172249	8	26737	32221.081199999997
6_MACS_peak_27578_lociStitched	chr7	137557148	137596135	6	29586	22616.358699999997
7_MACS_peak_15199_lociStitched	chr2	68941218	68980117	7	20446	20243.0396
7_MACS_peak_25799_lociStitched	chr6	144647901	144686720	7	31338	37099.3183
8_MACS_peak_18271_lociStitched	chr22	36746639	36785335	8	32032	34265.308
4_MACS_peak_5109_lociStitched	chr11	74639771	74678381	4	30512	48061.727999999996
3_MACS_peak_26713_lociStitched	chr7	55568538	55606920	3	35253	50449.3008
5_MACS_peak_30371_lociStitched	chr9	135987665	136025990	5	23733	26528.565000000002
4_MACS_peak_10041_lociStitched	chr15	89163937	89202205	4	31836	42703.26119999999
4_MACS_peak_14534_lociStitched	chr2	20388489	20426708	4	32002	79304.425
5_MACS_peak_13975_lociStitched	chr19	42362991	42401126	5	31329	40018.869000000006
6_MACS_peak_30001_lociStitched	chr9	112842414	112880256	6	29664	29891.395800000002
3_MACS_peak_4179_lociStitched	chr10	125817804	125855533	3	35764	77740.6045
2_MACS_peak_2571_lociStitched	chr1	206727341	206765041	2	36741	64572.560000000005
5_MACS_peak_18408_lociStitched	chr22	39891853	39929404	5	30632	43078.5072
5_MACS_peak_5904_lociStitched	chr12	9859495	9897002	5	31302	51238.3127
3_MACS_peak_21480_lociStitched	chr4	77608360	77645562	3	32872	67622.0754
4_MACS_peak_786_lociStitched	chr1	43389012	43426213	4	26461	25553.366899999997
4_MACS_peak_17855_lociStitched	chr21	44723056	44760153	4	29575	71129.7878
3_MACS_peak_12843_lociStitched	chr18	46443599	46480595	3	34835	76430.0364
6_MACS_peak_915_lociStitched	chr1	51964632	52001335	6	24303	48561.7393
6_MACS_peak_14043_lociStitched	chr19	45594344	45630822	6	25842	26344.4116
5_MACS_peak_29956_lociStitched	chr9	108003872	108040298	5	31325	52289.523
6_MACS_peak_13421_lociStitched	chr19	10511214	10547629	6	25102	40475.2725
7_MACS_peak_29286_lociStitched	chr9	20407962	20444086	7	29358	34184.1412
2_MACS_peak_20545_lociStitched	chr3	171797796	171833913	2	35234	56660.3496
5_MACS_peak_2603_lociStitched	chr1	207970380	208006449	5	29647	61504.8588
2_MACS_peak_5472_lociStitched	chr11	111216478	111252461	2	34472	71771.6918
6_MACS_peak_1828_lociStitched	chr1	154804293	154840223	6	18596	21288.525
6_MACS_peak_19354_lociStitched	chr3	53131562	53167457	6	28177	32348.574
6_MACS_peak_16108_lociStitched	chr2	172169628	172205481	6	26106	44224.675500000005
2_MACS_peak_20543_lociStitched	chr3	171752280	171788076	2	34621	57427.5228
7_MACS_peak_28632_lociStitched	chr8	103793151	103828940	7	22503	29425.7158
4_MACS_peak_17862_lociStitched	chr21	44816795	44852443	4	29574	66045.0496
6_MACS_peak_28562_lociStitched	chr8	101292675	101328009	6	26655	40983.906599999995
5_MACS_peak_17019_lociStitched	chr20	17918174	17953477	5	24873	43292.0689
1_MACS_peak_9011_lociStitched	chr14	106144721	106180015	1	35295	123116.0602
6_MACS_peak_4089_lociStitched	chr10	112599775	112635061	6	26024	49922.6328
6_MACS_peak_14271_lociStitched	chr19	55785887	55821165	6	20514	30448.4418
5_MACS_peak_7653_lociStitched	chr13	41535090	41570337	5	29432	33495.2241
4_MACS_peak_24921_lociStitched	chr6	44204323	44239422	4	26299	85631.03030000001
6_MACS_peak_1312_lociStitched	chr1	93394701	93429771	6	18952	20631.681
5_MACS_peak_15206_lociStitched	chr2	68988527	69023530	5	29985	35237.520099999994
1_MACS_peak_9002_lociStitched	chr14	106024104	106059077	1	34974	142350.60189999998
5_MACS_peak_23305_lociStitched	chr5	112565884	112600836	5	29150	18989.4216
8_MACS_peak_18998_lociStitched	chr3	36931417	36966350	8	23857	25717.6746
4_MACS_peak_20547_lociStitched	chr3	171839485	171874355	4	31152	28314.440000000002
5_MACS_peak_22381_lociStitched	chr5	6711475	6746286	5	28970	39534.852699999996
6_MACS_peak_28382_lociStitched	chr8	80987024	81021807	6	30099	33909.9467
6_MACS_peak_10083_lociStitched	chr15	90612448	90647203	6	29389	42348.9675
4_MACS_peak_30073_lociStitched	chr9	117234107	117268844	4	22928	32882.0442
6_MACS_peak_16170_lociStitched	chr2	175441803	175476409	6	26750	36339.7606
5_MACS_peak_14148_lociStitched	chr19	49119068	49153567	5	22890	83163.28940000001
4_MACS_peak_15851_lociStitched	chr2	136864167	136898639	4	22947	37329.7288
5_MACS_peak_3821_lociStitched	chr10	92949568	92984023	5	27383	39557.7855
6_MACS_peak_12386_lociStitched	chr17	76116333	76150781	6	20484	19924.7232
5_MACS_peak_22259_lociStitched	chr4	185315469	185349901	5	22990	24939.0976
4_MACS_peak_25981_lociStitched	chr6	159207048	159241469	4	30063	30689.7636
5_MACS_peak_16478_lociStitched	chr2	202068015	202102348	5	26652	34971.593799999995
6_MACS_peak_21007_lociStitched	chr4	2786694	2820989	6	20940	32888.905
4_MACS_peak_18865_lociStitched	chr3	23845482	23879551	4	23009	62734.656599999995
5_MACS_peak_13968_lociStitched	chr19	42036661	42070589	5	27967	43146.2376
6_MACS_peak_15331_lociStitched	chr2	85101587	85135467	6	18383	22204.952
6_MACS_peak_22052_lociStitched	chr4	153401204	153435042	6	27555	23382.057999999997
4_MACS_peak_21427_lociStitched	chr4	74453792	74487523	4	23147	26630.624499999998
3_MACS_peak_29303_lociStitched	chr9	20592391	20626046	3	32418	65142.618
6_MACS_peak_6528_lociStitched	chr12	57050434	57084084	6	22779	59072.575000000004
5_MACS_peak_68_lociStitched	chr1	2456323	2489939	5	24234	44813.4896
4_MACS_peak_10053_lociStitched	chr15	89643796	89677400	4	32834	45889.6224
5_MACS_peak_4200_lociStitched	chr10	126405368	126438925	5	23929	36077.1307
7_MACS_peak_23187_lociStitched	chr5	100159575	100192988	7	21372	19737.0591
5_MACS_peak_14995_lociStitched	chr2	54776381	54809741	5	27582	46090.176
6_MACS_peak_1803_lociStitched	chr1	154296358	154329661	6	19708	23655.1209
5_MACS_peak_2021_lociStitched	chr1	161409031	161442276	5	22646	21050.734
3_MACS_peak_30009_lociStitched	chr9	112903221	112936320	3	31183	59025.4467
3_MACS_peak_26359_lociStitched	chr7	25979434	26012528	3	24607	50805.9088
5_MACS_peak_24210_lociStitched	chr6	7129638	7162717	5	21299	25123.5005
1_MACS_peak_25309_lociStitched	chr6	106530617	106563686	1	33070	72903.9174
4_MACS_peak_24654_lociStitched	chr6	31773434	31806458	4	26961	57058.8672
6_MACS_peak_18640_lociStitched	chr3	3120890	3153890	6	22474	38504.4
7_MACS_peak_22112_lociStitched	chr4	159945914	159978895	7	19506	16378.364599999999
6_MACS_peak_6540_lociStitched	chr12	57456267	57489245	6	20124	23744.16
6_MACS_peak_24088_lociStitched	chr5	180643628	180676571	6	21887	32854.0539
5_MACS_peak_22647_lociStitched	chr5	55259690	55292624	5	23754	40159.719600000004
5_MACS_peak_8729_lociStitched	chr14	81925149	81957951	5	23013	24034.025400000002
5_MACS_peak_21401_lociStitched	chr4	71501785	71534557	5	28755	32735.9508
4_MACS_peak_24028_lociStitched	chr5	176851740	176884511	4	28613	36067.7626
8_MACS_peak_17364_lociStitched	chr20	49406453	49439158	8	16797	13274.959499999999
2_MACS_peak_4874_lociStitched	chr11	65181980	65214649	2	31135	123407.14749999999
5_MACS_peak_10456_lociStitched	chr16	11861638	11894293	5	20325	34059.165
2_MACS_peak_24115_lociStitched	chr6	380736	413341	2	27828	75630.55799999999
3_MACS_peak_18738_lociStitched	chr3	13364612	13397201	3	25860	38529.9747
5_MACS_peak_16342_lociStitched	chr2	191042484	191075033	5	23049	30898.7657
5_MACS_peak_1836_lociStitched	chr1	154925466	154957957	5	20086	26535.399699999998
6_MACS_peak_25707_lociStitched	chr6	139569758	139602171	6	22024	26549.4883
4_MACS_peak_29299_lociStitched	chr9	20549850	20582199	4	22227	17746.6614
4_MACS_peak_9718_lociStitched	chr15	68478747	68510982	4	27496	41241.459
5_MACS_peak_12353_lociStitched	chr17	75081568	75113766	5	25817	23378.9678
4_MACS_peak_1686_lociStitched	chr1	149802254	149834442	4	20214	22286.9712
3_MACS_peak_27354_lociStitched	chr7	121005822	121037962	3	30620	54824.412
4_MACS_peak_9803_lociStitched	chr15	74665216	74697349	4	29769	56618.346
5_MACS_peak_26624_lociStitched	chr7	45016599	45048573	5	23712	33809.3076
3_MACS_peak_13236_lociStitched	chr19	2606695	2638641	3	30275	58269.504
4_MACS_peak_19338_lociStitched	chr3	52714262	52746180	4	20955	32715.949999999997
3_MACS_peak_26970_lociStitched	chr7	90336899	90368796	3	24893	56885.109800000006
3_MACS_peak_30258_lociStitched	chr9	130715904	130747760	3	24831	37685.648
3_MACS_peak_28327_lociStitched	chr8	71499148	71530950	3	24336	31770.198
4_MACS_peak_1591_lociStitched	chr1	145426594	145458353	4	24567	47352.669
4_MACS_peak_29390_lociStitched	chr9	33443164	33474904	4	19191	26629.86
5_MACS_peak_14599_lociStitched	chr2	25623836	25655561	5	18232	19209.487500000003
4_MACS_peak_30693_lociStitched	chrX	45606388	45638090	4	24674	18552.010400000003
4_MACS_peak_1985_lociStitched	chr1	160694851	160726547	4	24905	35670.6784
4_MACS_peak_26675_lociStitched	chr7	50339191	50370885	4	28675	122649.4412
2_MACS_peak_9820_lociStitched	chr15	75062211	75093894	2	31567	84675.98580000001
3_MACS_peak_7859_lociStitched	chr13	67781471	67812943	3	26405	52526.768000000004
1_MACS_peak_18733_lociStitched	chr3	13033786	13065205	1	31420	76213.0683
5_MACS_peak_28660_lociStitched	chr8	104828014	104859413	5	20216	18924.1773
4_MACS_peak_27136_lociStitched	chr7	101921588	101952962	4	22990	38546.096399999995
5_MACS_peak_9017_lociStitched	chr14	106346648	106378008	5	22101	33072.256
2_MACS_peak_1896_lociStitched	chr1	156448822	156480157	2	30517	54920.854499999994
7_MACS_peak_30123_lociStitched	chr9	124104948	124136249	7	20333	20639.879399999998
3_MACS_peak_20342_lociStitched	chr3	150298020	150329305	3	22802	63449.108499999995
4_MACS_peak_1110_lociStitched	chr1	66795099	66826362	4	26810	44821.7631
4_MACS_peak_19801_lociStitched	chr3	111832256	111863443	4	21769	29786.7037
5_MACS_peak_1870_lociStitched	chr1	155929013	155960116	5	24052	32427.9878
4_MACS_peak_18810_lociStitched	chr3	16924919	16955991	4	22974	40493.030399999996
5_MACS_peak_22452_lociStitched	chr5	32152594	32183523	5	23375	53098.9072
3_MACS_peak_29293_lociStitched	chr9	20451066	20481987	3	24616	38079.2115
6_MACS_peak_5128_lociStitched	chr11	75507928	75538842	6	23473	30351.3652
5_MACS_peak_1709_lociStitched	chr1	150572573	150603469	5	19432	33525.249599999996
7_MACS_peak_7899_lociStitched	chr13	77874417	77905290	7	18473	28616.183699999998
4_MACS_peak_17729_lociStitched	chr21	36339555	36370352	4	25444	44252.2093
5_MACS_peak_10714_lociStitched	chr16	30193028	30223824	5	21392	26062.6548
6_MACS_peak_4957_lociStitched	chr11	66866308	66897079	6	20310	45854.9442
1_MACS_peak_26716_lociStitched	chr7	55612626	55643394	1	30769	69191.0784
5_MACS_peak_28825_lociStitched	chr8	126220312	126250885	5	22097	31835.664899999996
5_MACS_peak_20419_lociStitched	chr3	156249652	156280098	5	29026	26390.592800000002
7_MACS_peak_20519_lociStitched	chr3	169869888	169900331	7	21365	43636.9962
4_MACS_peak_19131_lociStitched	chr3	45586365	45616722	4	25314	41403.912299999996
2_MACS_peak_20432_lociStitched	chr3	156381086	156411438	2	29764	35927.6624
4_MACS_peak_5718_lociStitched	chr11	128616702	128647041	4	25185	43208.803799999994
4_MACS_peak_30190_lociStitched	chr9	127614396	127644723	4	22611	42676.1544
3_MACS_peak_26853_lociStitched	chr7	75919716	75950013	3	27925	73951.9473
4_MACS_peak_18100_lociStitched	chr22	24162171	24192398	4	24633	30097.0239
6_MACS_peak_14527_lociStitched	chr2	20328563	20358741	6	23098	21369.0418
3_MACS_peak_4967_lociStitched	chr11	67028167	67058344	3	26996	71311.2687
4_MACS_peak_21466_lociStitched	chr4	77109044	77139147	4	24229	30166.2163
4_MACS_peak_16054_lociStitched	chr2	165590535	165620523	4	22678	31406.432399999998
5_MACS_peak_19290_lociStitched	chr3	50636101	50666072	5	26561	33019.0507
4_MACS_peak_18793_lociStitched	chr3	15831331	15861210	4	27271	36066.9409
2_MACS_peak_9346_lociStitched	chr15	45001402	45031263	2	29811	84626.07400000001
5_MACS_peak_2315_lociStitched	chr1	184696012	184725742	5	20445	34011.119999999995
2_MACS_peak_17895_lociStitched	chr21	45552238	45581873	2	26829	85461.413
5_MACS_peak_23834_lociStitched	chr5	156953932	156983555	5	25159	26305.224000000002
3_MACS_peak_6891_lociStitched	chr12	93808025	93837509	3	24044	43668.752400000005
7_MACS_peak_15337_lociStitched	chr2	85145039	85174445	7	18294	24739.2678
5_MACS_peak_28240_lociStitched	chr8	62599085	62628471	5	20063	24319.8536
5_MACS_peak_27403_lociStitched	chr7	124402459	124431821	5	15676	24388.0772
7_MACS_peak_11852_lociStitched	chr17	43502029	43531339	7	21228	17008.593
5_MACS_peak_14290_lociStitched	chr19	56142628	56171911	5	21547	42832.244099999996
5_MACS_peak_4447_lociStitched	chr11	16966295	16995567	5	21321	26248.202400000002
2_MACS_peak_28407_lociStitched	chr8	81996130	82025382	2	29112	39522.3772
4_MACS_peak_4827_lociStitched	chr11	63991560	64020774	4	25351	40946.3424
3_MACS_peak_11697_lociStitched	chr17	37909010	37938166	3	24276	44661.1608
4_MACS_peak_9248_lociStitched	chr15	40833903	40863048	4	24414	29585.0895
4_MACS_peak_12581_lociStitched	chr18	9093893	9123020	4	25202	37230.1314
4_MACS_peak_9749_lociStitched	chr15	70367851	70396914	4	21797	54423.3738
3_MACS_peak_9543_lociStitched	chr15	59014743	59043791	3	22958	45195.783200000005
4_MACS_peak_27147_lociStitched	chr7	102063989	102092976	4	21408	44161.694500000005
5_MACS_peak_18474_lociStitched	chr22	42314707	42343647	5	21975	30734.280000000002
3_MACS_peak_11979_lociStitched	chr17	48220634	48249563	3	20549	30103.5174
4_MACS_peak_11969_lociStitched	chr17	47814079	47842927	4	22794	25619.9088
4_MACS_peak_13512_lociStitched	chr19	12885108	12913873	4	26064	101839.606
5_MACS_peak_1144_lociStitched	chr1	68198265	68226996	5	15711	13150.1787
5_MACS_peak_1933_lociStitched	chr1	157798690	157827346	5	14212	11029.6944
1_MACS_peak_19136_lociStitched	chr3	45632390	45661013	1	28624	56613.4317
4_MACS_peak_17847_lociStitched	chr21	44572696	44601261	4	21230	69158.7215
4_MACS_peak_24595_lociStitched	chr6	30456646	30485154	4	14265	19616.3548
5_MACS_peak_27202_lociStitched	chr7	105446014	105474476	5	17989	22783.831
4_MACS_peak_17672_lociStitched	chr21	34601317	34629717	4	25777	54371.8
3_MACS_peak_5222_lociStitched	chr11	82865960	82894342	3	22450	53976.887599999995
3_MACS_peak_18676_lociStitched	chr3	9424241	9452600	3	23645	57642.5034
4_MACS_peak_28763_lociStitched	chr8	120919650	120947995	4	17275	21428.82
5_MACS_peak_27617_lociStitched	chr7	139404127	139432468	5	21336	24132.361500000003
3_MACS_peak_16631_lociStitched	chr2	219735296	219763534	3	22099	37147.089
3_MACS_peak_29622_lociStitched	chr9	73009561	73037779	3	23125	63185.745599999995
5_MACS_peak_18517_lociStitched	chr22	43642378	43670594	5	21994	27978.9856
4_MACS_peak_20551_lociStitched	chr3	171886358	171914523	4	25767	19380.3365
5_MACS_peak_8916_lociStitched	chr14	102288464	102316593	5	18873	30050.2107
4_MACS_peak_26609_lociStitched	chr7	44654131	44682226	4	25938	42114.405000000006
5_MACS_peak_24385_lociStitched	chr6	16686605	16714631	5	16239	14119.498800000001
4_MACS_peak_19277_lociStitched	chr3	50351082	50379056	4	15173	22096.6626
5_MACS_peak_29103_lociStitched	chr9	271580	299545	5	18623	18034.628500000003
2_MACS_peak_25067_lociStitched	chr6	69342013	69369931	2	25006	59613.3054
3_MACS_peak_30333_lociStitched	chr9	134126954	134154759	3	21598	46520.5455
4_MACS_peak_19281_lociStitched	chr3	50385519	50413300	4	14693	16121.314300000002
4_MACS_peak_805_lociStitched	chr1	44278610	44306386	4	20603	20951.4368
3_MACS_peak_29473_lociStitched	chr9	37186344	37214106	3	21735	29674.801799999997
5_MACS_peak_8149_lociStitched	chr14	23272484	23300235	5	12569	14300.0903
3_MACS_peak_27559_lociStitched	chr7	134830750	134858345	3	23278	63761.007
3_MACS_peak_14742_lociStitched	chr2	33698682	33726254	3	25866	49527.5836
4_MACS_peak_282_lociStitched	chr1	17214873	17242251	4	16475	33250.581
4_MACS_peak_17439_lociStitched	chr20	56242311	56269643	4	15447	16869.3104
3_MACS_peak_4916_lociStitched	chr11	65827603	65854926	3	21435	55110.490999999995
5_MACS_peak_18946_lociStitched	chr3	31940791	31968078	5	18557	17439.1217
2_MACS_peak_3714_lociStitched	chr10	81001104	81028386	2	26519	38950.511399999996
5_MACS_peak_29203_lociStitched	chr9	5749794	5777058	5	11380	8607.244799999999
5_MACS_peak_21918_lociStitched	chr4	141652846	141680108	5	24721	40323.224200000004
4_MACS_peak_29997_lociStitched	chr9	112809184	112836441	4	17500	24294.164099999998
5_MACS_peak_30487_lociStitched	chrX	1597097	1624294	5	16794	11988.437600000001
3_MACS_peak_29891_lociStitched	chr9	100795854	100823027	3	24340	31827.7349
3_MACS_peak_18356_lociStitched	chr22	38768928	38796061	3	20955	40949.123600000006
4_MACS_peak_22249_lociStitched	chr4	185184009	185211112	4	21163	28084.1286
4_MACS_peak_13223_lociStitched	chr19	2453946	2480956	4	15272	45125.607
