#MM5_jia_peaks Enhancers
#Created from /data/projects/IRF4_mm_trn_data/myeloma_public_data/rose/MM5_jia_ROSE/MM5_jia_peaks_0KB_STITCHED_ENHANCER_REGION_MAP.txt
#Ranked by MM5_jia.bam
#Using cutoff of 3488.7154 for Super-Enhancers
#Created on Jul 16 2024 
REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	MM5_jia.bam	enhancerRank	isStretch
3_MACS_peak_11930_lociStitched	chr3	107937697	107943740	3	5821	6742.7794	81	1
1_MACS_peak_4280_lociStitched	chr12	122237558	122243353	1	5796	7254.181	82	1
3_MACS_peak_15431_lociStitched	chr7	43685352	43691219	3	5777	4890.1445	83	1
2_MACS_peak_13857_lociStitched	chr5	138723220	138729220	2	5773	5685.6	84	1
2_MACS_peak_1461_lociStitched	chr1	203255153	203260946	2	5763	8205.7845	85	1
2_MACS_peak_5358_lociStitched	chr15	31616408	31622191	2	5737	10743.6574	86	1
5_MACS_peak_7827_lociStitched	chr18	60982282	60988351	5	5718	4720.4682	87	1
1_MACS_peak_13275_lociStitched	chr5	39072137	39077850	1	5714	6725.9149	88	1
1_MACS_peak_14285_lociStitched	chr6	12008176	12013880	1	5705	7853.2672	89	1
5_MACS_peak_10714_lociStitched	chr21	19152274	19158181	5	5657	4274.8959	90	1
2_MACS_peak_14899_lociStitched	chr6	108878405	108884105	2	5643	7168.32	91	1
1_MACS_peak_17389_lociStitched	chr9	134549132	134554765	1	5634	5607.0882	92	1
2_MACS_peak_13524_lociStitched	chr5	88025683	88031330	2	5626	3982.2644	93	1
1_MACS_peak_3045_lociStitched	chr11	72979765	72985380	1	5616	5390.4	94	1
3_MACS_peak_13870_lociStitched	chr5	139027421	139033128	3	5572	4518.8026	95	1
1_MACS_peak_5389_lociStitched	chr15	34625104	34630662	1	5559	6681.8276	96	1
3_MACS_peak_9734_lociStitched	chr2	136889194	136895224	3	5538	4723.902	97	1
1_MACS_peak_5361_lociStitched	chr15	31636633	31642151	1	5519	6773.345	98	1
1_MACS_peak_3002_lociStitched	chr11	69061186	69066675	1	5490	7752.6636	99	1
3_MACS_peak_7302_lociStitched	chr17	55332927	55338464	3	5457	5718.6136	100	1
2_MACS_peak_2011_lociStitched	chr10	63658919	63664538	2	5452	4882.3491	101	1
3_MACS_peak_10785_lociStitched	chr21	36257413	36263001	3	5447	5371.7444	102	1
3_MACS_peak_1533_lociStitched	chr1	207994217	208000137	3	5431	5920	103	1
3_MACS_peak_7913_lociStitched	chr19	1648178	1653625	3	5417	6457.9632	104	1
2_MACS_peak_5161_lociStitched	chr14	91879592	91885172	2	5390	5086.728	105	1
1_MACS_peak_17213_lociStitched	chr9	117263187	117268536	1	5350	6065.2311	106	1
3_MACS_peak_13291_lociStitched	chr5	43038155	43043735	3	5345	5174.892	107	1
4_MACS_peak_13882_lociStitched	chr5	139417493	139422920	4	5319	4261.8231	108	1
2_MACS_peak_2293_lociStitched	chr10	104401349	104406712	2	5318	5666.0095	109	1
5_MACS_peak_774_lociStitched	chr1	92948180	92954005	5	5314	4576.12	110	1
2_MACS_peak_13602_lociStitched	chr5	96267490	96272783	2	5291	5583.5857	111	1
3_MACS_peak_13248_lociStitched	chr5	32582358	32587717	3	5285	6459.2027	112	1
3_MACS_peak_2341_lociStitched	chr10	112112999	112118482	3	5228	5808.1419	113	1
2_MACS_peak_14077_lociStitched	chr5	173168861	173174111	2	5205	5842.2	114	1
2_MACS_peak_1465_lociStitched	chr1	203273085	203278349	2	5188	6209.4144	115	1
1_MACS_peak_14066_lociStitched	chr5	172260525	172265709	1	5185	6527.1744	116	1
2_MACS_peak_15334_lociStitched	chr7	25986655	25991901	2	5177	5828.8306	117	1
3_MACS_peak_13654_lociStitched	chr5	109024293	109029644	3	5169	5819.7476	118	1
3_MACS_peak_13527_lociStitched	chr5	88118515	88123773	3	5159	4015.0088	119	1
2_MACS_peak_16256_lociStitched	chr8	52809614	52814918	2	5152	5131.62	120	1
1_MACS_peak_13454_lociStitched	chr5	75141986	75147108	1	5123	5327.9044	121	1
2_MACS_peak_5504_lociStitched	chr15	45018114	45023258	2	5119	8363.1152	122	1
2_MACS_peak_5991_lociStitched	chr15	93424574	93429742	2	5117	10995.4368	123	1
2_MACS_peak_10153_lociStitched	chr2	232570508	232575907	2	5111	7182.2897	124	1
2_MACS_peak_13350_lociStitched	chr5	56109776	56114994	2	5108	7499.8314	125	1
3_MACS_peak_15346_lociStitched	chr7	26237329	26242468	3	5094	6400.1106	126	1
1_MACS_peak_13358_lociStitched	chr5	56468129	56473220	1	5092	8429.1687	127	1
1_MACS_peak_3693_lociStitched	chr12	46120340	46125431	1	5092	5608.2456	128	1
1_MACS_peak_5697_lociStitched	chr15	69109264	69114352	1	5089	9121.7664	129	1
2_MACS_peak_4547_lociStitched	chr13	49549163	49554384	2	5086	5740.4895	130	1
4_MACS_peak_7087_lociStitched	chr17	38251835	38257596	4	5081	5005.1568	131	1
6_MACS_peak_9214_lociStitched	chr2	60776431	60781784	6	5070	3349.3721	132	1
1_MACS_peak_8935_lociStitched	chr2	11886717	11891771	1	5055	4808.881	133	1
4_MACS_peak_14371_lociStitched	chr6	26195072	26200517	4	5049	3572.4645	134	1
3_MACS_peak_13584_lociStitched	chr5	95293678	95298756	3	5045	7794.2222	135	1
2_MACS_peak_9483_lociStitched	chr2	89142350	89147555	2	5042	4357.626	136	1
3_MACS_peak_9864_lociStitched	chr2	175457695	175462933	3	5030	4541.8698	137	1
2_MACS_peak_3256_lociStitched	chr11	111246259	111251568	2	5025	5133.803	138	1
1_MACS_peak_8224_lociStitched	chr19	13949423	13954446	1	5024	7387.8284	139	1
2_MACS_peak_8211_lociStitched	chr19	13261243	13266258	2	5006	4482.9085	140	1
1_MACS_peak_13876_lociStitched	chr5	139046788	139051782	1	4995	5151.311	141	1
3_MACS_peak_10997_lociStitched	chr22	23243494	23248716	3	4989	3344.691	142	1
4_MACS_peak_3531_lociStitched	chr12	9880619	9886042	4	4951	3133.9517	143	1
3_MACS_peak_1051_lociStitched	chr1	150532577	150537546	3	4942	4314.5827	144	1
2_MACS_peak_10694_lociStitched	chr21	9963775	9969046	2	4923	7229.7036	145	1
4_MACS_peak_15772_lociStitched	chr7	101927776	101932844	4	4919	3784.2756	146	1
2_MACS_peak_9330_lociStitched	chr2	70311836	70316759	2	4918	8237.6559	147	1
2_MACS_peak_8282_lociStitched	chr19	16434794	16439814	2	4901	9779.462	148	1
1_MACS_peak_9065_lociStitched	chr2	33700222	33705120	1	4899	4165.749	149	1
2_MACS_peak_9122_lociStitched	chr2	43450547	43455423	2	4868	5309.964	150	1
1_MACS_peak_12613_lociStitched	chr4	15002848	15007707	1	4860	6865.767	151	1
1_MACS_peak_5562_lociStitched	chr15	52968642	52973492	1	4851	11274.795	152	1
4_MACS_peak_4145_lociStitched	chr12	109025879	109031132	4	4842	3881.967	153	1
1_MACS_peak_14321_lociStitched	chr6	16759418	16764255	1	4838	5712.0133	154	1
1_MACS_peak_15935_lociStitched	chr7	128577219	128582055	1	4837	4277.442	155	1
2_MACS_peak_14179_lociStitched	chr6	290185	295020	2	4835	6252.622	156	1
3_MACS_peak_5338_lociStitched	chr15	27865659	27870821	3	4831	6289.3808	157	1
2_MACS_peak_14763_lociStitched	chr6	74229174	74234054	2	4811	5346.04	158	1
1_MACS_peak_3557_lociStitched	chr12	12875050	12879855	1	4806	5007.771	159	1
3_MACS_peak_8552_lociStitched	chr19	42055250	42060562	3	4802	3955.3152	160	1
2_MACS_peak_13165_lociStitched	chr5	5751794	5756639	2	4798	3731.1345	161	1
2_MACS_peak_9846_lociStitched	chr2	173418722	173423629	2	4779	3755.3271	162	1
3_MACS_peak_2907_lociStitched	chr11	65623847	65628685	3	4752	5206.6556	163	1
4_MACS_peak_8653_lociStitched	chr19	47216835	47222366	4	4751	4761.0848	164	1
1_MACS_peak_12471_lociStitched	chr3	193851419	193856158	1	4740	5354.1222	165	1
1_MACS_peak_11921_lociStitched	chr3	104237721	104242448	1	4728	4858.4106	166	1
2_MACS_peak_1469_lociStitched	chr1	203293112	203297887	2	4726	4403.9825	167	1
1_MACS_peak_17364_lociStitched	chr9	132646907	132651626	1	4720	4807.2453	168	1
1_MACS_peak_1851_lociStitched	chr10	17268909	17273621	1	4713	5721.7816	169	1
2_MACS_peak_7055_lociStitched	chr17	36857346	36862057	2	4704	3800.3637	170	1
2_MACS_peak_8269_lociStitched	chr19	16186169	16190868	2	4691	6411.7855	171	1
2_MACS_peak_16763_lociStitched	chr9	5626466	5631577	2	4677	5974.759	172	1
3_MACS_peak_3232_lociStitched	chr11	108091778	108096742	3	4676	5124.3372	173	1
3_MACS_peak_10139_lociStitched	chr2	231734675	231739532	3	4667	4034.7099	174	1
2_MACS_peak_5744_lociStitched	chr15	74916920	74921582	2	4663	3098.8314	175	1
1_MACS_peak_5911_lociStitched	chr15	86232225	86236886	1	4662	3994.9431	176	1
1_MACS_peak_9447_lociStitched	chr2	87795741	87800398	1	4658	4159.6324	177	1
5_MACS_peak_12316_lociStitched	chr3	171822189	171826962	5	4631	3326.781	178	1
2_MACS_peak_14977_lociStitched	chr6	119668692	119673396	2	4612	4220.8992	179	1
1_MACS_peak_1118_lociStitched	chr1	154297252	154301854	1	4603	5763.5448	180	1
1_MACS_peak_3058_lociStitched	chr11	73690391	73694988	1	4598	3896.8769	181	1
4_MACS_peak_9050_lociStitched	chr2	30368446	30373839	4	4596	6134.5375	182	1
2_MACS_peak_12445_lociStitched	chr3	186713441	186718124	2	4595	4020.3555	183	1
6_MACS_peak_4563_lociStitched	chr13	50651571	50656833	6	4591	3196.1388	184	1
1_MACS_peak_13789_lociStitched	chr5	131799205	131803792	1	4588	3506.3028	185	1
4_MACS_peak_852_lociStitched	chr1	111173531	111178783	4	4583	4104.9632	186	1
2_MACS_peak_950_lociStitched	chr1	142886402	142891333	2	4562	6212.0738	187	1
2_MACS_peak_7963_lociStitched	chr19	2618700	2623334	2	4550	4575.6116	188	1
3_MACS_peak_13073_lociStitched	chr4	160023378	160028162	3	4549	4977.752	189	1
1_MACS_peak_15942_lociStitched	chr7	129588448	129592992	1	4545	7535.3152	190	1
1_MACS_peak_4673_lociStitched	chr13	97873647	97878168	1	4522	5110.0863	191	1
4_MACS_peak_6187_lociStitched	chr16	11832502	11837545	4	4522	4366.2294	192	1
2_MACS_peak_10288_lociStitched	chr20	10651021	10655654	2	4521	4119.6636	193	1
2_MACS_peak_10617_lociStitched	chr20	56253647	56258399	2	4520	3601.0656	194	1
1_MACS_peak_15054_lociStitched	chr6	143264878	143269386	1	4509	4511.6064	195	1
2_MACS_peak_13287_lociStitched	chr5	42991278	42995797	2	4503	5498.7192	196	1
1_MACS_peak_5365_lociStitched	chr15	31656499	31660991	1	4493	3642.5628	197	1
2_MACS_peak_9077_lociStitched	chr2	37548372	37552885	2	4490	3992.1998	198	1
5_MACS_peak_9449_lociStitched	chr2	87810150	87815263	5	4481	3139.382	199	1
2_MACS_peak_6439_lociStitched	chr16	56964505	56969168	2	4472	5358.2533	200	1
2_MACS_peak_10606_lociStitched	chr20	55964339	55968891	2	4471	4366.7336	201	1
3_MACS_peak_11976_lociStitched	chr3	113463787	113468476	3	4470	6045.5277	202	1
1_MACS_peak_11886_lociStitched	chr3	98488353	98492767	1	4415	4555.6894	203	1
3_MACS_peak_13773_lociStitched	chr5	131744807	131749554	3	4409	4762.6651	204	1
3_MACS_peak_13458_lociStitched	chr5	75697129	75701749	3	4395	6032.334	205	1
2_MACS_peak_12521_lociStitched	chr3	197460198	197464592	2	4391	6088.7658	206	1
4_MACS_peak_12692_lociStitched	chr4	40191697	40196668	4	4366	3078.5403	207	1
2_MACS_peak_12082_lociStitched	chr3	128837020	128841375	2	4348	4254.3995	208	1
5_MACS_peak_6176_lociStitched	chr16	11771660	11777226	5	4346	3065.7528	209	1
3_MACS_peak_11255_lociStitched	chr22	41839933	41844705	3	4345	5031.5968	210	1
1_MACS_peak_12178_lociStitched	chr3	141205401	141209743	1	4343	5175.2298	211	1
4_MACS_peak_13048_lociStitched	chr4	153454917	153459468	4	4342	4668.4158	212	1
2_MACS_peak_2911_lociStitched	chr11	65655373	65659754	2	4327	4939.5775	213	1
3_MACS_peak_13649_lociStitched	chr5	108743032	108747658	3	4327	6254.8146	214	1
4_MACS_peak_16549_lociStitched	chr8	124046533	124051359	4	4326	3488.7154	215	1
2_MACS_peak_2018_lociStitched	chr10	63807651	63811976	2	4322	4217.3075	216	1
1_MACS_peak_14098_lociStitched	chr5	173697099	173701418	1	4320	3395.5978	217	1
1_MACS_peak_14844_lociStitched	chr6	96024046	96028362	1	4317	4812.7716	218	1
1_MACS_peak_11064_lociStitched	chr22	29194363	29198665	1	4303	6348.4614	219	1
2_MACS_peak_5896_lociStitched	chr15	85290331	85294639	2	4277	5838.2016	220	1
1_MACS_peak_5300_lociStitched	chr14	106165014	106169267	1	4254	3229.3029	221	1
4_MACS_peak_4485_lociStitched	chr13	41555107	41559774	4	4253	2850.6036	222	1
2_MACS_peak_16609_lociStitched	chr8	128747032	128751390	2	4237	3526.0578	223	1
2_MACS_peak_7077_lociStitched	chr17	38017268	38021748	2	4234	3111.36	224	1
2_MACS_peak_16746_lociStitched	chr9	3524764	3529122	2	4233	6678.1992	225	1
1_MACS_peak_12307_lociStitched	chr3	170072578	170076804	1	4227	6067.6908	226	1
1_MACS_peak_5984_lociStitched	chr15	93351222	93355443	1	4222	6873.8985	227	1
2_MACS_peak_12092_lociStitched	chr3	129032599	129036895	2	4218	5459.3568	228	1
4_MACS_peak_14181_lociStitched	chr6	295785	300152	4	4211	2918.9028	229	1
4_MACS_peak_9616_lociStitched	chr2	112193105	112198123	4	4200	3047.9332	230	1
1_MACS_peak_5537_lociStitched	chr15	50644454	50648647	1	4194	5739.7977	231	1
1_MACS_peak_7935_lociStitched	chr19	2082084	2086269	1	4186	3488.616	232	1
1_MACS_peak_15871_lociStitched	chr7	113723969	113728151	1	4183	7045.8336	233	1
1_MACS_peak_1919_lociStitched	chr10	31606957	31611131	1	4175	4143.5298	234	1
5_MACS_peak_746_lociStitched	chr1	87793302	87797792	5	4158	3542.161	235	1
2_MACS_peak_5005_lociStitched	chr14	69258895	69263341	2	4156	6193.7226	236	1
2_MACS_peak_4014_lociStitched	chr12	89744482	89748660	2	4152	3288.086	237	1
1_MACS_peak_16458_lociStitched	chr8	101319121	101323268	1	4148	3773.77	238	1
2_MACS_peak_16470_lociStitched	chr8	102215055	102219303	2	4148	4412.3976	239	1
3_MACS_peak_2043_lociStitched	chr10	70846746	70851405	3	4146	3679.2123	240	1
3_MACS_peak_14466_lociStitched	chr6	30582107	30586499	3	4142	4489.5024	241	1
4_MACS_peak_1867_lociStitched	chr10	22595709	22600312	4	4137	2730.0393	242	1
1_MACS_peak_9774_lociStitched	chr2	157188113	157192246	1	4134	6999.6488	243	1
1_MACS_peak_13869_lociStitched	chr5	139015001	139019132	1	4132	6341.085	244	1
3_MACS_peak_7518_lociStitched	chr17	75139771	75144226	3	4127	3623.2515	245	1
4_MACS_peak_4697_lociStitched	chr13	111364333	111368809	4	4121	3774.6108	246	1
1_MACS_peak_6987_lociStitched	chr17	29644543	29648655	1	4113	3325.7856	247	1
2_MACS_peak_5122_lociStitched	chr14	90082141	90086291	2	4109	4191.5	248	1
1_MACS_peak_17131_lociStitched	chr9	102581014	102585117	1	4104	6726.0479	249	1
1_MACS_peak_5996_lociStitched	chr15	94772287	94776388	1	4102	6377.4651	250	1
2_MACS_peak_5706_lociStitched	chr15	70387967	70392072	2	4100	5041.761	251	1
3_MACS_peak_12351_lociStitched	chr3	177075111	177079514	3	4097	3350.683	252	1
4_MACS_peak_3521_lociStitched	chr12	9800065	9804389	4	4096	2735.7948	253	1
1_MACS_peak_13290_lociStitched	chr5	43017239	43021328	1	4090	4521.2073	254	1
1_MACS_peak_13783_lociStitched	chr5	131760512	131764599	1	4088	3062.7978	255	1
3_MACS_peak_2895_lociStitched	chr11	65353769	65358037	3	4085	3928.2672	256	1
1_MACS_peak_13311_lociStitched	chr5	49961133	49965211	1	4079	6894.6746	257	1
1_MACS_peak_13269_lociStitched	chr5	36875132	36879205	1	4074	5166.6005	258	1
2_MACS_peak_13022_lociStitched	chr4	144277799	144282051	2	4074	3249.3784	259	1
2_MACS_peak_17025_lociStitched	chr9	88965608	88970042	2	4058	3825.6552	260	1
1_MACS_peak_16433_lociStitched	chr8	95958988	95963042	1	4055	3807.9222	261	1
2_MACS_peak_17583_lociStitched	chrX	41190429	41194945	2	4050	3791.6336	262	1
2_MACS_peak_13761_lociStitched	chr5	130714191	130718325	2	4047	3464.7054	263	1
2_MACS_peak_12916_lociStitched	chr4	103746158	103750264	2	4046	6137.2382	264	1
1_MACS_peak_39_lociStitched	chr1	1709207	1713249	1	4043	4681.8486	265	1
2_MACS_peak_1034_lociStitched	chr1	149856325	149860528	2	4041	4160.5497	266	1
3_MACS_peak_12138_lociStitched	chr3	135913250	135917368	3	4033	5763.9646	267	1
1_MACS_peak_14258_lociStitched	chr6	7914979	7919007	1	4029	4864.6156	268	1
2_MACS_peak_3403_lociStitched	chr11	128562518	128566549	2	4020	3143.7769	269	1
1_MACS_peak_11468_lociStitched	chr3	15835793	15839807	1	4015	4165.3278	270	1
4_MACS_peak_4621_lociStitched	chr13	74705970	74710576	4	4002	3694.4726	271	1
2_MACS_peak_9893_lociStitched	chr2	182168636	182172637	2	3999	2791.8978	272	1
1_MACS_peak_6356_lociStitched	chr16	30194057	30198053	1	3997	3807.7884	273	1
1_MACS_peak_9440_lociStitched	chr2	87767728	87771722	1	3995	3298.6446	274	1
1_MACS_peak_16465_lociStitched	chr8	101962088	101966076	1	3989	6704.6256	275	1
2_MACS_peak_12219_lociStitched	chr3	150477769	150482142	2	3989	6245.9559	276	1
2_MACS_peak_10866_lociStitched	chr21	44843953	44848064	2	3984	5685.9241	277	1
1_MACS_peak_3320_lociStitched	chr11	118305981	118309962	1	3982	4903.7958	278	1
1_MACS_peak_15363_lociStitched	chr7	30065453	30069433	1	3981	4385.562	279	1
2_MACS_peak_7869_lociStitched	chr19	659755	663823	2	3980	3455.3592	280	1
2_MACS_peak_7168_lociStitched	chr17	42295969	42299964	2	3979	4356.5475	281	1
1_MACS_peak_12691_lociStitched	chr4	40056407	40060381	1	3975	5662.95	282	1
4_MACS_peak_933_lociStitched	chr1	118299878	118304107	4	3964	2946.3443	283	1
1_MACS_peak_14816_lociStitched	chr6	89789024	89792986	1	3963	5502.0294	284	1
2_MACS_peak_14362_lociStitched	chr6	26122648	26126793	2	3959	3327.606	285	1
1_MACS_peak_3030_lociStitched	chr11	72430317	72434270	1	3954	4158.9513	286	1
1_MACS_peak_6267_lociStitched	chr16	22200360	22204312	1	3953	4880.72	287	1
1_MACS_peak_12348_lociStitched	chr3	176913263	176917206	1	3944	5317.5298	288	1
3_MACS_peak_3110_lociStitched	chr11	78135456	78139842	3	3942	3012.3048	289	1
1_MACS_peak_3295_lociStitched	chr11	115091400	115095329	1	3930	6800.7061	290	1
2_MACS_peak_9620_lociStitched	chr2	112207815	112211917	2	3930	3634.372	291	1
1_MACS_peak_5987_lociStitched	chr15	93373946	93377861	1	3916	5412.4875	292	1
1_MACS_peak_8663_lociStitched	chr19	47613841	47617750	1	3910	6208.6647	293	1
1_MACS_peak_6344_lociStitched	chr16	29815802	29819708	1	3907	4700.4804	294	1
1_MACS_peak_5549_lociStitched	chr15	52310885	52314788	1	3904	5623.0521	295	1
1_MACS_peak_2364_lociStitched	chr10	112630981	112634881	1	3901	3620.76	296	1
3_MACS_peak_3713_lociStitched	chr12	48204267	48208382	3	3898	3479.644	297	1
2_MACS_peak_5738_lociStitched	chr15	74832491	74836495	2	3897	3564.7612	298	1
1_MACS_peak_11939_lociStitched	chr3	108788326	108792218	1	3893	3006.9592	299	1
3_MACS_peak_17304_lociStitched	chr9	130665592	130669676	3	3890	2890.6552	300	1
2_MACS_peak_15247_lociStitched	chr7	7959439	7963394	2	3888	3092.019	301	1
1_MACS_peak_10744_lociStitched	chr21	30670452	30674338	1	3887	5671.617	302	1
2_MACS_peak_2508_lociStitched	chr11	1873238	1877126	2	3886	2840.184	303	1
