REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	MM5_jia.bam	enhancerRank	isSuper	OVERLAP_GENES	PROXIMAL_GENES	CLOSEST_GENE	enhancerRank	isSuper
6_MACS_peak_1689_lociStitched	chr1	234738307	234748948	6	9962	10161.0909	36	1	IRF2BP2	NCRNA00184	IRF2BP2	36	1
1_MACS_peak_12169_lociStitched	chr3	141101463	141111821	1	10359	10102.1574	37	1	ZBTB38		ZBTB38	37	1
4_MACS_peak_5954_lociStitched	chr15	90637369	90646493	4	9024	10034.5752	38	1	IDH2		IDH2	38	1
2_MACS_peak_8282_lociStitched	chr19	16434794	16439814	2	4901	9779.462	39	1	KLF2		KLF2	39	1
3_MACS_peak_4528_lociStitched	chr13	46268371	46277206	3	8714	9676.9755	40	1	SPERT		SPERT	40	1
1_MACS_peak_954_lociStitched	chr1	143461312	143468493	1	7182	9607.4599	41	1			LOC100130000	41	1
3_MACS_peak_2892_lociStitched	chr11	65336113	65345413	3	9195	9535.29	42	1	SSSCA1,FAM89B,EHBP1L1	SCYL1,PCNXL3,LTBP3,KCNK7,MAP3K11	FAM89B	42	1
5_MACS_peak_11983_lociStitched	chr3	114164983	114176203	5	10878	9412.458	43	1	ZBTB20		ZBTB20	43	1
2_MACS_peak_5578_lociStitched	chr15	56656791	56666617	2	9704	9380.8822	44	1	TEX9		TEX9	44	1
1_MACS_peak_11438_lociStitched	chr3	13050480	13059307	1	8828	9356.62	45	1	IQSEC1	IQSEC1	IQSEC1	45	1
1_MACS_peak_13933_lociStitched	chr5	142779465	142785642	1	6178	9330.3585	46	1	NR3C1		NR3C1	46	1
2_MACS_peak_8196_lociStitched	chr19	12898969	12905258	2	6200	9164.3308	47	1	JUNB	BEST2,RNASEH2A,MAST1,HOOK2,PRDX2,RTBDN	JUNB	47	1
1_MACS_peak_5697_lociStitched	chr15	69109264	69114352	1	5089	9121.7664	48	1	ANP32A	MIR548H4,MIR4312,C15orf28	ANP32A	48	1
4_MACS_peak_2352_lociStitched	chr10	112256572	112265784	4	8654	9114.3528	49	1	DUSP5		DUSP5	49	1
5_MACS_peak_3603_lociStitched	chr12	26269394	26280389	5	9835	9032.3925	50	1	BHLHE41		BHLHE41	50	1
2_MACS_peak_7820_lociStitched	chr18	60822271	60830437	2	8120	8980.1502	51	1	BCL2		BCL2	51	1
2_MACS_peak_14546_lociStitched	chr6	32935544	32941777	2	5986	8979.2598	52	1	BRD2	HLA-DMB,HLA-DMA,HLA-DOA	BRD2	52	1
2_MACS_peak_12493_lociStitched	chr3	195630822	195637158	2	5892	8841.888	53	1	TNK2	TNK2	TNK2	53	1
3_MACS_peak_12313_lociStitched	chr3	171811922	171821139	3	8960	8802.235	54	1	FNDC3B		FNDC3B	54	1
3_MACS_peak_12170_lociStitched	chr3	141118013	141126734	3	8467	8727.9768	55	1	ZBTB38		ZBTB38	55	1
1_MACS_peak_13640_lociStitched	chr5	107715506	107719363	1	3858	8675.9358	56	1	FBXL17		FBXL17	56	1
6_MACS_peak_4640_lociStitched	chr13	78484484	78496849	6	11482	8644.3715	57	1	EDNRB		EDNRB	57	1
1_MACS_peak_13358_lociStitched	chr5	56468129	56473220	1	5092	8429.1687	58	1	GPBP1	GPBP1	GPBP1	58	1
2_MACS_peak_5504_lociStitched	chr15	45018114	45023258	2	5119	8363.1152	59	1		B2M,TRIM69,PATL2	TRIM69	59	1
1_MACS_peak_5619_lociStitched	chr15	63795051	63798861	1	3811	8326.374	60	1	USP3		USP3	60	1
2_MACS_peak_9330_lociStitched	chr2	70311836	70316759	2	4918	8237.6559	61	1	PCBP1,LOC400960	LOC100133985	LOC400960	61	1
2_MACS_peak_1461_lociStitched	chr1	203255153	203260946	2	5763	8205.7845	62	1		BTG2,LOC730227	LOC730227	62	1
1_MACS_peak_14063_lociStitched	chr5	172196502	172200273	1	3772	8096.7141	63	1	DUSP1		DUSP1	63	1
1_MACS_peak_9779_lociStitched	chr2	158295373	158301442	1	6070	8059.632	64	1	CYTIP		CYTIP	64	1
2_MACS_peak_3555_lociStitched	chr12	12866815	12873857	2	6912	8024.359	65	1	CDKN1B	APOLD1,MIR613,GPR19	CDKN1B	65	1
1_MACS_peak_14285_lociStitched	chr6	12008176	12013880	1	5705	7853.2672	66	1	HIVEP1		HIVEP1	66	1
4_MACS_peak_9466_lociStitched	chr2	88920093	88928395	4	7824	7846.2202	67	1	EIF2AK3		EIF2AK3	67	1
2_MACS_peak_14044_lociStitched	chr5	162929780	162937019	2	7234	7824.6351	68	1	MAT2B	HMMR,NUDCD2	MAT2B	68	1
3_MACS_peak_13584_lociStitched	chr5	95293678	95298756	3	5045	7794.2222	69	1	ELL2		ELL2	69	1
1_MACS_peak_3002_lociStitched	chr11	69061186	69066675	1	5490	7752.6636	70	1	MYEOV		MYEOV	70	1
1_MACS_peak_669_lociStitched	chr1	66797296	66803761	1	6466	7598.3145	71	1	PDE4B		PDE4B	71	1
1_MACS_peak_15942_lociStitched	chr7	129588448	129592992	1	4545	7535.3152	72	1	UBE2H		UBE2H	72	1
2_MACS_peak_13350_lociStitched	chr5	56109776	56114994	2	5108	7499.8314	73	1	MAP3K1		MAP3K1	73	1
1_MACS_peak_16115_lociStitched	chr7	158619894	158623287	1	3394	7470.7074	74	1	ESYT2	WDR60	ESYT2	74	1
1_MACS_peak_8224_lociStitched	chr19	13949423	13954446	1	5024	7387.8284	75	1		ZSWIM4,MIR181C,MIR181D,NANOS3,LOC284454,MIR24-2,MIR27A,MIR23A	MIR23A	75	1
1_MACS_peak_13845_lociStitched	chr5	137877612	137880860	1	3249	7353.1472	76	1	ETF1	SNORD63,HSPA9	ETF1	76	1
1_MACS_peak_15745_lociStitched	chr7	100025639	100028737	1	3099	7331.1072	77	1	MEPCE,ZCWPW1	C7orf47,C7orf61,TSC22D4	MEPCE	77	1
1_MACS_peak_3164_lociStitched	chr11	95521938	95524594	1	2657	7307.4528	78	1	CEP57,FAM76B		FAM76B	78	1
1_MACS_peak_3323_lociStitched	chr11	118659806	118663591	1	3786	7305.05	79	1	DDX6		DDX6	79	1
1_MACS_peak_10814_lociStitched	chr21	38737742	38741110	1	3369	7289.0256	80	1	DYRK1A		DYRK1A	80	1
1_MACS_peak_4280_lociStitched	chr12	122237558	122243353	1	5796	7254.181	81	1	SETD1B,LOC338799	RHOF	LOC338799	81	1
2_MACS_peak_10694_lociStitched	chr21	9963775	9969046	2	4923	7229.7036	82	1	LOC100132288		LOC100132288	82	1
1_MACS_peak_15385_lociStitched	chr7	32929128	32932655	1	3528	7208.8353	83	1	KBTBD2		KBTBD2	83	1
2_MACS_peak_10153_lociStitched	chr2	232570508	232575907	2	5111	7182.2897	84	1	PTMA	MIR1244-1	PTMA	84	1
2_MACS_peak_14876_lociStitched	chr6	106439335	106446267	2	6855	7173.9268	85	1			PRDM1	85	1
2_MACS_peak_14899_lociStitched	chr6	108878405	108884105	2	5643	7168.32	86	1	FOXO3		FOXO3	86	1
3_MACS_peak_921_lociStitched	chr1	118195668	118202868	3	6799	7137.36	87	1		FAM46C	FAM46C	87	1
2_MACS_peak_8336_lociStitched	chr19	18389808	18393807	2	3814	7129.8171	88	1	MIR3188,JUND	PDE4C,LOC729966,KIAA1683,LSM4	JUND	88	1
2_MACS_peak_15844_lociStitched	chr7	106807692	106811165	2	3332	7060.609	89	1	HBP1		HBP1	89	1
1_MACS_peak_15871_lociStitched	chr7	113723969	113728151	1	4183	7045.8336	90	1	FOXP2		FOXP2	90	1
3_MACS_peak_14088_lociStitched	chr5	173313861	173321473	3	7441	7041.1	91	1	CPEB4		CPEB4	91	1
1_MACS_peak_5660_lociStitched	chr15	66082734	66085822	1	3089	7026.1264	92	1	DENND4A		DENND4A	92	1
1_MACS_peak_9774_lociStitched	chr2	157188113	157192246	1	4134	6999.6488	93	1	NR4A2		NR4A2	93	1
1_MACS_peak_9995_lociStitched	chr2	201986986	201993858	1	6873	6948.9664	94	1	CFLAR		CFLAR	94	1
2_MACS_peak_12696_lociStitched	chr4	40197494	40204428	2	6448	6927.7594	95	1	RHOH		RHOH	95	1
1_MACS_peak_13311_lociStitched	chr5	49961133	49965211	1	4079	6894.6746	96	1	PARP8		PARP8	96	1
1_MACS_peak_5984_lociStitched	chr15	93351222	93355443	1	4222	6873.8985	97	1		ASB9P1	ASB9P1	97	1
1_MACS_peak_5847_lociStitched	chr15	81291683	81294900	1	3218	6868.6167	98	1	MESDC1	MESDC2	MESDC1	98	1
1_MACS_peak_15421_lociStitched	chr7	39988024	39991846	1	3823	6867.3696	99	1	CDK13		CDK13	99	1
1_MACS_peak_12613_lociStitched	chr4	15002848	15007707	1	4860	6865.767	100	1	CPEB2		CPEB2	100	1
2_MACS_peak_8295_lociStitched	chr19	16694004	16700357	2	6245	6847.2634	101	1	MED26	CHERP,SLC35E1	SLC35E1	101	1
2_MACS_peak_13173_lociStitched	chr5	6480325	6488413	2	7817	6801.1992	102	1	UBE2QL1		UBE2QL1	102	1
1_MACS_peak_3295_lociStitched	chr11	115091400	115095329	1	3930	6800.7061	103	1	CADM1		CADM1	103	1
1_MACS_peak_5361_lociStitched	chr15	31636633	31642151	1	5519	6773.345	104	1	KLF13		KLF13	104	1
1_MACS_peak_16021_lociStitched	chr7	140623207	140625500	1	2294	6759.0761	105	1	BRAF		BRAF	105	1
3_MACS_peak_11930_lociStitched	chr3	107937697	107943740	3	5821	6742.7794	106	1	IFT57		IFT57	106	1
1_MACS_peak_17131_lociStitched	chr9	102581014	102585117	1	4104	6726.0479	107	1	NR4A3	NR4A3	NR4A3	107	1
1_MACS_peak_13275_lociStitched	chr5	39072137	39077850	1	5714	6725.9149	108	1	RICTOR		RICTOR	108	1
1_MACS_peak_16465_lociStitched	chr8	101962088	101966076	1	3989	6704.6256	109	1	YWHAZ		YWHAZ	109	1
1_MACS_peak_5389_lociStitched	chr15	34625104	34630662	1	5559	6681.8276	110	1	SLC12A6	C15orf55,SLC12A6,NOP10,LPCAT4,MIR1233-1	SLC12A6	110	1
2_MACS_peak_16746_lociStitched	chr9	3524764	3529122	2	4233	6678.1992	111	1	RFX3		RFX3	111	1
1_MACS_peak_17127_lociStitched	chr9	101983194	101985863	1	2670	6621.2552	112	1	SEC61B,ALG2		SEC61B	112	1
3_MACS_peak_5922_lociStitched	chr15	89164481	89171966	3	6911	6539.6445	113	1	AEN	MIR1179,MIR7-2,ISG20	AEN	113	1
2_MACS_peak_9608_lociStitched	chr2	111874759	111881199	2	6327	6527.584	114	1	ACOXL,BCL2L11		BCL2L11	114	1
1_MACS_peak_14066_lociStitched	chr5	172260525	172265709	1	5185	6527.1744	115	1	ERGIC1		ERGIC1	115	1
1_MACS_peak_17097_lociStitched	chr9	98267792	98273917	1	6126	6491.8875	116	1	PTCH1		PTCH1	116	1
3_MACS_peak_13248_lociStitched	chr5	32582358	32587717	3	5285	6459.2027	117	1	SUB1		SUB1	117	1
3_MACS_peak_7913_lociStitched	chr19	1648178	1653625	3	5417	6457.9632	118	1	TCF3	UQCR11	TCF3	118	1
1_MACS_peak_5550_lociStitched	chr15	52470456	52473251	1	2796	6455.332	119	1	GNB5		GNB5	119	1
2_MACS_peak_8269_lociStitched	chr19	16186169	16190868	2	4691	6411.7855	120	1	TPM4	FLJ25328,RAB8A	TPM4	120	1
3_MACS_peak_15346_lociStitched	chr7	26237329	26242468	3	5094	6400.1106	121	1	CBX3,HNRNPA2B1	NFE2L3	HNRNPA2B1	121	1
1_MACS_peak_12259_lociStitched	chr3	156876122	156879315	1	3194	6396.2176	122	1	CCNL1	LOC339894	CCNL1	122	1
1_MACS_peak_17012_lociStitched	chr9	86321137	86324118	1	2982	6394.245	123	1	UBQLN1		UBQLN1	123	1
1_MACS_peak_12208_lociStitched	chr3	150124992	150128543	1	3552	6382.9225	124	1	TSC22D2		TSC22D2	124	1
1_MACS_peak_5996_lociStitched	chr15	94772287	94776388	1	4102	6377.4651	125	1			MCTP2	125	1
4_MACS_peak_14127_lociStitched	chr5	176852585	176859922	4	7067	6372.1845	126	1	GRK6	SLC34A1,PRR7,PFN3,F12,DBN1	GRK6	126	1
1_MACS_peak_9994_lociStitched	chr2	201980340	201986396	1	6057	6361.828	127	1	CFLAR	NDUFB3,FAM126B	CFLAR	127	1
1_MACS_peak_11064_lociStitched	chr22	29194363	29198665	1	4303	6348.4614	128	1	XBP1	CCDC117	XBP1	128	1
1_MACS_peak_13869_lociStitched	chr5	139015001	139019132	1	4132	6341.085	129	1		CXXC5	CXXC5	129	1
3_MACS_peak_5338_lociStitched	chr15	27865659	27870821	3	4831	6289.3808	130	1			OCA2	130	1
3_MACS_peak_12811_lociStitched	chr4	78737230	78743452	3	6075	6283.5978	131	1	CNOT6L	MRPL1	CNOT6L	131	1
3_MACS_peak_13649_lociStitched	chr5	108743032	108747658	3	4327	6254.8146	132	1	PJA2		PJA2	132	1
2_MACS_peak_14179_lociStitched	chr6	290185	295020	2	4835	6252.622	133	1	DUSP22		DUSP22	133	1
2_MACS_peak_12219_lociStitched	chr3	150477769	150482142	2	3989	6245.9559	134	1	SIAH2		SIAH2	134	1
1_MACS_peak_13837_lociStitched	chr5	137088625	137091262	1	2638	6221.2104	135	1	HNRNPA0	NPY6R,KLHL3	HNRNPA0	135	1
1_MACS_peak_17116_lociStitched	chr9	100394157	100396870	1	2714	6219.0099	136	1	NCBP1,TSTD2		NCBP1	136	1
1_MACS_peak_11366_lociStitched	chr22	50968111	50971384	1	3274	6216.7362	137	1	TYMP,ODF3B	ADM2,MIOX,NCAPH2,KLHDC7B,LMF2,SCO2,C22orf41,CPT1B	TYMP	137	1
2_MACS_peak_950_lociStitched	chr1	142886402	142891333	2	4562	6212.0738	138	1			LOC100130000	138	1
2_MACS_peak_1465_lociStitched	chr1	203273085	203278349	2	5188	6209.4144	139	1	BTG2,LOC730227	FMOD	BTG2	139	1
1_MACS_peak_8663_lociStitched	chr19	47613841	47617750	1	3910	6208.6647	140	1	ZC3H4	SAE1	ZC3H4	140	1
2_MACS_peak_5005_lociStitched	chr14	69258895	69263341	2	4156	6193.7226	141	1	ZFP36L1,C14orf181		ZFP36L1	141	1
3_MACS_peak_12272_lociStitched	chr3	160116275	160123382	3	6401	6174.5616	142	1	SMC4,MIR15B,MIR16-2,IFT80	IFT80,TRIM59	SMC4	142	1
2_MACS_peak_4981_lociStitched	chr14	64968355	64972602	2	3790	6169.6169	143	1	ZBTB1,ZBTB25	AKAP5,HSPA2,C14orf50	ZBTB25	143	1
3_MACS_peak_12173_lociStitched	chr3	141128053	141135038	3	6661	6162.167	144	1	ZBTB38		RASA2	144	1
2_MACS_peak_12916_lociStitched	chr4	103746158	103750264	2	4046	6137.2382	145	1	UBE2D3	CISD2	UBE2D3	145	1
4_MACS_peak_9050_lociStitched	chr2	30368446	30373839	4	4596	6134.5375	146	1	YPEL5		YPEL5	146	1
2_MACS_peak_15851_lociStitched	chr7	108209064	108212604	2	3506	6095.172	147	1	DNAJB9,THAP5	PNPLA8	DNAJB9	147	1
2_MACS_peak_12521_lociStitched	chr3	197460198	197464592	2	4391	6088.7658	148	1	KIAA0226	FYTTD1	KIAA0226	148	1
4_MACS_peak_1055_lociStitched	chr1	150545951	150552851	4	6764	6078.9	149	1	MCL1	ADAMTSL4,MIR4257,ENSA	MCL1	149	1
1_MACS_peak_12307_lociStitched	chr3	170072578	170076804	1	4227	6067.6908	150	1	SKIL	SKIL	SKIL	150	1
1_MACS_peak_17213_lociStitched	chr9	117263187	117268536	1	5350	6065.2311	151	1	DFNB31		DFNB31	151	1
1_MACS_peak_5583_lociStitched	chr15	57209290	57212374	1	3085	6051.4248	152	1	TCF12,LOC145783		TCF12	152	1
3_MACS_peak_11976_lociStitched	chr3	113463787	113468476	3	4470	6045.5277	153	1	ATP6V1A,NAA50	KIAA2018	ATP6V1A	153	1
3_MACS_peak_13458_lociStitched	chr5	75697129	75701749	3	4395	6032.334	154	1	IQGAP2		IQGAP2	154	1
5_MACS_peak_10855_lociStitched	chr21	44580798	44588150	5	6885	6018.3472	155	1		CRYAA	CRYAA	155	1
2_MACS_peak_16763_lociStitched	chr9	5626466	5631577	2	4677	5974.759	156	1	KIAA1432	KIAA1432	KIAA1432	156	1
3_MACS_peak_1533_lociStitched	chr1	207994217	208000137	3	5431	5920	157	1	LOC148696	MIR29C,MIR29B2	LOC148696	157	1
1_MACS_peak_2870_lociStitched	chr11	64899499	64903374	1	3876	5908.9875	158	1	SYVN1	ZFPL1,C11orf2,TM7SF2,MRPL49,SPDYC,CAPN1,CDCA5,ZNHIT2,FAU	SYVN1	158	1
1_MACS_peak_12309_lociStitched	chr3	171757013	171760247	1	3235	5857.7442	159	1	FNDC3B		FNDC3B	159	1
1_MACS_peak_12385_lociStitched	chr3	182510324	182513905	1	3582	5855.2931	160	1	ATP11B		ATP11B	160	1
1_MACS_peak_6877_lociStitched	chr17	18085586	18088735	1	3150	5847.693	161	1	ALKBH5	LLGL1	ALKBH5	161	1
1_MACS_peak_3305_lociStitched	chr11	116967126	116970138	1	3013	5844.4848	162	1	SIK3	PAFAH1B2	SIK3	162	1
2_MACS_peak_14077_lociStitched	chr5	173168861	173174111	2	5205	5842.2	163	1			BOD1	163	1
2_MACS_peak_5896_lociStitched	chr15	85290331	85294639	2	4277	5838.2016	164	1	ZNF592	SEC11A	ZNF592	164	1
2_MACS_peak_15334_lociStitched	chr7	25986655	25991901	2	5177	5828.8306	165	1	MIR148A		MIR148A	165	1
2_MACS_peak_2824_lociStitched	chr11	62606334	62610315	2	3686	5821.4163	166	1	WDR74	SLC3A2,TMEM223,NXF1,STX5,SNORD22,SNORD31,SNORD30,SNORD29,SNORD28,SNORD27,SNORD26,SNORD25,SNHG1	WDR74	166	1
3_MACS_peak_13654_lociStitched	chr5	109024293	109029644	3	5169	5819.7476	167	1	MAN2A1		MAN2A1	167	1
3_MACS_peak_2341_lociStitched	chr10	112112999	112118482	3	5228	5808.1419	168	1		SMNDC1	SMNDC1	168	1
4_MACS_peak_857_lociStitched	chr1	111211323	111218194	4	6567	5797.7498	169	1	KCNA3		KCNA3	169	1
1_MACS_peak_7925_lociStitched	chr19	1939921	1943643	1	3723	5797.015	170	1	CSNK1G2	SCAMP4,ADAT3,C19orf34	CSNK1G2	170	1
3_MACS_peak_12138_lociStitched	chr3	135913250	135917368	3	4033	5763.9646	171	1	MSL2		MSL2	171	1
1_MACS_peak_1118_lociStitched	chr1	154297252	154301854	1	4603	5763.5448	172	1	AQP10,ATP8B2		ATP8B2	172	1
1_MACS_peak_13237_lociStitched	chr5	32172293	32175426	1	3134	5749.6816	173	1	GOLPH3		GOLPH3	173	1
2_MACS_peak_4547_lociStitched	chr13	49549163	49554384	2	5086	5740.4895	174	1	FNDC3A		FNDC3A	174	1
1_MACS_peak_5537_lociStitched	chr15	50644454	50648647	1	4194	5739.7977	175	1	LOC100129387,GABPB1,FLJ10038		LOC100129387	175	1
1_MACS_peak_1851_lociStitched	chr10	17268909	17273621	1	4713	5721.7816	176	1	VIM	TRDMT1	VIM	176	1
3_MACS_peak_7302_lociStitched	chr17	55332927	55338464	3	5457	5718.6136	177	1	MSI2		MSI2	177	1
1_MACS_peak_3418_lociStitched	chr11	129871301	129874089	1	2789	5716.794	178	1	NCRNA00167,PRDM10		PRDM10	178	1
1_MACS_peak_14321_lociStitched	chr6	16759418	16764255	1	4838	5712.0133	179	1	ATXN1		ATXN1	179	1
1_MACS_peak_6320_lociStitched	chr16	28833529	28836636	1	3108	5710.3553	180	1	ATXN2L	SH2B1,TUFM	ATXN2L	180	1
1_MACS_peak_14157_lociStitched	chr5	179245415	179249299	1	3885	5689.6716	181	1	SQSTM1	LTC4S,MIR1229,MGAT4B,C5orf45	SQSTM1	181	1
2_MACS_peak_10866_lociStitched	chr21	44843953	44848064	2	3984	5685.9241	182	1	SIK1	C21orf125	SIK1	182	1
2_MACS_peak_13857_lociStitched	chr5	138723220	138729220	2	5773	5685.6	183	1	MZB1,LOC389333	PAIP2,SLC23A1,SPATA24,DNAJC18	MZB1	183	1
2_MACS_peak_12130_lociStitched	chr3	133290868	133294676	2	3750	5675.4432	184	1	CDV3		CDV3	184	1
1_MACS_peak_10744_lociStitched	chr21	30670452	30674338	1	3887	5671.617	185	1	BACH1	BACH1	BACH1	185	1
2_MACS_peak_2293_lociStitched	chr10	104401349	104406712	2	5318	5666.0095	186	1	TRIM8		TRIM8	186	1
1_MACS_peak_12691_lociStitched	chr4	40056407	40060381	1	3975	5662.95	187	1	N4BP2,LOC344967		N4BP2	187	1
1_MACS_peak_15995_lociStitched	chr7	139024620	139027404	1	2785	5632.032	188	1	C7orf55	LUC7L2	C7orf55	188	1
1_MACS_peak_5549_lociStitched	chr15	52310885	52314788	1	3904	5623.0521	189	1	MAPK6	LEO1	MAPK6	189	1
1_MACS_peak_13606_lociStitched	chr5	98262599	98266201	1	3603	5613.717	190	1	LOC100289230	CHD1	LOC100289230	190	1
1_MACS_peak_3693_lociStitched	chr12	46120340	46125431	1	5092	5608.2456	191	1	ARID2,LOC400027		ARID2	191	1
1_MACS_peak_17389_lociStitched	chr9	134549132	134554765	1	5634	5607.0882	192	1	RAPGEF1		RAPGEF1	192	1
4_MACS_peak_3252_lociStitched	chr11	111237093	111245622	4	7654	5591.6124	193	1	POU2AF1		POU2AF1	193	1
2_MACS_peak_13602_lociStitched	chr5	96267490	96272783	2	5291	5583.5857	194	1	LNPEP	LNPEP	LNPEP	194	1
1_MACS_peak_14111_lociStitched	chr5	175962208	175965806	1	3599	5562.508	195	1	RNF44	CDHR2	RNF44	195	1
1_MACS_peak_2681_lociStitched	chr11	34072314	34075363	1	3050	5536.3742	196	1	CAPRIN1		CAPRIN1	196	1
1_MACS_peak_15996_lociStitched	chr7	139043257	139045960	1	2704	5533.3113	197	1	LUC7L2	C7orf55	LUC7L2	197	1
1_MACS_peak_10772_lociStitched	chr21	34913239	34916217	1	2979	5532.2306	198	1	SON,GART	DNAJC28,DONSON	GART	198	1
1_MACS_peak_9775_lociStitched	chr2	157196809	157200250	1	3442	5521.7727	199	1		NR4A2	NR4A2	199	1
1_MACS_peak_13478_lociStitched	chr5	78530976	78534711	1	3736	5516.2215	200	1	JMY		JMY	200	1
1_MACS_peak_14816_lociStitched	chr6	89789024	89792986	1	3963	5502.0294	201	1	PNRC1	SRSF12	PNRC1	201	1
3_MACS_peak_15517_lociStitched	chr7	55634921	55641169	3	5882	5501.364	202	1	VOPP1		VOPP1	202	1
2_MACS_peak_13287_lociStitched	chr5	42991278	42995797	2	4503	5498.7192	203	1		LOC153684,LOC648987,C5orf39	LOC648987	203	1
5_MACS_peak_1873_lociStitched	chr10	22623859	22630689	5	6315	5470.147	204	1		COMMD3,BMI1,SPAG6	SPAG6	204	1
