REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	MM5_jia.bam	enhancerRank	isStretch	OVERLAP_GENES	PROXIMAL_GENES	CLOSEST_GENE	TOP_GENE	TSS_SIGNAL	enhancerRank	isStretch
3_MACS_peak_2892_lociStitched	chr11	65336113	65345413	3	9195	9535.29	27	1	SSSCA1,FAM89B,EHBP1L1	SCYL1,PCNXL3,LTBP3,KCNK7,MAP3K11	FAM89B	FAM89B	0.8601	27	1
4_MACS_peak_5954_lociStitched	chr15	90637369	90646493	4	9024	10034.5752	28	1	IDH2		IDH2	IDH2	0.4892	28	1
3_MACS_peak_12313_lociStitched	chr3	171811922	171821139	3	8960	8802.235	29	1	FNDC3B		FNDC3B	FNDC3B	0.2366	29	1
1_MACS_peak_5993_lociStitched	chr15	93443158	93452098	1	8941	14900.298	30	1	CHD2,MIR3175	LOC100507217	MIR3175	MIR3175	1.5117	30	1
1_MACS_peak_11438_lociStitched	chr3	13050480	13059307	1	8828	9356.62	31	1	IQSEC1	IQSEC1	IQSEC1	IQSEC1	0.1538	31	1
3_MACS_peak_4528_lociStitched	chr13	46268371	46277206	3	8714	9676.9755	32	1	SPERT		SPERT	SPERT	0.408	32	1
4_MACS_peak_2352_lociStitched	chr10	112256572	112265784	4	8654	9114.3528	33	1	DUSP5		DUSP5	DUSP5	0.4894	33	1
3_MACS_peak_12170_lociStitched	chr3	141118013	141126734	3	8467	8727.9768	34	1	ZBTB38		ZBTB38	ZBTB38	0.4081	34	1
1_MACS_peak_15952_lociStitched	chr7	130788667	130797060	1	8394	17057.0939	35	1	MKLN1,FLJ43663		FLJ43663	FLJ43663	0.2523	35	1
2_MACS_peak_5925_lociStitched	chr15	89177497	89185772	2	8254	12320.6475	36	1	ISG20	MIR1179,MIR7-2,AEN	ISG20	ISG20	0.6434	36	1
2_MACS_peak_7820_lociStitched	chr18	60822271	60830437	2	8120	8980.1502	37	1	BCL2		BCL2	BCL2	0.2281	37	1
3_MACS_peak_16594_lociStitched	chr8	126441283	126449912	3	8029	10304.7518	38	1	TRIB1		TRIB1	TRIB1	0.6571	38	1
3_MACS_peak_15816_lociStitched	chr7	104650757	104659004	3	8009	14739.0384	39	1	MLL5,LOC100216545		MLL5	MLL5	0.2889	39	1
4_MACS_peak_9466_lociStitched	chr2	88920093	88928395	4	7824	7846.2202	40	1	EIF2AK3		EIF2AK3	EIF2AK3	0.2546	40	1
2_MACS_peak_13173_lociStitched	chr5	6480325	6488413	2	7817	6801.1992	41	1	UBE2QL1		UBE2QL1	UBE2QL1	0.2949	41	1
4_MACS_peak_3252_lociStitched	chr11	111237093	111245622	4	7654	5591.6124	42	1	POU2AF1		POU2AF1	POU2AF1	0.4538	42	1
3_MACS_peak_14088_lociStitched	chr5	173313861	173321473	3	7441	7041.1	43	1	CPEB4		CPEB4	CPEB4	0.3288	43	1
3_MACS_peak_2758_lociStitched	chr11	58340282	58347880	3	7412	10646.3176	44	1	ZFP91-CNTF,ZFP91,LPXN	CNTF	LPXN	LPXN	0.2803	44	1
2_MACS_peak_14044_lociStitched	chr5	162929780	162937019	2	7234	7824.6351	45	1	MAT2B	HMMR,NUDCD2	MAT2B	MAT2B	0.4026	45	1
1_MACS_peak_954_lociStitched	chr1	143461312	143468493	1	7182	9607.4599	46	1			LOC100130000	LOC100130000	NONE	46	1
4_MACS_peak_14127_lociStitched	chr5	176852585	176859922	4	7067	6372.1845	47	1	GRK6	SLC34A1,PRR7,PFN3,F12,DBN1	GRK6	GRK6	0.4039	47	1
2_MACS_peak_3555_lociStitched	chr12	12866815	12873857	2	6912	8024.359	48	1	CDKN1B	APOLD1,MIR613,GPR19	CDKN1B	CDKN1B	0.9331	48	1
3_MACS_peak_5922_lociStitched	chr15	89164481	89171966	3	6911	6539.6445	49	1	AEN	MIR1179,MIR7-2,ISG20	AEN	ISG20	0.6434	49	1
5_MACS_peak_10855_lociStitched	chr21	44580798	44588150	5	6885	6018.3472	50	1		CRYAA	CRYAA	CRYAA	0.449	50	1
1_MACS_peak_9995_lociStitched	chr2	201986986	201993858	1	6873	6948.9664	51	1	CFLAR		CFLAR	CFLAR	0.3388	51	1
2_MACS_peak_14876_lociStitched	chr6	106439335	106446267	2	6855	7173.9268	52	1			PRDM1	PRDM1	0.581	52	1
3_MACS_peak_14879_lociStitched	chr6	106544856	106551847	3	6846	4558.132	53	1	PRDM1		PRDM1	PRDM1	0.581	53	1
3_MACS_peak_921_lociStitched	chr1	118195668	118202868	3	6799	7137.36	54	1		FAM46C	FAM46C	FAM46C	0.9317	54	1
4_MACS_peak_1055_lociStitched	chr1	150545951	150552851	4	6764	6078.9	55	1	MCL1	ADAMTSL4,MIR4257,ENSA	MCL1	MCL1	0.4878	55	1
1_MACS_peak_13559_lociStitched	chr5	90674182	90680862	1	6681	11569.76	56	1	LOC100129716,ARRDC3		LOC100129716	LOC100129716	0.3372	56	1
3_MACS_peak_12173_lociStitched	chr3	141128053	141135038	3	6661	6162.167	57	1	ZBTB38		RASA2	RASA2	0.1756	57	1
3_MACS_peak_5782_lociStitched	chr15	75742245	75748896	3	6591	14163.3045	58	1	SIN3A		SIN3A	SIN3A	0.3262	58	1
4_MACS_peak_857_lociStitched	chr1	111211323	111218194	4	6567	5797.7498	59	1	KCNA3		KCNA3	KCNA3	0.5068	59	1
1_MACS_peak_13620_lociStitched	chr5	100233740	100240240	1	6501	4993.3	60	1	ST8SIA4		ST8SIA4	ST8SIA4	0.2478	60	1
1_MACS_peak_669_lociStitched	chr1	66797296	66803761	1	6466	7598.3145	61	1	PDE4B		PDE4B	PDE4B	0.1168	61	1
2_MACS_peak_12696_lociStitched	chr4	40197494	40204428	2	6448	6927.7594	62	1	RHOH		RHOH	RHOH	0.2938	62	1
3_MACS_peak_12272_lociStitched	chr3	160116275	160123382	3	6401	6174.5616	63	1	SMC4,MIR15B,MIR16-2,IFT80	IFT80,TRIM59	SMC4	SMC4	0.2609	63	1
2_MACS_peak_9608_lociStitched	chr2	111874759	111881199	2	6327	6527.584	64	1	ACOXL,BCL2L11		BCL2L11	BCL2L11	0.2464	64	1
5_MACS_peak_1873_lociStitched	chr10	22623859	22630689	5	6315	5470.147	65	1		COMMD3,BMI1,SPAG6	SPAG6	COMMD3	0.9554	65	1
4_MACS_peak_1777_lociStitched	chr10	6794257	6800781	4	6283	4448.0632	66	1			LOC439949	LOC439949	NONE	66	1
2_MACS_peak_8295_lociStitched	chr19	16694004	16700357	2	6245	6847.2634	67	1	MED26	CHERP,SLC35E1	SLC35E1	SLC35E1	0.1675	67	1
2_MACS_peak_8196_lociStitched	chr19	12898969	12905258	2	6200	9164.3308	68	1	JUNB	BEST2,RNASEH2A,MAST1,HOOK2,PRDX2,RTBDN	JUNB	JUNB	0.8364	68	1
1_MACS_peak_13933_lociStitched	chr5	142779465	142785642	1	6178	9330.3585	69	1	NR3C1		NR3C1	NR3C1	0.2161	69	1
1_MACS_peak_16951_lociStitched	chr9	66454627	66460801	1	6175	13932.8658	70	1		LOC442421	LOC442421	LOC442421	0.4125	70	1
1_MACS_peak_17097_lociStitched	chr9	98267792	98273917	1	6126	6491.8875	71	1	PTCH1		PTCH1	PTCH1	0.2318	71	1
2_MACS_peak_3405_lociStitched	chr11	128586036	128592216	2	6106	4546.626	72	1	FLI1		FLI1	FLI1	0.2798	72	1
3_MACS_peak_12811_lociStitched	chr4	78737230	78743452	3	6075	6283.5978	73	1	CNOT6L	MRPL1	CNOT6L	CNOT6L	0.1432	73	1
1_MACS_peak_9779_lociStitched	chr2	158295373	158301442	1	6070	8059.632	74	1	CYTIP		CYTIP	CYTIP	0.3358	74	1
1_MACS_peak_9994_lociStitched	chr2	201980340	201986396	1	6057	6361.828	75	1	CFLAR	NDUFB3,FAM126B	CFLAR	CFLAR	0.3388	75	1
2_MACS_peak_14546_lociStitched	chr6	32935544	32941777	2	5986	8979.2598	76	1	BRD2	HLA-DMB,HLA-DMA,HLA-DOA	BRD2	BRD2	0.4749	76	1
1_MACS_peak_15814_lociStitched	chr7	104581275	104587186	1	5912	12842.2386	77	1		LOC723809	LOC723809	LOC723809	0.1483	77	1
2_MACS_peak_12493_lociStitched	chr3	195630822	195637158	2	5892	8841.888	78	1	TNK2	TNK2	TNK2	TNK2	0.2815	78	1
3_MACS_peak_15517_lociStitched	chr7	55634921	55641169	3	5882	5501.364	79	1	VOPP1		VOPP1	VOPP1	0.2903	79	1
1_MACS_peak_5501_lociStitched	chr15	45001924	45007781	1	5858	11392.4507	80	1	B2M	TRIM69,SPG11,PATL2	B2M	B2M	0.8671	80	1
3_MACS_peak_11930_lociStitched	chr3	107937697	107943740	3	5821	6742.7794	81	1	IFT57		IFT57	IFT57	0.2262	81	1
1_MACS_peak_4280_lociStitched	chr12	122237558	122243353	1	5796	7254.181	82	1	SETD1B,LOC338799	RHOF	LOC338799	LOC338799	0.4891	82	1
3_MACS_peak_15431_lociStitched	chr7	43685352	43691219	3	5777	4890.1445	83	1	C7orf44		STK17A	STK17A	NONE	83	1
2_MACS_peak_13857_lociStitched	chr5	138723220	138729220	2	5773	5685.6	84	1	MZB1,LOC389333	PAIP2,SLC23A1,SPATA24,DNAJC18	MZB1	MZB1	0.6447	84	1
2_MACS_peak_1461_lociStitched	chr1	203255153	203260946	2	5763	8205.7845	85	1		BTG2,LOC730227	LOC730227	BTG2	0.595	85	1
2_MACS_peak_5358_lociStitched	chr15	31616408	31622191	2	5737	10743.6574	86	1	KLF13		KLF13	KLF13	0.6608	86	1
5_MACS_peak_7827_lociStitched	chr18	60982282	60988351	5	5718	4720.4682	87	1	BCL2	KDSR	BCL2	BCL2	0.2281	87	1
1_MACS_peak_13275_lociStitched	chr5	39072137	39077850	1	5714	6725.9149	88	1	RICTOR		RICTOR	RICTOR	0.1756	88	1
1_MACS_peak_14285_lociStitched	chr6	12008176	12013880	1	5705	7853.2672	89	1	HIVEP1		HIVEP1	HIVEP1	0.1297	89	1
5_MACS_peak_10714_lociStitched	chr21	19152274	19158181	5	5657	4274.8959	90	1		C21orf91	C21orf91	C21orf91	0.3419	90	1
2_MACS_peak_14899_lociStitched	chr6	108878405	108884105	2	5643	7168.32	91	1	FOXO3		FOXO3	FOXO3	0.2319	91	1
1_MACS_peak_17389_lociStitched	chr9	134549132	134554765	1	5634	5607.0882	92	1	RAPGEF1		RAPGEF1	RAPGEF1	0.2015	92	1
2_MACS_peak_13524_lociStitched	chr5	88025683	88031330	2	5626	3982.2644	93	1	MEF2C	LOC645323	LOC645323	LOC645323	0.109	93	1
1_MACS_peak_3045_lociStitched	chr11	72979765	72985380	1	5616	5390.4	94	1	P2RY6	ARHGEF17	P2RY6	P2RY6	0.3312	94	1
3_MACS_peak_13870_lociStitched	chr5	139027421	139033128	3	5572	4518.8026	95	1	CXXC5		CXXC5	CXXC5	0.4382	95	1
1_MACS_peak_5389_lociStitched	chr15	34625104	34630662	1	5559	6681.8276	96	1	SLC12A6	C15orf55,SLC12A6,NOP10,LPCAT4,MIR1233-1	SLC12A6	NOP10	0.5058	96	1
3_MACS_peak_9734_lociStitched	chr2	136889194	136895224	3	5538	4723.902	97	1		CXCR4	CXCR4	CXCR4	0.4496	97	1
1_MACS_peak_5361_lociStitched	chr15	31636633	31642151	1	5519	6773.345	98	1	KLF13		KLF13	KLF13	0.6608	98	1
1_MACS_peak_3002_lociStitched	chr11	69061186	69066675	1	5490	7752.6636	99	1	MYEOV		MYEOV	MYEOV	0.6767	99	1
3_MACS_peak_7302_lociStitched	chr17	55332927	55338464	3	5457	5718.6136	100	1	MSI2		MSI2	MSI2	0.1487	100	1
2_MACS_peak_2011_lociStitched	chr10	63658919	63664538	2	5452	4882.3491	101	1	ARID5B		ARID5B	ARID5B	0.1641	101	1
3_MACS_peak_10785_lociStitched	chr21	36257413	36263001	3	5447	5371.7444	102	1	RUNX1		RUNX1	RUNX1	0.1624	102	1
3_MACS_peak_1533_lociStitched	chr1	207994217	208000137	3	5431	5920	103	1	LOC148696	MIR29C,MIR29B2	LOC148696	LOC148696	0.5074	103	1
3_MACS_peak_7913_lociStitched	chr19	1648178	1653625	3	5417	6457.9632	104	1	TCF3	UQCR11	TCF3	UQCR11	0.3137	104	1
2_MACS_peak_5161_lociStitched	chr14	91879592	91885172	2	5390	5086.728	105	1	CCDC88C		CCDC88C	CCDC88C	0.2961	105	1
1_MACS_peak_17213_lociStitched	chr9	117263187	117268536	1	5350	6065.2311	106	1	DFNB31		DFNB31	DFNB31	0.2392	106	1
3_MACS_peak_13291_lociStitched	chr5	43038155	43043735	3	5345	5174.892	107	1	LOC153684,C5orf39	LOC648987,LOC100132356	C5orf39	C5orf39	0.5449	107	1
4_MACS_peak_13882_lociStitched	chr5	139417493	139422920	4	5319	4261.8231	108	1	NRG2		NRG2	NRG2	0.1479	108	1
2_MACS_peak_2293_lociStitched	chr10	104401349	104406712	2	5318	5666.0095	109	1	TRIM8		TRIM8	TRIM8	0.3654	109	1
5_MACS_peak_774_lociStitched	chr1	92948180	92954005	5	5314	4576.12	110	1	GFI1		GFI1	GFI1	0.3503	110	1
2_MACS_peak_13602_lociStitched	chr5	96267490	96272783	2	5291	5583.5857	111	1	LNPEP	LNPEP	LNPEP	LNPEP	0.1781	111	1
3_MACS_peak_13248_lociStitched	chr5	32582358	32587717	3	5285	6459.2027	112	1	SUB1		SUB1	SUB1	0.4054	112	1
3_MACS_peak_2341_lociStitched	chr10	112112999	112118482	3	5228	5808.1419	113	1		SMNDC1	SMNDC1	SMNDC1	0.1463	113	1
2_MACS_peak_14077_lociStitched	chr5	173168861	173174111	2	5205	5842.2	114	1			BOD1	BOD1	NONE	114	1
2_MACS_peak_1465_lociStitched	chr1	203273085	203278349	2	5188	6209.4144	115	1	BTG2,LOC730227	FMOD	BTG2	BTG2	0.595	115	1
1_MACS_peak_14066_lociStitched	chr5	172260525	172265709	1	5185	6527.1744	116	1	ERGIC1		ERGIC1	ERGIC1	0.1727	116	1
2_MACS_peak_15334_lociStitched	chr7	25986655	25991901	2	5177	5828.8306	117	1	MIR148A		MIR148A	MIR148A	0.6905	117	1
3_MACS_peak_13654_lociStitched	chr5	109024293	109029644	3	5169	5819.7476	118	1	MAN2A1		MAN2A1	MAN2A1	0.1859	118	1
3_MACS_peak_13527_lociStitched	chr5	88118515	88123773	3	5159	4015.0088	119	1	MEF2C		MEF2C	MEF2C	0.2822	119	1
2_MACS_peak_16256_lociStitched	chr8	52809614	52814918	2	5152	5131.62	120	1	PCMTD1		PCMTD1	PCMTD1	0.1717	120	1
1_MACS_peak_13454_lociStitched	chr5	75141986	75147108	1	5123	5327.9044	121	1			POC5	POC5	NONE	121	1
2_MACS_peak_5504_lociStitched	chr15	45018114	45023258	2	5119	8363.1152	122	1		B2M,TRIM69,PATL2	TRIM69	B2M	0.8671	122	1
2_MACS_peak_5991_lociStitched	chr15	93424574	93429742	2	5117	10995.4368	123	1	LOC100507217	CHD2,MIR3175	LOC100507217	MIR3175	1.5117	123	1
2_MACS_peak_10153_lociStitched	chr2	232570508	232575907	2	5111	7182.2897	124	1	PTMA	MIR1244-1	PTMA	PTMA	0.5797	124	1
2_MACS_peak_13350_lociStitched	chr5	56109776	56114994	2	5108	7499.8314	125	1	MAP3K1		MAP3K1	MAP3K1	0.27	125	1
3_MACS_peak_15346_lociStitched	chr7	26237329	26242468	3	5094	6400.1106	126	1	CBX3,HNRNPA2B1	NFE2L3	HNRNPA2B1	HNRNPA2B1	0.4532	126	1
1_MACS_peak_13358_lociStitched	chr5	56468129	56473220	1	5092	8429.1687	127	1	GPBP1	GPBP1	GPBP1	GPBP1	0.2169	127	1
1_MACS_peak_3693_lociStitched	chr12	46120340	46125431	1	5092	5608.2456	128	1	ARID2,LOC400027		ARID2	ARID2	0.1164	128	1
1_MACS_peak_5697_lociStitched	chr15	69109264	69114352	1	5089	9121.7664	129	1	ANP32A	MIR548H4,MIR4312,C15orf28	ANP32A	ANP32A	0.3333	129	1
2_MACS_peak_4547_lociStitched	chr13	49549163	49554384	2	5086	5740.4895	130	1	FNDC3A		FNDC3A	FNDC3A	0.1093	130	1
4_MACS_peak_7087_lociStitched	chr17	38251835	38257596	4	5081	5005.1568	131	1	NR1D1	THRA,MSL1,CASC3,MED24	NR1D1	NR1D1	0.4207	131	1
6_MACS_peak_9214_lociStitched	chr2	60776431	60781784	6	5070	3349.3721	132	1	BCL11A		BCL11A	BCL11A	0.13	132	1
1_MACS_peak_8935_lociStitched	chr2	11886717	11891771	1	5055	4808.881	133	1	LPIN1		LPIN1	LPIN1	0.1625	133	1
4_MACS_peak_14371_lociStitched	chr6	26195072	26200517	4	5049	3572.4645	134	1	HIST1H2BF,HIST1H3D,HIST1H2AD	HIST1H1E,HIST1H2BD,HIST1H2BE,HIST1H4E,HIST1H2AE,HIST1H3E,HIST1H4F,HIST1H4D,HIST1H2BG,HIST1H1D,HIST1H4G	HIST1H3D	HIST1H3D	0.3728	134	1
3_MACS_peak_13584_lociStitched	chr5	95293678	95298756	3	5045	7794.2222	135	1	ELL2		ELL2	ELL2	0.2985	135	1
2_MACS_peak_9483_lociStitched	chr2	89142350	89147555	2	5042	4357.626	136	1			ANKRD36BP2	ANKRD36BP2	0.2025	136	1
3_MACS_peak_9864_lociStitched	chr2	175457695	175462933	3	5030	4541.8698	137	1	WIPF1		WIPF1	WIPF1	0.1513	137	1
2_MACS_peak_3256_lociStitched	chr11	111246259	111251568	2	5025	5133.803	138	1	POU2AF1		POU2AF1	POU2AF1	0.4538	138	1
1_MACS_peak_8224_lociStitched	chr19	13949423	13954446	1	5024	7387.8284	139	1		ZSWIM4,MIR181C,MIR181D,NANOS3,LOC284454,MIR24-2,MIR27A,MIR23A	MIR23A	MIR23A	0.5807	139	1
2_MACS_peak_8211_lociStitched	chr19	13261243	13266258	2	5006	4482.9085	140	1	IER2	NACC1,LYL1,TRMT1,STX10	IER2	IER2	0.3891	140	1
1_MACS_peak_13876_lociStitched	chr5	139046788	139051782	1	4995	5151.311	141	1	CXXC5		CXXC5	CXXC5	0.4382	141	1
3_MACS_peak_10997_lociStitched	chr22	23243494	23248716	3	4989	3344.691	142	1		IGLL5	IGLL5	IGLL5	0.9891	142	1
4_MACS_peak_3531_lociStitched	chr12	9880619	9886042	4	4951	3133.9517	143	1	CLECL1	CD69	CLECL1	CLECL1	0.3433	143	1
3_MACS_peak_1051_lociStitched	chr1	150532577	150537546	3	4942	4314.5827	144	1	ADAMTSL4	MIR4257,MCL1	MIR4257	MCL1	0.4878	144	1
2_MACS_peak_10694_lociStitched	chr21	9963775	9969046	2	4923	7229.7036	145	1	LOC100132288		LOC100132288	LOC100132288	0.3605	145	1
4_MACS_peak_15772_lociStitched	chr7	101927776	101932844	4	4919	3784.2756	146	1	SH2B2	MIR4285	SH2B2	SH2B2	0.3023	146	1
2_MACS_peak_9330_lociStitched	chr2	70311836	70316759	2	4918	8237.6559	147	1	PCBP1,LOC400960	LOC100133985	LOC400960	LOC100133985	0.278	147	1
2_MACS_peak_8282_lociStitched	chr19	16434794	16439814	2	4901	9779.462	148	1	KLF2		KLF2	KLF2	0.8713	148	1
1_MACS_peak_9065_lociStitched	chr2	33700222	33705120	1	4899	4165.749	149	1	RASGRP3	RASGRP3	RASGRP3	RASGRP3	0.1481	149	1
2_MACS_peak_9122_lociStitched	chr2	43450547	43455423	2	4868	5309.964	150	1	LOC100129726,ZFP36L2		ZFP36L2	ZFP36L2	0.6722	150	1
1_MACS_peak_12613_lociStitched	chr4	15002848	15007707	1	4860	6865.767	151	1	CPEB2		CPEB2	CPEB2	0.1763	151	1
1_MACS_peak_5562_lociStitched	chr15	52968642	52973492	1	4851	11274.795	152	1	KIAA1370		KIAA1370	KIAA1370	0.3159	152	1
4_MACS_peak_4145_lociStitched	chr12	109025879	109031132	4	4842	3881.967	153	1	SELPLG	TMEM119	SELPLG	SELPLG	0.3338	153	1
1_MACS_peak_14321_lociStitched	chr6	16759418	16764255	1	4838	5712.0133	154	1	ATXN1		ATXN1	ATXN1	0.1126	154	1
1_MACS_peak_15935_lociStitched	chr7	128577219	128582055	1	4837	4277.442	155	1	IRF5	KCP	IRF5	IRF5	0.3932	155	1
2_MACS_peak_14179_lociStitched	chr6	290185	295020	2	4835	6252.622	156	1	DUSP22		DUSP22	DUSP22	0.4248	156	1
3_MACS_peak_5338_lociStitched	chr15	27865659	27870821	3	4831	6289.3808	157	1			OCA2	OCA2	NONE	157	1
2_MACS_peak_14763_lociStitched	chr6	74229174	74234054	2	4811	5346.04	158	1	EEF1A1		EEF1A1	EEF1A1	0.4522	158	1
1_MACS_peak_3557_lociStitched	chr12	12875050	12879855	1	4806	5007.771	159	1	CDKN1B,APOLD1	MIR613,GPR19	APOLD1	APOLD1	0.1602	159	1
3_MACS_peak_8552_lociStitched	chr19	42055250	42060562	3	4802	3955.3152	160	1		CEACAM21	CEACAM21	CEACAM21	0.0918	160	1
2_MACS_peak_13165_lociStitched	chr5	5751794	5756639	2	4798	3731.1345	161	1			KIAA0947	KIAA0947	NONE	161	1
2_MACS_peak_9846_lociStitched	chr2	173418722	173423629	2	4779	3755.3271	162	1	PDK1		PDK1	PDK1	0.2666	162	1
3_MACS_peak_2907_lociStitched	chr11	65623847	65628685	3	4752	5206.6556	163	1	MUS81,CFL1	SNX32,CTSW,CCDC85B,EFEMP2,FIBP,FOSL1	CFL1	CCDC85B	0.6193	163	1
4_MACS_peak_8653_lociStitched	chr19	47216835	47222366	4	4751	4761.0848	164	1	PRKD2	FKRP,MIR320E,STRN4	PRKD2	STRN4	0.2289	164	1
1_MACS_peak_12471_lociStitched	chr3	193851419	193856158	1	4740	5354.1222	165	1	HES1		HES1	HES1	0.66	165	1
1_MACS_peak_11921_lociStitched	chr3	104237721	104242448	1	4728	4858.4106	166	1			MIR548A3	MIR548A3	NONE	166	1
2_MACS_peak_1469_lociStitched	chr1	203293112	203297887	2	4726	4403.9825	167	1		BTG2,LOC730227,FMOD	BTG2	BTG2	0.595	167	1
1_MACS_peak_17364_lociStitched	chr9	132646907	132651626	1	4720	4807.2453	168	1	FNBP1	USP20,C9orf78	USP20	C9orf78	0.2512	168	1
1_MACS_peak_1851_lociStitched	chr10	17268909	17273621	1	4713	5721.7816	169	1	VIM	TRDMT1	VIM	VIM	0.3997	169	1
2_MACS_peak_7055_lociStitched	chr17	36857346	36862057	2	4704	3800.3637	170	1	MLLT6	CISD3,PSMB3,C17orf96,PCGF2	MLLT6	MLLT6	0.2071	170	1
2_MACS_peak_8269_lociStitched	chr19	16186169	16190868	2	4691	6411.7855	171	1	TPM4	FLJ25328,RAB8A	TPM4	RAB8A	0.3114	171	1
2_MACS_peak_16763_lociStitched	chr9	5626466	5631577	2	4677	5974.759	172	1	KIAA1432	KIAA1432	KIAA1432	KIAA1432	0.1698	172	1
3_MACS_peak_3232_lociStitched	chr11	108091778	108096742	3	4676	5124.3372	173	1	ATM,NPAT		ATM	ATM	0.1506	173	1
3_MACS_peak_10139_lociStitched	chr2	231734675	231739532	3	4667	4034.7099	174	1	ITM2C		ITM2C	ITM2C	0.3379	174	1
2_MACS_peak_5744_lociStitched	chr15	74916920	74921582	2	4663	3098.8314	175	1	CLK3		CLK3	CLK3	0.4123	175	1
1_MACS_peak_5911_lociStitched	chr15	86232225	86236886	1	4662	3994.9431	176	1	AKAP13		AKAP13	AKAP13	0.1898	176	1
