GENE_ID	locusLine	bin_1_MOLP-8.jin.bam
1_MACS_peak_62_lociStitched	chr1(.):1837887-1840616	4.5879
1_MACS_peak_63_lociStitched	chr1(.):2120643-2122291	3.2717
2_MACS_peak_64_lociStitched	chr1(.):2125799-2126776	1.5362
2_MACS_peak_66_lociStitched	chr1(.):2143563-2144678	1.7284
1_MACS_peak_68_lociStitched	chr1(.):2158748-2159138	4.4164
2_MACS_peak_69_lociStitched	chr1(.):2160201-2163018	1.8532
3_MACS_peak_71_lociStitched	chr1(.):2320223-2323958	2.2445
2_MACS_peak_74_lociStitched	chr1(.):2343190-2345116	2.5813
1_MACS_peak_76_lociStitched	chr1(.):2457077-2457686	1.3734
2_MACS_peak_77_lociStitched	chr1(.):2472283-2473802	1.9016
2_MACS_peak_79_lociStitched	chr1(.):2477141-2478372	1.5786
1_MACS_peak_81_lociStitched	chr1(.):2487701-2488517	2.0562
1_MACS_peak_82_lociStitched	chr1(.):2517110-2518172	1.849
1_MACS_peak_83_lociStitched	chr1(.):2573849-2574740	2.5237
2_MACS_peak_84_lociStitched	chr1(.):3540828-3542438	1.337
1_MACS_peak_86_lociStitched	chr1(.):3566006-3566616	1.7081
1_MACS_peak_87_lociStitched	chr1(.):3568380-3570058	1.9231
1_MACS_peak_88_lociStitched	chr1(.):3580757-3581632	1.4976
3_MACS_peak_89_lociStitched	chr1(.):3582719-3585576	2.1393
2_MACS_peak_92_lociStitched	chr1(.):3591658-3594287	2.776
1_MACS_peak_94_lociStitched	chr1(.):3594846-3595121	1.0889
1_MACS_peak_95_lociStitched	chr1(.):3663501-3663978	1.1849
1_MACS_peak_96_lociStitched	chr1(.):3688691-3689011	1.165
1_MACS_peak_97_lociStitched	chr1(.):3692860-3693250	1.0855
1_MACS_peak_98_lociStitched	chr1(.):3712132-3713056	1.72
1_MACS_peak_99_lociStitched	chr1(.):3773126-3773403	1.123
1_MACS_peak_100_lociStitched	chr1(.):3774353-3774588	1.0031
2_MACS_peak_101_lociStitched	chr1(.):3816308-3818030	3.2026
1_MACS_peak_103_lociStitched	chr1(.):4036207-4037966	2.2206
1_MACS_peak_104_lociStitched	chr1(.):4663221-4664613	1.799
1_MACS_peak_105_lociStitched	chr1(.):4693222-4693428	1.0846
1_MACS_peak_106_lociStitched	chr1(.):4715373-4715730	0.9813
1_MACS_peak_107_lociStitched	chr1(.):4735981-4736281	1.1045
1_MACS_peak_108_lociStitched	chr1(.):5708085-5708378	0.9694
3_MACS_peak_109_lociStitched	chr1(.):6051549-6054531	1.8187
1_MACS_peak_112_lociStitched	chr1(.):6067179-6067458	1.2921
1_MACS_peak_113_lociStitched	chr1(.):6068647-6069689	3.3583
2_MACS_peak_114_lociStitched	chr1(.):6070333-6071506	1.4202
4_MACS_peak_116_lociStitched	chr1(.):6084731-6087594	2.0617
1_MACS_peak_120_lociStitched	chr1(.):6089482-6089770	1.1355
2_MACS_peak_121_lociStitched	chr1(.):6258895-6260252	2.4818
2_MACS_peak_123_lociStitched	chr1(.):6295304-6296652	1.7044
2_MACS_peak_125_lociStitched	chr1(.):6453238-6454405	2.0061
1_MACS_peak_127_lociStitched	chr1(.):6550175-6551074	1.715
1_MACS_peak_128_lociStitched	chr1(.):6613601-6614687	2.9455
2_MACS_peak_129_lociStitched	chr1(.):6639515-6641049	1.9357
3_MACS_peak_131_lociStitched	chr1(.):6660699-6664637	3.1456
2_MACS_peak_134_lociStitched	chr1(.):6669482-6670212	1.3621
2_MACS_peak_136_lociStitched	chr1(.):6672642-6674721	2.2239
1_MACS_peak_138_lociStitched	chr1(.):6675412-6675821	1.1388
1_MACS_peak_139_lociStitched	chr1(.):6685239-6686083	1.6103
1_MACS_peak_140_lociStitched	chr1(.):6721214-6721628	1.2027
1_MACS_peak_141_lociStitched	chr1(.):6732654-6732929	0.9716
2_MACS_peak_142_lociStitched	chr1(.):6733636-6734858	1.3544
1_MACS_peak_144_lociStitched	chr1(.):6742459-6743610	2.338
1_MACS_peak_145_lociStitched	chr1(.):6761037-6761934	3.9829
1_MACS_peak_146_lociStitched	chr1(.):6803232-6804166	2.1724
4_MACS_peak_147_lociStitched	chr1(.):6843916-6846401	2.358
1_MACS_peak_151_lociStitched	chr1(.):6980801-6981111	0.8948
2_MACS_peak_152_lociStitched	chr1(.):6982387-6983630	1.7692
2_MACS_peak_154_lociStitched	chr1(.):7325014-7327164	1.8481
1_MACS_peak_156_lociStitched	chr1(.):7327678-7328081	1.2347
2_MACS_peak_157_lociStitched	chr1(.):7467109-7468037	1.3561
1_MACS_peak_159_lociStitched	chr1(.):7831299-7831962	1.6837
2_MACS_peak_160_lociStitched	chr1(.):7887168-7887747	1.5194
1_MACS_peak_162_lociStitched	chr1(.):8013909-8014743	1.4524
1_MACS_peak_163_lociStitched	chr1(.):8021655-8022357	2.2788
2_MACS_peak_164_lociStitched	chr1(.):8027692-8028361	1.366
2_MACS_peak_166_lociStitched	chr1(.):8085859-8087070	1.5958
1_MACS_peak_168_lociStitched	chr1(.):8157017-8157284	1.0368
1_MACS_peak_169_lociStitched	chr1(.):8157788-8158310	1.2885
2_MACS_peak_170_lociStitched	chr1(.):8483345-8484431	1.2362
1_MACS_peak_172_lociStitched	chr1(.):8585703-8586170	1.3028
1_MACS_peak_173_lociStitched	chr1(.):8748137-8748618	1.4849
2_MACS_peak_174_lociStitched	chr1(.):8762186-8763326	1.5552
2_MACS_peak_176_lociStitched	chr1(.):8876864-8878354	2.3404
2_MACS_peak_178_lociStitched	chr1(.):8937050-8939456	3.3165
1_MACS_peak_180_lociStitched	chr1(.):9127254-9127493	0.9283
2_MACS_peak_181_lociStitched	chr1(.):9138716-9141524	2.3067
1_MACS_peak_183_lociStitched	chr1(.):9188295-9189075	1.4717
2_MACS_peak_184_lociStitched	chr1(.):9222445-9225553	2.5841
1_MACS_peak_186_lociStitched	chr1(.):9241998-9243117	2.9542
1_MACS_peak_187_lociStitched	chr1(.):9295200-9295505	1.0861
1_MACS_peak_188_lociStitched	chr1(.):9489148-9489555	1.0973
2_MACS_peak_189_lociStitched	chr1(.):9598765-9600415	1.4673
1_MACS_peak_191_lociStitched	chr1(.):9649357-9649899	1.4534
1_MACS_peak_192_lociStitched	chr1(.):9747200-9747647	1.5309
2_MACS_peak_193_lociStitched	chr1(.):9883071-9884113	1.6874
1_MACS_peak_195_lociStitched	chr1(.):9969769-9970114	1.4282
1_MACS_peak_196_lociStitched	chr1(.):9970821-9971130	0.7356
2_MACS_peak_197_lociStitched	chr1(.):10003057-10004052	1.3705
1_MACS_peak_199_lociStitched	chr1(.):10092912-10093924	4.4754
2_MACS_peak_200_lociStitched	chr1(.):10269927-10271744	2.5157
1_MACS_peak_202_lociStitched	chr1(.):10458996-10459843	2.0969
1_MACS_peak_203_lociStitched	chr1(.):10490431-10491245	2.0634
1_MACS_peak_204_lociStitched	chr1(.):10517385-10517560	1.0183
1_MACS_peak_205_lociStitched	chr1(.):10531964-10532608	1.6037
2_MACS_peak_206_lociStitched	chr1(.):10534931-10535826	1.1134
2_MACS_peak_208_lociStitched	chr1(.):10999358-11000830	2.009
1_MACS_peak_210_lociStitched	chr1(.):11003192-11003606	1.4035
4_MACS_peak_211_lociStitched	chr1(.):11022696-11030515	2.2167
1_MACS_peak_215_lociStitched	chr1(.):11072373-11073503	4.2006
2_MACS_peak_216_lociStitched	chr1(.):11118652-11120794	2.4706
1_MACS_peak_218_lociStitched	chr1(.):11159323-11160026	3.9097
1_MACS_peak_219_lociStitched	chr1(.):11321985-11322660	2.3041
1_MACS_peak_220_lociStitched	chr1(.):11333205-11334076	3.6251
1_MACS_peak_221_lociStitched	chr1(.):11538817-11539194	2.056
4_MACS_peak_222_lociStitched	chr1(.):11623003-11625723	2.0687
2_MACS_peak_226_lociStitched	chr1(.):11626236-11631726	3.6795
1_MACS_peak_228_lociStitched	chr1(.):11637427-11637803	1.064
1_MACS_peak_229_lociStitched	chr1(.):11639524-11640253	2.0208
1_MACS_peak_230_lociStitched	chr1(.):11740548-11741325	2.4297
1_MACS_peak_231_lociStitched	chr1(.):11779483-11779826	1.2081
1_MACS_peak_232_lociStitched	chr1(.):11796186-11796652	2.4283
1_MACS_peak_233_lociStitched	chr1(.):11843934-11844432	1.2037
2_MACS_peak_234_lociStitched	chr1(.):11865040-11866644	2.6507
3_MACS_peak_236_lociStitched	chr1(.):11967930-11970308	1.9402
1_MACS_peak_239_lociStitched	chr1(.):11985116-11986256	1.6652
1_MACS_peak_240_lociStitched	chr1(.):11994135-11995543	2.7926
1_MACS_peak_241_lociStitched	chr1(.):12040136-12041113	3.1785
1_MACS_peak_242_lociStitched	chr1(.):12079561-12080150	1.7361
2_MACS_peak_243_lociStitched	chr1(.):12111783-12113074	2.0066
1_MACS_peak_245_lociStitched	chr1(.):12123364-12124018	1.6344
2_MACS_peak_246_lociStitched	chr1(.):12221641-12222850	1.2603
1_MACS_peak_248_lociStitched	chr1(.):12227064-12227698	2.0537
1_MACS_peak_249_lociStitched	chr1(.):12290142-12290501	0.9888
1_MACS_peak_250_lociStitched	chr1(.):12493547-12494309	1.6424
2_MACS_peak_251_lociStitched	chr1(.):12495375-12496583	0.9937
2_MACS_peak_253_lociStitched	chr1(.):12609306-12610835	1.4943
1_MACS_peak_255_lociStitched	chr1(.):13819748-13820268	1.2578
2_MACS_peak_256_lociStitched	chr1(.):13821025-13821991	1.796
3_MACS_peak_258_lociStitched	chr1(.):13823298-13825591	1.4079
1_MACS_peak_261_lociStitched	chr1(.):13984473-13984916	1.3021
1_MACS_peak_262_lociStitched	chr1(.):14026318-14026832	2.4109
2_MACS_peak_263_lociStitched	chr1(.):14075191-14076725	1.9221
3_MACS_peak_265_lociStitched	chr1(.):15735619-15737293	1.3378
2_MACS_peak_268_lociStitched	chr1(.):15850303-15851418	2.1896
1_MACS_peak_270_lociStitched	chr1(.):15853251-15853937	2.064
1_MACS_peak_271_lociStitched	chr1(.):15911139-15911368	1.0047
2_MACS_peak_272_lociStitched	chr1(.):15929574-15930599	2.1845
1_MACS_peak_274_lociStitched	chr1(.):15943913-15944729	3.4993
2_MACS_peak_275_lociStitched	chr1(.):16010188-16011260	1.8762
1_MACS_peak_277_lociStitched	chr1(.):16073066-16073318	0.7916
1_MACS_peak_278_lociStitched	chr1(.):16159618-16159989	1.4816
2_MACS_peak_279_lociStitched	chr1(.):16160841-16163349	4.1408
3_MACS_peak_281_lociStitched	chr1(.):16173333-16176771	2.5709
1_MACS_peak_284_lociStitched	chr1(.):16178113-16178541	1.5992
1_MACS_peak_285_lociStitched	chr1(.):16212110-16212941	1.6793
1_MACS_peak_286_lociStitched	chr1(.):16301853-16302607	2.0261
1_MACS_peak_287_lociStitched	chr1(.):16339427-16339826	1.231
2_MACS_peak_288_lociStitched	chr1(.):16533261-16534180	2.0935
2_MACS_peak_290_lociStitched	chr1(.):16562973-16564533	1.5016
1_MACS_peak_292_lociStitched	chr1(.):16678171-16679441	2.7801
1_MACS_peak_293_lociStitched	chr1(.):16693588-16694491	3.8115
1_MACS_peak_294_lociStitched	chr1(.):16767206-16767720	2.061
1_MACS_peak_295_lociStitched	chr1(.):16825068-16825748	2.0254
1_MACS_peak_296_lociStitched	chr1(.):16832459-16832881	2.2073
1_MACS_peak_298_lociStitched	chr1(.):16939167-16940538	2.7456
1_MACS_peak_299_lociStitched	chr1(.):16950423-16951007	1.2194
1_MACS_peak_300_lociStitched	chr1(.):16969923-16971999	4.6006
2_MACS_peak_301_lociStitched	chr1(.):16992245-16993901	4.4824
1_MACS_peak_303_lociStitched	chr1(.):17027547-17028095	1.4144
1_MACS_peak_304_lociStitched	chr1(.):17066409-17067161	8.2463
1_MACS_peak_305_lociStitched	chr1(.):17074859-17075262	1.6967
1_MACS_peak_306_lociStitched	chr1(.):17215643-17216215	1.5724
2_MACS_peak_307_lociStitched	chr1(.):17221789-17223339	4.5536
3_MACS_peak_309_lociStitched	chr1(.):17230232-17233214	5.0836
2_MACS_peak_312_lociStitched	chr1(.):17240103-17241796	4.35
1_MACS_peak_314_lociStitched	chr1(.):17338017-17338320	1.0267
2_MACS_peak_315_lociStitched	chr1(.):17379707-17380639	1.7212
1_MACS_peak_317_lociStitched	chr1(.):17764481-17765863	2.2301
3_MACS_peak_318_lociStitched	chr1(.):17766371-17768640	1.4892
1_MACS_peak_321_lociStitched	chr1(.):17866382-17867031	1.3213
1_MACS_peak_322_lociStitched	chr1(.):17895797-17896622	1.9897
1_MACS_peak_323_lociStitched	chr1(.):17956922-17957205	1.0467
2_MACS_peak_324_lociStitched	chr1(.):19228689-19229780	1.6625
2_MACS_peak_326_lociStitched	chr1(.):19535945-19537665	2.5154
1_MACS_peak_328_lociStitched	chr1(.):19577703-19579381	3.7514
2_MACS_peak_329_lociStitched	chr1(.):19637922-19639264	2.5034
1_MACS_peak_331_lociStitched	chr1(.):19759295-19759633	0.9164
1_MACS_peak_332_lociStitched	chr1(.):19772500-19772782	1.0292
2_MACS_peak_333_lociStitched	chr1(.):19810795-19812863	4.1821
2_MACS_peak_335_lociStitched	chr1(.):19922858-19924199	2.1776
2_MACS_peak_337_lociStitched	chr1(.):20125820-20126883	1.7738
1_MACS_peak_339_lociStitched	chr1(.):20208865-20209604	2.235
1_MACS_peak_340_lociStitched	chr1(.):20512474-20512739	0.8903
1_MACS_peak_341_lociStitched	chr1(.):20834126-20834634	1.8144
1_MACS_peak_342_lociStitched	chr1(.):20942581-20943161	1.2703
1_MACS_peak_343_lociStitched	chr1(.):20960138-20960446	1.4267
2_MACS_peak_344_lociStitched	chr1(.):20987381-20988569	2.026
3_MACS_peak_346_lociStitched	chr1(.):21112453-21114307	2.7681
2_MACS_peak_349_lociStitched	chr1(.):21502458-21503408	1.6724
1_MACS_peak_351_lociStitched	chr1(.):21616152-21617078	1.4281
1_MACS_peak_352_lociStitched	chr1(.):21619620-21620907	2.6013
1_MACS_peak_353_lociStitched	chr1(.):21621567-21621884	1.0652
1_MACS_peak_354_lociStitched	chr1(.):21660829-21661213	1.5795
1_MACS_peak_355_lociStitched	chr1(.):21767001-21767267	1.1036
2_MACS_peak_356_lociStitched	chr1(.):22105753-22107153	1.2101
2_MACS_peak_358_lociStitched	chr1(.):22107717-22110288	3.5726
3_MACS_peak_360_lociStitched	chr1(.):22350687-22353316	2.6877
2_MACS_peak_363_lociStitched	chr1(.):22365992-22366984	1.0802
2_MACS_peak_365_lociStitched	chr1(.):22378566-22380219	2.7639
1_MACS_peak_367_lociStitched	chr1(.):22442927-22443176	0.8452
3_MACS_peak_368_lociStitched	chr1(.):22443829-22446401	1.7633
1_MACS_peak_371_lociStitched	chr1(.):22778345-22778932	1.4641
1_MACS_peak_372_lociStitched	chr1(.):22816380-22816824	1.6691
1_MACS_peak_373_lociStitched	chr1(.):22817405-22817889	1.8771
1_MACS_peak_374_lociStitched	chr1(.):22818473-22819037	1.3584
2_MACS_peak_375_lociStitched	chr1(.):22819856-22823338	2.4871
1_MACS_peak_377_lociStitched	chr1(.):23345926-23347033	2.8576
1_MACS_peak_378_lociStitched	chr1(.):23347599-23347871	1.0023
1_MACS_peak_379_lociStitched	chr1(.):23494873-23495311	1.3263
2_MACS_peak_380_lociStitched	chr1(.):23670073-23671711	3.4193
2_MACS_peak_382_lociStitched	chr1(.):23695367-23696805	1.6078
2_MACS_peak_384_lociStitched	chr1(.):23851051-23853025	1.8037
2_MACS_peak_386_lociStitched	chr1(.):23853988-23858301	3.1104
1_MACS_peak_388_lociStitched	chr1(.):23860509-23861088	1.8101
1_MACS_peak_389_lociStitched	chr1(.):23880950-23881417	2.1752
1_MACS_peak_390_lociStitched	chr1(.):23885740-23886037	1.3396
1_MACS_peak_391_lociStitched	chr1(.):24018173-24019333	2.3486
1_MACS_peak_392_lociStitched	chr1(.):24045540-24045892	1.2058
1_MACS_peak_393_lociStitched	chr1(.):24069558-24070558	2.5497
2_MACS_peak_394_lociStitched	chr1(.):24104231-24105433	2.0061
3_MACS_peak_396_lociStitched	chr1(.):24117196-24118588	1.7925
2_MACS_peak_399_lociStitched	chr1(.):24126554-24127839	1.6394
1_MACS_peak_401_lociStitched	chr1(.):24151285-24152212	2.2108
1_MACS_peak_402_lociStitched	chr1(.):24181670-24181979	1.1678
2_MACS_peak_403_lociStitched	chr1(.):24285366-24287158	3.7661
2_MACS_peak_405_lociStitched	chr1(.):24305821-24307523	3.7863
1_MACS_peak_407_lociStitched	chr1(.):24648469-24648771	1.2524
1_MACS_peak_408_lociStitched	chr1(.):24884037-24884522	1.5794
2_MACS_peak_409_lociStitched	chr1(.):24968922-24970880	3.1279
2_MACS_peak_411_lociStitched	chr1(.):25031549-25032728	1.7398
1_MACS_peak_413_lociStitched	chr1(.):25053565-25054022	1.7387
1_MACS_peak_414_lociStitched	chr1(.):25070396-25070699	1.0471
2_MACS_peak_415_lociStitched	chr1(.):25071217-25073572	1.891
1_MACS_peak_417_lociStitched	chr1(.):25075008-25075291	1.2641
1_MACS_peak_418_lociStitched	chr1(.):25107318-25107567	0.8523
1_MACS_peak_419_lociStitched	chr1(.):25255638-25256194	1.1142
1_MACS_peak_420_lociStitched	chr1(.):25348825-25349841	1.9462
2_MACS_peak_421_lociStitched	chr1(.):25558341-25559605	2.2503
1_MACS_peak_423_lociStitched	chr1(.):25563472-25563683	1.0242
1_MACS_peak_424_lociStitched	chr1(.):25566027-25566720	2.1784
2_MACS_peak_425_lociStitched	chr1(.):25572948-25574615	2.3085
2_MACS_peak_427_lociStitched	chr1(.):25593432-25594376	2.4423
3_MACS_peak_429_lociStitched	chr1(.):25663465-25665473	2.559
2_MACS_peak_432_lociStitched	chr1(.):25756748-25757775	1.5227
1_MACS_peak_434_lociStitched	chr1(.):25870101-25871156	1.8244
3_MACS_peak_435_lociStitched	chr1(.):25874027-25877505	2.0997
2_MACS_peak_438_lociStitched	chr1(.):25882735-25883756	1.2972
1_MACS_peak_440_lociStitched	chr1(.):25968786-25969160	1.1313
1_MACS_peak_441_lociStitched	chr1(.):26146066-26147127	2.0289
1_MACS_peak_442_lociStitched	chr1(.):26185262-26185892	2.9106
2_MACS_peak_443_lociStitched	chr1(.):26231514-26232960	2.5321
1_MACS_peak_445_lociStitched	chr1(.):26323989-26324481	1.4774
2_MACS_peak_446_lociStitched	chr1(.):26437112-26439565	3.136
2_MACS_peak_448_lociStitched	chr1(.):26440137-26441150	1.2287
2_MACS_peak_450_lociStitched	chr1(.):26445632-26447473	1.7389
2_MACS_peak_452_lociStitched	chr1(.):26482076-26483323	1.2258
2_MACS_peak_454_lociStitched	chr1(.):26496358-26497337	2.8019
1_MACS_peak_456_lociStitched	chr1(.):26560686-26561604	1.9237
1_MACS_peak_457_lociStitched	chr1(.):26606161-26607194	1.9958
2_MACS_peak_458_lociStitched	chr1(.):26758333-26759179	1.3307
1_MACS_peak_460_lociStitched	chr1(.):26798326-26799674	4.6006
1_MACS_peak_461_lociStitched	chr1(.):26826834-26828158	2.824
1_MACS_peak_462_lociStitched	chr1(.):26946615-26948335	3.8215
3_MACS_peak_463_lociStitched	chr1(.):27018731-27020065	2.1252
4_MACS_peak_466_lociStitched	chr1(.):27021528-27025170	2.9584
1_MACS_peak_470_lociStitched	chr1(.):27049706-27050040	1.235
1_MACS_peak_471_lociStitched	chr1(.):27070748-27071482	1.9074
2_MACS_peak_472_lociStitched	chr1(.):27113161-27115353	2.1878
1_MACS_peak_474_lociStitched	chr1(.):27153424-27153802	1.2833
2_MACS_peak_475_lociStitched	chr1(.):27191051-27192279	1.8801
1_MACS_peak_477_lociStitched	chr1(.):27216068-27216780	2.3587
1_MACS_peak_478_lociStitched	chr1(.):27226354-27226947	2.9064
1_MACS_peak_479_lociStitched	chr1(.):27248162-27248797	3.0826
1_MACS_peak_480_lociStitched	chr1(.):27481048-27481709	1.8201
1_MACS_peak_481_lociStitched	chr1(.):27561120-27561519	1.5162
1_MACS_peak_482_lociStitched	chr1(.):27648652-27649613	2.7646
1_MACS_peak_483_lociStitched	chr1(.):27676097-27676386	1.1094
1_MACS_peak_484_lociStitched	chr1(.):27719157-27719573	1.352
2_MACS_peak_485_lociStitched	chr1(.):27815921-27817484	2.8763
1_MACS_peak_487_lociStitched	chr1(.):27826715-27826885	0.9837
3_MACS_peak_488_lociStitched	chr1(.):27851672-27854467	2.318
1_MACS_peak_491_lociStitched	chr1(.):27901755-27902238	1.6321
1_MACS_peak_492_lociStitched	chr1(.):27951297-27951774	1.0922
2_MACS_peak_493_lociStitched	chr1(.):27952323-27953194	1.5775
1_MACS_peak_495_lociStitched	chr1(.):27981620-27981866	0.8627
1_MACS_peak_496_lociStitched	chr1(.):27986180-27986652	1.6121
2_MACS_peak_497_lociStitched	chr1(.):28051743-28053189	1.558
1_MACS_peak_499_lociStitched	chr1(.):28099689-28100448	3.6157
2_MACS_peak_500_lociStitched	chr1(.):28156785-28158029	2.3356
1_MACS_peak_502_lociStitched	chr1(.):28199025-28200076	2.3962
2_MACS_peak_503_lociStitched	chr1(.):28201896-28203041	1.9189
2_MACS_peak_505_lociStitched	chr1(.):28240442-28241673	2.6732
1_MACS_peak_507_lociStitched	chr1(.):28285623-28286843	1.6194
1_MACS_peak_508_lociStitched	chr1(.):28395738-28395995	0.7124
1_MACS_peak_509_lociStitched	chr1(.):28414207-28415194	1.8697
1_MACS_peak_510_lociStitched	chr1(.):28558945-28559541	2.2713
1_MACS_peak_511_lociStitched	chr1(.):28562511-28563522	2.3641
1_MACS_peak_512_lociStitched	chr1(.):28586019-28586676	1.4953
3_MACS_peak_513_lociStitched	chr1(.):28654871-28656319	1.8068
1_MACS_peak_516_lociStitched	chr1(.):28695834-28697083	1.9056
1_MACS_peak_517_lociStitched	chr1(.):28764748-28765019	0.995
2_MACS_peak_518_lociStitched	chr1(.):28806935-28807522	1.062
5_MACS_peak_520_lociStitched	chr1(.):28831882-28836961	1.8064
1_MACS_peak_525_lociStitched	chr1(.):28844616-28845982	2.9534
2_MACS_peak_526_lociStitched	chr1(.):28878930-28880297	2.1109
2_MACS_peak_528_lociStitched	chr1(.):28907840-28908851	1.7117
1_MACS_peak_530_lociStitched	chr1(.):28919078-28919457	1.2746
4_MACS_peak_531_lociStitched	chr1(.):28925222-28929004	1.6668
1_MACS_peak_535_lociStitched	chr1(.):28969033-28970453	2.6128
1_MACS_peak_536_lociStitched	chr1(.):28974372-28975115	1.8306
2_MACS_peak_537_lociStitched	chr1(.):28994899-28996119	1.8046
2_MACS_peak_539_lociStitched	chr1(.):29062735-29064295	2.578
1_MACS_peak_541_lociStitched	chr1(.):29213261-29214238	1.5848
2_MACS_peak_542_lociStitched	chr1(.):29240534-29241946	1.5715
2_MACS_peak_544_lociStitched	chr1(.):29507211-29509066	3.2688
1_MACS_peak_546_lociStitched	chr1(.):29557013-29557443	1.7899
1_MACS_peak_547_lociStitched	chr1(.):31191478-31192232	3.1534
2_MACS_peak_548_lociStitched	chr1(.):31537626-31539095	1.9369
2_MACS_peak_550_lociStitched	chr1(.):31768926-31770318	2.4489
1_MACS_peak_552_lociStitched	chr1(.):31950163-31950661	1.7576
1_MACS_peak_553_lociStitched	chr1(.):32109645-32111020	3.4461
1_MACS_peak_554_lociStitched	chr1(.):32253821-32254325	2.2851
3_MACS_peak_555_lociStitched	chr1(.):32402934-32404530	1.5433
1_MACS_peak_558_lociStitched	chr1(.):32446257-32446658	1.1751
3_MACS_peak_559_lociStitched	chr1(.):32478785-32480522	2.5062
2_MACS_peak_562_lociStitched	chr1(.):32538000-32539262	2.2487
2_MACS_peak_564_lociStitched	chr1(.):32573556-32574989	2.1864
2_MACS_peak_566_lociStitched	chr1(.):32645173-32646273	2.3396
1_MACS_peak_568_lociStitched	chr1(.):32671289-32671988	2.6669
1_MACS_peak_569_lociStitched	chr1(.):32687984-32688887	2.0849
2_MACS_peak_570_lociStitched	chr1(.):32757142-32758339	2.0773
1_MACS_peak_572_lociStitched	chr1(.):32801471-32801775	1.1195
2_MACS_peak_573_lociStitched	chr1(.):32816772-32817817	1.8898
2_MACS_peak_575_lociStitched	chr1(.):32859553-32860862	2.7488
1_MACS_peak_577_lociStitched	chr1(.):33093274-33093940	1.9391
3_MACS_peak_578_lociStitched	chr1(.):33115723-33117744	3.9491
3_MACS_peak_581_lociStitched	chr1(.):33282243-33285145	2.5671
1_MACS_peak_584_lociStitched	chr1(.):33501648-33502507	1.9916
3_MACS_peak_585_lociStitched	chr1(.):33538747-33540735	1.4024
1_MACS_peak_588_lociStitched	chr1(.):33546787-33547170	1.3637
2_MACS_peak_589_lociStitched	chr1(.):33564355-33566063	1.6835
1_MACS_peak_591_lociStitched	chr1(.):33592451-33592891	1.9238
1_MACS_peak_592_lociStitched	chr1(.):33722425-33723022	1.2463
2_MACS_peak_593_lociStitched	chr1(.):33814905-33816172	1.3138
1_MACS_peak_595_lociStitched	chr1(.):35324682-35325401	2.6716
1_MACS_peak_596_lociStitched	chr1(.):35331277-35332104	1.5644
1_MACS_peak_597_lociStitched	chr1(.):35450695-35451219	1.4612
